actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,officialId,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
16,PT10M40.00S,2023-11-04T23:13:00.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630167,9.149145860709593,46.568627450980394,1610612754,4,0,2023-11-04T23:13:03Z,160000,False,17.0,34.0,1,left,O. Toppin Layup (2 PTS) (B. Mathurin 1 AST),"[1630167, 1631097]",1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Restricted Area,0-8 Center,3.77,Made,,,,,,2.0,B. Mathurin,1631097.0,1.0,,,,,,,,,
18,PT10M27.00S,2023-11-04T23:13:13.2Z,1,REGULAR,2pt,Jump Shot,[],1630163,74.85216819973719,40.931372549019606,1610612766,4,0,2023-11-04T23:13:17Z,180000,False,-45.0,184.0,1,right,MISS L. Ball 18' fadeaway Shot,[1630163],1610612766.0,CHA,fadeaway,,,Ball,L. Ball,,,,,Mid-Range,16-24 Center,18.94,Missed,,,,,,,,,,,,,,,,,,
19,PT10M24.00S,2023-11-04T23:13:16.2Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612754,4,0,2023-11-04T23:13:17Z,190000,False,,,0,,M. Turner REBOUND (Off:0 Def:1),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Mid-Range,16-24 Center,,,18.0,,,,,,,,,1.0,1.0,0.0,,,,,,
20,PT10M14.00S,2023-11-04T23:13:26.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630167,6.521024967148489,50.73529411764706,1610612754,6,0,2023-11-04T23:13:29Z,200000,False,-4.0,9.0,1,left,O. Toppin cutting DUNK (4 PTS) (B. Brown 1 AST),"[1630167, 1628971]",1610612754.0,IND,cutting,,,Toppin,O. Toppin,,,,,Restricted Area,0-8 Center,0.95,Made,,,,,,4.0,B. Brown,1628971.0,1.0,,,,,,,,,
22,PT09M57.00S,2023-11-04T23:13:42.9Z,1,REGULAR,2pt,Jump Shot,[],1626179,87.72996057818659,78.18627450980392,1610612766,6,2,2023-11-04T23:13:47Z,220000,False,141.0,63.0,1,right,T. Rozier 15' pullup Jump Shot (2 PTS) (L. Ball 1 AST),"[1626179, 1630163]",1610612766.0,CHA,pullup,,,Rozier,T. Rozier,,,,,Mid-Range,8-16 Right,15.43,Made,,,,,,2.0,L. Ball,1630163.0,1.0,,,,,,,,,
24,PT09M41.00S,2023-11-04T23:13:58.8Z,1,REGULAR,3pt,Jump Shot,[],1628971,21.107095926412615,92.64705882352942,1610612754,6,2,2023-11-04T23:14:03Z,240000,False,-213.0,146.0,1,left,MISS B. Brown 25' 3PT,[1628971],1610612754.0,IND,,,,Brown,B. Brown,,,,,Above the Break 3,24+ Left Center,25.83,Missed,,,,,,,,,,,,,,,,,,
25,PT09M38.00S,2023-11-04T23:14:01.8Z,1,REGULAR,rebound,defensive,[],202330,,,1610612766,6,2,2023-11-04T23:14:03Z,250000,False,,,0,,G. Hayward REBOUND (Off:0 Def:1),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,Above the Break 3,24+ Left Center,,,24.0,,,,,,,,,1.0,1.0,0.0,,,,,,
26,PT09M32.00S,2023-11-04T23:14:08.0Z,1,REGULAR,2pt,Jump Shot,[],202330,79.188567674113,34.55882352941176,1610612766,6,2,2023-11-04T23:14:12Z,260000,False,-77.0,143.0,1,right,MISS G. Hayward 16' step back Shot,[202330],1610612766.0,CHA,step back,,,Hayward,G. Hayward,,,,,Mid-Range,16-24 Left Center,16.26,Missed,,,,,,,,,,,,,,,,,,
27,PT09M29.00S,2023-11-04T23:14:11.0Z,1,REGULAR,rebound,defensive,[],1628971,,,1610612754,6,2,2023-11-04T23:14:12Z,270000,False,,,0,,B. Brown REBOUND (Off:0 Def:1),[1628971],1610612754.0,IND,,,,Brown,B. Brown,,,,,Mid-Range,16-24 Left Center,,,26.0,,,,,,,,,1.0,1.0,0.0,,,,,,
28,PT09M25.00S,2023-11-04T23:14:15.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630167,6.389618922470433,45.588235294117645,1610612754,8,2,2023-11-04T23:14:20Z,280000,False,22.0,8.0,1,left,O. Toppin running Layup (6 PTS) (B. Brown 2 AST),"[1630167, 1628971]",1610612754.0,IND,running,,,Toppin,O. Toppin,,,,,Restricted Area,0-8 Center,2.34,Made,,,,,,6.0,B. Brown,1628971.0,2.0,,,,,,,,,
31,PT09M11.00S,2023-11-04T23:14:31.3Z,1,REGULAR,turnover,bad pass,[],1631109,,,1610612766,8,2,2023-11-04T23:14:51Z,310000,False,,,0,,M. Williams bad pass TURNOVER (2 TO),"[1631109, 1626167]",1610612766.0,CHA,,,,Williams,M. Williams,,,,,Mid-Range,8-16 Right,,,,,2.0,Turner,1626167.0,,,,,,,,,,,,,
32,PT09M11.00S,2023-11-04T23:14:31.3Z,1,REGULAR,steal,,[],1626167,,,1610612754,8,2,2023-11-04T23:14:33Z,320000,False,,,0,,M. Turner STEAL (1 STL),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
33,PT09M06.00S,2023-11-04T23:14:34.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631097,9.017739816031538,49.01960784313725,1610612754,8,2,2023-11-04T23:14:38Z,330000,False,5.0,32.0,1,left,MISS B. Mathurin running Layup - blocked,"[1631097, 1626179]",1610612754.0,IND,running,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,3.27,Missed,,,,,,,,,,,,,Rozier,1626179.0,,,,
34,PT09M06.00S,2023-11-04T23:14:34.4Z,1,REGULAR,block,,[],1626179,,,1610612754,8,2,2023-11-04T23:14:36Z,340000,False,,,0,,T. Rozier BLOCK (1 BLK),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
35,PT09M03.00S,2023-11-04T23:14:37.4Z,1,REGULAR,rebound,defensive,[],1626179,,,1610612766,8,2,2023-11-04T23:14:38Z,350000,False,,,0,,T. Rozier REBOUND (Off:0 Def:1),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,,,33.0,,,,,,,,,1.0,1.0,0.0,,,,,,
36,PT09M00.00S,2023-11-04T23:14:40.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631109,92.32917214191852,58.333333333333336,1610612766,8,4,2023-11-04T23:14:46Z,360000,False,42.0,20.0,1,right,M. Williams running Layup (2 PTS) (G. Hayward 1 AST),"[1631109, 202330]",1610612766.0,CHA,running,,,Williams,M. Williams,,,,,In The Paint (Non-RA),0-8 Center,4.61,Made,,,,,,2.0,G. Hayward,202330.0,1.0,,,,,,,,,
38,PT08M51.00S,2023-11-04T23:14:48.9Z,1,REGULAR,3pt,Jump Shot,[],1626167,33.065045992115635,62.745098039215684,1610612754,8,4,2023-11-04T23:14:54Z,380000,False,-64.0,258.0,1,left,MISS M. Turner 26' pullup 3PT,[1626167],1610612754.0,IND,pullup,,,Turner,M. Turner,,,,,Above the Break 3,24+ Center,26.6,Missed,,,,,,,,,,,,,,,,,,
39,PT08M47.00S,2023-11-04T23:14:52.9Z,1,REGULAR,rebound,defensive,[],1626179,,,1610612766,8,4,2023-11-04T23:14:54Z,390000,False,,,0,,T. Rozier REBOUND (Off:0 Def:2),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Center,,,38.0,,,,,,,,,2.0,2.0,0.0,,,,,,
40,PT08M42.00S,2023-11-04T23:14:57.7Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],1626179,75.24638633377135,49.754901960784316,1610612766,8,4,2023-11-04T23:16:13Z,400000,False,-1.0,180.0,1,right,MISS T. Rozier 18' running pullup Shot,[1626179],1610612766.0,CHA,running pullup,,,Rozier,T. Rozier,,,,,Mid-Range,16-24 Center,18.02,Missed,,,,,,,,,,,,,,,,,,
41,PT08M40.00S,2023-11-04T23:14:59.7Z,1,REGULAR,rebound,offensive,[],1631109,,,1610612766,8,4,2023-11-04T23:16:13Z,410000,False,,,0,,M. Williams REBOUND (Off:1 Def:0),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,Mid-Range,16-24 Center,,,40.0,,,,,,,,,1.0,0.0,1.0,,,,,,
42,PT08M40.00S,2023-11-04T23:15:04.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631109,93.64323258869908,52.94117647058824,1610612766,8,4,2023-11-04T23:15:24Z,420000,False,15.0,7.0,1,right,MISS M. Williams tip Layup,[1631109],1610612766.0,CHA,tip,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,1.64,Missed,,,,,,,,,,,,,,,,,,
43,PT08M40.00S,2023-11-04T23:15:16.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612766,8,4,2023-11-04T23:15:16Z,430000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Restricted Area,0-8 Center,,,42.0,,,,,,,,,,,,,,,,,
44,PT08M40.00S,2023-11-04T23:15:17.4Z,1,REGULAR,foul,personal,[],1628971,,,1610612766,8,4,2023-11-04T23:35:44Z,440000,False,,,0,,B. Brown loose ball personal FOUL (1 PF),"[1628971, 1631109]",1610612754.0,IND,loose ball,,,Brown,B. Brown,,,,,Restricted Area,0-8 Center,,,,2004.0,,,,,,,,,,,,,1.0,0.0,Williams,1631109.0
46,PT08M34.00S,2023-11-04T23:15:34.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630163,88.91261498028909,40.931372549019606,1610612766,8,4,2023-11-04T23:15:41Z,460000,False,-45.0,52.0,1,right,MISS L. Ball 6' driving finger roll Layup,[1630163],1610612766.0,CHA,driving finger roll,,,Ball,L. Ball,,,,,In The Paint (Non-RA),0-8 Center,6.87,Missed,,,,,,,,,,,,,,,,,,
47,PT08M32.00S,2023-11-04T23:15:36.0Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612754,8,4,2023-11-04T23:15:41Z,470000,False,,,0,,M. Turner REBOUND (Off:0 Def:2),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,In The Paint (Non-RA),0-8 Center,,,46.0,,,,,,,,,2.0,2.0,0.0,,,,,,
49,PT08M26.00S,2023-11-04T23:15:55.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631097,6.389618922470433,44.6078431372549,1610612754,10,4,2023-11-04T23:15:59Z,490000,False,27.0,8.0,1,left,B. Mathurin driving Layup (2 PTS) (T. Haliburton 2 AST),"[1631097, 1630169]",1610612754.0,IND,driving,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,2.8,Made,,,,,,2.0,T. Haliburton,1630169.0,2.0,,,,,,,,,
51,PT08M15.00S,2023-11-04T23:16:05.7Z,1,REGULAR,3pt,Jump Shot,[],1630163,78.0059132720105,8.823529411764707,1610612766,10,7,2023-11-04T23:16:10Z,510000,False,-206.0,154.0,1,right,L. Ball 25' 3PT  (3 PTS) (P. Washington 1 AST),"[1630163, 1629023]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Left Center,25.72,Made,,,,,,3.0,P. Washington,1629023.0,1.0,,,,,,,,,
53,PT08M01.00S,2023-11-04T23:16:19.6Z,1,REGULAR,2pt,Jump Shot,[],1630169,12.302890932982917,70.09803921568627,1610612754,10,7,2023-11-04T23:16:24Z,530000,False,-100.0,63.0,1,left,MISS T. Haliburton 11' driving floating Shot,[1630169],1610612754.0,IND,driving floating,,,Haliburton,T. Haliburton,,,,,Mid-Range,8-16 Left,11.87,Missed,,,,,,,,,,,,,,,,,,
54,PT07M59.00S,2023-11-04T23:16:21.6Z,1,REGULAR,rebound,defensive,[],202330,,,1610612766,10,7,2023-11-04T23:16:24Z,540000,False,,,0,,G. Hayward REBOUND (Off:0 Def:2),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,Mid-Range,8-16 Left,,,53.0,,,,,,,,,2.0,2.0,0.0,,,,,,
55,PT07M43.00S,2023-11-04T23:16:37.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631109,92.59198423127464,50.245098039215684,1610612766,10,9,2023-11-04T23:16:40Z,550000,False,1.0,17.0,1,right,M. Williams Layup (4 PTS) (P. Washington 2 AST),"[1631109, 1629023]",1610612766.0,CHA,,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,1.71,Made,,,,,,4.0,P. Washington,1629023.0,2.0,,,,,,,,,
57,PT07M35.00S,2023-11-04T23:16:47.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630167,10.33180026281209,45.34313725490196,1610612754,10,9,2023-11-04T23:16:51Z,570000,False,23.0,45.0,1,left,MISS O. Toppin driving Layup - blocked,"[1630167, 1629023]",1610612754.0,IND,driving,,,Toppin,O. Toppin,,,,,In The Paint (Non-RA),0-8 Center,5.03,Missed,,,,,,,,,,,,,Washington,1629023.0,,,,
58,PT07M35.00S,2023-11-04T23:16:47.6Z,1,REGULAR,block,,[],1629023,,,1610612754,10,9,2023-11-04T23:16:49Z,580000,False,,,0,,P. Washington BLOCK (1 BLK),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
59,PT07M35.00S,2023-11-04T23:16:47.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612754,10,9,2023-11-04T23:16:51Z,590000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,57.0,,,,,,,,,,,,,,,,,
61,PT07M35.00S,2023-11-04T23:16:56.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,10,9,2023-11-04T23:16:56Z,610000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT07M27.00S,2023-11-04T23:20:08.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631097,12.959921156373195,64.95098039215686,1610612754,10,9,2023-11-04T23:20:11Z,620000,False,-75.0,69.0,1,left,MISS B. Mathurin 10' driving Layup - blocked,"[1631097, 1631109]",1610612754.0,IND,driving,,,Mathurin,B. Mathurin,,,,,In The Paint (Non-RA),8-16 Left,10.2,Missed,,,,,,,,,,,,,Williams,1631109.0,,,,
63,PT07M27.00S,2023-11-04T23:20:08.4Z,1,REGULAR,block,,[],1631109,,,1610612754,10,9,2023-11-04T23:20:10Z,630000,False,,,0,,M. Williams BLOCK (1 BLK),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
64,PT07M25.00S,2023-11-04T23:20:10.4Z,1,REGULAR,rebound,offensive,[],1631097,,,1610612754,10,9,2023-11-04T23:20:11Z,640000,False,,,0,,B. Mathurin REBOUND (Off:1 Def:1),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,In The Paint (Non-RA),8-16 Left,,,62.0,,,,,,,,,2.0,1.0,1.0,,,,,,
65,PT07M23.00S,2023-11-04T23:20:12.2Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1631097,12.434296977660972,50.98039215686274,1610612754,12,9,2023-11-04T23:20:43Z,650000,False,-5.0,64.0,1,left,B. Mathurin 6' Hook (4 PTS),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,In The Paint (Non-RA),0-8 Center,6.46,Made,,,,,,4.0,,,,,,,,,,,,
66,PT07M01.00S,2023-11-04T23:20:34.1Z,1,REGULAR,2pt,Hook,[],1631109,92.19776609724047,66.66666666666666,1610612766,12,9,2023-11-04T23:20:37Z,660000,False,83.0,21.0,1,right,MISS M. Williams 8' turnaround Hook,[1631109],1610612766.0,CHA,turnaround,,,Williams,M. Williams,,,,,Mid-Range,8-16 Right,8.59,Missed,,,,,,,,,,,,,,,,,,
67,PT06M59.00S,2023-11-04T23:20:36.1Z,1,REGULAR,rebound,defensive,[],1630167,,,1610612754,12,9,2023-11-04T23:20:37Z,670000,False,,,0,,O. Toppin REBOUND (Off:0 Def:1),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Mid-Range,8-16 Right,,,66.0,,,,,,,,,1.0,1.0,0.0,,,,,,
68,PT06M49.00S,2023-11-04T23:20:46.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631097,18.2161629434954,44.11764705882353,1610612754,14,9,2023-11-04T23:20:51Z,680000,False,29.0,119.0,1,left,B. Mathurin 12' fadeaway Jump Shot (6 PTS),[1631097],1610612754.0,IND,fadeaway,,,Mathurin,B. Mathurin,,,,,In The Paint (Non-RA),8-16 Center,12.23,Made,,,,,,6.0,,,,,,,,,,,,
69,PT06M26.00S,2023-11-04T23:21:08.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629023,80.3712220762155,35.294117647058826,1610612766,14,11,2023-11-04T23:21:12Z,690000,False,-74.0,132.0,1,right,P. Washington 15' turnaround fadeaway Jump Shot (2 PTS),[1629023],1610612766.0,CHA,turnaround fadeaway,,,Washington,P. Washington,,,,,In The Paint (Non-RA),8-16 Center,15.11,Made,,,,,,2.0,,,,,,,,,,,,
70,PT06M14.00S,2023-11-04T23:21:20.4Z,1,REGULAR,3pt,Jump Shot,[],1626167,30.962549277266753,39.21568627450981,1610612754,17,11,2023-11-04T23:21:24Z,700000,False,54.0,239.0,1,left,M. Turner 24' 3PT  (5 PTS) (T. Haliburton 3 AST),"[1626167, 1630169]",1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Center,24.45,Made,,,,,,5.0,T. Haliburton,1630169.0,3.0,,,,,,,,,
72,PT06M04.00S,2023-11-04T23:21:33.0Z,1,REGULAR,foul,personal,['2freethrow'],1630169,,,1610612766,17,11,2023-11-04T23:21:37Z,720000,False,,,0,,T. Haliburton shooting personal FOUL (1 PF) (Williams 2 FT),"[1630169, 1631109]",1610612754.0,IND,shooting,,,Haliburton,T. Haliburton,,,,,In The Paint (Non-RA),0-8 Center,,,,1626300.0,,,,,,,,,,,,,1.0,0.0,Williams,1631109.0
74,PT06M04.00S,2023-11-04T23:22:02.3Z,1,REGULAR,freethrow,1 of 2,[],1631109,,,1610612766,17,12,2023-11-04T23:22:02Z,740000,False,,,0,,M. Williams Free Throw 1 of 2 (5 PTS),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,,,,Made,,,,,,5.0,,,,,,,,,,,,
75,PT06M04.00S,2023-11-04T23:22:02.8Z,1,REGULAR,substitution,out,[],1630163,,,1610612766,17,12,2023-11-04T23:22:08Z,750000,False,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M04.00S,2023-11-04T23:22:02.8Z,1,REGULAR,substitution,out,[],1629023,,,1610612766,17,12,2023-11-04T23:22:08Z,760000,False,,,0,,SUB out: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M04.00S,2023-11-04T23:22:02.8Z,1,REGULAR,substitution,in,[],1630550,,,1610612766,17,12,2023-11-04T23:22:08Z,770000,False,,,0,,SUB in: J. Thor,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M04.00S,2023-11-04T23:22:02.8Z,1,REGULAR,substitution,in,[],1641706,,,1610612766,17,12,2023-11-04T23:22:08Z,780000,False,,,0,,SUB in: B. Miller,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M04.00S,2023-11-04T23:22:25.0Z,1,REGULAR,freethrow,2 of 2,[],1631109,,,1610612766,17,13,2023-11-04T23:22:25Z,790000,False,,,0,,M. Williams Free Throw 2 of 2 (6 PTS),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,,,,Made,,,,,,6.0,,,,,,,,,,,,
80,PT05M51.00S,2023-11-04T23:22:38.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631097,16.63929040735874,36.76470588235294,1610612754,17,13,2023-11-04T23:22:46Z,800000,False,66.0,104.0,1,left,MISS B. Mathurin 12' driving floating Shot,[1631097],1610612754.0,IND,driving floating,,,Mathurin,B. Mathurin,,,,,In The Paint (Non-RA),8-16 Right,12.32,Missed,,,,,,,,,,,,,,,,,,
81,PT05M49.00S,2023-11-04T23:22:40.6Z,1,REGULAR,rebound,defensive,[],1631109,,,1610612766,17,13,2023-11-04T23:22:46Z,810000,False,,,0,,M. Williams REBOUND (Off:1 Def:1),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,In The Paint (Non-RA),8-16 Right,,,80.0,,,,,,,,,2.0,1.0,1.0,,,,,,
82,PT05M43.00S,2023-11-04T23:22:49.8Z,1,REGULAR,foul,personal,[],1626167,,,1610612766,17,13,2023-11-04T23:22:58Z,820000,False,,,0,,M. Turner personal FOUL (1 PF),"[1626167, 202330]",1610612754.0,IND,,,,Turner,M. Turner,,,,,In The Paint (Non-RA),0-8 Center,,,,2004.0,,,,,,,,,,,,,1.0,0.0,Hayward,202330.0
84,PT05M43.00S,2023-11-04T23:22:59.9Z,1,REGULAR,substitution,out,[],1628971,,,1610612766,17,13,2023-11-04T23:23:04Z,840000,False,,,0,,SUB out: B. Brown,[1628971],1610612754.0,IND,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M43.00S,2023-11-04T23:22:59.9Z,1,REGULAR,substitution,in,[],1627741,,,1610612766,17,13,2023-11-04T23:23:04Z,850000,False,,,0,,SUB in: B. Hield,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M28.00S,2023-11-04T23:23:36.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630550,91.67214191852825,50.0,1610612766,17,15,2023-11-04T23:23:40Z,860000,False,0.0,26.0,1,right,J. Thor driving finger roll Layup (2 PTS) (G. Hayward 2 AST),"[1630550, 202330]",1610612766.0,CHA,driving finger roll,,,Thor,J. Thor,,,,,Restricted Area,0-8 Center,2.58,Made,,,,,,2.0,G. Hayward,202330.0,2.0,,,,,,,,,
