actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
22,PT10M01.00S,2024-03-29T23:15:22.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629060,7.966491458607096,60.049019607843135,1610612747,2,5,2024-03-29T23:15:29Z,220000,False,-50.0,22.0,1,left,MISS R. Hachimura turnaround fadeaway Shot,[1629060],1610612747.0,LAL,turnaround fadeaway,,,Hachimura,R. Hachimura,,,,,In The Paint (Non-RA),0-8 Center,5.5,Missed,,,,,,,,,,,,,,,,,,
23,PT09M59.00S,2024-03-29T23:15:24.9Z,1,REGULAR,rebound,offensive,[],203076,,,1610612747,2,5,2024-03-29T23:15:38Z,230000,False,,,0,,A. Davis REBOUND (Off:1 Def:0),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,,,22.0,1.0,0.0,1.0,,,,,,,,,,,,,,
24,PT09M57.00S,2024-03-29T23:15:29.5Z,1,REGULAR,turnover,out-of-bounds,[],203076,,,1610612747,2,5,2024-03-29T23:15:38Z,240000,False,,,0,,A. Davis lost ball out-of-bounds TURNOVER (1 TO),[203076],1610612747.0,LAL,lost ball,,,Davis,A. Davis,,,,,Right Corner 3,24+ Right,,,,,,,204059.0,,,,,,,,,1.0,,,,
25,PT09M43.00S,2024-03-29T23:15:50.9Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1627783,80.89684625492772,78.92156862745098,1610612754,2,5,2024-03-29T23:15:55Z,250000,False,145.0,127.0,1,right,MISS P. Siakam 19' step back Shot,[1627783],1610612754.0,IND,step back,,,Siakam,P. Siakam,,,,,Mid-Range,16-24 Right Center,19.25,Missed,,,,,,,,,,,,,,,,,,
26,PT09M39.00S,2024-03-29T23:15:54.9Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,2,5,2024-03-29T23:15:55Z,260000,False,,,0,,A. Davis REBOUND (Off:1 Def:1),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Mid-Range,16-24 Right Center,,,25.0,2.0,1.0,1.0,,,,,,,,,,,,,,
27,PT09M31.00S,2024-03-29T23:16:02.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626156,7.835085413929041,52.450980392156865,1610612747,2,5,2024-03-29T23:16:06Z,270000,False,-12.0,21.0,1,left,MISS D. Russell driving Layup - blocked,"[1626156, 1626167]",1610612747.0,LAL,driving,,,Russell,D. Russell,,,,,Restricted Area,0-8 Center,2.44,Missed,,,,,,,,,,,,,,,Turner,1626167.0,,
28,PT09M31.00S,2024-03-29T23:16:02.4Z,1,REGULAR,block,,[],1626167,,,1610612747,2,5,2024-03-29T23:16:05Z,280000,False,,,0,,M. Turner BLOCK (1 BLK),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
29,PT09M28.00S,2024-03-29T23:16:05.4Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612754,2,5,2024-03-29T23:19:23Z,290000,False,,,0,,M. Turner REBOUND (Off:0 Def:2),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,27.0,2.0,2.0,0.0,,,,,,,,,,,,,,
30,PT09M26.00S,2024-03-29T23:16:07.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627783,92.9862023653088,52.94117647058824,1610612754,4,5,2024-03-29T23:16:12Z,300000,False,15.0,13.0,1,right,P. Siakam running Layup (2 PTS) (T. Haliburton 2 AST),"[1627783, 1630169]",1610612754.0,IND,running,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,1.99,Made,,,,,,,,,,2.0,T. Haliburton,1630169.0,2.0,,,,,
32,PT09M14.00S,2024-03-29T23:16:19.5Z,1,REGULAR,3pt,Jump Shot,[],1629060,5.995400788436268,97.05882352941177,1610612747,4,5,2024-03-29T23:16:23Z,320000,False,-235.0,4.0,1,left,MISS R. Hachimura 3PT,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Left Corner 3,24+ Left,23.53,Missed,,,,,,,,,,,,,,,,,,
33,PT09M12.00S,2024-03-29T23:16:21.5Z,1,REGULAR,rebound,defensive,[],1630169,,,1610612754,4,5,2024-03-29T23:16:23Z,330000,False,,,0,,T. Haliburton REBOUND (Off:0 Def:1),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Left Corner 3,24+ Left,,,32.0,1.0,1.0,0.0,,,,,,,,,,,,,,
34,PT09M07.00S,2024-03-29T23:16:27.5Z,1,REGULAR,3pt,Jump Shot,[],1626167,70.64717477003943,22.794117647058822,1610612754,4,5,2024-03-29T23:17:59Z,340000,False,-136.0,223.0,1,right,MISS M. Turner 26' 3PT,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Left Center,26.15,Missed,,,,,,,,,,,,,,,,,,
35,PT09M02.00S,2024-03-29T23:16:32.5Z,1,REGULAR,rebound,defensive,[],2544,,,1610612747,4,5,2024-03-29T23:16:40Z,350000,False,,,0,,L. James REBOUND (Off:0 Def:2),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Left Center,,,34.0,2.0,2.0,0.0,,,,,,,,,,,,,,
36,PT08M57.00S,2024-03-29T23:16:36.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],2544,34.11629434954008,61.76470588235294,1610612747,4,5,2024-03-29T23:16:46Z,360000,False,-59.0,268.0,1,left,MISS L. James 27' running 3PT,[2544],1610612747.0,LAL,running,,,James,L. James,,,,,Above the Break 3,24+ Center,27.46,Missed,,,,,,,,,,,,,,,,,,
37,PT08M53.00S,2024-03-29T23:16:40.4Z,1,REGULAR,rebound,offensive,[],2544,,,1610612747,4,5,2024-03-29T23:16:40Z,370000,False,,,0,,L. James REBOUND (Off:1 Def:2),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Center,,,36.0,3.0,2.0,1.0,,,,,,,,,,,,,,
38,PT08M48.00S,2024-03-29T23:16:45.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1626156,27.94021024967148,82.59803921568627,1610612747,4,5,2024-03-29T23:16:50Z,380000,False,-163.0,210.0,1,left,MISS D. Russell 26' 3PT,[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,Above the Break 3,24+ Left Center,26.59,Missed,,,,,,,,,,,,,,,,,,
39,PT08M44.00S,2024-03-29T23:16:49.6Z,1,REGULAR,rebound,defensive,[],1630174,,,1610612754,4,5,2024-03-29T23:16:50Z,390000,False,,,0,,A. Nesmith REBOUND (Off:0 Def:1),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Above the Break 3,24+ Left Center,,,38.0,1.0,1.0,0.0,,,,,,,,,,,,,,
40,PT08M37.00S,2024-03-29T23:16:55.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1626167,92.85479632063075,48.529411764705884,1610612754,6,5,2024-03-29T23:17:07Z,400000,False,-7.0,15.0,1,right,M. Turner cutting DUNK (2 PTS) (T. Haliburton 3 AST),"[1626167, 1630169]",1610612754.0,IND,cutting,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,1.65,Made,,,,,,,,,,2.0,T. Haliburton,1630169.0,3.0,,,,,
42,PT08M15.00S,2024-03-29T23:17:18.8Z,1,REGULAR,2pt,Jump Shot,[],203076,24.52365308804205,66.91176470588235,1610612747,6,7,2024-03-29T23:20:55Z,420000,False,-85.0,178.0,1,left,A. Davis 19' step back Jump Shot (2 PTS) (D. Russell 1 AST),"[203076, 1626156]",1610612747.0,LAL,step back,,,Davis,A. Davis,,,,,Mid-Range,16-24 Left Center,19.71,Made,,,,,,,,,,2.0,D. Russell,1626156.0,1.0,,,,,
44,PT07M50.00S,2024-03-29T23:17:44.0Z,1,REGULAR,2pt,Jump Shot,[],1627783,77.87450722733246,47.549019607843135,1610612754,6,7,2024-03-29T23:17:48Z,440000,False,-12.0,155.0,1,right,MISS P. Siakam 15' pullup Shot,[1627783],1610612754.0,IND,pullup,,,Siakam,P. Siakam,,,,,Mid-Range,8-16 Center,15.6,Missed,,,,,,,,,,,,,,,,,,
45,PT07M46.00S,2024-03-29T23:17:48.0Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,6,7,2024-03-29T23:17:48Z,450000,False,,,0,,A. Davis REBOUND (Off:1 Def:2),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Mid-Range,8-16 Center,,,44.0,3.0,2.0,1.0,,,,,,,,,,,,,,
46,PT07M34.00S,2024-03-29T23:17:59.5Z,1,REGULAR,3pt,Jump Shot,[],1630559,6.652431011826544,96.32352941176471,1610612747,6,7,2024-03-29T23:18:04Z,460000,False,-232.0,10.0,1,left,MISS A. Reaves step back 3PT,[1630559],1610612747.0,LAL,step back,,,Reaves,A. Reaves,,,,,Left Corner 3,24+ Left,23.18,Missed,,,,,,,,,,,,,,,,,,
47,PT07M32.00S,2024-03-29T23:18:01.5Z,1,REGULAR,rebound,defensive,[],1630169,,,1610612754,6,7,2024-03-29T23:18:04Z,470000,False,,,0,,T. Haliburton REBOUND (Off:0 Def:2),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Left Corner 3,24+ Left,,,46.0,2.0,2.0,0.0,,,,,,,,,,,,,,
48,PT07M27.00S,2024-03-29T23:18:06.8Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1630174,92.19776609724047,51.470588235294116,1610612754,8,7,2024-03-29T23:18:17Z,480000,False,7.0,21.0,1,right,A. Nesmith running DUNK (4 PTS) (T. Haliburton 4 AST),"[1630174, 1630169]",1610612754.0,IND,running,,,Nesmith,A. Nesmith,,,,,Restricted Area,0-8 Center,2.21,Made,,,,,,,,,,4.0,T. Haliburton,1630169.0,4.0,,,,,
50,PT07M05.00S,2024-03-29T23:18:27.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630559,6.258212877792378,47.05882352941176,1610612747,8,9,2024-03-29T23:18:32Z,500000,False,15.0,6.0,1,left,A. Reaves driving finger roll Layup (2 PTS) (L. James 1 AST),"[1630559, 2544]",1610612747.0,LAL,driving finger roll,,,Reaves,A. Reaves,,,,,Restricted Area,0-8 Center,1.6,Made,,,,,,,,,,2.0,L. James,2544.0,1.0,,,,,
52,PT06M55.00S,2024-03-29T23:18:38.1Z,1,REGULAR,3pt,Jump Shot,[],1630174,67.23061760840999,60.049019607843135,1610612754,11,9,2024-03-29T23:18:43Z,520000,False,50.0,256.0,1,right,A. Nesmith 26' 3PT pullup (7 PTS) (M. Turner 1 AST),"[1630174, 1626167]",1610612754.0,IND,pullup,,,Nesmith,A. Nesmith,,,,,Above the Break 3,24+ Center,26.04,Made,,,,,,,,,,7.0,M. Turner,1626167.0,1.0,,,,,
54,PT06M37.00S,2024-03-29T23:18:59.7Z,1,REGULAR,foul,personal,[],1629614,,,1610612747,11,9,2024-03-29T23:19:10Z,540000,False,,,0,,A. Nembhard personal FOUL (1 PF),"[1629614, 1630559]",1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Mid-Range,8-16 Left,,,,,,,202058.0,1.0,0.0,Reaves,1630559.0,,,,,,,,,
56,PT06M37.00S,2024-03-29T23:19:06.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,11,9,2024-03-29T23:19:06Z,560000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M22.00S,2024-03-29T23:22:20.6Z,1,REGULAR,turnover,offensive goaltending,[],203076,,,1610612747,11,9,2024-03-29T23:22:39Z,600000,False,,,0,,A. Davis offensive goaltending TURNOVER (2 TO),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,,,,2002.0,,,,,,,,,2.0,,,,
61,PT06M09.00S,2024-03-29T23:22:45.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630174,77.4802890932983,90.93137254901961,1610612754,11,9,2024-03-29T23:22:49Z,610000,False,205.0,159.0,1,right,MISS A. Nesmith 25' 3PT,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Above the Break 3,24+ Right Center,25.93,Missed,,,,,,,,,,,,,,,,,,
62,PT06M06.00S,2024-03-29T23:22:48.5Z,1,REGULAR,rebound,defensive,[],2544,,,1610612747,11,9,2024-03-29T23:22:49Z,620000,False,,,0,,L. James REBOUND (Off:1 Def:3),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Right Center,,,61.0,4.0,3.0,1.0,,,,,,,,,,,,,,
63,PT05M53.00S,2024-03-29T23:23:01.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],2544,13.091327201051248,45.588235294117645,1610612747,11,11,2024-03-29T23:23:17Z,630000,False,22.0,71.0,1,left,L. James 7' fadeaway Jump Shot (4 PTS),[2544],1610612747.0,LAL,fadeaway,,,James,L. James,,,,,In The Paint (Non-RA),0-8 Center,7.4,Made,,,,,,,,,,4.0,,,,,,,,
64,PT05M41.00S,2024-03-29T23:23:13.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627783,90.75229960578186,49.50980392156863,1610612754,11,11,2024-03-29T23:24:08Z,640000,False,-2.0,34.0,1,right,MISS P. Siakam driving Hook,[1627783],1610612754.0,IND,driving,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,3.45,Missed,,,,,,,,,,,,,,,,,,
65,PT05M40.00S,2024-03-29T23:23:14.2Z,1,REGULAR,rebound,defensive,[],2544,,,1610612747,11,11,2024-03-29T23:23:42Z,650000,False,,,0,,L. James REBOUND (Off:1 Def:4),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Restricted Area,0-8 Center,,,64.0,5.0,4.0,1.0,,,,,,,,,,,,,,
66,PT05M32.00S,2024-03-29T23:23:22.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626156,8.09789750328515,56.372549019607845,1610612747,11,13,2024-03-30T00:06:59Z,660000,False,-32.0,24.0,1,left,D. Russell cutting Layup (2 PTS) (L. James 2 AST),"[1626156, 2544]",1610612747.0,LAL,cutting,,,Russell,D. Russell,,,,,Restricted Area,0-8 Center,3.97,Made,,,,,,,,,,2.0,L. James,2544.0,2.0,,,,,
68,PT05M20.00S,2024-03-29T23:23:33.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630169,84.70762155059133,52.20588235294118,1610612754,13,13,2024-03-29T23:23:38Z,680000,False,11.0,91.0,1,right,T. Haliburton 9' driving floating Jump Shot (2 PTS),[1630169],1610612754.0,IND,driving floating,,,Haliburton,T. Haliburton,,,,,In The Paint (Non-RA),8-16 Center,9.19,Made,,,,,,,,,,2.0,,,,,,,,
69,PT05M01.00S,2024-03-29T23:23:53.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630559,6.1268068331143235,56.372549019607845,1610612747,13,15,2024-03-29T23:23:58Z,690000,False,-32.0,5.0,1,left,A. Reaves driving finger roll Layup (4 PTS),[1630559],1610612747.0,LAL,driving finger roll,,,Reaves,A. Reaves,,,,,Restricted Area,0-8 Center,3.23,Made,,,,,,,,,,4.0,,,,,,,,
70,PT04M37.00S,2024-03-29T23:24:16.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1626167,86.41590013140605,45.09803921568628,1610612754,15,15,2024-03-29T23:24:26Z,700000,False,-25.0,75.0,1,right,M. Turner 7' Hook (4 PTS) (P. Siakam 1 AST),"[1626167, 1627783]",1610612754.0,IND,,,,Turner,M. Turner,,,,,In The Paint (Non-RA),0-8 Center,7.91,Made,,,,,,,,,,4.0,P. Siakam,1627783.0,1.0,,,,,
72,PT04M15.00S,2024-03-29T23:24:39.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203076,6.389618922470433,49.26470588235294,1610612747,15,17,2024-03-29T23:24:44Z,720000,False,4.0,8.0,1,left,A. Davis alley-oop DUNK (4 PTS) (L. James 3 AST),"[203076, 2544]",1610612747.0,LAL,alley-oop,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,0.85,Made,,,,,,,,,,4.0,L. James,2544.0,3.0,,,,,
74,PT04M03.00S,2024-03-29T23:24:51.4Z,1,REGULAR,3pt,Jump Shot,[],1630169,69.59592641261499,73.2843137254902,1610612754,18,17,2024-03-29T23:24:55Z,740000,False,116.0,233.0,1,right,T. Haliburton 26' 3PT  (5 PTS) (P. Siakam 2 AST),"[1630169, 1627783]",1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Right Center,26.07,Made,,,,,,,,,,5.0,P. Siakam,1627783.0,2.0,,,,,
76,PT03M42.00S,2024-03-29T23:25:11.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630559,6.389618922470433,56.372549019607845,1610612747,18,19,2024-03-29T23:25:15Z,760000,False,-32.0,8.0,1,left,A. Reaves Layup (6 PTS) (A. Davis 1 AST),"[1630559, 203076]",1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Restricted Area,0-8 Center,3.28,Made,,,,,,,,,,6.0,A. Davis,203076.0,1.0,,,,,
78,PT03M27.00S,2024-03-29T23:25:26.7Z,1,REGULAR,turnover,bad pass,[],1630169,,,1610612754,18,19,2024-03-29T23:25:31Z,780000,False,,,0,,T. Haliburton bad pass TURNOVER (1 TO),"[1630169, 1626156]",1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,1.0,,,Russell,1626156.0
79,PT03M27.00S,2024-03-29T23:25:26.7Z,1,REGULAR,steal,,[],1626156,,,1610612747,18,19,2024-03-29T23:25:29Z,790000,False,,,0,,D. Russell STEAL (1 STL),[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
80,PT03M14.00S,2024-03-29T23:25:41.8Z,1,REGULAR,turnover,out-of-bounds,[],1630559,,,1610612747,18,19,2024-03-29T23:25:50Z,800000,False,,,0,,A. Reaves lost ball out-of-bounds TURNOVER (1 TO),[1630559],1610612747.0,LAL,lost ball,,,Reaves,A. Reaves,,,,,Mid-Range,8-16 Right,,,,,,,204059.0,,,,,,,,,1.0,,,,
81,PT03M14.00S,2024-03-29T23:25:44.6Z,1,REGULAR,substitution,out,[],1629614,,,1610612754,18,19,2024-03-29T23:26:07Z,810000,False,,,0,,SUB out: A. Nembhard,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT03M14.00S,2024-03-29T23:25:44.6Z,1,REGULAR,substitution,out,[],1627783,,,1610612754,18,19,2024-03-29T23:26:07Z,820000,False,,,0,,SUB out: P. Siakam,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT03M14.00S,2024-03-29T23:25:44.6Z,1,REGULAR,substitution,out,[],203076,,,1610612754,18,19,2024-03-29T23:26:07Z,830000,False,,,0,,SUB out: A. Davis,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT03M14.00S,2024-03-29T23:25:44.6Z,1,REGULAR,substitution,out,[],1629060,,,1610612754,18,19,2024-03-29T23:26:07Z,840000,False,,,0,,SUB out: R. Hachimura,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT03M14.00S,2024-03-29T23:25:44.6Z,1,REGULAR,substitution,out,[],2544,,,1610612754,18,19,2024-03-29T23:26:07Z,850000,False,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT03M14.00S,2024-03-29T23:25:44.6Z,1,REGULAR,substitution,out,[],1626156,,,1610612754,18,19,2024-03-29T23:26:07Z,860000,False,,,0,,SUB out: D. Russell,[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT03M14.00S,2024-03-29T23:25:44.6Z,1,REGULAR,substitution,in,[],1630167,,,1610612754,18,19,2024-03-29T23:26:07Z,870000,False,,,0,,SUB in: O. Toppin,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT03M14.00S,2024-03-29T23:25:44.6Z,1,REGULAR,substitution,in,[],204456,,,1610612754,18,19,2024-03-29T23:26:07Z,880000,False,,,0,,SUB in: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT03M14.00S,2024-03-29T23:25:44.6Z,1,REGULAR,substitution,in,[],1629629,,,1610612754,18,19,2024-03-29T23:26:07Z,890000,False,,,0,,SUB in: C. Reddish,[1629629],1610612747.0,LAL,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT03M14.00S,2024-03-29T23:25:44.6Z,1,REGULAR,substitution,in,[],1627752,,,1610612754,18,19,2024-03-29T23:26:07Z,900000,False,,,0,,SUB in: T. Prince,[1627752],1610612747.0,LAL,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
