actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
17,PT10M26.00S,2024-01-11T00:11:54.5Z,1,REGULAR,2pt,Jump Shot,[],1629614,12.171484888304862,75.24509803921569,1610612754,2,2,2024-01-11T00:11:59Z,170000,False,-126.0,62.0,1,left,MISS A. Nembhard 14' fadeaway Shot,[1629614],1610612754.0,IND,fadeaway,,,Nembhard,A. Nembhard,,,,,Mid-Range,8-16 Left,,,,14.06,Missed,,,,,,,,,,,,,,,
18,PT10M23.00S,2024-01-11T00:11:57.5Z,1,REGULAR,rebound,defensive,[],1629673,,,1610612764,2,2,2024-01-11T00:11:59Z,180000,False,,,0,,J. Poole REBOUND (Off:0 Def:1),[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,Mid-Range,8-16 Left,,,,,,,17.0,1.0,1.0,0.0,,,,,,,,,,
19,PT10M17.00S,2024-01-11T00:12:04.3Z,1,REGULAR,3pt,Jump Shot,[],1629673,72.61826544021025,13.725490196078432,1610612764,2,2,2024-01-11T00:12:08Z,190000,False,-181.0,205.0,1,right,MISS J. Poole 27' pullup 3PT,[1629673],1610612764.0,WAS,pullup,,,Poole,J. Poole,,,,,Above the Break 3,24+ Left Center,,,,27.37,Missed,,,,,,,,,,,,,,,
20,PT10M13.00S,2024-01-11T00:12:08.3Z,1,REGULAR,rebound,defensive,[],1628971,,,1610612754,2,2,2024-01-11T00:12:08Z,200000,False,,,0,,B. Brown REBOUND (Off:0 Def:1),[1628971],1610612754.0,IND,,,,Brown,B. Brown,,,,,Above the Break 3,24+ Left Center,,,,,,,19.0,1.0,1.0,0.0,,,,,,,,,,
21,PT10M04.00S,2024-01-11T00:12:18.7Z,1,REGULAR,turnover,out-of-bounds,[],1629614,,,1610612754,2,2,2024-01-11T00:12:23Z,210000,False,,,0,,A. Nembhard bad pass out-of-bounds TURNOVER (1 TO),[1629614],1610612754.0,IND,bad pass,,,Nembhard,A. Nembhard,,,,,In The Paint (Non-RA),0-8 Center,1.0,,,,,,,,,,1628953.0,,,,,,,,,
22,PT09M45.00S,2024-01-11T00:12:44.1Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1628398,88.91261498028909,72.05882352941177,1610612764,2,2,2024-01-11T00:12:48Z,220000,False,110.0,52.0,1,right,MISS K. Kuzma 12' turnaround fadeaway Shot,[1628398],1610612764.0,WAS,turnaround fadeaway,,,Kuzma,K. Kuzma,,,,,Mid-Range,8-16 Right,,,,12.18,Missed,,,,,,,,,,,,,,,
23,PT09M41.00S,2024-01-11T00:12:48.1Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612754,2,2,2024-01-11T00:12:48Z,230000,False,,,0,,M. Turner REBOUND (Off:0 Def:1),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Mid-Range,8-16 Right,,,,,,,22.0,1.0,1.0,0.0,,,,,,,,,,
24,PT09M34.00S,2024-01-11T00:12:54.3Z,1,REGULAR,3pt,Jump Shot,[],1630167,32.802233902759525,29.411764705882355,1610612754,5,2,2024-01-11T00:12:59Z,240000,False,103.0,256.0,1,left,O. Toppin 27' 3PT pullup (3 PTS) (M. Turner 1 AST),"[1630167, 1626167]",1610612754.0,IND,pullup,,,Toppin,O. Toppin,,,,,Above the Break 3,24+ Right Center,,,,27.57,Made,3.0,,,,,,M. Turner,1626167.0,1.0,,,,,,
26,PT09M09.00S,2024-01-11T00:13:22.2Z,1,REGULAR,foul,personal,['2freethrow'],1629614,,,1610612764,5,2,2024-01-11T00:13:26Z,260000,False,,,0,,A. Nembhard shooting personal FOUL (1 PF) (Avdija 2 FT),"[1629614, 1630166]",1610612754.0,IND,shooting,,,Nembhard,A. Nembhard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,101283.0,,,,1.0,0.0,Avdija,1630166.0,,
28,PT09M09.00S,2024-01-11T00:13:46.8Z,1,REGULAR,freethrow,1 of 2,[],1630166,,,1610612764,5,3,2024-01-11T00:13:46Z,280000,False,,,0,,D. Avdija Free Throw 1 of 2 (1 PTS),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
29,PT09M09.00S,2024-01-11T00:14:00.6Z,1,REGULAR,freethrow,2 of 2,[],1630166,,,1610612764,5,4,2024-01-11T00:14:00Z,290000,False,,,0,,D. Avdija Free Throw 2 of 2 (2 PTS),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,,
30,PT08M55.00S,2024-01-11T00:14:16.5Z,1,REGULAR,turnover,lost ball,[],1629614,,,1610612754,5,4,2024-01-11T00:14:20Z,300000,False,,,0,,A. Nembhard lost ball TURNOVER (2 TO),"[1629614, 1628398]",1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Mid-Range,8-16 Left,2.0,Kuzma,1628398.0,,,,,,,,,,,,,,,,,
31,PT08M55.00S,2024-01-11T00:14:16.5Z,1,REGULAR,steal,,[],1628398,,,1610612764,5,4,2024-01-11T00:16:25Z,310000,False,,,0,,K. Kuzma STEAL (1 STL),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
32,PT08M50.00S,2024-01-11T00:14:21.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628398,91.67214191852825,53.431372549019606,1610612764,5,4,2024-01-11T00:14:28Z,320000,False,17.0,26.0,1,right,MISS K. Kuzma running finger roll Layup - blocked,"[1628398, 1626167]",1610612764.0,WAS,running finger roll,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,,,,3.1,Missed,,,,,,,,,,,,,,Turner,1626167.0
36,PT08M50.00S,2024-01-11T00:14:21.8Z,1,REGULAR,block,,[],1626167,,,1610612764,5,4,2024-01-11T00:14:28Z,325000,False,,,0,,M. Turner BLOCK (1 BLK),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
33,PT08M48.00S,2024-01-11T00:14:23.8Z,1,REGULAR,rebound,defensive,[],1630167,,,1610612754,5,4,2024-01-11T00:14:28Z,330000,False,,,0,,O. Toppin REBOUND (Off:0 Def:2),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Restricted Area,0-8 Center,,,,,,,32.0,2.0,2.0,0.0,,,,,,,,,,
34,PT08M45.00S,2024-01-11T00:14:26.3Z,1,REGULAR,turnover,bad pass,[],1630167,,,1610612754,5,4,2024-01-11T00:14:34Z,340000,False,,,0,,O. Toppin bad pass TURNOVER (1 TO),"[1630167, 1629673]",1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Mid-Range,16-24 Right Center,1.0,Poole,1629673.0,,,,,,,,,,,,,,,,,
35,PT08M45.00S,2024-01-11T00:14:26.3Z,1,REGULAR,steal,,[],1629673,,,1610612764,5,4,2024-01-11T00:14:27Z,350000,False,,,0,,J. Poole STEAL (1 STL),[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
37,PT08M42.00S,2024-01-11T00:14:28.6Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1629673,85.49605781865965,76.9607843137255,1610612764,5,6,2024-01-11T00:14:41Z,360000,False,135.0,84.0,1,right,J. Poole 15' pullup Jump Shot (2 PTS),[1629673],1610612764.0,WAS,pullup,,,Poole,J. Poole,,,,,Mid-Range,8-16 Right,,,,15.87,Made,2.0,,,,,,,,,,,,,,
38,PT08M42.00S,2024-01-11T00:14:34.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,5,6,2024-01-11T00:14:34Z,370000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,PT08M30.00S,2024-01-11T00:17:39.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628971,12.959921156373195,58.82352941176471,1610612754,7,6,2024-01-11T00:18:17Z,380000,False,-44.0,69.0,1,left,B. Brown 8' pullup Jump Shot (2 PTS) (A. Nembhard 1 AST),"[1628971, 1629614]",1610612754.0,IND,pullup,,,Brown,B. Brown,,,,,In The Paint (Non-RA),8-16 Left,,,,8.21,Made,2.0,,,,,,A. Nembhard,1629614.0,1.0,,,,,,
41,PT08M05.00S,2024-01-11T00:18:04.5Z,1,REGULAR,2pt,Jump Shot,[],1629673,86.81011826544021,27.941176470588236,1610612764,7,6,2024-01-11T00:18:09Z,400000,False,-110.0,71.0,1,right,MISS J. Poole 13' driving floating bank Shot,[1629673],1610612764.0,WAS,driving floating bank,,,Poole,J. Poole,,,,,Mid-Range,8-16 Left,,,,13.14,Missed,,,,,,,,,,,,,,,
42,PT08M03.00S,2024-01-11T00:18:06.5Z,1,REGULAR,rebound,defensive,[],1628971,,,1610612754,7,6,2024-01-11T00:18:09Z,410000,False,,,0,,B. Brown REBOUND (Off:0 Def:2),[1628971],1610612754.0,IND,,,,Brown,B. Brown,,,,,Mid-Range,8-16 Left,,,,,,,41.0,2.0,2.0,0.0,,,,,,,,,,
43,PT07M51.00S,2024-01-11T00:18:18.7Z,1,REGULAR,3pt,Jump Shot,[],1630167,18.2161629434954,97.79411764705883,1610612754,7,6,2024-01-11T00:18:25Z,420000,False,-239.0,119.0,1,left,MISS O. Toppin 26' 3PT,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Above the Break 3,24+ Left Center,,,,26.69,Missed,,,,,,,,,,,,,,,
44,PT07M49.00S,2024-01-11T00:18:20.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612764,7,6,2024-01-11T00:18:25Z,430000,False,,,0,,TEAM defensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,43.0,,,,,,,,,,,,,
46,PT07M39.00S,2024-01-11T00:18:43.2Z,1,REGULAR,3pt,Jump Shot,[],1628398,67.23061760840999,51.470588235294116,1610612764,7,6,2024-01-11T00:18:48Z,450000,False,7.0,256.0,1,right,MISS K. Kuzma 25' 3PT,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Center,,,,25.56,Missed,,,,,,,,,,,,,,,
47,PT07M35.00S,2024-01-11T00:18:47.2Z,1,REGULAR,rebound,defensive,[],1628971,,,1610612754,7,6,2024-01-11T00:18:48Z,460000,False,,,0,,B. Brown REBOUND (Off:0 Def:3),[1628971],1610612754.0,IND,,,,Brown,B. Brown,,,,,Above the Break 3,24+ Center,,,,,,,46.0,3.0,3.0,0.0,,,,,,,,,,
48,PT07M31.00S,2024-01-11T00:18:51.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628971,7.046649145860711,51.225490196078425,1610612754,7,6,2024-01-11T00:18:55Z,470000,False,-6.0,14.0,1,left,MISS B. Brown running finger roll Layup,[1628971],1610612754.0,IND,running finger roll,,,Brown,B. Brown,,,,,Restricted Area,0-8 Center,,,,1.5,Missed,,,,,,,,,,,,,,,
49,PT07M28.00S,2024-01-11T00:18:54.5Z,1,REGULAR,rebound,offensive,[],1630167,,,1610612754,7,6,2024-01-11T00:18:54Z,480000,False,,,0,,O. Toppin REBOUND (Off:1 Def:2),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Restricted Area,0-8 Center,,,,,,,48.0,3.0,2.0,1.0,,,,,,,,,,
50,PT07M26.00S,2024-01-11T00:18:56.1Z,1,REGULAR,2pt,Layup,['2ndchance'],1630167,8.623521681997373,31.127450980392158,1610612754,7,6,2024-01-11T00:19:00Z,490000,False,94.0,29.0,1,left,MISS O. Toppin 9' driving Layup - blocked,"[1630167, 1629655]",1610612754.0,IND,driving,,,Toppin,O. Toppin,,,,,Mid-Range,8-16 Right,,,,9.86,Missed,,,,,,,,,,,,,,Gafford,1629655.0
51,PT07M26.00S,2024-01-11T00:18:56.1Z,1,REGULAR,block,,[],1629655,,,1610612754,7,6,2024-01-11T00:18:58Z,500000,False,,,0,,D. Gafford BLOCK (1 BLK),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
52,PT07M23.00S,2024-01-11T00:18:59.1Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612764,7,6,2024-01-11T00:19:00Z,510000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:1),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Mid-Range,8-16 Right,,,,,,,50.0,1.0,1.0,0.0,,,,,,,,,,
53,PT07M08.00S,2024-01-11T00:19:14.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,92.9862023653088,55.14705882352941,1610612764,7,8,2024-01-11T00:19:17Z,520000,False,26.0,13.0,1,right,J. Poole driving finger roll Layup (4 PTS) (K. Kuzma 1 AST),"[1629673, 1628398]",1610612764.0,WAS,driving finger roll,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,,,,2.9,Made,4.0,,,,,,K. Kuzma,1628398.0,1.0,,,,,,
55,PT06M55.00S,2024-01-11T00:19:26.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630174,13.354139290407357,62.5,1610612754,7,8,2024-01-11T00:19:29Z,540000,False,-62.0,73.0,1,left,MISS A. Nesmith 9' driving floating Shot,[1630174],1610612754.0,IND,driving floating,,,Nesmith,A. Nesmith,,,,,In The Paint (Non-RA),8-16 Left,,,,9.61,Missed,,,,,,,,,,,,,,,
56,PT06M53.00S,2024-01-11T00:19:28.0Z,1,REGULAR,rebound,defensive,[],1630166,,,1610612764,7,8,2024-01-11T00:19:29Z,550000,False,,,0,,D. Avdija REBOUND (Off:0 Def:2),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,55.0,2.0,2.0,0.0,,,,,,,,,,
57,PT06M49.00S,2024-01-11T00:19:31.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1628398,91.67214191852825,53.67647058823529,1610612764,7,10,2024-01-11T00:19:37Z,560000,False,18.0,26.0,1,right,K. Kuzma running DUNK (2 PTS) (D. Avdija 1 AST),"[1628398, 1630166]",1610612764.0,WAS,running,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,,,,3.17,Made,2.0,,,,,,D. Avdija,1630166.0,1.0,,,,,,
59,PT06M38.00S,2024-01-11T00:19:43.0Z,1,REGULAR,3pt,Jump Shot,[],1630174,6.521024967148489,97.05882352941177,1610612754,7,10,2024-01-11T00:19:47Z,580000,False,-235.0,9.0,1,left,MISS A. Nesmith 3PT,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Left Corner 3,24+ Left,,,,23.55,Missed,,,,,,,,,,,,,,,
60,PT06M35.00S,2024-01-11T00:19:46.0Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612764,7,10,2024-01-11T00:19:47Z,590000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:2),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Left Corner 3,24+ Left,,,,,,,59.0,2.0,2.0,0.0,,,,,,,,,,
61,PT06M16.00S,2024-01-11T00:20:05.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,92.46057818659659,44.85294117647059,1610612764,7,12,2024-01-11T00:20:11Z,600000,False,-26.0,18.0,1,right,J. Poole driving finger roll Layup (6 PTS) (D. Gafford 1 AST),"[1629673, 1629655]",1610612764.0,WAS,driving finger roll,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,,,,3.16,Made,6.0,,,,,,D. Gafford,1629655.0,1.0,,,,,,
63,PT06M06.00S,2024-01-11T00:20:14.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630167,6.652431011826544,45.09803921568628,1610612754,9,12,2024-01-11T00:20:17Z,620000,False,25.0,10.0,1,left,O. Toppin Layup (5 PTS) (B. Brown 1 AST),"[1630167, 1628971]",1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Restricted Area,0-8 Center,,,,2.65,Made,5.0,,,,,,B. Brown,1628971.0,1.0,,,,,,
65,PT05M52.00S,2024-01-11T00:20:29.5Z,1,REGULAR,3pt,Jump Shot,[],1630166,91.67214191852825,96.32352941176471,1610612764,9,15,2024-01-11T00:20:34Z,640000,False,232.0,26.0,1,right,D. Avdija 3PT  (5 PTS) (T. Jones 1 AST),"[1630166, 1626145]",1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Right Corner 3,24+ Right,,,,23.3,Made,5.0,,,,,,T. Jones,1626145.0,1.0,,,,,,
67,PT05M38.00S,2024-01-11T00:20:42.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626167,9.543363994743759,47.30392156862745,1610612754,9,15,2024-01-11T00:21:19Z,660000,False,13.0,37.0,1,left,MISS M. Turner cutting Layup - blocked,"[1626167, 1629655]",1610612754.0,IND,cutting,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,,3.96,Missed,,,,,,,,,,,,,,Gafford,1629655.0
68,PT05M38.00S,2024-01-11T00:20:42.9Z,1,REGULAR,block,,[],1629655,,,1610612754,9,15,2024-01-11T00:20:44Z,670000,False,,,0,,D. Gafford BLOCK (2 BLK),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
69,PT05M38.00S,2024-01-11T00:20:42.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612754,9,15,2024-01-11T00:20:46Z,680000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,67.0,,,,,,,,,,,,,
71,PT05M38.00S,2024-01-11T00:20:46.9Z,1,REGULAR,substitution,out,[],1628971,,,1610612754,9,15,2024-01-11T00:20:58Z,700000,False,,,0,,SUB out: B. Brown,[1628971],1610612754.0,IND,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M38.00S,2024-01-11T00:20:46.9Z,1,REGULAR,substitution,out,[],1630174,,,1610612754,9,15,2024-01-11T00:20:58Z,710000,False,,,0,,SUB out: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M38.00S,2024-01-11T00:20:46.9Z,1,REGULAR,substitution,out,[],1630166,,,1610612754,9,15,2024-01-11T00:20:58Z,720000,False,,,0,,SUB out: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M38.00S,2024-01-11T00:20:46.9Z,1,REGULAR,substitution,in,[],1627741,,,1610612754,9,15,2024-01-11T00:20:58Z,730000,False,,,0,,SUB in: B. Hield,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M38.00S,2024-01-11T00:20:46.9Z,1,REGULAR,substitution,in,[],1631097,,,1610612754,9,15,2024-01-11T00:20:58Z,740000,False,,,0,,SUB in: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M38.00S,2024-01-11T00:20:46.9Z,1,REGULAR,substitution,in,[],1630557,,,1610612754,9,15,2024-01-11T00:20:58Z,750000,False,,,0,,SUB in: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M37.00S,2024-01-11T00:21:11.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1626167,29.38567674113009,75.24509803921569,1610612754,9,15,2024-01-11T00:21:16Z,760000,False,-126.0,224.0,1,left,MISS M. Turner 25' 3PT,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Left Center,,,,25.68,Missed,,,,,,,,,,,,,,,
78,PT05M34.00S,2024-01-11T00:21:14.7Z,1,REGULAR,rebound,defensive,[],1626145,,,1610612764,9,15,2024-01-11T00:21:16Z,770000,False,,,0,,T. Jones REBOUND (Off:0 Def:1),[1626145],1610612764.0,WAS,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Left Center,,,,,,,77.0,1.0,1.0,0.0,,,,,,,,,,
79,PT05M20.00S,2024-01-11T00:21:28.8Z,1,REGULAR,3pt,Jump Shot,[],1626145,65.25952693823915,53.431372549019606,1610612764,9,15,2024-01-11T00:21:33Z,780000,False,17.0,274.0,1,right,MISS T. Jones 27' pullup 3PT,[1626145],1610612764.0,WAS,pullup,,,Jones,T. Jones,,,,,Above the Break 3,24+ Center,,,,27.46,Missed,,,,,,,,,,,,,,,
80,PT05M17.00S,2024-01-11T00:21:31.8Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612754,9,15,2024-01-11T00:21:33Z,790000,False,,,0,,M. Turner REBOUND (Off:0 Def:2),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Center,,,,,,,79.0,2.0,2.0,0.0,,,,,,,,,,
81,PT05M10.00S,2024-01-11T00:21:38.9Z,1,REGULAR,3pt,Jump Shot,[],1629614,28.07161629434954,81.37254901960785,1610612754,9,15,2024-01-11T00:21:43Z,800000,False,-157.0,211.0,1,left,MISS A. Nembhard 26' 3PT,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Left Center,,,,26.33,Missed,,,,,,,,,,,,,,,
