actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
428,PT05M48.00S,2024-02-29T02:13:23.6Z,3,REGULAR,3pt,Jump Shot,[],1630169,76.69185282522996,8.57843137254902,1610612754,78,67,2024-02-29T02:13:27Z,4200000,False,-207.0,167.0,1,right,T. Haliburton 26' 3PT  (10 PTS) (P. Siakam 5 AST),"[1630169, 1627783]",1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Left Center,26.58,Made,,,,,,,10.0,,,,,,,P. Siakam,1627783.0,5.0,,
430,PT05M39.00S,2024-02-29T02:13:32.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630529,11.251642575558476,48.529411764705884,1610612740,78,67,2024-02-29T02:13:36Z,4220000,False,7.0,53.0,1,left,MISS H. Jones driving floating Shot,[1630529],1610612740.0,NOP,driving floating,,,Jones,H. Jones,,,,,In The Paint (Non-RA),0-8 Center,5.38,Missed,,,,,,,,,,,,,,,,,,
431,PT05M37.00S,2024-02-29T02:13:34.3Z,3,REGULAR,rebound,offensive,[],1630529,,,1610612740,78,67,2024-02-29T02:13:36Z,4230000,False,,,0,,H. Jones REBOUND (Off:1 Def:3),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,,430.0,4.0,3.0,1.0,,,,,,,,,,,,
432,PT05M37.00S,2024-02-29T02:13:35.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630529,5.469776609724048,56.86274509803921,1610612740,78,69,2024-02-29T02:13:38Z,4240000,False,-34.0,-1.0,1,left,H. Jones putback Layup (11 PTS),[1630529],1610612740.0,NOP,putback,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,3.43,Made,,,,,,,11.0,,,,,,,,,,,
433,PT05M29.00S,2024-02-29T02:13:42.8Z,3,REGULAR,3pt,Jump Shot,[],1641767,93.9060446780552,97.54901960784314,1610612754,78,69,2024-02-29T02:13:49Z,4250000,False,238.0,5.0,1,right,MISS B. Sheppard 3PT,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,Right Corner 3,24+ Right,23.77,Missed,,,,,,,,,,,,,,,,,,
434,PT05M24.00S,2024-02-29T02:13:47.8Z,3,REGULAR,rebound,defensive,[],1630230,,,1610612740,78,69,2024-02-29T02:13:49Z,4260000,False,,,0,,N. Marshall REBOUND (Off:0 Def:3),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,Right Corner 3,24+ Right,,,,,433.0,3.0,3.0,0.0,,,,,,,,,,,,
435,PT05M17.00S,2024-02-29T02:13:56.2Z,3,REGULAR,turnover,discontinued dribble,[],1630230,,,1610612740,78,69,2024-02-29T02:14:03Z,4270000,False,,,0,,N. Marshall discontinued dribble TURNOVER (2 TO),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,Above the Break 3,24+ Center,,,,,,,,,,1628480.0,2.0,,,,,,,,,
436,PT05M05.00S,2024-02-29T02:14:26.2Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1627783,91.80354796320631,98.0392156862745,1610612754,78,69,2024-02-29T02:14:31Z,4280000,False,240.0,25.0,1,right,MISS P. Siakam 24' 3PT,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Right Corner 3,24+ Right,24.14,Missed,,,,,,,,,,,,,,,,,,
437,PT05M01.00S,2024-02-29T02:14:30.2Z,3,REGULAR,rebound,defensive,[],1630530,,,1610612740,78,69,2024-02-29T02:14:31Z,4290000,False,,,0,,T. Murphy III REBOUND (Off:1 Def:3),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Right Corner 3,24+ Right,,,,,436.0,4.0,3.0,1.0,,,,,,,,,,,,
438,PT04M58.00S,2024-02-29T02:14:33.2Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630530,33.459264126149804,75.98039215686273,1610612740,78,69,2024-02-29T02:14:39Z,4300000,False,-130.0,262.0,1,left,MISS T. Murphy III 29' running pullup 3PT,[1630530],1610612740.0,NOP,running pullup,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Left Center,29.24,Missed,,,,,,,,,,,,,,,,,,
439,PT04M51.00S,2024-02-29T02:14:40.2Z,3,REGULAR,rebound,defensive,[],1627783,,,1610612754,78,69,2024-02-29T02:29:45Z,4310000,False,,,0,,P. Siakam REBOUND (Off:2 Def:8),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Left Center,,,,,438.0,10.0,8.0,2.0,,,,,,,,,,,,
440,PT04M47.00S,2024-02-29T02:14:43.8Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629614,92.72339027595268,4.166666666666666,1610612754,81,69,2024-02-29T02:14:49Z,4320000,False,-229.0,16.0,1,right,A. Nembhard 3PT running pullup (8 PTS) (T. Haliburton 8 AST),"[1629614, 1630169]",1610612754.0,IND,running pullup,,,Nembhard,A. Nembhard,,,,,Left Corner 3,24+ Left,22.98,Made,,,,,,,8.0,,,,,,,T. Haliburton,1630169.0,8.0,,
442,PT04M31.00S,2024-02-29T02:14:59.1Z,3,REGULAR,3pt,Jump Shot,[],1630530,33.98488830486202,21.813725490196077,1610612740,81,72,2024-02-29T02:15:03Z,4340000,False,141.0,267.0,1,left,T. Murphy III 30' 3PT  (11 PTS) (Z. Williamson 2 AST),"[1630530, 1629627]",1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Right Center,30.19,Made,,,,,,,11.0,,,,,,,Z. Williamson,1629627.0,2.0,,
444,PT04M17.00S,2024-02-29T02:15:12.9Z,3,REGULAR,3pt,Jump Shot,[],1630188,66.96780551905388,27.941176470588236,1610612754,81,72,2024-02-29T02:15:17Z,4360000,False,-110.0,258.0,1,right,MISS J. Smith 28' 3PT,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Left Center,28.06,Missed,,,,,,,,,,,,,,,,,,
445,PT04M14.00S,2024-02-29T02:15:15.9Z,3,REGULAR,rebound,defensive,[],1630230,,,1610612740,81,72,2024-02-29T02:15:17Z,4370000,False,,,0,,N. Marshall REBOUND (Off:0 Def:4),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,Above the Break 3,24+ Left Center,,,,,444.0,4.0,4.0,0.0,,,,,,,,,,,,
446,PT04M09.00S,2024-02-29T02:15:21.6Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629627,6.1268068331143235,54.166666666666664,1610612740,81,74,2024-02-29T02:15:26Z,4380000,False,-21.0,5.0,1,left,Z. Williamson running alley-oop DUNK (13 PTS) (N. Marshall 3 AST),"[1629627, 1630230]",1610612740.0,NOP,running alley-oop,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,2.14,Made,,,,,,,13.0,,,,,,,N. Marshall,1630230.0,3.0,,
448,PT03M42.00S,2024-02-29T02:15:48.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629614,79.71419185282524,47.549019607843135,1610612754,81,74,2024-02-29T02:15:52Z,4400000,False,-12.0,138.0,1,right,MISS A. Nembhard 13' pullup Shot,[1629614],1610612754.0,IND,pullup,,,Nembhard,A. Nembhard,,,,,In The Paint (Non-RA),8-16 Center,13.87,Missed,,,,,,,,,,,,,,,,,,
449,PT03M41.00S,2024-02-29T02:15:49.0Z,3,REGULAR,rebound,defensive,[],1630230,,,1610612740,81,74,2024-02-29T02:15:52Z,4410000,False,,,0,,N. Marshall REBOUND (Off:0 Def:5),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),8-16 Center,,,,,448.0,5.0,5.0,0.0,,,,,,,,,,,,
450,PT03M38.00S,2024-02-29T02:15:53.3Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1641722,26.757555847568987,86.27450980392157,1610612740,81,74,2024-02-29T02:15:58Z,4420000,False,-181.0,199.0,1,left,MISS J. Hawkins 26' running pullup 3PT,[1641722],1610612740.0,NOP,running pullup,,,Hawkins,J. Hawkins,,,,,Above the Break 3,24+ Left Center,26.93,Missed,,,,,,,,,,,,,,,,,,
451,PT03M33.00S,2024-02-29T02:15:58.3Z,3,REGULAR,rebound,defensive,[],1627783,,,1610612754,81,74,2024-02-29T02:15:58Z,4430000,False,,,0,,P. Siakam REBOUND (Off:2 Def:9),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Left Center,,,,,450.0,11.0,9.0,2.0,,,,,,,,,,,,
452,PT03M26.00S,2024-02-29T02:16:03.9Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630188,94.43166885676742,51.71568627450981,1610612754,83,74,2024-02-29T02:16:07Z,4440000,False,9.0,0.0,1,right,J. Smith DUNK (7 PTS) (T. Haliburton 9 AST),"[1630188, 1630169]",1610612754.0,IND,,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,0.86,Made,,,,,,,7.0,,,,,,,T. Haliburton,1630169.0,9.0,,
454,PT03M01.00S,2024-02-29T02:16:29.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1641722,6.521024967148489,54.65686274509803,1610612740,83,76,2024-02-29T02:16:34Z,4460000,False,-23.0,9.0,1,left,J. Hawkins driving finger roll Layup (7 PTS) (Z. Williamson 3 AST),"[1641722, 1629627]",1610612740.0,NOP,driving finger roll,,,Hawkins,J. Hawkins,,,,,Restricted Area,0-8 Center,2.49,Made,,,,,,,7.0,,,,,,,Z. Williamson,1629627.0,3.0,,
456,PT03M00.00S,2024-02-29T02:16:34.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,83,76,2024-02-29T02:16:34Z,4480000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,PT03M00.00S,2024-02-29T02:19:24.7Z,3,REGULAR,substitution,out,[],1630169,,,1610612754,83,76,2024-02-29T02:19:42Z,4490000,False,,,0,,SUB out: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT03M00.00S,2024-02-29T02:19:24.7Z,3,REGULAR,substitution,out,[],1629614,,,1610612754,83,76,2024-02-29T02:19:42Z,4500000,False,,,0,,SUB out: A. Nembhard,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT03M00.00S,2024-02-29T02:19:24.7Z,3,REGULAR,substitution,out,[],1627783,,,1610612754,83,76,2024-02-29T02:19:42Z,4510000,False,,,0,,SUB out: P. Siakam,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT03M00.00S,2024-02-29T02:19:24.7Z,3,REGULAR,substitution,in,[],1630167,,,1610612754,83,76,2024-02-29T02:19:42Z,4520000,False,,,0,,SUB in: O. Toppin,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
461,PT03M00.00S,2024-02-29T02:19:24.7Z,3,REGULAR,substitution,in,[],1631097,,,1610612754,83,76,2024-02-29T02:19:42Z,4530000,False,,,0,,SUB in: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
462,PT03M00.00S,2024-02-29T02:19:24.7Z,3,REGULAR,substitution,in,[],204456,,,1610612754,83,76,2024-02-29T02:19:42Z,4540000,False,,,0,,SUB in: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
463,PT02M49.00S,2024-02-29T02:20:14.2Z,3,REGULAR,3pt,Jump Shot,[],1641767,92.85479632063075,3.9215686274509802,1610612754,83,76,2024-02-29T02:20:19Z,4550000,False,-230.0,15.0,1,right,MISS B. Sheppard 3PT,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,Left Corner 3,24+ Left,23.09,Missed,,,,,,,,,,,,,,,,,,
464,PT02M45.00S,2024-02-29T02:20:18.2Z,3,REGULAR,rebound,offensive,[],1630167,,,1610612754,83,76,2024-02-29T02:20:39Z,4560000,False,,,0,,O. Toppin REBOUND (Off:2 Def:3),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Left Corner 3,24+ Left,,,,,463.0,5.0,3.0,2.0,,,,,,,,,,,,
465,PT02M45.00S,2024-02-29T02:20:18.1Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630167,94.40999984741211,50.0,1610612754,83,76,2024-02-29T02:20:32Z,4570000,False,0.0,0.0,1,right,MISS O. Toppin tip Layup,[1630167],1610612754.0,IND,tip,,,Toppin,O. Toppin,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
466,PT02M44.00S,2024-02-29T02:20:19.1Z,3,REGULAR,rebound,defensive,[],1630230,,,1610612740,83,76,2024-02-29T02:20:32Z,4580000,False,,,0,,N. Marshall REBOUND (Off:0 Def:6),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,Restricted Area,0-8 Center,,,,,465.0,6.0,6.0,0.0,,,,,,,,,,,,
467,PT02M44.00S,2024-02-29T02:20:23.5Z,3,REGULAR,foul,personal,[],1641767,,,1610612740,83,76,2024-02-29T02:20:28Z,4590000,False,,,0,,B. Sheppard personal FOUL (2 PF),"[1641767, 1630230]",1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,1628480.0,,2.0,0.0,Marshall,1630230.0,,,,,
469,PT02M35.00S,2024-02-29T02:20:46.0Z,3,REGULAR,turnover,bad pass,[],1630230,,,1610612740,83,76,2024-02-29T02:20:49Z,4610000,False,,,0,,N. Marshall bad pass TURNOVER (3 TO),"[1630230, 1641767]",1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,Above the Break 3,24+ Center,,,,,,,,,,,3.0,,,,,,,,Sheppard,1641767.0
470,PT02M35.00S,2024-02-29T02:20:46.0Z,3,REGULAR,steal,,[],1641767,,,1610612754,83,76,2024-02-29T02:20:47Z,4620000,False,,,0,,B. Sheppard STEAL (1 STL),[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
471,PT02M31.00S,2024-02-29T02:20:48.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1641767,91.80354796320631,57.107843137254896,1610612754,85,76,2024-02-29T02:33:29Z,4630000,False,36.0,25.0,1,right,B. Sheppard driving Layup (11 PTS),[1641767],1610612754.0,IND,driving,,,Sheppard,B. Sheppard,,,,,Restricted Area,0-8 Center,4.31,Made,,,,,,,11.0,,,,,,,,,,,
472,PT02M16.00S,2024-02-29T02:21:03.4Z,3,REGULAR,3pt,Jump Shot,[],1630530,32.802233902759525,32.35294117647059,1610612740,85,76,2024-02-29T02:21:07Z,4640000,False,88.0,256.0,1,left,MISS T. Murphy III 27' 3PT,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Right Center,27.06,Missed,,,,,,,,,,,,,,,,,,
473,PT02M14.00S,2024-02-29T02:21:05.4Z,3,REGULAR,rebound,defensive,[],204456,,,1610612754,85,76,2024-02-29T02:21:07Z,4650000,False,,,0,,T. McConnell REBOUND (Off:2 Def:1),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Above the Break 3,24+ Right Center,,,,,472.0,3.0,1.0,2.0,,,,,,,,,,,,
474,PT02M06.00S,2024-02-29T02:21:14.6Z,3,REGULAR,3pt,Jump Shot,[],1630167,94.30026281208936,4.901960784313726,1610612754,88,76,2024-02-29T02:21:18Z,4660000,False,-225.0,1.0,1,right,O. Toppin 3PT  (12 PTS) (T. McConnell 7 AST),"[1630167, 204456]",1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Left Corner 3,24+ Left,22.55,Made,,,,,,,12.0,,,,,,,T. McConnell,204456.0,7.0,,
476,PT01M49.00S,2024-02-29T02:21:30.2Z,3,REGULAR,3pt,Jump Shot,[],1630530,25.04927726675427,86.51960784313727,1610612740,88,76,2024-02-29T02:21:35Z,4680000,False,-183.0,183.0,1,left,MISS T. Murphy III 25' step back 3PT,[1630530],1610612740.0,NOP,step back,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Left Center,25.85,Missed,,,,,,,,,,,,,,,,,,
477,PT01M46.00S,2024-02-29T02:21:33.2Z,3,REGULAR,rebound,defensive,[],1631097,,,1610612754,88,76,2024-02-29T02:21:35Z,4690000,False,,,0,,B. Mathurin REBOUND (Off:1 Def:1),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Left Center,,,,,476.0,2.0,1.0,1.0,,,,,,,,,,,,
478,PT01M24.00S,2024-02-29T02:21:56.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631097,84.70762155059133,45.09803921568628,1610612754,90,76,2024-02-29T02:22:01Z,4700000,False,-25.0,91.0,1,right,B. Mathurin 9' pullup Jump Shot (10 PTS),[1631097],1610612754.0,IND,pullup,,,Mathurin,B. Mathurin,,,,,In The Paint (Non-RA),8-16 Center,9.44,Made,,,,,,,10.0,,,,,,,,,,,
479,PT01M11.00S,2024-02-29T02:22:08.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,7.966491458607096,44.85294117647059,1610612740,90,78,2024-02-29T02:22:13Z,4710000,False,26.0,22.0,1,left,Z. Williamson driving Layup (15 PTS),[1629627],1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,3.41,Made,,,,,,,15.0,,,,,,,,,,,
480,PT01M05.00S,2024-02-29T02:22:14.9Z,3,REGULAR,3pt,Jump Shot,[],1631097,70.12155059132719,75.24509803921569,1610612754,93,78,2024-02-29T02:22:29Z,4720000,False,126.0,228.0,1,right,B. Mathurin 26' 3PT  (13 PTS) (T. McConnell 8 AST),"[1631097, 204456]",1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Right Center,26.09,Made,,,,,,,13.0,,,,,,,T. McConnell,204456.0,8.0,,
481,PT00M52.30S,2024-02-29T02:22:29.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,5.206964520367937,53.92156862745098,1610612740,93,80,2024-02-29T02:22:34Z,4730000,False,-20.0,-4.0,1,left,Z. Williamson driving Layup (17 PTS),[1629627],1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,1.99,Made,,,,,,,17.0,,,,,,,,,,,
482,PT00M52.30S,2024-02-29T02:22:31.4Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630188,,,1610612740,93,80,2024-02-29T02:22:42Z,4740000,False,,,0,,J. Smith shooting personal FOUL (3 PF) (Williamson 1 FT),"[1630188, 1629627]",1610612754.0,IND,shooting,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,,,,,,,,,202037.0,,3.0,0.0,Williamson,1629627.0,,,,,
484,PT00M52.30S,2024-02-29T02:22:52.2Z,3,REGULAR,substitution,out,[],1630188,,,1610612740,93,80,2024-02-29T02:24:21Z,4760000,False,,,0,,SUB out: J. Smith,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
485,PT00M52.30S,2024-02-29T02:22:52.2Z,3,REGULAR,substitution,out,[],1630529,,,1610612740,93,80,2024-02-29T02:24:21Z,4770000,False,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
486,PT00M52.30S,2024-02-29T02:22:52.2Z,3,REGULAR,substitution,out,[],1641722,,,1610612740,93,80,2024-02-29T02:24:21Z,4780000,False,,,0,,SUB out: J. Hawkins,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,,,,,,,,,,,,,,,,,,,,,,
487,PT00M52.30S,2024-02-29T02:22:52.2Z,3,REGULAR,substitution,out,[],1630530,,,1610612740,93,80,2024-02-29T02:24:21Z,4790000,False,,,0,,SUB out: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
488,PT00M52.30S,2024-02-29T02:22:52.2Z,3,REGULAR,substitution,in,[],1626167,,,1610612740,93,80,2024-02-29T02:24:21Z,4800000,False,,,0,,SUB in: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
489,PT00M52.30S,2024-02-29T02:22:52.2Z,3,REGULAR,substitution,in,[],203468,,,1610612740,93,80,2024-02-29T02:24:21Z,4810000,False,,,0,,SUB in: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
490,PT00M52.30S,2024-02-29T02:22:52.2Z,3,REGULAR,substitution,in,[],1627742,,,1610612740,93,80,2024-02-29T02:24:21Z,4820000,False,,,0,,SUB in: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,,
491,PT00M52.30S,2024-02-29T02:22:52.2Z,3,REGULAR,substitution,in,[],1626204,,,1610612740,93,80,2024-02-29T02:24:21Z,4830000,False,,,0,,SUB in: L. Nance Jr.,[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
492,PT00M52.30S,2024-02-29T02:23:19.7Z,3,REGULAR,freethrow,1 of 1,[],1629627,,,1610612740,93,81,2024-02-29T02:23:19Z,4840000,False,,,0,,Z. Williamson Free Throw 1 of 1 (18 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,Made,,,,,,,18.0,,,,,,,,,,,
493,PT00M34.90S,2024-02-29T02:23:38.8Z,3,REGULAR,3pt,Jump Shot,[],1631097,68.80749014454665,38.48039215686275,1610612754,96,81,2024-02-29T02:23:43Z,4850000,False,-58.0,241.0,1,right,B. Mathurin 24' 3PT step back (16 PTS) (T. McConnell 9 AST),"[1631097, 204456]",1610612754.0,IND,step back,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Center,24.75,Made,,,,,,,16.0,,,,,,,T. McConnell,204456.0,9.0,,
495,PT00M29.70S,2024-02-29T02:23:52.6Z,3,REGULAR,3pt,Jump Shot,[],203468,22.158344283837057,7.598039215686274,1610612740,96,84,2024-02-29T02:23:57Z,4870000,False,212.0,156.0,1,left,C. McCollum 26' 3PT  (14 PTS) (Z. Williamson 4 AST),"[203468, 1629627]",1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Right Center,26.31,Made,,,,,,,14.0,,,,,,,Z. Williamson,1629627.0,4.0,,
497,PT00M08.80S,2024-02-29T02:24:17.3Z,3,REGULAR,3pt,Jump Shot,[],1630167,85.75886990801577,4.6568627450980395,1610612754,96,84,2024-02-29T02:24:25Z,4890000,False,-227.0,81.0,1,right,MISS O. Toppin 24' 3PT,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Left Corner 3,24+ Left,24.09,Missed,,,,,,,,,,,,,,,,,,
498,PT00M06.80S,2024-02-29T02:24:19.3Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612740,96,84,2024-02-29T02:24:25Z,4900000,False,,,0,,TEAM defensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Left Corner 3,24+ Left,,,,,497.0,,,,,,,,,,,,,,,
499,PT00M06.80S,2024-02-29T02:24:22.4Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641767,,,1610612740,96,84,2024-02-29T02:24:27Z,4910000,False,,,0,,B. Sheppard loose ball personal FOUL (3 PF) (Ingram 2 FT),"[1641767, 1627742]",1610612754.0,IND,loose ball,,,Sheppard,B. Sheppard,,,,,Restricted Area,0-8 Center,,,,,,,,,,202037.0,,3.0,0.0,Ingram,1627742.0,,,,,
501,PT00M06.80S,2024-02-29T02:25:03.9Z,3,REGULAR,freethrow,1 of 2,[],1627742,,,1610612740,96,85,2024-02-29T02:25:03Z,4930000,False,,,0,,B. Ingram Free Throw 1 of 2 (20 PTS),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,Made,,,,,,,20.0,,,,,,,,,,,
502,PT00M06.80S,2024-02-29T02:25:04.5Z,3,REGULAR,substitution,out,[],1629627,,,1610612740,96,85,2024-02-29T02:25:07Z,4940000,False,,,0,,SUB out: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
503,PT00M06.80S,2024-02-29T02:25:04.5Z,3,REGULAR,substitution,in,[],1630529,,,1610612740,96,85,2024-02-29T02:25:07Z,4950000,False,,,0,,SUB in: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
504,PT00M06.80S,2024-02-29T02:25:30.6Z,3,REGULAR,freethrow,2 of 2,[],1627742,,,1610612740,96,86,2024-02-29T02:25:30Z,4960000,False,,,0,,B. Ingram Free Throw 2 of 2 (21 PTS),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,Made,,,,,,,21.0,,,,,,,,,,,
505,PT00M04.80S,2024-02-29T02:25:36.9Z,3,REGULAR,foul,personal,[],1630529,,,1610612754,96,86,2024-02-29T02:25:47Z,4970000,False,,,0,,H. Jones take personal FOUL (4 PF),"[1630529, 204456]",1610612740.0,NOP,take,,,Jones,H. Jones,,,,,Above the Break 3,24+ Center,,,,,,,,,,1628480.0,,4.0,0.0,McConnell,204456.0,,,,,
508,PT00M00.20S,2024-02-29T02:26:05.2Z,3,REGULAR,3pt,Jump Shot,[],1631097,71.69842312746385,85.5392156862745,1610612754,96,86,2024-02-29T02:26:10Z,4990000,False,178.0,214.0,1,right,MISS B. Mathurin 27' pullup 3PT - blocked,"[1631097, 1630230]",1610612754.0,IND,pullup,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Right Center,27.78,Missed,Marshall,1630230.0,,,,,,,,,,,,,,,,
595,PT00M00.20S,2024-02-29T02:26:05.2Z,3,REGULAR,block,,[],1630230,,,1610612754,96,86,2024-02-29T02:44:13Z,4995000,False,,,0,,N. Marshall BLOCK (2 BLK),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
509,PT00M00.20S,2024-02-29T02:26:05.2Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612754,96,86,2024-02-29T02:26:10Z,5000000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,508.0,,,,,,,,,,,,,,,
