actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
515,PT09M55.00S,2023-11-23T02:25:07.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628449,8.360709592641262,51.71568627450981,1610612761,106,108,2023-11-23T02:25:10Z,5090000,False,-9.0,26.0,1,left,C. Boucher putback Layup (6 PTS),[1628449],1610612761.0,TOR,putback,,,Boucher,C. Boucher,,,,,Restricted Area,0-8 Center,2.75,Made,,6.0,,,,,,,,,,,,,,,,
516,PT09M48.00S,2023-11-23T02:25:14.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630169,93.77463863337714,51.225490196078425,1610612754,108,108,2023-11-23T02:25:17Z,5100000,False,6.0,6.0,1,right,T. Haliburton driving finger roll Layup (22 PTS),[1630169],1610612754.0,IND,driving finger roll,,,Haliburton,T. Haliburton,,,,,Restricted Area,0-8 Center,0.86,Made,,22.0,,,,,,,,,,,,,,,,
517,PT09M34.00S,2023-11-23T02:25:30.9Z,4,REGULAR,foul,offensive,[],1628384,,,1610612761,108,108,2023-11-23T02:25:50Z,5110000,False,,,0,,O. Anunoby offensive FOUL (2 PF),"[1628384, 1630169]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Mid-Range,8-16 Left,,,,,,,,,,,202901.0,,,,,,2.0,0.0,Haliburton,1630169.0
519,PT09M34.00S,2023-11-23T02:25:30.9Z,4,REGULAR,turnover,offensive foul,[],1628384,,,1610612761,108,108,2023-11-23T02:25:30Z,5130000,False,,,0,,O. Anunoby offensive foul TURNOVER (2 TO),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Mid-Range,8-16 Left,,,,,,,,,,,202901.0,2.0,,,,,,,,
520,PT09M22.00S,2023-11-23T02:25:56.8Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1627741,68.67608409986859,23.52941176470588,1610612754,108,108,2023-11-23T02:26:01Z,5140000,False,-132.0,242.0,1,right,MISS B. Hield 27' 3PT,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Left Center,27.58,Missed,,,,,,,,,,,,,,,,,,
521,PT09M17.00S,2023-11-23T02:26:01.8Z,4,REGULAR,rebound,defensive,[],1628384,,,1610612761,108,108,2023-11-23T02:26:01Z,5150000,False,,,0,,O. Anunoby REBOUND (Off:2 Def:2),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Left Center,,,520.0,,,,,4.0,2.0,2.0,,,,,,,,,,
522,PT09M08.00S,2023-11-23T02:26:09.1Z,4,REGULAR,3pt,Jump Shot,[],1629018,28.203022339027594,83.08823529411765,1610612761,108,108,2023-11-23T02:26:13Z,5160000,False,-165.0,213.0,1,left,MISS G. Trent Jr. 26' pullup 3PT,[1629018],1610612761.0,TOR,pullup,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Left Center,26.94,Missed,,,,,,,,,,,,,,,,,,
523,PT09M05.00S,2023-11-23T02:26:12.1Z,4,REGULAR,rebound,offensive,[],1630567,,,1610612761,108,108,2023-11-23T02:26:13Z,5170000,False,,,0,,S. Barnes REBOUND (Off:2 Def:4),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Left Center,,,522.0,,,,,6.0,4.0,2.0,,,,,,,,,,
524,PT09M05.00S,2023-11-23T02:26:12.5Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630567,5.590000152587891,50.0,1610612761,108,110,2023-11-23T02:26:12Z,5180000,False,0.0,0.0,1,left,S. Barnes tip DUNK (14 PTS),[1630567],1610612761.0,TOR,tip,,,Barnes,S. Barnes,,,,,Mid-Range,8-16 Left,0.0,Made,,14.0,,,,,,,,,,,,,,,,
525,PT08M56.00S,2023-11-23T02:26:22.2Z,4,REGULAR,3pt,Jump Shot,[],1630169,93.77463863337714,95.83333333333334,1610612754,108,110,2023-11-23T02:26:26Z,5190000,False,229.0,6.0,1,right,MISS T. Haliburton step back 3PT,[1630169],1610612754.0,IND,step back,,,Haliburton,T. Haliburton,,,,,Right Corner 3,24+ Right,22.93,Missed,,,,,,,,,,,,,,,,,,
526,PT08M53.00S,2023-11-23T02:26:25.2Z,4,REGULAR,rebound,defensive,[],1629018,,,1610612761,108,110,2023-11-23T02:26:26Z,5200000,False,,,0,,G. Trent Jr. REBOUND (Off:0 Def:1),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Right Corner 3,24+ Right,,,525.0,,,,,1.0,1.0,0.0,,,,,,,,,,
527,PT08M44.00S,2023-11-23T02:26:36.3Z,4,REGULAR,foul,offensive,[],1629018,,,1610612761,108,110,2023-11-23T02:26:51Z,5210000,False,,,0,,G. Trent Jr. offensive FOUL (1 PF),"[1629018, 1630169]",1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Mid-Range,8-16 Right,,,,,,,,,,,202007.0,,,,,,1.0,0.0,Haliburton,1630169.0
529,PT08M44.00S,2023-11-23T02:26:36.3Z,4,REGULAR,turnover,offensive foul,[],1629018,,,1610612761,108,110,2023-11-23T02:26:36Z,5230000,False,,,0,,G. Trent Jr. offensive foul TURNOVER (2 TO),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Mid-Range,8-16 Right,,,,,,,,,,,202007.0,2.0,,,,,,,,
531,PT08M34.00S,2023-11-23T02:28:45.9Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630167,84.97043363994744,94.6078431372549,1610612754,111,110,2023-11-23T02:28:50Z,5250000,False,223.0,89.0,1,right,O. Toppin 24' 3PT  (16 PTS) (T. Haliburton 16 AST),"[1630167, 1630169]",1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Right Corner 3,24+ Right,24.0,Made,,16.0,T. Haliburton,1630169.0,16.0,,,,,,,,,,,,,
533,PT08M15.00S,2023-11-23T02:29:06.4Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1628384,4.944152431011826,48.77450980392157,1610612761,111,110,2023-11-23T02:29:16Z,5270000,False,6.0,-6.0,1,left,MISS O. Anunoby driving DUNK - blocked,"[1628384, 1630188]",1610612761.0,TOR,driving,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,0.86,Missed,,,,,,,,,,,Smith,1630188.0,,,,,,
534,PT08M15.00S,2023-11-23T02:29:06.4Z,4,REGULAR,block,,[],1630188,,,1610612761,111,110,2023-11-23T02:29:08Z,5280000,False,,,0,,J. Smith BLOCK (1 BLK),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
535,PT08M14.00S,2023-11-23T02:29:07.4Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612761,111,110,2023-11-23T02:29:16Z,5290000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Restricted Area,0-8 Center,,,533.0,,,,,,,,,,,,,,,,,
537,PT08M07.00S,2023-11-23T02:29:33.2Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1628384,35.167542706964525,68.38235294117648,1610612761,111,110,2023-11-23T02:29:38Z,5310000,False,-92.0,278.0,1,left,MISS O. Anunoby 29' step back 3PT,[1628384],1610612761.0,TOR,step back,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Left Center,29.29,Missed,,,,,,,,,,,,,,,,,,
538,PT08M06.00S,2023-11-23T02:29:36.0Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612761,111,110,2023-11-23T02:29:36Z,5320000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Above the Break 3,24+ Left Center,,,537.0,,,,,,,,,,,,,,,,,
539,PT08M06.00S,2023-11-23T02:29:36.8Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612761,111,110,2023-11-23T02:29:47Z,5330000,False,,,0,,TOR shot clock Team TURNOVER,[],1610612761.0,TOR,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,202901.0,,,,,,,,,
540,PT07M55.00S,2023-11-23T02:30:08.4Z,4,REGULAR,turnover,3-second-violation,[],1630188,,,1610612754,111,110,2023-11-23T02:30:14Z,5340000,False,,,0,,J. Smith 3-second-violation TURNOVER (1 TO),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,,,,,,,,,,202007.0,1.0,,,,,,,,
541,PT07M47.00S,2023-11-23T02:30:23.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630201,5.601182654402102,49.50980392156863,1610612761,111,112,2023-11-23T02:30:27Z,5350000,False,2.0,0.0,1,left,M. Flynn driving finger roll Layup (14 PTS),[1630201],1610612761.0,TOR,driving finger roll,,,Flynn,M. Flynn,,,,,Restricted Area,0-8 Center,0.25,Made,,14.0,,,,,,,,,,,,,,,,
542,PT07M32.00S,2023-11-23T02:30:38.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630169,88.12417871222075,48.529411764705884,1610612754,113,112,2023-11-23T02:33:52Z,5360000,False,-7.0,59.0,1,right,T. Haliburton driving floating Jump Shot (24 PTS),[1630169],1610612754.0,IND,driving floating,,,Haliburton,T. Haliburton,,,,,In The Paint (Non-RA),0-8 Center,5.96,Made,,24.0,,,,,,,,,,,,,,,,
543,PT07M14.00S,2023-11-23T02:30:56.1Z,4,REGULAR,3pt,Jump Shot,[],1628449,5.206964520367937,96.07843137254902,1610612761,113,112,2023-11-23T02:31:01Z,5370000,False,-230.0,-4.0,1,left,MISS C. Boucher 3PT,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Left Corner 3,24+ Left,23.04,Missed,,,,,,,,,,,,,,,,,,
544,PT07M11.00S,2023-11-23T02:30:59.1Z,4,REGULAR,rebound,offensive,[],1630567,,,1610612761,113,112,2023-11-23T02:31:01Z,5380000,False,,,0,,S. Barnes REBOUND (Off:3 Def:4),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Left Corner 3,24+ Left,,,543.0,,,,,7.0,4.0,3.0,,,,,,,,,,
545,PT07M10.00S,2023-11-23T02:31:00.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630567,7.046649145860711,47.549019607843135,1610612761,113,112,2023-11-23T02:31:03Z,5390000,False,12.0,14.0,1,left,MISS S. Barnes putback Layup,[1630567],1610612761.0,TOR,putback,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,1.84,Missed,,,,,,,,,,,,,,,,,,
546,PT07M10.00S,2023-11-23T02:31:00.2Z,4,REGULAR,rebound,defensive,[],1630188,,,1610612754,113,112,2023-11-23T02:31:03Z,5400000,False,,,0,,J. Smith REBOUND (Off:0 Def:5),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,,545.0,,,,,5.0,5.0,0.0,,,,,,,,,,
547,PT06M59.00S,2023-11-23T02:31:11.1Z,4,REGULAR,3pt,Jump Shot,[],1630169,73.53810775295663,86.51960784313727,1610612754,113,112,2023-11-23T02:31:16Z,5410000,False,183.0,196.0,1,right,MISS T. Haliburton 26' step back 3PT,[1630169],1610612754.0,IND,step back,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Right Center,26.8,Missed,,,,,,,,,,,,,,,,,,
548,PT06M56.00S,2023-11-23T02:31:14.1Z,4,REGULAR,rebound,defensive,[],1630567,,,1610612761,113,112,2023-11-23T02:31:16Z,5420000,False,,,0,,S. Barnes REBOUND (Off:3 Def:5),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Right Center,,,547.0,,,,,8.0,5.0,3.0,,,,,,,,,,
549,PT06M40.00S,2023-11-23T02:31:32.1Z,4,REGULAR,foul,personal,[],1627741,,,1610612761,113,112,2023-11-23T02:31:37Z,5430000,False,,,0,,B. Hield personal FOUL (1 PF),"[1627741, 1630567]",1610612754.0,IND,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,202007.0,,,,,,1.0,0.0,Barnes,1630567.0
551,PT06M40.00S,2023-11-23T02:31:37.6Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,113,112,2023-11-23T02:31:37Z,5450000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,PT06M40.00S,2023-11-23T02:34:09.7Z,4,REGULAR,substitution,out,[],1630169,,,1610612761,113,112,2023-11-23T02:34:22Z,5460000,False,,,0,,SUB out: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,,
553,PT06M40.00S,2023-11-23T02:34:09.7Z,4,REGULAR,substitution,out,[],1627741,,,1610612761,113,112,2023-11-23T02:34:22Z,5470000,False,,,0,,SUB out: B. Hield,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
554,PT06M40.00S,2023-11-23T02:34:09.7Z,4,REGULAR,substitution,out,[],1630188,,,1610612761,113,112,2023-11-23T02:34:22Z,5480000,False,,,0,,SUB out: J. Smith,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
555,PT06M40.00S,2023-11-23T02:34:09.7Z,4,REGULAR,substitution,out,[],1628384,,,1610612761,113,112,2023-11-23T02:34:22Z,5490000,False,,,0,,SUB out: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
556,PT06M40.00S,2023-11-23T02:34:09.7Z,4,REGULAR,substitution,out,[],1628449,,,1610612761,113,112,2023-11-23T02:34:22Z,5500000,False,,,0,,SUB out: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,,
557,PT06M40.00S,2023-11-23T02:34:09.7Z,4,REGULAR,substitution,in,[],204456,,,1610612761,113,112,2023-11-23T02:34:22Z,5510000,False,,,0,,SUB in: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
558,PT06M40.00S,2023-11-23T02:34:09.7Z,4,REGULAR,substitution,in,[],1628971,,,1610612761,113,112,2023-11-23T02:34:22Z,5520000,False,,,0,,SUB in: B. Brown,[1628971],1610612754.0,IND,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
559,PT06M40.00S,2023-11-23T02:34:09.7Z,4,REGULAR,substitution,in,[],1626167,,,1610612761,113,112,2023-11-23T02:34:22Z,5530000,False,,,0,,SUB in: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
560,PT06M40.00S,2023-11-23T02:34:09.7Z,4,REGULAR,substitution,in,[],203471,,,1610612761,113,112,2023-11-23T02:34:22Z,5540000,False,,,0,,SUB in: D. Schroder,[203471],1610612761.0,TOR,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,,
561,PT06M40.00S,2023-11-23T02:34:09.7Z,4,REGULAR,substitution,in,[],1627783,,,1610612761,113,112,2023-11-23T02:34:22Z,5550000,False,,,0,,SUB in: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
562,PT06M31.00S,2023-11-23T02:34:42.8Z,4,REGULAR,3pt,Jump Shot,[],1627783,30.56833114323259,72.54901960784314,1610612761,113,112,2023-11-23T02:34:48Z,5560000,False,-113.0,235.0,1,left,MISS P. Siakam 26' 3PT,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Left Center,26.04,Missed,,,,,,,,,,,,,,,,,,
563,PT06M27.00S,2023-11-23T02:34:46.8Z,4,REGULAR,rebound,defensive,[],204456,,,1610612754,113,112,2023-11-23T02:34:48Z,5570000,False,,,0,,T. McConnell REBOUND (Off:0 Def:2),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Above the Break 3,24+ Left Center,,,562.0,,,,,2.0,2.0,0.0,,,,,,,,,,
564,PT06M11.00S,2023-11-23T02:35:02.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631097,91.93495400788436,50.245098039215684,1610612754,115,112,2023-11-23T02:35:05Z,5580000,False,1.0,23.0,1,right,B. Mathurin driving finger roll Layup (5 PTS) (T. McConnell 5 AST),"[1631097, 204456]",1610612754.0,IND,driving finger roll,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,2.33,Made,,5.0,T. McConnell,204456.0,5.0,,,,,,,,,,,,,
566,PT05M57.00S,2023-11-23T02:35:15.3Z,4,REGULAR,turnover,bad pass,[],203471,,,1610612761,115,112,2023-11-23T02:35:20Z,5600000,False,,,0,,D. Schroder bad pass TURNOVER (4 TO),"[203471, 1628971]",1610612761.0,TOR,,,,Schroder,D. Schroder,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,4.0,,,Brown,1628971.0,,,,
567,PT05M57.00S,2023-11-23T02:35:15.3Z,4,REGULAR,steal,,[],1628971,,,1610612754,115,112,2023-11-23T02:35:16Z,5610000,False,,,0,,B. Brown STEAL (2 STL),[1628971],1610612754.0,IND,,,,Brown,B. Brown,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
568,PT05M53.00S,2023-11-23T02:35:20.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628971,93.51182654402102,48.28431372549019,1610612754,117,112,2023-11-23T02:35:36Z,5620000,False,-9.0,8.0,1,right,B. Brown running Layup (11 PTS) (B. Mathurin 2 AST),"[1628971, 1631097]",1610612754.0,IND,running,,,Brown,B. Brown,,,,,Restricted Area,0-8 Center,1.21,Made,,11.0,B. Mathurin,1631097.0,2.0,,,,,,,,,,,,,
569,PT05M53.00S,2023-11-23T02:35:22.9Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,117,112,2023-11-23T02:35:22Z,5630000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,PT05M53.00S,2023-11-23T02:37:49.2Z,4,REGULAR,substitution,out,[],1629018,,,1610612761,117,112,2023-11-23T02:37:55Z,5640000,False,,,0,,SUB out: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
572,PT05M53.00S,2023-11-23T02:37:49.2Z,4,REGULAR,substitution,in,[],1627751,,,1610612761,117,112,2023-11-23T02:37:55Z,5650000,False,,,0,,SUB in: J. Poeltl,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
573,PT05M38.00S,2023-11-23T02:38:31.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630567,5.732588699080158,45.588235294117645,1610612761,117,114,2023-11-23T02:38:34Z,5660000,False,22.0,1.0,1,left,S. Barnes cutting Layup (16 PTS) (J. Poeltl 5 AST),"[1630567, 1627751]",1610612761.0,TOR,cutting,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,2.21,Made,,16.0,J. Poeltl,1627751.0,5.0,,,,,,,,,,,,,
575,PT05M22.00S,2023-11-23T02:38:47.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631097,88.91261498028909,43.627450980392155,1610612754,117,114,2023-11-23T02:38:52Z,5680000,False,-32.0,52.0,1,right,MISS B. Mathurin 6' floating Shot,[1631097],1610612754.0,IND,floating,,,Mathurin,B. Mathurin,,,,,In The Paint (Non-RA),0-8 Center,6.07,Missed,,,,,,,,,,,,,,,,,,
576,PT05M19.00S,2023-11-23T02:38:50.7Z,4,REGULAR,rebound,defensive,[],1630567,,,1610612761,117,114,2023-11-23T02:38:52Z,5690000,False,,,0,,S. Barnes REBOUND (Off:3 Def:6),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,,,575.0,,,,,9.0,6.0,3.0,,,,,,,,,,
577,PT05M06.00S,2023-11-23T02:39:04.0Z,4,REGULAR,3pt,Jump Shot,[],1630201,20.318659658344284,93.38235294117648,1610612761,117,114,2023-11-23T02:39:08Z,5700000,False,-217.0,138.0,1,left,MISS M. Flynn 25' pullup 3PT,[1630201],1610612761.0,TOR,pullup,,,Flynn,M. Flynn,,,,,Above the Break 3,24+ Left Center,25.73,Missed,,,,,,,,,,,,,,,,,,
578,PT05M04.00S,2023-11-23T02:39:06.0Z,4,REGULAR,rebound,offensive,[],1627751,,,1610612761,117,114,2023-11-23T02:39:08Z,5710000,False,,,0,,J. Poeltl REBOUND (Off:1 Def:3),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Above the Break 3,24+ Left Center,,,577.0,,,,,4.0,3.0,1.0,,,,,,,,,,
579,PT05M03.00S,2023-11-23T02:39:09.1Z,4,REGULAR,foul,personal,[],204456,,,1610612761,117,114,2023-11-23T02:39:20Z,5720000,False,,,0,,T. McConnell personal FOUL (5 PF),"[204456, 1630201]",1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,202007.0,,,,,,5.0,0.0,Flynn,1630201.0
581,PT04M58.00S,2023-11-23T02:39:32.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203471,6.915243101182654,51.225490196078425,1610612761,117,116,2023-11-23T02:39:38Z,5740000,False,-6.0,13.0,1,left,D. Schroder driving finger roll Layup (23 PTS) (J. Poeltl 6 AST),"[203471, 1627751]",1610612761.0,TOR,driving finger roll,,,Schroder,D. Schroder,,,,,Restricted Area,0-8 Center,1.39,Made,,23.0,J. Poeltl,1627751.0,6.0,,,,,,,,,,,,,
583,PT04M39.00S,2023-11-23T02:39:52.2Z,4,REGULAR,3pt,Jump Shot,[],1628971,94.1688567674113,4.6568627450980395,1610612754,117,116,2023-11-23T02:39:57Z,5760000,False,-227.0,2.0,1,right,MISS B. Brown 3PT,[1628971],1610612754.0,IND,,,,Brown,B. Brown,,,,,Left Corner 3,24+ Left,22.67,Missed,,,,,,,,,,,,,,,,,,
584,PT04M35.00S,2023-11-23T02:39:56.2Z,4,REGULAR,rebound,defensive,[],1630567,,,1610612761,117,116,2023-11-23T03:04:52Z,5770000,False,,,0,,S. Barnes REBOUND (Off:3 Def:7),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Left Corner 3,24+ Left,,,583.0,,,,,10.0,7.0,3.0,,,,,,,,,,
585,PT04M26.00S,2023-11-23T02:40:04.5Z,4,REGULAR,turnover,bad pass,[],1630567,,,1610612761,117,116,2023-11-23T02:40:08Z,5780000,False,,,0,,S. Barnes bad pass TURNOVER (3 TO),"[1630567, 1631097]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,3.0,,,Mathurin,1631097.0,,,,
586,PT04M26.00S,2023-11-23T02:40:04.5Z,4,REGULAR,steal,,[],1631097,,,1610612754,117,116,2023-11-23T02:40:05Z,5790000,False,,,0,,B. Mathurin STEAL (1 STL),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
587,PT04M22.00S,2023-11-23T02:40:11.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628971,93.9060446780552,50.0,1610612754,119,116,2023-11-23T02:40:23Z,5800000,False,0.0,5.0,1,right,B. Brown running Layup (13 PTS),[1628971],1610612754.0,IND,running,,,Brown,B. Brown,,,,,Restricted Area,0-8 Center,0.48,Made,,13.0,,,,,,,,,,,,,,,,
588,PT04M22.00S,2023-11-23T02:40:13.4Z,4,REGULAR,foul,personal,['1freethrow'],203471,,,1610612754,119,116,2023-11-23T02:40:24Z,5810000,False,,,0,,D. Schroder shooting personal FOUL (2 PF) (Brown 1 FT),"[203471, 1628971]",1610612761.0,TOR,shooting,,,Schroder,D. Schroder,,,,,Restricted Area,0-8 Center,,,,,,,,,,,202007.0,,,,,,2.0,0.0,Brown,1628971.0
590,PT04M22.00S,2023-11-23T02:40:25.3Z,4,REGULAR,substitution,out,[],1631097,,,1610612754,119,116,2023-11-23T02:40:59Z,5830000,False,,,0,,SUB out: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
591,PT04M22.00S,2023-11-23T02:40:25.3Z,4,REGULAR,substitution,out,[],204456,,,1610612754,119,116,2023-11-23T02:40:59Z,5840000,False,,,0,,SUB out: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
592,PT04M22.00S,2023-11-23T02:40:25.3Z,4,REGULAR,substitution,out,[],1630567,,,1610612754,119,116,2023-11-23T02:40:59Z,5850000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
593,PT04M22.00S,2023-11-23T02:40:25.3Z,4,REGULAR,substitution,in,[],1630169,,,1610612754,119,116,2023-11-23T02:40:59Z,5860000,False,,,0,,SUB in: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,,
594,PT04M22.00S,2023-11-23T02:40:25.3Z,4,REGULAR,substitution,in,[],1627741,,,1610612754,119,116,2023-11-23T02:40:59Z,5870000,False,,,0,,SUB in: B. Hield,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
595,PT04M22.00S,2023-11-23T02:40:25.3Z,4,REGULAR,substitution,in,[],1628384,,,1610612754,119,116,2023-11-23T02:40:59Z,5880000,False,,,0,,SUB in: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
596,PT04M22.00S,2023-11-23T02:40:43.9Z,4,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1628971,,,1610612754,120,116,2023-11-23T02:40:59Z,5890000,False,,,0,,B. Brown Free Throw 1 of 1 (14 PTS),[1628971],1610612754.0,IND,,,,Brown,B. Brown,,,,,,,,Made,,14.0,,,,,,,,,,,,,,,,
597,PT04M14.00S,2023-11-23T02:41:05.7Z,4,REGULAR,turnover,out-of-bounds,[],1627783,,,1610612761,120,116,2023-11-23T02:41:10Z,5900000,False,,,0,,P. Siakam step out-of-bounds TURNOVER (2 TO),[1627783],1610612761.0,TOR,step,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,202901.0,2.0,,,,,,,,
