actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
513,PT10M05.00S,2024-02-27T01:52:59.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630188,91.5407358738502,49.754901960784316,1610612754,96,95,2024-02-27T01:53:10Z,5090000,False,-1.0,27.0,1,right,J. Smith putback Layup (9 PTS),[1630188],1610612754.0,IND,putback,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,2.7,Made,9.0,,,,,,,,,,,,,,,,,
514,PT10M05.00S,2024-02-27T01:53:02.6Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,96,95,2024-02-27T01:53:02Z,5100000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,PT09M48.00S,2024-02-27T01:56:19.6Z,4,REGULAR,3pt,Jump Shot,[],1630534,6.915243101182654,1.715686274509804,1610612761,96,98,2024-02-27T01:56:23Z,5110000,False,241.0,13.0,1,left,O. Agbaji 24' 3PT  (11 PTS) (S. Barnes 11 AST),"[1630534, 1630567]",1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,Right Corner 3,24+ Right,24.17,Made,11.0,,,,,,,S. Barnes,1630567.0,11.0,,,,,,,,
517,PT09M22.00S,2024-02-27T01:56:44.5Z,4,REGULAR,3pt,Jump Shot,[],1631097,64.07687253613666,78.43137254901961,1610612754,99,98,2024-02-27T01:56:48Z,5130000,False,142.0,285.0,1,right,B. Mathurin 31' 3PT pullup (28 PTS),[1631097],1610612754.0,IND,pullup,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Right Center,31.87,Made,28.0,,,,,,,,,,,,,,,,,
518,PT09M14.00S,2024-02-27T01:56:52.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630567,7.30946123521682,47.30392156862745,1610612761,99,100,2024-02-27T01:56:55Z,5140000,False,13.0,16.0,1,left,S. Barnes Layup (16 PTS) (O. Agbaji 1 AST),"[1630567, 1630534]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,2.11,Made,16.0,,,,,,,O. Agbaji,1630534.0,1.0,,,,,,,,
520,PT08M57.00S,2024-02-27T01:57:10.9Z,4,REGULAR,foul,personal,['2freethrow'],203482,,,1610612754,99,100,2024-02-27T01:57:19Z,5160000,False,,,0,,K. Olynyk shooting personal FOUL (2 PF) (Mathurin 2 FT),"[203482, 1631097]",1610612761.0,TOR,shooting,,,Olynyk,K. Olynyk,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1628171.0,,2.0,0.0,Mathurin,1631097.0,,
522,PT08M57.00S,2024-02-27T01:57:42.8Z,4,REGULAR,freethrow,1 of 2,[],1631097,,,1610612754,100,100,2024-02-27T01:57:42Z,5180000,False,,,0,,B. Mathurin Free Throw 1 of 2 (29 PTS),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,Made,29.0,,,,,,,,,,,,,,,,,
523,PT08M57.00S,2024-02-27T01:58:06.0Z,4,REGULAR,freethrow,2 of 2,[],1631097,,,1610612754,101,100,2024-02-27T01:58:06Z,5190000,False,,,0,,B. Mathurin Free Throw 2 of 2 (30 PTS),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,Made,30.0,,,,,,,,,,,,,,,,,
524,PT08M41.00S,2024-02-27T01:58:23.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630567,7.835085413929041,42.40196078431372,1610612761,101,100,2024-02-27T01:59:05Z,5200000,False,38.0,21.0,1,left,MISS S. Barnes finger roll Layup,[1630567],1610612761.0,TOR,finger roll,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,4.35,Missed,,,,,,,,,,,,,,,,,,
525,PT08M39.00S,2024-02-27T01:58:25.8Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612761,101,100,2024-02-27T01:58:40Z,5210000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Restricted Area,0-8 Center,,,,524.0,,,,,,,,,,,,,,,,
527,PT08M39.00S,2024-02-27T01:59:23.5Z,4,REGULAR,substitution,out,[],1630567,,,1610612761,101,100,2024-02-27T01:59:55Z,5230000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
528,PT08M39.00S,2024-02-27T01:59:23.5Z,4,REGULAR,substitution,out,[],1628971,,,1610612761,101,100,2024-02-27T01:59:55Z,5240000,False,,,0,,SUB out: B. Brown,[1628971],1610612761.0,TOR,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
529,PT08M39.00S,2024-02-27T01:59:23.5Z,4,REGULAR,substitution,in,[],1630193,,,1610612761,101,100,2024-02-27T01:59:55Z,5250000,False,,,0,,SUB in: I. Quickley,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
530,PT08M39.00S,2024-02-27T01:59:23.5Z,4,REGULAR,substitution,in,[],1629628,,,1610612761,101,100,2024-02-27T01:59:55Z,5260000,False,,,0,,SUB in: R. Barrett,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
531,PT08M39.00S,2024-02-27T02:00:11.2Z,4,REGULAR,substitution,out,[],204456,,,1610612761,101,100,2024-02-27T02:00:16Z,5270000,False,,,0,,SUB out: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
532,PT08M39.00S,2024-02-27T02:00:11.2Z,4,REGULAR,substitution,in,[],1630169,,,1610612761,101,100,2024-02-27T02:00:16Z,5280000,False,,,0,,SUB in: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,,
533,PT08M35.00S,2024-02-27T02:00:35.4Z,4,REGULAR,foul,personal,['2freethrow'],1641767,,,1610612761,101,100,2024-02-27T02:00:43Z,5290000,False,,,0,,B. Sheppard shooting personal FOUL (2 PF) (Agbaji 2 FT),"[1641767, 1630534]",1610612754.0,IND,shooting,,,Sheppard,B. Sheppard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1662.0,,2.0,0.0,Agbaji,1630534.0,,
535,PT08M35.00S,2024-02-27T02:01:02.1Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1630534,,,1610612761,101,101,2024-02-27T02:01:02Z,5310000,False,,,0,,O. Agbaji Free Throw 1 of 2 (12 PTS),[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
536,PT08M35.00S,2024-02-27T02:01:06.6Z,4,REGULAR,substitution,out,[],1630188,,,1610612761,101,101,2024-02-27T02:01:09Z,5320000,False,,,0,,SUB out: J. Smith,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
537,PT08M35.00S,2024-02-27T02:01:06.6Z,4,REGULAR,substitution,in,[],1626167,,,1610612761,101,101,2024-02-27T02:01:09Z,5330000,False,,,0,,SUB in: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
538,PT08M35.00S,2024-02-27T02:01:14.6Z,4,REGULAR,substitution,out,[],1641767,,,1610612761,101,101,2024-02-27T02:01:22Z,5340000,False,,,0,,SUB out: B. Sheppard,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
539,PT08M35.00S,2024-02-27T02:01:14.6Z,4,REGULAR,substitution,in,[],1629614,,,1610612761,101,101,2024-02-27T02:01:22Z,5350000,False,,,0,,SUB in: A. Nembhard,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
540,PT08M35.00S,2024-02-27T02:01:36.5Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1630534,,,1610612761,101,102,2024-02-27T02:01:36Z,5360000,False,,,0,,O. Agbaji Free Throw 2 of 2 (13 PTS),[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
541,PT08M21.00S,2024-02-27T02:01:53.0Z,4,REGULAR,3pt,Jump Shot,[],1631097,78.40013140604468,8.088235294117647,1610612754,101,102,2024-02-27T02:02:27Z,5370000,False,-210.0,151.0,1,right,MISS B. Mathurin 25' step back 3PT,[1631097],1610612754.0,IND,step back,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Left Center,25.8,Missed,,,,,,,,,,,,,,,,,,
542,PT08M17.00S,2024-02-27T02:01:57.0Z,4,REGULAR,rebound,offensive,[],1626167,,,1610612754,101,102,2024-02-27T02:02:02Z,5380000,False,,,0,,M. Turner REBOUND (Off:5 Def:5),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Left Center,,,,541.0,10.0,5.0,5.0,,,,,,,,,,,,,
543,PT08M17.00S,2024-02-27T02:01:59.2Z,4,REGULAR,foul,personal,['2freethrow'],1630193,,,1610612754,101,102,2024-02-27T02:02:09Z,5390000,False,,,0,,I. Quickley shooting personal FOUL (2 PF) (Turner 2 FT),"[1630193, 1626167]",1610612761.0,TOR,shooting,,,Quickley,I. Quickley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1662.0,,2.0,0.0,Turner,1626167.0,,
545,PT08M17.00S,2024-02-27T02:02:22.0Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1626167,,,1610612754,101,102,2024-02-27T02:02:22Z,5410000,False,,,0,,MISS M. Turner Free Throw 1 of 2,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
546,PT08M17.00S,2024-02-27T02:02:22.0Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612754,101,102,2024-02-27T02:02:22Z,5420000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,,545.0,,,,,,,,,,,,,,,,
547,PT08M17.00S,2024-02-27T02:02:39.2Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1626167,,,1610612754,102,102,2024-02-27T02:02:39Z,5430000,False,,,0,,M. Turner Free Throw 2 of 2 (16 PTS),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
548,PT08M02.00S,2024-02-27T02:02:56.4Z,4,REGULAR,3pt,Jump Shot,[],1641711,30.56833114323259,25.735294117647058,1610612761,102,105,2024-02-27T02:03:00Z,5440000,False,121.0,235.0,1,left,G. Dick 26' 3PT  (15 PTS) (O. Agbaji 2 AST),"[1641711, 1630534]",1610612761.0,TOR,,,,Dick,G. Dick,,,,,Above the Break 3,24+ Right Center,26.43,Made,15.0,,,,,,,O. Agbaji,1630534.0,2.0,,,,,,,,
550,PT07M49.00S,2024-02-27T02:03:11.6Z,4,REGULAR,foul,personal,[],203482,,,1610612754,102,105,2024-02-27T02:03:20Z,5460000,False,,,0,,K. Olynyk personal FOUL (3 PF),"[203482, 1626167]",1610612761.0,TOR,,,,Olynyk,K. Olynyk,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,1628171.0,,3.0,0.0,Turner,1626167.0,,
552,PT07M45.00S,2024-02-27T02:03:31.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,88.12417871222075,45.83333333333333,1610612754,102,105,2024-02-27T02:03:36Z,5480000,False,-21.0,59.0,1,right,MISS P. Siakam 6' turnaround Shot,[1627783],1610612754.0,IND,turnaround,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,6.27,Missed,,,,,,,,,,,,,,,,,,
553,PT07M42.00S,2024-02-27T02:03:34.9Z,4,REGULAR,rebound,defensive,[],1641711,,,1610612761,102,105,2024-02-27T02:03:49Z,5490000,False,,,0,,G. Dick REBOUND (Off:2 Def:3),[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,In The Paint (Non-RA),0-8 Center,,,,552.0,5.0,3.0,2.0,,,,,,,,,,,,,
554,PT07M35.00S,2024-02-27T02:03:40.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629628,9.017739816031538,62.745098039215684,1610612761,102,107,2024-02-27T02:03:47Z,5500000,False,-64.0,32.0,1,left,R. Barrett 7' driving floating bank Jump Shot (17 PTS),[1629628],1610612761.0,TOR,driving floating bank,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),0-8 Center,7.14,Made,17.0,,,,,,,,,,,,,,,,,
555,PT07M17.00S,2024-02-27T02:03:58.4Z,4,REGULAR,turnover,bad pass,[],1626167,,,1610612754,102,107,2024-02-27T02:04:01Z,5510000,False,,,0,,M. Turner bad pass TURNOVER (3 TO),"[1626167, 203482]",1610612754.0,IND,,,,Turner,M. Turner,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,3.0,,,,,Olynyk,203482.0
556,PT07M17.00S,2024-02-27T02:03:58.4Z,4,REGULAR,steal,,[],203482,,,1610612761,102,107,2024-02-27T02:04:00Z,5520000,False,,,0,,K. Olynyk STEAL (1 STL),[203482],1610612761.0,TOR,,,,Olynyk,K. Olynyk,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
557,PT07M14.00S,2024-02-27T02:04:02.1Z,4,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1630193,32.670827858081466,64.70588235294117,1610612761,102,110,2024-02-27T02:04:13Z,5530000,False,-74.0,255.0,1,left,I. Quickley 26' 3PT running pullup (17 PTS),[1630193],1610612761.0,TOR,running pullup,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Center,26.5,Made,17.0,,,,,,,,,,,,,,,,,
558,PT07M12.00S,2024-02-27T02:04:08.2Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,102,110,2024-02-27T02:04:08Z,5540000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,PT07M12.00S,2024-02-27T02:06:30.2Z,4,REGULAR,substitution,out,[],1630534,,,1610612754,102,110,2024-02-27T02:06:47Z,5550000,False,,,0,,SUB out: O. Agbaji,[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,,,,,,,,
560,PT07M12.00S,2024-02-27T02:06:30.2Z,4,REGULAR,substitution,in,[],1629018,,,1610612754,102,110,2024-02-27T02:06:47Z,5560000,False,,,0,,SUB in: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
561,PT07M01.00S,2024-02-27T02:07:16.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629614,91.93495400788436,59.31372549019608,1610612754,104,110,2024-02-27T02:07:21Z,5570000,False,47.0,23.0,1,right,A. Nembhard driving Layup (6 PTS),[1629614],1610612754.0,IND,driving,,,Nembhard,A. Nembhard,,,,,In The Paint (Non-RA),0-8 Center,5.21,Made,6.0,,,,,,,,,,,,,,,,,
562,PT06M39.00S,2024-02-27T02:07:40.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,7.046649145860711,45.83333333333333,1610612761,104,112,2024-02-27T02:07:45Z,5580000,False,21.0,14.0,1,left,R. Barrett driving Layup (19 PTS),[1629628],1610612761.0,TOR,driving,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,2.49,Made,19.0,,,,,,,,,,,,,,,,,
563,PT06M39.00S,2024-02-27T02:07:43.3Z,4,REGULAR,foul,personal,['1freethrow'],1631097,,,1610612761,104,112,2024-02-27T02:07:49Z,5590000,False,,,0,,B. Mathurin shooting personal FOUL (4 PF) (Barrett 1 FT),"[1631097, 1629628]",1610612754.0,IND,shooting,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1628171.0,,4.0,0.0,Barrett,1629628.0,,
565,PT06M39.00S,2024-02-27T02:07:51.6Z,4,REGULAR,substitution,out,[],203482,,,1610612761,104,112,2024-02-27T02:08:06Z,5610000,False,,,0,,SUB out: K. Olynyk,[203482],1610612761.0,TOR,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,,
566,PT06M39.00S,2024-02-27T02:07:51.6Z,4,REGULAR,substitution,in,[],1630567,,,1610612761,104,112,2024-02-27T02:08:06Z,5620000,False,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
568,PT06M39.00S,2024-02-27T02:08:05.9Z,4,REGULAR,freethrow,1 of 1,[],1629628,,,1610612761,104,112,2024-02-27T02:08:08Z,5630000,False,,,0,,MISS R. Barrett Free Throw 1 of 1,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
569,PT06M38.00S,2024-02-27T02:08:06.9Z,4,REGULAR,rebound,defensive,[],1627783,,,1610612754,104,112,2024-02-27T02:08:08Z,5640000,False,,,0,,P. Siakam REBOUND (Off:2 Def:5),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,568.0,7.0,5.0,2.0,,,,,,,,,,,,,
570,PT06M28.00S,2024-02-27T02:08:21.2Z,4,REGULAR,foul,personal,['2freethrow'],1630193,,,1610612754,104,112,2024-02-27T02:08:25Z,5650000,False,,,0,,I. Quickley shooting personal FOUL (3 PF) (Haliburton 2 FT),"[1630193, 1630169]",1610612761.0,TOR,shooting,,,Quickley,I. Quickley,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,1662.0,,3.0,0.0,Haliburton,1630169.0,,
572,PT06M28.00S,2024-02-27T02:08:38.6Z,4,REGULAR,freethrow,1 of 2,[],1630169,,,1610612754,104,112,2024-02-27T02:08:58Z,5670000,False,,,0,,MISS T. Haliburton Free Throw 1 of 2,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
573,PT06M28.00S,2024-02-27T02:08:38.6Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612754,104,112,2024-02-27T02:08:58Z,5680000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,,572.0,,,,,,,,,,,,,,,,
574,PT06M28.00S,2024-02-27T02:08:38.6Z,4,REGULAR,freethrow,2 of 2,[],1630169,,,1610612754,104,112,2024-02-27T02:08:58Z,5690000,False,,,0,,MISS T. Haliburton Free Throw 2 of 2,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
575,PT06M28.00S,2024-02-27T02:08:38.6Z,4,REGULAR,rebound,defensive,[],1630193,,,1610612761,104,112,2024-02-27T02:09:14Z,5700000,False,,,0,,I. Quickley REBOUND (Off:0 Def:5),[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,574.0,5.0,5.0,0.0,,,,,,,,,,,,,
576,PT06M21.00S,2024-02-27T02:09:03.3Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1641711,8.09789750328515,2.696078431372549,1610612761,104,115,2024-02-27T02:09:37Z,5710000,False,237.0,24.0,1,left,G. Dick 3PT running (18 PTS) (S. Barnes 12 AST),"[1641711, 1630567]",1610612761.0,TOR,running,,,Dick,G. Dick,,,,,Right Corner 3,24+ Right,23.77,Made,18.0,,,,,,,S. Barnes,1630567.0,12.0,,,,,,,,
578,PT06M10.00S,2024-02-27T02:09:14.0Z,4,REGULAR,3pt,Jump Shot,[],1630169,94.30026281208936,96.32352941176471,1610612754,104,115,2024-02-27T02:09:19Z,5730000,False,232.0,1.0,1,right,MISS T. Haliburton step back 3PT,[1630169],1610612754.0,IND,step back,,,Haliburton,T. Haliburton,,,,,Right Corner 3,24+ Right,23.16,Missed,,,,,,,,,,,,,,,,,,
579,PT06M06.00S,2024-02-27T02:09:18.0Z,4,REGULAR,rebound,defensive,[],1630567,,,1610612761,104,115,2024-02-27T02:09:19Z,5740000,False,,,0,,S. Barnes REBOUND (Off:3 Def:7),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Right Corner 3,24+ Right,,,,578.0,10.0,7.0,3.0,,,,,,,,,,,,,
580,PT05M53.00S,2024-02-27T02:09:30.3Z,4,REGULAR,3pt,Jump Shot,[],1630193,28.07161629434954,85.7843137254902,1610612761,104,115,2024-02-27T02:10:27Z,5750000,False,-179.0,211.0,1,left,MISS I. Quickley 27' step back 3PT,[1630193],1610612761.0,TOR,step back,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Left Center,27.69,Missed,,,,,,,,,,,,,,,,,,
581,PT05M50.00S,2024-02-27T02:09:33.3Z,4,REGULAR,rebound,defensive,[],1631097,,,1610612754,104,115,2024-02-27T02:09:35Z,5760000,False,,,0,,B. Mathurin REBOUND (Off:0 Def:8),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Left Center,,,,580.0,8.0,8.0,0.0,,,,,,,,,,,,,
582,PT05M39.00S,2024-02-27T02:09:45.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631097,91.40932982917214,56.86274509803921,1610612754,106,115,2024-02-27T02:10:47Z,5770000,False,34.0,28.0,1,right,B. Mathurin driving floating bank Jump Shot (32 PTS) (P. Siakam 4 AST),"[1631097, 1627783]",1610612754.0,IND,driving floating bank,,,Mathurin,B. Mathurin,,,,,In The Paint (Non-RA),0-8 Center,4.45,Made,32.0,,,,,,,P. Siakam,1627783.0,4.0,,,,,,,,
584,PT05M17.00S,2024-02-27T02:10:06.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,6.258212877792378,54.65686274509803,1610612761,106,117,2024-02-27T02:10:09Z,5790000,False,-23.0,6.0,1,left,R. Barrett Layup (21 PTS) (G. Dick 2 AST),"[1629628, 1641711]",1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,2.41,Made,21.0,,,,,,,G. Dick,1641711.0,2.0,,,,,,,,
586,PT05M04.00S,2024-02-27T02:10:20.1Z,4,REGULAR,3pt,Jump Shot,[],1627783,69.07030223390277,25.245098039215684,1610612754,106,117,2024-02-27T02:10:27Z,5810000,False,-124.0,238.0,1,right,MISS P. Siakam 26' 3PT,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Left Center,26.85,Missed,,,,,,,,,,,,,,,,,,
587,PT05M00.00S,2024-02-27T02:10:24.1Z,4,REGULAR,rebound,defensive,[],1629018,,,1610612761,106,117,2024-02-27T02:10:27Z,5820000,False,,,0,,G. Trent Jr. REBOUND (Off:1 Def:4),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Left Center,,,,586.0,5.0,4.0,1.0,,,,,,,,,,,,,
588,PT04M41.00S,2024-02-27T02:10:42.9Z,4,REGULAR,2pt,Jump Shot,[],1641711,16.376478318002626,79.16666666666666,1610612761,106,117,2024-02-27T02:10:46Z,5830000,False,-146.0,101.0,1,left,MISS G. Dick 17' pullup Shot,[1641711],1610612761.0,TOR,pullup,,,Dick,G. Dick,,,,,Mid-Range,16-24 Left,17.76,Missed,,,,,,,,,,,,,,,,,,
589,PT04M38.00S,2024-02-27T02:10:45.9Z,4,REGULAR,rebound,defensive,[],1626167,,,1610612754,106,117,2024-02-27T02:10:46Z,5840000,False,,,0,,M. Turner REBOUND (Off:5 Def:6),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Mid-Range,16-24 Left,,,,588.0,11.0,6.0,5.0,,,,,,,,,,,,,
590,PT04M32.00S,2024-02-27T02:10:51.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631097,92.85479632063075,54.41176470588235,1610612754,108,117,2024-02-27T02:12:44Z,5850000,False,22.0,15.0,1,right,B. Mathurin cutting finger roll Layup (34 PTS) (P. Siakam 5 AST),"[1631097, 1627783]",1610612754.0,IND,cutting finger roll,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,2.65,Made,34.0,,,,,,,P. Siakam,1627783.0,5.0,,,,,,,,
592,PT04M16.00S,2024-02-27T02:11:11.8Z,4,REGULAR,foul,personal,[],1627783,,,1610612761,108,117,2024-02-27T02:11:23Z,5870000,False,,,0,,P. Siakam personal FOUL (3 PF),"[1627783, 1630193]",1610612754.0,IND,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,1662.0,,3.0,0.0,Quickley,1630193.0,,
594,PT04M16.00S,2024-02-27T02:11:22.7Z,4,REGULAR,substitution,out,[],1626167,,,1610612761,108,117,2024-02-27T02:11:28Z,5890000,False,,,0,,SUB out: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
595,PT04M16.00S,2024-02-27T02:11:22.7Z,4,REGULAR,substitution,in,[],1630167,,,1610612761,108,117,2024-02-27T02:11:28Z,5900000,False,,,0,,SUB in: O. Toppin,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
596,PT04M04.00S,2024-02-27T02:11:49.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630567,7.5722733245729295,56.86274509803921,1610612761,108,117,2024-02-27T02:13:07Z,5910000,False,-34.0,19.0,1,left,MISS S. Barnes driving Layup,[1630567],1610612761.0,TOR,driving,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,3.91,Missed,,,,,,,,,,,,,,,,,,
597,PT04M04.00S,2024-02-27T02:11:49.4Z,4,REGULAR,rebound,defensive,[],1630167,,,1610612754,108,117,2024-02-27T02:13:18Z,5920000,False,,,0,,O. Toppin REBOUND (Off:0 Def:3),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Restricted Area,0-8 Center,,,,596.0,3.0,3.0,0.0,,,,,,,,,,,,,
598,PT03M57.00S,2024-02-27T02:11:56.6Z,4,REGULAR,3pt,Jump Shot,[],1627783,94.1688567674113,95.83333333333334,1610612754,108,117,2024-02-27T02:12:03Z,5930000,False,229.0,2.0,1,right,MISS P. Siakam pullup 3PT,[1627783],1610612754.0,IND,pullup,,,Siakam,P. Siakam,,,,,Right Corner 3,24+ Right,22.92,Missed,,,,,,,,,,,,,,,,,,
599,PT03M53.00S,2024-02-27T02:12:00.9Z,4,REGULAR,rebound,offensive,[],1631097,,,1610612754,108,117,2024-02-27T02:12:00Z,5940000,False,,,0,,B. Mathurin REBOUND (Off:1 Def:8),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Right Corner 3,24+ Right,,,,598.0,9.0,8.0,1.0,,,,,,,,,,,,,
