actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
161,PT11M01.00S,2026-01-01T01:39:43.0Z,2,REGULAR,rebound,defensive,[],1628398,,,1610612749,34,30,2026-01-01T01:39:51Z,1600000,False,,,0,,K. Kuzma REBOUND (Off:1 Def:2),[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),8-16 Center,,,160.0,3.0,2.0,1.0,,,,,,,,,,,,,,
162,PT10M56.00S,2026-01-01T01:39:53.9Z,2,REGULAR,foul,personal,['2freethrow'],1628963,,,1610612749,34,30,2026-01-01T01:40:06Z,1610000,False,,,0,,M. Bagley III shooting personal FOUL (2 PF) (Kuzma 2 FT),"[1628963, 1628398]",1610612764.0,WAS,shooting,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,,,,,,,1628951.0,2.0,0.0,Kuzma,1628398.0,,,,,,,,,
164,PT10M56.00S,2026-01-01T01:40:33.0Z,2,REGULAR,freethrow,1 of 2,[],1628398,,,1610612749,34,30,2026-01-01T01:40:33Z,1630000,False,,,0,,MISS K. Kuzma Free Throw 1 of 2,[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
165,PT10M56.00S,2026-01-01T01:40:33.0Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612749,34,30,2026-01-01T01:40:33Z,1640000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,164.0,,,,,,,,,,,,,,,,,
166,PT10M56.00S,2026-01-01T01:40:46.7Z,2,REGULAR,freethrow,2 of 2,[],1628398,,,1610612749,35,30,2026-01-01T01:40:46Z,1650000,False,,,0,,K. Kuzma Free Throw 2 of 2 (1 PTS),[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,,,,Made,,,,,,,,,,1.0,,,,,,,,
167,PT10M43.00S,2026-01-01T01:41:04.6Z,2,REGULAR,turnover,out-of-bounds,[],1642358,,,1610612764,35,30,2026-01-01T01:41:14Z,1660000,False,,,0,,A. Johnson bad pass out-of-bounds TURNOVER (2 TO),[1642358],1610612764.0,WAS,bad pass,,,Johnson,A. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1628951.0,,,,,,2.0,,,,,,,
168,PT10M43.00S,2026-01-01T01:41:10.2Z,2,REGULAR,substitution,out,[],1628398,,,1610612749,35,30,2026-01-01T01:41:27Z,1670000,False,,,0,,SUB out: K. Kuzma,[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT10M43.00S,2026-01-01T01:41:10.2Z,2,REGULAR,substitution,in,[],203507,,,1610612749,35,30,2026-01-01T01:41:27Z,1680000,False,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT10M27.00S,2026-01-01T01:41:45.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629018,25.57490144546649,87.25490196078431,1610612749,35,30,2026-01-01T01:41:53Z,1690000,False,-186.0,188.0,1,left,MISS G. Trent Jr. 26' 3PT,[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Left Center,26.46,Missed,,,,,,,,,,,,,,,,,,
171,PT10M24.00S,2026-01-01T01:41:48.3Z,2,REGULAR,rebound,defensive,[],1642267,,,1610612764,35,30,2026-01-01T01:41:53Z,1700000,False,,,0,,B. Carrington REBOUND (Off:0 Def:3),[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,Above the Break 3,24+ Left Center,,,170.0,3.0,3.0,0.0,,,,,,,,,,,,,,
172,PT10M23.00S,2026-01-01T01:41:50.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1642358,73.14388961892247,15.686274509803921,1610612764,35,33,2026-01-01T01:42:03Z,1710000,False,-172.0,200.0,1,right,A. Johnson 26' 3PT running pullup (5 PTS) (B. Carrington 3 AST),"[1642358, 1642267]",1610612764.0,WAS,running pullup,,,Johnson,A. Johnson,,,,,Above the Break 3,24+ Left Center,26.35,Made,,,,,,,,,,5.0,,B. Carrington,1642267.0,3.0,,,,
174,PT10M09.00S,2026-01-01T01:42:03.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629645,6.389618922470433,49.01960784313725,1610612749,37,33,2026-01-01T01:42:09Z,1730000,False,5.0,8.0,1,left,K. Porter Jr. driving Layup (8 PTS),[1629645],1610612749.0,MIL,driving,,,Porter Jr.,K. Porter Jr.,,,,,Restricted Area,0-8 Center,0.9,Made,,,,,,,,,,8.0,,,,,,,,
175,PT09M54.00S,2026-01-01T01:42:18.6Z,2,REGULAR,3pt,Jump Shot,[],1642358,74.45795006570303,87.74509803921569,1610612764,37,36,2026-01-01T01:42:28Z,1740000,False,189.0,188.0,1,right,A. Johnson 26' 3PT  (8 PTS) (W. Riley 2 AST),"[1642358, 1642860]",1610612764.0,WAS,,,,Johnson,A. Johnson,,,,,Above the Break 3,24+ Right Center,26.61,Made,,,,,,,,,,8.0,,W. Riley,1642860.0,2.0,,,,
177,PT09M41.00S,2026-01-01T01:42:35.9Z,2,REGULAR,foul,personal,[],1630551,,,1610612749,37,36,2026-01-01T01:42:45Z,1760000,False,,,0,,J. Champagnie personal FOUL (1 PF),"[1630551, 1629018]",1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Center,,,,,,,1628951.0,1.0,0.0,Trent Jr.,1629018.0,,,,,,,,,
179,PT09M41.00S,2026-01-01T01:42:46.2Z,2,REGULAR,substitution,out,[],1629018,,,1610612749,37,36,2026-01-01T01:42:55Z,1780000,False,,,0,,SUB out: G. Trent Jr.,[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT09M41.00S,2026-01-01T01:42:46.2Z,2,REGULAR,substitution,out,[],1642860,,,1610612749,37,36,2026-01-01T01:42:55Z,1790000,False,,,0,,SUB out: W. Riley,[1642860],1610612764.0,WAS,,,,Riley,W. Riley,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT09M41.00S,2026-01-01T01:42:46.2Z,2,REGULAR,substitution,in,[],1631157,,,1610612749,37,36,2026-01-01T01:42:55Z,1800000,False,,,0,,SUB in: R. Rollins,[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT09M41.00S,2026-01-01T01:42:46.2Z,2,REGULAR,substitution,in,[],1641731,,,1610612749,37,36,2026-01-01T01:42:55Z,1810000,False,,,0,,SUB in: B. Coulibaly,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT09M34.00S,2026-01-01T01:43:05.0Z,2,REGULAR,3pt,Jump Shot,[],1626171,31.488173455978973,71.81372549019608,1610612749,37,36,2026-01-01T01:43:12Z,1820000,False,-109.0,243.0,1,left,MISS B. Portis 26' 3PT,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Above the Break 3,24+ Left Center,26.68,Missed,,,,,,,,,,,,,,,,,,
184,PT09M29.00S,2026-01-01T01:43:10.0Z,2,REGULAR,rebound,defensive,[],1642267,,,1610612764,37,36,2026-01-01T01:43:12Z,1830000,False,,,0,,B. Carrington REBOUND (Off:0 Def:4),[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,Above the Break 3,24+ Left Center,,,183.0,4.0,4.0,0.0,,,,,,,,,,,,,,
185,PT09M28.00S,2026-01-01T01:43:13.0Z,2,REGULAR,turnover,out-of-bounds,[],1642267,,,1610612764,37,36,2026-01-01T01:43:21Z,1840000,False,,,0,,B. Carrington bad pass out-of-bounds TURNOVER (1 TO),[1642267],1610612764.0,WAS,bad pass,,,Carrington,B. Carrington,,,,,Above the Break 3,24+ Center,,,,,,,1628951.0,,,,,,1.0,,,,,,,
186,PT09M04.00S,2026-01-01T01:43:39.6Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1629645,15.850854139290407,23.03921568627451,1610612749,39,36,2026-01-01T01:44:04Z,1850000,False,135.0,96.0,1,left,K. Porter Jr. 16' step back Jump Shot (10 PTS),[1629645],1610612749.0,MIL,step back,,,Porter Jr.,K. Porter Jr.,,,,,Mid-Range,16-24 Right,16.58,Made,,,,,,,,,,10.0,,,,,,,,
187,PT08M46.00S,2026-01-01T01:43:57.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641731,81.07752956636006,48.69791666666667,1610612764,39,36,2026-01-01T01:44:35Z,1860000,False,-7.0,125.0,1,right,MISS B. Coulibaly 12' pullup Shot - blocked,"[1641731, 1626171]",1610612764.0,WAS,pullup,,,Coulibaly,B. Coulibaly,,,,,In The Paint (Non-RA),8-16 Center,12.56,Missed,,,,,,,,,,,,,,,Portis,1626171.0,,
188,PT08M46.00S,2026-01-01T01:43:57.9Z,2,REGULAR,block,,[],1626171,,,1610612764,39,36,2026-01-01T01:44:01Z,1870000,False,,,0,,B. Portis BLOCK (1 BLK),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
189,PT08M43.00S,2026-01-01T01:44:00.9Z,2,REGULAR,rebound,defensive,[],1626171,,,1610612749,39,36,2026-01-01T01:44:17Z,1880000,False,,,0,,B. Portis REBOUND (Off:0 Def:2),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,In The Paint (Non-RA),8-16 Center,,,187.0,2.0,2.0,0.0,,,,,,,,,,,,,,
190,PT08M43.00S,2026-01-01T01:44:04.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1626171,9.937582128777924,49.01960784313725,1610612749,39,36,2026-01-01T01:44:24Z,1890000,False,5.0,41.0,1,left,MISS B. Portis running Layup,[1626171],1610612749.0,MIL,running,,,Portis,B. Portis,,,,,Restricted Area,0-8 Center,4.12,Missed,,,,,,,,,,,,,,,,,,
192,PT08M43.00S,2026-01-01T01:44:04.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612749,39,36,2026-01-01T01:44:24Z,1910000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,Restricted Area,0-8 Center,,,190.0,,,,,,,,,,,,,,,,,
194,PT08M36.00S,2026-01-01T01:44:38.9Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203914,4.5499342969776615,96.32352941176471,1610612749,42,36,2026-01-01T01:44:45Z,1930000,False,-232.0,-10.0,1,left,G. Harris 3PT  (5 PTS) (R. Rollins 4 AST),"[203914, 1631157]",1610612749.0,MIL,,,,Harris,G. Harris,,,,,Left Corner 3,24+ Left,23.18,Made,,,,,,,,,,5.0,,R. Rollins,1631157.0,4.0,,,,
196,PT08M36.00S,2026-01-01T01:44:49.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,42,36,2026-01-01T01:44:49Z,1950000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT08M36.00S,2026-01-01T01:44:53.6Z,2,REGULAR,foul,technical,['1freethrow'],1626171,,,1610612764,42,36,2026-01-01T01:47:50Z,1960000,False,,,0,,B. Portis technical FOUL (1 Tech),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,201639.0,0.0,1.0,,,,,,,,,,,
198,PT08M36.00S,2026-01-01T01:47:53.0Z,2,REGULAR,freethrow,1 of 1,[],1642267,,,1610612764,42,36,2026-01-01T01:47:53Z,1970000,False,,,0,,MISS B. Carrington technical Free Throw 1 of 1,[1642267],1610612764.0,WAS,technical,,,Carrington,B. Carrington,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
199,PT08M36.00S,2026-01-01T01:47:53.0Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612764,42,36,2026-01-01T01:47:53Z,1980000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,198.0,,,,,,,,,,,,,,,,,
200,PT08M19.00S,2026-01-01T01:48:15.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630551,92.32917214191852,50.49019607843137,1610612764,42,38,2026-01-01T01:48:23Z,1990000,False,2.0,20.0,1,right,J. Champagnie driving Layup (6 PTS) (M. Bagley III 1 AST),"[1630551, 1628963]",1610612764.0,WAS,driving,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,1.98,Made,,,,,,,,,,6.0,,M. Bagley III,1628963.0,1.0,,,,
202,PT08M06.00S,2026-01-01T01:48:29.2Z,2,REGULAR,turnover,lost ball,[],203507,,,1610612749,42,38,2026-01-01T01:48:35Z,2010000,False,,,0,,G. Antetokounmpo lost ball TURNOVER (3 TO),"[203507, 1628963]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,3.0,,,,,,Bagley III,1628963.0
203,PT08M06.00S,2026-01-01T01:48:29.2Z,2,REGULAR,steal,,[],1628963,,,1610612764,42,38,2026-01-01T01:53:42Z,2020000,False,,,0,,M. Bagley III STEAL (1 STL),[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
204,PT07M57.00S,2026-01-01T01:48:38.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1641731,95.22010512483574,95.58823529411765,1610612764,42,41,2026-01-01T01:48:43Z,2030000,False,228.0,-8.0,1,right,B. Coulibaly 3PT  (5 PTS) (B. Carrington 4 AST),"[1641731, 1642267]",1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Right Corner 3,24+ Right,22.8,Made,,,,,,,,,,5.0,,B. Carrington,1642267.0,4.0,,,,
206,PT07M35.00S,2026-01-01T01:49:00.8Z,2,REGULAR,3pt,Jump Shot,[],1631157,6.1268068331143235,94.11764705882352,1610612749,42,41,2026-01-01T01:49:05Z,2050000,False,-221.0,5.0,1,left,MISS R. Rollins 3PT,[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,Left Corner 3,24+ Left,22.07,Missed,,,,,,,,,,,,,,,,,,
207,PT07M30.00S,2026-01-01T01:49:04.8Z,2,REGULAR,rebound,defensive,[],1628963,,,1610612764,42,41,2026-01-01T01:49:04Z,2060000,False,,,0,,M. Bagley III REBOUND (Off:0 Def:2),[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,Left Corner 3,24+ Left,,,206.0,2.0,2.0,0.0,,,,,,,,,,,,,,
208,PT07M21.00S,2026-01-01T01:49:16.8Z,2,REGULAR,foul,personal,['2freethrow'],203507,,,1610612764,42,41,2026-01-01T01:49:34Z,2070000,False,,,0,,G. Antetokounmpo shooting personal FOUL (1 PF) (Coulibaly 2 FT),"[203507, 1641731]",1610612749.0,MIL,shooting,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202901.0,1.0,0.0,Coulibaly,1641731.0,,,,,,,,,
210,PT07M21.00S,2026-01-01T01:49:39.9Z,2,REGULAR,freethrow,1 of 2,[],1641731,,,1610612764,42,42,2026-01-01T01:49:39Z,2090000,False,,,0,,B. Coulibaly Free Throw 1 of 2 (6 PTS),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,Made,,,,,,,,,,6.0,,,,,,,,
211,PT07M21.00S,2026-01-01T01:49:41.2Z,2,REGULAR,substitution,out,[],1626171,,,1610612764,42,42,2026-01-01T01:50:02Z,2100000,False,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT07M21.00S,2026-01-01T01:49:41.2Z,2,REGULAR,substitution,out,[],203914,,,1610612764,42,42,2026-01-01T01:50:02Z,2110000,False,,,0,,SUB out: G. Harris,[203914],1610612749.0,MIL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT07M21.00S,2026-01-01T01:49:41.2Z,2,REGULAR,substitution,out,[],1642358,,,1610612764,42,42,2026-01-01T01:50:02Z,2120000,False,,,0,,SUB out: A. Johnson,[1642358],1610612764.0,WAS,,,,Johnson,A. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT07M21.00S,2026-01-01T01:49:41.2Z,2,REGULAR,substitution,out,[],1642267,,,1610612764,42,42,2026-01-01T01:50:02Z,2130000,False,,,0,,SUB out: B. Carrington,[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT07M21.00S,2026-01-01T01:49:41.2Z,2,REGULAR,substitution,out,[],1628963,,,1610612764,42,42,2026-01-01T01:50:02Z,2150000,False,,,0,,SUB out: M. Bagley III,[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT07M21.00S,2026-01-01T01:49:41.2Z,2,REGULAR,substitution,in,[],1626167,,,1610612764,42,42,2026-01-01T01:50:02Z,2160000,False,,,0,,SUB in: M. Turner,[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT07M21.00S,2026-01-01T01:49:41.2Z,2,REGULAR,substitution,in,[],1631260,,,1610612764,42,42,2026-01-01T01:50:02Z,2170000,False,,,0,,SUB in: A. Green,[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT07M21.00S,2026-01-01T01:49:41.2Z,2,REGULAR,substitution,in,[],203468,,,1610612764,42,42,2026-01-01T01:50:02Z,2180000,False,,,0,,SUB in: C. McCollum,[203468],1610612764.0,WAS,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT07M21.00S,2026-01-01T01:49:41.2Z,2,REGULAR,substitution,in,[],1642848,,,1610612764,42,42,2026-01-01T01:50:02Z,2200000,False,,,0,,SUB in: T. Johnson,[1642848],1610612764.0,WAS,,,,Johnson,T. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT07M21.00S,2026-01-01T01:49:41.2Z,2,REGULAR,substitution,in,[],1642259,,,1610612764,42,42,2026-01-01T01:50:02Z,2210000,False,,,0,,SUB in: A. Sarr,[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT07M21.00S,2026-01-01T01:50:06.5Z,2,REGULAR,freethrow,2 of 2,[],1641731,,,1610612764,42,43,2026-01-01T01:50:06Z,2220000,False,,,0,,B. Coulibaly Free Throw 2 of 2 (7 PTS),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,Made,,,,,,,,,,7.0,,,,,,,,
224,PT07M04.00S,2026-01-01T01:50:26.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203507,7.703679369250986,54.41176470588235,1610612749,42,43,2026-01-01T01:50:32Z,2230000,False,-22.0,20.0,1,left,MISS G. Antetokounmpo cutting Layup - blocked,"[203507, 1630551]",1610612749.0,MIL,cutting,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,2.97,Missed,,,,,,,,,,,,,,,Champagnie,1630551.0,,
225,PT07M04.00S,2026-01-01T01:50:26.0Z,2,REGULAR,block,,[],1630551,,,1610612749,42,43,2026-01-01T01:56:30Z,2240000,False,,,0,,J. Champagnie BLOCK (2 BLK),[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
226,PT06M59.00S,2026-01-01T01:50:31.0Z,2,REGULAR,rebound,defensive,[],1642259,,,1610612764,42,43,2026-01-01T01:50:32Z,2250000,False,,,0,,A. Sarr REBOUND (Off:0 Def:2),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Restricted Area,0-8 Center,,,224.0,2.0,2.0,0.0,,,,,,,,,,,,,,
227,PT06M44.00S,2026-01-01T01:50:45.5Z,2,REGULAR,3pt,Jump Shot,[],1642848,73.66951379763469,84.55882352941177,1610612764,42,46,2026-01-01T01:51:03Z,2260000,False,173.0,195.0,1,right,T. Johnson 26' 3PT  (9 PTS) (B. Coulibaly 2 AST),"[1642848, 1641731]",1610612764.0,WAS,,,,Johnson,T. Johnson,,,,,Above the Break 3,24+ Right Center,26.05,Made,,,,,,,,,,9.0,,B. Coulibaly,1641731.0,2.0,,,,
229,PT06M44.00S,2026-01-01T01:50:52.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,42,46,2026-01-01T01:50:52Z,2280000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT06M37.00S,2026-01-01T01:53:58.5Z,2,REGULAR,foul,personal,['2freethrow'],1642259,,,1610612749,42,46,2026-01-01T01:54:20Z,2310000,False,,,0,,A. Sarr shooting personal FOUL (1 PF) (Antetokounmpo 2 FT),"[1642259, 203507]",1610612764.0,WAS,shooting,,,Sarr,A. Sarr,,,,,Restricted Area,0-8 Center,,,,,,,202901.0,1.0,0.0,Antetokounmpo,203507.0,,,,,,,,,
234,PT06M37.00S,2026-01-01T01:54:31.6Z,2,REGULAR,freethrow,1 of 2,[],203507,,,1610612749,42,46,2026-01-01T01:55:08Z,2330000,False,,,0,,MISS G. Antetokounmpo Free Throw 1 of 2,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
235,PT06M37.00S,2026-01-01T01:54:31.6Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612749,42,46,2026-01-01T01:55:08Z,2340000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,234.0,,,,,,,,,,,,,,,,,
236,PT06M37.00S,2026-01-01T01:54:31.6Z,2,REGULAR,freethrow,2 of 2,[],203507,,,1610612749,42,46,2026-01-01T01:55:08Z,2350000,False,,,0,,MISS G. Antetokounmpo Free Throw 2 of 2,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
237,PT06M34.00S,2026-01-01T01:54:34.6Z,2,REGULAR,rebound,defensive,[],1630551,,,1610612764,42,46,2026-01-01T01:55:08Z,2360000,False,,,0,,J. Champagnie REBOUND (Off:0 Def:2),[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,,,,,236.0,2.0,2.0,0.0,,,,,,,,,,,,,,
238,PT06M20.00S,2026-01-01T01:55:05.6Z,2,REGULAR,turnover,lost ball,[],1642259,,,1610612764,42,46,2026-01-01T01:55:11Z,2370000,False,,,0,,A. Sarr lost ball TURNOVER (2 TO),"[1642259, 1626167]",1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,2.0,,,,,,Turner,1626167.0
239,PT06M20.00S,2026-01-01T01:55:05.6Z,2,REGULAR,steal,,[],1626167,,,1610612749,42,46,2026-01-01T01:55:08Z,2380000,False,,,0,,M. Turner STEAL (2 STL),[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
240,PT06M12.00S,2026-01-01T01:55:13.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203507,6.652431011826544,50.73529411764706,1610612749,44,46,2026-01-01T01:55:19Z,2390000,False,-4.0,10.0,1,left,G. Antetokounmpo running Layup (12 PTS),[203507],1610612749.0,MIL,running,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,1.07,Made,,,,,,,,,,12.0,,,,,,,,
241,PT05M56.00S,2026-01-01T01:55:28.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642848,81.8166885676741,36.76470588235294,1610612764,44,46,2026-01-01T01:55:35Z,2400000,False,-66.0,118.0,1,right,MISS T. Johnson 13' fadeaway bank Shot,[1642848],1610612764.0,WAS,fadeaway bank,,,Johnson,T. Johnson,,,,,In The Paint (Non-RA),8-16 Center,13.57,Missed,,,,,,,,,,,,,,,,,,
242,PT05M56.00S,2026-01-01T01:55:28.7Z,2,REGULAR,rebound,offensive,[],1642259,,,1610612764,44,46,2026-01-01T01:55:35Z,2410000,False,,,0,,A. Sarr REBOUND (Off:1 Def:2),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,In The Paint (Non-RA),8-16 Center,,,241.0,3.0,2.0,1.0,,,,,,,,,,,,,,
243,PT05M56.00S,2026-01-01T01:55:33.2Z,2,REGULAR,foul,personal,['2freethrow'],1631157,,,1610612764,44,46,2026-01-01T01:55:47Z,2420000,False,,,0,,R. Rollins shooting personal FOUL (1 PF) (Sarr 2 FT),"[1631157, 1642259]",1610612749.0,MIL,shooting,,,Rollins,R. Rollins,,,,,Restricted Area,0-8 Center,,,,,,,202901.0,1.0,0.0,Sarr,1642259.0,,,,,,,,,
245,PT05M56.00S,2026-01-01T01:55:58.0Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1642259,,,1610612764,44,47,2026-01-01T01:55:58Z,2440000,False,,,0,,A. Sarr Free Throw 1 of 2 (5 PTS),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,,,,Made,,,,,,,,,,5.0,,,,,,,,
246,PT05M56.00S,2026-01-01T01:56:17.7Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1642259,,,1610612764,44,48,2026-01-01T01:56:17Z,2450000,False,,,0,,A. Sarr Free Throw 2 of 2 (6 PTS),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,,,,Made,,,,,,,,,,6.0,,,,,,,,
247,PT05M40.00S,2026-01-01T01:56:35.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629645,5.469776609724048,49.01960784313725,1610612749,46,48,2026-01-01T01:56:39Z,2460000,False,5.0,-1.0,1,left,K. Porter Jr. driving Layup (12 PTS),[1629645],1610612749.0,MIL,driving,,,Porter Jr.,K. Porter Jr.,,,,,Restricted Area,0-8 Center,0.5,Made,,,,,,,,,,12.0,,,,,,,,
258,PT05M20.00S,2026-01-01T01:56:46.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642259,92.32917214191852,47.549019607843135,1610612764,46,48,2026-01-01T02:00:44Z,2465000,False,-12.0,20.0,1,right,MISS A. Sarr fadeaway Shot,[1642259],1610612764.0,WAS,fadeaway,,,Sarr,A. Sarr,,,,,Restricted Area,0-8 Center,2.31,Missed,,,,,,,,,,,,,,,,,,
