actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
16,PT10M52.00S,2026-01-01T01:12:46.3Z,1,REGULAR,2pt,Jump Shot,[],203114,91.5407358738502,30.392156862745097,1610612764,2,0,2026-01-01T01:12:52Z,160000,False,-98.0,27.0,1,right,MISS K. Middleton 10' turnaround fadeaway Shot,[203114],1610612764.0,WAS,turnaround fadeaway,,,Middleton,K. Middleton,,,,,Mid-Range,8-16 Left,10.17,Missed,,,,,,,,,,,,,,,,,,
17,PT10M49.00S,2026-01-01T01:12:49.3Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,2,0,2026-01-01T01:12:52Z,170000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:2),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,8-16 Left,,,16.0,2.0,2.0,0.0,,,,,,,,,,,,,,
18,PT10M44.00S,2026-01-01T01:12:54.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203507,6.389618922470433,47.30392156862745,1610612749,4,0,2026-01-01T01:13:00Z,180000,False,13.0,8.0,1,left,G. Antetokounmpo driving finger roll Layup (4 PTS),[203507],1610612749.0,MIL,driving finger roll,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,1.55,Made,,,,,,,,,,4.0,,,,,,,,
19,PT10M32.00S,2026-01-01T01:13:06.3Z,1,REGULAR,3pt,Jump Shot,[],1642848,69.59592641261499,72.54901960784314,1610612764,4,3,2026-01-01T01:13:10Z,190000,False,113.0,233.0,1,right,T. Johnson 25' 3PT step back (3 PTS) (B. Coulibaly 1 AST),"[1642848, 1641731]",1610612764.0,WAS,step back,,,Johnson,T. Johnson,,,,,Above the Break 3,24+ Right Center,25.91,Made,,,,,,,,,,3.0,,B. Coulibaly,1641731.0,1.0,,,,
21,PT10M15.00S,2026-01-01T01:13:23.1Z,1,REGULAR,2pt,Jump Shot,[],1629645,18.873193166885677,29.411764705882355,1610612749,6,3,2026-01-01T01:13:28Z,210000,False,103.0,125.0,1,left,K. Porter Jr. 16' step back Jump Shot (2 PTS),[1629645],1610612749.0,MIL,step back,,,Porter Jr.,K. Porter Jr.,,,,,Mid-Range,16-24 Right Center,16.18,Made,,,,,,,,,,2.0,,,,,,,,
22,PT10M01.00S,2026-01-01T01:13:37.6Z,1,REGULAR,3pt,Jump Shot,[],1641731,73.40670170827858,14.460784313725492,1610612764,6,3,2026-01-01T01:13:43Z,220000,False,-178.0,197.0,1,right,MISS B. Coulibaly 26' 3PT,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Above the Break 3,24+ Left Center,26.57,Missed,,,,,,,,,,,,,,,,,,
23,PT09M57.00S,2026-01-01T01:13:41.6Z,1,REGULAR,rebound,defensive,[],1629645,,,1610612749,6,3,2026-01-01T01:13:43Z,230000,False,,,0,,K. Porter Jr. REBOUND (Off:0 Def:1),[1629645],1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,Above the Break 3,24+ Left Center,,,22.0,1.0,1.0,0.0,,,,,,,,,,,,,,
24,PT09M49.00S,2026-01-01T01:13:52.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203507,6.389618922470433,51.225490196078425,1610612749,8,3,2026-01-01T01:14:01Z,240000,False,-6.0,8.0,1,left,G. Antetokounmpo reverse Layup (6 PTS),[203507],1610612749.0,MIL,reverse,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,0.97,Made,,,,,,,,,,6.0,,,,,,,,
25,PT09M49.00S,2026-01-01T01:13:56.6Z,1,REGULAR,foul,personal,['1freethrow'],1642848,,,1610612749,8,3,2026-01-01T01:14:09Z,250000,False,,,0,,T. Johnson shooting personal FOUL (1 PF) (Antetokounmpo 1 FT),"[1642848, 203507]",1610612764.0,WAS,shooting,,,Johnson,T. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,202901.0,1.0,0.0,Antetokounmpo,203507.0,,,,,,,,,
27,PT09M49.00S,2026-01-01T01:14:31.7Z,1,REGULAR,freethrow,1 of 1,[],203507,,,1610612749,9,3,2026-01-01T01:14:31Z,270000,False,,,0,,G. Antetokounmpo Free Throw 1 of 1 (7 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Made,,,,,,,,,,7.0,,,,,,,,
28,PT09M38.00S,2026-01-01T01:14:42.0Z,1,REGULAR,2pt,Jump Shot,[],203468,86.2023653088042,29.67984068627451,1610612764,9,5,2026-01-01T01:14:50Z,280000,False,-102.0,77.0,1,right,C. McCollum 12' step back Jump Shot (2 PTS),[203468],1610612764.0,WAS,step back,,,McCollum,C. McCollum,,,,,Mid-Range,8-16 Left,12.76,Made,,,,,,,,,,2.0,,,,,,,,
29,PT09M25.00S,2026-01-01T01:14:58.4Z,1,REGULAR,turnover,out-of-bounds,[],203507,,,1610612749,9,5,2026-01-01T01:15:07Z,290000,False,,,0,,G. Antetokounmpo step out-of-bounds TURNOVER (1 TO),[203507],1610612749.0,MIL,step,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,201639.0,,,,,,1.0,,,,,,,
30,PT09M10.00S,2026-01-01T01:15:21.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1641731,91.98423127463863,2.473958333333333,1610612764,9,5,2026-01-01T01:15:27Z,300000,False,-238.0,23.0,1,right,MISS B. Coulibaly 3PT,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Left Corner 3,24+ Left,23.87,Missed,,,,,,,,,,,,,,,,,,
31,PT09M06.00S,2026-01-01T01:15:25.1Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,9,5,2026-01-01T01:15:27Z,310000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:3),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Left Corner 3,24+ Left,,,30.0,3.0,3.0,0.0,,,,,,,,,,,,,,
32,PT08M52.00S,2026-01-01T01:15:38.3Z,1,REGULAR,3pt,Jump Shot,[],1631157,5.863994743758213,1.715686274509804,1610612749,9,5,2026-01-01T01:15:48Z,320000,False,241.0,3.0,1,left,MISS R. Rollins 24' 3PT,[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,Right Corner 3,24+ Right,24.14,Missed,,,,,,,,,,,,,,,,,,
33,PT08M49.00S,2026-01-01T01:15:41.5Z,1,REGULAR,rebound,offensive,[],1631157,,,1610612749,9,5,2026-01-01T01:15:41Z,330000,False,,,0,,R. Rollins REBOUND (Off:1 Def:0),[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,Right Corner 3,24+ Right,,,32.0,1.0,0.0,1.0,,,,,,,,,,,,,,
34,PT08M47.00S,2026-01-01T01:15:44.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1631260,9.674770039421814,94.85294117647058,1610612749,12,5,2026-01-01T01:15:52Z,340000,False,-224.0,38.0,1,left,A. Green 3PT  (3 PTS) (R. Rollins 1 AST),"[1631260, 1631157]",1610612749.0,MIL,,,,Green,A. Green,,,,,Left Corner 3,24+ Left,22.76,Made,,,,,,,,,,3.0,,R. Rollins,1631157.0,1.0,,,,
36,PT08M31.00S,2026-01-01T01:15:59.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642848,92.32917214191852,45.83333333333333,1610612764,12,5,2026-01-01T01:16:06Z,360000,False,-21.0,20.0,1,right,MISS T. Johnson driving floating bank Shot,[1642848],1610612764.0,WAS,driving floating bank,,,Johnson,T. Johnson,,,,,Restricted Area,0-8 Center,2.86,Missed,,,,,,,,,,,,,,,,,,
37,PT08M28.00S,2026-01-01T01:16:02.3Z,1,REGULAR,rebound,defensive,[],1631157,,,1610612749,12,5,2026-01-01T01:16:06Z,370000,False,,,0,,R. Rollins REBOUND (Off:1 Def:1),[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,Restricted Area,0-8 Center,,,36.0,2.0,1.0,1.0,,,,,,,,,,,,,,
38,PT08M19.00S,2026-01-01T01:16:13.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203507,4.812746386333772,49.01960784313725,1610612749,14,5,2026-01-01T01:19:44Z,380000,False,5.0,-7.0,1,left,G. Antetokounmpo driving DUNK (9 PTS) (M. Turner 1 AST),"[203507, 1626167]",1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,0.88,Made,,,,,,,,,,9.0,,M. Turner,1626167.0,1.0,,,,
40,PT08M19.00S,2026-01-01T01:16:20.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,14,5,2026-01-01T01:16:20Z,400000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,PT08M04.00S,2026-01-01T01:19:38.1Z,1,REGULAR,turnover,out-of-bounds,[],1642259,,,1610612764,14,5,2026-01-01T01:19:45Z,410000,False,,,0,,A. Sarr lost ball out-of-bounds TURNOVER (1 TO),[1642259],1610612764.0,WAS,lost ball,,,Sarr,A. Sarr,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1628951.0,,,,,,1.0,,,,,,,
42,PT07M52.00S,2026-01-01T01:19:55.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629645,31.750985545335087,32.1078431372549,1610612749,14,5,2026-01-01T01:20:02Z,420000,False,89.0,246.0,1,left,MISS K. Porter Jr. 26' pullup 3PT,[1629645],1610612749.0,MIL,pullup,,,Porter Jr.,K. Porter Jr.,,,,,Above the Break 3,24+ Right Center,26.18,Missed,,,,,,,,,,,,,,,,,,
43,PT07M48.00S,2026-01-01T01:19:59.4Z,1,REGULAR,rebound,defensive,[],203468,,,1610612764,14,5,2026-01-01T01:20:02Z,430000,False,,,0,,C. McCollum REBOUND (Off:0 Def:1),[203468],1610612764.0,WAS,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Right Center,,,42.0,1.0,1.0,0.0,,,,,,,,,,,,,,
44,PT07M42.00S,2026-01-01T01:20:05.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203468,93.38042049934296,48.77450980392157,1610612764,14,7,2026-01-01T01:20:10Z,440000,False,-6.0,10.0,1,right,C. McCollum cutting Layup (4 PTS) (A. Sarr 1 AST),"[203468, 1642259]",1610612764.0,WAS,cutting,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,1.15,Made,,,,,,,,,,4.0,,A. Sarr,1642259.0,1.0,,,,
46,PT07M25.00S,2026-01-01T01:20:25.0Z,1,REGULAR,foul,personal,['2freethrow'],1641731,,,1610612749,14,7,2026-01-01T01:20:38Z,460000,False,,,0,,B. Coulibaly shooting personal FOUL (1 PF) (Antetokounmpo 2 FT),"[1641731, 203507]",1610612764.0,WAS,shooting,,,Coulibaly,B. Coulibaly,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,201639.0,1.0,0.0,Antetokounmpo,203507.0,,,,,,,,,
48,PT07M25.00S,2026-01-01T01:20:56.4Z,1,REGULAR,freethrow,1 of 2,[],203507,,,1610612749,15,7,2026-01-01T01:21:19Z,480000,False,,,0,,G. Antetokounmpo Free Throw 1 of 2 (10 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Made,,,,,,,,,,10.0,,,,,,,,
49,PT07M25.00S,2026-01-01T01:20:56.4Z,1,REGULAR,freethrow,2 of 2,[],203507,,,1610612749,15,7,2026-01-01T01:21:19Z,490000,False,,,0,,MISS G. Antetokounmpo Free Throw 2 of 2,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
50,PT07M21.00S,2026-01-01T01:21:00.4Z,1,REGULAR,rebound,defensive,[],1641731,,,1610612764,15,7,2026-01-01T01:21:19Z,500000,False,,,0,,B. Coulibaly REBOUND (Off:0 Def:1),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,,49.0,1.0,1.0,0.0,,,,,,,,,,,,,,
51,PT07M10.00S,2026-01-01T01:21:30.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641731,88.78120893561103,51.225490196078425,1610612764,15,9,2026-01-01T01:22:07Z,510000,False,6.0,53.0,1,right,B. Coulibaly driving Layup (2 PTS),[1641731],1610612764.0,WAS,driving,,,Coulibaly,B. Coulibaly,,,,,In The Paint (Non-RA),0-8 Center,5.33,Made,,,,,,,,,,2.0,,,,,,,,
52,PT06M55.00S,2026-01-01T01:21:45.3Z,1,REGULAR,3pt,Jump Shot,[],1631157,28.597240473061763,18.137254901960784,1610612749,18,9,2026-01-01T01:21:52Z,520000,False,159.0,216.0,1,left,R. Rollins 26' 3PT step back (3 PTS),[1631157],1610612749.0,MIL,step back,,,Rollins,R. Rollins,,,,,Above the Break 3,24+ Right Center,26.86,Made,,,,,,,,,,3.0,,,,,,,,
53,PT06M42.00S,2026-01-01T01:21:58.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642259,90.09526938239159,37.745098039215684,1610612764,18,11,2026-01-01T01:22:04Z,530000,False,-61.0,41.0,1,right,A. Sarr 7' driving floating bank Jump Shot (2 PTS) (C. McCollum 1 AST),"[1642259, 203468]",1610612764.0,WAS,driving floating bank,,,Sarr,A. Sarr,,,,,In The Paint (Non-RA),0-8 Center,7.35,Made,,,,,,,,,,2.0,,C. McCollum,203468.0,1.0,,,,
55,PT06M29.00S,2026-01-01T01:22:11.7Z,1,REGULAR,3pt,Jump Shot,[],1631260,8.623521681997373,94.36274509803921,1610612749,18,11,2026-01-01T01:22:17Z,550000,False,-222.0,29.0,1,left,MISS A. Green 3PT,[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,Left Corner 3,24+ Left,22.36,Missed,,,,,,,,,,,,,,,,,,
56,PT06M25.00S,2026-01-01T01:22:15.4Z,1,REGULAR,rebound,defensive,[],203114,,,1610612764,18,11,2026-01-01T01:22:15Z,560000,False,,,0,,K. Middleton REBOUND (Off:0 Def:1),[203114],1610612764.0,WAS,,,,Middleton,K. Middleton,,,,,Left Corner 3,24+ Left,,,55.0,1.0,1.0,0.0,,,,,,,,,,,,,,
57,PT06M23.00S,2026-01-01T01:22:17.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1642848,94.30026281208936,94.85294117647058,1610612764,18,14,2026-01-01T01:22:27Z,570000,False,224.0,1.0,1,right,T. Johnson 3PT running (6 PTS) (K. Middleton 1 AST),"[1642848, 203114]",1610612764.0,WAS,running,,,Johnson,T. Johnson,,,,,Right Corner 3,24+ Right,22.43,Made,,,,,,,,,,6.0,,K. Middleton,203114.0,1.0,,,,
59,PT06M13.00S,2026-01-01T01:22:29.9Z,1,REGULAR,turnover,out-of-bounds,[],1629645,,,1610612749,18,14,2026-01-01T01:22:36Z,590000,False,,,0,,K. Porter Jr. bad pass out-of-bounds TURNOVER (1 TO),[1629645],1610612749.0,MIL,bad pass,,,Porter Jr.,K. Porter Jr.,,,,,Mid-Range,8-16 Left,,,,,,,201639.0,,,,,,1.0,,,,,,,
60,PT05M58.00S,2026-01-01T01:22:58.6Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],203114,92.9862023653088,25.49019607843137,1610612764,18,14,2026-01-01T01:23:03Z,600000,False,-123.0,13.0,1,right,MISS K. Middleton 12' fadeaway Shot,[203114],1610612764.0,WAS,fadeaway,,,Middleton,K. Middleton,,,,,Mid-Range,8-16 Left,12.32,Missed,,,,,,,,,,,,,,,,,,
61,PT05M55.00S,2026-01-01T01:23:01.6Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,18,14,2026-01-01T01:23:03Z,610000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:4),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,8-16 Left,,,60.0,4.0,4.0,0.0,,,,,,,,,,,,,,
62,PT05M50.00S,2026-01-01T01:23:09.1Z,1,REGULAR,turnover,out-of-bounds,[],203507,,,1610612749,18,14,2026-01-01T01:23:16Z,620000,False,,,0,,G. Antetokounmpo lost ball out-of-bounds TURNOVER (2 TO),[203507],1610612749.0,MIL,lost ball,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,,,,,1628951.0,,,,,,2.0,,,,,,,
63,PT05M50.00S,2026-01-01T01:23:15.2Z,1,REGULAR,substitution,out,[],1629645,,,1610612764,18,14,2026-01-01T01:23:30Z,630000,False,,,0,,SUB out: K. Porter Jr.,[1629645],1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT05M50.00S,2026-01-01T01:23:15.2Z,1,REGULAR,substitution,out,[],203507,,,1610612764,18,14,2026-01-01T01:23:30Z,640000,False,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT05M50.00S,2026-01-01T01:23:15.2Z,1,REGULAR,substitution,out,[],203114,,,1610612764,18,14,2026-01-01T01:23:30Z,650000,False,,,0,,SUB out: K. Middleton,[203114],1610612764.0,WAS,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT05M50.00S,2026-01-01T01:23:15.2Z,1,REGULAR,substitution,in,[],1628398,,,1610612764,18,14,2026-01-01T01:23:30Z,660000,False,,,0,,SUB in: K. Kuzma,[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT05M50.00S,2026-01-01T01:23:15.2Z,1,REGULAR,substitution,in,[],1629018,,,1610612764,18,14,2026-01-01T01:23:30Z,670000,False,,,0,,SUB in: G. Trent Jr.,[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT05M50.00S,2026-01-01T01:23:15.2Z,1,REGULAR,substitution,in,[],1630551,,,1610612764,18,14,2026-01-01T01:23:30Z,680000,False,,,0,,SUB in: J. Champagnie,[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT05M36.00S,2026-01-01T01:23:44.2Z,1,REGULAR,foul,personal,['2freethrow'],1629018,,,1610612764,18,14,2026-01-01T01:23:57Z,690000,False,,,0,,G. Trent Jr. shooting personal FOUL (1 PF) (Sarr 2 FT),"[1629018, 1642259]",1610612749.0,MIL,shooting,,,Trent Jr.,G. Trent Jr.,,,,,Mid-Range,16-24 Left Center,,,,,,,202901.0,1.0,0.0,Sarr,1642259.0,,,,,,,,,
71,PT05M36.00S,2026-01-01T01:24:09.3Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1642259,,,1610612764,18,15,2026-01-01T01:24:09Z,710000,False,,,0,,A. Sarr Free Throw 1 of 2 (3 PTS),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,,,,Made,,,,,,,,,,3.0,,,,,,,,
72,PT05M36.00S,2026-01-01T01:24:11.1Z,1,REGULAR,substitution,out,[],1641731,,,1610612764,18,15,2026-01-01T01:24:22Z,720000,False,,,0,,SUB out: B. Coulibaly,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M36.00S,2026-01-01T01:24:11.1Z,1,REGULAR,substitution,in,[],1642267,,,1610612764,18,15,2026-01-01T01:24:22Z,730000,False,,,0,,SUB in: B. Carrington,[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M36.00S,2026-01-01T01:24:36.8Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1642259,,,1610612764,18,16,2026-01-01T01:24:36Z,740000,False,,,0,,A. Sarr Free Throw 2 of 2 (4 PTS),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,,,,Made,,,,,,,,,,4.0,,,,,,,,
75,PT05M23.00S,2026-01-01T01:24:51.8Z,1,REGULAR,foul,personal,['2freethrow'],1642267,,,1610612749,18,16,2026-01-01T01:25:14Z,750000,False,,,0,,B. Carrington shooting personal FOUL (1 PF) (Rollins 2 FT),"[1642267, 1631157]",1610612764.0,WAS,shooting,,,Carrington,B. Carrington,,,,,Restricted Area,0-8 Center,,,,,,,202901.0,1.0,0.0,Rollins,1631157.0,,,,,,,,,
77,PT05M23.00S,2026-01-01T01:25:15.5Z,1,REGULAR,freethrow,1 of 2,[],1631157,,,1610612749,19,16,2026-01-01T01:25:15Z,770000,False,,,0,,R. Rollins Free Throw 1 of 2 (4 PTS),[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,,,,Made,,,,,,,,,,4.0,,,,,,,,
78,PT05M23.00S,2026-01-01T01:25:28.3Z,1,REGULAR,freethrow,2 of 2,[],1631157,,,1610612749,20,16,2026-01-01T01:25:28Z,780000,False,,,0,,R. Rollins Free Throw 2 of 2 (5 PTS),[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,,,,Made,,,,,,,,,,5.0,,,,,,,,
79,PT05M07.00S,2026-01-01T01:25:44.1Z,1,REGULAR,3pt,Jump Shot,[],203468,71.69842312746385,16.911764705882355,1610612764,20,16,2026-01-01T01:25:49Z,790000,False,-165.0,214.0,1,right,MISS C. McCollum 27' 3PT,[203468],1610612764.0,WAS,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Left Center,27.01,Missed,,,,,,,,,,,,,,,,,,
80,PT05M04.00S,2026-01-01T01:25:47.1Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612749,20,16,2026-01-01T01:25:49Z,800000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:1),[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Left Center,,,79.0,1.0,1.0,0.0,,,,,,,,,,,,,,
