actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
605,PT03M58.00S,2025-12-06T03:13:50.9Z,4,REGULAR,turnover,bad pass,[],1630178,,,1610612755,94,103,2025-12-06T03:14:02Z,5890000,False,,,0,,T. Maxey bad pass TURNOVER (2 TO),"[1630178, 1631157]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),8-16 Center,,,,2.0,Rollins,1631157.0,,,,,,,,,,,,,,
606,PT03M58.00S,2025-12-06T03:13:50.9Z,4,REGULAR,steal,,[],1631157,,,1610612749,94,103,2025-12-06T03:13:53Z,5900000,False,,,0,,R. Rollins STEAL (4 STL),[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
607,PT03M53.00S,2025-12-06T03:13:56.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626171,92.32917214191852,49.754901960784316,1610612749,94,103,2025-12-06T03:14:05Z,5910000,False,-1.0,20.0,1,right,MISS B. Portis running Layup,[1626171],1610612749.0,MIL,running,,,Portis,B. Portis,,,,,Restricted Area,0-8 Center,1.96,Missed,,,,,,,,,,,,,,,,,,
608,PT03M49.00S,2025-12-06T03:14:00.2Z,4,REGULAR,rebound,defensive,[],1642845,,,1610612755,94,103,2025-12-06T03:23:04Z,5920000,False,,,0,,V. Edgecombe REBOUND (Off:0 Def:2),[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,607.0,2.0,2.0,0.0,,,,,
627,PT03M47.00S,2025-12-06T03:14:02.0Z,4,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1630178,7.30946123521682,50.73529411764706,1610612755,94,103,2025-12-06T03:25:47Z,5927500,False,-4.0,16.0,1,left,MISS T. Maxey driving floating Shot,[1630178],1610612755.0,PHI,driving floating,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,1.66,Missed,,,,,,,,,,,,,,,,,,
628,PT03M45.00S,2025-12-06T03:14:04.0Z,4,REGULAR,rebound,offensive,[],1630178,,,1610612755,94,103,2025-12-06T03:17:51Z,5931250,False,,,0,,T. Maxey REBOUND (Off:2 Def:1),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,627.0,3.0,1.0,2.0,,,,,
617,PT03M45.00S,2025-12-06T03:14:07.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630178,6.389618922470433,48.03921568627451,1610612755,94,105,2025-12-06T03:26:41Z,5935000,False,10.0,8.0,1,left,T. Maxey tip Layup (12 PTS),[1630178],1610612755.0,PHI,tip,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,1.24,Made,12.0,,,,,,,,,,,,,,,,,
610,PT03M34.00S,2025-12-06T03:14:16.6Z,4,REGULAR,3pt,Jump Shot,[],1626171,91.01511169513797,94.85294117647058,1610612749,94,105,2025-12-06T03:27:25Z,5940000,False,224.0,32.0,1,right,MISS B. Portis pullup 3PT,[1626171],1610612749.0,MIL,pullup,,,Portis,B. Portis,,,,,Right Corner 3,24+ Right,22.66,Missed,,,,,,,,,,,,,,,,,,
611,PT03M32.00S,2025-12-06T03:14:18.6Z,4,REGULAR,rebound,defensive,[],1630178,,,1610612755,94,105,2025-12-06T03:27:25Z,5950000,False,,,0,,T. Maxey REBOUND (Off:2 Def:2),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,610.0,4.0,2.0,2.0,,,,,
612,PT03M26.00S,2025-12-06T03:14:25.5Z,4,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1630178,9.149145860709593,50.49019607843137,1610612755,94,105,2025-12-06T03:28:17Z,5960000,False,-2.0,34.0,1,left,MISS T. Maxey driving floating bank Shot,[1630178],1610612755.0,PHI,driving floating bank,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,3.36,Missed,,,,,,,,,,,,,,,,,,
613,PT03M24.00S,2025-12-06T03:14:27.5Z,4,REGULAR,rebound,defensive,[],1630579,,,1610612749,94,105,2025-12-06T03:28:17Z,5970000,False,,,0,,J. Sims REBOUND (Off:2 Def:6),[1630579],1610612749.0,MIL,,,,Sims,J. Sims,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,612.0,8.0,6.0,2.0,,,,,
690,PT03M24.00S,2025-12-06T03:15:35.0Z,4,REGULAR,timeout,full,['team'],0,,,1610612749,94,105,2025-12-06T03:30:54Z,5975000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,PT03M05.00S,2025-12-06T03:16:44.5Z,4,REGULAR,2pt,Jump Shot,[],1626171,82.78580814717476,89.72886029411765,1610612749,94,105,2025-12-06T03:31:57Z,5980000,False,199.0,109.0,1,right,MISS B. Portis 22' Jump Shot,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Mid-Range,16-24 Right,22.67,Missed,,,,,,,,,,,,,,,,,,
619,PT03M03.00S,2025-12-06T03:16:46.5Z,4,REGULAR,rebound,offensive,[],1630579,,,1610612749,94,105,2025-12-06T03:31:57Z,5990000,False,,,0,,J. Sims REBOUND (Off:3 Def:6),[1630579],1610612749.0,MIL,,,,Sims,J. Sims,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,618.0,9.0,6.0,3.0,,,,,
620,PT02M56.00S,2025-12-06T03:16:52.0Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1629018,66.96780551905388,30.392156862745097,1610612749,94,105,2025-12-06T03:31:02Z,6000000,False,-98.0,258.0,1,right,MISS G. Trent Jr. 27' pullup 3PT,[1629018],1610612749.0,MIL,pullup,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Left Center,27.6,Missed,,,,,,,,,,,,,,,,,,
621,PT02M52.00S,2025-12-06T03:16:56.0Z,4,REGULAR,rebound,defensive,[],202331,,,1610612755,94,105,2025-12-06T03:17:02Z,6010000,False,,,0,,P. George REBOUND (Off:0 Def:5),[202331],1610612755.0,PHI,,,,George,P. George,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,620.0,5.0,5.0,0.0,,,,,
622,PT02M51.00S,2025-12-06T03:17:00.5Z,4,REGULAR,foul,personal,[],1631157,,,1610612755,94,105,2025-12-06T03:17:09Z,6020000,False,,,0,,R. Rollins personal FOUL (2 PF),"[1631157, 1629656]",1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,Mid-Range,16-24 Left,,,,,,,202041.0,2.0,0.0,Grimes,1629656.0,,,,,,,,,
624,PT02M34.00S,2025-12-06T03:17:32.4Z,4,REGULAR,3pt,Jump Shot,[],1642845,28.728646517739815,15.686274509803921,1610612755,94,108,2025-12-06T03:18:04Z,6040000,False,172.0,218.0,1,left,V. Edgecombe 27' 3PT  (10 PTS) (P. George 5 AST),"[1642845, 202331]",1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,Above the Break 3,24+ Right Center,27.7,Made,10.0,,,,,,,,,,,,,P. George,202331.0,5.0,,
626,PT02M24.00S,2025-12-06T03:17:45.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642845,,,1610612749,94,108,2025-12-06T03:18:04Z,6060000,False,,,0,,V. Edgecombe personal FOUL (4 PF) (Rollins 2 FT),"[1642845, 1631157]",1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,Mid-Range,16-24 Left Center,,,,,,,1628954.0,4.0,0.0,Rollins,1631157.0,,,,,,,,,
691,PT02M24.00S,2025-12-06T03:17:59.5Z,4,REGULAR,freethrow,1 of 2,[],1631157,,,1610612749,95,108,2025-12-06T03:37:26Z,6075000,False,,,0,,R. Rollins Free Throw 1 of 2 (15 PTS),[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
692,PT02M24.00S,2025-12-06T03:17:59.5Z,4,REGULAR,freethrow,2 of 2,[],1631157,,,1610612749,96,108,2025-12-06T03:37:26Z,6077500,False,,,0,,R. Rollins Free Throw 2 of 2 (16 PTS),[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
631,PT02M24.00S,2025-12-06T03:18:14.9Z,4,REGULAR,substitution,out,[],1626171,,,1610612755,96,108,2025-12-06T03:37:06Z,6090000,False,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
632,PT02M24.00S,2025-12-06T03:18:14.9Z,4,REGULAR,substitution,in,[],1626167,,,1610612755,96,108,2025-12-06T03:37:06Z,6100000,False,,,0,,SUB in: M. Turner,[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
634,PT02M10.00S,2025-12-06T03:18:56.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202331,7.440867279894875,42.15686274509804,1610612755,96,108,2025-12-06T03:32:47Z,6105000,False,39.0,17.0,1,left,MISS P. George Layup - blocked,"[202331, 1626167]",1610612755.0,PHI,,,,George,P. George,,,,,Restricted Area,0-8 Center,4.29,Missed,,,,,,,,,,,,,,,,,Turner,1626167.0
635,PT02M10.00S,2025-12-06T03:18:56.1Z,4,REGULAR,block,,[],1626167,,,1610612755,96,108,2025-12-06T03:18:59Z,6107500,False,,,0,,M. Turner BLOCK (1 BLK),[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
636,PT02M08.00S,2025-12-06T03:18:58.1Z,4,REGULAR,rebound,offensive,[],203083,,,1610612755,96,108,2025-12-06T03:32:47Z,6108750,False,,,0,,A. Drummond REBOUND (Off:3 Def:3),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,634.0,6.0,3.0,3.0,,,,,
637,PT02M08.00S,2025-12-06T03:19:01.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203083,4.418528252299605,49.01960784313725,1610612755,96,110,2025-12-06T03:33:01Z,6109375,False,5.0,-11.0,1,left,A. Drummond putback Layup (5 PTS),[203083],1610612755.0,PHI,putback,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,1.2,Made,5.0,,,,,,,,,,,,,,,,,
638,PT01M58.00S,2025-12-06T03:19:09.6Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629656,,,1610612749,96,110,2025-12-06T03:37:06Z,6160000,False,,,0,,Q. Grimes personal FOUL (1 PF) (Turner 2 FT),"[1629656, 1626167]",1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Center,,,,,,,1628954.0,1.0,0.0,Turner,1626167.0,,,,,,,,,
642,PT01M58.00S,2025-12-06T03:19:41.7Z,4,REGULAR,freethrow,1 of 2,[],1626167,,,1610612749,96,110,2025-12-06T03:34:56Z,6180000,False,,,0,,MISS M. Turner Free Throw 1 of 2,[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
643,PT01M58.00S,2025-12-06T03:19:41.7Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612749,96,110,2025-12-06T03:34:56Z,6190000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,642.0,,,,,,,,
644,PT01M58.00S,2025-12-06T03:19:47.2Z,4,REGULAR,substitution,out,[],1630579,,,1610612749,96,110,2025-12-06T03:19:51Z,6200000,False,,,0,,SUB out: J. Sims,[1630579],1610612749.0,MIL,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,
645,PT01M58.00S,2025-12-06T03:19:47.2Z,4,REGULAR,substitution,in,[],1628398,,,1610612749,96,110,2025-12-06T03:19:51Z,6210000,False,,,0,,SUB in: K. Kuzma,[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
646,PT01M58.00S,2025-12-06T03:19:41.7Z,4,REGULAR,freethrow,2 of 2,[],1626167,,,1610612749,97,110,2025-12-06T03:34:56Z,6220000,False,,,0,,M. Turner Free Throw 2 of 2 (19 PTS),[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,,,,Made,19.0,,,,,,,,,,,,,,,,,
647,PT01M53.00S,2025-12-06T03:20:14.5Z,4,REGULAR,foul,personal,[],1628398,,,1610612755,97,110,2025-12-06T03:20:20Z,6230000,False,,,0,,K. Kuzma personal FOUL (4 PF),"[1628398, 202331]",1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,Mid-Range,16-24 Left Center,,,,,,,202041.0,4.0,0.0,George,202331.0,,,,,,,,,
649,PT01M38.00S,2025-12-06T03:20:41.8Z,4,REGULAR,3pt,Jump Shot,[],202331,5.075558475689881,0.7352941176470588,1610612755,97,110,2025-12-06T03:34:23Z,6250000,False,246.0,-5.0,1,left,MISS P. George 24' 3PT,[202331],1610612755.0,PHI,,,,George,P. George,,,,,Right Corner 3,24+ Right,24.63,Missed,,,,,,,,,,,,,,,,,,
650,PT01M36.00S,2025-12-06T03:20:43.8Z,4,REGULAR,rebound,defensive,[],1631157,,,1610612749,97,110,2025-12-06T03:34:23Z,6260000,False,,,0,,R. Rollins REBOUND (Off:1 Def:5),[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,649.0,6.0,5.0,1.0,,,,,
651,PT01M30.00S,2025-12-06T03:20:48.7Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628398,92.9862023653088,49.26470588235294,1610612749,99,110,2025-12-06T03:34:31Z,6270000,False,-4.0,13.0,1,right,K. Kuzma running finger roll Layup (14 PTS) (R. Rollins 7 AST),"[1628398, 1631157]",1610612749.0,MIL,running finger roll,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,1.39,Made,14.0,,,,,,,,,,,,,R. Rollins,1631157.0,7.0,,
653,PT01M11.00S,2025-12-06T03:21:11.2Z,4,REGULAR,3pt,Jump Shot,[],1629656,28.17427726675427,77.96415441176471,1610612755,99,113,2025-12-06T03:21:19Z,6290000,False,-140.0,212.0,1,left,Q. Grimes 25' 3PT  (21 PTS) (A. Drummond 2 AST),"[1629656, 203083]",1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Left Center,25.42,Made,21.0,,,,,,,,,,,,,A. Drummond,203083.0,2.0,,
655,PT01M11.00S,2025-12-06T03:21:18.2Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1626167,,,1610612755,99,113,2025-12-06T03:21:36Z,6310000,False,,,0,,M. Turner shooting personal FOUL (3 PF) (Grimes 1 FT),"[1626167, 1629656]",1610612749.0,MIL,shooting,,,Turner,M. Turner,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,101283.0,3.0,0.0,Grimes,1629656.0,,,,,,,,,
657,PT01M11.00S,2025-12-06T03:21:42.8Z,4,REGULAR,substitution,out,[],202331,,,1610612755,99,113,2025-12-06T03:21:58Z,6330000,False,,,0,,SUB out: P. George,[202331],1610612755.0,PHI,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,,
658,PT01M11.00S,2025-12-06T03:21:42.8Z,4,REGULAR,substitution,in,[],1631230,,,1610612755,99,113,2025-12-06T03:21:58Z,6340000,False,,,0,,SUB in: D. Barlow,[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,,,,,,,,,,,,,,,,,,,,,,
659,PT01M11.00S,2025-12-06T03:21:49.3Z,4,REGULAR,freethrow,1 of 1,[],1629656,,,1610612755,99,114,2025-12-06T03:21:49Z,6350000,False,,,0,,Q. Grimes Free Throw 1 of 1 (22 PTS),[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,,,,Made,22.0,,,,,,,,,,,,,,,,,
660,PT00M59.90S,2025-12-06T03:21:55.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629645,81.02825229960578,65.68627450980392,1610612749,99,114,2025-12-06T03:35:21Z,6360000,False,78.0,126.0,1,right,MISS K. Porter Jr. 14' pullup Shot,[1629645],1610612749.0,MIL,pullup,,,Porter Jr.,K. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Right,14.82,Missed,,,,,,,,,,,,,,,,,,
661,PT00M56.70S,2025-12-06T03:21:58.3Z,4,REGULAR,rebound,defensive,[],1642845,,,1610612755,99,114,2025-12-06T03:22:00Z,6370000,False,,,0,,V. Edgecombe REBOUND (Off:0 Def:3),[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,660.0,3.0,3.0,0.0,,,,,
662,PT00M50.30S,2025-12-06T03:22:13.2Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631157,,,1610612755,99,114,2025-12-06T03:36:34Z,6380000,False,,,0,,R. Rollins take personal FOUL (3 PF) (Edgecombe 2 FT),"[1631157, 1642845]",1610612749.0,MIL,take,,,Rollins,R. Rollins,,,,,Above the Break 3,24+ Center,,,,,,,101283.0,3.0,0.0,Edgecombe,1642845.0,,,,,,,,,
684,PT00M50.30S,2025-12-06T03:22:13.2Z,4,REGULAR,freethrow,1 of 2,[],1642845,,,1610612755,99,115,2025-12-06T03:28:09Z,6395000,False,,,0,,V. Edgecombe Free Throw 1 of 2 (11 PTS),[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
685,PT00M50.30S,2025-12-06T03:22:13.2Z,4,REGULAR,freethrow,2 of 2,[],1642845,,,1610612755,99,116,2025-12-06T03:28:09Z,6397500,False,,,0,,V. Edgecombe Free Throw 2 of 2 (12 PTS),[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
664,PT00M50.30S,2025-12-06T03:22:50.2Z,4,REGULAR,substitution,out,[],1626167,,,1610612749,99,116,2025-12-06T03:24:43Z,6400000,False,,,0,,SUB out: M. Turner,[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
665,PT00M50.30S,2025-12-06T03:22:50.2Z,4,REGULAR,substitution,out,[],1629018,,,1610612749,99,116,2025-12-06T03:24:43Z,6410000,False,,,0,,SUB out: G. Trent Jr.,[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
666,PT00M50.30S,2025-12-06T03:22:50.2Z,4,REGULAR,substitution,out,[],1629645,,,1610612749,99,116,2025-12-06T03:24:43Z,6420000,False,,,0,,SUB out: K. Porter Jr.,[1629645],1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
667,PT00M50.30S,2025-12-06T03:22:50.2Z,4,REGULAR,substitution,out,[],1631157,,,1610612749,99,116,2025-12-06T03:24:43Z,6430000,False,,,0,,SUB out: R. Rollins,[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,,,,,,,,,,,,,,,,,,,,,,
668,PT00M50.30S,2025-12-06T03:22:50.2Z,4,REGULAR,substitution,out,[],1628398,,,1610612749,99,116,2025-12-06T03:24:43Z,6440000,False,,,0,,SUB out: K. Kuzma,[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
669,PT00M50.30S,2025-12-06T03:22:50.2Z,4,REGULAR,substitution,out,[],1630178,,,1610612749,99,116,2025-12-06T03:24:43Z,6450000,False,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
670,PT00M50.30S,2025-12-06T03:22:50.2Z,4,REGULAR,substitution,out,[],203083,,,1610612749,99,116,2025-12-06T03:24:43Z,6460000,False,,,0,,SUB out: A. Drummond,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
671,PT00M50.30S,2025-12-06T03:22:50.2Z,4,REGULAR,substitution,out,[],1629656,,,1610612749,99,116,2025-12-06T03:24:43Z,6470000,False,,,0,,SUB out: Q. Grimes,[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,
672,PT00M50.30S,2025-12-06T03:22:50.2Z,4,REGULAR,substitution,in,[],203648,,,1610612749,99,116,2025-12-06T03:24:43Z,6480000,False,,,0,,SUB in: T. Antetokounmpo,[203648],1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
673,PT00M50.30S,2025-12-06T03:22:50.2Z,4,REGULAR,substitution,in,[],1641748,,,1610612749,99,116,2025-12-06T03:24:43Z,6490000,False,,,0,,SUB in: A. Jackson Jr.,[1641748],1610612749.0,MIL,,,,Jackson Jr.,A. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
674,PT00M50.30S,2025-12-06T03:22:50.2Z,4,REGULAR,substitution,in,[],1631250,,,1610612749,99,116,2025-12-06T03:24:43Z,6500000,False,,,0,,SUB in: P. Nance,[1631250],1610612749.0,MIL,,,,Nance,P. Nance,,,,,,,,,,,,,,,,,,,,,,,,,,
675,PT00M50.30S,2025-12-06T03:22:50.2Z,4,REGULAR,substitution,in,[],1630175,,,1610612749,99,116,2025-12-06T03:24:43Z,6510000,False,,,0,,SUB in: C. Anthony,[1630175],1610612749.0,MIL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,
676,PT00M50.30S,2025-12-06T03:22:50.2Z,4,REGULAR,substitution,in,[],1629599,,,1610612749,99,116,2025-12-06T03:24:43Z,6520000,False,,,0,,SUB in: A. Coffey,[1629599],1610612749.0,MIL,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,,
677,PT00M50.30S,2025-12-06T03:22:50.2Z,4,REGULAR,substitution,in,[],1642272,,,1610612749,99,116,2025-12-06T03:24:43Z,6530000,False,,,0,,SUB in: J. McCain,[1642272],1610612755.0,PHI,,,,McCain,J. McCain,,,,,,,,,,,,,,,,,,,,,,,,,,
678,PT00M50.30S,2025-12-06T03:22:50.2Z,4,REGULAR,substitution,in,[],1631133,,,1610612749,99,116,2025-12-06T03:24:43Z,6540000,False,,,0,,SUB in: J. Walker,[1631133],1610612755.0,PHI,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
679,PT00M50.30S,2025-12-06T03:22:50.2Z,4,REGULAR,substitution,in,[],1642348,,,1610612749,99,116,2025-12-06T03:24:43Z,6550000,False,,,0,,SUB in: J. Edwards,[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
688,PT00M41.30S,2025-12-06T03:23:15.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1641748,91.40932982917214,46.07843137254902,1610612749,99,116,2025-12-06T03:25:45Z,6555000,False,-20.0,28.0,1,right,MISS A. Jackson Jr. driving Layup,[1641748],1610612749.0,MIL,driving,,,Jackson Jr.,A. Jackson Jr.,,,,,Restricted Area,0-8 Center,3.44,Missed,,,,,,,,,,,,,,,,,,
689,PT00M40.30S,2025-12-06T03:23:16.0Z,4,REGULAR,rebound,defensive,[],1642845,,,1610612755,99,116,2025-12-06T03:25:45Z,6557500,False,,,0,,V. Edgecombe REBOUND (Off:0 Def:4),[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,688.0,4.0,4.0,0.0,,,,,
680,PT00M15.90S,2025-12-06T03:23:39.8Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612755,99,116,2025-12-06T03:23:48Z,6560000,False,,,0,,PHI shot clock Team TURNOVER,[],1610612755.0,PHI,,,,,,,,,,Mid-Range,8-16 Right,,,,,,,101283.0,,,,,,,,,,,,,
681,PT00M00.30S,2025-12-06T03:24:02.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203648,89.83245729303549,51.71568627450981,1610612749,101,116,2025-12-06T03:37:39Z,6570000,False,9.0,43.0,1,right,T. Antetokounmpo reverse Layup (2 PTS) (C. Anthony 1 AST),"[203648, 1630175]",1610612749.0,MIL,reverse,,,Antetokounmpo,T. Antetokounmpo,,,,,Restricted Area,0-8 Center,4.39,Made,2.0,,,,,,,,,,,,,C. Anthony,1630175.0,1.0,,
686,PT00M00.00S,2025-12-06T03:25:14.5Z,4,REGULAR,period,end,[],0,,,1610612755,101,116,2025-12-06T03:25:14Z,6600000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,PT00M00.00S,2025-12-06T03:25:17.9Z,4,REGULAR,game,end,[],0,,,0,101,116,2025-12-06T03:25:17Z,6610000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
