actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
19,PT10M58.00S,2026-02-04T01:14:44.6Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1628398,90.09526938239159,41.17647058823529,1610612749,4,3,2026-02-04T01:22:24Z,190000,False,-44.0,41.0,1,right,K. Kuzma driving Hook (4 PTS) (A. Coffey 1 AST),"[1628398, 1629599]",1610612749.0,MIL,driving,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,5.99,Made,4.0,A. Coffey,1629599.0,1.0,,,,,,,,
20,PT10M55.00S,2026-02-04T01:14:52.8Z,1,REGULAR,foul,personal,[],1629599,,,1610612741,4,3,2026-02-04T01:15:09Z,200000,False,,,0,,A. Coffey personal FOUL (1 PF),"[1629599, 1629632]",1610612749.0,MIL,,,,Coffey,A. Coffey,,,,,In The Paint (Non-RA),8-16 Left,1628171.0,1.0,0.0,White,1629632.0,,,,,,,,,,,,,,,
22,PT10M48.00S,2026-02-04T01:15:16.3Z,1,REGULAR,3pt,Jump Shot,[],1630171,20.318659658344284,3.6764705882352944,1610612741,4,3,2026-02-04T01:15:22Z,220000,False,232.0,138.0,1,left,MISS I. Okoro 26' 3PT,[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,Above the Break 3,24+ Right Center,,,,,,,26.99,Missed,,,,,,,,,,,,
23,PT10M43.00S,2026-02-04T01:15:19.9Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612749,4,3,2026-02-04T01:15:19Z,230000,False,,,0,,M. Turner REBOUND (Off:0 Def:1),[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,22.0,1.0,1.0,0.0,,
25,PT10M31.00S,2026-02-04T01:15:31.9Z,1,REGULAR,3pt,Jump Shot,[],1631157,74.58935611038108,10.53921568627451,1610612749,4,3,2026-02-04T01:16:02Z,240000,False,-197.0,186.0,1,right,MISS R. Rollins 27' step back 3PT,[1631157],1610612749.0,MIL,step back,,,Rollins,R. Rollins,,,,,Above the Break 3,24+ Left Center,,,,,,,27.14,Missed,,,,,,,,,,,,
26,PT10M27.00S,2026-02-04T01:15:35.9Z,1,REGULAR,rebound,defensive,[],1630245,,,1610612741,4,3,2026-02-04T01:15:37Z,250000,False,,,0,,A. Dosunmu REBOUND (Off:0 Def:1),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,25.0,1.0,1.0,0.0,,
27,PT10M23.00S,2026-02-04T01:15:40.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1641824,9.017739816031538,65.68627450980392,1610612741,4,3,2026-02-04T01:15:48Z,260000,False,-78.0,32.0,1,left,MISS M. Buzelis 8' running Layup,[1641824],1610612741.0,CHI,running,,,Buzelis,M. Buzelis,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,8.48,Missed,,,,,,,,,,,,
28,PT10M20.00S,2026-02-04T01:15:43.5Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612749,4,3,2026-02-04T01:15:43Z,270000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:1),[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,27.0,1.0,1.0,0.0,,
29,PT10M13.00S,2026-02-04T01:15:50.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1631260,65.25952693823915,54.65686274509803,1610612749,7,3,2026-02-04T01:15:56Z,280000,False,23.0,274.0,1,right,A. Green 27' 3PT running (3 PTS) (R. Rollins 1 AST),"[1631260, 1631157]",1610612749.0,MIL,running,,,Green,A. Green,,,,,Above the Break 3,24+ Center,,,,,,,27.51,Made,3.0,R. Rollins,1631157.0,1.0,,,,,,,,
31,PT10M06.00S,2026-02-04T01:15:57.2Z,1,REGULAR,turnover,lost ball,[],1629632,,,1610612741,7,3,2026-02-04T01:16:02Z,300000,False,,,0,,C. White lost ball TURNOVER (1 TO),"[1629632, 1631260]",1610612741.0,CHI,,,,White,C. White,,,,,Mid-Range,16-24 Center,,,,,,1.0,,,,,,,Green,1631260.0,,,,,,
32,PT10M06.00S,2026-02-04T01:15:57.2Z,1,REGULAR,steal,,[],1631260,,,1610612749,7,3,2026-02-04T01:15:59Z,310000,False,,,0,,A. Green STEAL (1 STL),[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
33,PT09M56.00S,2026-02-04T01:16:07.1Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1631157,76.16622864651774,43.38235294117647,1610612749,7,3,2026-02-04T01:16:13Z,320000,False,-33.0,172.0,1,right,MISS R. Rollins 17' pullup Shot,[1631157],1610612749.0,MIL,pullup,,,Rollins,R. Rollins,,,,,Mid-Range,16-24 Center,,,,,,,17.47,Missed,,,,,,,,,,,,
34,PT09M53.00S,2026-02-04T01:16:10.1Z,1,REGULAR,rebound,defensive,[],1630245,,,1610612741,7,3,2026-02-04T01:16:13Z,330000,False,,,0,,A. Dosunmu REBOUND (Off:0 Def:2),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,33.0,2.0,2.0,0.0,,
35,PT09M45.00S,2026-02-04T01:16:18.6Z,1,REGULAR,3pt,Jump Shot,[],1630245,10.463206307490145,1.2254901960784315,1610612741,7,6,2026-02-04T01:16:24Z,340000,False,244.0,46.0,1,left,A. Dosunmu 24' 3PT step back (3 PTS),[1630245],1610612741.0,CHI,step back,,,Dosunmu,A. Dosunmu,,,,,Right Corner 3,24+ Right,,,,,,,24.82,Made,3.0,,,,,,,,,,,
36,PT09M29.00S,2026-02-04T01:16:34.2Z,1,REGULAR,2pt,Jump Shot,[],1628398,74.45795006570303,48.28431372549019,1610612749,7,6,2026-02-04T01:16:39Z,350000,False,-9.0,188.0,1,right,MISS K. Kuzma 18' turnaround Shot,[1628398],1610612749.0,MIL,turnaround,,,Kuzma,K. Kuzma,,,,,Mid-Range,16-24 Center,,,,,,,18.78,Missed,,,,,,,,,,,,
37,PT09M26.00S,2026-02-04T01:16:37.2Z,1,REGULAR,rebound,defensive,[],1641824,,,1610612741,7,6,2026-02-04T01:16:39Z,360000,False,,,0,,M. Buzelis REBOUND (Off:0 Def:1),[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,36.0,1.0,1.0,0.0,,
38,PT09M13.00S,2026-02-04T01:16:51.1Z,1,REGULAR,3pt,Jump Shot,[],1629632,33.459264126149804,53.431372549019606,1610612741,7,6,2026-02-04T01:17:02Z,370000,False,-17.0,262.0,1,left,MISS C. White 26' 3PT,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Center,,,,,,,26.26,Missed,,,,,,,,,,,,
39,PT09M08.00S,2026-02-04T01:16:56.1Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612749,7,6,2026-02-04T01:17:02Z,380000,False,,,0,,M. Turner REBOUND (Off:0 Def:2),[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,38.0,2.0,2.0,0.0,,
40,PT09M00.00S,2026-02-04T01:17:06.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",1628398,92.59198423127464,51.470588235294116,1610612749,9,6,2026-02-04T01:17:32Z,390000,False,7.0,17.0,1,right,K. Kuzma driving Layup (6 PTS) (A. Coffey 2 AST),"[1628398, 1629599]",1610612749.0,MIL,driving,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,,,,,,,1.86,Made,6.0,A. Coffey,1629599.0,2.0,,,,,,,,
42,PT09M00.00S,2026-02-04T01:17:13.0Z,1,REGULAR,violation,defensive goaltending,[],1641824,,,1610612749,9,6,2026-02-04T01:32:35Z,410000,False,,,0,,M. Buzelis defensive goaltending VIOLATION,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,2534.0,,,,,,,,,,,,,,,,,,,
43,PT08M38.00S,2026-02-04T01:17:32.6Z,1,REGULAR,3pt,Jump Shot,[],1630188,28.465834428383708,16.911764705882355,1610612741,9,6,2026-02-04T01:17:40Z,420000,False,165.0,215.0,1,left,MISS J. Smith 27' 3PT,[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Right Center,,,,,,,27.13,Missed,,,,,,,,,,,,
44,PT08M34.00S,2026-02-04T01:17:36.6Z,1,REGULAR,rebound,defensive,[],1631260,,,1610612749,9,6,2026-02-04T01:17:40Z,430000,False,,,0,,A. Green REBOUND (Off:0 Def:1),[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,43.0,1.0,1.0,0.0,,
45,PT08M25.00S,2026-02-04T01:17:45.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629599,80.50262812089356,43.38235294117647,1610612749,11,6,2026-02-04T01:17:50Z,440000,False,-33.0,131.0,1,right,A. Coffey 13' turnaround fadeaway Jump Shot (2 PTS) (A. Green 1 AST),"[1629599, 1631260]",1610612749.0,MIL,turnaround fadeaway,,,Coffey,A. Coffey,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,13.49,Made,2.0,A. Green,1631260.0,1.0,,,,,,,,
46,PT08M10.00S,2026-02-04T01:18:00.9Z,1,REGULAR,3pt,Jump Shot,[],1630171,5.732588699080158,1.715686274509804,1610612741,11,6,2026-02-04T01:18:06Z,450000,False,241.0,1.0,1,left,MISS I. Okoro 24' 3PT,[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,Right Corner 3,24+ Right,,,,,,,24.14,Missed,,,,,,,,,,,,
47,PT08M06.00S,2026-02-04T01:18:04.9Z,1,REGULAR,rebound,defensive,[],1631157,,,1610612749,11,6,2026-02-04T01:18:06Z,460000,False,,,0,,R. Rollins REBOUND (Off:0 Def:1),[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,46.0,1.0,1.0,0.0,,
48,PT08M00.00S,2026-02-04T01:18:10.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631157,91.01511169513797,48.77450980392157,1610612749,11,6,2026-02-04T01:18:20Z,470000,False,-6.0,32.0,1,right,MISS R. Rollins driving finger roll Layup,[1631157],1610612749.0,MIL,driving finger roll,,,Rollins,R. Rollins,,,,,Restricted Area,0-8 Center,,,,,,,3.26,Missed,,,,,,,,,,,,
49,PT07M58.00S,2026-02-04T01:18:12.9Z,1,REGULAR,rebound,defensive,[],1629632,,,1610612741,11,6,2026-02-04T01:18:20Z,480000,False,,,0,,C. White REBOUND (Off:0 Def:1),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,48.0,1.0,1.0,0.0,,
50,PT07M53.00S,2026-02-04T01:18:18.5Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1630245,9.937582128777924,34.55882352941176,1610612741,11,6,2026-02-04T01:19:03Z,490000,False,77.0,41.0,1,left,MISS A. Dosunmu 8' running pullup Shot,[1630245],1610612741.0,CHI,running pullup,,,Dosunmu,A. Dosunmu,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,8.74,Missed,,,,,,,,,,,,
51,PT07M49.00S,2026-02-04T01:18:22.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612749,11,6,2026-02-04T01:18:46Z,500000,False,,,0,,TEAM defensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,50.0,,,,,
52,PT07M39.00S,2026-02-04T01:18:41.1Z,1,REGULAR,3pt,Jump Shot,[],1626167,74.58935611038108,88.97058823529412,1610612749,11,6,2026-02-04T01:18:48Z,510000,False,195.0,186.0,1,right,MISS M. Turner 26' 3PT,[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Right Center,,,,,,,26.97,Missed,,,,,,,,,,,,
53,PT07M36.00S,2026-02-04T01:18:44.1Z,1,REGULAR,rebound,defensive,[],1630245,,,1610612741,11,6,2026-02-04T01:18:48Z,520000,False,,,0,,A. Dosunmu REBOUND (Off:0 Def:3),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,52.0,3.0,3.0,0.0,,
54,PT07M19.00S,2026-02-04T01:19:01.1Z,1,REGULAR,3pt,Jump Shot,[],1630245,30.436925098554536,19.852941176470587,1610612741,11,9,2026-02-04T01:19:30Z,530000,False,151.0,234.0,1,left,A. Dosunmu 27' 3PT pullup (6 PTS),[1630245],1610612741.0,CHI,pullup,,,Dosunmu,A. Dosunmu,,,,,Above the Break 3,24+ Right Center,,,,,,,27.8,Made,6.0,,,,,,,,,,,
55,PT07M07.00S,2026-02-04T01:19:13.8Z,1,REGULAR,2pt,Hook,[],1626167,84.31340341655716,33.57843137254902,1610612749,13,9,2026-02-04T01:19:20Z,540000,False,-82.0,95.0,1,right,M. Turner 12' turnaround Hook (2 PTS),[1626167],1610612749.0,MIL,turnaround,,,Turner,M. Turner,,,,,Mid-Range,8-16 Left,,,,,,,12.56,Made,2.0,,,,,,,,,,,
56,PT06M57.00S,2026-02-04T01:19:26.8Z,1,REGULAR,foul,personal,[],1626167,,,1610612741,13,9,2026-02-04T01:31:41Z,550000,False,,,0,,M. Turner shooting personal FOUL (2 PF),"[1626167, 1630188]",1610612749.0,MIL,shooting,,,Turner,M. Turner,,,,,In The Paint (Non-RA),0-8 Center,2534.0,2.0,0.0,Smith,1630188.0,,,,,,,,,,,,,,,
58,PT06M57.00S,2026-02-04T01:19:43.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,13,9,2026-02-04T01:19:43Z,570000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M57.00S,2026-02-04T01:21:34.6Z,1,REGULAR,substitution,out,[],1631157,,,1610612741,13,9,2026-02-04T01:22:22Z,580000,False,,,0,,SUB out: R. Rollins,[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M57.00S,2026-02-04T01:21:34.6Z,1,REGULAR,substitution,out,[],1629632,,,1610612741,13,9,2026-02-04T01:22:22Z,590000,False,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M57.00S,2026-02-04T01:21:34.6Z,1,REGULAR,substitution,in,[],1631250,,,1610612741,13,9,2026-02-04T01:22:22Z,600000,False,,,0,,SUB in: P. Nance,[1631250],1610612749.0,MIL,,,,Nance,P. Nance,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M57.00S,2026-02-04T01:21:34.6Z,1,REGULAR,substitution,in,[],1631207,,,1610612741,13,9,2026-02-04T01:22:22Z,610000,False,,,0,,SUB in: D. Terry,[1631207],1610612741.0,CHI,,,,Terry,D. Terry,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M57.00S,2026-02-04T01:22:05.2Z,1,REGULAR,freethrow,1 of 2,[],1630188,,,1610612741,13,10,2026-02-04T01:23:23Z,615000,False,,,0,,J. Smith Free Throw 1 of 2 (4 PTS),[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,,,,,,,,,,Made,4.0,,,,,,,,,,,
70,PT06M57.00S,2026-02-04T01:22:05.2Z,1,REGULAR,freethrow,2 of 2,[],1630188,,,1610612741,13,11,2026-02-04T01:23:23Z,617500,False,,,0,,J. Smith Free Throw 2 of 2 (5 PTS),[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,,,,,,,,,,Made,5.0,,,,,,,,,,,
65,PT06M57.00S,2026-02-04T01:22:35.8Z,1,REGULAR,substitution,out,[],1626167,,,1610612749,13,11,2026-02-04T01:23:23Z,620000,False,,,0,,SUB out: M. Turner,[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M57.00S,2026-02-04T01:22:35.8Z,1,REGULAR,substitution,in,[],1631157,,,1610612749,13,11,2026-02-04T01:23:23Z,630000,False,,,0,,SUB in: R. Rollins,[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M35.00S,2026-02-04T01:23:18.1Z,1,REGULAR,2pt,Jump Shot,[],1631157,84.83902759526939,18.627450980392158,1610612749,13,11,2026-02-04T01:24:25Z,640000,False,-157.0,90.0,1,right,MISS R. Rollins 18' step back Shot,[1631157],1610612749.0,MIL,step back,,,Rollins,R. Rollins,,,,,Mid-Range,16-24 Left,,,,,,,18.09,Missed,,,,,,,,,,,,
68,PT06M31.00S,2026-02-04T01:23:22.3Z,1,REGULAR,rebound,defensive,[],1630188,,,1610612741,13,11,2026-02-04T01:23:22Z,650000,False,,,0,,J. Smith REBOUND (Off:0 Def:1),[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,67.0,1.0,1.0,0.0,,
71,PT06M13.00S,2026-02-04T01:23:40.2Z,1,REGULAR,3pt,Jump Shot,[],1630188,3.892904073587385,94.85294117647058,1610612741,13,11,2026-02-04T01:24:39Z,660000,False,-224.0,-16.0,1,left,MISS J. Smith step back 3PT,[1630188],1610612741.0,CHI,step back,,,Smith,J. Smith,,,,,Left Corner 3,24+ Left,,,,,,,22.49,Missed,,,,,,,,,,,,
72,PT06M09.00S,2026-02-04T01:23:44.2Z,1,REGULAR,rebound,defensive,[],1631157,,,1610612749,13,11,2026-02-04T01:23:51Z,670000,False,,,0,,R. Rollins REBOUND (Off:0 Def:2),[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,71.0,2.0,2.0,0.0,,
73,PT06M09.00S,2026-02-04T01:23:48.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1631260,92.06636005256242,2.2058823529411766,1610612749,13,11,2026-02-04T01:25:22Z,680000,False,-239.0,22.0,1,right,MISS A. Green 24' running 3PT,[1631260],1610612749.0,MIL,running,,,Green,A. Green,,,,,Left Corner 3,24+ Left,,,,,,,24.0,Missed,,,,,,,,,,,,
74,PT06M05.00S,2026-02-04T01:23:52.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612749,13,11,2026-02-04T01:25:45Z,690000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,73.0,,,,,
76,PT06M05.00S,2026-02-04T01:24:06.6Z,1,REGULAR,substitution,out,[],1630188,,,1610612749,13,11,2026-02-04T01:24:11Z,710000,False,,,0,,SUB out: J. Smith,[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M05.00S,2026-02-04T01:24:06.6Z,1,REGULAR,substitution,in,[],1630172,,,1610612749,13,11,2026-02-04T01:24:11Z,720000,False,,,0,,SUB in: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M03.00S,2026-02-04T01:24:24.8Z,1,REGULAR,turnover,bad pass,[],1631157,,,1610612749,13,11,2026-02-04T01:24:30Z,730000,False,,,0,,R. Rollins bad pass TURNOVER (1 TO),"[1631157, 1631207]",1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,In The Paint (Non-RA),8-16 Right,,,,,,1.0,,,,,,,Terry,1631207.0,,,,,,
79,PT06M03.00S,2026-02-04T01:24:24.8Z,1,REGULAR,steal,,[],1631207,,,1610612741,13,11,2026-02-04T01:24:28Z,740000,False,,,0,,D. Terry STEAL (1 STL),[1631207],1610612741.0,CHI,,,,Terry,D. Terry,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
81,PT06M00.00S,2026-02-04T01:24:29.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630172,6.258212877792378,48.529411764705884,1610612741,13,13,2026-02-04T01:24:44Z,760000,False,7.0,6.0,1,left,P. Williams running reverse Layup (2 PTS) (D. Terry 1 AST),"[1630172, 1631207]",1610612741.0,CHI,running reverse,,,Williams,P. Williams,,,,,Restricted Area,0-8 Center,,,,,,,0.97,Made,2.0,D. Terry,1631207.0,1.0,,,,,,,,
83,PT05M45.00S,2026-02-04T01:24:43.8Z,1,REGULAR,3pt,Jump Shot,[],1628398,93.38042049934296,3.6764705882352944,1610612749,13,13,2026-02-04T01:25:07Z,780000,False,-232.0,10.0,1,right,MISS K. Kuzma 3PT,[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,Left Corner 3,24+ Left,,,,,,,23.18,Missed,,,,,,,,,,,,
84,PT05M44.00S,2026-02-04T01:24:44.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612749,13,13,2026-02-04T01:25:07Z,790000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,83.0,,,,,
85,PT05M44.00S,2026-02-04T01:24:58.2Z,1,REGULAR,substitution,out,[],1628398,,,1610612749,13,13,2026-02-04T01:25:03Z,800000,False,,,0,,SUB out: K. Kuzma,[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M44.00S,2026-02-04T01:24:58.2Z,1,REGULAR,substitution,in,[],1630579,,,1610612749,13,13,2026-02-04T01:25:03Z,810000,False,,,0,,SUB in: J. Sims,[1630579],1610612749.0,MIL,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,
