actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,value
183,PT10M12.00S,2022-03-27T20:13:46.2Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1628402,,,1610612765,26,38,2022-03-27T20:13:46Z,1830000,,,0,,F. Jackson Free Throw 2 of 2 (2 PTS),[1628402],1610612765.0,DET,,,,Jackson,F. Jackson,,,,,,,,,,Made,2.0,,,,,,,,,,,,,,
184,PT09M56.00S,2022-03-27T20:14:03.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630193,82.83508541392904,50.49019607843137,1610612752,26,38,2022-03-27T20:14:09Z,1840000,2.0,109.0,1,right,MISS I. Quickley 10' driving floating Shot,[1630193],1610612752.0,NYK,driving floating,,,Quickley,I. Quickley,,,,,,,,,,Missed,,10.89,,,,,,,,,,,,,
185,PT09M53.00S,2022-03-27T20:14:06.3Z,2,REGULAR,rebound,defensive,[],203482,,,1610612765,26,38,2022-03-27T20:14:09Z,1850000,,,0,,K. Olynyk REBOUND (Off:0 Def:1),[203482],1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,184.0,1.0,1.0,0.0,,,,
186,PT09M47.00S,2022-03-27T20:14:12.0Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628963,12.401445466491452,54.65686274509804,1610612765,26,38,2022-03-27T20:14:16Z,1860000,-23.0,64.0,1,left,MISS M. Bagley III 6' turnaround Hook,[1628963],1610612765.0,DET,turnaround,,,Bagley III,M. Bagley III,,,,,,,,,,Missed,,6.82,,,,,,,,,,,,,
187,PT09M45.00S,2022-03-27T20:14:14.0Z,2,REGULAR,rebound,defensive,[],1630193,,,1610612752,26,38,2022-03-27T20:14:16Z,1870000,,,0,,I. Quickley REBOUND (Off:0 Def:4),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,186.0,4.0,4.0,0.0,,,,
188,PT09M38.00S,2022-03-27T20:14:22.0Z,2,REGULAR,2pt,Jump Shot,[],1630193,82.70367936925098,25.490196078431367,1610612752,26,38,2022-03-27T20:14:27Z,1880000,-123.0,110.0,1,right,MISS I. Quickley 16' pullup Shot,[1630193],1610612752.0,NYK,pullup,,,Quickley,I. Quickley,,,,,,,,,,Missed,,16.47,,,,,,,,,,,,,
189,PT09M36.00S,2022-03-27T20:14:24.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612765,26,38,2022-03-27T20:14:27Z,1890000,,,0,,TEAM defensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,188.0,,,,,,,
190,PT09M36.00S,2022-03-27T20:14:28.3Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612765,26,38,2022-03-27T20:14:28Z,1900000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT09M28.00S,2022-03-27T20:14:44.3Z,2,REGULAR,2pt,Jump Shot,[],1630165,24.753613666228645,52.450980392156865,1610612765,26,38,2022-03-27T20:14:52Z,1910000,-12.0,180.0,1,left,MISS K. Hayes 18' Jump Shot,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,Missed,,18.06,,,,,,,,,,,,,
192,PT09M25.00S,2022-03-27T20:14:47.3Z,2,REGULAR,rebound,defensive,[],1630193,,,1610612752,26,38,2022-03-27T20:14:52Z,1920000,,,0,,I. Quickley REBOUND (Off:0 Def:5),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,191.0,5.0,5.0,0.0,,,,
193,PT09M23.00S,2022-03-27T20:14:49.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630167,93.74178712220763,52.205882352941174,1610612752,26,40,2022-03-27T20:15:11Z,1930000,11.0,6.0,1,right,O. Toppin running Layup (6 PTS) (I. Quickley 1 AST),"[1630167, 1630193]",1610612752.0,NYK,running,,,Toppin,O. Toppin,,,,,,,,,,Made,6.0,1.27,I. Quickley,1630193.0,1.0,,,,,,,,,,
195,PT09M11.00S,2022-03-27T20:15:01.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630165,11.350197109067011,57.59803921568628,1610612765,26,40,2022-03-27T20:25:26Z,1950000,-38.0,54.0,1,left,MISS K. Hayes 6' cutting Layup,[1630165],1610612765.0,DET,cutting,,,Hayes,K. Hayes,,,,,,,,,,Missed,,6.62,,,,,,,,,,,,,
196,PT09M11.00S,2022-03-27T20:15:01.2Z,2,REGULAR,rebound,defensive,[],1630540,,,1610612752,26,40,2022-03-27T20:15:17Z,1960000,,,0,,M. McBride REBOUND (Off:0 Def:1),[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,195.0,1.0,1.0,0.0,,,,
197,PT08M58.00S,2022-03-27T20:15:16.4Z,2,REGULAR,turnover,out-of-bounds,[],1630193,,,1610612752,26,40,2022-03-27T20:15:22Z,1970000,,,0,,I. Quickley bad pass out-of-bounds TURNOVER (2 TO),[1630193],1610612752.0,NYK,bad pass,,,Quickley,I. Quickley,,,,,1627961.0,,,,,,,,,,,,,,,,,2.0,,,
198,PT08M58.00S,2022-03-27T20:15:21.5Z,2,REGULAR,substitution,out,[],1630579,,,1610612765,26,40,2022-03-27T20:15:28Z,1980000,,,0,,SUB out: J. Sims,[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT08M58.00S,2022-03-27T20:15:21.5Z,2,REGULAR,substitution,in,[],1629011,,,1610612765,26,40,2022-03-27T20:15:28Z,1990000,,,0,,SUB in: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT08M50.00S,2022-03-27T20:15:40.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628402,8.065045992115643,43.13725490196079,1610612765,26,40,2022-03-27T20:15:45Z,2000000,34.0,23.0,1,left,MISS F. Jackson cutting Layup - blocked,"[1628402, 1629011]",1610612765.0,DET,cutting,,,Jackson,F. Jackson,,,,,,,,,,Missed,,4.15,,,,Robinson,1629011.0,,,,,,,,
201,PT08M50.00S,2022-03-27T20:15:40.9Z,2,REGULAR,block,,[],1629011,,,1610612765,26,40,2022-03-27T20:15:43Z,2010000,,,0,,M. Robinson BLOCK (2 BLK),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT08M46.00S,2022-03-27T20:15:44.9Z,2,REGULAR,rebound,defensive,[],1630193,,,1610612752,26,40,2022-03-27T20:15:45Z,2020000,,,0,,I. Quickley REBOUND (Off:0 Def:6),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,200.0,6.0,6.0,0.0,,,,
205,PT08M46.00S,2022-03-27T20:15:48.6Z,2,REGULAR,foul,personal,[],1630165,,,1610612752,26,40,2022-03-27T20:16:23Z,2050000,,,0,,K. Hayes personal FOUL (2 PF),"[1630165, 1630167]",1610612765.0,DET,,,,Hayes,K. Hayes,,,,,1627961.0,2.0,0.0,Toppin,1630167.0,,,,,,,,,,,,,,,,
207,PT08M36.00S,2022-03-27T20:16:22.9Z,2,REGULAR,3pt,Jump Shot,[],1630540,89.01116951379764,4.411764705882348,1610612752,26,40,2022-03-27T20:16:32Z,2070000,-228.0,51.0,1,right,MISS M. McBride 3PT,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,Missed,,23.35,,,,,,,,,,,,,
208,PT08M34.00S,2022-03-27T20:16:24.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612752,26,40,2022-03-27T20:16:32Z,2080000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,207.0,,,,,,,
209,PT08M34.00S,2022-03-27T20:16:30.3Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612752,26,40,2022-03-27T20:16:30Z,2090000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT08M34.00S,2022-03-27T20:16:31.0Z,2,REGULAR,substitution,out,[],1628963,,,1610612752,26,40,2022-03-27T20:16:36Z,2100000,,,0,,SUB out: M. Bagley III,[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT08M34.00S,2022-03-27T20:16:31.0Z,2,REGULAR,substitution,in,[],1630191,,,1610612752,26,40,2022-03-27T20:16:36Z,2110000,,,0,,SUB in: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT08M29.00S,2022-03-27T20:16:49.8Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1629628,78.89290407358739,33.08823529411765,1610612752,26,40,2022-03-27T20:16:55Z,2120000,-85.0,146.0,1,right,MISS R. Barrett 16' pullup Shot,[1629628],1610612752.0,NYK,pullup,,,Barrett,R. Barrett,,,,,,,,,,Missed,,16.87,,,,,,,,,,,,,
213,PT08M28.00S,2022-03-27T20:16:50.8Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612765,26,40,2022-03-27T20:16:55Z,2130000,,,0,,TEAM defensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,212.0,,,,,,,
214,PT08M28.00S,2022-03-27T20:16:56.0Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612765,26,40,2022-03-27T20:16:56Z,2140000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT08M15.00S,2022-03-27T20:17:11.0Z,2,REGULAR,3pt,Jump Shot,[],203482,32.37516425755584,43.872549019607845,1610612765,26,40,2022-03-27T20:17:16Z,2150000,31.0,252.0,1,left,MISS K. Olynyk 25' 3PT,[203482],1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,,,,,,Missed,,25.37,,,,,,,,,,,,,
216,PT08M11.00S,2022-03-27T20:17:15.0Z,2,REGULAR,rebound,defensive,[],1629628,,,1610612752,26,40,2022-03-27T20:17:16Z,2160000,,,0,,R. Barrett REBOUND (Off:1 Def:3),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,215.0,4.0,3.0,1.0,,,,
217,PT08M07.00S,2022-03-27T20:17:18.8Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630193,61.5473061760841,49.754901960784316,1610612752,26,40,2022-03-27T20:17:41Z,2170000,-1.0,309.0,1,right,MISS I. Quickley 30' 3PT,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,Missed,,30.9,,,,,,,,,,,,,
218,PT08M02.00S,2022-03-27T20:17:23.9Z,2,REGULAR,rebound,offensive,[],1629628,,,1610612752,26,40,2022-03-27T20:17:23Z,2180000,,,0,,R. Barrett REBOUND (Off:2 Def:3),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,217.0,5.0,3.0,2.0,,,,
219,PT07M53.00S,2022-03-27T20:17:34.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance', 'defensivegoaltending']",1630193,92.69053876478318,56.86274509803921,1610612752,26,42,2022-03-27T20:17:49Z,2190000,34.0,16.0,1,right,I. Quickley driving Layup (11 PTS),[1630193],1610612752.0,NYK,driving,,,Quickley,I. Quickley,,,,,,,,,,Made,11.0,3.79,,,,,,,,,,,,,
220,PT07M53.00S,2022-03-27T20:17:39.4Z,2,REGULAR,violation,defensive goaltending,[],1630191,,,1610612752,26,42,2022-03-27T20:17:49Z,2200000,,,0,,I. Stewart defensive goaltending VIOLATION,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,1627529.0,,,,,,,,,,,,,,,,,,,,
221,PT07M39.00S,2022-03-27T20:18:06.0Z,2,REGULAR,turnover,bad pass,[],1630165,,,1610612765,26,42,2022-03-27T20:18:14Z,2210000,,,0,,K. Hayes bad pass TURNOVER (2 TO),"[1630165, 1630167]",1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,2.0,Toppin,1630167.0,
222,PT07M39.00S,2022-03-27T20:18:06.0Z,2,REGULAR,steal,,[],1630167,,,1610612752,26,42,2022-03-27T20:18:10Z,2220000,,,0,,O. Toppin STEAL (1 STL),[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT07M39.00S,2022-03-27T20:18:11.8Z,2,REGULAR,foul,personal,[],1630165,,,1610612752,26,42,2022-03-27T20:18:42Z,2230000,,,0,,K. Hayes personal FOUL (3 PF),"[1630165, 1630167]",1610612765.0,DET,,,,Hayes,K. Hayes,,,,,1627961.0,3.0,0.0,Toppin,1630167.0,,,,,,,,,,,,,,,,
225,PT07M39.00S,2022-03-27T20:18:20.2Z,2,REGULAR,substitution,out,[],1630165,,,1610612752,26,42,2022-03-27T20:18:38Z,2250000,,,0,,SUB out: K. Hayes,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT07M39.00S,2022-03-27T20:18:20.2Z,2,REGULAR,substitution,out,[],203585,,,1610612752,26,42,2022-03-27T20:18:38Z,2260000,,,0,,SUB out: R. McGruder,[203585],1610612765.0,DET,,,,McGruder,R. McGruder,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT07M39.00S,2022-03-27T20:18:20.2Z,2,REGULAR,substitution,in,[],1630595,,,1610612752,26,42,2022-03-27T20:18:38Z,2270000,,,0,,SUB in: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT07M39.00S,2022-03-27T20:18:20.2Z,2,REGULAR,substitution,in,[],202709,,,1610612752,26,42,2022-03-27T20:18:38Z,2280000,,,0,,SUB in: C. Joseph,[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT07M39.00S,2022-03-27T20:18:40.3Z,2,REGULAR,foul,technical,['1freethrow'],1630165,,,1610612752,26,42,2022-03-27T20:18:48Z,2290000,,,0,,K. Hayes technical FOUL (1 Tech),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,1627529.0,3.0,1.0,,,,,,,,,,,,,,,,,,
230,PT07M39.00S,2022-03-27T20:18:55.6Z,2,REGULAR,freethrow,1 of 1,[],1630193,,,1610612752,26,43,2022-03-27T20:18:55Z,2300000,,,0,,I. Quickley technical Free Throw 1 of 1 (12 PTS),[1630193],1610612752.0,NYK,technical,,,Quickley,I. Quickley,,,,,,,,,,Made,12.0,,,,,,,,,,,,,,
231,PT07M29.00S,2022-03-27T20:19:18.6Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630167,93.2161629434954,50.245098039215684,1610612752,26,45,2022-03-27T20:19:28Z,2310000,1.0,11.0,1,right,O. Toppin driving reverse DUNK (8 PTS) (I. Quickley 2 AST),"[1630167, 1630193]",1610612752.0,NYK,driving reverse,,,Toppin,O. Toppin,,,,,,,,,,Made,8.0,1.14,I. Quickley,1630193.0,2.0,,,,,,,,,,
233,PT07M29.00S,2022-03-27T20:19:27.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,26,45,2022-03-27T20:19:27Z,2330000,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT07M29.00S,2022-03-27T20:20:46.1Z,2,REGULAR,substitution,out,[],203482,,,1610612765,26,45,2022-03-27T20:21:56Z,2340000,,,0,,SUB out: K. Olynyk,[203482],1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT07M29.00S,2022-03-27T20:20:46.1Z,2,REGULAR,substitution,in,[],1630180,,,1610612765,26,45,2022-03-27T20:21:56Z,2350000,,,0,,SUB in: S. Bey,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT07M16.00S,2022-03-27T20:22:28.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202709,7.408015768725363,45.58823529411765,1610612765,28,45,2022-03-27T20:22:36Z,2360000,22.0,17.0,1,left,C. Joseph driving finger roll Layup (5 PTS),[202709],1610612765.0,DET,driving finger roll,,,Joseph,C. Joseph,,,,,,,,,,Made,5.0,2.79,,,,,,,,,,,,,
237,PT07M00.00S,2022-03-27T20:22:44.5Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629011,92.90407358738501,49.854473039215684,1610612752,28,45,2022-03-27T20:22:53Z,2370000,-1.0,14.0,1,right,MISS M. Robinson alley-oop DUNK,[1629011],1610612752.0,NYK,alley-oop,,,Robinson,M. Robinson,,,,,,,,,,Missed,,1.42,,,,,,,,,,,,,
238,PT07M00.00S,2022-03-27T20:22:44.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612752,28,45,2022-03-27T20:22:53Z,2380000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,237.0,,,,,,,
239,PT07M00.00S,2022-03-27T20:22:54.7Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612752,28,45,2022-03-27T20:22:54Z,2390000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT06M47.00S,2022-03-27T20:23:11.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630540,91.24507227332458,3.1862745098039227,1610612752,28,45,2022-03-27T20:23:16Z,2400000,-234.0,30.0,1,right,MISS M. McBride 3PT,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,Missed,,23.6,,,,,,,,,,,,,
241,PT06M45.00S,2022-03-27T20:23:13.7Z,2,REGULAR,rebound,defensive,[],1630191,,,1610612765,28,45,2022-03-27T20:23:16Z,2410000,,,0,,I. Stewart REBOUND (Off:0 Def:2),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,240.0,2.0,2.0,0.0,,,,
242,PT06M32.00S,2022-03-27T20:23:28.3Z,2,REGULAR,2pt,Jump Shot,[],1630180,11.563731931668855,90.66329656862746,1610612765,30,45,2022-03-27T20:27:48Z,2420000,-203.0,56.0,1,left,S. Bey 21' Jump Shot (4 PTS) (C. Joseph 1 AST),"[1630180, 202709]",1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,Made,4.0,21.09,C. Joseph,202709.0,1.0,,,,,,,,,,
282,PT06M32.00S,2022-03-27T20:23:34.1Z,2,REGULAR,instantreplay,request,[],0,,,1610612752,30,45,2022-03-27T20:28:44Z,2432500,,,0,,,[],,,overturned,,,,,,,,,200832.0,,,,,,,,,,,,,,,,,,,,Changed to 2-pt FG
244,PT06M10.00S,2022-03-27T20:23:51.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629628,93.2161629434954,63.72549019607843,1610612752,30,47,2022-03-27T20:25:26Z,2440000,69.0,11.0,1,right,R. Barrett 6' fadeaway Jump Shot (9 PTS),[1629628],1610612752.0,NYK,fadeaway,,,Barrett,R. Barrett,,,,,,,,,,Made,9.0,6.95,,,,,,,,,,,,,
245,PT06M10.00S,2022-03-27T20:23:58.3Z,2,REGULAR,foul,personal,['1freethrow'],1630595,,,1610612752,30,47,2022-03-27T20:24:33Z,2450000,,,0,,C. Cunningham shooting personal FOUL (2 PF) (Barrett 1 FT),"[1630595, 1629628]",1610612765.0,DET,shooting,,,Cunningham,C. Cunningham,,,,,1627529.0,2.0,0.0,Barrett,1629628.0,,,,,,,,,,,,,,,,
247,PT06M10.00S,2022-03-27T20:24:17.9Z,2,REGULAR,substitution,out,[],1630167,,,1610612752,30,47,2022-03-27T20:24:31Z,2470000,,,0,,SUB out: O. Toppin,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT06M10.00S,2022-03-27T20:24:17.9Z,2,REGULAR,substitution,out,[],1630540,,,1610612752,30,47,2022-03-27T20:24:31Z,2480000,,,0,,SUB out: M. McBride,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT06M10.00S,2022-03-27T20:24:17.9Z,2,REGULAR,substitution,in,[],203095,,,1610612752,30,47,2022-03-27T20:24:31Z,2490000,,,0,,SUB in: E. Fournier,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT06M10.00S,2022-03-27T20:24:17.9Z,2,REGULAR,substitution,in,[],203944,,,1610612752,30,47,2022-03-27T20:24:31Z,2500000,,,0,,SUB in: J. Randle,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT06M10.00S,2022-03-27T20:24:36.2Z,2,REGULAR,freethrow,1 of 1,[],1629628,,,1610612752,30,48,2022-03-27T20:24:36Z,2510000,,,0,,R. Barrett Free Throw 1 of 1 (10 PTS),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,Made,10.0,,,,,,,,,,,,,,
252,PT05M57.00S,2022-03-27T20:24:50.7Z,2,REGULAR,turnover,lost ball,[],1630595,,,1610612765,30,48,2022-03-27T20:25:30Z,2520000,,,0,,C. Cunningham lost ball TURNOVER (2 TO),"[1630595, 1629628]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,2.0,Barrett,1629628.0,
253,PT05M57.00S,2022-03-27T20:24:50.7Z,2,REGULAR,steal,,[],1629628,,,1610612752,30,48,2022-03-27T20:24:54Z,2530000,,,0,,R. Barrett STEAL (1 STL),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT05M44.00S,2022-03-27T20:25:02.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629628,92.95335085413929,44.85294117647059,1610612752,30,50,2022-03-27T20:27:28Z,2540000,-26.0,14.0,1,right,R. Barrett driving Layup (12 PTS),[1629628],1610612752.0,NYK,driving,,,Barrett,R. Barrett,,,,,,,,,,Made,12.0,2.91,,,,,,,,,,,,,
255,PT05M32.00S,2022-03-27T20:25:14.8Z,2,REGULAR,3pt,Jump Shot,[],1630595,35.134691195795014,50.73529411764706,1610612765,33,50,2022-03-27T20:25:36Z,2550000,-4.0,278.0,1,left,C. Cunningham 27' 3PT  (8 PTS) (C. Joseph 2 AST),"[1630595, 202709]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,Made,8.0,27.78,C. Joseph,202709.0,2.0,,,,,,,,,,
257,PT05M19.00S,2022-03-27T20:25:30.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630191,,,1610612752,33,50,2022-03-27T20:25:45Z,2570000,,,0,,I. Stewart shooting personal FOUL (1 PF) (Barrett 2 FT),"[1630191, 1629628]",1610612765.0,DET,shooting,,,Stewart,I. Stewart,,,,,200832.0,1.0,0.0,Barrett,1629628.0,,,,,,,,,,,,,,,,
259,PT05M19.00S,2022-03-27T20:25:57.5Z,2,REGULAR,freethrow,1 of 2,[],1629628,,,1610612752,33,51,2022-03-27T20:25:57Z,2590000,,,0,,R. Barrett Free Throw 1 of 2 (13 PTS),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,Made,13.0,,,,,,,,,,,,,,
260,PT05M19.00S,2022-03-27T20:25:58.2Z,2,REGULAR,substitution,out,[],1628402,,,1610612752,33,51,2022-03-27T20:26:09Z,2600000,,,0,,SUB out: F. Jackson,[1628402],1610612765.0,DET,,,,Jackson,F. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT05M19.00S,2022-03-27T20:25:58.2Z,2,REGULAR,substitution,out,[],1629011,,,1610612752,33,51,2022-03-27T20:26:09Z,2610000,,,0,,SUB out: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT05M19.00S,2022-03-27T20:25:58.2Z,2,REGULAR,substitution,in,[],1630296,,,1610612752,33,51,2022-03-27T20:26:09Z,2620000,,,0,,SUB in: B. Key,[1630296],1610612765.0,DET,,,,Key,B. Key,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT05M19.00S,2022-03-27T20:25:58.2Z,2,REGULAR,substitution,in,[],1630579,,,1610612752,33,51,2022-03-27T20:26:09Z,2630000,,,0,,SUB in: J. Sims,[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT05M19.00S,2022-03-27T20:26:17.5Z,2,REGULAR,freethrow,2 of 2,[],1629628,,,1610612752,33,52,2022-03-27T20:26:17Z,2640000,,,0,,R. Barrett Free Throw 2 of 2 (14 PTS),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,Made,14.0,,,,,,,,,,,,,,
265,PT05M02.00S,2022-03-27T20:26:35.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630296,13.058475689881732,52.450980392156865,1610612765,33,52,2022-03-27T20:45:35Z,2650000,-12.0,70.0,1,left,MISS B. Key 7' driving Layup - blocked,"[1630296, 1630579]",1610612765.0,DET,driving,,,Key,B. Key,,,,,,,,,,Missed,,7.13,,,,Sims,1630579.0,,,,,,,,
297,PT05M02.00S,2022-03-27T20:26:35.2Z,2,REGULAR,block,,[],1630579,,,1610612765,33,52,2022-03-27T20:32:30Z,2655000,,,0,,J. Sims BLOCK (1 BLK),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT04M58.00S,2022-03-27T20:26:39.2Z,2,REGULAR,rebound,offensive,[],1630296,,,1610612765,33,52,2022-03-27T20:27:05Z,2660000,,,0,,B. Key REBOUND (Off:1 Def:0),[1630296],1610612765.0,DET,,,,Key,B. Key,,,,,,,,,,,,,,,,,,265.0,1.0,0.0,1.0,,,,
267,PT04M57.00S,2022-03-27T20:26:40.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630296,10.036136662286467,52.450980392156865,1610612765,33,52,2022-03-27T20:31:15Z,2670000,-12.0,42.0,1,left,MISS B. Key putback Layup,[1630296],1610612765.0,DET,putback,,,Key,B. Key,,,,,,,,,,Missed,,4.36,,,,,,,,,,,,,
268,PT04M55.00S,2022-03-27T20:26:42.6Z,2,REGULAR,rebound,defensive,[],1630579,,,1610612752,33,52,2022-03-27T20:27:10Z,2680000,,,0,,J. Sims REBOUND (Off:1 Def:4),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,267.0,5.0,4.0,1.0,,,,
