actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
17,PT10M25.00S,2022-03-08T00:13:17.9Z,1,REGULAR,3pt,Jump Shot,[],1629631,91.98423127463863,97.28094362745098,1610612737,4,3,2022-03-08T00:13:25Z,170000,236.0,23.0,1,right,MISS D. Hunter 3PT,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,23.75,Missed,,,,,,,,,,,,,,,,,,,
18,PT10M20.00S,2022-03-08T00:13:22.9Z,1,REGULAR,rebound,defensive,[],1630191,,,1610612765,4,3,2022-03-08T00:13:25Z,180000,,,0,,I. Stewart REBOUND (Off:0 Def:1),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,17.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
19,PT10M09.00S,2022-03-08T00:13:33.3Z,1,REGULAR,2pt,Jump Shot,[],203924,12.66425755584757,20.34313725490196,1610612765,6,3,2022-03-08T00:13:38Z,190000,148.0,67.0,1,left,J. Grant 16' pullup Jump Shot (2 PTS),[203924],1610612765.0,DET,pullup,,,Grant,J. Grant,,,,,16.25,Made,,,,,2.0,,,,,,,,,,,,,,
20,PT09M54.00S,2022-03-08T00:13:48.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628381,91.24507227332458,53.92156862745098,1610612737,6,5,2022-03-08T00:13:54Z,200000,20.0,30.0,1,right,J. Collins cutting DUNK (2 PTS) (T. Young 1 AST),"[1628381, 1629027]",1610612737.0,ATL,cutting,,,Collins,J. Collins,,,,,3.57,Made,,,,,2.0,T. Young,1629027.0,1.0,,,,,,,,,,,
22,PT09M30.00S,2022-03-08T00:14:12.5Z,1,REGULAR,2pt,Jump Shot,[],1630180,9.510512483574246,32.59803921568627,1610612765,6,5,2022-03-08T00:14:16Z,220000,87.0,37.0,1,left,MISS S. Bey 9' pullup Shot,[1630180],1610612765.0,DET,pullup,,,Bey,S. Bey,,,,,9.45,Missed,,,,,,,,,,,,,,,,,,,
23,PT09M28.00S,2022-03-08T00:14:14.5Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,6,5,2022-03-08T00:14:16Z,230000,,,0,,C. Capela REBOUND (Off:0 Def:1),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,22.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
24,PT09M23.00S,2022-03-08T00:14:19.6Z,1,REGULAR,3pt,Jump Shot,[],1629027,63.64980289093298,33.57843137254902,1610612737,6,8,2022-03-08T00:14:59Z,240000,-82.0,289.0,1,right,T. Young 30' 3PT pullup (6 PTS),[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,30.06,Made,,,,,6.0,,,,,,,,,,,,,,
25,PT09M01.00S,2022-03-08T00:14:41.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630595,5.174113009198422,42.15686274509803,1610612765,6,8,2022-03-08T00:14:47Z,250000,39.0,-4.0,1,left,MISS C. Cunningham turnaround Hook,[1630595],1610612765.0,DET,turnaround,,,Cunningham,C. Cunningham,,,,,3.94,Missed,,,,,,,,,,,,,,,,,,,
26,PT08M59.00S,2022-03-08T00:14:43.4Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,6,8,2022-03-08T00:14:47Z,260000,,,0,,C. Capela REBOUND (Off:0 Def:2),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,25.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
27,PT08M49.00S,2022-03-08T00:14:53.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,86.64586070959264,61.51960784313725,1610612737,6,10,2022-03-08T00:14:59Z,270000,58.0,73.0,1,right,T. Young 9' driving floating Jump Shot (8 PTS) (B. Bogdanovic 1 AST),"[1629027, 203992]",1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,9.3,Made,,,,,8.0,B. Bogdanovic,203992.0,1.0,,,,,,,,,,,
29,PT08M26.00S,2022-03-08T00:15:16.5Z,1,REGULAR,2pt,Jump Shot,[],203924,23.4395532194481,37.00980392156863,1610612765,8,10,2022-03-08T00:15:23Z,290000,65.0,168.0,1,left,J. Grant 17' step back Jump Shot (4 PTS),[203924],1610612765.0,DET,step back,,,Grant,J. Grant,,,,,17.99,Made,,,,,4.0,,,,,,,,,,,,,,
30,PT08M09.00S,2022-03-08T00:15:32.8Z,1,REGULAR,2pt,Jump Shot,[],1629027,72.85438567674113,70.81035539215686,1610612737,8,10,2022-03-08T00:19:51Z,300000,104.0,203.0,1,right,MISS T. Young 22' step back Shot,[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,22.79,Missed,,,,,,,,,,,,,,,,,,,
31,PT08M07.00S,2022-03-08T00:15:34.8Z,1,REGULAR,rebound,defensive,[],202709,,,1610612765,8,10,2022-03-08T00:15:37Z,310000,,,0,,C. Joseph REBOUND (Off:0 Def:2),[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,30.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
32,PT08M05.00S,2022-03-08T00:15:40.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203924,7.408015768725363,45.833333333333336,1610612765,10,10,2022-03-08T00:15:47Z,320000,21.0,17.0,1,left,J. Grant running Layup (6 PTS) (C. Joseph 1 AST),"[203924, 202709]",1610612765.0,DET,running,,,Grant,J. Grant,,,,,2.69,Made,,,,,6.0,C. Joseph,202709.0,1.0,,,,,,,,,,,
34,PT08M05.00S,2022-03-08T00:15:44.9Z,1,REGULAR,foul,personal,['1freethrow'],203992,,,1610612765,10,10,2022-03-08T00:15:56Z,340000,,,0,,B. Bogdanovic shooting personal FOUL (1 PF) (Grant 1 FT),"[203992, 203924]",1610612737.0,ATL,shooting,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,1627534.0,1.0,0.0,Grant,203924.0,,,,,,
36,PT08M05.00S,2022-03-08T00:16:09.7Z,1,REGULAR,freethrow,1 of 1,['fastbreak'],203924,,,1610612765,11,10,2022-03-08T00:16:09Z,360000,,,0,,J. Grant Free Throw 1 of 1 (7 PTS),[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,Made,,,,,7.0,,,,,,,,,,,,,,
37,PT07M52.00S,2022-03-08T00:16:24.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628381,92.95335085413929,49.01960784313726,1610612737,11,12,2022-03-08T00:16:30Z,370000,-5.0,14.0,1,right,J. Collins cutting DUNK (4 PTS) (T. Young 2 AST),"[1628381, 1629027]",1610612737.0,ATL,cutting,,,Collins,J. Collins,,,,,1.45,Made,,,,,4.0,T. Young,1629027.0,2.0,,,,,,,,,,,
39,PT07M36.00S,2022-03-08T00:16:43.1Z,1,REGULAR,foul,personal,[],1628381,,,1610612765,11,12,2022-03-08T00:16:57Z,390000,,,0,,J. Collins personal FOUL (1 PF),"[1628381, 202709]",1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,2882.0,1.0,0.0,Joseph,202709.0,,,,,,
41,PT07M28.00S,2022-03-08T00:17:06.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630180,7.933639947437584,45.34313725490197,1610612765,13,12,2022-03-08T00:17:12Z,410000,23.0,22.0,1,left,S. Bey driving Layup (6 PTS) (C. Joseph 2 AST),"[1630180, 202709]",1610612765.0,DET,driving,,,Bey,S. Bey,,,,,3.21,Made,,,,,6.0,C. Joseph,202709.0,2.0,,,,,,,,,,,
43,PT07M16.00S,2022-03-08T00:17:21.9Z,1,REGULAR,foul,personal,[],1630595,,,1610612737,13,12,2022-03-08T00:17:38Z,430000,,,0,,C. Cunningham personal FOUL (1 PF),"[1630595, 1628381]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,2882.0,1.0,0.0,Collins,1628381.0,,,,,,
45,PT07M08.00S,2022-03-08T00:17:43.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203991,92.16491458607096,47.30392156862745,1610612737,13,14,2022-03-08T00:19:47Z,450000,-13.0,21.0,1,right,C. Capela DUNK (2 PTS) (T. Young 3 AST),"[203991, 1629027]",1610612737.0,ATL,,,,Capela,C. Capela,,,,,2.5,Made,,,,,2.0,T. Young,1629027.0,3.0,,,,,,,,,,,
47,PT06M54.00S,2022-03-08T00:17:55.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202709,6.750985545335084,45.833333333333336,1610612765,15,14,2022-03-08T00:18:01Z,470000,21.0,11.0,1,left,C. Joseph Layup (2 PTS),[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,2.35,Made,,,,,2.0,,,,,,,,,,,,,,
48,PT06M38.00S,2022-03-08T00:18:15.6Z,1,REGULAR,foul,personal,['2freethrow'],1630180,,,1610612737,15,14,2022-03-08T00:18:30Z,480000,,,0,,S. Bey shooting personal FOUL (1 PF) (Hunter 2 FT),"[1630180, 1629631]",1610612765.0,DET,shooting,,,Bey,S. Bey,,,,,,,,,,,,,,,203591.0,1.0,0.0,Hunter,1629631.0,,,,,,
50,PT06M38.00S,2022-03-08T00:18:34.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,15,14,2022-03-08T00:18:34Z,500000,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT06M38.00S,2022-03-08T00:22:01.0Z,1,REGULAR,stoppage,court clean up,[],0,,,1610612737,15,14,2022-03-08T00:22:01Z,510000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT06M38.00S,2022-03-08T00:22:24.4Z,1,REGULAR,freethrow,1 of 2,[],1629631,,,1610612737,15,15,2022-03-08T00:22:24Z,520000,,,0,,D. Hunter Free Throw 1 of 2 (1 PTS),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,Made,,,,,1.0,,,,,,,,,,,,,,
53,PT06M38.00S,2022-03-08T00:22:40.8Z,1,REGULAR,freethrow,2 of 2,[],1629631,,,1610612737,15,16,2022-03-08T00:22:40Z,530000,,,0,,D. Hunter Free Throw 2 of 2 (2 PTS),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,Made,,,,,2.0,,,,,,,,,,,,,,
54,PT06M19.00S,2022-03-08T00:23:00.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203924,7.013797634691201,49.754901960784316,1610612765,15,16,2022-03-08T00:23:06Z,540000,1.0,13.0,1,left,MISS J. Grant driving reverse Layup,[203924],1610612765.0,DET,driving reverse,,,Grant,J. Grant,,,,,1.35,Missed,,,,,,,,,,,,,,,,,,,
55,PT06M16.00S,2022-03-08T00:23:03.8Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612737,15,16,2022-03-08T00:23:06Z,550000,,,0,,J. Collins REBOUND (Off:0 Def:1),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,54.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
56,PT06M00.00S,2022-03-08T00:23:20.4Z,1,REGULAR,foul,personal,['2freethrow'],1630191,,,1610612737,15,16,2022-03-08T00:23:33Z,560000,,,0,,I. Stewart shooting personal FOUL (1 PF) (Hunter 2 FT),"[1630191, 1629631]",1610612765.0,DET,shooting,,,Stewart,I. Stewart,,,,,,,,,,,,,,,2882.0,1.0,0.0,Hunter,1629631.0,,,,,,
58,PT06M00.00S,2022-03-08T00:23:48.4Z,1,REGULAR,freethrow,1 of 2,[],1629631,,,1610612737,15,17,2022-03-08T00:23:48Z,580000,,,0,,D. Hunter Free Throw 1 of 2 (3 PTS),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,Made,,,,,3.0,,,,,,,,,,,,,,
59,PT06M00.00S,2022-03-08T00:24:04.1Z,1,REGULAR,freethrow,2 of 2,[],1629631,,,1610612737,15,17,2022-03-08T00:24:04Z,590000,,,0,,MISS D. Hunter Free Throw 2 of 2,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,Missed,,,,,,,,,,,,,,,,,,,
60,PT05M58.00S,2022-03-08T00:24:06.9Z,1,REGULAR,rebound,offensive,[],203991,,,1610612737,15,17,2022-03-08T00:24:06Z,600000,,,0,,C. Capela REBOUND (Off:1 Def:2),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,59.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
61,PT05M48.00S,2022-03-08T00:24:16.8Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1629027,74.81931668856767,75.49019607843138,1610612737,15,17,2022-03-08T00:24:21Z,610000,127.0,184.0,1,right,MISS T. Young 22' step back Shot,[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,22.4,Missed,,,,,,,,,,,,,,,,,,,
62,PT05M44.00S,2022-03-08T00:24:20.8Z,1,REGULAR,rebound,defensive,[],203924,,,1610612765,15,17,2022-03-08T00:24:21Z,620000,,,0,,J. Grant REBOUND (Off:0 Def:1),[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,61.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
63,PT05M41.00S,2022-03-08T00:24:24.0Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630595,8.984888304862025,55.88235294117647,1610612765,15,17,2022-03-08T00:24:31Z,630000,-29.0,32.0,1,left,MISS C. Cunningham running Layup,[1630595],1610612765.0,DET,running,,,Cunningham,C. Cunningham,,,,,4.35,Missed,,,,,,,,,,,,,,,,,,,
64,PT05M37.00S,2022-03-08T00:24:28.0Z,1,REGULAR,rebound,offensive,[],202709,,,1610612765,15,17,2022-03-08T00:29:15Z,640000,,,0,,C. Joseph REBOUND (Off:1 Def:2),[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,63.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
65,PT05M28.00S,2022-03-08T00:24:36.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630180,29.747043363994734,77.20588235294117,1610612765,15,17,2022-03-08T00:24:42Z,650000,-136.0,227.0,1,left,MISS S. Bey 26' 3PT,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,26.47,Missed,,,,,,,,,,,,,,,,,,,
66,PT05M25.00S,2022-03-08T00:24:39.0Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612737,15,17,2022-03-08T00:24:42Z,660000,,,0,,J. Collins REBOUND (Off:0 Def:2),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,65.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
67,PT05M18.00S,2022-03-08T00:24:45.8Z,1,REGULAR,3pt,Jump Shot,[],1628381,74.68791064388962,15.931372549019613,1610612737,15,20,2022-03-08T00:24:50Z,670000,-170.0,185.0,1,right,J. Collins 25' 3PT  (7 PTS) (T. Young 4 AST),"[1628381, 1629027]",1610612737.0,ATL,,,,Collins,J. Collins,,,,,25.17,Made,,,,,7.0,T. Young,1629027.0,4.0,,,,,,,,,,,
69,PT04M54.00S,2022-03-08T00:25:10.1Z,1,REGULAR,3pt,Jump Shot,[],1630595,33.163600525624176,38.48039215686274,1610612765,15,20,2022-03-08T00:25:15Z,690000,58.0,259.0,1,left,MISS C. Cunningham 26' 3PT,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,26.55,Missed,,,,,,,,,,,,,,,,,,,
70,PT04M51.00S,2022-03-08T00:25:13.1Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,15,20,2022-03-08T00:25:15Z,700000,,,0,,C. Capela REBOUND (Off:1 Def:3),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,69.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
71,PT04M39.00S,2022-03-08T00:25:24.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203992,92.42772667542707,54.65686274509804,1610612737,15,22,2022-03-08T00:25:38Z,710000,23.0,19.0,1,right,B. Bogdanovic finger roll Layup (2 PTS),[203992],1610612737.0,ATL,finger roll,,,Bogdanovic,B. Bogdanovic,,,,,2.99,Made,,,,,2.0,,,,,,,,,,,,,,
72,PT04M28.00S,2022-03-08T00:25:37.7Z,1,REGULAR,turnover,out-of-bounds,[],202709,,,1610612765,15,22,2022-03-08T00:25:48Z,720000,,,0,,C. Joseph lost ball out-of-bounds TURNOVER (1 TO),[202709],1610612765.0,DET,lost ball,,,Joseph,C. Joseph,,,,,,,,,,,,,,,203591.0,,,,,1.0,,,,,
73,PT04M28.00S,2022-03-08T00:25:44.5Z,1,REGULAR,substitution,out,[],203992,,,1610612737,15,22,2022-03-08T00:25:48Z,730000,,,0,,SUB out: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT04M28.00S,2022-03-08T00:25:44.5Z,1,REGULAR,substitution,in,[],1626153,,,1610612737,15,22,2022-03-08T00:25:48Z,740000,,,0,,SUB in: D. Wright,[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT04M04.00S,2022-03-08T00:26:17.3Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1629631,80.73258869908015,25.490196078431367,1610612737,15,22,2022-03-08T00:26:22Z,750000,-123.0,129.0,1,right,MISS D. Hunter 17' pullup Shot,[1629631],1610612737.0,ATL,pullup,,,Hunter,D. Hunter,,,,,17.76,Missed,,,,,,,,,,,,,,,,,,,
76,PT04M00.00S,2022-03-08T00:26:21.3Z,1,REGULAR,rebound,offensive,[],1629027,,,1610612737,15,22,2022-03-08T00:26:24Z,760000,,,0,,T. Young REBOUND (Off:1 Def:0),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,75.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
77,PT03M53.00S,2022-03-08T00:26:26.8Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1628381,78.36727989487517,89.70588235294117,1610612737,15,22,2022-03-08T00:26:32Z,770000,199.0,151.0,1,right,MISS J. Collins 24' 3PT,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,24.93,Missed,,,,,,,,,,,,,,,,,,,
78,PT03M52.00S,2022-03-08T00:26:27.8Z,1,REGULAR,rebound,offensive,[],1628381,,,1610612737,15,22,2022-03-08T00:26:36Z,780000,,,0,,J. Collins REBOUND (Off:1 Def:2),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,77.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
79,PT03M39.00S,2022-03-08T00:26:41.2Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629027,92.69053876478318,2.6960784313725554,1610612737,15,22,2022-03-08T00:29:25Z,790000,-237.0,16.0,1,right,MISS T. Young pullup 3PT,[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,23.71,Missed,,,,,,,,,,,,,,,,,,,
80,PT03M36.00S,2022-03-08T00:26:44.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612737,15,22,2022-03-08T00:27:53Z,800000,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,79.0,,,,,,,,,,,,,,,,,,
81,PT03M36.00S,2022-03-08T00:26:51.8Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612737,15,22,2022-03-08T00:26:51Z,810000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT03M36.00S,2022-03-08T00:26:52.8Z,1,REGULAR,substitution,out,[],202709,,,1610612737,15,22,2022-03-08T00:27:00Z,820000,,,0,,SUB out: C. Joseph,[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT03M36.00S,2022-03-08T00:26:52.8Z,1,REGULAR,substitution,out,[],203991,,,1610612737,15,22,2022-03-08T00:27:00Z,830000,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT03M36.00S,2022-03-08T00:26:52.8Z,1,REGULAR,substitution,in,[],1630165,,,1610612737,15,22,2022-03-08T00:27:00Z,840000,,,0,,SUB in: K. Hayes,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT03M36.00S,2022-03-08T00:26:52.8Z,1,REGULAR,substitution,in,[],201568,,,1610612737,15,22,2022-03-08T00:27:00Z,850000,,,0,,SUB in: D. Gallinari,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT03M36.00S,2022-03-08T00:27:05.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,15,22,2022-03-08T00:27:05Z,860000,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT03M36.00S,2022-03-08T00:29:16.4Z,1,REGULAR,substitution,out,[],203924,,,1610612737,15,22,2022-03-08T00:29:40Z,870000,,,0,,SUB out: J. Grant,[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT03M36.00S,2022-03-08T00:29:16.4Z,1,REGULAR,substitution,in,[],1628963,,,1610612737,15,22,2022-03-08T00:29:40Z,880000,,,0,,SUB in: M. Bagley III,[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT03M36.00S,2022-03-08T00:29:44.7Z,1,REGULAR,substitution,out,[],1630191,,,1610612737,15,22,2022-03-08T00:29:49Z,890000,,,0,,SUB out: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT03M36.00S,2022-03-08T00:29:44.7Z,1,REGULAR,substitution,in,[],203482,,,1610612737,15,22,2022-03-08T00:29:49Z,900000,,,0,,SUB in: K. Olynyk,[203482],1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT03M36.00S,2022-03-08T00:30:02.4Z,1,REGULAR,turnover,out-of-bounds,[],1626153,,,1610612737,15,22,2022-03-08T00:30:11Z,910000,,,0,,D. Wright bad pass out-of-bounds TURNOVER (1 TO),[1626153],1610612737.0,ATL,bad pass,,,Wright,D. Wright,,,,,,,,,,,,,,,2882.0,,,,,1.0,,,,,
