actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
17,PT10M34.00S,2022-03-31T23:12:45.7Z,1,REGULAR,2pt,Jump Shot,[],1630595,21.994086727989497,63.23529411764706,1610612765,4,5,2022-03-31T23:14:14Z,170000,-66.0,154.0,1,left,C. Cunningham 16' pullup Jump Shot (4 PTS),[1630595],1610612765.0,DET,pullup,,,Cunningham,C. Cunningham,,,,,16.78,Made,,,,,4.0,,,,,,,,,,,,,,
19,PT10M08.00S,2022-03-31T23:13:11.2Z,1,REGULAR,2pt,Jump Shot,[],1630178,88.09132720105124,78.43137254901961,1610612755,4,5,2022-03-31T23:13:17Z,180000,142.0,59.0,1,right,MISS T. Maxey 15' pullup Shot,[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,15.41,Missed,,,,,,,,,,,,,,,,,,,
20,PT10M05.00S,2022-03-31T23:13:14.6Z,1,REGULAR,rebound,defensive,[],1628963,,,1610612765,4,5,2022-03-31T23:13:14Z,190000,,,0,,M. Bagley III REBOUND (Off:0 Def:1),[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,,19.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
21,PT09M54.00S,2022-03-31T23:13:25.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202709,8.722076215505908,42.15686274509803,1610612765,4,5,2022-03-31T23:13:34Z,200000,39.0,29.0,1,left,MISS C. Joseph driving floating bank Shot,[202709],1610612765.0,DET,driving floating bank,,,Joseph,C. Joseph,,,,,4.91,Missed,,,,,,,,,,,,,,,,,,,
22,PT09M51.00S,2022-03-31T23:13:28.8Z,1,REGULAR,rebound,defensive,[],202699,,,1610612755,4,5,2022-03-31T23:13:34Z,210000,,,0,,T. Harris REBOUND (Off:0 Def:1),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,21.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
23,PT09M41.00S,2022-03-31T23:13:38.2Z,1,REGULAR,2pt,Jump Shot,[],202699,78.18659658344284,66.15349264705883,1610612755,4,5,2022-03-31T23:13:43Z,220000,81.0,153.0,1,right,MISS T. Harris 17' pullup Shot,[202699],1610612755.0,PHI,pullup,,,Harris,T. Harris,,,,,17.26,Missed,,,,,,,,,,,,,,,,,,,
24,PT09M38.00S,2022-03-31T23:13:41.2Z,1,REGULAR,rebound,defensive,[],1630191,,,1610612765,4,5,2022-03-31T23:13:43Z,230000,,,0,,I. Stewart REBOUND (Off:0 Def:2),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,23.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
25,PT09M23.00S,2022-03-31T23:13:55.7Z,1,REGULAR,3pt,Jump Shot,[],1630180,30.27266754270697,80.3921568627451,1610612765,4,5,2022-03-31T23:14:01Z,240000,-152.0,232.0,1,left,MISS S. Bey 27' 3PT,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,27.74,Missed,,,,,,,,,,,,,,,,,,,
26,PT09M20.00S,2022-03-31T23:13:58.7Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,4,5,2022-03-31T23:14:01Z,250000,,,0,,J. Embiid REBOUND (Off:0 Def:1),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,25.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
27,PT09M07.00S,2022-03-31T23:14:13.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203954,92.90407358738501,51.77696078431372,1610612755,4,7,2022-03-31T23:14:19Z,260000,9.0,14.0,1,right,J. Embiid DUNK (2 PTS) (M. Thybulle 2 AST),"[203954, 1629680]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,1.68,Made,,,,,2.0,M. Thybulle,1629680.0,2.0,,,,,,,,,,,
29,PT08M53.00S,2022-03-31T23:14:30.8Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612765,4,7,2022-03-31T23:14:30Z,280000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,PT08M47.00S,2022-03-31T23:14:49.9Z,1,REGULAR,3pt,Jump Shot,[],1630191,32.24375821287779,42.64705882352941,1610612765,4,7,2022-03-31T23:14:55Z,290000,37.0,251.0,1,left,MISS I. Stewart 25' 3PT,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,25.33,Missed,,,,,,,,,,,,,,,,,,,
31,PT08M43.00S,2022-03-31T23:14:53.9Z,1,REGULAR,rebound,defensive,[],201935,,,1610612755,4,7,2022-03-31T23:14:55Z,300000,,,0,,J. Harden REBOUND (Off:0 Def:1),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,30.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
32,PT08M34.00S,2022-03-31T23:15:02.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203954,87.56570302233902,48.28431372549019,1610612755,4,7,2022-03-31T23:15:08Z,310000,-9.0,64.0,1,right,MISS J. Embiid 6' turnaround Hook,[203954],1610612755.0,PHI,turnaround,,,Embiid,J. Embiid,,,,,6.5,Missed,,,,,,,,,,,,,,,,,,,
33,PT08M31.00S,2022-03-31T23:15:05.9Z,1,REGULAR,rebound,defensive,[],1628963,,,1610612765,4,7,2022-03-31T23:15:08Z,320000,,,0,,M. Bagley III REBOUND (Off:0 Def:2),[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,,32.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
34,PT08M17.00S,2022-03-31T23:15:19.2Z,1,REGULAR,3pt,Jump Shot,[],1630595,24.967148488830475,13.702512254901961,1610612765,4,7,2022-03-31T23:15:30Z,330000,181.0,182.0,1,left,MISS C. Cunningham 25' 3PT,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,25.72,Missed,,,,,,,,,,,,,,,,,,,
35,PT08M13.00S,2022-03-31T23:15:23.2Z,1,REGULAR,rebound,defensive,[],202699,,,1610612755,4,7,2022-03-31T23:15:30Z,340000,,,0,,T. Harris REBOUND (Off:0 Def:2),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,34.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
36,PT08M05.00S,2022-03-31T23:15:31.4Z,1,REGULAR,2pt,Jump Shot,[],202699,92.16491458607096,67.8921568627451,1610612755,4,7,2022-03-31T23:15:36Z,350000,89.0,21.0,1,right,MISS T. Harris 9' pullup Shot,[202699],1610612755.0,PHI,pullup,,,Harris,T. Harris,,,,,9.2,Missed,,,,,,,,,,,,,,,,,,,
37,PT08M01.00S,2022-03-31T23:15:35.4Z,1,REGULAR,rebound,defensive,[],1630191,,,1610612765,4,7,2022-03-31T23:15:36Z,360000,,,0,,I. Stewart REBOUND (Off:0 Def:3),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,36.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
38,PT07M50.00S,2022-03-31T23:15:46.3Z,1,REGULAR,2pt,Jump Shot,[],1628963,7.013797634691201,70.83333333333333,1610612765,4,7,2022-03-31T23:15:50Z,370000,-104.0,13.0,1,left,MISS M. Bagley III 10' turnaround Shot - blocked,"[1628963, 202699]",1610612765.0,DET,turnaround,,,Bagley III,M. Bagley III,,,,,10.51,Missed,,,,,,,,,Harris,202699.0,,,,,,,,,
39,PT07M50.00S,2022-03-31T23:15:46.3Z,1,REGULAR,block,,[],202699,,,1610612765,4,7,2022-03-31T23:15:49Z,380000,,,0,,T. Harris BLOCK (1 BLK),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
40,PT07M45.00S,2022-03-31T23:15:51.3Z,1,REGULAR,rebound,offensive,[],1628963,,,1610612765,4,7,2022-03-31T23:15:50Z,390000,,,0,,M. Bagley III REBOUND (Off:1 Def:2),[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,,38.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
41,PT07M42.00S,2022-03-31T23:15:54.2Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1630191,4.77989487516426,29.90196078431373,1610612765,4,7,2022-03-31T23:16:00Z,400000,100.0,-8.0,1,left,MISS I. Stewart 10' fadeaway Shot,[1630191],1610612765.0,DET,fadeaway,,,Stewart,I. Stewart,,,,,10.08,Missed,,,,,,,,,,,,,,,,,,,
42,PT07M40.00S,2022-03-31T23:15:56.2Z,1,REGULAR,rebound,defensive,[],201935,,,1610612755,4,7,2022-03-31T23:16:00Z,410000,,,0,,J. Harden REBOUND (Off:0 Def:2),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,41.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
43,PT07M34.00S,2022-03-31T23:16:02.7Z,1,REGULAR,3pt,Jump Shot,[],1630178,69.03745072273324,74.75490196078431,1610612755,4,7,2022-03-31T23:16:08Z,420000,124.0,239.0,1,right,MISS T. Maxey 26' step back 3PT,[1630178],1610612755.0,PHI,step back,,,Maxey,T. Maxey,,,,,26.87,Missed,,,,,,,,,,,,,,,,,,,
44,PT07M31.00S,2022-03-31T23:16:05.7Z,1,REGULAR,rebound,defensive,[],1628963,,,1610612765,4,7,2022-03-31T23:16:08Z,430000,,,0,,M. Bagley III REBOUND (Off:1 Def:3),[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,,43.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
45,PT07M21.00S,2022-03-31T23:16:15.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630180,15.160972404730614,35.78431372549019,1610612765,6,7,2022-03-31T23:16:20Z,440000,71.0,90.0,1,left,S. Bey 11' pullup Jump Shot (2 PTS) (I. Stewart 1 AST),"[1630180, 1630191]",1610612765.0,DET,pullup,,,Bey,S. Bey,,,,,11.47,Made,,,,,2.0,I. Stewart,1630191.0,1.0,,,,,,,,,,,
47,PT07M01.00S,2022-03-31T23:16:36.7Z,1,REGULAR,foul,personal,['2freethrow'],1630595,,,1610612755,6,7,2022-03-31T23:16:48Z,460000,,,0,,C. Cunningham shooting personal FOUL (1 PF) (Embiid 2 FT),"[1630595, 203954]",1610612765.0,DET,shooting,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,203177.0,1.0,0.0,Embiid,203954.0,,,,
49,PT07M01.00S,2022-03-31T23:17:06.6Z,1,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,6,8,2022-03-31T23:17:06Z,480000,,,0,,J. Embiid Free Throw 1 of 2 (3 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Made,,,,,3.0,,,,,,,,,,,,,,
50,PT07M01.00S,2022-03-31T23:17:27.0Z,1,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,6,9,2022-03-31T23:17:27Z,490000,,,0,,J. Embiid Free Throw 2 of 2 (4 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Made,,,,,4.0,,,,,,,,,,,,,,
51,PT06M46.00S,2022-03-31T23:17:42.4Z,1,REGULAR,2pt,Jump Shot,[],1630595,20.54862023653088,26.715686274509807,1610612765,6,9,2022-03-31T23:17:47Z,500000,116.0,141.0,1,left,MISS C. Cunningham 18' pullup Shot,[1630595],1610612765.0,DET,pullup,,,Cunningham,C. Cunningham,,,,,18.26,Missed,,,,,,,,,,,,,,,,,,,
52,PT06M43.00S,2022-03-31T23:17:45.4Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,6,9,2022-03-31T23:17:47Z,510000,,,0,,J. Embiid REBOUND (Off:0 Def:2),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,51.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
53,PT06M34.00S,2022-03-31T23:17:54.9Z,1,REGULAR,3pt,Jump Shot,[],201935,67.46057818659658,40.68627450980392,1610612755,6,12,2022-03-31T23:18:00Z,520000,-47.0,253.0,1,right,J. Harden 25' 3PT step back (3 PTS),[201935],1610612755.0,PHI,step back,,,Harden,J. Harden,,,,,25.76,Made,,,,,3.0,,,,,,,,,,,,,,
54,PT06M26.00S,2022-03-31T23:18:07.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,6,12,2022-03-31T23:18:07Z,530000,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT06M17.00S,2022-03-31T23:21:03.8Z,1,REGULAR,turnover,bad pass,[],202709,,,1610612765,6,12,2022-03-31T23:21:08Z,540000,,,0,,C. Joseph bad pass TURNOVER (1 TO),"[202709, 1629680]",1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,,,,,1.0,Thybulle,1629680.0,
56,PT06M17.00S,2022-03-31T23:21:03.8Z,1,REGULAR,steal,,[],1629680,,,1610612755,6,12,2022-03-31T23:21:05Z,550000,,,0,,M. Thybulle STEAL (1 STL),[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT06M13.00S,2022-03-31T23:21:08.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630178,92.69053876478318,54.411764705882355,1610612755,6,14,2022-03-31T23:21:14Z,560000,22.0,16.0,1,right,T. Maxey running Layup (4 PTS) (M. Thybulle 3 AST),"[1630178, 1629680]",1610612755.0,PHI,running,,,Maxey,T. Maxey,,,,,2.74,Made,,,,,4.0,M. Thybulle,1629680.0,3.0,,,,,,,,,,,
59,PT05M57.00S,2022-03-31T23:21:23.2Z,1,REGULAR,3pt,Jump Shot,[],1630180,6.8823915900131425,96.32352941176471,1610612765,6,14,2022-03-31T23:21:28Z,580000,-232.0,12.0,1,left,MISS S. Bey 3PT - blocked,"[1630180, 201935]",1610612765.0,DET,,,,Bey,S. Bey,,,,,23.19,Missed,,,,,,,,,Harden,201935.0,,,,,,,,,
82,PT05M57.00S,2022-03-31T23:21:23.2Z,1,REGULAR,block,,[],201935,,,1610612765,6,14,2022-03-31T23:26:13Z,585000,,,0,,J. Harden BLOCK (1 BLK),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT05M54.00S,2022-03-31T23:21:26.2Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,6,14,2022-03-31T23:21:28Z,590000,,,0,,J. Embiid REBOUND (Off:0 Def:3),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,59.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
61,PT05M40.00S,2022-03-31T23:21:40.5Z,1,REGULAR,3pt,Jump Shot,[],1629680,95.84428383705651,3.67647058823529,1610612755,6,14,2022-03-31T23:21:45Z,600000,-232.0,-13.0,1,right,MISS M. Thybulle 3PT,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,23.2,Missed,,,,,,,,,,,,,,,,,,,
62,PT05M37.00S,2022-03-31T23:21:43.5Z,1,REGULAR,rebound,defensive,[],1630191,,,1610612765,6,14,2022-03-31T23:21:45Z,610000,,,0,,I. Stewart REBOUND (Off:0 Def:4),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,61.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
63,PT05M23.00S,2022-03-31T23:21:57.5Z,1,REGULAR,3pt,Jump Shot,[],1628963,30.535479632063073,77.69607843137254,1610612765,6,14,2022-03-31T23:22:02Z,620000,-138.0,235.0,1,left,MISS M. Bagley III 27' 3PT,[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,27.23,Missed,,,,,,,,,,,,,,,,,,,
64,PT05M20.00S,2022-03-31T23:22:00.5Z,1,REGULAR,rebound,defensive,[],1629680,,,1610612755,6,14,2022-03-31T23:22:02Z,630000,,,0,,M. Thybulle REBOUND (Off:0 Def:1),[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,63.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
65,PT05M09.00S,2022-03-31T23:22:14.8Z,1,REGULAR,turnover,out-of-bounds,[],203954,,,1610612755,6,14,2022-03-31T23:22:22Z,640000,,,0,,J. Embiid lost ball out-of-bounds TURNOVER (1 TO),[203954],1610612755.0,PHI,lost ball,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,1628487.0,,,,,1.0,,,
66,PT05M09.00S,2022-03-31T23:22:21.2Z,1,REGULAR,substitution,out,[],202699,,,1610612765,6,14,2022-03-31T23:22:29Z,650000,,,0,,SUB out: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT05M09.00S,2022-03-31T23:22:21.2Z,1,REGULAR,substitution,in,[],1627777,,,1610612765,6,14,2022-03-31T23:22:29Z,660000,,,0,,SUB in: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT04M54.00S,2022-03-31T23:22:43.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630595,6.750985545335084,47.30392156862745,1610612765,8,14,2022-03-31T23:22:50Z,670000,13.0,11.0,1,left,C. Cunningham driving Layup (6 PTS),[1630595],1610612765.0,DET,driving,,,Cunningham,C. Cunningham,,,,,1.74,Made,,,,,6.0,,,,,,,,,,,,,,
69,PT04M30.00S,2022-03-31T23:23:07.0Z,1,REGULAR,2pt,Jump Shot,[],203954,89.93101182654402,73.52941176470588,1610612755,8,14,2022-03-31T23:23:11Z,680000,118.0,42.0,1,right,MISS J. Embiid 12' turnaround Shot,[203954],1610612755.0,PHI,turnaround,,,Embiid,J. Embiid,,,,,12.49,Missed,,,,,,,,,,,,,,,,,,,
70,PT04M27.00S,2022-03-31T23:23:10.0Z,1,REGULAR,rebound,defensive,[],1630191,,,1610612765,8,14,2022-03-31T23:23:11Z,690000,,,0,,I. Stewart REBOUND (Off:0 Def:5),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,69.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
71,PT04M18.00S,2022-03-31T23:23:18.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628963,8.196452036793687,45.833333333333336,1610612765,8,14,2022-03-31T23:23:24Z,700000,21.0,25.0,1,left,MISS M. Bagley III driving Layup,[1628963],1610612765.0,DET,driving,,,Bagley III,M. Bagley III,,,,,3.21,Missed,,,,,,,,,,,,,,,,,,,
72,PT04M16.00S,2022-03-31T23:23:20.8Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,8,14,2022-03-31T23:23:24Z,710000,,,0,,J. Embiid REBOUND (Off:0 Def:4),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,71.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
73,PT04M09.00S,2022-03-31T23:23:27.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629680,93.61038107752957,45.833333333333336,1610612755,8,16,2022-03-31T23:25:59Z,720000,-21.0,8.0,1,right,M. Thybulle cutting Layup (2 PTS) (J. Harden 1 AST),"[1629680, 201935]",1610612755.0,PHI,cutting,,,Thybulle,M. Thybulle,,,,,2.21,Made,,,,,2.0,J. Harden,201935.0,1.0,,,,,,,,,,,
75,PT03M57.00S,2022-03-31T23:23:39.8Z,1,REGULAR,turnover,bad pass,[],1630191,,,1610612765,8,16,2022-03-31T23:23:45Z,740000,,,0,,I. Stewart bad pass TURNOVER (1 TO),"[1630191, 1629680]",1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,1.0,Thybulle,1629680.0,
76,PT03M57.00S,2022-03-31T23:23:39.8Z,1,REGULAR,steal,,[],1629680,,,1610612755,8,16,2022-03-31T23:23:42Z,750000,,,0,,M. Thybulle STEAL (2 STL),[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT03M53.00S,2022-03-31T23:23:44.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629680,90.98226018396846,55.14705882352941,1610612755,8,16,2022-03-31T23:23:51Z,760000,26.0,32.0,1,right,MISS M. Thybulle running finger roll Layup,[1629680],1610612755.0,PHI,running finger roll,,,Thybulle,M. Thybulle,,,,,4.13,Missed,,,,,,,,,,,,,,,,,,,
78,PT03M49.00S,2022-03-31T23:23:47.9Z,1,REGULAR,rebound,defensive,[],1630180,,,1610612765,8,16,2022-03-31T23:23:47Z,770000,,,0,,S. Bey REBOUND (Off:0 Def:1),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,77.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
79,PT03M46.00S,2022-03-31T23:23:51.1Z,1,REGULAR,3pt,Jump Shot,[],202709,4.911300919842304,3.1862745098039227,1610612765,11,16,2022-03-31T23:24:14Z,780000,234.0,-6.0,1,left,C. Joseph 3PT  (3 PTS) (S. Bey 1 AST),"[202709, 1630180]",1610612765.0,DET,,,,Joseph,C. Joseph,,,,,23.42,Made,,,,,3.0,S. Bey,1630180.0,1.0,,,,,,,,,,,
81,PT03M45.00S,2022-03-31T23:23:58.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,11,16,2022-03-31T23:23:58Z,800000,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT03M45.00S,2022-03-31T23:25:41.8Z,1,REGULAR,substitution,out,[],202709,,,1610612755,11,16,2022-03-31T23:26:49Z,810000,,,0,,SUB out: C. Joseph,[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT03M45.00S,2022-03-31T23:25:41.8Z,1,REGULAR,substitution,out,[],1630191,,,1610612755,11,16,2022-03-31T23:26:49Z,820000,,,0,,SUB out: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT03M45.00S,2022-03-31T23:25:41.8Z,1,REGULAR,substitution,out,[],201935,,,1610612755,11,16,2022-03-31T23:26:49Z,830000,,,0,,SUB out: J. Harden,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT03M45.00S,2022-03-31T23:25:41.8Z,1,REGULAR,substitution,in,[],1630165,,,1610612755,11,16,2022-03-31T23:26:49Z,840000,,,0,,SUB in: K. Hayes,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
