actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
21,PT10M15.00S,2022-03-25T23:10:37.4Z,1,REGULAR,3pt,Jump Shot,[],204001,67.7233902759527,38.23529411764706,1610612764,0,2,2022-03-25T23:10:41Z,210000,-59.0,251.0,1,right,MISS K. Porzingis 25' 3PT,[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,25.77,Missed,,,,,,,,,,,,,,,,,,,
22,PT10M12.00S,2022-03-25T23:10:40.4Z,1,REGULAR,rebound,defensive,[],1630180,,,1610612765,0,2,2022-03-25T23:10:41Z,220000,,,0,,S. Bey REBOUND (Off:0 Def:1),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,21.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
23,PT10M05.00S,2022-03-25T23:10:47.8Z,1,REGULAR,3pt,Jump Shot,[],203924,7.408015768725363,3.4313725490196134,1610612765,0,2,2022-03-25T23:10:53Z,230000,233.0,17.0,1,left,MISS J. Grant 3PT,[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,23.34,Missed,,,,,,,,,,,,,,,,,,,
24,PT10M04.00S,2022-03-25T23:10:48.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612764,0,2,2022-03-25T23:10:53Z,240000,,,0,,TEAM defensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,
25,PT10M04.00S,2022-03-25T23:10:54.2Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612764,0,2,2022-03-25T23:10:54Z,250000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,PT10M04.00S,2022-03-25T23:10:57.1Z,1,REGULAR,substitution,out,[],1629060,,,1610612764,0,2,2022-03-25T23:11:04Z,260000,,,0,,SUB out: R. Hachimura,[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,
27,PT10M04.00S,2022-03-25T23:10:57.1Z,1,REGULAR,substitution,in,[],1630264,,,1610612764,0,2,2022-03-25T23:11:04Z,270000,,,0,,SUB in: A. Gill,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,,,,,,,,,,,,,,,,,
28,PT09M47.00S,2022-03-25T23:11:24.0Z,1,REGULAR,turnover,bad pass,[],203107,,,1610612764,0,2,2022-03-25T23:12:10Z,280000,,,0,,T. Satoransky bad pass TURNOVER (1 TO),"[203107, 202709]",1610612764.0,WAS,,,,Satoransky,T. Satoransky,,,,,,,,,,,,1.0,Joseph,202709.0,,,,,,,,,,,
29,PT09M47.00S,2022-03-25T23:11:24.0Z,1,REGULAR,steal,,[],202709,,,1610612765,0,2,2022-03-25T23:11:26Z,290000,,,0,,C. Joseph STEAL (1 STL),[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,,,,,,,,
30,PT09M41.00S,2022-03-25T23:11:31.1Z,1,REGULAR,foul,personal,['2freethrow'],1630264,,,1610612765,0,2,2022-03-25T23:11:48Z,300000,,,0,,A. Gill shooting personal FOUL (1 PF) (Stewart 2 FT),"[1630264, 1630191]",1610612764.0,WAS,shooting,,,Gill,A. Gill,,,,,,,,,,,,,,,202037.0,1.0,0.0,Stewart,1630191.0,,,,,,
32,PT09M41.00S,2022-03-25T23:11:59.6Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1630191,,,1610612765,1,2,2022-03-25T23:11:59Z,320000,,,0,,I. Stewart Free Throw 1 of 2 (1 PTS),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,Made,,,,,1.0,,,,,,,,,,,,,,
33,PT09M41.00S,2022-03-25T23:12:15.7Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1630191,,,1610612765,2,2,2022-03-25T23:12:15Z,330000,,,0,,I. Stewart Free Throw 2 of 2 (2 PTS),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,Made,,,,,2.0,,,,,,,,,,,,,,
34,PT09M26.00S,2022-03-25T23:12:31.6Z,1,REGULAR,2pt,Jump Shot,[],204001,79.02431011826545,35.294117647058826,1610612764,2,4,2022-03-25T23:12:54Z,340000,-74.0,145.0,1,right,K. Porzingis 16' turnaround Jump Shot (2 PTS),[204001],1610612764.0,WAS,turnaround,,,Porzingis,K. Porzingis,,,,,16.23,Made,,,,,2.0,,,,,,,,,,,,,,
35,PT09M26.00S,2022-03-25T23:12:36.1Z,1,REGULAR,foul,personal,['1freethrow'],1630180,,,1610612764,2,4,2022-03-25T23:12:54Z,350000,,,0,,S. Bey shooting personal FOUL (1 PF) (Porzingis 1 FT),"[1630180, 204001]",1610612765.0,DET,shooting,,,Bey,S. Bey,,,,,,,,,,,,,,,1628172.0,1.0,0.0,Porzingis,204001.0,,,,,,
37,PT09M26.00S,2022-03-25T23:12:58.5Z,1,REGULAR,freethrow,1 of 1,[],204001,,,1610612764,2,4,2022-03-25T23:12:58Z,370000,,,0,,MISS K. Porzingis Free Throw 1 of 1,[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,Missed,,,,,,,,,,,,,,,,,,,
38,PT09M23.00S,2022-03-25T23:13:00.0Z,1,REGULAR,rebound,defensive,[],203924,,,1610612765,2,4,2022-03-25T23:13:00Z,380000,,,0,,J. Grant REBOUND (Off:0 Def:1),[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,37.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
39,PT09M01.00S,2022-03-25T23:13:22.4Z,1,REGULAR,2pt,Jump Shot,[],1630595,17.263469119579497,69.6078431372549,1610612765,4,4,2022-03-25T23:13:38Z,390000,-98.0,110.0,1,left,C. Cunningham 14' pullup Jump Shot (2 PTS) (J. Grant 1 AST),"[1630595, 203924]",1610612765.0,DET,pullup,,,Cunningham,C. Cunningham,,,,,14.72,Made,,,,,2.0,,,,,,,,,J. Grant,203924.0,1.0,,,
41,PT08M53.00S,2022-03-25T23:13:30.1Z,1,REGULAR,turnover,lost ball,[],203484,,,1610612764,4,4,2022-03-25T23:13:35Z,410000,,,0,,K. Caldwell-Pope lost ball TURNOVER (1 TO),"[203484, 1630180]",1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,1.0,Bey,1630180.0,,,,,,,,,,,
42,PT08M53.00S,2022-03-25T23:13:30.1Z,1,REGULAR,steal,,[],1630180,,,1610612765,4,4,2022-03-25T23:13:32Z,420000,,,0,,S. Bey STEAL (1 STL),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,
43,PT08M45.00S,2022-03-25T23:13:37.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630180,4.77989487516426,97.05882352941177,1610612765,4,4,2022-03-25T23:13:45Z,430000,-235.0,-8.0,1,left,MISS S. Bey 3PT,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,23.54,Missed,,,,,,,,,,,,,,,,,,,
44,PT08M39.00S,2022-03-25T23:13:43.9Z,1,REGULAR,rebound,defensive,[],203107,,,1610612764,4,4,2022-03-25T23:13:45Z,440000,,,0,,T. Satoransky REBOUND (Off:1 Def:1),[203107],1610612764.0,WAS,,,,Satoransky,T. Satoransky,,,,,,,43.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
45,PT08M36.00S,2022-03-25T23:13:47.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203107,92.29632063074901,51.96078431372549,1610612764,4,6,2022-03-25T23:14:08Z,450000,10.0,20.0,1,right,T. Satoransky driving reverse Layup (2 PTS),[203107],1610612764.0,WAS,driving reverse,,,Satoransky,T. Satoransky,,,,,2.22,Made,,,,,2.0,,,,,,,,,,,,,,
46,PT08M22.00S,2022-03-25T23:14:01.3Z,1,REGULAR,2pt,Jump Shot,[],1630595,4.648488830486201,82.35294117647058,1610612765,4,6,2022-03-25T23:14:11Z,460000,-162.0,-9.0,1,left,MISS C. Cunningham 16' pullup Shot,[1630595],1610612765.0,DET,pullup,,,Cunningham,C. Cunningham,,,,,16.2,Missed,,,,,,,,,,,,,,,,,,,
47,PT08M22.00S,2022-03-25T23:14:01.3Z,1,REGULAR,rebound,defensive,[],203107,,,1610612764,4,6,2022-03-25T23:14:11Z,470000,,,0,,T. Satoransky REBOUND (Off:1 Def:2),[203107],1610612764.0,WAS,,,,Satoransky,T. Satoransky,,,,,,,46.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
48,PT08M16.00S,2022-03-25T23:14:07.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203484,78.89290407358739,8.82352941176471,1610612764,4,6,2022-03-25T23:14:27Z,480000,-206.0,146.0,1,right,MISS K. Caldwell-Pope 25' 3PT,[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,25.24,Missed,,,,,,,,,,,,,,,,,,,
49,PT08M16.00S,2022-03-25T23:14:07.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612765,4,6,2022-03-25T23:14:27Z,490000,,,0,,TEAM defensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,48.0,,,,,,,,,,,,,,,,,,
50,PT08M13.00S,2022-03-25T23:14:17.8Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612765,4,6,2022-03-25T23:14:17Z,500000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT08M00.00S,2022-03-25T23:14:35.6Z,1,REGULAR,turnover,bad pass,[],203924,,,1610612765,4,6,2022-03-25T23:14:40Z,510000,,,0,,J. Grant bad pass TURNOVER (1 TO),"[203924, 204001]",1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,,,,,1.0,Porzingis,204001.0,,,,,,,,,,,
52,PT08M00.00S,2022-03-25T23:14:35.6Z,1,REGULAR,steal,,[],204001,,,1610612764,4,6,2022-03-25T23:14:38Z,520000,,,0,,K. Porzingis STEAL (1 STL),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT07M54.00S,2022-03-25T23:14:41.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630264,90.5880420499343,58.088235294117645,1610612764,4,8,2022-03-25T23:14:49Z,530000,40.0,36.0,1,right,A. Gill cutting Layup (2 PTS) (K. Caldwell-Pope 1 AST),"[1630264, 203484]",1610612764.0,WAS,cutting,,,Gill,A. Gill,,,,,5.41,Made,,,,,2.0,,,,,,,,,K. Caldwell-Pope,203484.0,1.0,,,
55,PT07M49.00S,2022-03-25T23:14:49.9Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612765,4,8,2022-03-25T23:14:49Z,550000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT07M39.00S,2022-03-25T23:15:18.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203924,15.160972404730614,62.254901960784316,1610612765,4,8,2022-03-25T23:15:25Z,560000,-61.0,90.0,1,left,MISS J. Grant 10' fadeaway Shot,[203924],1610612765.0,DET,fadeaway,,,Grant,J. Grant,,,,,10.89,Missed,,,,,,,,,,,,,,,,,,,
57,PT07M36.00S,2022-03-25T23:15:21.1Z,1,REGULAR,rebound,offensive,[],1630191,,,1610612765,4,8,2022-03-25T23:15:25Z,570000,,,0,,I. Stewart REBOUND (Off:1 Def:0),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,56.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
58,PT07M34.00S,2022-03-25T23:15:22.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630191,9.116294349540084,49.754901960784316,1610612765,6,8,2022-03-25T23:16:39Z,580000,1.0,33.0,1,left,I. Stewart putback Layup (4 PTS),[1630191],1610612765.0,DET,putback,,,Stewart,I. Stewart,,,,,3.32,Made,,,,,4.0,,,,,,,,,,,,,,
59,PT07M21.00S,2022-03-25T23:15:36.1Z,1,REGULAR,2pt,Jump Shot,[],204001,85.06898817345598,22.303921568627445,1610612764,6,10,2022-03-25T23:15:40Z,590000,-138.0,88.0,1,right,K. Porzingis 16' turnaround fadeaway Jump Shot (4 PTS),[204001],1610612764.0,WAS,turnaround fadeaway,,,Porzingis,K. Porzingis,,,,,16.4,Made,,,,,4.0,,,,,,,,,,,,,,
60,PT07M04.00S,2022-03-25T23:15:52.9Z,1,REGULAR,turnover,bad pass,[],203924,,,1610612765,6,10,2022-03-25T23:15:57Z,600000,,,0,,J. Grant bad pass TURNOVER (2 TO),"[203924, 204001]",1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,,,,,2.0,Porzingis,204001.0,,,,,,,,,,,
61,PT07M04.00S,2022-03-25T23:15:52.9Z,1,REGULAR,steal,,[],204001,,,1610612764,6,10,2022-03-25T23:15:55Z,610000,,,0,,K. Porzingis STEAL (2 STL),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M58.00S,2022-03-25T23:16:02.6Z,1,REGULAR,turnover,out-of-bounds,[],1630264,,,1610612764,6,10,2022-03-25T23:16:09Z,620000,,,0,,A. Gill bad pass out-of-bounds TURNOVER (1 TO),[1630264],1610612764.0,WAS,bad pass,,,Gill,A. Gill,,,,,,,,,,,,1.0,,,1628172.0,,,,,,,,,,
63,PT06M58.00S,2022-03-25T23:16:14.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,6,10,2022-03-25T23:16:14Z,630000,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M58.00S,2022-03-25T23:16:17.8Z,1,REGULAR,substitution,out,[],1630557,,,1610612765,6,10,2022-03-25T23:18:44Z,640000,,,0,,SUB out: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M58.00S,2022-03-25T23:16:17.8Z,1,REGULAR,substitution,in,[],1630166,,,1610612765,6,10,2022-03-25T23:18:44Z,650000,,,0,,SUB in: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M46.00S,2022-03-25T23:19:09.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203924,11.350197109067011,96.56862745098039,1610612765,9,10,2022-03-25T23:19:14Z,660000,-233.0,54.0,1,left,J. Grant 3PT  (3 PTS) (C. Cunningham 1 AST),"[203924, 1630595]",1610612765.0,DET,,,,Grant,J. Grant,,,,,23.9,Made,,,,,3.0,,,,,,,,,C. Cunningham,1630595.0,1.0,,,
68,PT06M31.00S,2022-03-25T23:19:29.5Z,1,REGULAR,foul,offensive,[],204001,,,1610612764,9,10,2022-03-25T23:19:37Z,680000,,,0,,K. Porzingis offensive FOUL (1 PF),"[204001, 1630595]",1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,1146.0,1.0,0.0,Cunningham,1630595.0,,,,,,
70,PT06M31.00S,2022-03-25T23:19:29.5Z,1,REGULAR,turnover,offensive foul,[],204001,,,1610612764,9,10,2022-03-25T23:19:29Z,700000,,,0,,K. Porzingis offensive foul TURNOVER (1 TO),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,,,,,,1.0,,,1146.0,,,,,,,,,,
71,PT06M24.00S,2022-03-25T23:19:48.4Z,1,REGULAR,foul,offensive,[],1630191,,,1610612765,9,10,2022-03-25T23:28:14Z,710000,,,0,,I. Stewart offensive FOUL (1 PF),"[1630191, 203484]",1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,1146.0,1.0,0.0,Caldwell-Pope,203484.0,,,,,,
73,PT06M24.00S,2022-03-25T23:19:48.4Z,1,REGULAR,turnover,offensive foul,[],1630191,,,1610612765,9,10,2022-03-25T23:19:48Z,730000,,,0,,I. Stewart offensive foul TURNOVER (1 TO),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,1.0,,,1146.0,,,,,,,,,,
74,PT06M07.00S,2022-03-25T23:20:22.5Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1630166,89.27398160315374,54.411764705882355,1610612764,9,12,2022-03-25T23:20:30Z,740000,22.0,48.0,1,right,D. Avdija bank Hook (2 PTS),[1630166],1610612764.0,WAS,bank,,,Avdija,D. Avdija,,,,,5.31,Made,,,,,2.0,,,,,,,,,,,,,,
75,PT05M52.00S,2022-03-25T23:20:44.5Z,1,REGULAR,foul,technical,['1freethrow'],1630166,,,1610612765,9,12,2022-03-25T23:20:58Z,750000,,,0,,D. Avdija defensive-3-second technical FOUL (1 Tech),[1630166],1610612764.0,WAS,defensive-3-second,,,Avdija,D. Avdija,,,,,,,,,,,,,,,202037.0,0.0,1.0,,,,,,,,
76,PT05M52.00S,2022-03-25T23:21:00.3Z,1,REGULAR,freethrow,1 of 1,[],202709,,,1610612765,10,12,2022-03-25T23:21:00Z,760000,,,0,,C. Joseph technical Free Throw 1 of 1 (1 PTS),[202709],1610612765.0,DET,technical,,,Joseph,C. Joseph,,,,,,Made,,,,,1.0,,,,,,,,,,,,,,
77,PT05M52.00S,2022-03-25T23:21:01.3Z,1,REGULAR,substitution,out,[],203107,,,1610612765,10,12,2022-03-25T23:21:16Z,770000,,,0,,SUB out: T. Satoransky,[203107],1610612764.0,WAS,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M52.00S,2022-03-25T23:21:01.3Z,1,REGULAR,substitution,in,[],202397,,,1610612765,10,12,2022-03-25T23:21:16Z,780000,,,0,,SUB in: I. Smith,[202397],1610612764.0,WAS,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M43.00S,2022-03-25T23:21:22.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630191,8.722076215505908,51.22549019607843,1610612765,12,12,2022-03-25T23:21:30Z,790000,-6.0,29.0,1,left,I. Stewart cutting DUNK (6 PTS) (C. Cunningham 2 AST),"[1630191, 1630595]",1610612765.0,DET,cutting,,,Stewart,I. Stewart,,,,,3.01,Made,,,,,6.0,,,,,,,,,C. Cunningham,1630595.0,2.0,,,
81,PT05M27.00S,2022-03-25T23:21:43.0Z,1,REGULAR,foul,personal,[],1630180,,,1610612764,12,12,2022-03-25T23:21:59Z,810000,,,0,,S. Bey personal FOUL (2 PF),"[1630180, 204001]",1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,,,1146.0,2.0,0.0,Porzingis,204001.0,,,,,,
83,PT05M19.00S,2022-03-25T23:22:09.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204001,83.49211563731932,64.4607843137255,1610612764,12,12,2022-03-25T23:22:14Z,830000,72.0,103.0,1,right,MISS K. Porzingis 12' turnaround Shot,[204001],1610612764.0,WAS,turnaround,,,Porzingis,K. Porzingis,,,,,12.56,Missed,,,,,,,,,,,,,,,,,,,
84,PT05M17.00S,2022-03-25T23:22:11.8Z,1,REGULAR,rebound,defensive,[],1630191,,,1610612765,12,12,2022-03-25T23:22:14Z,840000,,,0,,I. Stewart REBOUND (Off:1 Def:1),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,83.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
85,PT05M08.00S,2022-03-25T23:22:20.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203924,15.686596583442835,40.19607843137255,1610612765,14,12,2022-03-25T23:22:26Z,850000,49.0,95.0,1,left,J. Grant 10' turnaround fadeaway Jump Shot (5 PTS),[203924],1610612765.0,DET,turnaround fadeaway,,,Grant,J. Grant,,,,,10.69,Made,,,,,5.0,,,,,,,,,,,,,,
86,PT04M53.00S,2022-03-25T23:22:35.7Z,1,REGULAR,2pt,Jump Shot,[],203484,71.7969776609724,34.803921568627445,1610612764,14,12,2022-03-25T23:22:40Z,860000,-76.0,213.0,1,right,MISS K. Caldwell-Pope 22' pullup Shot,[203484],1610612764.0,WAS,pullup,,,Caldwell-Pope,K. Caldwell-Pope,,,,,22.58,Missed,,,,,,,,,,,,,,,,,,,
87,PT04M50.00S,2022-03-25T23:22:38.7Z,1,REGULAR,rebound,defensive,[],1630180,,,1610612765,14,12,2022-03-25T23:22:40Z,870000,,,0,,S. Bey REBOUND (Off:0 Def:2),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,86.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
