actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,value,blockPlayerName,blockPersonId
285,PT02M37.00S,2022-02-26T18:04:13.8Z,2,REGULAR,substitution,out,[],1629684,,,1610612738,49,51,2022-02-26T18:06:49Z,2760000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT02M37.00S,2022-02-26T18:04:13.8Z,2,REGULAR,substitution,in,[],201143,,,1610612738,49,51,2022-02-26T18:06:49Z,2770000,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT02M26.00S,2022-02-26T18:07:12.8Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1627759,91.14651773981603,49.754901960784316,1610612738,49,51,2022-02-26T18:15:45Z,2780000,-1.0,31.0,1,right,MISS J. Brown turnaround Hook,[1627759],1610612738.0,BOS,turnaround,,,Brown,J. Brown,,,,,,,,,,3.07,Missed,,,,,,,,,,,,,,
288,PT02M24.00S,2022-02-26T18:07:14.8Z,2,REGULAR,rebound,offensive,[],1629057,,,1610612738,49,51,2022-02-26T18:15:45Z,2790000,,,0,,R. Williams III REBOUND (Off:4 Def:1),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,287.0,5.0,1.0,4.0,,,,,,,,,,
289,PT02M23.00S,2022-02-26T18:07:17.6Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629057,94.40999984741211,50.0,1610612738,49,53,2022-02-26T18:16:32Z,2800000,0.0,0.0,1,right,R. Williams III tip Layup (8 PTS),[1629057],1610612738.0,BOS,tip,,,Williams III,R. Williams III,,,,,,,,,,0.0,Made,,,,,8.0,,,,,,,,,
290,PT02M10.00S,2022-02-26T18:07:29.2Z,2,REGULAR,3pt,Jump Shot,[],203924,30.042706964520367,30.392156862745097,1610612765,49,53,2022-02-26T18:29:40Z,2810000,98.0,230.0,1,left,MISS J. Grant 24' 3PT,[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,,,24.99,Missed,,,,,,,,,,,,,,
291,PT02M08.00S,2022-02-26T18:07:31.2Z,2,REGULAR,rebound,offensive,[],1630191,,,1610612765,49,53,2022-02-26T18:29:40Z,2820000,,,0,,I. Stewart REBOUND (Off:1 Def:5),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,290.0,6.0,5.0,1.0,,,,,,,,,,
292,PT02M08.00S,2022-02-26T18:07:34.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630191,6.258212877792378,51.470588235294116,1610612765,49,53,2022-02-26T18:30:30Z,2830000,-7.0,6.0,1,left,MISS I. Stewart putback Layup,[1630191],1610612765.0,DET,putback,,,Stewart,I. Stewart,,,,,,,,,,0.97,Missed,,,,,,,,,,,,,,
294,PT02M06.00S,2022-02-26T18:07:36.1Z,2,REGULAR,rebound,offensive,[],1630191,,,1610612765,49,53,2022-02-26T18:30:30Z,2840000,,,0,,I. Stewart REBOUND (Off:2 Def:5),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,292.0,7.0,5.0,2.0,,,,,,,,,,
358,PT02M06.00S,2022-02-26T18:07:38.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630191,6.4881734559789805,48.28431372549019,1610612765,49,53,2022-02-26T18:30:55Z,2845000,9.0,8.0,1,left,MISS I. Stewart tip Layup,[1630191],1610612765.0,DET,tip,,,Stewart,I. Stewart,,,,,,,,,,1.21,Missed,,,,,,,,,,,,,,
359,PT02M06.00S,2022-02-26T18:07:38.9Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,49,53,2022-02-26T18:30:55Z,2847500,,,0,,J. Tatum REBOUND (Off:0 Def:6),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,358.0,6.0,6.0,0.0,,,,,,,,,,
295,PT02M01.00S,2022-02-26T18:07:43.7Z,2,REGULAR,foul,personal,['2freethrow'],203924,,,1610612738,49,53,2022-02-26T18:07:59Z,2850000,,,0,,J. Grant shooting personal FOUL (2 PF) (Tatum 2 FT),"[203924, 1628369]",1610612765.0,DET,shooting,,,Grant,J. Grant,,,,,1627529.0,2.0,0.0,Tatum,1628369.0,,,,,,,,,,,,,,,,
297,PT02M01.00S,2022-02-26T18:08:04.1Z,2,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,49,54,2022-02-26T18:08:04Z,2870000,,,0,,J. Tatum Free Throw 1 of 2 (15 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,Made,,,,,15.0,,,,,,,,,
298,PT02M01.00S,2022-02-26T18:08:15.8Z,2,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,49,55,2022-02-26T18:08:15Z,2880000,,,0,,J. Tatum Free Throw 2 of 2 (16 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,Made,,,,,16.0,,,,,,,,,
299,PT01M42.00S,2022-02-26T18:08:41.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203924,8.623521681997373,42.64705882352941,1610612765,49,55,2022-02-26T18:18:25Z,2890000,37.0,29.0,1,left,MISS J. Grant Layup,[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,,,4.66,Missed,,,,,,,,,,,,,,
300,PT01M41.00S,2022-02-26T18:08:42.2Z,2,REGULAR,rebound,offensive,[],1630191,,,1610612765,49,55,2022-02-26T18:18:25Z,2900000,,,0,,I. Stewart REBOUND (Off:3 Def:5),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,299.0,8.0,5.0,3.0,,,,,,,,,,
301,PT01M40.00S,2022-02-26T18:08:44.9Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630191,5.590000152587891,50.0,1610612765,49,55,2022-02-26T18:18:42Z,2910000,0.0,0.0,1,left,MISS I. Stewart tip Layup,[1630191],1610612765.0,DET,tip,,,Stewart,I. Stewart,,,,,,,,,,0.0,Missed,,,,,,,,,,,,,,
302,PT01M39.00S,2022-02-26T18:08:45.9Z,2,REGULAR,rebound,offensive,[],1630191,,,1610612765,49,55,2022-02-26T18:18:42Z,2920000,,,0,,I. Stewart REBOUND (Off:4 Def:5),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,301.0,9.0,5.0,4.0,,,,,,,,,,
303,PT01M39.00S,2022-02-26T18:08:46.7Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630191,5.590000152587891,50.0,1610612765,51,55,2022-02-26T18:18:49Z,2930000,0.0,0.0,1,left,I. Stewart putback Layup (5 PTS),[1630191],1610612765.0,DET,putback,,,Stewart,I. Stewart,,,,,,,,,,0.0,Made,,,,,5.0,,,,,,,,,
304,PT01M24.00S,2022-02-26T18:08:56.4Z,2,REGULAR,3pt,Jump Shot,[],1627759,69.99014454664915,79.16666666666666,1610612738,51,55,2022-02-26T18:09:02Z,2940000,146.0,230.0,1,right,MISS J. Brown 27' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,27.2,Missed,,,,,,,,,,,,,,
305,PT01M21.00S,2022-02-26T18:08:59.4Z,2,REGULAR,rebound,defensive,[],202709,,,1610612765,51,55,2022-02-26T18:09:02Z,2950000,,,0,,C. Joseph REBOUND (Off:0 Def:2),[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,,,,,,304.0,2.0,2.0,0.0,,,,,,,,,,
307,PT01M15.00S,2022-02-26T18:09:05.2Z,2,REGULAR,3pt,Jump Shot,[],203924,5.338370565045992,96.56862745098039,1610612765,51,55,2022-02-26T18:09:10Z,2960000,-233.0,-2.0,1,left,MISS J. Grant 3PT,[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,,,23.28,Missed,,,,,,,,,,,,,,
308,PT01M11.00S,2022-02-26T18:09:09.2Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,51,55,2022-02-26T18:09:10Z,2970000,,,0,,J. Tatum REBOUND (Off:0 Def:7),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,307.0,7.0,7.0,0.0,,,,,,,,,,
309,PT01M02.00S,2022-02-26T18:09:18.0Z,2,REGULAR,3pt,Jump Shot,[],1628369,66.96780551905388,30.88235294117647,1610612738,51,55,2022-02-26T18:09:25Z,2980000,-96.0,258.0,1,right,MISS J. Tatum 27' step back 3PT,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,,,,,,27.51,Missed,,,,,,,,,,,,,,
310,PT01M02.00S,2022-02-26T18:09:18.0Z,2,REGULAR,rebound,defensive,[],1630180,,,1610612765,51,55,2022-02-26T18:09:25Z,2990000,,,0,,S. Bey REBOUND (Off:0 Def:3),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,309.0,3.0,3.0,0.0,,,,,,,,,,
311,PT00M56.10S,2022-02-26T18:09:26.0Z,2,REGULAR,3pt,Jump Shot,[],1630180,31.61957950065703,70.58823529411765,1610612765,54,55,2022-02-26T18:20:02Z,3000000,-103.0,245.0,1,left,S. Bey 26' 3PT running (9 PTS) (C. Joseph 2 AST),"[1630180, 202709]",1610612765.0,DET,running,,,Bey,S. Bey,,,,,,,,,,26.55,Made,,,,,9.0,C. Joseph,202709.0,2.0,,,,,,
313,PT00M39.10S,2022-02-26T18:09:47.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,91.27792378449409,58.82352941176471,1610612738,54,55,2022-02-26T18:10:14Z,3020000,44.0,29.0,1,right,MISS J. Brown cutting Layup - blocked,"[1627759, 202709]",1610612738.0,BOS,cutting,,,Brown,J. Brown,,,,,,,,,,5.31,Missed,,,,,,,,,,,,,Joseph,202709.0
314,PT00M39.10S,2022-02-26T18:09:47.4Z,2,REGULAR,block,,[],202709,,,1610612738,54,55,2022-02-26T18:09:52Z,3030000,,,0,,C. Joseph BLOCK (1 BLK),[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT00M36.60S,2022-02-26T18:09:49.9Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612765,54,55,2022-02-26T18:10:14Z,3040000,,,0,,TEAM defensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,,313.0,,,,,,,,,,,,,
315,PT00M36.60S,2022-02-26T18:10:12.8Z,2,REGULAR,jumpball,recovered,[],203585,,,1610612765,54,55,2022-02-26T18:10:12Z,3050000,,,0,,Jump Ball C. Joseph vs. J. Brown: Tip to R. McGruder,"[203585, 202709, 1627759]",1610612765.0,DET,heldball,R. McGruder,203585.0,McGruder,R. McGruder,Joseph,202709.0,Brown,1627759.0,,,,,,,,,,,,,,,,,,,,,
319,PT00M30.90S,2022-02-26T18:10:18.4Z,2,REGULAR,3pt,Jump Shot,[],1630180,23.078186596583443,91.91176470588235,1610612765,54,55,2022-02-26T18:21:39Z,3080000,-210.0,164.0,1,left,MISS S. Bey 26' running 3PT,[1630180],1610612765.0,DET,running,,,Bey,S. Bey,,,,,,,,,,26.64,Missed,,,,,,,,,,,,,,
320,PT00M30.60S,2022-02-26T18:10:18.7Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612738,54,55,2022-02-26T18:10:32Z,3090000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,319.0,,,,,,,,,,,,,
321,PT00M11.70S,2022-02-26T18:10:51.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202709,,,1610612738,54,55,2022-02-26T18:11:04Z,3100000,,,0,,C. Joseph shooting personal FOUL (2 PF) (Tatum 2 FT),"[202709, 1628369]",1610612765.0,DET,shooting,,,Joseph,C. Joseph,,,,,1193.0,2.0,0.0,Tatum,1628369.0,,,,,,,,,,,,,,,,
323,PT00M11.70S,2022-02-26T18:11:19.8Z,2,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,54,55,2022-02-26T18:23:00Z,3125000,,,0,,MISS J. Tatum Free Throw 1 of 2,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,Missed,,,,,,,,,,,,,,
324,PT00M11.70S,2022-02-26T18:11:19.8Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612738,54,55,2022-02-26T18:23:00Z,3132500,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,323.0,,,,,,,,,,,,,
327,PT00M11.70S,2022-02-26T18:11:19.8Z,2,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,54,56,2022-02-26T18:23:00Z,3136250,,,0,,J. Tatum Free Throw 2 of 2 (17 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,Made,,,,,17.0,,,,,,,,,
325,PT00M11.70S,2022-02-26T18:11:20.7Z,2,REGULAR,substitution,out,[],201143,,,1610612765,54,56,2022-02-26T18:23:00Z,3140000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT00M11.70S,2022-02-26T18:11:20.7Z,2,REGULAR,substitution,in,[],1629684,,,1610612765,54,56,2022-02-26T18:23:00Z,3150000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
328,PT00M01.80S,2022-02-26T18:11:56.3Z,2,REGULAR,2pt,Jump Shot,[],1630191,17.0335085413929,69.11764705882352,1610612765,54,56,2022-02-26T18:13:01Z,3155000,-96.0,108.0,1,left,MISS I. Stewart 14' Jump Shot - blocked,"[1630191, 1629057]",1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,14.39,Missed,,,,,,,,,,,,,Williams III,1629057.0
329,PT00M01.80S,2022-02-26T18:11:56.3Z,2,REGULAR,block,,[],1629057,,,1610612765,54,56,2022-02-26T18:11:59Z,3157500,,,0,,R. Williams III BLOCK (1 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
330,PT00M01.10S,2022-02-26T18:11:57.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612765,54,56,2022-02-26T18:13:01Z,3158750,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,,328.0,,,,,,,,,,,,,
331,PT00M00.00S,2022-02-26T18:12:05.1Z,2,REGULAR,period,end,[],0,,,1610612765,54,56,2022-02-26T18:12:05Z,3200000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT12M00.00S,2022-02-26T18:26:08.3Z,3,REGULAR,substitution,out,['startperiod'],203585,,,1610612765,54,56,2022-02-26T18:27:15Z,3210000,,,0,,SUB out: R. McGruder,[203585],1610612765.0,DET,,,,McGruder,R. McGruder,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT12M00.00S,2022-02-26T18:26:08.3Z,3,REGULAR,substitution,out,['startperiod'],1630202,,,1610612765,54,56,2022-02-26T18:27:15Z,3220000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT12M00.00S,2022-02-26T18:26:08.3Z,3,REGULAR,substitution,out,['startperiod'],1629684,,,1610612765,54,56,2022-02-26T18:27:15Z,3230000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT12M00.00S,2022-02-26T18:26:08.3Z,3,REGULAR,substitution,in,['startperiod'],1630595,,,1610612765,54,56,2022-02-26T18:27:15Z,3240000,,,0,,SUB in: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT12M00.00S,2022-02-26T18:26:08.3Z,3,REGULAR,substitution,in,['startperiod'],201143,,,1610612765,54,56,2022-02-26T18:27:15Z,3250000,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT12M00.00S,2022-02-26T18:26:08.3Z,3,REGULAR,substitution,in,['startperiod'],203935,,,1610612765,54,56,2022-02-26T18:27:15Z,3260000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT12M00.00S,2022-02-26T18:27:22.1Z,3,REGULAR,period,start,[],0,,,1610612765,54,56,2022-02-26T18:27:22Z,3270000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT11M38.00S,2022-02-26T18:27:43.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203924,80.76544021024968,64.70588235294117,1610612765,54,56,2022-02-26T18:27:48Z,3280000,74.0,128.0,1,right,MISS J. Grant 14' pullup Shot,[203924],1610612765.0,DET,pullup,,,Grant,J. Grant,,,,,,,,,,14.79,Missed,,,,,,,,,,,,,,
341,PT11M35.00S,2022-02-26T18:27:46.3Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,54,56,2022-02-26T18:27:48Z,3290000,,,0,,J. Tatum REBOUND (Off:0 Def:8),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,340.0,8.0,8.0,0.0,,,,,,,,,,
342,PT11M27.00S,2022-02-26T18:28:03.9Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,54,56,2022-02-26T18:28:03Z,3300000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT11M22.00S,2022-02-26T18:28:18.2Z,3,REGULAR,2pt,Jump Shot,[],1628369,21.107095926412615,34.068627450980394,1610612738,54,56,2022-02-26T18:28:28Z,3310000,80.0,146.0,1,left,MISS J. Tatum 16' Jump Shot,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,16.62,Missed,,,,,,,,,,,,,,
344,PT11M17.00S,2022-02-26T18:28:23.2Z,3,REGULAR,rebound,defensive,[],1630595,,,1610612765,54,56,2022-02-26T18:28:28Z,3320000,,,0,,C. Cunningham REBOUND (Off:0 Def:2),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,343.0,2.0,2.0,0.0,,,,,,,,,,
345,PT11M04.00S,2022-02-26T18:28:36.7Z,3,REGULAR,3pt,Jump Shot,[],202709,90.3580814717477,2.2058823529411766,1610612765,57,56,2022-02-26T18:28:40Z,3330000,-239.0,38.0,1,right,C. Joseph 24' 3PT  (7 PTS) (S. Bey 1 AST),"[202709, 1630180]",1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,,,,24.2,Made,,,,,7.0,S. Bey,1630180.0,1.0,,,,,,
347,PT10M58.00S,2022-02-26T18:28:46.9Z,3,REGULAR,foul,personal,['2freethrow'],203924,,,1610612738,57,56,2022-02-26T18:28:57Z,3350000,,,0,,J. Grant shooting personal FOUL (3 PF) (Brown 2 FT),"[203924, 1627759]",1610612765.0,DET,shooting,,,Grant,J. Grant,,,,,1193.0,3.0,0.0,Brown,1627759.0,,,,,,,,,,,,,,,,
349,PT10M58.00S,2022-02-26T18:29:04.3Z,3,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,57,57,2022-02-26T18:29:04Z,3370000,,,0,,J. Brown Free Throw 1 of 2 (10 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,Made,,,,,10.0,,,,,,,,,
350,PT10M58.00S,2022-02-26T18:29:18.8Z,3,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,57,58,2022-02-26T18:29:18Z,3380000,,,0,,J. Brown Free Throw 2 of 2 (11 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,Made,,,,,11.0,,,,,,,,,
351,PT10M39.00S,2022-02-26T18:29:46.6Z,3,REGULAR,turnover,3-second-violation,[],1630191,,,1610612765,57,58,2022-02-26T18:29:57Z,3390000,,,0,,I. Stewart 3-second-violation TURNOVER (1 TO),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,1179.0,,,,,,,,,,,,,,,1.0,,,,,
352,PT10M23.00S,2022-02-26T18:30:12.9Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1627759,4.681340341655716,70.83333333333334,1610612738,57,60,2022-02-26T18:35:11Z,3400000,-104.0,-8.0,1,left,J. Brown 10' step back Jump Shot (13 PTS) (A. Horford 1 AST),"[1627759, 201143]",1610612738.0,BOS,step back,,,Brown,J. Brown,,,,,,,,,,10.45,Made,,,,,13.0,A. Horford,201143.0,1.0,,,,,,
354,PT10M05.00S,2022-02-26T18:30:30.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630191,93.9060446780552,47.05882352941176,1610612765,59,60,2022-02-26T18:30:35Z,3420000,-15.0,5.0,1,right,I. Stewart Layup (7 PTS) (S. Bey 2 AST),"[1630191, 1630180]",1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,1.55,Made,,,,,7.0,S. Bey,1630180.0,2.0,,,,,,
356,PT09M50.00S,2022-02-26T18:30:45.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,14.011169513797633,42.15686274509804,1610612738,59,62,2022-02-26T18:30:50Z,3440000,39.0,79.0,1,left,J. Brown 8' fadeaway Jump Shot (15 PTS),[1627759],1610612738.0,BOS,fadeaway,,,Brown,J. Brown,,,,,,,,,,8.84,Made,,,,,15.0,,,,,,,,,
360,PT09M43.00S,2022-02-26T18:30:57.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203924,92.46057818659659,48.28431372549019,1610612765,59,62,2022-02-26T18:37:14Z,3460000,-9.0,18.0,1,right,MISS J. Grant driving Layup - blocked,"[203924, 201143]",1610612765.0,DET,driving,,,Grant,J. Grant,,,,,,,,,,2.03,Missed,,,,,,,,,,,,,Horford,201143.0
361,PT09M43.00S,2022-02-26T18:30:57.0Z,3,REGULAR,block,,[],201143,,,1610612765,59,62,2022-02-26T18:31:31Z,3470000,,,0,,A. Horford BLOCK (2 BLK),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
362,PT09M43.00S,2022-02-26T18:30:57.0Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612765,59,62,2022-02-26T18:31:05Z,3480000,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,,360.0,,,,,,,,,,,,,
363,PT09M43.00S,2022-02-26T18:31:03.6Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612765,59,62,2022-02-26T18:31:03Z,3490000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,PT09M43.00S,2022-02-26T18:31:18.3Z,3,REGULAR,foul,offensive,[],1630595,,,1610612765,59,62,2022-02-26T18:31:26Z,3500000,,,0,,C. Cunningham offensive FOUL (4 PF),"[1630595, 203935]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,1627529.0,4.0,0.0,Smart,203935.0,,,,,,,,,,,,,,,,
366,PT09M43.00S,2022-02-26T18:31:18.3Z,3,REGULAR,turnover,offensive foul,[],1630595,,,1610612765,59,62,2022-02-26T18:31:18Z,3520000,,,0,,C. Cunningham offensive foul TURNOVER (1 TO),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,1627529.0,,,,,,,,,,,,,,,1.0,,,,,
367,PT09M27.00S,2022-02-26T18:31:42.0Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627759,6.915243101182654,63.970588235294116,1610612738,59,62,2022-02-26T18:31:47Z,3530000,-70.0,13.0,1,left,MISS J. Brown 7' turnaround fadeaway Shot,[1627759],1610612738.0,BOS,turnaround fadeaway,,,Brown,J. Brown,,,,,,,,,,7.1,Missed,,,,,,,,,,,,,,
368,PT09M25.00S,2022-02-26T18:31:44.0Z,3,REGULAR,rebound,defensive,[],1630180,,,1610612765,59,62,2022-02-26T18:31:47Z,3540000,,,0,,S. Bey REBOUND (Off:0 Def:4),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,367.0,4.0,4.0,0.0,,,,,,,,,,
369,PT09M23.00S,2022-02-26T18:31:50.1Z,3,REGULAR,foul,personal,[],201143,,,1610612765,59,62,2022-02-26T18:32:00Z,3550000,,,0,,A. Horford personal FOUL (1 PF),"[201143, 1630595]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,1179.0,1.0,0.0,Cunningham,1630595.0,,,,,,,,,,,,,,,,
375,PT09M14.00S,2022-02-26T18:32:22.3Z,3,REGULAR,foul,personal,['2freethrow'],201143,,,1610612765,59,62,2022-02-26T18:32:34Z,3570000,,,0,,A. Horford shooting personal FOUL (2 PF) (Bey 2 FT),"[201143, 1630180]",1610612738.0,BOS,shooting,,,Horford,A. Horford,,,,,1627529.0,2.0,0.0,Bey,1630180.0,,,,,,,,,,,,,,,,
377,PT09M14.00S,2022-02-26T18:32:41.2Z,3,REGULAR,freethrow,1 of 2,[],1630180,,,1610612765,60,62,2022-02-26T18:32:41Z,3590000,,,0,,S. Bey Free Throw 1 of 2 (10 PTS),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,Made,,,,,10.0,,,,,,,,,
378,PT09M14.00S,2022-02-26T18:32:55.0Z,3,REGULAR,freethrow,2 of 2,[],1630180,,,1610612765,61,62,2022-02-26T18:32:55Z,3600000,,,0,,S. Bey Free Throw 2 of 2 (11 PTS),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,Made,,,,,11.0,,,,,,,,,
379,PT09M01.00S,2022-02-26T18:33:10.0Z,3,REGULAR,3pt,Jump Shot,[],1628369,26.363337713534822,15.686274509803921,1610612738,61,62,2022-02-26T18:33:15Z,3610000,172.0,195.0,1,left,MISS J. Tatum 26' step back 3PT,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,,,,,,26.0,Missed,,,,,,,,,,,,,,
380,PT08M58.00S,2022-02-26T18:33:12.3Z,3,REGULAR,rebound,defensive,[],1630180,,,1610612765,61,62,2022-02-26T18:33:12Z,3620000,,,0,,S. Bey REBOUND (Off:0 Def:5),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,379.0,5.0,5.0,0.0,,,,,,,,,,
381,PT08M45.00S,2022-02-26T18:33:28.9Z,3,REGULAR,foul,personal,['2freethrow'],1627759,,,1610612765,61,62,2022-02-26T18:33:39Z,3630000,,,0,,J. Brown shooting personal FOUL (1 PF) (Bey 2 FT),"[1627759, 1630180]",1610612738.0,BOS,shooting,,,Brown,J. Brown,,,,,1193.0,1.0,0.0,Bey,1630180.0,,,,,,,,,,,,,,,,
