actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
18,PT10M29.00S,2022-01-15T00:11:59.9Z,1,REGULAR,3pt,Jump Shot,[],1630180,27.595269382391592,81.83976715686275,1610612765,5,0,2022-01-15T00:12:08Z,180000,-159.0,207.0,1,left,S. Bey 26' 3PT  (3 PTS) (C. Cunningham 1 AST),"[1630180, 1630595]",1610612765.0,DET,,,,Bey,S. Bey,,,,,26.11,Made,,,,,,,,,,3.0,C. Cunningham,1630595.0,1.0,,,,,,
20,PT10M12.00S,2022-01-15T00:12:16.1Z,1,REGULAR,3pt,Jump Shot,[],1627783,88.61695137976346,94.8529411764706,1610612761,5,3,2022-01-15T00:12:22Z,200000,224.0,55.0,1,right,P. Siakam 3PT  (3 PTS) (O. Anunoby 1 AST),"[1627783, 1628384]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,23.08,Made,,,,,,,,,,3.0,O. Anunoby,1628384.0,1.0,,,,,,
22,PT09M52.00S,2022-01-15T00:12:36.6Z,1,REGULAR,2pt,Jump Shot,[],1630180,21.468462549277262,51.470588235294116,1610612765,7,3,2022-01-15T00:12:41Z,220000,-7.0,149.0,1,left,S. Bey 14' pullup Jump Shot (5 PTS),[1630180],1610612765.0,DET,pullup,,,Bey,S. Bey,,,,,14.95,Made,,,,,,,,,,5.0,,,,,,,,,
24,PT09M36.00S,2022-01-15T00:13:04.1Z,1,REGULAR,foul,technical,['1freethrow'],1630191,,,1610612761,7,3,2022-01-15T00:17:07Z,240000,,,0,,I. Stewart defensive-3-second technical FOUL (1 Tech),[1630191],1610612765.0,DET,defensive-3-second,,,Stewart,I. Stewart,,,,,,,,1626301.0,1.0,1.0,,,,,,,,,,,,,,,
25,PT09M36.00S,2022-01-15T00:13:34.2Z,1,REGULAR,freethrow,1 of 1,[],1627832,,,1610612761,7,4,2022-01-15T00:13:34Z,250000,,,0,,F. VanVleet technical Free Throw 1 of 1 (1 PTS),[1627832],1610612761.0,TOR,technical,,,VanVleet,F. VanVleet,,,,,,Made,,,,,,,,,,1.0,,,,,,,,,
26,PT09M31.00S,2022-01-15T00:13:50.1Z,1,REGULAR,3pt,Jump Shot,[],1627832,94.3988173455979,2.6960784313725554,1610612761,7,4,2022-01-15T00:13:56Z,260000,-237.0,0.0,1,right,MISS F. VanVleet 3PT,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,23.65,Missed,,,,,,,,,,,,,,,,,,,
27,PT09M28.00S,2022-01-15T00:13:53.1Z,1,REGULAR,rebound,offensive,[],203920,,,1610612761,7,4,2022-01-15T00:13:56Z,270000,,,0,,K. Birch REBOUND (Off:1 Def:0),[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,26.0,,,,,,1.0,0.0,1.0,,,,,,,,,,
28,PT09M26.00S,2022-01-15T00:13:55.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628384,77.84165571616295,91.42156862745098,1610612761,7,7,2022-01-15T00:14:00Z,280000,207.0,156.0,1,right,O. Anunoby 25' 3PT  (3 PTS) (F. VanVleet 1 AST),"[1628384, 1627832]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,25.92,Made,,,,,,,,,,3.0,F. VanVleet,1627832.0,1.0,,,,,,
30,PT09M12.00S,2022-01-15T00:14:08.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,6.4881734559789805,49.50980392156863,1610612765,9,7,2022-01-15T00:14:20Z,300000,2.0,8.0,1,left,C. Cunningham driving reverse Layup (2 PTS),[1630595],1610612765.0,DET,driving reverse,,,Cunningham,C. Cunningham,,,,,0.89,Made,,,,,,,,,,2.0,,,,,,,,,
31,PT08M59.00S,2022-01-15T00:14:21.6Z,1,REGULAR,3pt,Jump Shot,[],1630567,82.17805519053877,6.127450980392155,1610612761,9,7,2022-01-15T00:14:27Z,310000,-219.0,115.0,1,right,MISS S. Barnes 24' 3PT,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,24.77,Missed,,,,,,,,,,,,,,,,,,,
32,PT08M57.00S,2022-01-15T00:14:23.6Z,1,REGULAR,rebound,defensive,[],1630180,,,1610612765,9,7,2022-01-15T00:14:27Z,320000,,,0,,S. Bey REBOUND (Off:0 Def:1),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,31.0,,,,,,1.0,1.0,0.0,,,,,,,,,,
33,PT08M51.00S,2022-01-15T00:14:30.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628977,6.4881734559789805,48.0392156862745,1610612765,11,7,2022-01-15T00:14:36Z,330000,10.0,8.0,1,left,H. Diallo Layup (4 PTS) (K. Hayes 1 AST),"[1628977, 1630165]",1610612765.0,DET,,,,Diallo,H. Diallo,,,,,1.3,Made,,,,,,,,,,4.0,K. Hayes,1630165.0,1.0,,,,,,
35,PT08M26.00S,2022-01-15T00:14:55.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203920,90.71944809461235,46.81372549019608,1610612761,11,7,2022-01-15T00:14:59Z,350000,-16.0,35.0,1,right,MISS K. Birch Layup - blocked,"[203920, 1630191]",1610612761.0,TOR,,,,Birch,K. Birch,,,,,3.82,Missed,,,,,,,,,,,,,,Stewart,1630191.0,,,,
36,PT08M26.00S,2022-01-15T00:14:55.3Z,1,REGULAR,block,,[],1630191,,,1610612761,11,7,2022-01-15T00:14:57Z,360000,,,0,,I. Stewart BLOCK (1 BLK),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,
37,PT08M22.00S,2022-01-15T00:14:59.3Z,1,REGULAR,rebound,defensive,[],1630165,,,1610612765,11,7,2022-01-15T00:14:59Z,370000,,,0,,K. Hayes REBOUND (Off:0 Def:1),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,35.0,,,,,,1.0,1.0,0.0,,,,,,,,,,
38,PT08M20.00S,2022-01-15T00:15:00.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630595,7.145203679369246,50.245098039215684,1610612765,13,7,2022-01-15T00:15:08Z,380000,-1.0,15.0,1,left,C. Cunningham running DUNK (4 PTS) (K. Hayes 2 AST),"[1630595, 1630165]",1610612765.0,DET,running,,,Cunningham,C. Cunningham,,,,,1.47,Made,,,,,,,,,,4.0,K. Hayes,1630165.0,2.0,,,,,,
40,PT08M20.00S,2022-01-15T00:15:10.4Z,1,REGULAR,timeout,full,['team'],0,,,1610612761,13,7,2022-01-15T00:15:10Z,400000,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,PT08M20.00S,2022-01-15T00:15:24.0Z,1,REGULAR,substitution,out,[],203920,,,1610612761,13,7,2022-01-15T00:17:55Z,410000,,,0,,SUB out: K. Birch,[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,,,,,,,,,,,,,,,,,,,
42,PT08M20.00S,2022-01-15T00:15:24.0Z,1,REGULAR,substitution,in,[],1630173,,,1610612761,13,7,2022-01-15T00:17:55Z,420000,,,0,,SUB in: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT07M59.00S,2022-01-15T00:17:27.3Z,1,REGULAR,foul,personal,[],1628977,,,1610612761,13,7,2022-01-15T00:24:04Z,430000,,,0,,H. Diallo double personal FOUL (1 PF),"[1628977, 1628384]",1610612765.0,DET,double,,,Diallo,H. Diallo,,,,,,,,2530.0,1.0,0.0,Anunoby,1628384.0,,,,,,,,,,,,,
60,PT07M59.00S,2022-01-15T00:17:27.3Z,1,REGULAR,foul,personal,[],1628384,,,1610612761,13,7,2022-01-15T00:20:41Z,437500,,,0,,O. Anunoby double personal FOUL (1 PF),"[1628384, 1628977]",1610612761.0,TOR,double,,,Anunoby,O. Anunoby,,,,,,,,,1.0,0.0,Diallo,1628977.0,,,,,,,,,,,,,
44,PT07M59.00S,2022-01-15T00:19:30.7Z,1,REGULAR,jumpball,recovered,[],1630180,,,1610612761,13,7,2022-01-15T00:19:30Z,440000,,,0,,Jump Ball H. Diallo vs. O. Anunoby: Tip to S. Bey,"[1630180, 1628977, 1628384]",1610612765.0,DET,doublefoul,S. Bey,1630180.0,Bey,S. Bey,Diallo,1628977.0,Anunoby,1628384.0,,,,,,,,,,,,,,,,,,,,,
47,PT07M59.00S,2022-01-15T00:19:30.7Z,1,REGULAR,turnover,offensive foul,[],1628384,,,1610612761,13,7,2022-01-15T00:28:28Z,470000,,,0,,O. Anunoby offensive foul TURNOVER (1 TO),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,1.0,,,
49,PT07M54.00S,2022-01-15T00:19:44.4Z,1,REGULAR,foul,offensive,[],1630191,,,1610612765,13,7,2022-01-15T00:23:39Z,490000,,,0,,I. Stewart offensive FOUL (2 PF),"[1630191, 1628384]",1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,2530.0,2.0,1.0,Anunoby,1628384.0,,,,,,,,,,,,,
51,PT07M54.00S,2022-01-15T00:19:44.4Z,1,REGULAR,turnover,offensive foul,[],1630191,,,1610612765,13,7,2022-01-15T00:19:44Z,510000,,,0,,I. Stewart offensive foul TURNOVER (1 TO),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,2530.0,,,,,,,,,,,,,,1.0,,,
52,PT07M54.00S,2022-01-15T00:19:58.1Z,1,REGULAR,substitution,out,[],1630191,,,1610612761,13,7,2022-01-15T00:20:01Z,520000,,,0,,SUB out: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT07M54.00S,2022-01-15T00:19:58.1Z,1,REGULAR,substitution,in,[],1626168,,,1610612761,13,7,2022-01-15T00:20:01Z,530000,,,0,,SUB in: T. Lyles,[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT07M39.00S,2022-01-15T00:20:29.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627832,66.14651773981603,36.76470588235294,1610612761,13,7,2022-01-15T00:20:47Z,540000,-66.0,266.0,1,right,MISS F. VanVleet 27' 3PT,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,27.38,Missed,,,,,,,,,,,,,,,,,,,
55,PT07M36.00S,2022-01-15T00:20:32.2Z,1,REGULAR,rebound,defensive,[],1630165,,,1610612765,13,7,2022-01-15T00:20:32Z,550000,,,0,,K. Hayes REBOUND (Off:0 Def:2),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,54.0,,,,,,2.0,2.0,0.0,,,,,,,,,,
56,PT07M31.00S,2022-01-15T00:20:37.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,8.984888304862025,44.11764705882353,1610612765,13,7,2022-01-15T00:20:55Z,560000,29.0,32.0,1,left,MISS C. Cunningham driving Layup,[1630595],1610612765.0,DET,driving,,,Cunningham,C. Cunningham,,,,,4.35,Missed,,,,,,,,,,,,,,,,,,,
57,PT07M29.00S,2022-01-15T00:20:39.3Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612761,13,7,2022-01-15T00:20:55Z,570000,,,0,,P. Siakam REBOUND (Off:0 Def:1),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,56.0,,,,,,1.0,1.0,0.0,,,,,,,,,,
62,PT07M23.00S,2022-01-15T00:20:45.4Z,1,REGULAR,3pt,Jump Shot,[],1628384,67.9862023653088,53.92156862745098,1610612761,13,10,2022-01-15T00:20:58Z,580000,20.0,248.0,1,right,O. Anunoby 24' 3PT  (6 PTS) (F. VanVleet 2 AST),"[1628384, 1627832]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,24.92,Made,,,,,,,,,,6.0,F. VanVleet,1627832.0,2.0,,,,,,
64,PT07M12.00S,2022-01-15T00:20:57.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630165,7.670827858081481,55.14705882352941,1610612765,13,10,2022-01-15T00:23:38Z,600000,-26.0,20.0,1,left,MISS K. Hayes Layup,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,3.23,Missed,,,,,,,,,,,,,,,,,,,
65,PT07M11.00S,2022-01-15T00:20:58.8Z,1,REGULAR,rebound,offensive,[],1628977,,,1610612765,13,10,2022-01-15T00:23:38Z,610000,,,0,,H. Diallo REBOUND (Off:1 Def:0),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,64.0,,,,,,1.0,0.0,1.0,,,,,,,,,,
66,PT07M11.00S,2022-01-15T00:21:05.3Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1628977,5.590000152587891,50.0,1610612765,15,10,2022-01-15T00:23:45Z,620000,0.0,0.0,1,left,H. Diallo putback DUNK (6 PTS),[1628977],1610612765.0,DET,putback,,,Diallo,H. Diallo,,,,,0.0,Made,,,,,,,,,,6.0,,,,,,,,,
67,PT06M59.00S,2022-01-15T00:21:09.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630173,92.0335085413929,49.26470588235294,1610612761,15,10,2022-01-15T00:21:19Z,630000,-4.0,22.0,1,right,MISS P. Achiuwa Layup,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,2.27,Missed,,,,,,,,,,,,,,,,,,,
68,PT06M57.00S,2022-01-15T00:21:11.5Z,1,REGULAR,rebound,offensive,[],1630173,,,1610612761,15,10,2022-01-15T00:21:11Z,640000,,,0,,P. Achiuwa REBOUND (Off:1 Def:0),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,67.0,,,,,,1.0,0.0,1.0,,,,,,,,,,
69,PT06M55.00S,2022-01-15T00:21:12.8Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1630173,90.45663600525624,49.01960784313726,1610612761,15,10,2022-01-15T00:21:22Z,650000,-5.0,37.0,1,right,MISS P. Achiuwa Hook - blocked,"[1630173, 1626168]",1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,3.75,Missed,,,,,,,,,,,,,,Lyles,1626168.0,,,,
70,PT06M55.00S,2022-01-15T00:21:12.8Z,1,REGULAR,block,,[],1626168,,,1610612761,15,10,2022-01-15T00:21:15Z,660000,,,0,,T. Lyles BLOCK (1 BLK),[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M51.00S,2022-01-15T00:21:16.8Z,1,REGULAR,rebound,offensive,[],1630567,,,1610612761,15,10,2022-01-15T00:21:22Z,670000,,,0,,S. Barnes REBOUND (Off:1 Def:0),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,69.0,,,,,,1.0,0.0,1.0,,,,,,,,,,
72,PT06M50.00S,2022-01-15T00:21:18.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630567,90.5880420499343,50.49019607843137,1610612761,15,10,2022-01-15T00:21:25Z,680000,2.0,36.0,1,right,MISS S. Barnes Layup,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,3.61,Missed,,,,,,,,,,,,,,,,,,,
73,PT06M48.00S,2022-01-15T00:21:20.0Z,1,REGULAR,rebound,defensive,[],1630180,,,1610612765,15,10,2022-01-15T00:21:25Z,690000,,,0,,S. Bey REBOUND (Off:0 Def:2),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,72.0,,,,,,2.0,2.0,0.0,,,,,,,,,,
74,PT06M33.00S,2022-01-15T00:21:35.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630180,7.802233902759525,53.431372549019606,1610612765,15,10,2022-01-15T00:23:03Z,700000,-17.0,21.0,1,left,MISS S. Bey driving reverse Layup,[1630180],1610612765.0,DET,driving reverse,,,Bey,S. Bey,,,,,2.7,Missed,,,,,,,,,,,,,,,,,,,
76,PT06M28.00S,2022-01-15T00:21:40.6Z,1,REGULAR,rebound,defensive,[],1630567,,,1610612761,15,10,2022-01-15T00:21:41Z,720000,,,0,,S. Barnes REBOUND (Off:1 Def:1),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,74.0,,,,,,2.0,1.0,1.0,,,,,,,,,,
77,PT06M25.00S,2022-01-15T00:21:42.9Z,1,REGULAR,3pt,Jump Shot,[],1628384,95.97568988173455,4.901960784313729,1610612761,15,13,2022-01-15T00:22:09Z,730000,-225.0,-15.0,1,right,O. Anunoby 3PT  (9 PTS) (F. VanVleet 3 AST),"[1628384, 1627832]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,22.6,Made,,,,,,,,,,9.0,F. VanVleet,1627832.0,3.0,,,,,,
79,PT06M17.00S,2022-01-15T00:21:58.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,15,13,2022-01-15T00:21:58Z,750000,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT06M17.00S,2022-01-15T00:24:06.4Z,1,REGULAR,substitution,out,[],1630567,,,1610612765,15,13,2022-01-15T00:24:29Z,760000,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT06M17.00S,2022-01-15T00:24:06.4Z,1,REGULAR,substitution,in,[],1628449,,,1610612765,15,13,2022-01-15T00:24:29Z,770000,,,0,,SUB in: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT06M04.00S,2022-01-15T00:25:01.8Z,1,REGULAR,foul,personal,['2freethrow'],1627832,,,1610612765,15,13,2022-01-15T00:25:15Z,780000,,,0,,F. VanVleet shooting personal FOUL (1 PF) (Lyles 2 FT),"[1627832, 1626168]",1610612761.0,TOR,shooting,,,VanVleet,F. VanVleet,,,,,,,,1628484.0,1.0,0.0,Lyles,1626168.0,,,,,,,,,,,,,
84,PT06M04.00S,2022-01-15T00:25:40.0Z,1,REGULAR,freethrow,1 of 2,[],1626168,,,1610612765,15,13,2022-01-15T00:25:40Z,800000,,,0,,MISS T. Lyles Free Throw 1 of 2,[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,Missed,,,,,,,,,,,,,,,,,,,
85,PT06M04.00S,2022-01-15T00:25:40.0Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612765,15,13,2022-01-15T00:25:40Z,810000,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,84.0,,,,,,,,,,,,,,,,,,
86,PT06M04.00S,2022-01-15T00:25:56.5Z,1,REGULAR,freethrow,2 of 2,[],1626168,,,1610612765,16,13,2022-01-15T00:25:56Z,820000,,,0,,T. Lyles Free Throw 2 of 2 (1 PTS),[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,Made,,,,,,,,,,1.0,,,,,,,,,
87,PT05M59.00S,2022-01-15T00:26:08.3Z,1,REGULAR,violation,kicked ball,[],1630165,,,1610612761,16,13,2022-01-15T00:26:14Z,830000,,,0,,K. Hayes kicked ball VIOLATION,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,2530.0,,,,,,,,,,,,,,,,,
88,PT05M49.00S,2022-01-15T00:26:25.1Z,1,REGULAR,turnover,bad pass,[],1628384,,,1610612761,16,13,2022-01-15T00:29:37Z,840000,,,0,,O. Anunoby bad pass TURNOVER (2 TO),"[1628384, 1628977]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,2.0,Diallo,1628977.0,
89,PT05M49.00S,2022-01-15T00:26:25.1Z,1,REGULAR,steal,,[],1628977,,,1610612765,16,13,2022-01-15T00:26:28Z,850000,,,0,,H. Diallo STEAL (1 STL),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT05M44.00S,2022-01-15T00:26:29.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628977,8.590670170827863,48.28431372549019,1610612765,18,13,2022-01-15T00:30:14Z,860000,9.0,28.0,1,left,H. Diallo running DUNK (8 PTS) (K. Hayes 3 AST),"[1628977, 1630165]",1610612765.0,DET,running,,,Diallo,H. Diallo,,,,,2.96,Made,,,,,,,,,,8.0,K. Hayes,1630165.0,3.0,,,,,,
92,PT05M25.00S,2022-01-15T00:26:48.7Z,1,REGULAR,turnover,lost ball,[],1628449,,,1610612761,18,13,2022-01-15T00:26:54Z,880000,,,0,,C. Boucher lost ball TURNOVER (1 TO),"[1628449, 1628977]",1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,1.0,Diallo,1628977.0,
93,PT05M25.00S,2022-01-15T00:26:48.7Z,1,REGULAR,steal,,[],1628977,,,1610612765,18,13,2022-01-15T00:26:50Z,890000,,,0,,H. Diallo STEAL (2 STL),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT05M21.00S,2022-01-15T00:26:52.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628977,8.065045992115643,49.50980392156863,1610612765,20,13,2022-01-15T00:26:58Z,900000,2.0,23.0,1,left,H. Diallo DUNK (10 PTS) (S. Bey 1 AST),"[1628977, 1630180]",1610612765.0,DET,,,,Diallo,H. Diallo,,,,,2.34,Made,,,,,,,,,,10.0,S. Bey,1630180.0,1.0,,,,,,
96,PT04M59.00S,2022-01-15T00:27:15.0Z,1,REGULAR,2pt,Jump Shot,[],1627832,80.46977660972405,73.2843137254902,1610612761,20,13,2022-01-15T00:27:21Z,920000,116.0,131.0,1,right,MISS F. VanVleet 17' step back Shot,[1627832],1610612761.0,TOR,step back,,,VanVleet,F. VanVleet,,,,,17.53,Missed,,,,,,,,,,,,,,,,,,,
97,PT04M53.00S,2022-01-15T00:27:21.0Z,1,REGULAR,rebound,defensive,[],1630180,,,1610612765,20,13,2022-01-15T00:27:21Z,930000,,,0,,S. Bey REBOUND (Off:0 Def:3),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,96.0,,,,,,3.0,3.0,0.0,,,,,,,,,,
