actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
270,PT00M36.80S,2022-03-10T01:00:07.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628963,,,1610612741,53,49,2022-03-10T01:00:18Z,2690000,,,0,,M. Bagley III shooting personal FOUL (3 PF) (LaVine 2 FT),"[1628963, 203897]",1610612765.0,DET,shooting,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,202901.0,3.0,0.0,LaVine,203897.0,,
272,PT00M36.80S,2022-03-10T01:00:31.3Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],203897,,,1610612741,53,50,2022-03-10T01:00:31Z,2710000,,,0,,Z. LaVine Free Throw 1 of 2 (14 PTS),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,Made,14.0,,,,,,,,,,,,,,
273,PT00M36.80S,2022-03-10T01:00:32.3Z,2,REGULAR,substitution,out,[],1628963,,,1610612741,53,50,2022-03-10T01:00:38Z,2720000,,,0,,SUB out: M. Bagley III,[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,
274,PT00M36.80S,2022-03-10T01:00:32.3Z,2,REGULAR,substitution,in,[],203482,,,1610612741,53,50,2022-03-10T01:00:38Z,2730000,,,0,,SUB in: K. Olynyk,[203482],1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,
275,PT00M36.80S,2022-03-10T01:00:50.4Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],203897,,,1610612741,53,51,2022-03-10T01:00:50Z,2740000,,,0,,Z. LaVine Free Throw 2 of 2 (15 PTS),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,Made,15.0,,,,,,,,,,,,,,
276,PT00M19.00S,2022-03-10T01:01:12.2Z,2,REGULAR,3pt,Jump Shot,[],1630180,92.42772667542707,97.30392156862744,1610612765,56,51,2022-03-10T01:01:17Z,2750000,237.0,19.0,1,right,S. Bey 3PT  (6 PTS) (C. Cunningham 5 AST),"[1630180, 1630595]",1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,23.72,Made,6.0,,,,,C. Cunningham,1630595.0,5.0,,,,,,,
278,PT00M00.60S,2022-03-10T01:01:37.3Z,2,REGULAR,foul,personal,"['inpenalty', '3freethrow']",1630180,,,1610612741,56,51,2022-03-10T01:02:12Z,2770000,,,0,,S. Bey shooting personal FOUL (1 PF) (LaVine 3 FT),"[1630180, 203897]",1610612765.0,DET,shooting,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,202901.0,1.0,0.0,LaVine,203897.0,,
280,PT00M00.60S,2022-03-10T01:02:18.8Z,2,REGULAR,freethrow,1 of 3,[],203897,,,1610612741,56,51,2022-03-10T01:02:18Z,2790000,,,0,,MISS Z. LaVine Free Throw 1 of 3,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,Missed,,,,,,,,,,,,,,,
281,PT00M00.60S,2022-03-10T01:02:18.8Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612741,56,51,2022-03-10T01:02:18Z,2800000,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,,,280.0,,,,,,,,,,,,,
282,PT00M00.60S,2022-03-10T01:02:34.2Z,2,REGULAR,freethrow,2 of 3,[],203897,,,1610612741,56,52,2022-03-10T01:02:34Z,2810000,,,0,,Z. LaVine Free Throw 2 of 3 (16 PTS),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,Made,16.0,,,,,,,,,,,,,,
283,PT00M00.60S,2022-03-10T01:02:49.2Z,2,REGULAR,freethrow,3 of 3,[],203897,,,1610612741,56,53,2022-03-10T01:02:49Z,2820000,,,0,,Z. LaVine Free Throw 3 of 3 (17 PTS),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,Made,17.0,,,,,,,,,,,,,,
284,PT00M00.00S,2022-03-10T01:02:56.6Z,2,REGULAR,period,end,[],0,,,1610612765,56,53,2022-03-10T01:02:56Z,2830000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,PT12M00.00S,2022-03-10T01:16:58.9Z,3,REGULAR,substitution,out,['startperiod'],203482,,,1610612765,56,53,2022-03-10T01:18:05Z,2840000,,,0,,SUB out: K. Olynyk,[203482],1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,
286,PT12M00.00S,2022-03-10T01:16:58.9Z,3,REGULAR,substitution,out,['startperiod'],202684,,,1610612765,56,53,2022-03-10T01:18:05Z,2850000,,,0,,SUB out: T. Thompson,[202684],1610612741.0,CHI,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,
287,PT12M00.00S,2022-03-10T01:16:58.9Z,3,REGULAR,substitution,out,['startperiod'],1627884,,,1610612765,56,53,2022-03-10T01:18:05Z,2860000,,,0,,SUB out: D. Jones Jr.,[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,
288,PT12M00.00S,2022-03-10T01:16:58.9Z,3,REGULAR,substitution,in,['startperiod'],1628963,,,1610612765,56,53,2022-03-10T01:18:05Z,2870000,,,0,,SUB in: M. Bagley III,[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,
289,PT12M00.00S,2022-03-10T01:16:58.9Z,3,REGULAR,substitution,in,['startperiod'],202696,,,1610612765,56,53,2022-03-10T01:18:05Z,2880000,,,0,,SUB in: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,
290,PT12M00.00S,2022-03-10T01:16:58.9Z,3,REGULAR,substitution,in,['startperiod'],1629750,,,1610612765,56,53,2022-03-10T01:18:05Z,2890000,,,0,,SUB in: J. Green,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
291,PT12M00.00S,2022-03-10T01:18:17.6Z,3,REGULAR,period,start,[],0,,,1610612741,56,53,2022-03-10T01:18:17Z,2900000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT11M42.00S,2022-03-10T01:18:35.0Z,3,REGULAR,3pt,Jump Shot,[],202696,93.74178712220763,2.6960784313725554,1610612741,56,53,2022-03-10T01:18:38Z,2910000,-237.0,6.0,1,right,MISS N. Vucevic 3PT,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,23.66,Missed,,,,,,,,,,,,,,,
293,PT11M39.00S,2022-03-10T01:18:38.0Z,3,REGULAR,rebound,defensive,[],1628963,,,1610612765,56,53,2022-03-10T01:18:38Z,2920000,,,0,,M. Bagley III REBOUND (Off:1 Def:2),[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,,,,,,292.0,3.0,2.0,1.0,,,,,,,,,,
294,PT11M24.00S,2022-03-10T01:18:55.1Z,3,REGULAR,turnover,out-of-bounds,[],202709,,,1610612765,56,53,2022-03-10T01:19:02Z,2930000,,,0,,C. Joseph step out-of-bounds TURNOVER (1 TO),[202709],1610612765.0,DET,step,,,Joseph,C. Joseph,,,,,1.0,,,,,,,,,,,,,2003.0,,,,,,
295,PT11M12.00S,2022-03-10T01:19:18.3Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],201942,80.73258869908015,31.127450980392155,1610612741,56,53,2022-03-10T01:19:24Z,2940000,-94.0,129.0,1,right,MISS D. DeRozan 15' turnaround Shot,[201942],1610612741.0,CHI,turnaround,,,DeRozan,D. DeRozan,,,,,,,,15.95,Missed,,,,,,,,,,,,,,,
296,PT11M09.00S,2022-03-10T01:19:21.3Z,3,REGULAR,rebound,defensive,[],1628963,,,1610612765,56,53,2022-03-10T01:19:24Z,2950000,,,0,,M. Bagley III REBOUND (Off:1 Def:3),[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,,,,,,295.0,4.0,3.0,1.0,,,,,,,,,,
297,PT11M00.00S,2022-03-10T01:19:30.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,5.699737187910642,44.85294117647059,1610612765,58,53,2022-03-10T01:19:41Z,2960000,26.0,1.0,1,left,C. Cunningham driving Layup (14 PTS) (M. Bagley III 1 AST),"[1630595, 1628963]",1610612765.0,DET,driving,,,Cunningham,C. Cunningham,,,,,,,,2.57,Made,14.0,,,,,M. Bagley III,1628963.0,1.0,,,,,,,
299,PT10M48.00S,2022-03-10T01:19:44.3Z,3,REGULAR,turnover,out-of-bounds,[],1630245,,,1610612741,58,53,2022-03-10T01:19:50Z,2980000,,,0,,A. Dosunmu bad pass out-of-bounds TURNOVER (2 TO),[1630245],1610612741.0,CHI,bad pass,,,Dosunmu,A. Dosunmu,,,,,2.0,,,,,,,,,,,,,1198.0,,,,,,
300,PT10M39.00S,2022-03-10T01:19:57.1Z,3,REGULAR,turnover,bad pass,[],1630595,,,1610612765,58,53,2022-03-10T01:20:03Z,2990000,,,0,,C. Cunningham bad pass TURNOVER (4 TO),"[1630595, 1629750]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,4.0,Green,1629750.0,,,,,,,,,,,,,,,,,
301,PT10M39.00S,2022-03-10T01:19:57.1Z,3,REGULAR,steal,,[],1629750,,,1610612741,58,53,2022-03-10T01:19:59Z,3000000,,,0,,J. Green STEAL (2 STL),[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
302,PT10M35.00S,2022-03-10T01:20:01.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629750,93.2161629434954,52.450980392156865,1610612741,58,55,2022-03-10T01:20:10Z,3010000,12.0,11.0,1,right,J. Green Layup (2 PTS),[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,1.67,Made,2.0,,,,,,,,,,,,,,
303,PT10M18.00S,2022-03-10T01:20:21.8Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612765,58,55,2022-03-10T01:20:21Z,3020000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT10M10.00S,2022-03-10T01:20:47.3Z,3,REGULAR,3pt,Jump Shot,[],1630595,35.00328515111694,30.882352941176478,1610612765,58,55,2022-03-10T01:20:51Z,3030000,96.0,277.0,1,left,MISS C. Cunningham 29' step back 3PT,[1630595],1610612765.0,DET,step back,,,Cunningham,C. Cunningham,,,,,,,,29.26,Missed,,,,,,,,,,,,,,,
305,PT10M07.00S,2022-03-10T01:20:50.3Z,3,REGULAR,rebound,defensive,[],201942,,,1610612741,58,55,2022-03-10T01:20:51Z,3040000,,,0,,D. DeRozan REBOUND (Off:0 Def:2),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,304.0,2.0,2.0,0.0,,,,,,,,,,
306,PT10M01.00S,2022-03-10T01:20:59.3Z,3,REGULAR,foul,personal,['2freethrow'],1630180,,,1610612741,58,55,2022-03-10T01:21:09Z,3050000,,,0,,S. Bey shooting personal FOUL (2 PF) (DeRozan 2 FT),"[1630180, 201942]",1610612765.0,DET,shooting,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,202901.0,2.0,0.0,DeRozan,201942.0,,
308,PT10M01.00S,2022-03-10T01:21:22.7Z,3,REGULAR,freethrow,1 of 2,[],201942,,,1610612741,58,56,2022-03-10T01:21:22Z,3070000,,,0,,D. DeRozan Free Throw 1 of 2 (9 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,Made,9.0,,,,,,,,,,,,,,
309,PT10M01.00S,2022-03-10T01:21:35.1Z,3,REGULAR,freethrow,2 of 2,[],201942,,,1610612741,58,57,2022-03-10T01:21:35Z,3080000,,,0,,D. DeRozan Free Throw 2 of 2 (10 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,Made,10.0,,,,,,,,,,,,,,
310,PT09M46.00S,2022-03-10T01:21:51.3Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628963,7.013797634691201,46.568627450980394,1610612765,60,57,2022-03-10T01:21:55Z,3090000,17.0,13.0,1,left,M. Bagley III DUNK (3 PTS) (J. Grant 1 AST),"[1628963, 203924]",1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,,,2.18,Made,3.0,,,,,J. Grant,203924.0,1.0,,,,,,,
312,PT09M26.00S,2022-03-10T01:22:09.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,89.53679369250986,55.88235294117647,1610612741,60,59,2022-03-10T01:22:15Z,3110000,29.0,46.0,1,right,D. DeRozan fadeaway Jump Shot (12 PTS),[201942],1610612741.0,CHI,fadeaway,,,DeRozan,D. DeRozan,,,,,,,,5.45,Made,12.0,,,,,,,,,,,,,,
313,PT09M14.00S,2022-03-10T01:22:22.0Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1628963,12.795663600525614,45.34313725490197,1610612765,60,59,2022-03-10T01:22:27Z,3120000,23.0,68.0,1,left,MISS M. Bagley III 7' driving Hook,[1628963],1610612765.0,DET,driving,,,Bagley III,M. Bagley III,,,,,,,,7.17,Missed,,,,,,,,,,,,,,,
314,PT09M11.00S,2022-03-10T01:22:25.0Z,3,REGULAR,rebound,defensive,[],203897,,,1610612741,60,59,2022-03-10T01:22:27Z,3130000,,,0,,Z. LaVine REBOUND (Off:1 Def:2),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,313.0,3.0,2.0,1.0,,,,,,,,,,
315,PT08M59.00S,2022-03-10T01:22:36.9Z,3,REGULAR,3pt,Jump Shot,[],203897,66.67214191852825,79.41176470588235,1610612741,60,59,2022-03-10T01:22:41Z,3140000,147.0,261.0,1,right,MISS Z. LaVine 29' 3PT,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,29.94,Missed,,,,,,,,,,,,,,,
316,PT08M57.00S,2022-03-10T01:22:39.3Z,3,REGULAR,rebound,defensive,[],203924,,,1610612765,60,59,2022-03-10T01:22:39Z,3150000,,,0,,J. Grant REBOUND (Off:0 Def:2),[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,,,,315.0,2.0,2.0,0.0,,,,,,,,,,
317,PT08M51.00S,2022-03-10T01:22:45.5Z,3,REGULAR,turnover,lost ball,[],1630595,,,1610612765,60,59,2022-03-10T01:22:50Z,3160000,,,0,,C. Cunningham lost ball TURNOVER (5 TO),"[1630595, 1629750]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,5.0,Green,1629750.0,,,,,,,,,,,,,,,,,
318,PT08M51.00S,2022-03-10T01:22:45.5Z,3,REGULAR,steal,,[],1629750,,,1610612741,60,59,2022-03-10T01:23:16Z,3170000,,,0,,J. Green STEAL (3 STL),[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
319,PT08M50.00S,2022-03-10T01:22:49.1Z,3,REGULAR,foul,personal,[],202709,,,1610612741,60,59,2022-03-10T01:23:39Z,3180000,,,0,,C. Joseph take personal FOUL (1 PF),"[202709, 201942]",1610612765.0,DET,take,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,1198.0,1.0,0.0,DeRozan,201942.0,,
321,PT08M45.00S,2022-03-10T01:23:19.9Z,3,REGULAR,foul,personal,['2freethrow'],1630180,,,1610612741,60,59,2022-03-10T01:23:26Z,3200000,,,0,,S. Bey shooting personal FOUL (3 PF) (DeRozan 2 FT),"[1630180, 201942]",1610612765.0,DET,shooting,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,2003.0,3.0,0.0,DeRozan,201942.0,,
323,PT08M45.00S,2022-03-10T01:23:44.7Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],201942,,,1610612741,60,60,2022-03-10T01:23:44Z,3220000,,,0,,D. DeRozan Free Throw 1 of 2 (13 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,Made,13.0,,,,,,,,,,,,,,
324,PT08M45.00S,2022-03-10T01:23:58.9Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],201942,,,1610612741,60,61,2022-03-10T01:23:58Z,3230000,,,0,,D. DeRozan Free Throw 2 of 2 (14 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,Made,14.0,,,,,,,,,,,,,,
325,PT08M33.00S,2022-03-10T01:24:13.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628963,7.013797634691201,56.61764705882353,1610612765,60,61,2022-03-10T01:24:18Z,3240000,-33.0,13.0,1,left,MISS M. Bagley III alley-oop Layup,[1628963],1610612765.0,DET,alley-oop,,,Bagley III,M. Bagley III,,,,,,,,3.57,Missed,,,,,,,,,,,,,,,
326,PT08M31.00S,2022-03-10T01:24:14.8Z,3,REGULAR,rebound,offensive,[],1628963,,,1610612765,60,61,2022-03-10T01:24:14Z,3250000,,,0,,M. Bagley III REBOUND (Off:2 Def:3),[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,,,,,,325.0,5.0,3.0,2.0,,,,,,,,,,
327,PT08M30.00S,2022-03-10T01:24:15.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628963,7.013797634691201,47.79411764705882,1610612765,62,61,2022-03-10T01:24:20Z,3260000,11.0,13.0,1,left,M. Bagley III Layup (5 PTS),[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,,,1.73,Made,5.0,,,,,,,,,,,,,,
328,PT08M21.00S,2022-03-10T01:24:28.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202696,92.95335085413929,48.529411764705884,1610612741,62,63,2022-03-10T01:24:33Z,3270000,-7.0,14.0,1,right,N. Vucevic driving Layup (16 PTS) (A. Dosunmu 4 AST),"[202696, 1630245]",1610612741.0,CHI,driving,,,Vucevic,N. Vucevic,,,,,,,,1.56,Made,16.0,,,,,A. Dosunmu,1630245.0,4.0,,,,,,,
330,PT08M21.00S,2022-03-10T01:24:32.9Z,3,REGULAR,foul,personal,['1freethrow'],1628963,,,1610612741,62,63,2022-03-10T01:24:40Z,3290000,,,0,,M. Bagley III shooting personal FOUL (4 PF) (Vucevic 1 FT),"[1628963, 202696]",1610612765.0,DET,shooting,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,202901.0,4.0,0.0,Vucevic,202696.0,,
332,PT08M21.00S,2022-03-10T01:24:55.1Z,3,REGULAR,freethrow,1 of 1,[],202696,,,1610612741,62,64,2022-03-10T01:24:55Z,3310000,,,0,,N. Vucevic Free Throw 1 of 1 (17 PTS),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,Made,17.0,,,,,,,,,,,,,,
333,PT08M05.00S,2022-03-10T01:25:12.4Z,3,REGULAR,3pt,Jump Shot,[],1630180,29.878449408672807,24.75490196078431,1610612765,62,64,2022-03-10T01:25:15Z,3320000,126.0,228.0,1,left,MISS S. Bey 26' 3PT,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,26.09,Missed,,,,,,,,,,,,,,,
334,PT08M03.00S,2022-03-10T01:25:14.4Z,3,REGULAR,rebound,defensive,[],202696,,,1610612741,62,64,2022-03-10T01:25:15Z,3330000,,,0,,N. Vucevic REBOUND (Off:0 Def:3),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,333.0,3.0,3.0,0.0,,,,,,,,,,
335,PT07M48.00S,2022-03-10T01:25:28.5Z,3,REGULAR,3pt,Jump Shot,[],203897,74.68791064388962,14.460784313725497,1610612741,62,64,2022-03-10T01:25:33Z,3340000,-178.0,185.0,1,right,MISS Z. LaVine 25' 3PT,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,25.68,Missed,,,,,,,,,,,,,,,
336,PT07M46.00S,2022-03-10T01:25:30.5Z,3,REGULAR,rebound,defensive,[],202709,,,1610612765,62,64,2022-03-10T01:25:33Z,3350000,,,0,,C. Joseph REBOUND (Off:0 Def:2),[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,,,,,335.0,2.0,2.0,0.0,,,,,,,,,,
337,PT07M38.00S,2022-03-10T01:25:39.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628963,6.4881734559789805,53.67647058823529,1610612765,64,64,2022-03-10T01:25:48Z,3360000,-18.0,8.0,1,left,M. Bagley III reverse Layup (7 PTS) (C. Joseph 2 AST),"[1628963, 202709]",1610612765.0,DET,reverse,,,Bagley III,M. Bagley III,,,,,,,,2.03,Made,7.0,,,,,C. Joseph,202709.0,2.0,,,,,,,
339,PT07M24.00S,2022-03-10T01:25:52.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629750,94.79303547963207,46.81372549019608,1610612741,64,66,2022-03-10T01:25:57Z,3380000,-16.0,-4.0,1,right,J. Green alley-oop Layup (4 PTS) (A. Dosunmu 5 AST),"[1629750, 1630245]",1610612741.0,CHI,alley-oop,,,Green,J. Green,,,,,,,,1.63,Made,4.0,,,,,A. Dosunmu,1630245.0,5.0,,,,,,,
341,PT07M07.00S,2022-03-10T01:26:09.5Z,3,REGULAR,3pt,Jump Shot,[],1630595,24.096583442838366,88.97058823529412,1610612765,67,66,2022-03-10T01:26:13Z,3400000,-195.0,174.0,1,left,C. Cunningham 26' 3PT  (17 PTS) (S. Bey 2 AST),"[1630595, 1630180]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,26.13,Made,17.0,,,,,S. Bey,1630180.0,2.0,,,,,,,
343,PT06M50.00S,2022-03-10T01:26:29.0Z,3,REGULAR,turnover,out-of-bounds,[],202696,,,1610612741,67,66,2022-03-10T01:26:37Z,3420000,,,0,,N. Vucevic bad pass out-of-bounds TURNOVER (3 TO),[202696],1610612741.0,CHI,bad pass,,,Vucevic,N. Vucevic,,,,,3.0,,,,,,,,,,,,,1198.0,,,,,,
344,PT06M50.00S,2022-03-10T01:26:35.3Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,67,66,2022-03-10T01:26:35Z,3430000,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,PT06M50.00S,2022-03-10T01:26:36.1Z,3,REGULAR,substitution,out,[],1628963,,,1610612765,67,66,2022-03-10T01:29:07Z,3440000,,,0,,SUB out: M. Bagley III,[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,
346,PT06M50.00S,2022-03-10T01:26:36.1Z,3,REGULAR,substitution,in,[],203482,,,1610612765,67,66,2022-03-10T01:29:07Z,3450000,,,0,,SUB in: K. Olynyk,[203482],1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,
347,PT06M35.00S,2022-03-10T01:29:39.5Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203482,31.718134034165573,28.431372549019613,1610612765,70,66,2022-03-10T01:29:43Z,3460000,108.0,246.0,1,left,K. Olynyk 26' 3PT  (10 PTS) (C. Cunningham 6 AST),"[203482, 1630595]",1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,,,,26.83,Made,10.0,,,,,C. Cunningham,1630595.0,6.0,,,,,,,
349,PT06M12.00S,2022-03-10T01:30:02.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202696,90.71944809461235,49.01960784313726,1610612741,70,68,2022-03-10T01:30:08Z,3480000,-5.0,35.0,1,right,N. Vucevic floating Jump Shot (19 PTS) (A. Dosunmu 6 AST),"[202696, 1630245]",1610612741.0,CHI,floating,,,Vucevic,N. Vucevic,,,,,,,,3.5,Made,19.0,,,,,A. Dosunmu,1630245.0,6.0,,,,,,,
351,PT06M07.00S,2022-03-10T01:30:10.6Z,3,REGULAR,foul,personal,['2freethrow'],203897,,,1610612765,70,68,2022-03-10T01:30:28Z,3500000,,,0,,Z. LaVine shooting personal FOUL (2 PF) (Bey 2 FT),"[203897, 1630180]",1610612741.0,CHI,shooting,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,202901.0,2.0,0.0,Bey,1630180.0,,
353,PT06M07.00S,2022-03-10T01:30:32.8Z,3,REGULAR,freethrow,1 of 2,[],1630180,,,1610612765,70,68,2022-03-10T01:30:32Z,3520000,,,0,,MISS S. Bey Free Throw 1 of 2,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,Missed,,,,,,,,,,,,,,,
354,PT06M07.00S,2022-03-10T01:30:32.8Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612765,70,68,2022-03-10T01:30:32Z,3530000,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,353.0,,,,,,,,,,,,,
355,PT06M07.00S,2022-03-10T01:30:33.9Z,3,REGULAR,substitution,out,[],202696,,,1610612765,70,68,2022-03-10T01:30:43Z,3540000,,,0,,SUB out: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,
356,PT06M07.00S,2022-03-10T01:30:33.9Z,3,REGULAR,substitution,in,[],202684,,,1610612765,70,68,2022-03-10T01:30:43Z,3550000,,,0,,SUB in: T. Thompson,[202684],1610612741.0,CHI,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,
357,PT06M07.00S,2022-03-10T01:31:02.6Z,3,REGULAR,freethrow,2 of 2,[],1630180,,,1610612765,71,68,2022-03-10T01:31:02Z,3560000,,,0,,S. Bey Free Throw 2 of 2 (7 PTS),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,Made,7.0,,,,,,,,,,,,,,
358,PT05M51.00S,2022-03-10T01:31:18.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630245,89.93101182654402,46.07843137254902,1610612741,71,70,2022-03-10T01:31:25Z,3570000,-20.0,42.0,1,right,A. Dosunmu driving floating Jump Shot (6 PTS) (D. DeRozan 3 AST),"[1630245, 201942]",1610612741.0,CHI,driving floating,,,Dosunmu,A. Dosunmu,,,,,,,,4.64,Made,6.0,,,,,D. DeRozan,201942.0,3.0,,,,,,,
360,PT05M34.00S,2022-03-10T01:31:36.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,10.167542706964511,44.85294117647059,1610612765,71,70,2022-03-10T01:31:41Z,3590000,26.0,43.0,1,left,MISS C. Cunningham driving Layup,[1630595],1610612765.0,DET,driving,,,Cunningham,C. Cunningham,,,,,,,,5.02,Missed,,,,,,,,,,,,,,,
361,PT05M31.00S,2022-03-10T01:31:39.6Z,3,REGULAR,rebound,defensive,[],201942,,,1610612741,71,70,2022-03-10T01:31:41Z,3600000,,,0,,D. DeRozan REBOUND (Off:0 Def:3),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,360.0,3.0,3.0,0.0,,,,,,,,,,
