actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,playerName,playerNameI,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
17,PT10M57.00S,2022-02-02T00:14:34.0Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],202709,78.10446780551905,34.31372549019608,1610612765,4,0,2022-02-02T00:14:38Z,170000,-78.0,153.0,1,right,C. Joseph 17' pullup Jump Shot (2 PTS),[202709],1610612765.0,DET,pullup,,,,,,,Joseph,C. Joseph,17.22,Made,2.0,,,,,,,,,,,,,,,,,
18,PT10M46.00S,2022-02-02T00:14:44.2Z,1,REGULAR,2pt,Jump Shot,[],1628984,24.359395532194483,64.4607843137255,1610612740,4,2,2022-02-02T00:14:48Z,180000,-72.0,176.0,1,left,D. Graham 19' pullup Jump Shot (2 PTS),[1628984],1610612740.0,NOP,pullup,,,,,,,Graham,D. Graham,19.07,Made,2.0,,,,,,,,,,,,,,,,,
19,PT10M30.00S,2022-02-02T00:15:03.2Z,1,REGULAR,foul,personal,['2freethrow'],1630529,,,1610612765,4,2,2022-02-02T00:15:14Z,190000,,,0,,H. Jones shooting personal FOUL (1 PF) (Stewart 2 FT),"[1630529, 1630191]",1610612740.0,NOP,shooting,,,,,,202037.0,Jones,H. Jones,,,,,,,,,,,1.0,0.0,Stewart,1630191.0,,,,,,
21,PT10M30.00S,2022-02-02T00:15:27.5Z,1,REGULAR,freethrow,1 of 2,[],1630191,,,1610612765,5,2,2022-02-02T00:15:27Z,210000,,,0,,I. Stewart Free Throw 1 of 2 (1 PTS),[1630191],1610612765.0,DET,,,,,,,,Stewart,I. Stewart,,Made,1.0,,,,,,,,,,,,,,,,,
22,PT10M30.00S,2022-02-02T00:15:47.3Z,1,REGULAR,freethrow,2 of 2,[],1630191,,,1610612765,6,2,2022-02-02T00:15:47Z,220000,,,0,,I. Stewart Free Throw 2 of 2 (2 PTS),[1630191],1610612765.0,DET,,,,,,,,Stewart,I. Stewart,,Made,2.0,,,,,,,,,,,,,,,,,
23,PT10M20.00S,2022-02-02T00:15:58.0Z,1,REGULAR,turnover,lost ball,[],1630529,,,1610612740,6,2,2022-02-02T00:16:01Z,230000,,,0,,H. Jones lost ball TURNOVER (1 TO),"[1630529, 1630595]",1610612740.0,NOP,,,,,,,,Jones,H. Jones,,,,,,,,,,,,,,,1.0,Cunningham,1630595.0,,,
24,PT10M20.00S,2022-02-02T00:15:58.0Z,1,REGULAR,steal,,[],1630595,,,1610612765,6,2,2022-02-02T00:16:00Z,240000,,,0,,C. Cunningham STEAL (1 STL),[1630595],1610612765.0,DET,,,,,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,
25,PT10M14.00S,2022-02-02T00:16:04.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203924,92.16491458607096,49.754901960784316,1610612765,6,2,2022-02-02T00:16:09Z,250000,-1.0,21.0,1,right,MISS J. Grant running Layup - blocked,"[203924, 202685]",1610612765.0,DET,running,,,,,,,Grant,J. Grant,2.11,Missed,,,,,,,,,,,,,,,,Valanciunas,202685.0,
65,PT10M14.00S,2022-02-02T00:16:04.1Z,1,REGULAR,block,,[],202685,,,1610612765,6,2,2022-02-02T00:23:39Z,255000,,,0,,J. Valanciunas BLOCK (1 BLK),[202685],1610612740.0,NOP,,,,,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,
26,PT10M11.00S,2022-02-02T00:16:07.1Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,6,2,2022-02-02T00:16:07Z,260000,,,0,,J. Valanciunas REBOUND (Off:0 Def:1),[202685],1610612740.0,NOP,,,,,,,,Valanciunas,J. Valanciunas,,,,,,,25.0,1.0,1.0,0.0,,,,,,,,,,
27,PT10M09.00S,2022-02-02T00:16:10.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630529,6.093955321944804,52.94117647058824,1610612740,6,4,2022-02-02T00:17:10Z,270000,-15.0,5.0,1,left,H. Jones cutting Layup (2 PTS) (B. Ingram 1 AST),"[1630529, 1627742]",1610612740.0,NOP,cutting,,,,,,,Jones,H. Jones,1.55,Made,2.0,B. Ingram,1627742.0,1.0,,,,,,,,,,,,,,
29,PT09M50.00S,2022-02-02T00:16:28.9Z,1,REGULAR,3pt,Jump Shot,[],202709,93.34756898817345,2.941176470588232,1610612765,6,4,2022-02-02T00:16:33Z,290000,-235.0,10.0,1,right,MISS C. Joseph 3PT,[202709],1610612765.0,DET,,,,,,,,Joseph,C. Joseph,23.55,Missed,,,,,,,,,,,,,,,,,,
30,PT09M47.00S,2022-02-02T00:16:31.9Z,1,REGULAR,rebound,defensive,[],1629637,,,1610612740,6,4,2022-02-02T00:16:33Z,300000,,,0,,J. Hayes REBOUND (Off:0 Def:1),[1629637],1610612740.0,NOP,,,,,,,,Hayes,J. Hayes,,,,,,,29.0,1.0,1.0,0.0,,,,,,,,,,
31,PT09M30.00S,2022-02-02T00:16:48.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627742,15.818002628120894,36.029411764705884,1610612740,6,6,2022-02-02T00:16:52Z,310000,70.0,96.0,1,left,B. Ingram 11' step back Jump Shot (2 PTS),[1627742],1610612740.0,NOP,step back,,,,,,,Ingram,B. Ingram,11.89,Made,2.0,,,,,,,,,,,,,,,,,
32,PT09M17.00S,2022-02-02T00:17:01.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630180,89.01116951379764,51.22549019607843,1610612765,6,6,2022-02-02T00:17:06Z,320000,6.0,51.0,1,right,MISS S. Bey floating Shot,[1630180],1610612765.0,DET,floating,,,,,,,Bey,S. Bey,5.12,Missed,,,,,,,,,,,,,,,,,,
33,PT09M13.00S,2022-02-02T00:17:05.0Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,6,6,2022-02-02T00:17:05Z,330000,,,0,,J. Valanciunas REBOUND (Off:0 Def:2),[202685],1610612740.0,NOP,,,,,,,,Valanciunas,J. Valanciunas,,,,,,,32.0,2.0,2.0,0.0,,,,,,,,,,
34,PT08M56.00S,2022-02-02T00:17:22.2Z,1,REGULAR,3pt,Jump Shot,[],1627742,32.769382391590014,39.4607843137255,1610612740,6,9,2022-02-02T00:18:29Z,340000,53.0,256.0,1,left,B. Ingram 26' 3PT pullup (5 PTS),[1627742],1610612740.0,NOP,pullup,,,,,,,Ingram,B. Ingram,26.09,Made,5.0,,,,,,,,,,,,,,,,,
35,PT08M43.00S,2022-02-02T00:17:36.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630595,90.71944809461235,52.205882352941174,1610612765,8,9,2022-02-02T00:17:39Z,350000,11.0,35.0,1,right,C. Cunningham Hook (2 PTS),[1630595],1610612765.0,DET,,,,,,,,Cunningham,C. Cunningham,3.64,Made,2.0,,,,,,,,,,,,,,,,,
36,PT08M28.00S,2022-02-02T00:17:50.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628984,5.699737187910642,53.92156862745098,1610612740,8,9,2022-02-02T00:17:56Z,360000,-20.0,1.0,1,left,MISS D. Graham driving reverse Layup - blocked,"[1628984, 1630191]",1610612740.0,NOP,driving reverse,,,,,,,Graham,D. Graham,1.96,Missed,,,,,,,,,,,,,,,,Stewart,1630191.0,
37,PT08M28.00S,2022-02-02T00:17:50.1Z,1,REGULAR,block,,[],1630191,,,1610612740,8,9,2022-02-02T00:17:53Z,370000,,,0,,I. Stewart BLOCK (1 BLK),[1630191],1610612765.0,DET,,,,,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,
38,PT08M25.00S,2022-02-02T00:17:53.1Z,1,REGULAR,rebound,defensive,[],1630595,,,1610612765,8,9,2022-02-02T00:17:56Z,380000,,,0,,C. Cunningham REBOUND (Off:0 Def:1),[1630595],1610612765.0,DET,,,,,,,,Cunningham,C. Cunningham,,,,,,,36.0,1.0,1.0,0.0,,,,,,,,,,
39,PT08M24.00S,2022-02-02T00:17:56.1Z,1,REGULAR,foul,personal,['2freethrow'],1630529,,,1610612765,8,9,2022-02-02T00:18:12Z,390000,,,0,,H. Jones shooting personal FOUL (2 PF) (Bey 2 FT),"[1630529, 1630180]",1610612740.0,NOP,shooting,,,,,,201639.0,Jones,H. Jones,,,,,,,,,,,2.0,0.0,Bey,1630180.0,,,,,,
41,PT08M24.00S,2022-02-02T00:18:26.8Z,1,REGULAR,freethrow,1 of 2,[],1630180,,,1610612765,9,9,2022-02-02T00:18:26Z,410000,,,0,,S. Bey Free Throw 1 of 2 (1 PTS),[1630180],1610612765.0,DET,,,,,,,,Bey,S. Bey,,Made,1.0,,,,,,,,,,,,,,,,,
42,PT08M24.00S,2022-02-02T00:18:30.9Z,1,REGULAR,substitution,out,[],1630529,,,1610612765,9,9,2022-02-02T00:18:36Z,420000,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,
43,PT08M24.00S,2022-02-02T00:18:30.9Z,1,REGULAR,substitution,in,[],202066,,,1610612765,9,9,2022-02-02T00:18:36Z,430000,,,0,,SUB in: G. Temple,[202066],1610612740.0,NOP,,,,,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,
44,PT08M24.00S,2022-02-02T00:18:48.9Z,1,REGULAR,freethrow,2 of 2,[],1630180,,,1610612765,10,9,2022-02-02T00:18:48Z,440000,,,0,,S. Bey Free Throw 2 of 2 (2 PTS),[1630180],1610612765.0,DET,,,,,,,,Bey,S. Bey,,Made,2.0,,,,,,,,,,,,,,,,,
45,PT08M10.00S,2022-02-02T00:19:04.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628984,18.05190538764782,35.049019607843135,1610612740,10,11,2022-02-02T00:19:08Z,450000,75.0,117.0,1,left,D. Graham 13' pullup Jump Shot (4 PTS),[1628984],1610612740.0,NOP,pullup,,,,,,,Graham,D. Graham,13.9,Made,4.0,,,,,,,,,,,,,,,,,
46,PT07M57.00S,2022-02-02T00:19:20.6Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612765,10,11,2022-02-02T00:19:20Z,460000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,PT07M53.00S,2022-02-02T00:19:41.0Z,1,REGULAR,2pt,Jump Shot,[],1630595,84.7568988173456,80.859375,1610612765,10,11,2022-02-02T00:19:45Z,470000,154.0,91.0,1,right,MISS C. Cunningham 17' Jump Shot,[1630595],1610612765.0,DET,,,,,,,,Cunningham,C. Cunningham,17.9,Missed,,,,,,,,,,,,,,,,,,
48,PT07M51.00S,2022-02-02T00:19:43.0Z,1,REGULAR,rebound,defensive,[],1629637,,,1610612740,10,11,2022-02-02T00:19:45Z,480000,,,0,,J. Hayes REBOUND (Off:0 Def:2),[1629637],1610612740.0,NOP,,,,,,,,Hayes,J. Hayes,,,,,,,47.0,2.0,2.0,0.0,,,,,,,,,,
49,PT07M42.00S,2022-02-02T00:19:51.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629637,6.225361366622863,44.85294117647059,1610612740,10,13,2022-02-02T00:20:01Z,490000,26.0,6.0,1,left,J. Hayes alley-oop DUNK (2 PTS) (D. Graham 1 AST),"[1629637, 1628984]",1610612740.0,NOP,alley-oop,,,,,,,Hayes,J. Hayes,2.64,Made,2.0,D. Graham,1628984.0,1.0,,,,,,,,,,,,,,
51,PT07M34.00S,2022-02-02T00:20:00.9Z,1,REGULAR,3pt,Jump Shot,[],202709,67.9862023653088,31.127450980392155,1610612765,10,13,2022-02-02T00:20:07Z,510000,-94.0,248.0,1,right,MISS C. Joseph 26' 3PT,[202709],1610612765.0,DET,,,,,,,,Joseph,C. Joseph,26.57,Missed,,,,,,,,,,,,,,,,,,
52,PT07M28.00S,2022-02-02T00:20:05.7Z,1,REGULAR,rebound,offensive,[],1630191,,,1610612765,10,13,2022-02-02T00:20:05Z,520000,,,0,,I. Stewart REBOUND (Off:1 Def:0),[1630191],1610612765.0,DET,,,,,,,,Stewart,I. Stewart,,,,,,,51.0,1.0,0.0,1.0,,,,,,,,,,
53,PT07M28.00S,2022-02-02T00:20:05.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630191,94.40999984741211,50.0,1610612765,12,13,2022-02-02T00:20:05Z,530000,0.0,0.0,1,right,I. Stewart tip Layup (4 PTS),[1630191],1610612765.0,DET,tip,,,,,,,Stewart,I. Stewart,0.0,Made,4.0,,,,,,,,,,,,,,,,,
54,PT07M13.00S,2022-02-02T00:20:21.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202685,11.613009198423129,49.01960784313726,1610612740,12,13,2022-02-02T00:20:25Z,540000,5.0,57.0,1,left,MISS J. Valanciunas turnaround Hook,[202685],1610612740.0,NOP,turnaround,,,,,,,Valanciunas,J. Valanciunas,5.69,Missed,,,,,,,,,,,,,,,,,,
55,PT07M10.00S,2022-02-02T00:20:24.1Z,1,REGULAR,rebound,defensive,[],1630180,,,1610612765,12,13,2022-02-02T00:20:25Z,550000,,,0,,S. Bey REBOUND (Off:0 Def:1),[1630180],1610612765.0,DET,,,,,,,,Bey,S. Bey,,,,,,,54.0,1.0,1.0,0.0,,,,,,,,,,
56,PT07M05.00S,2022-02-02T00:20:28.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630191,66.67214191852825,53.431372549019606,1610612765,12,13,2022-02-02T00:20:33Z,560000,17.0,261.0,1,right,MISS I. Stewart 26' 3PT,[1630191],1610612765.0,DET,,,,,,,,Stewart,I. Stewart,26.14,Missed,,,,,,,,,,,,,,,,,,
57,PT07M03.00S,2022-02-02T00:20:30.7Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,12,13,2022-02-02T00:20:33Z,570000,,,0,,J. Valanciunas REBOUND (Off:0 Def:3),[202685],1610612740.0,NOP,,,,,,,,Valanciunas,J. Valanciunas,,,,,,,56.0,3.0,3.0,0.0,,,,,,,,,,
58,PT06M51.00S,2022-02-02T00:20:43.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627742,6.093955321944804,44.11764705882353,1610612740,12,13,2022-02-02T00:20:49Z,580000,29.0,5.0,1,left,MISS B. Ingram driving Layup,[1627742],1610612740.0,NOP,driving,,,,,,,Ingram,B. Ingram,2.98,Missed,,,,,,,,,,,,,,,,,,
59,PT06M49.00S,2022-02-02T00:20:45.7Z,1,REGULAR,rebound,defensive,[],1630180,,,1610612765,12,13,2022-02-02T00:20:49Z,590000,,,0,,S. Bey REBOUND (Off:0 Def:2),[1630180],1610612765.0,DET,,,,,,,,Bey,S. Bey,,,,,,,58.0,2.0,2.0,0.0,,,,,,,,,,
60,PT06M46.00S,2022-02-02T00:20:48.0Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630595,92.55913272010513,50.0,1610612765,14,13,2022-02-02T00:21:17Z,600000,0.0,17.0,1,right,C. Cunningham running finger roll Layup (4 PTS) (S. Bey 1 AST),"[1630595, 1630180]",1610612765.0,DET,running finger roll,,,,,,,Cunningham,C. Cunningham,1.74,Made,4.0,S. Bey,1630180.0,1.0,,,,,,,,,,,,,,
62,PT06M32.00S,2022-02-02T00:21:05.4Z,1,REGULAR,foul,personal,['2freethrow'],1630595,,,1610612740,14,13,2022-02-02T00:21:23Z,620000,,,0,,C. Cunningham shooting personal FOUL (1 PF) (Valanciunas 2 FT),"[1630595, 202685]",1610612765.0,DET,shooting,,,,,,201639.0,Cunningham,C. Cunningham,,,,,,,,,,,1.0,0.0,Valanciunas,202685.0,,,,,,
64,PT06M32.00S,2022-02-02T00:21:27.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,14,13,2022-02-02T00:21:27Z,640000,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M32.00S,2022-02-02T00:24:20.0Z,1,REGULAR,freethrow,1 of 2,[],202685,,,1610612740,14,14,2022-02-02T00:24:20Z,650000,,,0,,J. Valanciunas Free Throw 1 of 2 (1 PTS),[202685],1610612740.0,NOP,,,,,,,,Valanciunas,J. Valanciunas,,Made,1.0,,,,,,,,,,,,,,,,,
67,PT06M32.00S,2022-02-02T00:24:35.9Z,1,REGULAR,freethrow,2 of 2,[],202685,,,1610612740,14,15,2022-02-02T00:24:35Z,660000,,,0,,J. Valanciunas Free Throw 2 of 2 (2 PTS),[202685],1610612740.0,NOP,,,,,,,,Valanciunas,J. Valanciunas,,Made,2.0,,,,,,,,,,,,,,,,,
68,PT06M14.00S,2022-02-02T00:24:54.9Z,1,REGULAR,3pt,Jump Shot,[],1630180,65.48948751642575,46.32352941176471,1610612765,14,15,2022-02-02T00:25:02Z,670000,-18.0,272.0,1,right,MISS S. Bey 27' 3PT,[1630180],1610612765.0,DET,,,,,,,,Bey,S. Bey,27.25,Missed,,,,,,,,,,,,,,,,,,
69,PT06M14.00S,2022-02-02T00:24:54.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612740,14,15,2022-02-02T00:25:02Z,680000,,,0,,TEAM defensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,68.0,,,,,,,,,,,,,
70,PT06M14.00S,2022-02-02T00:25:03.6Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612740,14,15,2022-02-02T00:25:03Z,690000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M52.00S,2022-02-02T00:25:37.0Z,1,REGULAR,foul,personal,['2freethrow'],1630191,,,1610612740,14,15,2022-02-02T00:25:46Z,710000,,,0,,I. Stewart shooting personal FOUL (1 PF) (Valanciunas 2 FT),"[1630191, 202685]",1610612765.0,DET,shooting,,,,,,202053.0,Stewart,I. Stewart,,,,,,,,,,,1.0,0.0,Valanciunas,202685.0,,,,,,
75,PT05M52.00S,2022-02-02T00:25:59.6Z,1,REGULAR,freethrow,1 of 2,[],202685,,,1610612740,14,16,2022-02-02T00:25:59Z,730000,,,0,,J. Valanciunas Free Throw 1 of 2 (3 PTS),[202685],1610612740.0,NOP,,,,,,,,Valanciunas,J. Valanciunas,,Made,3.0,,,,,,,,,,,,,,,,,
76,PT05M52.00S,2022-02-02T00:26:00.9Z,1,REGULAR,substitution,out,[],1628984,,,1610612740,14,16,2022-02-02T00:26:04Z,740000,,,0,,SUB out: D. Graham,[1628984],1610612740.0,NOP,,,,,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,
77,PT05M52.00S,2022-02-02T00:26:00.9Z,1,REGULAR,substitution,in,[],1630631,,,1610612740,14,16,2022-02-02T00:26:04Z,750000,,,0,,SUB in: J. Alvarado,[1630631],1610612740.0,NOP,,,,,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,
78,PT05M52.00S,2022-02-02T00:26:18.7Z,1,REGULAR,freethrow,2 of 2,[],202685,,,1610612740,14,17,2022-02-02T00:26:18Z,760000,,,0,,J. Valanciunas Free Throw 2 of 2 (4 PTS),[202685],1610612740.0,NOP,,,,,,,,Valanciunas,J. Valanciunas,,Made,4.0,,,,,,,,,,,,,,,,,
79,PT05M36.00S,2022-02-02T00:26:36.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202709,89.6681997371879,49.01960784313726,1610612765,16,17,2022-02-02T00:26:47Z,770000,-5.0,45.0,1,right,C. Joseph turnaround Jump Shot (4 PTS),[202709],1610612765.0,DET,turnaround,,,,,,,Joseph,C. Joseph,4.49,Made,4.0,,,,,,,,,,,,,,,,,
80,PT05M14.00S,2022-02-02T00:26:57.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202685,7.013797634691201,45.58823529411765,1610612740,16,17,2022-02-02T00:27:01Z,780000,22.0,13.0,1,left,MISS J. Valanciunas Layup,[202685],1610612740.0,NOP,,,,,,,,Valanciunas,J. Valanciunas,2.58,Missed,,,,,,,,,,,,,,,,,,
81,PT05M12.00S,2022-02-02T00:27:00.0Z,1,REGULAR,rebound,offensive,[],202685,,,1610612740,16,17,2022-02-02T00:27:00Z,790000,,,0,,J. Valanciunas REBOUND (Off:1 Def:3),[202685],1610612740.0,NOP,,,,,,,,Valanciunas,J. Valanciunas,,,,,,,80.0,4.0,3.0,1.0,,,,,,,,,,
82,PT05M12.00S,2022-02-02T00:27:00.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202685,5.590000152587891,50.0,1610612740,16,17,2022-02-02T00:27:00Z,800000,0.0,0.0,1,left,MISS J. Valanciunas tip Layup,[202685],1610612740.0,NOP,tip,,,,,,,Valanciunas,J. Valanciunas,0.0,Missed,,,,,,,,,,,,,,,,,,
83,PT05M11.00S,2022-02-02T00:27:00.7Z,1,REGULAR,rebound,offensive,[],202685,,,1610612740,16,17,2022-02-02T00:27:00Z,810000,,,0,,J. Valanciunas REBOUND (Off:2 Def:3),[202685],1610612740.0,NOP,,,,,,,,Valanciunas,J. Valanciunas,,,,,,,82.0,5.0,3.0,2.0,,,,,,,,,,
84,PT05M05.00S,2022-02-02T00:27:12.7Z,1,REGULAR,foul,personal,[],1630595,,,1610612740,16,17,2022-02-02T00:28:01Z,820000,,,0,,C. Cunningham personal FOUL (2 PF),"[1630595, 1627742]",1610612765.0,DET,,,,,,,202037.0,Cunningham,C. Cunningham,,,,,,,,,,,2.0,0.0,Ingram,1627742.0,,,,,,
86,PT05M05.00S,2022-02-02T00:27:26.6Z,1,REGULAR,substitution,out,[],1630595,,,1610612740,16,17,2022-02-02T00:28:04Z,840000,,,0,,SUB out: C. Cunningham,[1630595],1610612765.0,DET,,,,,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,
87,PT05M05.00S,2022-02-02T00:27:26.6Z,1,REGULAR,substitution,out,[],203924,,,1610612740,16,17,2022-02-02T00:28:04Z,850000,,,0,,SUB out: J. Grant,[203924],1610612765.0,DET,,,,,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,
88,PT05M05.00S,2022-02-02T00:27:26.6Z,1,REGULAR,substitution,out,[],1630191,,,1610612740,16,17,2022-02-02T00:28:04Z,860000,,,0,,SUB out: I. Stewart,[1630191],1610612765.0,DET,,,,,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,
89,PT05M05.00S,2022-02-02T00:27:26.6Z,1,REGULAR,substitution,out,[],1629637,,,1610612740,16,17,2022-02-02T00:28:04Z,870000,,,0,,SUB out: J. Hayes,[1629637],1610612740.0,NOP,,,,,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,
90,PT05M05.00S,2022-02-02T00:27:26.6Z,1,REGULAR,substitution,out,[],202685,,,1610612740,16,17,2022-02-02T00:28:04Z,880000,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,
