actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
56,PT07M51.00S,2022-02-04T00:19:42.4Z,1,REGULAR,turnover,traveling,[],1626157,,,1610612750,5,11,2022-02-04T00:19:51Z,540000,,,0,,K. Towns traveling TURNOVER (1 TO),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,1.0,,,201245.0,,,,,
57,PT07M45.00S,2022-02-04T00:20:00.7Z,1,REGULAR,turnover,bad pass,[],202709,,,1610612765,5,11,2022-02-04T00:20:07Z,550000,,,0,,C. Joseph bad pass TURNOVER (1 TO),"[202709, 1629020]",1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,1.0,Vanderbilt,1629020.0,,,,,,
58,PT07M45.00S,2022-02-04T00:20:00.7Z,1,REGULAR,steal,,[],1629020,,,1610612750,5,11,2022-02-04T00:20:02Z,560000,,,0,,J. Vanderbilt STEAL (2 STL),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT07M41.00S,2022-02-04T00:20:04.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629020,94.13600525624179,52.69607843137255,1610612750,5,13,2022-02-04T00:20:13Z,570000,13.0,3.0,1,right,J. Vanderbilt running DUNK (6 PTS),[1629020],1610612750.0,MIN,running,,,Vanderbilt,J. Vanderbilt,,,,,1.37,Made,6.0,,,,,,,,,,,,,,,,,,
60,PT07M19.00S,2022-02-04T00:20:25.8Z,1,REGULAR,3pt,Jump Shot,[],1630180,7.013797634691201,96.81372549019608,1610612765,5,13,2022-02-04T00:20:30Z,580000,-234.0,13.0,1,left,MISS S. Bey 3PT,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,23.45,Missed,,,,,,,,,,,,,,,,,,,
61,PT07M16.00S,2022-02-04T00:20:28.8Z,1,REGULAR,rebound,defensive,[],1629020,,,1610612750,5,13,2022-02-04T00:20:30Z,590000,,,0,,J. Vanderbilt REBOUND (Off:1 Def:1),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,60.0,2.0,1.0,1.0,,,,,,,,,
62,PT07M06.00S,2022-02-04T00:20:42.5Z,1,REGULAR,foul,personal,['2freethrow'],202709,,,1610612750,5,13,2022-02-04T00:20:53Z,600000,,,0,,C. Joseph shooting personal FOUL (1 PF) (Vanderbilt 2 FT),"[202709, 1629020]",1610612765.0,DET,shooting,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,,,201245.0,1.0,0.0,Vanderbilt,1629020.0,
64,PT07M06.00S,2022-02-04T00:21:07.2Z,1,REGULAR,freethrow,1 of 2,[],1629020,,,1610612750,5,13,2022-02-04T00:21:07Z,620000,,,0,,MISS J. Vanderbilt Free Throw 1 of 2,[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,Missed,,,,,,,,,,,,,,,,,,,
65,PT07M06.00S,2022-02-04T00:21:07.2Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612750,5,13,2022-02-04T00:21:07Z,630000,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,64.0,,,,,,,,,,,,
66,PT07M06.00S,2022-02-04T00:21:22.5Z,1,REGULAR,freethrow,2 of 2,[],1629020,,,1610612750,5,14,2022-02-04T00:21:22Z,640000,,,0,,J. Vanderbilt Free Throw 2 of 2 (7 PTS),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,Made,7.0,,,,,,,,,,,,,,,,,,
67,PT06M48.00S,2022-02-04T00:21:41.4Z,1,REGULAR,3pt,Jump Shot,[],203585,7.276609724047319,97.30392156862744,1610612765,8,14,2022-02-04T00:21:46Z,650000,-237.0,16.0,1,left,R. McGruder 3PT  (3 PTS) (C. Joseph 1 AST),"[203585, 202709]",1610612765.0,DET,,,,McGruder,R. McGruder,,,,,23.7,Made,3.0,C. Joseph,202709.0,1.0,,,,,,,,,,,,,,,
69,PT06M27.00S,2022-02-04T00:22:02.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,94.26741130091985,44.607843137254896,1610612750,8,14,2022-02-04T00:22:08Z,670000,-27.0,1.0,1,right,MISS A. Edwards driving Layup,[1630162],1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,2.7,Missed,,,,,,,,,,,,,,,,,,,
70,PT06M23.00S,2022-02-04T00:22:06.0Z,1,REGULAR,rebound,defensive,[],202709,,,1610612765,8,14,2022-02-04T00:22:08Z,680000,,,0,,C. Joseph REBOUND (Off:0 Def:1),[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,,,,,,,69.0,1.0,1.0,0.0,,,,,,,,,
71,PT06M20.00S,2022-02-04T00:22:07.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203585,10.298948751642584,4.656862745098039,1610612765,8,14,2022-02-04T00:22:13Z,690000,227.0,44.0,1,left,MISS R. McGruder 3PT,[203585],1610612765.0,DET,,,,McGruder,R. McGruder,,,,,23.1,Missed,,,,,,,,,,,,,,,,,,,
72,PT06M17.00S,2022-02-04T00:22:10.9Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,8,14,2022-02-04T00:22:13Z,700000,,,0,,K. Towns REBOUND (Off:0 Def:1),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,71.0,1.0,1.0,0.0,,,,,,,,,
73,PT06M16.00S,2022-02-04T00:22:12.6Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630162,93.61038107752957,52.450980392156865,1610612750,8,16,2022-02-04T00:23:51Z,710000,12.0,8.0,1,right,A. Edwards running finger roll Layup (4 PTS) (K. Towns 2 AST),"[1630162, 1626157]",1610612750.0,MIN,running finger roll,,,Edwards,A. Edwards,,,,,1.45,Made,4.0,K. Towns,1626157.0,2.0,,,,,,,,,,,,,,,
75,PT06M03.00S,2022-02-04T00:22:25.0Z,1,REGULAR,3pt,Jump Shot,[],1630180,28.301576872536145,83.57843137254902,1610612765,11,16,2022-02-04T00:22:30Z,730000,-168.0,214.0,1,left,S. Bey 27' 3PT  (3 PTS) (C. Joseph 2 AST),"[1630180, 202709]",1610612765.0,DET,,,,Bey,S. Bey,,,,,27.16,Made,3.0,C. Joseph,202709.0,2.0,,,,,,,,,,,,,,,
77,PT06M02.00S,2022-02-04T00:22:38.6Z,1,REGULAR,foul,personal,[],1630191,,,1610612750,11,16,2022-02-04T00:22:50Z,750000,,,0,,I. Stewart loose ball personal FOUL (1 PF),"[1630191, 1626157]",1610612765.0,DET,loose ball,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,1830.0,1.0,0.0,Towns,1626157.0,
79,PT05M45.00S,2022-02-04T00:23:09.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630183,94.26741130091985,45.833333333333336,1610612750,11,18,2022-02-04T00:23:14Z,770000,-21.0,1.0,1,right,J. McDaniels reverse Layup (5 PTS) (K. Towns 3 AST),"[1630183, 1626157]",1610612750.0,MIN,reverse,,,McDaniels,J. McDaniels,,,,,2.08,Made,5.0,K. Towns,1626157.0,3.0,,,,,,,,,,,,,,,
81,PT05M29.00S,2022-02-04T00:23:26.3Z,1,REGULAR,3pt,Jump Shot,[],203585,26.330486202365307,89.2156862745098,1610612765,11,18,2022-02-04T00:23:30Z,790000,-196.0,195.0,1,left,MISS R. McGruder 27' 3PT,[203585],1610612765.0,DET,,,,McGruder,R. McGruder,,,,,27.66,Missed,,,,,,,,,,,,,,,,,,,
82,PT05M26.00S,2022-02-04T00:23:29.3Z,1,REGULAR,rebound,defensive,[],201976,,,1610612750,11,18,2022-02-04T00:23:30Z,800000,,,0,,P. Beverley REBOUND (Off:0 Def:1),[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,,,,81.0,1.0,1.0,0.0,,,,,,,,,
83,PT05M23.00S,2022-02-04T00:23:32.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630162,68.77463863337714,83.57843137254902,1610612750,11,21,2022-02-04T00:23:42Z,810000,168.0,241.0,1,right,A. Edwards 29' 3PT  (7 PTS) (P. Beverley 3 AST),"[1630162, 201976]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,29.37,Made,7.0,P. Beverley,201976.0,3.0,,,,,,,,,,,,,,,
85,PT04M56.00S,2022-02-04T00:24:00.2Z,1,REGULAR,3pt,Jump Shot,[],202709,26.72470433639947,12.5,1610612765,11,21,2022-02-04T00:24:04Z,830000,188.0,199.0,1,left,MISS C. Joseph 27' 3PT,[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,27.32,Missed,,,,,,,,,,,,,,,,,,,
86,PT04M53.00S,2022-02-04T00:24:03.2Z,1,REGULAR,rebound,offensive,[],1630180,,,1610612765,11,21,2022-02-04T00:24:04Z,840000,,,0,,S. Bey REBOUND (Off:1 Def:0),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,85.0,1.0,0.0,1.0,,,,,,,,,
87,PT04M45.00S,2022-02-04T00:24:09.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630180,8.196452036793687,96.81372549019608,1610612765,14,21,2022-02-04T00:24:13Z,850000,-234.0,25.0,1,left,S. Bey 3PT  (6 PTS),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,23.54,Made,6.0,,,,,,,,,,,,,,,,,,
88,PT04M38.00S,2022-02-04T00:24:22.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,14,21,2022-02-04T00:24:22Z,860000,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M38.00S,2022-02-04T00:24:23.3Z,1,REGULAR,substitution,out,[],203585,,,1610612750,14,21,2022-02-04T00:27:15Z,870000,,,0,,SUB out: R. McGruder,[203585],1610612765.0,DET,,,,McGruder,R. McGruder,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M38.00S,2022-02-04T00:24:23.3Z,1,REGULAR,substitution,out,[],1630191,,,1610612750,14,21,2022-02-04T00:27:15Z,880000,,,0,,SUB out: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M38.00S,2022-02-04T00:24:23.3Z,1,REGULAR,substitution,out,[],203924,,,1610612750,14,21,2022-02-04T00:27:15Z,890000,,,0,,SUB out: J. Grant,[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M38.00S,2022-02-04T00:24:23.3Z,1,REGULAR,substitution,out,[],1629020,,,1610612750,14,21,2022-02-04T00:27:15Z,900000,,,0,,SUB out: J. Vanderbilt,[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M38.00S,2022-02-04T00:24:23.3Z,1,REGULAR,substitution,out,[],201976,,,1610612750,14,21,2022-02-04T00:27:15Z,910000,,,0,,SUB out: P. Beverley,[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M38.00S,2022-02-04T00:24:23.3Z,1,REGULAR,substitution,in,[],1628402,,,1610612750,14,21,2022-02-04T00:27:15Z,920000,,,0,,SUB in: F. Jackson,[1628402],1610612765.0,DET,,,,Jackson,F. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M38.00S,2022-02-04T00:24:23.3Z,1,REGULAR,substitution,in,[],203482,,,1610612750,14,21,2022-02-04T00:27:15Z,930000,,,0,,SUB in: K. Olynyk,[203482],1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,
