actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
15,PT11M02.00S,2022-01-11T00:11:07.3Z,1,REGULAR,rebound,defensive,[],202711,,,1610612762,0,0,2022-01-11T00:11:09Z,150000,,,0,,B. Bogdanovic REBOUND (Off:0 Def:1),[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,14.0,1.0,1.0,0.0,,,,,,,,,,,,
16,PT10M55.00S,2022-01-11T00:11:14.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202711,9.247700394218143,55.14705882352941,1610612762,0,2,2022-01-11T00:11:20Z,160000,-26.0,34.0,1,left,B. Bogdanovic driving Layup (2 PTS),[202711],1610612762.0,UTA,driving,,,Bogdanovic,B. Bogdanovic,,,,,4.29,Made,,,,,,,2.0,,,,,,,,,,,
17,PT10M38.00S,2022-01-11T00:11:32.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628977,90.5880420499343,62.745098039215684,1610612765,0,2,2022-01-11T00:11:40Z,170000,64.0,36.0,1,right,MISS H. Diallo 7' driving Layup,[1628977],1610612765.0,DET,driving,,,Diallo,H. Diallo,,,,,7.32,Missed,,,,,,,,,,,,,,,,,,
18,PT10M35.00S,2022-01-11T00:11:35.2Z,1,REGULAR,rebound,defensive,[],202355,,,1610612762,0,2,2022-01-11T00:11:40Z,180000,,,0,,H. Whiteside REBOUND (Off:0 Def:1),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,17.0,1.0,1.0,0.0,,,,,,,,,,,,
19,PT10M27.00S,2022-01-11T00:11:42.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202355,12.66425755584757,40.931372549019606,1610612762,0,2,2022-01-11T00:11:51Z,190000,45.0,67.0,1,left,MISS H. Whiteside 8' turnaround Hook - blocked,"[202355, 1630191]",1610612762.0,UTA,turnaround,,,Whiteside,H. Whiteside,,,,,8.05,Missed,Stewart,1630191.0,,,,,,,,,,,,,,,,
20,PT10M27.00S,2022-01-11T00:11:42.7Z,1,REGULAR,block,,[],1630191,,,1610612762,0,2,2022-01-11T00:11:46Z,200000,,,0,,I. Stewart BLOCK (2 BLK),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,
21,PT10M26.00S,2022-01-11T00:11:43.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612762,0,2,2022-01-11T00:11:51Z,210000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,
22,PT10M26.00S,2022-01-11T00:11:51.6Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612762,0,2,2022-01-11T00:11:51Z,220000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,PT10M23.00S,2022-01-11T00:12:05.1Z,1,REGULAR,foul,personal,['3freethrow'],1630595,,,1610612762,0,2,2022-01-11T00:12:23Z,230000,,,0,,C. Cunningham shooting personal FOUL (1 PF) (Mitchell 3 FT),"[1630595, 1628378]",1610612765.0,DET,shooting,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,1155.0,1.0,0.0,Mitchell,1628378.0,,,,,,
25,PT10M23.00S,2022-01-11T00:12:39.8Z,1,REGULAR,freethrow,1 of 3,['2ndchance'],1628378,,,1610612762,0,3,2022-01-11T00:12:39Z,250000,,,0,,D. Mitchell Free Throw 1 of 3 (1 PTS),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,Made,,,,,,,1.0,,,,,,,,,,,
26,PT10M23.00S,2022-01-11T00:12:57.6Z,1,REGULAR,freethrow,2 of 3,['2ndchance'],1628378,,,1610612762,0,4,2022-01-11T00:12:57Z,260000,,,0,,D. Mitchell Free Throw 2 of 3 (2 PTS),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,Made,,,,,,,2.0,,,,,,,,,,,
27,PT10M23.00S,2022-01-11T00:13:16.8Z,1,REGULAR,freethrow,3 of 3,['2ndchance'],1628378,,,1610612762,0,5,2022-01-11T00:13:16Z,270000,,,0,,D. Mitchell Free Throw 3 of 3 (3 PTS),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,Made,,,,,,,3.0,,,,,,,,,,,
28,PT10M11.00S,2022-01-11T00:13:29.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630191,86.38304862023654,54.90196078431372,1610612765,0,5,2022-01-11T00:13:36Z,280000,25.0,75.0,1,right,MISS I. Stewart 7' floating Shot,[1630191],1610612765.0,DET,floating,,,Stewart,I. Stewart,,,,,7.94,Missed,,,,,,,,,,,,,,,,,,
29,PT10M07.00S,2022-01-11T00:13:33.2Z,1,REGULAR,rebound,defensive,[],202355,,,1610612762,0,5,2022-01-11T00:13:33Z,290000,,,0,,H. Whiteside REBOUND (Off:0 Def:2),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,28.0,2.0,2.0,0.0,,,,,,,,,,,,
30,PT09M53.00S,2022-01-11T00:13:46.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202355,7.802233902759525,48.529411764705884,1610612762,0,7,2022-01-11T00:13:51Z,300000,7.0,21.0,1,left,H. Whiteside Layup (2 PTS),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,2.21,Made,,,,,,,2.0,,,,,,,,,,,
31,PT09M43.00S,2022-01-11T00:13:56.9Z,1,REGULAR,3pt,Jump Shot,[],1630180,76.26478318002628,86.27450980392157,1610612765,0,7,2022-01-11T00:14:02Z,310000,181.0,171.0,1,right,MISS S. Bey 24' 3PT,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,24.9,Missed,,,,,,,,,,,,,,,,,,
32,PT09M41.00S,2022-01-11T00:13:58.9Z,1,REGULAR,rebound,defensive,[],202355,,,1610612762,0,7,2022-01-11T00:14:02Z,320000,,,0,,H. Whiteside REBOUND (Off:0 Def:3),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,31.0,3.0,3.0,0.0,,,,,,,,,,,,
33,PT09M32.00S,2022-01-11T00:14:08.6Z,1,REGULAR,3pt,Jump Shot,[],1628378,35.26609724047306,62.254901960784316,1610612762,0,7,2022-01-11T00:14:15Z,330000,-61.0,279.0,1,left,MISS D. Mitchell 28' 3PT,[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,28.57,Missed,,,,,,,,,,,,,,,,,,
34,PT09M29.00S,2022-01-11T00:14:11.6Z,1,REGULAR,rebound,defensive,[],1630191,,,1610612765,0,7,2022-01-11T00:14:15Z,340000,,,0,,I. Stewart REBOUND (Off:0 Def:1),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,33.0,1.0,1.0,0.0,,,,,,,,,,,,
35,PT09M17.00S,2022-01-11T00:14:23.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630191,92.29632063074901,56.127450980392155,1610612765,2,7,2022-01-11T00:14:29Z,350000,31.0,20.0,1,right,I. Stewart driving Hook (2 PTS),[1630191],1610612765.0,DET,driving,,,Stewart,I. Stewart,,,,,3.65,Made,,,,,,,2.0,,,,,,,,,,,
36,PT09M04.00S,2022-01-11T00:14:36.2Z,1,REGULAR,3pt,Jump Shot,[],201144,32.24375821287779,31.862745098039213,1610612762,2,10,2022-01-11T00:15:32Z,360000,91.0,251.0,1,left,M. Conley 26' 3PT pullup (3 PTS) (D. Mitchell 1 AST),"[201144, 1628378]",1610612762.0,UTA,pullup,,,Conley,M. Conley,,,,,26.65,Made,,,,,,,3.0,,,,,,D. Mitchell,1628378.0,1.0,,,
37,PT08M46.00S,2022-01-11T00:14:54.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628977,92.29632063074901,46.07843137254902,1610612765,2,10,2022-01-11T00:15:02Z,370000,-20.0,20.0,1,right,MISS H. Diallo driving Layup - blocked,"[1628977, 202355]",1610612765.0,DET,driving,,,Diallo,H. Diallo,,,,,2.79,Missed,Whiteside,202355.0,,,,,,,,,,,,,,,,
38,PT08M46.00S,2022-01-11T00:14:54.5Z,1,REGULAR,block,,[],202355,,,1610612765,2,10,2022-01-11T00:14:57Z,380000,,,0,,H. Whiteside BLOCK (1 BLK),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,,,,,
39,PT08M42.00S,2022-01-11T00:14:58.5Z,1,REGULAR,rebound,defensive,[],1628378,,,1610612762,2,10,2022-01-11T00:15:02Z,390000,,,0,,D. Mitchell REBOUND (Off:0 Def:2),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,37.0,2.0,2.0,0.0,,,,,,,,,,,,
40,PT08M39.00S,2022-01-11T00:15:01.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626220,34.346254927726676,68.38235294117646,1610612762,2,10,2022-01-11T00:16:45Z,400000,-92.0,270.0,1,left,MISS R. O'Neale 28' running 3PT,[1626220],1610612762.0,UTA,running,,,O'Neale,R. O'Neale,,,,,28.56,Missed,,,,,,,,,,,,,,,,,,
41,PT08M36.00S,2022-01-11T00:15:04.0Z,1,REGULAR,rebound,offensive,[],201144,,,1610612762,2,10,2022-01-11T00:15:04Z,410000,,,0,,M. Conley REBOUND (Off:1 Def:0),[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,40.0,1.0,0.0,1.0,,,,,,,,,,,,
42,PT08M35.00S,2022-01-11T00:15:05.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628378,30.14126149802891,20.833333333333343,1610612762,2,13,2022-01-11T00:15:11Z,420000,146.0,231.0,1,left,D. Mitchell 27' 3PT  (6 PTS) (M. Conley 1 AST),"[1628378, 201144]",1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,27.3,Made,,,,,,,6.0,,,,,,M. Conley,201144.0,1.0,,,
44,PT08M24.00S,2022-01-11T00:15:20.7Z,1,REGULAR,timeout,full,['team'],0,,,1610612765,2,13,2022-01-11T00:15:20Z,440000,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,PT08M15.00S,2022-01-11T00:18:20.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630180,82.44086727989487,52.69607843137255,1610612765,4,13,2022-01-11T00:18:26Z,450000,13.0,113.0,1,right,S. Bey 11' turnaround Jump Shot (2 PTS),[1630180],1610612765.0,DET,turnaround,,,Bey,S. Bey,,,,,11.34,Made,,,,,,,2.0,,,,,,,,,,,
47,PT07M55.00S,2022-01-11T00:18:40.1Z,1,REGULAR,3pt,Jump Shot,[],202711,10.036136662286467,3.1862745098039227,1610612762,4,13,2022-01-11T00:18:44Z,460000,234.0,42.0,1,left,MISS B. Bogdanovic 3PT,[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,23.78,Missed,,,,,,,,,,,,,,,,,,
48,PT07M53.00S,2022-01-11T00:18:42.1Z,1,REGULAR,rebound,defensive,[],1630165,,,1610612765,4,13,2022-01-11T00:18:44Z,470000,,,0,,K. Hayes REBOUND (Off:0 Def:1),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,47.0,1.0,1.0,0.0,,,,,,,,,,,,
49,PT07M47.00S,2022-01-11T00:18:48.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630165,88.35413929040736,45.833333333333336,1610612765,4,13,2022-01-11T00:19:02Z,480000,-21.0,57.0,1,right,MISS K. Hayes 6' driving floating Shot,[1630165],1610612765.0,DET,driving floating,,,Hayes,K. Hayes,,,,,6.07,Missed,,,,,,,,,,,,,,,,,,
50,PT07M45.00S,2022-01-11T00:18:50.0Z,1,REGULAR,rebound,defensive,[],201144,,,1610612762,4,13,2022-01-11T00:19:02Z,490000,,,0,,M. Conley REBOUND (Off:1 Def:1),[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,49.0,2.0,1.0,1.0,,,,,,,,,,,,
51,PT07M35.00S,2022-01-11T00:19:02.4Z,1,REGULAR,turnover,out-of-bounds,[],1626220,,,1610612762,4,13,2022-01-11T00:19:09Z,500000,,,0,,R. O'Neale step out-of-bounds TURNOVER (1 TO),[1626220],1610612762.0,UTA,step,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,1155.0,,,,,,,,1.0,,
52,PT07M20.00S,2022-01-11T00:19:23.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630180,69.1688567674113,27.450980392156865,1610612765,7,13,2022-01-11T00:19:27Z,510000,-113.0,237.0,1,right,S. Bey 26' 3PT  (5 PTS) (H. Diallo 1 AST),"[1630180, 1628977]",1610612765.0,DET,,,,Bey,S. Bey,,,,,26.27,Made,,,,,,,5.0,,,,,,H. Diallo,1628977.0,1.0,,,
54,PT07M09.00S,2022-01-11T00:19:34.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],202355,6.307490144546648,50.87699142156863,1610612762,7,15,2022-01-11T00:19:44Z,530000,-4.0,7.0,1,left,H. Whiteside alley-oop DUNK (4 PTS) (M. Conley 2 AST),"[202355, 201144]",1610612762.0,UTA,alley-oop,,,Whiteside,H. Whiteside,,,,,0.81,Made,,,,,,,4.0,,,,,,M. Conley,201144.0,2.0,,,
56,PT06M54.00S,2022-01-11T00:19:50.1Z,1,REGULAR,turnover,bad pass,[],1630595,,,1610612765,7,15,2022-01-11T00:19:53Z,550000,,,0,,C. Cunningham bad pass TURNOVER (1 TO),"[1630595, 1626220]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,1.0,O'Neale,1626220.0
57,PT06M54.00S,2022-01-11T00:19:50.1Z,1,REGULAR,steal,,[],1626220,,,1610612762,7,15,2022-01-11T00:19:52Z,560000,,,0,,R. O'Neale STEAL (1 STL),[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,
58,PT06M47.00S,2022-01-11T00:19:56.8Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",202711,9.510512483574246,2.4509803921568647,1610612762,7,15,2022-01-11T00:20:24Z,570000,238.0,37.0,1,left,MISS B. Bogdanovic 24' running pullup 3PT,[202711],1610612762.0,UTA,running pullup,,,Bogdanovic,B. Bogdanovic,,,,,24.05,Missed,,,,,,,,,,,,,,,,,,
59,PT06M44.00S,2022-01-11T00:19:59.8Z,1,REGULAR,rebound,defensive,[],1630191,,,1610612765,7,15,2022-01-11T00:20:01Z,580000,,,0,,I. Stewart REBOUND (Off:0 Def:2),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,58.0,2.0,2.0,0.0,,,,,,,,,,,,
60,PT06M33.00S,2022-01-11T00:20:09.9Z,1,REGULAR,turnover,lost ball,[],1630191,,,1610612765,7,15,2022-01-11T01:18:03Z,590000,,,0,,I. Stewart lost ball TURNOVER (1 TO),"[1630191, 202355]",1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,1.0,Whiteside,202355.0
61,PT06M33.00S,2022-01-11T00:20:09.9Z,1,REGULAR,steal,,[],202355,,,1610612762,7,15,2022-01-11T00:26:50Z,600000,,,0,,H. Whiteside STEAL (1 STL),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M30.00S,2022-01-11T00:20:13.7Z,1,REGULAR,turnover,bad pass,[],202355,,,1610612762,7,15,2022-01-11T00:20:20Z,610000,,,0,,H. Whiteside bad pass TURNOVER (1 TO),"[202355, 1628977]",1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,,,1.0,Diallo,1628977.0
63,PT06M30.00S,2022-01-11T00:20:13.7Z,1,REGULAR,steal,,[],1628977,,,1610612765,7,15,2022-01-11T00:20:18Z,620000,,,0,,H. Diallo STEAL (1 STL),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M23.00S,2022-01-11T00:20:20.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1628977,94.7437582128778,48.89705882352941,1610612765,9,15,2022-01-11T00:21:04Z,630000,-6.0,-3.0,1,right,H. Diallo driving DUNK (2 PTS),[1628977],1610612765.0,DET,driving,,,Diallo,H. Diallo,,,,,0.63,Made,,,,,,,2.0,,,,,,,,,,,
65,PT06M04.00S,2022-01-11T00:20:39.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201144,18.31471747700394,47.79411764705882,1610612762,9,15,2022-01-11T00:20:45Z,640000,11.0,120.0,1,left,MISS M. Conley 12' floating Shot,[201144],1610612762.0,UTA,floating,,,Conley,M. Conley,,,,,12.02,Missed,,,,,,,,,,,,,,,,,,
66,PT06M01.00S,2022-01-11T00:20:42.3Z,1,REGULAR,rebound,offensive,[],202355,,,1610612762,9,15,2022-01-11T00:20:45Z,650000,,,0,,H. Whiteside REBOUND (Off:1 Def:3),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,65.0,4.0,3.0,1.0,,,,,,,,,,,,
67,PT06M00.00S,2022-01-11T00:20:43.7Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",202355,8.853482260183966,48.28431372549019,1610612762,9,17,2022-01-11T00:20:48Z,660000,9.0,31.0,1,left,H. Whiteside Hook (6 PTS),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,3.19,Made,,,,,,,6.0,,,,,,,,,,,
68,PT05M38.00S,2022-01-11T00:21:05.1Z,1,REGULAR,2pt,Jump Shot,[],1630180,91.24507227332458,85.7843137254902,1610612765,9,17,2022-01-11T00:22:42Z,670000,179.0,30.0,1,right,MISS S. Bey 18' pullup Shot,[1630180],1610612765.0,DET,pullup,,,Bey,S. Bey,,,,,18.14,Missed,,,,,,,,,,,,,,,,,,
69,PT05M38.00S,2022-01-11T00:21:05.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612762,9,17,2022-01-11T00:21:10Z,680000,,,0,,TEAM defensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,68.0,,,,,,,,,,,,,,,
70,PT05M38.00S,2022-01-11T00:21:09.5Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612762,9,17,2022-01-11T00:21:09Z,690000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT05M38.00S,2022-01-11T00:21:10.3Z,1,REGULAR,substitution,out,[],202355,,,1610612762,9,17,2022-01-11T00:21:28Z,700000,,,0,,SUB out: H. Whiteside,[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M38.00S,2022-01-11T00:21:10.3Z,1,REGULAR,substitution,out,[],201144,,,1610612762,9,17,2022-01-11T00:21:28Z,710000,,,0,,SUB out: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M38.00S,2022-01-11T00:21:10.3Z,1,REGULAR,substitution,in,[],203903,,,1610612762,9,17,2022-01-11T00:21:28Z,720000,,,0,,SUB in: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M38.00S,2022-01-11T00:21:10.3Z,1,REGULAR,substitution,in,[],203658,,,1610612762,9,17,2022-01-11T00:21:28Z,730000,,,0,,SUB in: N. Pelle,[203658],1610612762.0,UTA,,,,Pelle,N. Pelle,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M28.00S,2022-01-11T00:21:36.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202711,16.606438896189218,54.16666666666667,1610612762,9,19,2022-01-11T00:23:39Z,740000,-21.0,104.0,1,left,B. Bogdanovic 10' pullup Jump Shot (4 PTS) (D. Mitchell 2 AST),"[202711, 1628378]",1610612762.0,UTA,pullup,,,Bogdanovic,B. Bogdanovic,,,,,10.57,Made,,,,,,,4.0,,,,,,D. Mitchell,1628378.0,2.0,,,
77,PT05M16.00S,2022-01-11T00:21:47.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630165,91.37647831800263,44.607843137254896,1610612765,9,19,2022-01-11T00:21:54Z,760000,-27.0,29.0,1,right,MISS K. Hayes driving Layup,[1630165],1610612765.0,DET,driving,,,Hayes,K. Hayes,,,,,3.93,Missed,,,,,,,,,,,,,,,,,,
78,PT05M15.00S,2022-01-11T00:21:49.6Z,1,REGULAR,rebound,offensive,[],1630191,,,1610612765,9,19,2022-01-11T00:21:49Z,770000,,,0,,I. Stewart REBOUND (Off:1 Def:2),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,77.0,3.0,2.0,1.0,,,,,,,,,,,,
79,PT05M13.00S,2022-01-11T00:21:51.5Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1630191,91.59001314060447,50.58210784313725,1610612765,11,19,2022-01-11T00:21:58Z,780000,3.0,27.0,1,right,I. Stewart Hook (4 PTS),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,2.68,Made,,,,,,,4.0,,,,,,,,,,,
80,PT04M56.00S,2022-01-11T00:22:07.4Z,1,REGULAR,3pt,Jump Shot,[],1628378,28.301576872536145,85.29411764705883,1610612762,11,22,2022-01-11T00:24:19Z,790000,-176.0,214.0,1,left,D. Mitchell 27' 3PT step back (9 PTS),[1628378],1610612762.0,UTA,step back,,,Mitchell,D. Mitchell,,,,,27.7,Made,,,,,,,9.0,,,,,,,,,,,
81,PT04M34.00S,2022-01-11T00:22:29.6Z,1,REGULAR,3pt,Jump Shot,[],1630191,68.24901445466492,27.941176470588232,1610612765,11,22,2022-01-11T00:22:33Z,800000,-110.0,246.0,1,right,MISS I. Stewart 26' 3PT,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,26.96,Missed,,,,,,,,,,,,,,,,,,
82,PT04M31.00S,2022-01-11T00:22:32.6Z,1,REGULAR,rebound,offensive,[],1630180,,,1610612765,11,22,2022-01-11T00:22:33Z,810000,,,0,,S. Bey REBOUND (Off:1 Def:0),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,81.0,1.0,0.0,1.0,,,,,,,,,,,,
