actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
16,PT10M45.00S,2021-11-18T00:12:54.8Z,1,REGULAR,turnover,bad pass,[],1629103,,,1610612754,0,4,2021-11-18T00:13:02Z,160000,,,0,,K. Martin bad pass TURNOVER (1 TO),"[1629103, 1630165]",1610612754.0,IND,,,,Martin,K. Martin,,,,,,,,,,,,,,,,,1.0,Hayes,1630165.0,,,,,,
17,PT10M45.00S,2021-11-18T00:12:54.8Z,1,REGULAR,steal,,[],1630165,,,1610612765,0,4,2021-11-18T00:12:58Z,170000,,,0,,K. Hayes STEAL (1 STL),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
18,PT10M38.00S,2021-11-18T00:13:01.2Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1630595,19.103153745072277,7.843137254901961,1610612765,3,4,2021-11-18T00:14:45Z,180000,211.0,127.0,1,left,C. Cunningham 24' 3PT running (3 PTS) (K. Hayes 1 AST),"[1630595, 1630165]",1610612765.0,DET,running,,,Cunningham,C. Cunningham,,,,,24.62,Made,3.0,,,,,,,,,,,,,K. Hayes,1630165.0,1.0,,,
20,PT10M25.00S,2021-11-18T00:13:15.0Z,1,REGULAR,3pt,Jump Shot,[],1629103,79.02431011826545,9.803921568627445,1610612754,3,4,2021-11-18T00:13:23Z,200000,-201.0,145.0,1,right,MISS K. Martin 24' 3PT,[1629103],1610612754.0,IND,,,,Martin,K. Martin,,,,,24.77,Missed,,,,,,,,,,,,,,,,,,,
21,PT10M22.00S,2021-11-18T00:13:18.0Z,1,REGULAR,rebound,defensive,[],203924,,,1610612765,3,4,2021-11-18T00:13:23Z,210000,,,0,,J. Grant REBOUND (Off:0 Def:1),[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,20.0,1.0,1.0,0.0,,,,,,,,,,,,,,
22,PT10M13.00S,2021-11-18T00:13:27.0Z,1,REGULAR,3pt,Jump Shot,[],1630595,30.798291721419176,67.8921568627451,1610612765,3,4,2021-11-18T00:13:35Z,220000,-89.0,237.0,1,left,MISS C. Cunningham 25' step back 3PT,[1630595],1610612765.0,DET,step back,,,Cunningham,C. Cunningham,,,,,25.33,Missed,,,,,,,,,,,,,,,,,,,
23,PT10M08.00S,2021-11-18T00:13:32.0Z,1,REGULAR,rebound,defensive,[],1629103,,,1610612754,3,4,2021-11-18T00:13:35Z,230000,,,0,,K. Martin REBOUND (Off:0 Def:1),[1629103],1610612754.0,IND,,,,Martin,K. Martin,,,,,,,,22.0,1.0,1.0,0.0,,,,,,,,,,,,,,
24,PT09M50.00S,2021-11-18T00:13:49.3Z,1,REGULAR,2pt,Jump Shot,[],1627763,83.36070959264126,76.7156862745098,1610612754,3,4,2021-11-18T00:13:54Z,240000,134.0,104.0,1,right,MISS M. Brogdon 16' pullup Shot,[1627763],1610612754.0,IND,pullup,,,Brogdon,M. Brogdon,,,,,16.92,Missed,,,,,,,,,,,,,,,,,,,
25,PT09M46.00S,2021-11-18T00:13:53.3Z,1,REGULAR,rebound,defensive,[],1630165,,,1610612765,3,4,2021-11-18T00:18:16Z,250000,,,0,,K. Hayes REBOUND (Off:0 Def:1),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,24.0,1.0,1.0,0.0,,,,,,,,,,,,,,
26,PT09M28.00S,2021-11-18T00:14:11.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630595,12.532851511169525,42.40196078431373,1610612765,3,4,2021-11-18T00:14:16Z,260000,38.0,65.0,1,left,MISS C. Cunningham 7' fadeaway Shot,[1630595],1610612765.0,DET,fadeaway,,,Cunningham,C. Cunningham,,,,,7.56,Missed,,,,,,,,,,,,,,,,,,,
27,PT09M25.00S,2021-11-18T00:14:14.4Z,1,REGULAR,rebound,defensive,[],1627763,,,1610612754,3,4,2021-11-18T00:14:16Z,270000,,,0,,M. Brogdon REBOUND (Off:0 Def:1),[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,,26.0,1.0,1.0,0.0,,,,,,,,,,,,,,
28,PT09M22.00S,2021-11-18T00:14:20.5Z,1,REGULAR,foul,personal,['2freethrow'],203924,,,1610612754,3,4,2021-11-18T00:14:38Z,280000,,,0,,J. Grant shooting personal FOUL (1 PF) (Sabonis 2 FT),"[203924, 1627734]",1610612765.0,DET,shooting,,,Grant,J. Grant,,,,,,,,,,,,1148.0,1.0,0.0,Sabonis,1627734.0,,,,,,,,,
30,PT09M22.00S,2021-11-18T00:14:48.5Z,1,REGULAR,freethrow,1 of 2,[],1627734,,,1610612754,3,5,2021-11-18T00:14:48Z,300000,,,0,,D. Sabonis Free Throw 1 of 2 (3 PTS),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
31,PT09M22.00S,2021-11-18T00:15:07.4Z,1,REGULAR,freethrow,2 of 2,[],1627734,,,1610612754,3,6,2021-11-18T00:15:07Z,310000,,,0,,D. Sabonis Free Throw 2 of 2 (4 PTS),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
32,PT08M59.00S,2021-11-18T00:15:31.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203924,10.82457293035479,42.40196078431373,1610612765,3,6,2021-11-18T00:19:06Z,320000,38.0,49.0,1,left,MISS J. Grant 6' driving Hook - blocked,"[203924, 1629103]",1610612765.0,DET,driving,,,Grant,J. Grant,,,,,6.22,Missed,,,,,,,,,,,,,,,,,Martin,1629103.0,
33,PT08M59.00S,2021-11-18T00:15:31.6Z,1,REGULAR,block,,[],1629103,,,1610612765,3,6,2021-11-18T00:15:36Z,330000,,,0,,K. Martin BLOCK (1 BLK),[1629103],1610612754.0,IND,,,,Martin,K. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
34,PT08M58.00S,2021-11-18T00:15:32.6Z,1,REGULAR,rebound,offensive,[],203924,,,1610612765,3,6,2021-11-18T00:15:38Z,340000,,,0,,J. Grant REBOUND (Off:1 Def:1),[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,32.0,2.0,1.0,1.0,,,,,,,,,,,,,,
35,PT08M58.00S,2021-11-18T00:15:40.6Z,1,REGULAR,foul,personal,['2freethrow'],1626167,,,1610612765,3,6,2021-11-18T00:15:46Z,350000,,,0,,M. Turner shooting personal FOUL (1 PF) (Grant 2 FT),"[1626167, 203924]",1610612754.0,IND,shooting,,,Turner,M. Turner,,,,,,,,,,,,1148.0,1.0,0.0,Grant,203924.0,,,,,,,,,
37,PT08M58.00S,2021-11-18T00:15:59.3Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],203924,,,1610612765,3,6,2021-11-18T00:15:59Z,370000,,,0,,MISS J. Grant Free Throw 1 of 2,[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,Missed,,,,,,,,,,,,,,,,,,,
38,PT08M58.00S,2021-11-18T00:15:59.3Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612765,3,6,2021-11-18T00:15:59Z,380000,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,37.0,,,,,,,,,,,,,,,,,
39,PT08M58.00S,2021-11-18T00:16:15.1Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],203924,,,1610612765,4,6,2021-11-18T00:16:15Z,390000,,,0,,J. Grant Free Throw 2 of 2 (1 PTS),[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
40,PT08M47.00S,2021-11-18T00:16:27.3Z,1,REGULAR,3pt,Jump Shot,[],1627747,78.49868593955321,9.558823529411768,1610612754,4,6,2021-11-18T00:19:44Z,400000,-202.0,150.0,1,right,MISS C. LeVert 25' 3PT,[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,25.15,Missed,,,,,,,,,,,,,,,,,,,
41,PT08M34.00S,2021-11-18T00:16:40.3Z,1,REGULAR,rebound,defensive,[],1630180,,,1610612765,4,6,2021-11-18T00:19:44Z,410000,,,0,,S. Bey REBOUND (Off:0 Def:1),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,40.0,1.0,1.0,0.0,,,,,,,,,,,,,,
42,PT08M23.00S,2021-11-18T00:16:51.0Z,1,REGULAR,turnover,lost ball,[],203924,,,1610612765,4,6,2021-11-18T00:16:55Z,420000,,,0,,J. Grant lost ball TURNOVER (1 TO),"[203924, 1629103]",1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,1.0,Martin,1629103.0,,,,,,
43,PT08M23.00S,2021-11-18T00:16:51.0Z,1,REGULAR,steal,,[],1629103,,,1610612754,4,6,2021-11-18T00:16:53Z,430000,,,0,,K. Martin STEAL (1 STL),[1629103],1610612754.0,IND,,,,Martin,K. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
44,PT08M02.00S,2021-11-18T00:17:11.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627763,90.19382391590013,57.35294117647059,1610612754,4,8,2021-11-18T00:17:18Z,440000,37.0,40.0,1,right,M. Brogdon driving finger roll Layup (2 PTS) (K. Martin 1 AST),"[1627763, 1629103]",1610612754.0,IND,driving finger roll,,,Brogdon,M. Brogdon,,,,,5.41,Made,2.0,,,,,,,,,,,,,K. Martin,1629103.0,1.0,,,
46,PT07M53.00S,2021-11-18T00:17:26.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,4,8,2021-11-18T00:17:26Z,460000,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,PT07M46.00S,2021-11-18T00:20:30.5Z,1,REGULAR,2pt,Jump Shot,[],203924,26.856110381077528,59.80392156862745,1610612765,4,8,2021-11-18T00:20:35Z,480000,-49.0,200.0,1,left,MISS J. Grant 20' pullup Shot,[203924],1610612765.0,DET,pullup,,,Grant,J. Grant,,,,,20.58,Missed,,,,,,,,,,,,,,,,,,,
49,PT07M41.00S,2021-11-18T00:20:35.5Z,1,REGULAR,rebound,offensive,[],1630191,,,1610612765,4,8,2021-11-18T00:20:35Z,490000,,,0,,I. Stewart REBOUND (Off:1 Def:0),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,48.0,1.0,0.0,1.0,,,,,,,,,,,,,,
50,PT07M39.00S,2021-11-18T00:20:36.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203924,7.933639947437584,44.607843137254896,1610612765,6,8,2021-11-18T00:20:42Z,500000,27.0,22.0,1,left,J. Grant driving Layup (3 PTS) (I. Stewart 1 AST),"[203924, 1630191]",1610612765.0,DET,driving,,,Grant,J. Grant,,,,,3.49,Made,3.0,,,,,,,,,,,,,I. Stewart,1630191.0,1.0,,,
52,PT07M20.00S,2021-11-18T00:20:55.4Z,1,REGULAR,turnover,lost ball,[],1627763,,,1610612754,6,8,2021-11-18T00:21:00Z,520000,,,0,,M. Brogdon lost ball TURNOVER (1 TO),"[1627763, 1630180]",1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,1.0,Bey,1630180.0,,,,,,
53,PT07M20.00S,2021-11-18T00:20:55.4Z,1,REGULAR,steal,,[],1630180,,,1610612765,6,8,2021-11-18T00:20:57Z,530000,,,0,,S. Bey STEAL (1 STL),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT07M07.00S,2021-11-18T00:21:09.8Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1630191,10.430354796320628,51.71568627450981,1610612765,6,8,2021-11-18T00:21:13Z,540000,-9.0,46.0,1,left,MISS I. Stewart Hook,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,4.63,Missed,,,,,,,,,,,,,,,,,,,
55,PT07M03.00S,2021-11-18T00:21:13.8Z,1,REGULAR,rebound,offensive,[],1630191,,,1610612765,6,8,2021-11-18T00:21:13Z,550000,,,0,,I. Stewart REBOUND (Off:2 Def:0),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,54.0,2.0,0.0,2.0,,,,,,,,,,,,,,
56,PT07M01.00S,2021-11-18T00:21:15.1Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630595,31.32391590013141,36.029411764705884,1610612765,6,8,2021-11-18T00:23:53Z,560000,70.0,242.0,1,left,MISS C. Cunningham 25' 3PT,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,25.18,Missed,,,,,,,,,,,,,,,,,,,
57,PT06M56.00S,2021-11-18T00:21:20.1Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612754,6,8,2021-11-18T00:21:22Z,570000,,,0,,D. Sabonis REBOUND (Off:0 Def:2),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,56.0,2.0,2.0,0.0,,,,,,,,,,,,,,
58,PT06M42.00S,2021-11-18T00:21:34.4Z,1,REGULAR,turnover,bad pass,[],1627734,,,1610612754,6,8,2021-11-18T00:21:39Z,580000,,,0,,D. Sabonis bad pass TURNOVER (1 TO),"[1627734, 1630165]",1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,1.0,Hayes,1630165.0,,,,,,
59,PT06M42.00S,2021-11-18T00:21:34.4Z,1,REGULAR,steal,,[],1630165,,,1610612765,6,8,2021-11-18T00:21:37Z,590000,,,0,,K. Hayes STEAL (2 STL),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M30.00S,2021-11-18T00:21:52.2Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612765,6,8,2021-11-18T00:21:52Z,600000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M30.00S,2021-11-18T00:22:01.2Z,1,REGULAR,substitution,out,[],1627763,,,1610612765,6,8,2021-11-18T00:22:17Z,610000,,,0,,SUB out: M. Brogdon,[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M30.00S,2021-11-18T00:22:01.2Z,1,REGULAR,substitution,out,[],1627747,,,1610612765,6,8,2021-11-18T00:22:17Z,620000,,,0,,SUB out: C. LeVert,[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M30.00S,2021-11-18T00:22:01.2Z,1,REGULAR,substitution,out,[],1627734,,,1610612765,6,8,2021-11-18T00:22:17Z,630000,,,0,,SUB out: D. Sabonis,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M30.00S,2021-11-18T00:22:01.2Z,1,REGULAR,substitution,in,[],204456,,,1610612765,6,8,2021-11-18T00:22:17Z,640000,,,0,,SUB in: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M30.00S,2021-11-18T00:22:01.2Z,1,REGULAR,substitution,in,[],1628470,,,1610612765,6,8,2021-11-18T00:22:17Z,650000,,,0,,SUB in: T. Craig,[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M30.00S,2021-11-18T00:22:01.2Z,1,REGULAR,substitution,in,[],203200,,,1610612765,6,8,2021-11-18T00:22:17Z,660000,,,0,,SUB in: J. Holiday,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M18.00S,2021-11-18T00:22:37.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630595,8.722076215505908,53.431372549019606,1610612765,8,8,2021-11-18T00:25:31Z,670000,-17.0,29.0,1,left,C. Cunningham driving Layup (5 PTS),[1630595],1610612765.0,DET,driving,,,Cunningham,C. Cunningham,,,,,3.41,Made,5.0,,,,,,,,,,,,,,,,,,
68,PT05M53.00S,2021-11-18T00:23:02.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629103,89.53679369250986,37.5,1610612754,8,8,2021-11-18T00:26:46Z,680000,-62.0,46.0,1,right,MISS K. Martin 7' driving floating bank Shot,[1629103],1610612754.0,IND,driving floating bank,,,Martin,K. Martin,,,,,7.75,Missed,,,,,,,,,,,,,,,,,,,
69,PT05M50.00S,2021-11-18T00:23:05.1Z,1,REGULAR,rebound,defensive,[],1630595,,,1610612765,8,8,2021-11-18T00:23:07Z,690000,,,0,,C. Cunningham REBOUND (Off:0 Def:1),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,68.0,1.0,1.0,0.0,,,,,,,,,,,,,,
70,PT05M48.00S,2021-11-18T00:23:08.8Z,1,REGULAR,foul,personal,['2freethrow'],1628470,,,1610612765,8,8,2021-11-18T00:23:33Z,700000,,,0,,T. Craig shooting personal FOUL (1 PF) (Grant 2 FT),"[1628470, 203924]",1610612754.0,IND,shooting,,,Craig,T. Craig,,,,,,,,,,,,202901.0,1.0,0.0,Grant,203924.0,,,,,,,,,
72,PT05M48.00S,2021-11-18T00:23:41.8Z,1,REGULAR,freethrow,1 of 2,[],203924,,,1610612765,8,8,2021-11-18T00:23:41Z,720000,,,0,,MISS J. Grant Free Throw 1 of 2,[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,Missed,,,,,,,,,,,,,,,,,,,
73,PT05M48.00S,2021-11-18T00:23:41.8Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612765,8,8,2021-11-18T00:23:41Z,730000,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,72.0,,,,,,,,,,,,,,,,,
74,PT05M48.00S,2021-11-18T00:23:42.8Z,1,REGULAR,substitution,out,[],1630180,,,1610612765,8,8,2021-11-18T00:23:49Z,740000,,,0,,SUB out: S. Bey,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M48.00S,2021-11-18T00:23:42.8Z,1,REGULAR,substitution,in,[],1628402,,,1610612765,8,8,2021-11-18T00:23:49Z,750000,,,0,,SUB in: F. Jackson,[1628402],1610612765.0,DET,,,,Jackson,F. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M48.00S,2021-11-18T00:23:59.3Z,1,REGULAR,freethrow,2 of 2,[],203924,,,1610612765,9,8,2021-11-18T00:23:59Z,760000,,,0,,J. Grant Free Throw 2 of 2 (4 PTS),[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
77,PT05M25.00S,2021-11-18T00:24:22.9Z,1,REGULAR,3pt,Jump Shot,[],203200,68.11760840998686,66.17647058823529,1610612754,9,11,2021-11-18T00:24:28Z,770000,81.0,247.0,1,right,J. Holiday 26' 3PT pullup (3 PTS),[203200],1610612754.0,IND,pullup,,,Holiday,J. Holiday,,,,,26.01,Made,3.0,,,,,,,,,,,,,,,,,,
78,PT05M05.00S,2021-11-18T00:24:47.7Z,1,REGULAR,foul,personal,[],1629103,,,1610612765,9,11,2021-11-18T00:25:22Z,780000,,,0,,K. Martin personal FOUL (1 PF),"[1629103, 203924]",1610612754.0,IND,,,,Martin,K. Martin,,,,,,,,,,,,1193.0,1.0,0.0,Grant,203924.0,,,,,,,,,
80,PT04M54.00S,2021-11-18T00:25:19.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,7.145203679369246,40.931372549019606,1610612765,11,11,2021-11-18T00:25:26Z,800000,45.0,15.0,1,left,C. Cunningham driving Layup (7 PTS),[1630595],1610612765.0,DET,driving,,,Cunningham,C. Cunningham,,,,,4.76,Made,7.0,,,,,,,,,,,,,,,,,,
81,PT04M45.00S,2021-11-18T00:25:28.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626167,88.35413929040736,54.90196078431372,1610612754,11,11,2021-11-18T00:25:33Z,810000,25.0,57.0,1,right,MISS M. Turner 6' driving Layup,[1626167],1610612754.0,IND,driving,,,Turner,M. Turner,,,,,6.2,Missed,,,,,,,,,,,,,,,,,,,
82,PT04M43.00S,2021-11-18T00:25:30.7Z,1,REGULAR,rebound,defensive,[],1630191,,,1610612765,11,11,2021-11-18T00:25:33Z,820000,,,0,,I. Stewart REBOUND (Off:2 Def:1),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,81.0,3.0,1.0,2.0,,,,,,,,,,,,,,
83,PT04M40.00S,2021-11-18T00:25:34.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628402,5.042706964520377,95.09803921568627,1610612765,14,11,2021-11-18T00:29:04Z,830000,-225.0,-5.0,1,left,F. Jackson 3PT running (3 PTS) (K. Hayes 2 AST),"[1628402, 1630165]",1610612765.0,DET,running,,,Jackson,F. Jackson,,,,,22.56,Made,3.0,,,,,,,,,,,,,K. Hayes,1630165.0,2.0,,,
85,PT04M37.00S,2021-11-18T00:25:42.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,14,11,2021-11-18T00:25:42Z,850000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT04M37.00S,2021-11-18T00:28:03.0Z,1,REGULAR,substitution,out,[],1630165,,,1610612754,14,11,2021-11-18T00:28:25Z,860000,,,0,,SUB out: K. Hayes,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT04M37.00S,2021-11-18T00:28:03.0Z,1,REGULAR,substitution,in,[],202709,,,1610612754,14,11,2021-11-18T00:28:25Z,870000,,,0,,SUB in: C. Joseph,[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M23.00S,2021-11-18T00:28:46.4Z,1,REGULAR,3pt,Jump Shot,[],203200,80.46977660972405,7.107843137254903,1610612754,14,11,2021-11-18T00:28:57Z,880000,-214.0,131.0,1,right,MISS J. Holiday 25' 3PT,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,25.14,Missed,,,,,,,,,,,,,,,,,,,
89,PT04M22.00S,2021-11-18T00:28:47.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612754,14,11,2021-11-18T00:28:57Z,890000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,88.0,,,,,,,,,,,,,,,,,
