actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
16,PT10M55.00S,2022-04-08T23:13:19.6Z,1,REGULAR,rebound,defensive,[],201950,,,1610612749,0,2,2022-04-08T23:13:22Z,160000,,,0,,J. Holiday REBOUND (Off:0 Def:1),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,15.0,1.0,1.0,0.0,,,,,,,,,,,,,,
17,PT10M42.00S,2022-04-08T23:13:31.7Z,1,REGULAR,3pt,Jump Shot,[],203114,5.962549277266746,97.30392156862744,1610612749,0,2,2022-04-08T23:13:39Z,170000,-237.0,4.0,1,left,MISS K. Middleton 3PT,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,23.65,Missed,,,,,,,,,,,,,,,,,,
18,PT10M39.00S,2022-04-08T23:13:34.7Z,1,REGULAR,rebound,defensive,[],1630191,,,1610612765,0,2,2022-04-08T23:13:39Z,180000,,,0,,I. Stewart REBOUND (Off:0 Def:1),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,17.0,1.0,1.0,0.0,,,,,,,,,,,,,,
19,PT10M25.00S,2022-04-08T23:13:49.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630165,93.34756898817345,51.470588235294116,1610612765,2,2,2022-04-08T23:13:54Z,190000,7.0,10.0,1,right,K. Hayes cutting DUNK (2 PTS) (S. Bey 1 AST),"[1630165, 1630180]",1610612765.0,DET,cutting,,,Hayes,K. Hayes,,,,,1.24,Made,,,,,,,,,,2.0,S. Bey,1630180.0,1.0,,,,,
21,PT10M11.00S,2022-04-08T23:14:03.1Z,1,REGULAR,3pt,Jump Shot,[],201572,8.065045992115643,3.1862745098039227,1610612749,2,5,2022-04-08T23:14:07Z,210000,234.0,23.0,1,left,B. Lopez 3PT  (3 PTS) (J. Holiday 1 AST),"[201572, 201950]",1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,23.53,Made,,,,,,,,,,3.0,J. Holiday,201950.0,1.0,,,,,
23,PT09M56.00S,2022-04-08T23:14:18.3Z,1,REGULAR,3pt,Jump Shot,[],1630191,70.87713534822602,78.67647058823529,1610612765,2,5,2022-04-08T23:14:23Z,230000,143.0,221.0,1,right,MISS I. Stewart 26' 3PT,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,26.37,Missed,,,,,,,,,,,,,,,,,,
24,PT09M54.00S,2022-04-08T23:14:20.3Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,2,5,2022-04-08T23:14:23Z,240000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:2),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,23.0,2.0,2.0,0.0,,,,,,,,,,,,,,
25,PT09M41.00S,2022-04-08T23:14:33.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],201572,5.519053876478324,49.24172794117647,1610612749,2,7,2022-04-08T23:14:39Z,250000,4.0,-1.0,1,left,B. Lopez DUNK (5 PTS) (G. Antetokounmpo 1 AST),"[201572, 203507]",1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,0.38,Made,,,,,,,,,,5.0,G. Antetokounmpo,203507.0,1.0,,,,,
27,PT09M28.00S,2022-04-08T23:14:46.6Z,1,REGULAR,3pt,Jump Shot,[],1630180,94.79303547963207,2.6960784313725554,1610612765,2,7,2022-04-08T23:14:51Z,270000,-237.0,-4.0,1,right,MISS S. Bey 3PT,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,23.65,Missed,,,,,,,,,,,,,,,,,,
28,PT09M25.00S,2022-04-08T23:14:49.1Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,2,7,2022-04-08T23:14:49Z,280000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:3),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,27.0,3.0,3.0,0.0,,,,,,,,,,,,,,
29,PT09M08.00S,2022-04-08T23:15:06.1Z,1,REGULAR,3pt,Jump Shot,[],203114,30.009855453350852,22.058823529411768,1610612749,2,7,2022-04-08T23:15:09Z,290000,140.0,230.0,1,left,MISS K. Middleton 26' 3PT,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,26.88,Missed,,,,,,,,,,,,,,,,,,
30,PT09M06.00S,2022-04-08T23:15:08.1Z,1,REGULAR,rebound,defensive,[],1630191,,,1610612765,2,7,2022-04-08T23:15:09Z,300000,,,0,,I. Stewart REBOUND (Off:0 Def:2),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,29.0,2.0,2.0,0.0,,,,,,,,,,,,,,
31,PT08M56.00S,2022-04-08T23:15:19.1Z,1,REGULAR,turnover,bad pass,[],1630595,,,1610612765,2,7,2022-04-08T23:15:25Z,310000,,,0,,C. Cunningham bad pass TURNOVER (1 TO),"[1630595, 203507]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,1.0,Antetokounmpo,203507.0,,
32,PT08M56.00S,2022-04-08T23:15:19.1Z,1,REGULAR,steal,,[],203507,,,1610612749,2,7,2022-04-08T23:15:20Z,320000,,,0,,G. Antetokounmpo STEAL (1 STL),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,
33,PT08M52.00S,2022-04-08T23:15:25.3Z,1,REGULAR,foul,personal,['2freethrow'],1630191,,,1610612749,2,7,2022-04-08T23:15:39Z,330000,,,0,,I. Stewart shooting personal FOUL (1 PF) (Antetokounmpo 2 FT),"[1630191, 203507]",1610612765.0,DET,shooting,,,Stewart,I. Stewart,,,,,,,,,,,2530.0,1.0,0.0,Antetokounmpo,203507.0,,,,,,,,,
35,PT08M52.00S,2022-04-08T23:16:14.8Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],203507,,,1610612749,2,8,2022-04-08T23:16:14Z,350000,,,0,,G. Antetokounmpo Free Throw 1 of 2 (3 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Made,,,,,,,,,,3.0,,,,,,,,
36,PT08M52.00S,2022-04-08T23:16:40.6Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],203507,,,1610612749,2,9,2022-04-08T23:16:40Z,360000,,,0,,G. Antetokounmpo Free Throw 2 of 2 (4 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Made,,,,,,,,,,4.0,,,,,,,,
37,PT08M42.00S,2022-04-08T23:16:53.5Z,1,REGULAR,3pt,Jump Shot,[],1630595,75.08212877792378,14.215686274509807,1610612765,2,9,2022-04-08T23:16:57Z,370000,-179.0,182.0,1,right,MISS C. Cunningham 25' 3PT,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,25.5,Missed,,,,,,,,,,,,,,,,,,
38,PT08M39.00S,2022-04-08T23:16:56.5Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,2,9,2022-04-08T23:16:57Z,380000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:4),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,37.0,4.0,4.0,0.0,,,,,,,,,,,,,,
39,PT08M31.00S,2022-04-08T23:17:04.4Z,1,REGULAR,3pt,Jump Shot,[],203114,33.03219448094612,70.34313725490196,1610612749,2,12,2022-04-08T23:17:09Z,390000,-102.0,258.0,1,left,K. Middleton 27' 3PT  (3 PTS) (G. Antetokounmpo 2 AST),"[203114, 203507]",1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,27.73,Made,,,,,,,,,,3.0,G. Antetokounmpo,203507.0,2.0,,,,,
41,PT08M28.00S,2022-04-08T23:17:12.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,2,12,2022-04-08T23:17:12Z,410000,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,PT08M14.00S,2022-04-08T23:20:13.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630191,94.13600525624179,46.07843137254902,1610612765,2,12,2022-04-08T23:20:18Z,420000,-20.0,3.0,1,right,MISS I. Stewart reverse Layup,[1630191],1610612765.0,DET,reverse,,,Stewart,I. Stewart,,,,,1.98,Missed,,,,,,,,,,,,,,,,,,
43,PT08M11.00S,2022-04-08T23:20:16.0Z,1,REGULAR,rebound,defensive,[],201572,,,1610612749,2,12,2022-04-08T23:20:18Z,430000,,,0,,B. Lopez REBOUND (Off:0 Def:1),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,42.0,1.0,1.0,0.0,,,,,,,,,,,,,,
44,PT08M00.00S,2022-04-08T23:20:26.6Z,1,REGULAR,3pt,Jump Shot,[],201950,22.913929040735866,92.40196078431373,1610612749,2,12,2022-04-08T23:20:32Z,440000,-212.0,163.0,1,left,MISS J. Holiday 26' 3PT,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,26.74,Missed,,,,,,,,,,,,,,,,,,
45,PT08M00.00S,2022-04-08T23:20:26.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612765,2,12,2022-04-08T23:20:32Z,450000,,,0,,TEAM defensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,44.0,,,,,,,,,,,,,,,,,
46,PT08M00.00S,2022-04-08T23:20:31.4Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612765,2,12,2022-04-08T23:20:31Z,460000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,PT07M35.00S,2022-04-08T23:21:03.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630165,91.24507227332458,40.19607843137255,1610612765,2,12,2022-04-08T23:21:07Z,470000,-49.0,30.0,1,right,MISS K. Hayes driving floating Shot,[1630165],1610612765.0,DET,driving floating,,,Hayes,K. Hayes,,,,,5.74,Missed,,,,,,,,,,,,,,,,,,
48,PT07M33.00S,2022-04-08T23:21:05.2Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,2,12,2022-04-08T23:21:07Z,480000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:5),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,47.0,5.0,5.0,0.0,,,,,,,,,,,,,,
49,PT07M23.00S,2022-04-08T23:21:14.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203507,6.750985545335084,53.92156862745098,1610612749,2,12,2022-04-08T23:21:21Z,490000,-20.0,11.0,1,left,MISS G. Antetokounmpo driving Layup,[203507],1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,2.25,Missed,,,,,,,,,,,,,,,,,,
50,PT07M22.00S,2022-04-08T23:21:15.4Z,1,REGULAR,rebound,offensive,[],203507,,,1610612749,2,12,2022-04-08T23:21:21Z,500000,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:5),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,49.0,6.0,5.0,1.0,,,,,,,,,,,,,,
51,PT07M21.00S,2022-04-08T23:21:16.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203507,6.619579500657039,55.14705882352941,1610612749,2,12,2022-04-08T23:21:26Z,510000,-26.0,10.0,1,left,MISS G. Antetokounmpo finger roll Layup,[203507],1610612749.0,MIL,finger roll,,,Antetokounmpo,G. Antetokounmpo,,,,,2.75,Missed,,,,,,,,,,,,,,,,,,
52,PT07M19.00S,2022-04-08T23:21:18.3Z,1,REGULAR,rebound,defensive,[],1630191,,,1610612765,2,12,2022-04-08T23:21:18Z,520000,,,0,,I. Stewart REBOUND (Off:0 Def:3),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,51.0,3.0,3.0,0.0,,,,,,,,,,,,,,
53,PT07M10.00S,2022-04-08T23:21:27.5Z,1,REGULAR,3pt,Jump Shot,[],1630165,94.26741130091985,97.05882352941177,1610612765,2,12,2022-04-08T23:21:30Z,530000,235.0,1.0,1,right,MISS K. Hayes 3PT,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,23.53,Missed,,,,,,,,,,,,,,,,,,
54,PT07M08.00S,2022-04-08T23:21:29.5Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,2,12,2022-04-08T23:21:30Z,540000,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:6),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,53.0,7.0,6.0,1.0,,,,,,,,,,,,,,
55,PT06M55.00S,2022-04-08T23:21:45.7Z,1,REGULAR,foul,offensive,[],201572,,,1610612749,2,12,2022-04-08T23:22:05Z,550000,,,0,,B. Lopez offensive FOUL (1 PF),"[201572, 1630191]",1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,2530.0,1.0,0.0,Stewart,1630191.0,,,,,,,,,
57,PT06M55.00S,2022-04-08T23:21:45.7Z,1,REGULAR,turnover,offensive foul,[],201572,,,1610612749,2,12,2022-04-08T23:21:45Z,570000,,,0,,B. Lopez offensive foul TURNOVER (1 TO),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,2530.0,,,,,,,,,1.0,,,,
58,PT06M55.00S,2022-04-08T23:21:56.6Z,1,REGULAR,substitution,out,[],201572,,,1610612765,2,12,2022-04-08T23:22:00Z,580000,,,0,,SUB out: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M55.00S,2022-04-08T23:21:56.6Z,1,REGULAR,substitution,in,[],1626171,,,1610612765,2,12,2022-04-08T23:22:00Z,590000,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M42.00S,2022-04-08T23:22:18.3Z,1,REGULAR,foul,personal,['2freethrow'],203507,,,1610612765,2,12,2022-04-08T23:22:34Z,600000,,,0,,G. Antetokounmpo shooting personal FOUL (1 PF) (Stewart 2 FT),"[203507, 1630191]",1610612749.0,MIL,shooting,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,2882.0,1.0,0.0,Stewart,1630191.0,,,,,,,,,
62,PT06M42.00S,2022-04-08T23:22:45.0Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1630191,,,1610612765,3,12,2022-04-08T23:22:45Z,620000,,,0,,I. Stewart Free Throw 1 of 2 (1 PTS),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,Made,,,,,,,,,,1.0,,,,,,,,
63,PT06M42.00S,2022-04-08T23:23:00.1Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1630191,,,1610612765,4,12,2022-04-08T23:23:00Z,630000,,,0,,I. Stewart Free Throw 2 of 2 (2 PTS),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,Made,,,,,,,,,,2.0,,,,,,,,
64,PT06M21.00S,2022-04-08T23:23:22.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201950,5.962549277266746,54.65686274509804,1610612749,4,14,2022-04-08T23:23:28Z,640000,-23.0,4.0,1,left,J. Holiday driving finger roll Layup (2 PTS) (K. Middleton 1 AST),"[201950, 203114]",1610612749.0,MIL,driving finger roll,,,Holiday,J. Holiday,,,,,2.36,Made,,,,,,,,,,2.0,K. Middleton,203114.0,1.0,,,,,
66,PT06M07.00S,2022-04-08T23:23:37.0Z,1,REGULAR,3pt,Jump Shot,[],1630180,67.32917214191853,40.44117647058824,1610612765,4,14,2022-04-08T23:23:40Z,660000,-48.0,255.0,1,right,MISS S. Bey 25' 3PT,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,25.9,Missed,,,,,,,,,,,,,,,,,,
67,PT06M04.00S,2022-04-08T23:23:40.0Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,4,14,2022-04-08T23:23:40Z,670000,,,0,,B. Portis REBOUND (Off:0 Def:1),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,66.0,1.0,1.0,0.0,,,,,,,,,,,,,,
68,PT05M57.00S,2022-04-08T23:23:46.5Z,1,REGULAR,3pt,Jump Shot,[],203114,31.32391590013141,26.960784313725497,1610612749,4,17,2022-04-08T23:23:50Z,680000,115.0,242.0,1,left,K. Middleton 26' 3PT  (6 PTS) (J. Holiday 2 AST),"[203114, 201950]",1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,26.79,Made,,,,,,,,,,6.0,J. Holiday,201950.0,2.0,,,,,
74,PT05M32.00S,2022-04-08T23:24:01.1Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612765,4,17,2022-04-08T23:24:47Z,695000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT05M32.00S,2022-04-08T23:24:15.7Z,1,REGULAR,substitution,out,[],1630587,,,1610612765,4,17,2022-04-08T23:24:35Z,700000,,,0,,SUB out: I. Livers,[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,,,,,,,,,,,,,,,,,,,,
71,PT05M32.00S,2022-04-08T23:24:15.7Z,1,REGULAR,substitution,out,[],201950,,,1610612765,4,17,2022-04-08T23:24:35Z,710000,,,0,,SUB out: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M32.00S,2022-04-08T23:24:15.7Z,1,REGULAR,substitution,in,[],203482,,,1610612765,4,17,2022-04-08T23:24:35Z,720000,,,0,,SUB in: K. Olynyk,[203482],1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M32.00S,2022-04-08T23:24:15.7Z,1,REGULAR,substitution,in,[],201588,,,1610612765,4,17,2022-04-08T23:24:35Z,730000,,,0,,SUB in: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M32.00S,2022-04-08T23:24:57.3Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612765,4,17,2022-04-08T23:25:20Z,760000,,,0,,DET shot clock Team TURNOVER,[],1610612765.0,DET,,,,,,,,,,,,,,,,2882.0,,,,,,,,,,,,,
78,PT05M19.00S,2022-04-08T23:25:14.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203507,13.32128777923785,64.2156862745098,1610612749,4,17,2022-04-08T23:25:25Z,770000,-71.0,73.0,1,left,MISS G. Antetokounmpo 10' floating Shot,[203507],1610612749.0,MIL,floating,,,Antetokounmpo,G. Antetokounmpo,,,,,10.17,Missed,,,,,,,,,,,,,,,,,,
79,PT05M16.00S,2022-04-08T23:25:17.6Z,1,REGULAR,rebound,defensive,[],1630191,,,1610612765,4,17,2022-04-08T23:25:17Z,780000,,,0,,I. Stewart REBOUND (Off:0 Def:4),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,78.0,4.0,4.0,0.0,,,,,,,,,,,,,,
80,PT05M09.00S,2022-04-08T23:25:25.8Z,1,REGULAR,3pt,Jump Shot,[],1630180,93.47897503285151,2.6960784313725554,1610612765,4,17,2022-04-08T23:25:30Z,790000,-237.0,9.0,1,right,MISS S. Bey 3PT,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,23.67,Missed,,,,,,,,,,,,,,,,,,
81,PT05M07.00S,2022-04-08T23:25:27.6Z,1,REGULAR,rebound,offensive,[],1630191,,,1610612765,4,17,2022-04-08T23:25:27Z,800000,,,0,,I. Stewart REBOUND (Off:1 Def:4),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,80.0,5.0,4.0,1.0,,,,,,,,,,,,,,
82,PT05M04.00S,2022-04-08T23:25:31.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630165,73.63666228646518,13.480392156862735,1610612765,4,17,2022-04-08T23:25:39Z,810000,-183.0,195.0,1,right,MISS K. Hayes 26' 3PT,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,26.74,Missed,,,,,,,,,,,,,,,,,,
83,PT05M03.00S,2022-04-08T23:25:32.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612749,4,17,2022-04-08T23:31:06Z,820000,,,0,,TEAM defensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,82.0,,,,,,,,,,,,,,,,,
84,PT05M03.00S,2022-04-08T23:25:36.1Z,1,REGULAR,foul,personal,[],203482,,,1610612749,4,17,2022-04-08T23:25:43Z,830000,,,0,,K. Olynyk loose ball personal FOUL (1 PF),"[203482, 1626171]",1610612765.0,DET,loose ball,,,Olynyk,K. Olynyk,,,,,,,,,,,2530.0,1.0,0.0,Portis,1626171.0,,,,,,,,,
86,PT05M03.00S,2022-04-08T23:25:43.3Z,1,REGULAR,substitution,out,[],202083,,,1610612749,4,17,2022-04-08T23:25:49Z,850000,,,0,,SUB out: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M03.00S,2022-04-08T23:25:43.3Z,1,REGULAR,substitution,in,[],1626192,,,1610612749,4,17,2022-04-08T23:25:49Z,860000,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M51.00S,2022-04-08T23:26:06.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1626171,7.933639947437584,50.245098039215684,1610612749,4,17,2022-04-08T23:26:42Z,870000,-1.0,22.0,1,left,MISS B. Portis DUNK - blocked,"[1626171, 1630191]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,2.21,Missed,,,,,,,,,,,,,,,,,Stewart,1630191.0
89,PT04M51.00S,2022-04-08T23:26:06.3Z,1,REGULAR,block,,[],1630191,,,1610612749,4,17,2022-04-08T23:26:08Z,880000,,,0,,I. Stewart BLOCK (1 BLK),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M48.00S,2022-04-08T23:26:09.3Z,1,REGULAR,rebound,defensive,[],203482,,,1610612765,4,17,2022-04-08T23:26:10Z,890000,,,0,,K. Olynyk REBOUND (Off:0 Def:1),[203482],1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,,,88.0,1.0,1.0,0.0,,,,,,,,,,,,,,
