actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
184,PT11M05.00S,2022-02-25T00:44:36.8Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1628963,12.401445466491452,48.774509803921575,1610612765,32,33,2022-02-25T00:44:42Z,1840000,6.0,64.0,1,left,M. Bagley III 6' Hook (6 PTS),[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,6.44,Made,,,,,,,,,,,6.0,,,,,,,,
185,PT10M47.00S,2022-02-25T00:44:55.4Z,2,REGULAR,3pt,Jump Shot,[],1629731,69.69448094612352,79.65686274509804,1610612739,32,36,2022-02-25T00:45:00Z,1850000,148.0,232.0,1,right,D. Wade 27' 3PT  (5 PTS) (C. Osman 1 AST),"[1629731, 1626224]",1610612739.0,CLE,,,,Wade,D. Wade,,,,,27.57,Made,,,,,,,,,,,5.0,C. Osman,1626224.0,1.0,,,,,
187,PT10M32.00S,2022-02-25T00:45:09.0Z,2,REGULAR,3pt,Jump Shot,[],203585,34.08344283837057,64.95098039215686,1610612765,35,36,2022-02-25T00:45:13Z,1870000,-75.0,268.0,1,left,R. McGruder 27' 3PT  (6 PTS) (K. Olynyk 3 AST),"[203585, 203482]",1610612765.0,DET,,,,McGruder,R. McGruder,,,,,27.81,Made,,,,,,,,,,,6.0,K. Olynyk,203482.0,3.0,,,,,
189,PT10M18.00S,2022-02-25T00:45:22.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629164,91.24507227332458,54.90196078431372,1610612739,35,38,2022-02-25T00:45:31Z,1890000,25.0,30.0,1,right,B. Goodwin floating Jump Shot (5 PTS),[1629164],1610612739.0,CLE,floating,,,Goodwin,B. Goodwin,,,,,3.86,Made,,,,,,,,,,,5.0,,,,,,,,
190,PT10M08.00S,2022-02-25T00:45:37.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628977,6.093955321944804,54.411764705882355,1610612765,35,38,2022-02-25T00:45:44Z,1900000,-22.0,5.0,1,left,MISS H. Diallo driving Layup,[1628977],1610612765.0,DET,driving,,,Diallo,H. Diallo,,,,,2.26,Missed,,,,,,,,,,,,,,,,,,,
191,PT10M08.00S,2022-02-25T00:45:41.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612765,35,38,2022-02-25T00:45:41Z,1910000,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,190.0,,,,,,,,,,,,,,,,,,
192,PT10M08.00S,2022-02-25T00:45:42.1Z,2,REGULAR,turnover,offensive goaltending,[],1628977,,,1610612765,35,38,2022-02-25T00:46:02Z,1920000,,,0,,H. Diallo offensive goaltending TURNOVER (1 TO),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,1662.0,1.0,,,,,,,,,,,,,
193,PT09M59.00S,2022-02-25T00:46:07.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629164,67.32917214191853,40.931372549019606,1610612739,35,41,2022-02-25T00:46:12Z,1930000,-45.0,255.0,1,right,B. Goodwin 25' 3PT  (8 PTS),[1629164],1610612739.0,CLE,,,,Goodwin,B. Goodwin,,,,,25.86,Made,,,,,,,,,,,8.0,,,,,,,,
194,PT09M44.00S,2022-02-25T00:46:22.8Z,2,REGULAR,3pt,Jump Shot,[],1630165,10.693166885676746,3.1862745098039227,1610612765,35,41,2022-02-25T00:46:27Z,1940000,234.0,48.0,1,left,MISS K. Hayes 3PT,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,23.9,Missed,,,,,,,,,,,,,,,,,,,
195,PT09M42.00S,2022-02-25T00:46:24.8Z,2,REGULAR,rebound,offensive,[],1628977,,,1610612765,35,41,2022-02-25T00:46:27Z,1950000,,,0,,H. Diallo REBOUND (Off:1 Def:0),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,194.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
196,PT09M32.00S,2022-02-25T00:47:22.2Z,2,REGULAR,foul,personal,[],1629164,,,1610612765,35,41,2022-02-25T00:47:49Z,1960000,,,0,,B. Goodwin personal FOUL (1 PF),"[1629164, 1630165]",1610612739.0,CLE,,,,Goodwin,B. Goodwin,,,,,,,,,,,1662.0,,1.0,0.0,Hayes,1630165.0,,,,,,,,,
198,PT09M32.00S,2022-02-25T00:47:30.3Z,2,REGULAR,substitution,out,[],203482,,,1610612765,35,41,2022-02-25T00:47:40Z,1980000,,,0,,SUB out: K. Olynyk,[203482],1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT09M32.00S,2022-02-25T00:47:30.3Z,2,REGULAR,substitution,out,[],1628963,,,1610612765,35,41,2022-02-25T00:47:40Z,1990000,,,0,,SUB out: M. Bagley III,[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT09M32.00S,2022-02-25T00:47:30.3Z,2,REGULAR,substitution,in,[],1630191,,,1610612765,35,41,2022-02-25T00:47:40Z,2000000,,,0,,SUB in: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT09M32.00S,2022-02-25T00:47:30.3Z,2,REGULAR,substitution,in,[],203924,,,1610612765,35,41,2022-02-25T00:47:40Z,2010000,,,0,,SUB in: J. Grant,[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT09M22.00S,2022-02-25T00:47:55.4Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1630165,18.971747700394218,67.40196078431373,1610612765,35,41,2022-02-25T00:48:33Z,2020000,-87.0,126.0,1,left,MISS K. Hayes 15' pullup Shot,[1630165],1610612765.0,DET,pullup,,,Hayes,K. Hayes,,,,,15.3,Missed,,,,,,,,,,,,,,,,,,,
203,PT09M20.00S,2022-02-25T00:47:57.4Z,2,REGULAR,rebound,defensive,[],1629731,,,1610612739,35,41,2022-02-25T00:48:07Z,2030000,,,0,,D. Wade REBOUND (Off:0 Def:2),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,202.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
204,PT09M16.00S,2022-02-25T00:48:01.8Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629731,68.51182654402103,73.52941176470588,1610612739,35,41,2022-02-25T00:48:13Z,2040000,118.0,243.0,1,right,MISS D. Wade 27' 3PT,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,27.04,Missed,,,,,,,,,,,,,,,,,,,
205,PT09M11.00S,2022-02-25T00:48:06.8Z,2,REGULAR,rebound,defensive,[],203585,,,1610612765,35,41,2022-02-25T00:48:13Z,2050000,,,0,,R. McGruder REBOUND (Off:0 Def:2),[203585],1610612765.0,DET,,,,McGruder,R. McGruder,,,,,,,204.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
206,PT08M58.00S,2022-02-25T00:48:19.8Z,2,REGULAR,3pt,Jump Shot,[],203924,32.24375821287779,30.637254901960787,1610612765,35,41,2022-02-25T00:48:27Z,2060000,97.0,251.0,1,left,MISS J. Grant 26' 3PT,[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,26.86,Missed,,,,,,,,,,,,,,,,,,,
207,PT08M54.00S,2022-02-25T00:48:22.5Z,2,REGULAR,rebound,defensive,[],1629164,,,1610612739,35,41,2022-02-25T00:48:22Z,2070000,,,0,,B. Goodwin REBOUND (Off:0 Def:1),[1629164],1610612739.0,CLE,,,,Goodwin,B. Goodwin,,,,,,,206.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
208,PT08M45.00S,2022-02-25T00:48:32.2Z,2,REGULAR,3pt,Jump Shot,[],1629164,68.51182654402103,36.274509803921575,1610612739,35,41,2022-02-25T00:48:37Z,2080000,-69.0,243.0,1,right,MISS B. Goodwin 25' 3PT,[1629164],1610612739.0,CLE,,,,Goodwin,B. Goodwin,,,,,25.3,Missed,,,,,,,,,,,,,,,,,,,
209,PT08M42.00S,2022-02-25T00:48:35.2Z,2,REGULAR,rebound,defensive,[],203585,,,1610612765,35,41,2022-02-25T00:48:37Z,2090000,,,0,,R. McGruder REBOUND (Off:0 Def:3),[203585],1610612765.0,DET,,,,McGruder,R. McGruder,,,,,,,208.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
210,PT08M36.00S,2022-02-25T00:48:49.5Z,2,REGULAR,foul,personal,['2freethrow'],1630205,,,1610612765,35,41,2022-02-25T00:48:56Z,2100000,,,0,,L. Stevens shooting personal FOUL (1 PF) (Grant 2 FT),"[1630205, 203924]",1610612739.0,CLE,shooting,,,Stevens,L. Stevens,,,,,,,,,,,1155.0,,1.0,0.0,Grant,203924.0,,,,,,,,,
212,PT08M36.00S,2022-02-25T00:49:11.2Z,2,REGULAR,freethrow,1 of 2,[],203924,,,1610612765,36,41,2022-02-25T00:49:11Z,2120000,,,0,,J. Grant Free Throw 1 of 2 (1 PTS),[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,Made,,,,,,,,,,,1.0,,,,,,,,
213,PT08M36.00S,2022-02-25T00:49:27.9Z,2,REGULAR,freethrow,2 of 2,[],203924,,,1610612765,37,41,2022-02-25T00:49:28Z,2130000,,,0,,J. Grant Free Throw 2 of 2 (2 PTS),[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,Made,,,,,,,,,,,2.0,,,,,,,,
214,PT08M17.00S,2022-02-25T00:49:53.0Z,2,REGULAR,foul,personal,['2freethrow'],1628977,,,1610612739,37,41,2022-02-25T00:50:02Z,2140000,,,0,,H. Diallo shooting personal FOUL (1 PF) (Wade 2 FT),"[1628977, 1629731]",1610612765.0,DET,shooting,,,Diallo,H. Diallo,,,,,,,,,,,1155.0,,1.0,0.0,Wade,1629731.0,,,,,,,,,
216,PT08M17.00S,2022-02-25T00:50:13.8Z,2,REGULAR,freethrow,1 of 2,[],1629731,,,1610612739,37,42,2022-02-25T00:50:13Z,2160000,,,0,,D. Wade Free Throw 1 of 2 (6 PTS),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,Made,,,,,,,,,,,6.0,,,,,,,,
217,PT08M17.00S,2022-02-25T00:50:15.0Z,2,REGULAR,substitution,out,[],1630596,,,1610612739,37,42,2022-02-25T00:50:18Z,2170000,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT08M17.00S,2022-02-25T00:50:15.0Z,2,REGULAR,substitution,in,[],1628386,,,1610612739,37,42,2022-02-25T00:50:18Z,2180000,,,0,,SUB in: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT08M17.00S,2022-02-25T00:50:29.5Z,2,REGULAR,freethrow,2 of 2,[],1629731,,,1610612739,37,43,2022-02-25T00:50:29Z,2190000,,,0,,D. Wade Free Throw 2 of 2 (7 PTS),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,Made,,,,,,,,,,,7.0,,,,,,,,
220,PT08M05.00S,2022-02-25T00:50:48.5Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612765,37,43,2022-02-25T00:50:48Z,2200000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT08M05.00S,2022-02-25T00:50:49.1Z,2,REGULAR,substitution,out,[],1626224,,,1610612765,37,43,2022-02-25T00:50:53Z,2210000,,,0,,SUB out: C. Osman,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT08M05.00S,2022-02-25T00:50:49.1Z,2,REGULAR,substitution,in,[],1628374,,,1610612765,37,43,2022-02-25T00:50:53Z,2220000,,,0,,SUB in: L. Markkanen,[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT07M53.00S,2022-02-25T00:51:13.2Z,2,REGULAR,2pt,Jump Shot,[],203924,5.831143232588701,29.90196078431373,1610612765,37,43,2022-02-25T00:51:19Z,2230000,100.0,2.0,1,left,MISS J. Grant 10' turnaround Shot,[203924],1610612765.0,DET,turnaround,,,Grant,J. Grant,,,,,10.05,Missed,,,,,,,,,,,,,,,,,,,
224,PT07M53.00S,2022-02-25T00:51:16.7Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612739,37,43,2022-02-25T00:51:16Z,2240000,,,0,,TEAM defensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,223.0,,,,,,,,,,,,,,,,,,
225,PT07M53.00S,2022-02-25T00:51:17.9Z,2,REGULAR,foul,personal,[],1630191,,,1610612739,37,43,2022-02-25T00:51:33Z,2250000,,,0,,I. Stewart personal FOUL (3 PF),"[1630191, 1629731]",1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,1628159.0,,3.0,0.0,Wade,1629731.0,,,,,,,,,
227,PT07M53.00S,2022-02-25T00:51:32.4Z,2,REGULAR,substitution,out,[],1630191,,,1610612739,37,43,2022-02-25T00:51:36Z,2270000,,,0,,SUB out: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT07M53.00S,2022-02-25T00:51:32.4Z,2,REGULAR,substitution,in,[],1628963,,,1610612739,37,43,2022-02-25T00:51:36Z,2280000,,,0,,SUB in: M. Bagley III,[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT07M43.00S,2022-02-25T00:51:55.4Z,2,REGULAR,turnover,out-of-bounds,[],1628386,,,1610612739,37,43,2022-02-25T00:52:06Z,2290000,,,0,,J. Allen lost ball out-of-bounds TURNOVER (1 TO),[1628386],1610612739.0,CLE,lost ball,,,Allen,J. Allen,,,,,,,,,,,1628159.0,1.0,,,,,,,,,,,,,
230,PT07M43.00S,2022-02-25T00:52:00.2Z,2,REGULAR,substitution,out,[],1629164,,,1610612765,37,43,2022-02-25T00:52:08Z,2300000,,,0,,SUB out: B. Goodwin,[1629164],1610612739.0,CLE,,,,Goodwin,B. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT07M43.00S,2022-02-25T00:52:00.2Z,2,REGULAR,substitution,out,[],1630205,,,1610612765,37,43,2022-02-25T00:52:08Z,2310000,,,0,,SUB out: L. Stevens,[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT07M43.00S,2022-02-25T00:52:00.2Z,2,REGULAR,substitution,in,[],1630171,,,1610612765,37,43,2022-02-25T00:52:08Z,2320000,,,0,,SUB in: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT07M43.00S,2022-02-25T00:52:00.2Z,2,REGULAR,substitution,in,[],200765,,,1610612765,37,43,2022-02-25T00:52:08Z,2330000,,,0,,SUB in: R. Rondo,[200765],1610612739.0,CLE,,,,Rondo,R. Rondo,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT07M18.00S,2022-02-25T00:52:33.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628977,5.831143232588701,54.90196078431372,1610612765,37,43,2022-02-25T00:52:38Z,2340000,-25.0,2.0,1,left,MISS H. Diallo Layup,[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,2.46,Missed,,,,,,,,,,,,,,,,,,,
235,PT07M14.00S,2022-02-25T00:52:36.5Z,2,REGULAR,rebound,offensive,[],1628963,,,1610612765,37,43,2022-02-25T00:52:36Z,2350000,,,0,,M. Bagley III REBOUND (Off:1 Def:0),[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,,234.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
236,PT07M13.00S,2022-02-25T00:52:37.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628963,5.436925098554539,46.568627450980394,1610612765,39,43,2022-02-25T00:54:03Z,2360000,17.0,-1.0,1,left,M. Bagley III putback Layup (8 PTS),[1628963],1610612765.0,DET,putback,,,Bagley III,M. Bagley III,,,,,1.73,Made,,,,,,,,,,,8.0,,,,,,,,
237,PT07M09.00S,2022-02-25T00:52:41.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628374,94.00459921156373,54.16666666666667,1610612739,39,43,2022-02-25T00:52:49Z,2370000,21.0,4.0,1,right,MISS L. Markkanen Layup,[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,2.12,Missed,,,,,,,,,,,,,,,,,,,
238,PT07M06.00S,2022-02-25T00:52:44.2Z,2,REGULAR,rebound,offensive,[],1628386,,,1610612739,39,43,2022-02-25T00:52:44Z,2380000,,,0,,J. Allen REBOUND (Off:2 Def:3),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,237.0,5.0,3.0,2.0,,,,,,,,,,,,,,,
239,PT07M01.00S,2022-02-25T00:52:49.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628386,93.2161629434954,43.627450980392155,1610612739,39,43,2022-02-25T00:52:54Z,2390000,-32.0,11.0,1,right,MISS J. Allen Layup - blocked,"[1628386, 203585]",1610612739.0,CLE,,,,Allen,J. Allen,,,,,3.38,Missed,,,,,,,,,,,,,,,,,McGruder,203585.0,
240,PT07M01.00S,2022-02-25T00:52:49.2Z,2,REGULAR,block,,[],203585,,,1610612739,39,43,2022-02-25T00:53:58Z,2400000,,,0,,R. McGruder BLOCK (1 BLK),[203585],1610612765.0,DET,,,,McGruder,R. McGruder,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT06M58.00S,2022-02-25T00:52:52.2Z,2,REGULAR,rebound,defensive,[],1628977,,,1610612765,39,43,2022-02-25T00:52:54Z,2410000,,,0,,H. Diallo REBOUND (Off:1 Def:1),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,239.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
242,PT06M49.00S,2022-02-25T00:53:01.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628977,9.641918528252305,55.88235294117647,1610612765,39,43,2022-02-25T00:55:22Z,2420000,-29.0,38.0,1,left,MISS H. Diallo turnaround Hook,[1628977],1610612765.0,DET,turnaround,,,Diallo,H. Diallo,,,,,4.81,Missed,,,,,,,,,,,,,,,,,,,
243,PT06M46.00S,2022-02-25T00:53:04.1Z,2,REGULAR,rebound,defensive,[],200765,,,1610612739,39,43,2022-02-25T00:53:04Z,2430000,,,0,,R. Rondo REBOUND (Off:0 Def:1),[200765],1610612739.0,CLE,,,,Rondo,R. Rondo,,,,,,,242.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
244,PT06M38.00S,2022-02-25T00:53:15.0Z,2,REGULAR,foul,personal,['2freethrow'],1630165,,,1610612739,39,43,2022-02-25T00:53:26Z,2440000,,,0,,K. Hayes shooting personal FOUL (1 PF) (Markkanen 2 FT),"[1630165, 1628374]",1610612765.0,DET,shooting,,,Hayes,K. Hayes,,,,,,,,,,,1628159.0,,1.0,0.0,Markkanen,1628374.0,,,,,,,,,
246,PT06M38.00S,2022-02-25T00:53:32.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,39,43,2022-02-25T00:53:32Z,2460000,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT06M38.00S,2022-02-25T00:53:34.6Z,2,REGULAR,substitution,out,[],1628977,,,1610612739,39,43,2022-02-25T00:55:55Z,2470000,,,0,,SUB out: H. Diallo,[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT06M38.00S,2022-02-25T00:53:34.6Z,2,REGULAR,substitution,out,[],1630165,,,1610612739,39,43,2022-02-25T00:55:55Z,2480000,,,0,,SUB out: K. Hayes,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT06M38.00S,2022-02-25T00:53:34.6Z,2,REGULAR,substitution,out,[],203585,,,1610612739,39,43,2022-02-25T00:55:55Z,2490000,,,0,,SUB out: R. McGruder,[203585],1610612765.0,DET,,,,McGruder,R. McGruder,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT06M38.00S,2022-02-25T00:53:34.6Z,2,REGULAR,substitution,in,[],1630180,,,1610612739,39,43,2022-02-25T00:55:55Z,2500000,,,0,,SUB in: S. Bey,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT06M38.00S,2022-02-25T00:53:34.6Z,2,REGULAR,substitution,in,[],1630595,,,1610612739,39,43,2022-02-25T00:55:55Z,2510000,,,0,,SUB in: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT06M38.00S,2022-02-25T00:53:34.6Z,2,REGULAR,substitution,in,[],202709,,,1610612739,39,43,2022-02-25T00:55:55Z,2520000,,,0,,SUB in: C. Joseph,[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT06M38.00S,2022-02-25T00:56:15.8Z,2,REGULAR,freethrow,1 of 2,[],1628374,,,1610612739,39,43,2022-02-25T00:56:15Z,2530000,,,0,,MISS L. Markkanen Free Throw 1 of 2,[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,Missed,,,,,,,,,,,,,,,,,,,
254,PT06M38.00S,2022-02-25T00:56:15.8Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612739,39,43,2022-02-25T00:56:15Z,2540000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,253.0,,,,,,,,,,,,,,,,,,
255,PT06M38.00S,2022-02-25T00:56:29.9Z,2,REGULAR,freethrow,2 of 2,[],1628374,,,1610612739,39,44,2022-02-25T00:56:29Z,2550000,,,0,,L. Markkanen Free Throw 2 of 2 (3 PTS),[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,Made,,,,,,,,,,,3.0,,,,,,,,
256,PT06M25.00S,2022-02-25T00:56:44.2Z,2,REGULAR,2pt,Jump Shot,[],202709,16.343626806833115,73.52941176470588,1610612765,41,44,2022-02-25T00:56:49Z,2560000,-118.0,101.0,1,left,C. Joseph 15' pullup Jump Shot (4 PTS) (J. Grant 1 AST),"[202709, 203924]",1610612765.0,DET,pullup,,,Joseph,C. Joseph,,,,,15.51,Made,,,,,,,,,,,4.0,J. Grant,203924.0,1.0,,,,,
258,PT06M03.00S,2022-02-25T00:57:06.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],200765,94.66162943495401,44.85294117647059,1610612739,41,46,2022-02-25T00:57:10Z,2580000,-26.0,-2.0,1,right,R. Rondo driving Layup (4 PTS),[200765],1610612739.0,CLE,driving,,,Rondo,R. Rondo,,,,,2.58,Made,,,,,,,,,,,4.0,,,,,,,,
259,PT05M46.00S,2022-02-25T00:57:22.9Z,2,REGULAR,2pt,Jump Shot,[],202709,15.160972404730614,66.42156862745098,1610612765,41,46,2022-02-25T00:57:28Z,2590000,-82.0,90.0,1,left,MISS C. Joseph 12' step back Shot,[202709],1610612765.0,DET,step back,,,Joseph,C. Joseph,,,,,12.18,Missed,,,,,,,,,,,,,,,,,,,
260,PT05M44.00S,2022-02-25T00:57:25.1Z,2,REGULAR,rebound,defensive,[],1628386,,,1610612739,41,46,2022-02-25T00:57:25Z,2600000,,,0,,J. Allen REBOUND (Off:2 Def:4),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,259.0,6.0,4.0,2.0,,,,,,,,,,,,,,,
261,PT05M43.00S,2022-02-25T00:57:29.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630171,93.34756898817345,51.22549019607843,1610612739,41,48,2022-02-25T00:58:50Z,2610000,6.0,10.0,1,right,I. Okoro running Layup (7 PTS) (R. Rondo 5 AST),"[1630171, 200765]",1610612739.0,CLE,running,,,Okoro,I. Okoro,,,,,1.17,Made,,,,,,,,,,,7.0,R. Rondo,200765.0,5.0,,,,,
263,PT05M43.00S,2022-02-25T00:57:32.8Z,2,REGULAR,foul,personal,['1freethrow'],1630595,,,1610612739,41,48,2022-02-25T00:57:46Z,2630000,,,0,,C. Cunningham shooting personal FOUL (1 PF) (Okoro 1 FT),"[1630595, 1630171]",1610612765.0,DET,shooting,,,Cunningham,C. Cunningham,,,,,,,,,,,1155.0,,1.0,0.0,Okoro,1630171.0,,,,,,,,,
265,PT05M43.00S,2022-02-25T00:57:46.9Z,2,REGULAR,substitution,out,[],1629731,,,1610612739,41,48,2022-02-25T00:58:16Z,2650000,,,0,,SUB out: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT05M43.00S,2022-02-25T00:57:46.9Z,2,REGULAR,substitution,in,[],201567,,,1610612739,41,48,2022-02-25T00:58:16Z,2660000,,,0,,SUB in: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT05M43.00S,2022-02-25T00:57:57.2Z,2,REGULAR,freethrow,1 of 1,[],1630171,,,1610612739,41,49,2022-02-25T00:57:57Z,2670000,,,0,,I. Okoro Free Throw 1 of 1 (8 PTS),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,Made,,,,,,,,,,,8.0,,,,,,,,
268,PT05M26.00S,2022-02-25T00:58:14.1Z,2,REGULAR,3pt,Jump Shot,[],203924,6.8823915900131425,2.6960784313725554,1610612765,41,49,2022-02-25T00:58:20Z,2680000,237.0,12.0,1,left,MISS J. Grant 3PT,[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,23.68,Missed,,,,,,,,,,,,,,,,,,,
269,PT05M24.00S,2022-02-25T00:58:16.5Z,2,REGULAR,rebound,defensive,[],201567,,,1610612739,41,49,2022-02-25T00:58:16Z,2690000,,,0,,K. Love REBOUND (Off:0 Def:2),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,268.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
270,PT05M16.00S,2022-02-25T00:58:30.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630595,,,1610612739,41,49,2022-02-25T00:58:39Z,2700000,,,0,,C. Cunningham personal FOUL (2 PF) (Markkanen 2 FT),"[1630595, 1628374]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,1662.0,,2.0,0.0,Markkanen,1628374.0,,,,,,,,,
