actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
22,PT10M50.00S,2022-02-25T00:13:23.7Z,1,REGULAR,freethrow,1 of 2,[],1630595,,,1610612765,1,1,2022-02-25T00:13:23Z,220000,,,0,,C. Cunningham Free Throw 1 of 2 (1 PTS),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,Made,,,,,,,,,,,1.0,,,,,,,,
23,PT10M50.00S,2022-02-25T00:13:36.9Z,1,REGULAR,freethrow,2 of 2,[],1630595,,,1610612765,2,1,2022-02-25T00:13:36Z,230000,,,0,,C. Cunningham Free Throw 2 of 2 (2 PTS),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,Made,,,,,,,,,,,2.0,,,,,,,,
24,PT10M35.00S,2022-02-25T00:13:52.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628374,95.05584756898817,52.94117647058824,1610612739,2,1,2022-02-25T00:14:00Z,240000,15.0,-6.0,1,right,MISS L. Markkanen driving Layup,[1628374],1610612739.0,CLE,driving,,,Markkanen,L. Markkanen,,,,,1.59,Missed,,,,,,,,,,,,,,,,,,,
25,PT10M33.00S,2022-02-25T00:13:54.7Z,1,REGULAR,rebound,defensive,[],202709,,,1610612765,2,1,2022-02-25T00:14:00Z,250000,,,0,,C. Joseph REBOUND (Off:0 Def:1),[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,24.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
26,PT10M29.00S,2022-02-25T00:13:59.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630180,25.410643889618925,88.23529411764706,1610612765,2,1,2022-02-25T00:14:05Z,260000,-191.0,186.0,1,left,MISS S. Bey 26' 3PT,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,26.7,Missed,,,,,,,,,,,,,,,,,,,
27,PT10M26.00S,2022-02-25T00:14:01.8Z,1,REGULAR,rebound,offensive,[],1630595,,,1610612765,2,1,2022-02-25T00:14:01Z,270000,,,0,,C. Cunningham REBOUND (Off:1 Def:1),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,26.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
28,PT10M23.00S,2022-02-25T00:14:05.0Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1630191,6.4881734559789805,46.568627450980394,1610612765,4,1,2022-02-25T00:14:09Z,280000,17.0,8.0,1,left,I. Stewart Hook (2 PTS) (C. Cunningham 1 AST),"[1630191, 1630595]",1610612765.0,DET,,,,Stewart,I. Stewart,,,,,1.92,Made,,,,,,,,,,,2.0,C. Cunningham,1630595.0,1.0,,,,,
30,PT10M12.00S,2022-02-25T00:14:19.9Z,1,REGULAR,foul,personal,[],203924,,,1610612739,4,1,2022-02-25T00:14:37Z,300000,,,0,,J. Grant personal FOUL (1 PF),"[203924, 1628386]",1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,,,,1662.0,,1.0,0.0,Allen,1628386.0,,,,,,,,,
32,PT10M01.00S,2022-02-25T00:14:48.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628386,95.18725361366623,47.549019607843135,1610612739,4,3,2022-02-25T00:16:21Z,320000,-12.0,-7.0,1,right,J. Allen Layup (3 PTS) (R. Rondo 1 AST),"[1628386, 200765]",1610612739.0,CLE,,,,Allen,J. Allen,,,,,1.43,Made,,,,,,,,,,,3.0,R. Rondo,200765.0,1.0,,,,,
34,PT09M47.00S,2022-02-25T00:15:02.9Z,1,REGULAR,3pt,Jump Shot,[],1630180,32.90078843626807,63.48039215686275,1610612765,4,3,2022-02-25T00:16:38Z,340000,-67.0,257.0,1,left,MISS S. Bey 26' pullup 3PT,[1630180],1610612765.0,DET,pullup,,,Bey,S. Bey,,,,,26.55,Missed,,,,,,,,,,,,,,,,,,,
35,PT09M44.00S,2022-02-25T00:15:05.9Z,1,REGULAR,rebound,defensive,[],1630171,,,1610612739,4,3,2022-02-25T00:15:07Z,350000,,,0,,I. Okoro REBOUND (Off:0 Def:1),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,34.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
36,PT09M43.00S,2022-02-25T00:15:09.7Z,1,REGULAR,foul,personal,['2freethrow'],1630180,,,1610612739,4,3,2022-02-25T00:15:18Z,360000,,,0,,S. Bey shooting personal FOUL (1 PF) (Okoro 2 FT),"[1630180, 1630171]",1610612765.0,DET,shooting,,,Bey,S. Bey,,,,,,,,,,,1628159.0,,1.0,0.0,Okoro,1630171.0,,,,,,,,,
38,PT09M43.00S,2022-02-25T00:15:35.5Z,1,REGULAR,freethrow,1 of 2,[],1630171,,,1610612739,4,3,2022-02-25T00:15:54Z,380000,,,0,,MISS I. Okoro Free Throw 1 of 2,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,Missed,,,,,,,,,,,,,,,,,,,
39,PT09M43.00S,2022-02-25T00:15:35.5Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612739,4,3,2022-02-25T00:15:54Z,390000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,38.0,,,,,,,,,,,,,,,,,,
40,PT09M43.00S,2022-02-25T00:15:35.5Z,1,REGULAR,freethrow,2 of 2,[],1630171,,,1610612739,4,3,2022-02-25T00:15:54Z,400000,,,0,,MISS I. Okoro Free Throw 2 of 2,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,Missed,,,,,,,,,,,,,,,,,,,
41,PT09M41.00S,2022-02-25T00:15:37.5Z,1,REGULAR,rebound,defensive,[],1630180,,,1610612765,4,3,2022-02-25T00:15:54Z,410000,,,0,,S. Bey REBOUND (Off:0 Def:1),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,40.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
42,PT09M29.00S,2022-02-25T00:16:02.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,5.962549277266746,54.411764705882355,1610612765,4,3,2022-02-25T00:16:08Z,420000,-22.0,4.0,1,left,MISS C. Cunningham driving Layup,[1630595],1610612765.0,DET,driving,,,Cunningham,C. Cunningham,,,,,2.24,Missed,,,,,,,,,,,,,,,,,,,
43,PT09M26.00S,2022-02-25T00:16:05.7Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,4,3,2022-02-25T00:16:08Z,430000,,,0,,J. Allen REBOUND (Off:1 Def:1),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,42.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
44,PT09M24.00S,2022-02-25T00:16:09.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],200765,91.90210249671485,50.73529411764706,1610612739,4,5,2022-02-25T00:20:02Z,440000,4.0,24.0,1,right,R. Rondo running finger roll Layup (2 PTS),[200765],1610612739.0,CLE,running finger roll,,,Rondo,R. Rondo,,,,,2.39,Made,,,,,,,,,,,2.0,,,,,,,,
45,PT09M07.00S,2022-02-25T00:16:24.6Z,1,REGULAR,2pt,Jump Shot,[],203924,21.73127463863338,64.2156862745098,1610612765,4,5,2022-02-25T00:16:31Z,450000,-71.0,152.0,1,left,MISS J. Grant 16' step back Shot,[203924],1610612765.0,DET,step back,,,Grant,J. Grant,,,,,16.76,Missed,,,,,,,,,,,,,,,,,,,
46,PT09M05.00S,2022-02-25T00:16:26.6Z,1,REGULAR,rebound,offensive,[],1630180,,,1610612765,4,5,2022-02-25T00:16:31Z,460000,,,0,,S. Bey REBOUND (Off:1 Def:1),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,45.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
47,PT09M04.00S,2022-02-25T00:16:28.1Z,1,REGULAR,turnover,bad pass,[],1630180,,,1610612765,4,5,2022-02-25T00:16:36Z,470000,,,0,,S. Bey bad pass TURNOVER (1 TO),"[1630180, 1630171]",1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,1.0,,,,,,,,,Okoro,1630171.0,,,
48,PT09M04.00S,2022-02-25T00:16:28.1Z,1,REGULAR,steal,,[],1630171,,,1610612739,4,5,2022-02-25T00:16:30Z,480000,,,0,,I. Okoro STEAL (1 STL),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,
49,PT08M56.00S,2022-02-25T00:16:37.7Z,1,REGULAR,foul,personal,['2freethrow'],203924,,,1610612739,4,5,2022-02-25T00:16:51Z,490000,,,0,,J. Grant shooting personal FOUL (2 PF) (Markkanen 2 FT),"[203924, 1628374]",1610612765.0,DET,shooting,,,Grant,J. Grant,,,,,,,,,,,1662.0,,2.0,0.0,Markkanen,1628374.0,,,,,,,,,
51,PT08M56.00S,2022-02-25T00:17:05.1Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1628374,,,1610612739,4,6,2022-02-25T00:17:05Z,510000,,,0,,L. Markkanen Free Throw 1 of 2 (1 PTS),[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,Made,,,,,,,,,,,1.0,,,,,,,,
52,PT08M56.00S,2022-02-25T00:17:08.4Z,1,REGULAR,substitution,out,[],203924,,,1610612739,4,6,2022-02-25T00:17:13Z,520000,,,0,,SUB out: J. Grant,[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT08M56.00S,2022-02-25T00:17:08.4Z,1,REGULAR,substitution,in,[],1628963,,,1610612739,4,6,2022-02-25T00:17:13Z,530000,,,0,,SUB in: M. Bagley III,[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT08M56.00S,2022-02-25T00:17:29.9Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1628374,,,1610612739,4,7,2022-02-25T00:17:29Z,540000,,,0,,L. Markkanen Free Throw 2 of 2 (2 PTS),[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,Made,,,,,,,,,,,2.0,,,,,,,,
55,PT08M42.00S,2022-02-25T00:17:45.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628963,7.145203679369246,53.18627450980392,1610612765,6,7,2022-02-25T00:17:49Z,550000,-16.0,15.0,1,left,M. Bagley III driving Layup (2 PTS) (C. Joseph 1 AST),"[1628963, 202709]",1610612765.0,DET,driving,,,Bagley III,M. Bagley III,,,,,2.17,Made,,,,,,,,,,,2.0,C. Joseph,202709.0,1.0,,,,,
57,PT08M29.00S,2022-02-25T00:17:58.5Z,1,REGULAR,3pt,Jump Shot,[],1630171,94.26741130091985,3.9215686274509807,1610612739,6,10,2022-02-25T00:18:02Z,570000,-230.0,1.0,1,right,I. Okoro 3PT  (3 PTS) (R. Rondo 2 AST),"[1630171, 200765]",1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,23.04,Made,,,,,,,,,,,3.0,R. Rondo,200765.0,2.0,,,,,
59,PT08M12.00S,2022-02-25T00:18:16.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630595,12.270039421813408,61.76470588235294,1610612765,8,10,2022-02-25T00:18:25Z,590000,-59.0,63.0,1,left,C. Cunningham 8' step back Jump Shot (4 PTS),[1630595],1610612765.0,DET,step back,,,Cunningham,C. Cunningham,,,,,8.6,Made,,,,,,,,,,,4.0,,,,,,,,
60,PT07M55.00S,2022-02-25T00:18:37.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630191,,,1610612739,8,10,2022-02-25T00:18:47Z,600000,,,0,,I. Stewart personal FOUL (2 PF) (Rondo 2 FT),"[1630191, 200765]",1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,1155.0,,2.0,0.0,Rondo,200765.0,,,,,,,,,
62,PT07M55.00S,2022-02-25T00:19:00.2Z,1,REGULAR,freethrow,1 of 2,[],200765,,,1610612739,8,10,2022-02-25T00:19:26Z,620000,,,0,,MISS R. Rondo Free Throw 1 of 2,[200765],1610612739.0,CLE,,,,Rondo,R. Rondo,,,,,,Missed,,,,,,,,,,,,,,,,,,,
63,PT07M55.00S,2022-02-25T00:19:00.2Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612739,8,10,2022-02-25T00:19:26Z,630000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,62.0,,,,,,,,,,,,,,,,,,
64,PT07M55.00S,2022-02-25T00:19:01.5Z,1,REGULAR,substitution,out,[],1630191,,,1610612739,8,10,2022-02-25T00:19:07Z,640000,,,0,,SUB out: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT07M55.00S,2022-02-25T00:19:01.5Z,1,REGULAR,substitution,in,[],203482,,,1610612739,8,10,2022-02-25T00:19:07Z,650000,,,0,,SUB in: K. Olynyk,[203482],1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT07M55.00S,2022-02-25T00:19:00.2Z,1,REGULAR,freethrow,2 of 2,[],200765,,,1610612739,8,10,2022-02-25T00:19:26Z,660000,,,0,,MISS R. Rondo Free Throw 2 of 2,[200765],1610612739.0,CLE,,,,Rondo,R. Rondo,,,,,,Missed,,,,,,,,,,,,,,,,,,,
67,PT07M53.00S,2022-02-25T00:19:02.2Z,1,REGULAR,rebound,defensive,[],202709,,,1610612765,8,10,2022-02-25T00:19:26Z,670000,,,0,,C. Joseph REBOUND (Off:0 Def:2),[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,66.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
68,PT07M38.00S,2022-02-25T00:19:42.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612765,8,10,2022-02-25T00:19:42Z,680000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT07M38.00S,2022-02-25T00:19:44.4Z,1,REGULAR,substitution,out,[],1628374,,,1610612765,8,10,2022-02-25T00:19:48Z,690000,,,0,,SUB out: L. Markkanen,[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT07M38.00S,2022-02-25T00:19:44.4Z,1,REGULAR,substitution,in,[],1629731,,,1610612765,8,10,2022-02-25T00:19:48Z,700000,,,0,,SUB in: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT07M30.00S,2022-02-25T00:20:06.4Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612765,8,10,2022-02-25T00:20:22Z,710000,,,0,,DET shot clock Team TURNOVER,[],1610612765.0,DET,,,,,,,,,,,,,,,,1628159.0,,,,,,,,,,,,,,
72,PT07M16.00S,2022-02-25T00:20:32.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203482,,,1610612739,8,10,2022-02-25T00:20:41Z,720000,,,0,,K. Olynyk shooting personal FOUL (1 PF) (Mobley 2 FT),"[203482, 1630596]",1610612765.0,DET,shooting,,,Olynyk,K. Olynyk,,,,,,,,,,,1662.0,,1.0,0.0,Mobley,1630596.0,,,,,,,,,
74,PT07M16.00S,2022-02-25T00:20:51.8Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1630596,,,1610612739,8,11,2022-02-25T00:21:11Z,740000,,,0,,E. Mobley Free Throw 1 of 2 (1 PTS),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,Made,,,,,,,,,,,1.0,,,,,,,,
75,PT07M16.00S,2022-02-25T00:20:51.8Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1630596,,,1610612739,8,11,2022-02-25T00:21:11Z,750000,,,0,,MISS E. Mobley Free Throw 2 of 2,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,Missed,,,,,,,,,,,,,,,,,,,
76,PT07M13.00S,2022-02-25T00:20:54.8Z,1,REGULAR,rebound,defensive,[],203482,,,1610612765,8,11,2022-02-25T00:21:11Z,760000,,,0,,K. Olynyk REBOUND (Off:0 Def:1),[203482],1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,,,75.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
77,PT07M03.00S,2022-02-25T00:21:22.4Z,1,REGULAR,foul,personal,['2freethrow'],200765,,,1610612765,8,11,2022-02-25T00:21:34Z,770000,,,0,,R. Rondo shooting personal FOUL (1 PF) (Joseph 2 FT),"[200765, 202709]",1610612739.0,CLE,shooting,,,Rondo,R. Rondo,,,,,,,,,,,1155.0,,1.0,0.0,Joseph,202709.0,,,,,,,,,
79,PT07M03.00S,2022-02-25T00:21:45.7Z,1,REGULAR,freethrow,1 of 2,[],202709,,,1610612765,9,11,2022-02-25T00:21:45Z,790000,,,0,,C. Joseph Free Throw 1 of 2 (1 PTS),[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,Made,,,,,,,,,,,1.0,,,,,,,,
80,PT07M03.00S,2022-02-25T00:21:46.6Z,1,REGULAR,substitution,out,[],1630596,,,1610612765,9,11,2022-02-25T00:21:52Z,800000,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT07M03.00S,2022-02-25T00:21:46.6Z,1,REGULAR,substitution,in,[],201567,,,1610612765,9,11,2022-02-25T00:21:52Z,810000,,,0,,SUB in: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT07M03.00S,2022-02-25T00:22:07.1Z,1,REGULAR,freethrow,2 of 2,[],202709,,,1610612765,10,11,2022-02-25T00:22:07Z,820000,,,0,,C. Joseph Free Throw 2 of 2 (2 PTS),[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,Made,,,,,,,,,,,2.0,,,,,,,,
83,PT06M54.00S,2022-02-25T00:22:17.9Z,1,REGULAR,3pt,Jump Shot,[],201567,67.46057818659658,60.53921568627451,1610612739,10,14,2022-02-25T00:22:22Z,830000,53.0,253.0,1,right,K. Love 25' 3PT  (3 PTS) (R. Rondo 3 AST),"[201567, 200765]",1610612739.0,CLE,,,,Love,K. Love,,,,,25.88,Made,,,,,,,,,,,3.0,R. Rondo,200765.0,3.0,,,,,
85,PT06M37.00S,2022-02-25T00:22:35.2Z,1,REGULAR,3pt,Jump Shot,[],1630180,6.619579500657039,97.30392156862744,1610612765,10,14,2022-02-25T00:22:39Z,850000,-237.0,10.0,1,left,MISS S. Bey 3PT,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,23.67,Missed,,,,,,,,,,,,,,,,,,,
86,PT06M34.00S,2022-02-25T00:22:38.2Z,1,REGULAR,rebound,defensive,[],1629731,,,1610612739,10,14,2022-02-25T00:22:39Z,860000,,,0,,D. Wade REBOUND (Off:0 Def:1),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,85.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
87,PT06M21.00S,2022-02-25T00:22:51.5Z,1,REGULAR,3pt,Jump Shot,[],1629731,68.51182654402103,33.57843137254902,1610612739,10,14,2022-02-25T00:22:55Z,870000,-82.0,243.0,1,right,MISS D. Wade 25' 3PT,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,25.7,Missed,,,,,,,,,,,,,,,,,,,
88,PT06M17.00S,2022-02-25T00:22:54.8Z,1,REGULAR,rebound,defensive,[],203482,,,1610612765,10,14,2022-02-25T00:22:54Z,880000,,,0,,K. Olynyk REBOUND (Off:0 Def:2),[203482],1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,,,87.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
89,PT06M15.00S,2022-02-25T00:22:59.2Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612765,10,14,2022-02-25T00:22:59Z,890000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT06M15.00S,2022-02-25T00:23:04.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,10,14,2022-02-25T00:23:04Z,900000,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT06M05.00S,2022-02-25T00:26:20.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628963,6.8823915900131425,55.88235294117647,1610612765,10,14,2022-02-25T00:26:25Z,910000,-29.0,12.0,1,left,MISS M. Bagley III Hook,[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,3.18,Missed,,,,,,,,,,,,,,,,,,,
92,PT06M02.00S,2022-02-25T00:26:23.6Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,10,14,2022-02-25T00:26:25Z,920000,,,0,,J. Allen REBOUND (Off:1 Def:2),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,91.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
