actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
23,PT10M36.00S,2022-11-01T01:12:56.0Z,1,REGULAR,rebound,defensive,[],203903,,,1610612762,0,4,2022-11-01T01:13:11Z,230000,,,0,,J. Clarkson REBOUND (Off:0 Def:2),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,22.0,2.0,2.0,0.0,,,,,,,,
24,PT10M23.00S,2022-11-01T01:13:23.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203482,11.514454664914586,37.99019607843137,1610612762,2,4,2022-11-01T01:14:17Z,240000,60.0,56.0,1,left,K. Olynyk 8' driving floating Jump Shot (2 PTS),[203482],1610612762.0,UTA,driving floating,,,Olynyk,K. Olynyk,,,,,In The Paint (Non-RA),8-16 Right,8.19,Made,2.0,,,,,,,,,,,,,,,,,
25,PT10M00.00S,2022-11-01T01:13:49.1Z,1,REGULAR,turnover,out-of-bounds,[],203500,,,1610612763,2,4,2022-11-01T01:13:58Z,250000,,,0,,S. Adams bad pass out-of-bounds TURNOVER (1 TO),[203500],1610612763.0,MEM,bad pass,,,Adams,S. Adams,,,,,Mid-Range,16-24 Left Center,,,,1830.0,,,,,,,,,1.0,,,,,,,
26,PT09M51.00S,2022-11-01T01:14:07.3Z,1,REGULAR,foul,personal,['2freethrow'],1630583,,,1610612762,2,4,2022-11-01T01:14:14Z,260000,,,0,,S. Aldama shooting personal FOUL (1 PF) (Olynyk 2 FT),"[1630583, 203482]",1610612763.0,MEM,shooting,,,Aldama,S. Aldama,,,,,Mid-Range,16-24 Right Center,,,,1628482.0,1.0,0.0,Olynyk,203482.0,,,,,,,,,,,,
28,PT09M51.00S,2022-11-01T01:14:29.9Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],203482,,,1610612762,3,4,2022-11-01T01:14:29Z,280000,,,0,,K. Olynyk Free Throw 1 of 2 (3 PTS),[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
29,PT09M51.00S,2022-11-01T01:14:43.4Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],203482,,,1610612762,4,4,2022-11-01T01:14:43Z,290000,,,0,,K. Olynyk Free Throw 2 of 2 (4 PTS),[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
30,PT09M35.00S,2022-11-01T01:15:04.7Z,1,REGULAR,foul,personal,['2freethrow'],1628374,,,1610612763,4,4,2022-11-01T01:15:13Z,300000,,,0,,L. Markkanen shooting personal FOUL (1 PF) (Aldama 2 FT),"[1628374, 1630583]",1610612762.0,UTA,shooting,,,Markkanen,L. Markkanen,,,,,In The Paint (Non-RA),0-8 Center,,,,200833.0,1.0,0.0,Aldama,1630583.0,,,,,,,,,,,,
32,PT09M35.00S,2022-11-01T01:15:27.7Z,1,REGULAR,freethrow,1 of 2,[],1630583,,,1610612763,4,4,2022-11-01T01:15:27Z,320000,,,0,,MISS S. Aldama Free Throw 1 of 2,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
33,PT09M35.00S,2022-11-01T01:15:27.7Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612763,4,4,2022-11-01T01:15:27Z,330000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,32.0,,,,,,,,,,,
34,PT09M35.00S,2022-11-01T01:15:41.3Z,1,REGULAR,freethrow,2 of 2,[],1630583,,,1610612763,4,5,2022-11-01T01:15:41Z,340000,,,0,,S. Aldama Free Throw 2 of 2 (1 PTS),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
35,PT09M20.00S,2022-11-01T01:15:58.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629020,5.469776609724048,54.90196078431373,1610612762,6,5,2022-11-01T01:16:03Z,350000,-25.0,-1.0,1,left,J. Vanderbilt cutting Layup (2 PTS) (M. Conley 1 AST),"[1629020, 201144]",1610612762.0,UTA,cutting,,,Vanderbilt,J. Vanderbilt,,,,,Restricted Area,0-8 Center,2.45,Made,2.0,,,,,,,,,,,M. Conley,201144.0,1.0,,,,
37,PT09M13.00S,2022-11-01T01:16:05.5Z,1,REGULAR,3pt,Jump Shot,[],1629723,87.59855453350855,1.715686274509804,1610612763,6,5,2022-11-01T01:16:11Z,370000,-241.0,64.0,1,right,MISS J. Konchar 24' 3PT,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Left Corner 3,24+ Left,24.98,Missed,,,,,,,,,,,,,,,,,,
38,PT09M10.00S,2022-11-01T01:16:08.5Z,1,REGULAR,rebound,defensive,[],1628374,,,1610612762,6,5,2022-11-01T01:16:11Z,380000,,,0,,L. Markkanen REBOUND (Off:0 Def:1),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Left Corner 3,24+ Left,,,,,,,,,37.0,1.0,1.0,0.0,,,,,,,,
39,PT09M03.00S,2022-11-01T01:16:16.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628374,5.732588699080158,40.44117647058824,1610612762,6,5,2022-11-01T01:16:21Z,390000,48.0,1.0,1,left,MISS L. Markkanen Layup - blocked,"[1628374, 1630583]",1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,In The Paint (Non-RA),0-8 Center,4.78,Missed,,,,,,,,,,,,,,,Aldama,1630583.0,,
40,PT09M03.00S,2022-11-01T01:16:16.4Z,1,REGULAR,block,,[],1630583,,,1610612762,6,5,2022-11-01T01:16:18Z,400000,,,0,,S. Aldama BLOCK (1 BLK),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
41,PT08M58.00S,2022-11-01T01:16:21.4Z,1,REGULAR,rebound,offensive,[],1628374,,,1610612762,6,5,2022-11-01T01:16:21Z,410000,,,0,,L. Markkanen REBOUND (Off:1 Def:1),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,39.0,2.0,1.0,1.0,,,,,,,,
42,PT08M58.00S,2022-11-01T01:16:20.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628374,5.590000152587891,50.0,1610612762,8,5,2022-11-01T01:16:20Z,420000,0.0,0.0,1,left,L. Markkanen putback Layup (2 PTS),[1628374],1610612762.0,UTA,putback,,,Markkanen,L. Markkanen,,,,,Mid-Range,8-16 Left,0.0,Made,2.0,,,,,,,,,,,,,,,,,
43,PT08M44.00S,2022-11-01T01:16:34.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629630,92.72339027595268,54.166666666666664,1610612763,8,7,2022-11-01T01:17:11Z,430000,21.0,16.0,1,right,J. Morant driving reverse Layup (4 PTS),[1629630],1610612763.0,MEM,driving reverse,,,Morant,J. Morant,,,,,Restricted Area,0-8 Center,2.62,Made,4.0,,,,,,,,,,,,,,,,,
44,PT08M32.00S,2022-11-01T01:16:47.3Z,1,REGULAR,3pt,Jump Shot,[],1629020,7.966491458607096,2.696078431372549,1610612762,8,7,2022-11-01T01:16:52Z,440000,237.0,22.0,1,left,MISS J. Vanderbilt 3PT,[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,Right Corner 3,24+ Right,23.76,Missed,,,,,,,,,,,,,,,,,,
45,PT08M29.00S,2022-11-01T01:16:50.3Z,1,REGULAR,rebound,defensive,[],1629630,,,1610612763,8,7,2022-11-01T01:16:52Z,450000,,,0,,J. Morant REBOUND (Off:0 Def:1),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,Right Corner 3,24+ Right,,,,,,,,,44.0,1.0,1.0,0.0,,,,,,,,
46,PT08M19.00S,2022-11-01T01:17:00.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203500,92.19776609724047,45.34313725490196,1610612763,8,7,2022-11-01T01:17:03Z,460000,-23.0,21.0,1,right,MISS S. Adams Layup,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,Restricted Area,0-8 Center,3.12,Missed,,,,,,,,,,,,,,,,,,
47,PT08M16.00S,2022-11-01T01:17:02.5Z,1,REGULAR,rebound,offensive,[],1629723,,,1610612763,8,7,2022-11-01T01:17:02Z,470000,,,0,,J. Konchar REBOUND (Off:1 Def:0),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Restricted Area,0-8 Center,,,,,,,,,46.0,1.0,0.0,1.0,,,,,,,,
48,PT08M14.00S,2022-11-01T01:17:04.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628415,66.70499342969777,50.98039215686274,1610612763,8,7,2022-11-01T01:18:36Z,480000,5.0,260.0,1,right,MISS D. Brooks 26' step back 3PT,[1628415],1610612763.0,MEM,step back,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Center,26.05,Missed,,,,,,,,,,,,,,,,,,
49,PT08M10.00S,2022-11-01T01:17:08.7Z,1,REGULAR,rebound,defensive,[],1628374,,,1610612762,8,7,2022-11-01T01:17:09Z,490000,,,0,,L. Markkanen REBOUND (Off:1 Def:2),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Center,,,,,,,,,48.0,3.0,2.0,1.0,,,,,,,,
50,PT08M01.00S,2022-11-01T01:17:20.1Z,1,REGULAR,turnover,out-of-bounds,[],203482,,,1610612762,8,7,2022-11-01T01:17:26Z,500000,,,0,,K. Olynyk bad pass out-of-bounds TURNOVER (1 TO),[203482],1610612762.0,UTA,bad pass,,,Olynyk,K. Olynyk,,,,,In The Paint (Non-RA),0-8 Center,,,,200833.0,,,,,,,,,1.0,,,,,,,
51,PT07M46.00S,2022-11-01T01:17:44.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629630,93.11760840998686,44.85294117647059,1610612763,8,9,2022-11-01T01:17:50Z,510000,-26.0,12.0,1,right,J. Morant reverse Layup (6 PTS) (S. Adams 1 AST),"[1629630, 203500]",1610612763.0,MEM,reverse,,,Morant,J. Morant,,,,,Restricted Area,0-8 Center,2.84,Made,6.0,,,,,,,,,,,S. Adams,203500.0,1.0,,,,
53,PT07M21.00S,2022-11-01T01:18:10.0Z,1,REGULAR,3pt,Jump Shot,[],201144,18.347568988173457,90.93137254901961,1610612762,8,9,2022-11-01T01:19:26Z,530000,-205.0,120.0,1,left,MISS M. Conley pullup 3PT,[201144],1610612762.0,UTA,pullup,,,Conley,M. Conley,,,,,Above the Break 3,24+ Left Center,23.73,Missed,,,,,,,,,,,,,,,,,,
54,PT07M18.00S,2022-11-01T01:18:13.0Z,1,REGULAR,rebound,defensive,[],1629723,,,1610612763,8,9,2022-11-01T01:18:14Z,540000,,,0,,J. Konchar REBOUND (Off:1 Def:1),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Above the Break 3,24+ Left Center,,,,,,,,,53.0,2.0,1.0,1.0,,,,,,,,
55,PT07M06.00S,2022-11-01T01:18:24.6Z,1,REGULAR,3pt,Jump Shot,[],1630583,91.80354796320631,96.56862745098039,1610612763,8,9,2022-11-01T01:18:30Z,550000,233.0,25.0,1,right,MISS S. Aldama 3PT,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Right Corner 3,24+ Right,23.41,Missed,,,,,,,,,,,,,,,,,,
56,PT07M02.00S,2022-11-01T01:18:28.6Z,1,REGULAR,rebound,defensive,[],1629020,,,1610612762,8,9,2022-11-01T01:18:30Z,560000,,,0,,J. Vanderbilt REBOUND (Off:0 Def:1),[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,Right Corner 3,24+ Right,,,,,,,,,55.0,1.0,1.0,0.0,,,,,,,,
57,PT06M50.00S,2022-11-01T01:18:40.7Z,1,REGULAR,turnover,lost ball,[],1629020,,,1610612762,8,9,2022-11-01T01:18:44Z,570000,,,0,,J. Vanderbilt lost ball TURNOVER (1 TO),"[1629020, 1629723]",1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1.0,,,,,,Konchar,1629723.0
58,PT06M50.00S,2022-11-01T01:18:40.7Z,1,REGULAR,steal,,[],1629723,,,1610612763,8,9,2022-11-01T01:22:03Z,580000,,,0,,J. Konchar STEAL (1 STL),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
59,PT06M48.00S,2022-11-01T01:18:45.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630583,92.72339027595268,56.127450980392155,1610612763,8,9,2022-11-01T01:21:04Z,590000,31.0,16.0,1,right,MISS S. Aldama running Layup,[1630583],1610612763.0,MEM,running,,,Aldama,S. Aldama,,,,,Restricted Area,0-8 Center,3.45,Missed,,,,,,,,,,,,,,,,,,
60,PT06M47.00S,2022-11-01T01:18:46.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612762,8,9,2022-11-01T01:21:04Z,600000,,,0,,TEAM defensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,59.0,,,,,,,,,,,
62,PT06M46.00S,2022-11-01T01:18:53.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,8,9,2022-11-01T01:18:53Z,620000,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M46.00S,2022-11-01T01:21:18.5Z,1,REGULAR,substitution,out,[],203903,,,1610612762,8,9,2022-11-01T01:21:39Z,630000,,,0,,SUB out: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M46.00S,2022-11-01T01:21:18.5Z,1,REGULAR,substitution,out,[],203482,,,1610612762,8,9,2022-11-01T01:21:39Z,640000,,,0,,SUB out: K. Olynyk,[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M46.00S,2022-11-01T01:21:18.5Z,1,REGULAR,substitution,out,[],1630583,,,1610612762,8,9,2022-11-01T01:21:39Z,660000,,,0,,SUB out: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M46.00S,2022-11-01T01:21:18.5Z,1,REGULAR,substitution,in,[],1627736,,,1610612762,8,9,2022-11-01T01:21:39Z,670000,,,0,,SUB in: M. Beasley,[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M46.00S,2022-11-01T01:21:18.5Z,1,REGULAR,substitution,in,[],1629012,,,1610612762,8,9,2022-11-01T01:21:39Z,680000,,,0,,SUB in: C. Sexton,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M46.00S,2022-11-01T01:21:18.5Z,1,REGULAR,substitution,in,[],1631223,,,1610612762,8,9,2022-11-01T01:21:39Z,690000,,,0,,SUB in: D. Roddy,[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M46.00S,2022-11-01T01:21:18.5Z,1,REGULAR,substitution,in,[],1626145,,,1610612762,8,9,2022-11-01T01:21:39Z,700000,,,0,,SUB in: T. Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M46.00S,2022-11-01T01:21:18.5Z,1,REGULAR,substitution,out,[],1628415,,,1610612762,8,9,2022-11-01T01:21:48Z,710000,,,0,,SUB out: D. Brooks,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M30.00S,2022-11-01T01:22:05.7Z,1,REGULAR,3pt,Jump Shot,[],201144,29.6484888304862,30.392156862745097,1610612762,11,9,2022-11-01T01:22:11Z,720000,98.0,226.0,1,left,M. Conley 24' 3PT  (3 PTS) (M. Beasley 1 AST),"[201144, 1627736]",1610612762.0,UTA,,,,Conley,M. Conley,,,,,Above the Break 3,24+ Right Center,24.65,Made,3.0,,,,,,,,,,,M. Beasley,1627736.0,1.0,,,,
74,PT06M08.00S,2022-11-01T01:22:26.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626145,80.6340341655716,37.99019607843137,1610612763,11,11,2022-11-01T01:23:13Z,740000,-60.0,130.0,1,right,T. Jones 14' pullup Jump Shot (2 PTS),[1626145],1610612763.0,MEM,pullup,,,Jones,T. Jones,,,,,In The Paint (Non-RA),8-16 Center,14.27,Made,2.0,,,,,,,,,,,,,,,,,
75,PT06M01.00S,2022-11-01T01:22:36.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629012,4.944152431011826,43.872549019607845,1610612762,13,11,2022-11-01T01:22:46Z,750000,31.0,-6.0,1,left,C. Sexton driving Layup (2 PTS),[1629012],1610612762.0,UTA,driving,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,3.12,Made,2.0,,,,,,,,,,,,,,,,,
76,PT06M01.00S,2022-11-01T01:22:39.1Z,1,REGULAR,foul,personal,['1freethrow'],1629723,,,1610612762,13,11,2022-11-01T01:22:48Z,760000,,,0,,J. Konchar shooting personal FOUL (1 PF) (Sexton 1 FT),"[1629723, 1629012]",1610612763.0,MEM,shooting,,,Konchar,J. Konchar,,,,,Restricted Area,0-8 Center,,,,200833.0,1.0,0.0,Sexton,1629012.0,,,,,,,,,,,,
78,PT06M01.00S,2022-11-01T01:22:55.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,13,11,2022-11-01T01:26:24Z,780000,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M01.00S,2022-11-01T01:26:02.5Z,1,REGULAR,freethrow,1 of 1,[],1629012,,,1610612762,14,11,2022-11-01T01:26:02Z,790000,,,0,,C. Sexton Free Throw 1 of 1 (3 PTS),[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
80,PT05M44.00S,2022-11-01T01:26:21.6Z,1,REGULAR,3pt,Jump Shot,[],1631223,92.46057818659659,95.83333333333334,1610612763,14,11,2022-11-01T01:26:27Z,800000,229.0,18.0,1,right,MISS D. Roddy 3PT,[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,Right Corner 3,24+ Right,22.99,Missed,,,,,,,,,,,,,,,,,,
81,PT05M41.00S,2022-11-01T01:26:24.6Z,1,REGULAR,rebound,defensive,[],1627736,,,1610612762,14,11,2022-11-01T01:26:27Z,810000,,,0,,M. Beasley REBOUND (Off:0 Def:1),[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,Right Corner 3,24+ Right,,,,,,,,,80.0,1.0,1.0,0.0,,,,,,,,
82,PT05M20.00S,2022-11-01T01:26:45.6Z,1,REGULAR,3pt,Jump Shot,[],1629012,28.86005256241787,72.79411764705883,1610612762,17,11,2022-11-01T01:26:53Z,820000,-114.0,219.0,1,left,C. Sexton 24' 3PT  (6 PTS),[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,Above the Break 3,24+ Left Center,24.67,Made,6.0,,,,,,,,,,,,,,,,,
83,PT05M07.00S,2022-11-01T01:27:03.4Z,1,REGULAR,foul,personal,[],1629012,,,1610612763,17,11,2022-11-01T01:27:14Z,830000,,,0,,C. Sexton personal FOUL (1 PF),"[1629012, 1629630]",1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,Above the Break 3,24+ Center,,,,1628482.0,1.0,0.0,Morant,1629630.0,,,,,,,,,,,,
85,PT05M07.00S,2022-11-01T01:27:07.9Z,1,REGULAR,substitution,out,[],203500,,,1610612763,17,11,2022-11-01T01:27:10Z,850000,,,0,,SUB out: S. Adams,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M07.00S,2022-11-01T01:27:07.9Z,1,REGULAR,substitution,in,[],1629634,,,1610612763,17,11,2022-11-01T01:27:10Z,860000,,,0,,SUB in: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,,
