actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
169,PT09M52.00S,2022-11-01T01:42:22.7Z,2,REGULAR,rebound,offensive,[],1630534,,,1610612762,28,31,2022-11-01T01:42:24Z,1670000,,,0,,O. Agbaji REBOUND (Off:1 Def:0),[1630534],1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,Above the Break 3,24+ Left Center,,,,,,,,,168.0,1.0,0.0,1.0,,,,,,,,
170,PT09M48.00S,2022-11-01T01:42:26.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629659,6.258212877792378,45.34313725490196,1610612762,30,31,2022-11-01T01:42:31Z,1680000,23.0,6.0,1,left,T. Horton-Tucker reverse Layup (6 PTS),[1629659],1610612762.0,UTA,reverse,,,Horton-Tucker,T. Horton-Tucker,,,,,Restricted Area,0-8 Center,2.41,Made,6.0,,,,,,,,,,,,,,,,,
171,PT09M32.00S,2022-11-01T01:42:41.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626145,80.76544021024968,50.0,1610612763,30,33,2022-11-01T01:44:12Z,1690000,0.0,128.0,1,right,T. Jones 12' driving floating Jump Shot (7 PTS),[1626145],1610612763.0,MEM,driving floating,,,Jones,T. Jones,,,,,In The Paint (Non-RA),8-16 Center,12.83,Made,7.0,,,,,,,,,,,,,,,,,
172,PT09M21.00S,2022-11-01T01:42:53.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629659,5.732588699080158,46.07843137254902,1610612762,30,33,2022-11-01T01:42:57Z,1700000,20.0,1.0,1,left,MISS T. Horton-Tucker driving Layup,[1629659],1610612762.0,UTA,driving,,,Horton-Tucker,T. Horton-Tucker,,,,,Restricted Area,0-8 Center,1.96,Missed,,,,,,,,,,,,,,,,,,
173,PT09M19.00S,2022-11-01T01:42:55.1Z,2,REGULAR,rebound,defensive,[],1626145,,,1610612763,30,33,2022-11-01T01:42:57Z,1710000,,,0,,T. Jones REBOUND (Off:0 Def:1),[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,,,,,,,,,172.0,1.0,1.0,0.0,,,,,,,,
174,PT09M11.00S,2022-11-01T01:43:02.8Z,2,REGULAR,3pt,Jump Shot,[],1626145,68.54467805519053,65.93137254901961,1610612763,30,33,2022-11-01T01:43:07Z,1720000,80.0,243.0,1,right,MISS T. Jones 25' pullup 3PT,[1626145],1610612763.0,MEM,pullup,,,Jones,T. Jones,,,,,Above the Break 3,24+ Center,25.59,Missed,,,,,,,,,,,,,,,,,,
175,PT09M09.00S,2022-11-01T01:43:04.8Z,2,REGULAR,rebound,defensive,[],1627736,,,1610612762,30,33,2022-11-01T01:43:07Z,1730000,,,0,,M. Beasley REBOUND (Off:0 Def:3),[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Center,,,,,,,,,174.0,3.0,3.0,0.0,,,,,,,,
176,PT09M04.00S,2022-11-01T01:43:09.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203482,7.703679369250986,48.529411764705884,1610612762,32,33,2022-11-01T01:43:37Z,1740000,7.0,20.0,1,left,K. Olynyk running finger roll Layup (6 PTS) (M. Beasley 2 AST),"[203482, 1627736]",1610612762.0,UTA,running finger roll,,,Olynyk,K. Olynyk,,,,,Restricted Area,0-8 Center,2.12,Made,6.0,,,,,,,,,,,M. Beasley,1627736.0,2.0,,,,
178,PT08M54.00S,2022-11-01T01:43:22.9Z,2,REGULAR,turnover,out-of-bounds,[],1626145,,,1610612763,32,33,2022-11-01T01:43:29Z,1760000,,,0,,T. Jones bad pass out-of-bounds TURNOVER (1 TO),[1626145],1610612763.0,MEM,bad pass,,,Jones,T. Jones,,,,,Mid-Range,16-24 Center,,,,200833.0,,,,,,,,,1.0,,,,,,,
179,PT08M54.00S,2022-11-01T01:43:26.1Z,2,REGULAR,substitution,out,[],1631223,,,1610612762,32,33,2022-11-01T01:43:29Z,1770000,,,0,,SUB out: D. Roddy,[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT08M54.00S,2022-11-01T01:43:26.1Z,2,REGULAR,substitution,in,[],1631113,,,1610612762,32,33,2022-11-01T01:43:29Z,1780000,,,0,,SUB in: K. Chandler,[1631113],1610612763.0,MEM,,,,Chandler,K. Chandler,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT08M41.00S,2022-11-01T01:43:51.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1627736,28.991458607095925,70.34313725490196,1610612762,35,33,2022-11-01T01:43:56Z,1790000,-102.0,220.0,1,left,M. Beasley 24' 3PT pullup (8 PTS) (K. Olynyk 1 AST),"[1627736, 203482]",1610612762.0,UTA,pullup,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Left Center,24.24,Made,8.0,,,,,,,,,,,K. Olynyk,203482.0,1.0,,,,
183,PT08M20.00S,2022-11-01T01:44:11.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631113,87.86136662286465,36.51960784313725,1610612763,35,33,2022-11-01T01:44:17Z,1810000,-67.0,62.0,1,right,MISS K. Chandler 9' driving floating bank Shot,[1631113],1610612763.0,MEM,driving floating bank,,,Chandler,K. Chandler,,,,,In The Paint (Non-RA),8-16 Left,9.13,Missed,,,,,,,,,,,,,,,,,,
184,PT08M18.00S,2022-11-01T01:44:13.6Z,2,REGULAR,rebound,defensive,[],203903,,,1610612762,35,33,2022-11-01T01:44:17Z,1820000,,,0,,J. Clarkson REBOUND (Off:0 Def:3),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,183.0,3.0,3.0,0.0,,,,,,,,
185,PT08M06.00S,2022-11-01T01:44:26.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630534,5.469776609724048,53.431372549019606,1610612762,37,33,2022-11-01T01:44:37Z,1830000,-17.0,-1.0,1,left,O. Agbaji reverse Layup (2 PTS) (T. Horton-Tucker 1 AST),"[1630534, 1629659]",1610612762.0,UTA,reverse,,,Agbaji,O. Agbaji,,,,,Restricted Area,0-8 Center,1.72,Made,2.0,,,,,,,,,,,T. Horton-Tucker,1629659.0,1.0,,,,
187,PT07M46.00S,2022-11-01T01:44:45.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628415,85.49605781865965,36.029411764705884,1610612763,37,33,2022-11-01T01:44:52Z,1850000,-70.0,84.0,1,right,MISS D. Brooks 10' fadeaway Shot,[1628415],1610612763.0,MEM,fadeaway,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),8-16 Left,10.91,Missed,,,,,,,,,,,,,,,,,,
188,PT07M43.00S,2022-11-01T01:44:48.7Z,2,REGULAR,rebound,defensive,[],1629659,,,1610612762,37,33,2022-11-01T01:44:51Z,1860000,,,0,,T. Horton-Tucker REBOUND (Off:0 Def:2),[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,187.0,2.0,2.0,0.0,,,,,,,,
189,PT07M37.00S,2022-11-01T01:44:54.6Z,2,REGULAR,3pt,Jump Shot,[],1629659,26.62614980289093,86.76470588235294,1610612762,37,33,2022-11-01T01:45:00Z,1870000,-184.0,198.0,1,left,MISS T. Horton-Tucker 27' 3PT,[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,Above the Break 3,24+ Left Center,27.0,Missed,,,,,,,,,,,,,,,,,,
190,PT07M34.00S,2022-11-01T01:44:57.6Z,2,REGULAR,rebound,defensive,[],1629634,,,1610612763,37,33,2022-11-01T01:45:00Z,1880000,,,0,,B. Clarke REBOUND (Off:1 Def:2),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,Above the Break 3,24+ Left Center,,,,,,,,,189.0,3.0,2.0,1.0,,,,,,,,
191,PT07M27.00S,2022-11-01T01:45:04.1Z,2,REGULAR,turnover,bad pass,[],1626145,,,1610612763,37,33,2022-11-01T01:45:08Z,1890000,,,0,,T. Jones bad pass TURNOVER (2 TO),"[1626145, 203482]",1610612763.0,MEM,,,,Jones,T. Jones,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,2.0,,,,,,Olynyk,203482.0
192,PT07M27.00S,2022-11-01T01:45:04.1Z,2,REGULAR,steal,,[],203482,,,1610612762,37,33,2022-11-01T01:45:05Z,1900000,,,0,,K. Olynyk STEAL (2 STL),[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
193,PT07M20.00S,2022-11-01T01:45:12.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629659,32.14520367936925,51.470588235294116,1610612762,37,33,2022-11-01T01:45:18Z,1910000,-7.0,250.0,1,left,MISS T. Horton-Tucker 24' 3PT,[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,Above the Break 3,24+ Center,24.98,Missed,,,,,,,,,,,,,,,,,,
194,PT07M19.00S,2022-11-01T01:45:15.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612763,37,33,2022-11-01T01:45:15Z,1920000,,,0,,TEAM defensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,193.0,,,,,,,,,,,
196,PT07M02.00S,2022-11-01T01:45:55.6Z,2,REGULAR,turnover,bad pass,[],1628415,,,1610612763,37,33,2022-11-01T01:45:59Z,1940000,,,0,,D. Brooks bad pass TURNOVER (1 TO),"[1628415, 203482]",1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,1.0,,,,,,Olynyk,203482.0
197,PT07M02.00S,2022-11-01T01:45:55.6Z,2,REGULAR,steal,,[],203482,,,1610612762,37,33,2022-11-01T01:45:57Z,1950000,,,0,,K. Olynyk STEAL (3 STL),[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
198,PT06M54.00S,2022-11-01T01:46:03.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627736,6.652431011826544,53.92156862745098,1610612762,39,33,2022-11-01T01:46:08Z,1960000,-20.0,10.0,1,left,M. Beasley Layup (10 PTS),[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,Restricted Area,0-8 Center,2.2,Made,10.0,,,,,,,,,,,,,,,,,
199,PT06M53.00S,2022-11-01T01:46:08.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,39,33,2022-11-01T01:46:08Z,1970000,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT06M53.00S,2022-11-01T01:48:30.9Z,2,REGULAR,substitution,out,[],1629659,,,1610612763,39,33,2022-11-01T01:49:00Z,1980000,,,0,,SUB out: T. Horton-Tucker,[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT06M53.00S,2022-11-01T01:48:30.9Z,2,REGULAR,substitution,out,[],1630534,,,1610612763,39,33,2022-11-01T01:49:00Z,1990000,,,0,,SUB out: O. Agbaji,[1630534],1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT06M53.00S,2022-11-01T01:48:30.9Z,2,REGULAR,substitution,out,[],203482,,,1610612763,39,33,2022-11-01T01:49:00Z,2000000,,,0,,SUB out: K. Olynyk,[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT06M53.00S,2022-11-01T01:48:30.9Z,2,REGULAR,substitution,out,[],1630214,,,1610612763,39,33,2022-11-01T01:49:00Z,2010000,,,0,,SUB out: X. Tillman,[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT06M53.00S,2022-11-01T01:48:30.9Z,2,REGULAR,substitution,out,[],1629634,,,1610612763,39,33,2022-11-01T01:49:00Z,2020000,,,0,,SUB out: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT06M53.00S,2022-11-01T01:48:30.9Z,2,REGULAR,substitution,out,[],1626145,,,1610612763,39,33,2022-11-01T01:49:00Z,2030000,,,0,,SUB out: T. Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT06M53.00S,2022-11-01T01:48:30.9Z,2,REGULAR,substitution,out,[],1628415,,,1610612763,39,33,2022-11-01T01:49:00Z,2040000,,,0,,SUB out: D. Brooks,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT06M53.00S,2022-11-01T01:48:30.9Z,2,REGULAR,substitution,in,[],1629020,,,1610612763,39,33,2022-11-01T01:49:00Z,2050000,,,0,,SUB in: J. Vanderbilt,[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT06M53.00S,2022-11-01T01:48:30.9Z,2,REGULAR,substitution,in,[],1628374,,,1610612763,39,33,2022-11-01T01:49:00Z,2060000,,,0,,SUB in: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT06M53.00S,2022-11-01T01:48:30.9Z,2,REGULAR,substitution,in,[],1629012,,,1610612763,39,33,2022-11-01T01:49:00Z,2070000,,,0,,SUB in: C. Sexton,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT06M53.00S,2022-11-01T01:48:30.9Z,2,REGULAR,substitution,in,[],1630583,,,1610612763,39,33,2022-11-01T01:49:00Z,2080000,,,0,,SUB in: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT06M53.00S,2022-11-01T01:48:30.9Z,2,REGULAR,substitution,in,[],1629723,,,1610612763,39,33,2022-11-01T01:49:00Z,2090000,,,0,,SUB in: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT06M53.00S,2022-11-01T01:48:30.9Z,2,REGULAR,substitution,in,[],203500,,,1610612763,39,33,2022-11-01T01:49:00Z,2100000,,,0,,SUB in: S. Adams,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT06M53.00S,2022-11-01T01:48:30.9Z,2,REGULAR,substitution,in,[],1629630,,,1610612763,39,33,2022-11-01T01:49:00Z,2110000,,,0,,SUB in: J. Morant,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT06M36.00S,2022-11-01T01:49:24.6Z,2,REGULAR,3pt,Jump Shot,[],1629723,71.69842312746385,22.30392156862745,1610612763,39,33,2022-11-01T01:49:32Z,2120000,-138.0,214.0,1,right,MISS J. Konchar 25' 3PT,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Above the Break 3,24+ Left Center,25.45,Missed,,,,,,,,,,,,,,,,,,
215,PT06M29.00S,2022-11-01T01:49:31.6Z,2,REGULAR,rebound,offensive,[],203500,,,1610612763,39,33,2022-11-01T01:49:32Z,2130000,,,0,,S. Adams REBOUND (Off:1 Def:2),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,Above the Break 3,24+ Left Center,,,,,,,,,214.0,3.0,2.0,1.0,,,,,,,,
216,PT06M28.00S,2022-11-01T01:49:31.7Z,2,REGULAR,turnover,bad pass,[],203500,,,1610612763,39,33,2022-11-01T01:49:36Z,2140000,,,0,,S. Adams bad pass TURNOVER (2 TO),"[203500, 1629012]",1610612763.0,MEM,,,,Adams,S. Adams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,2.0,,,,,,Sexton,1629012.0
217,PT06M28.00S,2022-11-01T01:49:31.7Z,2,REGULAR,steal,,[],1629012,,,1610612762,39,33,2022-11-01T01:49:33Z,2150000,,,0,,C. Sexton STEAL (1 STL),[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
218,PT06M22.00S,2022-11-01T01:49:37.8Z,2,REGULAR,turnover,lost ball,[],1627736,,,1610612762,39,33,2022-11-01T01:51:51Z,2160000,,,0,,M. Beasley lost ball TURNOVER (2 TO),"[1627736, 1629723]",1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,2.0,,,,,,Konchar,1629723.0
219,PT06M22.00S,2022-11-01T01:49:37.8Z,2,REGULAR,steal,,[],1629723,,,1610612763,39,33,2022-11-01T01:49:41Z,2170000,,,0,,J. Konchar STEAL (2 STL),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
220,PT06M18.00S,2022-11-01T01:49:43.1Z,2,REGULAR,foul,personal,['2freethrow'],203903,,,1610612763,39,33,2022-11-01T01:49:49Z,2180000,,,0,,J. Clarkson shooting personal FOUL (2 PF) (Chandler 2 FT),"[203903, 1631113]",1610612762.0,UTA,shooting,,,Clarkson,J. Clarkson,,,,,Restricted Area,0-8 Center,,,,1830.0,2.0,0.0,Chandler,1631113.0,,,,,,,,,,,,
222,PT06M18.00S,2022-11-01T01:50:12.0Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1631113,,,1610612763,39,33,2022-11-01T01:50:12Z,2200000,,,0,,MISS K. Chandler Free Throw 1 of 2,[1631113],1610612763.0,MEM,,,,Chandler,K. Chandler,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
223,PT06M18.00S,2022-11-01T01:50:12.0Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612763,39,33,2022-11-01T01:50:12Z,2210000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,222.0,,,,,,,,,,,
224,PT06M18.00S,2022-11-01T01:50:32.5Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1631113,,,1610612763,39,34,2022-11-01T01:50:32Z,2220000,,,0,,K. Chandler Free Throw 2 of 2 (1 PTS),[1631113],1610612763.0,MEM,,,,Chandler,K. Chandler,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
225,PT06M05.00S,2022-11-01T01:50:50.5Z,2,REGULAR,3pt,Jump Shot,[],1629020,6.915243101182654,2.450980392156863,1610612762,42,34,2022-11-01T01:50:55Z,2230000,238.0,13.0,1,left,J. Vanderbilt 3PT  (5 PTS) (L. Markkanen 1 AST),"[1629020, 1628374]",1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,Right Corner 3,24+ Right,23.8,Made,5.0,,,,,,,,,,,L. Markkanen,1628374.0,1.0,,,,
227,PT05M53.00S,2022-11-01T01:51:02.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629630,91.5407358738502,42.8921568627451,1610612763,42,36,2022-11-01T01:53:04Z,2250000,-36.0,27.0,1,right,J. Morant driving finger roll Layup (13 PTS),[1629630],1610612763.0,MEM,driving finger roll,,,Morant,J. Morant,,,,,In The Paint (Non-RA),0-8 Center,4.46,Made,13.0,,,,,,,,,,,,,,,,,
228,PT05M41.00S,2022-11-01T01:51:16.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629012,6.783837056504599,48.529411764705884,1610612762,42,36,2022-11-01T01:51:21Z,2260000,7.0,11.0,1,left,MISS C. Sexton driving Layup - blocked,"[1629012, 203500]",1610612762.0,UTA,driving,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,1.35,Missed,,,,,,,,,,,,,,,Adams,203500.0,,
229,PT05M41.00S,2022-11-01T01:51:16.7Z,2,REGULAR,block,,[],203500,,,1610612762,42,36,2022-11-01T01:51:18Z,2270000,,,0,,S. Adams BLOCK (1 BLK),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
230,PT05M41.00S,2022-11-01T01:51:16.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612762,42,36,2022-11-01T01:51:21Z,2280000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,228.0,,,,,,,,,,,
232,PT05M41.00S,2022-11-01T01:51:20.9Z,2,REGULAR,substitution,out,[],1627736,,,1610612762,42,36,2022-11-01T01:51:27Z,2300000,,,0,,SUB out: M. Beasley,[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT05M41.00S,2022-11-01T01:51:20.9Z,2,REGULAR,substitution,out,[],1631113,,,1610612762,42,36,2022-11-01T01:51:27Z,2310000,,,0,,SUB out: K. Chandler,[1631113],1610612763.0,MEM,,,,Chandler,K. Chandler,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT05M41.00S,2022-11-01T01:51:20.9Z,2,REGULAR,substitution,in,[],201144,,,1610612762,42,36,2022-11-01T01:51:27Z,2320000,,,0,,SUB in: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT05M41.00S,2022-11-01T01:51:20.9Z,2,REGULAR,substitution,in,[],1631223,,,1610612762,42,36,2022-11-01T01:51:27Z,2330000,,,0,,SUB in: D. Roddy,[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT05M27.00S,2022-11-01T01:51:56.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629012,5.075558475689881,37.99019607843137,1610612762,42,36,2022-11-01T01:52:01Z,2340000,60.0,-5.0,1,left,MISS C. Sexton 6' driving Layup,[1629012],1610612762.0,UTA,driving,,,Sexton,C. Sexton,,,,,In The Paint (Non-RA),0-8 Center,6.02,Missed,,,,,,,,,,,,,,,,,,
237,PT05M25.00S,2022-11-01T01:51:58.7Z,2,REGULAR,rebound,offensive,[],1629020,,,1610612762,42,36,2022-11-01T01:51:58Z,2350000,,,0,,J. Vanderbilt REBOUND (Off:1 Def:1),[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,236.0,2.0,1.0,1.0,,,,,,,,
238,PT05M19.00S,2022-11-01T01:52:04.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628374,28.86005256241787,81.12745098039215,1610612762,45,36,2022-11-01T01:52:18Z,2360000,-156.0,219.0,1,left,L. Markkanen 26' 3PT  (7 PTS) (J. Clarkson 2 AST),"[1628374, 203903]",1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Left Center,26.85,Made,7.0,,,,,,,,,,,J. Clarkson,203903.0,2.0,,,,
240,PT05M01.00S,2022-11-01T01:52:21.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,86.28449408672799,50.245098039215684,1610612763,45,36,2022-11-01T02:00:13Z,2380000,1.0,76.0,1,right,MISS J. Morant 7' driving floating Shot - blocked,"[1629630, 1628374]",1610612763.0,MEM,driving floating,,,Morant,J. Morant,,,,,In The Paint (Non-RA),0-8 Center,7.64,Missed,,,,,,,,,,,,,,,Markkanen,1628374.0,,
241,PT05M01.00S,2022-11-01T01:52:21.9Z,2,REGULAR,block,,[],1628374,,,1610612763,45,36,2022-11-01T01:52:24Z,2390000,,,0,,L. Markkanen BLOCK (1 BLK),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
242,PT04M58.00S,2022-11-01T01:52:24.9Z,2,REGULAR,rebound,defensive,[],203903,,,1610612762,45,36,2022-11-01T01:52:25Z,2400000,,,0,,J. Clarkson REBOUND (Off:0 Def:4),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,240.0,4.0,4.0,0.0,,,,,,,,
243,PT04M58.00S,2022-11-01T01:52:30.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629012,9.411957950065702,50.49019607843137,1610612762,45,36,2022-11-01T02:01:30Z,2410000,-2.0,36.0,1,left,MISS C. Sexton running Layup - blocked,"[1629012, 1629723]",1610612762.0,UTA,running,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,3.61,Missed,,,,,,,,,,,,,,,Konchar,1629723.0,,
244,PT04M58.00S,2022-11-01T01:52:30.7Z,2,REGULAR,block,,[],1629723,,,1610612762,45,36,2022-11-01T01:52:34Z,2420000,,,0,,J. Konchar BLOCK (1 BLK),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
245,PT04M53.00S,2022-11-01T01:52:35.7Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612763,45,36,2022-11-01T01:52:37Z,2430000,,,0,,TEAM defensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,243.0,,,,,,,,,,,
247,PT04M45.00S,2022-11-01T01:52:43.9Z,2,REGULAR,turnover,bad pass,[],1629630,,,1610612763,45,36,2022-11-01T01:52:51Z,2450000,,,0,,J. Morant bad pass TURNOVER (1 TO),"[1629630, 1629020]",1610612763.0,MEM,,,,Morant,J. Morant,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,1.0,,,,,,Vanderbilt,1629020.0
248,PT04M45.00S,2022-11-01T01:52:43.9Z,2,REGULAR,steal,,[],1629020,,,1610612762,45,36,2022-11-01T01:52:46Z,2460000,,,0,,J. Vanderbilt STEAL (1 STL),[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
249,PT04M41.00S,2022-11-01T01:52:47.0Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629020,7.178055190538765,49.26470588235294,1610612762,47,36,2022-11-01T01:52:57Z,2470000,4.0,15.0,1,left,J. Vanderbilt running DUNK (7 PTS),[1629020],1610612762.0,UTA,running,,,Vanderbilt,J. Vanderbilt,,,,,Restricted Area,0-8 Center,1.54,Made,7.0,,,,,,,,,,,,,,,,,
