actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
170,PT00M03.00S,2022-10-30T01:36:17.4Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1628374,21.107095926412615,26.96078431372549,1610612762,24,29,2022-10-30T01:36:22Z,1660000,115.0,146.0,1,left,MISS L. Markkanen 18' pullup Shot,[1628374],1610612762.0,UTA,pullup,,,Markkanen,L. Markkanen,,,,,Mid-Range,16-24 Right Center,18.59,Missed,,,,,,,,,,,,,,,,,,
171,PT00M01.20S,2022-10-30T01:36:19.5Z,1,REGULAR,rebound,defensive,[],1630217,,,1610612763,24,29,2022-10-30T01:36:19Z,1670000,,,0,,D. Bane REBOUND (Off:0 Def:3),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Mid-Range,16-24 Right Center,,,,,,,170.0,3.0,3.0,0.0,,,,,,,,,,
172,PT00M01.20S,2022-10-30T01:36:22.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629638,,,1610612763,24,29,2022-10-30T01:36:37Z,1680000,,,0,,N. Alexander-Walker personal FOUL (1 PF) (Bane 2 FT),"[1629638, 1630217]",1610612762.0,UTA,,,,Alexander-Walker,N. Alexander-Walker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,203591.0,1.0,0.0,Bane,1630217.0,,,,,
174,PT00M01.20S,2022-10-30T01:36:53.4Z,1,REGULAR,freethrow,1 of 2,[],1630217,,,1610612763,24,30,2022-10-30T01:36:53Z,1700000,,,0,,D. Bane Free Throw 1 of 2 (7 PTS),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
175,PT00M01.20S,2022-10-30T01:36:54.5Z,1,REGULAR,substitution,out,[],1629723,,,1610612763,24,30,2022-10-30T01:36:59Z,1710000,,,0,,SUB out: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT00M01.20S,2022-10-30T01:36:54.5Z,1,REGULAR,substitution,in,[],1631223,,,1610612763,24,30,2022-10-30T01:36:59Z,1720000,,,0,,SUB in: D. Roddy,[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT00M01.20S,2022-10-30T01:36:53.4Z,1,REGULAR,freethrow,2 of 2,[],1630217,,,1610612763,24,30,2022-10-30T01:37:17Z,1730000,,,0,,MISS D. Bane Free Throw 2 of 2,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
178,PT00M01.20S,2022-10-30T01:36:53.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612763,24,30,2022-10-30T01:37:17Z,1740000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,177.0,,,,,,,,,,,,,
179,PT00M00.00S,2022-10-30T01:37:41.0Z,1,REGULAR,period,end,[],0,,,1610612763,24,30,2022-10-30T01:37:41Z,1750000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT12M00.00S,2022-10-30T01:40:05.5Z,2,REGULAR,period,start,[],0,,,1610612762,24,30,2022-10-30T01:40:05Z,1760000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT11M41.00S,2022-10-30T01:40:23.8Z,2,REGULAR,3pt,Jump Shot,[],1628374,7.046649145860711,2.941176470588235,1610612762,24,30,2022-10-30T01:40:28Z,1770000,235.0,14.0,1,left,MISS L. Markkanen 3PT,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Right Corner 3,24+ Right,23.57,Missed,,,,,,,,,,,,,,,,,,
182,PT11M39.00S,2022-10-30T01:40:25.8Z,2,REGULAR,rebound,defensive,[],1630583,,,1610612763,24,30,2022-10-30T01:40:28Z,1780000,,,0,,S. Aldama REBOUND (Off:0 Def:1),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Right Corner 3,24+ Right,,,,,,,181.0,1.0,1.0,0.0,,,,,,,,,,
183,PT11M27.00S,2022-10-30T01:40:37.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630583,88.12417871222075,55.14705882352941,1610612763,24,30,2022-10-30T01:40:41Z,1790000,26.0,59.0,1,right,MISS S. Aldama 6' Layup,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,In The Paint (Non-RA),0-8 Center,6.44,Missed,,,,,,,,,,,,,,,,,,
184,PT11M25.00S,2022-10-30T01:40:39.9Z,2,REGULAR,rebound,defensive,[],1630534,,,1610612762,24,30,2022-10-30T01:40:41Z,1800000,,,0,,O. Agbaji REBOUND (Off:1 Def:1),[1630534],1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,183.0,2.0,1.0,1.0,,,,,,,,,,
185,PT11M08.00S,2022-10-30T01:40:56.9Z,2,REGULAR,3pt,Jump Shot,[],1629638,30.305519053876477,34.068627450980394,1610612762,24,30,2022-10-30T01:41:02Z,1810000,80.0,232.0,1,left,MISS N. Alexander-Walker 24' 3PT,[1629638],1610612762.0,UTA,,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Right Center,24.57,Missed,,,,,,,,,,,,,,,,,,
186,PT11M05.00S,2022-10-30T01:40:59.9Z,2,REGULAR,rebound,defensive,[],1630217,,,1610612763,24,30,2022-10-30T01:41:02Z,1820000,,,0,,D. Bane REBOUND (Off:0 Def:4),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Right Center,,,,,,,185.0,4.0,4.0,0.0,,,,,,,,,,
187,PT10M54.00S,2022-10-30T01:41:10.5Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630214,88.64980289093299,50.0,1610612763,24,32,2022-10-30T01:41:15Z,1830000,0.0,54.0,1,right,X. Tillman Hook (2 PTS) (K. Chandler 1 AST),"[1630214, 1631113]",1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,In The Paint (Non-RA),0-8 Center,5.42,Made,2.0,,,,,,,,,,,,,K. Chandler,1631113.0,1.0,,
189,PT10M30.00S,2022-10-30T01:41:34.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629638,9.411957950065702,42.8921568627451,1610612762,24,32,2022-10-30T01:41:38Z,1850000,36.0,36.0,1,left,MISS N. Alexander-Walker driving Layup - blocked,"[1629638, 1631223]",1610612762.0,UTA,driving,,,Alexander-Walker,N. Alexander-Walker,,,,,In The Paint (Non-RA),0-8 Center,5.06,Missed,,,,,,,,,,,,,,,,,Roddy,1631223.0
190,PT10M30.00S,2022-10-30T01:41:34.5Z,2,REGULAR,block,,[],1631223,,,1610612762,24,32,2022-10-30T01:41:36Z,1860000,,,0,,D. Roddy BLOCK (2 BLK),[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
191,PT10M28.00S,2022-10-30T01:41:36.5Z,2,REGULAR,rebound,defensive,[],1631223,,,1610612763,24,32,2022-10-30T01:41:38Z,1870000,,,0,,D. Roddy REBOUND (Off:0 Def:2),[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,189.0,2.0,2.0,0.0,,,,,,,,,,
192,PT10M25.00S,2022-10-30T01:41:40.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630217,71.56701708278581,79.65686274509804,1610612763,24,32,2022-10-30T01:41:45Z,1880000,148.0,215.0,1,right,MISS D. Bane 26' 3PT,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Right Center,26.1,Missed,,,,,,,,,,,,,,,,,,
193,PT10M23.00S,2022-10-30T01:41:42.5Z,2,REGULAR,rebound,defensive,[],1629020,,,1610612762,24,32,2022-10-30T01:41:45Z,1890000,,,0,,J. Vanderbilt REBOUND (Off:0 Def:5),[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,Above the Break 3,24+ Right Center,,,,,,,192.0,5.0,5.0,0.0,,,,,,,,,,
194,PT10M08.00S,2022-10-30T01:41:56.6Z,2,REGULAR,3pt,Jump Shot,[],1629638,26.888961892247043,77.69607843137256,1610612762,27,32,2022-10-30T01:42:02Z,1900000,-138.0,200.0,1,left,N. Alexander-Walker 24' 3PT  (7 PTS) (J. Vanderbilt 2 AST),"[1629638, 1629020]",1610612762.0,UTA,,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Left Center,24.35,Made,7.0,,,,,,,,,,,,,J. Vanderbilt,1629020.0,2.0,,
196,PT09M47.00S,2022-10-30T01:42:17.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630214,89.43823915900131,48.529411764705884,1610612763,27,34,2022-10-30T01:42:21Z,1920000,-7.0,47.0,1,right,X. Tillman floating Jump Shot (4 PTS) (D. Bane 2 AST),"[1630214, 1630217]",1610612763.0,MEM,floating,,,Tillman,X. Tillman,,,,,In The Paint (Non-RA),0-8 Center,4.74,Made,4.0,,,,,,,,,,,,,D. Bane,1630217.0,2.0,,
197,PT09M33.00S,2022-10-30T01:42:31.7Z,2,REGULAR,3pt,Jump Shot,[],1628374,30.56833114323259,31.61764705882353,1610612762,27,34,2022-10-30T01:42:36Z,1930000,92.0,235.0,1,left,MISS L. Markkanen 25' 3PT,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Right Center,25.21,Missed,,,,,,,,,,,,,,,,,,
198,PT09M31.00S,2022-10-30T01:42:33.7Z,2,REGULAR,rebound,defensive,[],1630214,,,1610612763,27,34,2022-10-30T01:42:36Z,1940000,,,0,,X. Tillman REBOUND (Off:0 Def:1),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,Above the Break 3,24+ Right Center,,,,,,,197.0,1.0,1.0,0.0,,,,,,,,,,
199,PT09M26.00S,2022-10-30T01:42:38.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630217,66.83639947437582,30.88235294117647,1610612763,27,34,2022-10-30T01:42:47Z,1950000,-96.0,259.0,1,right,MISS D. Bane 27' step back 3PT,[1630217],1610612763.0,MEM,step back,,,Bane,D. Bane,,,,,Above the Break 3,24+ Left Center,27.63,Missed,,,,,,,,,,,,,,,,,,
200,PT09M22.00S,2022-10-30T01:42:42.3Z,2,REGULAR,rebound,defensive,[],1629638,,,1610612762,27,34,2022-10-30T01:42:47Z,1960000,,,0,,N. Alexander-Walker REBOUND (Off:0 Def:1),[1629638],1610612762.0,UTA,,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Left Center,,,,,,,199.0,1.0,1.0,0.0,,,,,,,,,,
201,PT09M16.00S,2022-10-30T01:42:48.3Z,2,REGULAR,3pt,Jump Shot,[],1627736,11.251642575558476,3.431372549019608,1610612762,30,34,2022-10-30T01:42:53Z,1970000,233.0,53.0,1,left,M. Beasley 3PT  (3 PTS) (J. Vanderbilt 3 AST),"[1627736, 1629020]",1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,Right Corner 3,24+ Right,23.88,Made,3.0,,,,,,,,,,,,,J. Vanderbilt,1629020.0,3.0,,
204,PT09M08.00S,2022-10-30T01:42:58.6Z,2,REGULAR,turnover,out-of-bounds,[],1631113,,,1610612763,30,34,2022-10-30T01:43:08Z,1990000,,,0,,K. Chandler lost ball out-of-bounds TURNOVER (1 TO),[1631113],1610612763.0,MEM,lost ball,,,Chandler,K. Chandler,,,,,Above the Break 3,24+ Right Center,,,,1.0,,,,,,,1628168.0,,,,,,,,,
205,PT09M08.00S,2022-10-30T01:43:04.3Z,2,REGULAR,substitution,out,[],1630534,,,1610612762,30,34,2022-10-30T01:43:12Z,2000000,,,0,,SUB out: O. Agbaji,[1630534],1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT09M08.00S,2022-10-30T01:43:04.3Z,2,REGULAR,substitution,in,[],1629012,,,1610612762,30,34,2022-10-30T01:43:12Z,2010000,,,0,,SUB in: C. Sexton,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT08M56.00S,2022-10-30T01:43:24.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628374,5.863994743758213,2.941176470588235,1610612762,33,34,2022-10-30T01:43:30Z,2020000,235.0,3.0,1,left,L. Markkanen 3PT  (8 PTS) (C. Sexton 1 AST),"[1628374, 1629012]",1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Right Corner 3,24+ Right,23.53,Made,8.0,,,,,,,,,,,,,C. Sexton,1629012.0,1.0,,
209,PT08M54.00S,2022-10-30T01:43:31.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,33,34,2022-10-30T01:43:31Z,2040000,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT08M54.00S,2022-10-30T01:44:25.8Z,2,REGULAR,substitution,out,[],1630214,,,1610612763,33,34,2022-10-30T01:46:38Z,2050000,,,0,,SUB out: X. Tillman,[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT08M54.00S,2022-10-30T01:44:25.8Z,2,REGULAR,substitution,in,[],203500,,,1610612763,33,34,2022-10-30T01:46:38Z,2060000,,,0,,SUB in: S. Adams,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT08M51.00S,2022-10-30T01:46:40.0Z,2,REGULAR,foul,personal,[],1629012,,,1610612763,33,34,2022-10-30T01:46:45Z,2070000,,,0,,C. Sexton personal FOUL (1 PF),"[1629012, 1630217]",1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,Mid-Range,8-16 Right,,,,,,,,,,,1628168.0,1.0,0.0,Bane,1630217.0,,,,,
214,PT08M37.00S,2022-10-30T01:47:05.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630583,91.67214191852825,41.42156862745098,1610612763,33,36,2022-10-30T01:47:10Z,2090000,-43.0,26.0,1,right,S. Aldama Layup (6 PTS) (S. Adams 1 AST),"[1630583, 203500]",1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,In The Paint (Non-RA),0-8 Center,5.01,Made,6.0,,,,,,,,,,,,,S. Adams,203500.0,1.0,,
216,PT08M37.00S,2022-10-30T01:47:08.4Z,2,REGULAR,foul,personal,['1freethrow'],1629638,,,1610612763,33,36,2022-10-30T01:47:28Z,2110000,,,0,,N. Alexander-Walker shooting personal FOUL (2 PF) (Aldama 1 FT),"[1629638, 1630583]",1610612762.0,UTA,shooting,,,Alexander-Walker,N. Alexander-Walker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,2004.0,2.0,0.0,Aldama,1630583.0,,,,,
218,PT08M37.00S,2022-10-30T01:47:29.7Z,2,REGULAR,freethrow,1 of 1,[],1630583,,,1610612763,33,37,2022-10-30T01:47:29Z,2130000,,,0,,S. Aldama Free Throw 1 of 1 (7 PTS),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
219,PT08M29.00S,2022-10-30T01:47:43.4Z,2,REGULAR,foul,offensive,[],1628374,,,1610612762,33,37,2022-10-30T01:47:54Z,2140000,,,0,,L. Markkanen offensive FOUL (1 PF),"[1628374, 1631223]",1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,1628168.0,1.0,0.0,Roddy,1631223.0,,,,,
221,PT08M29.00S,2022-10-30T01:47:43.4Z,2,REGULAR,turnover,offensive foul,[],1628374,,,1610612762,33,37,2022-10-30T01:47:43Z,2160000,,,0,,L. Markkanen offensive foul TURNOVER (1 TO),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Mid-Range,16-24 Right Center,,,,1.0,,,,,,,1628168.0,,,,,,,,,
222,PT08M15.00S,2022-10-30T01:48:07.1Z,2,REGULAR,turnover,lost ball,[],1630583,,,1610612763,33,37,2022-10-30T01:48:11Z,2170000,,,0,,S. Aldama lost ball TURNOVER (1 TO),"[1630583, 1629020]",1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Above the Break 3,24+ Left Center,,,,1.0,Vanderbilt,1629020.0,,,,,,,,,,,,,,
223,PT08M15.00S,2022-10-30T01:48:07.1Z,2,REGULAR,steal,,[],1629020,,,1610612762,33,37,2022-10-30T01:48:09Z,2180000,,,0,,J. Vanderbilt STEAL (1 STL),[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
224,PT08M09.00S,2022-10-30T01:48:14.3Z,2,REGULAR,foul,personal,[],1630217,,,1610612762,33,37,2022-10-30T01:54:38Z,2190000,,,0,,D. Bane personal FOUL (2 PF),"[1630217, 1629012]",1610612763.0,MEM,,,,Bane,D. Bane,,,,,Mid-Range,8-16 Right,,,,,,,,,,,2004.0,2.0,0.0,Sexton,1629012.0,,,,,
229,PT08M02.00S,2022-10-30T01:48:48.7Z,2,REGULAR,turnover,bad pass,[],1629012,,,1610612762,33,37,2022-10-30T01:55:00Z,2240000,,,0,,C. Sexton bad pass TURNOVER (2 TO),"[1629012, 203500]",1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,In The Paint (Non-RA),0-8 Center,,,,2.0,Adams,203500.0,,,,,,,,,,,,,,
230,PT08M02.00S,2022-10-30T01:48:48.7Z,2,REGULAR,steal,,[],203500,,,1610612763,33,37,2022-10-30T01:48:52Z,2250000,,,0,,S. Adams STEAL (1 STL),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
231,PT07M49.00S,2022-10-30T01:49:01.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631113,90.88370565045992,56.61764705882353,1610612763,33,39,2022-10-30T01:49:11Z,2260000,33.0,33.0,1,right,K. Chandler Layup (2 PTS) (S. Aldama 1 AST),"[1631113, 1630583]",1610612763.0,MEM,,,,Chandler,K. Chandler,,,,,In The Paint (Non-RA),0-8 Center,4.69,Made,2.0,,,,,,,,,,,,,S. Aldama,1630583.0,1.0,,
233,PT07M34.00S,2022-10-30T01:49:19.2Z,2,REGULAR,foul,offensive,[],1629020,,,1610612762,33,39,2022-10-30T01:49:38Z,2280000,,,0,,J. Vanderbilt offensive FOUL (1 PF),"[1629020, 1630217]",1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,1628168.0,1.0,0.0,Bane,1630217.0,,,,,
235,PT07M34.00S,2022-10-30T01:49:19.2Z,2,REGULAR,turnover,offensive foul,[],1629020,,,1610612762,33,39,2022-10-30T01:49:19Z,2300000,,,0,,J. Vanderbilt offensive foul TURNOVER (1 TO),[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,Mid-Range,16-24 Left Center,,,,1.0,,,,,,,1628168.0,,,,,,,,,
236,PT07M34.00S,2022-10-30T01:49:33.8Z,2,REGULAR,substitution,out,[],1629020,,,1610612763,33,39,2022-10-30T01:49:49Z,2310000,,,0,,SUB out: J. Vanderbilt,[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT07M34.00S,2022-10-30T01:49:33.8Z,2,REGULAR,substitution,out,[],1628374,,,1610612763,33,39,2022-10-30T01:49:49Z,2320000,,,0,,SUB out: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT07M34.00S,2022-10-30T01:49:33.8Z,2,REGULAR,substitution,out,[],1631113,,,1610612763,33,39,2022-10-30T01:49:49Z,2330000,,,0,,SUB out: K. Chandler,[1631113],1610612763.0,MEM,,,,Chandler,K. Chandler,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT07M34.00S,2022-10-30T01:49:33.8Z,2,REGULAR,substitution,in,[],203482,,,1610612763,33,39,2022-10-30T01:49:49Z,2340000,,,0,,SUB in: K. Olynyk,[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT07M34.00S,2022-10-30T01:49:33.8Z,2,REGULAR,substitution,in,[],203903,,,1610612763,33,39,2022-10-30T01:49:49Z,2350000,,,0,,SUB in: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT07M34.00S,2022-10-30T01:49:33.8Z,2,REGULAR,substitution,in,[],1626145,,,1610612763,33,39,2022-10-30T01:49:49Z,2360000,,,0,,SUB in: T. Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT07M19.00S,2022-10-30T01:50:00.4Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1626145,87.07293035479631,30.637254901960787,1610612763,33,39,2022-10-30T01:50:08Z,2370000,-97.0,69.0,1,right,MISS T. Jones 11' driving floating Shot,[1626145],1610612763.0,MEM,driving floating,,,Jones,T. Jones,,,,,Mid-Range,8-16 Left,11.89,Missed,,,,,,,,,,,,,,,,,,
243,PT07M15.00S,2022-10-30T01:50:04.4Z,2,REGULAR,rebound,defensive,[],1629012,,,1610612762,33,39,2022-10-30T01:50:08Z,2380000,,,0,,C. Sexton REBOUND (Off:0 Def:1),[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,Mid-Range,8-16 Left,,,,,,,242.0,1.0,1.0,0.0,,,,,,,,,,
244,PT07M12.00S,2022-10-30T01:50:07.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629012,7.5722733245729295,43.627450980392155,1610612762,35,39,2022-10-30T01:50:14Z,2390000,32.0,19.0,1,left,C. Sexton driving Layup (7 PTS),[1629012],1610612762.0,UTA,driving,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,3.7,Made,7.0,,,,,,,,,,,,,,,,,
245,PT06M56.00S,2022-10-30T01:50:23.5Z,2,REGULAR,turnover,lost ball,[],1630217,,,1610612763,35,39,2022-10-30T01:50:27Z,2400000,,,0,,D. Bane lost ball TURNOVER (2 TO),"[1630217, 1629638]",1610612763.0,MEM,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Center,,,,2.0,Alexander-Walker,1629638.0,,,,,,,,,,,,,,
246,PT06M56.00S,2022-10-30T01:50:23.5Z,2,REGULAR,steal,,[],1629638,,,1610612762,35,39,2022-10-30T01:50:25Z,2410000,,,0,,N. Alexander-Walker STEAL (1 STL),[1629638],1610612762.0,UTA,,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
247,PT06M54.00S,2022-10-30T01:50:25.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629638,8.754927726675426,50.49019607843137,1610612762,37,39,2022-10-30T01:50:42Z,2420000,-2.0,30.0,1,left,N. Alexander-Walker driving Layup (9 PTS),[1629638],1610612762.0,UTA,driving,,,Alexander-Walker,N. Alexander-Walker,,,,,Restricted Area,0-8 Center,2.99,Made,9.0,,,,,,,,,,,,,,,,,
248,PT06M37.00S,2022-10-30T01:50:46.0Z,2,REGULAR,foul,offensive,[],203500,,,1610612763,37,39,2022-10-30T01:54:42Z,2430000,,,0,,S. Adams offensive FOUL (3 PF),"[203500, 1629012]",1610612763.0,MEM,,,,Adams,S. Adams,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,203591.0,3.0,0.0,Sexton,1629012.0,,,,,
251,PT06M37.00S,2022-10-30T01:50:46.0Z,2,REGULAR,turnover,offensive foul,[],203500,,,1610612763,37,39,2022-10-30T01:50:46Z,2460000,,,0,,S. Adams offensive foul TURNOVER (3 TO),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,Above the Break 3,24+ Left Center,,,,3.0,,,,,,,203591.0,,,,,,,,,
252,PT06M37.00S,2022-10-30T01:51:15.7Z,2,REGULAR,substitution,out,[],203500,,,1610612762,37,39,2022-10-30T01:51:25Z,2470000,,,0,,SUB out: S. Adams,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT06M37.00S,2022-10-30T01:51:15.7Z,2,REGULAR,substitution,out,[],1630583,,,1610612762,37,39,2022-10-30T01:51:25Z,2480000,,,0,,SUB out: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT06M37.00S,2022-10-30T01:51:15.7Z,2,REGULAR,substitution,out,[],1630217,,,1610612762,37,39,2022-10-30T01:51:25Z,2490000,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT06M37.00S,2022-10-30T01:51:15.7Z,2,REGULAR,substitution,in,[],1629723,,,1610612762,37,39,2022-10-30T01:51:25Z,2500000,,,0,,SUB in: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT06M37.00S,2022-10-30T01:51:15.7Z,2,REGULAR,substitution,in,[],1628415,,,1610612762,37,39,2022-10-30T01:51:25Z,2510000,,,0,,SUB in: D. Brooks,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT06M37.00S,2022-10-30T01:51:15.7Z,2,REGULAR,substitution,in,[],1629634,,,1610612762,37,39,2022-10-30T01:51:25Z,2520000,,,0,,SUB in: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT06M23.00S,2022-10-30T01:51:34.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629012,6.915243101182654,37.254901960784316,1610612762,39,39,2022-10-30T01:51:43Z,2530000,64.0,13.0,1,left,C. Sexton 6' driving Layup (9 PTS),[1629012],1610612762.0,UTA,driving,,,Sexton,C. Sexton,,,,,In The Paint (Non-RA),0-8 Center,6.49,Made,9.0,,,,,,,,,,,,,,,,,
259,PT06M10.00S,2022-10-30T01:51:49.9Z,2,REGULAR,foul,offensive,[],1628415,,,1610612763,39,39,2022-10-30T01:52:00Z,2540000,,,0,,D. Brooks offensive FOUL (1 PF),"[1628415, 1629638]",1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,Mid-Range,16-24 Center,,,,,,,,,,,203591.0,1.0,0.0,Alexander-Walker,1629638.0,,,,,
