shortFormattedClock,actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,jerseyNumber,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
11:02,16,PT11M02.00S,2022-12-08T02:11:56.9Z,1,REGULAR,block,,[],1631117,,,1610612744,2,0,2022-12-08T02:11:58Z,160000,False,,,0,,W. Kessler BLOCK (1 BLK),[1631117],24,1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
10:56,17,PT10M56.00S,2022-12-08T02:12:02.9Z,1,REGULAR,rebound,offensive,[],203210,,,1610612744,2,0,2022-12-08T02:12:03Z,170000,False,,,0,,J. Green REBOUND (Off:1 Def:0),[203210],1,1610612744.0,GSW,,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,15.0,1.0,0.0,1.0,,,,,,,,,,,,,,
10:56,18,PT10M56.00S,2022-12-08T02:12:02.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",203210,5.590000152587891,50.0,1610612744,2,2,2022-12-08T02:12:02Z,180000,False,0.0,0.0,1,left,J. Green putback DUNK (2 PTS),[203210],1,1610612744.0,GSW,putback,,,Green,J. Green,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,,,,2.0,,,,,,,,
10:45,19,PT10M45.00S,2022-12-08T02:12:13.3Z,1,REGULAR,3pt,Jump Shot,[],1627736,90.75229960578186,95.34313725490196,1610612762,5,2,2022-12-08T02:12:18Z,190000,False,227.0,34.0,1,right,M. Beasley 3PT  (3 PTS) (K. Olynyk 1 AST),"[1627736, 203482]",5,1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,Right Corner 3,24+ Right,22.93,Made,,,,,,,,,,3.0,,,K. Olynyk,203482.0,1.0,,,
10:31,21,PT10M31.00S,2022-12-08T02:12:27.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202691,14.931011826544022,36.51960784313725,1610612744,5,2,2022-12-08T02:12:32Z,210000,False,67.0,88.0,1,left,MISS K. Thompson 11' turnaround Shot,[202691],11,1610612744.0,GSW,turnaround,,,Thompson,K. Thompson,,,,,In The Paint (Non-RA),8-16 Right,11.08,Missed,,,,,,,,,,,,,,,,,,
10:29,22,PT10M29.00S,2022-12-08T02:12:29.2Z,1,REGULAR,rebound,defensive,[],1631117,,,1610612762,5,2,2022-12-08T02:12:32Z,220000,False,,,0,,W. Kessler REBOUND (Off:0 Def:1),[1631117],24,1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),8-16 Right,,,21.0,1.0,1.0,0.0,,,,,,,,,,,,,,
10:15,23,PT10M15.00S,2022-12-08T02:12:43.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203903,79.71419185282524,62.745098039215684,1610612762,5,2,2022-12-08T02:12:49Z,230000,False,64.0,138.0,1,right,MISS J. Clarkson 15' pullup Shot,[203903],00,1610612762.0,UTA,pullup,,,Clarkson,J. Clarkson,,,,,In The Paint (Non-RA),8-16 Center,15.22,Missed,,,,,,,,,,,,,,,,,,
10:10,24,PT10M10.00S,2022-12-08T02:12:48.8Z,1,REGULAR,rebound,offensive,[],1631117,,,1610612762,5,2,2022-12-08T02:12:49Z,240000,False,,,0,,W. Kessler REBOUND (Off:1 Def:1),[1631117],24,1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),8-16 Center,,,23.0,2.0,1.0,1.0,,,,,,,,,,,,,,
10:10,25,PT10M10.00S,2022-12-08T02:12:48.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631117,94.40999984741211,50.0,1610612762,7,2,2022-12-08T02:12:48Z,250000,False,0.0,0.0,1,right,W. Kessler putback Layup (2 PTS),[1631117],24,1610612762.0,UTA,putback,,,Kessler,W. Kessler,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,,,,2.0,,,,,,,,
09:50,26,PT09M50.00S,2022-12-08T02:13:08.5Z,1,REGULAR,2pt,Jump Shot,[],202691,20.45006570302234,76.9607843137255,1610612744,7,2,2022-12-08T02:17:28Z,260000,False,-135.0,140.0,1,left,MISS K. Thompson 19' pullup Shot,[202691],11,1610612744.0,GSW,pullup,,,Thompson,K. Thompson,,,,,Mid-Range,16-24 Left Center,19.41,Missed,,,,,,,,,,,,,,,,,,
09:46,27,PT09M46.00S,2022-12-08T02:13:12.5Z,1,REGULAR,rebound,defensive,[],1631117,,,1610612762,7,2,2022-12-08T02:13:14Z,270000,False,,,0,,W. Kessler REBOUND (Off:1 Def:2),[1631117],24,1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Mid-Range,16-24 Left Center,,,26.0,3.0,2.0,1.0,,,,,,,,,,,,,,
09:34,28,PT09M34.00S,2022-12-08T02:13:25.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629012,93.24901445466492,44.6078431372549,1610612762,9,2,2022-12-08T02:13:31Z,280000,False,-27.0,11.0,1,right,C. Sexton reverse Layup (2 PTS),[1629012],2,1610612762.0,UTA,reverse,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,2.92,Made,,,,,,,,,,2.0,,,,,,,,
09:16,29,PT09M16.00S,2022-12-08T02:13:42.7Z,1,REGULAR,3pt,Jump Shot,[],203210,8.754927726675426,2.2058823529411766,1610612744,9,5,2022-12-08T02:13:47Z,290000,False,239.0,30.0,1,left,J. Green 24' 3PT  (5 PTS) (J. Poole 1 AST),"[203210, 1629673]",1,1610612744.0,GSW,,,,Green,J. Green,,,,,Right Corner 3,24+ Right,24.09,Made,,,,,,,,,,5.0,,,J. Poole,1629673.0,1.0,,,
09:03,31,PT09M03.00S,2022-12-08T02:13:58.1Z,1,REGULAR,foul,personal,['2freethrow'],1629660,,,1610612762,9,5,2022-12-08T02:14:02Z,310000,False,,,0,,T. Jerome shooting personal FOUL (2 PF) (Sexton 2 FT),"[1629660, 1629012]",10,1610612744.0,GSW,shooting,,,Jerome,T. Jerome,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,1155.0,2.0,0.0,Sexton,1629012.0,,,,,,,,,
09:03,33,PT09M03.00S,2022-12-08T02:14:19.4Z,1,REGULAR,freethrow,1 of 2,[],1629012,,,1610612762,10,5,2022-12-08T02:14:19Z,330000,False,,,0,,C. Sexton Free Throw 1 of 2 (3 PTS),[1629012],2,1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,Made,,,,,,,,,,3.0,,,,,,,,
09:03,34,PT09M03.00S,2022-12-08T02:14:32.4Z,1,REGULAR,freethrow,2 of 2,[],1629012,,,1610612762,11,5,2022-12-08T02:14:32Z,340000,False,,,0,,C. Sexton Free Throw 2 of 2 (4 PTS),[1629012],2,1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,Made,,,,,,,,,,4.0,,,,,,,,
08:43,35,PT08M43.00S,2022-12-08T02:14:54.9Z,1,REGULAR,2pt,Jump Shot,[],202691,11.514454664914586,22.54901960784314,1610612744,11,5,2022-12-08T02:15:01Z,350000,False,137.0,56.0,1,left,MISS K. Thompson 14' pullup Shot,[202691],11,1610612744.0,GSW,pullup,,,Thompson,K. Thompson,,,,,Mid-Range,8-16 Right,14.82,Missed,,,,,,,,,,,,,,,,,,
08:38,36,PT08M38.00S,2022-12-08T02:14:59.9Z,1,REGULAR,rebound,offensive,[],203210,,,1610612744,11,5,2022-12-08T02:15:01Z,360000,False,,,0,,J. Green REBOUND (Off:2 Def:0),[203210],1,1610612744.0,GSW,,,,Green,J. Green,,,,,Mid-Range,8-16 Right,,,35.0,2.0,0.0,2.0,,,,,,,,,,,,,,
08:38,37,PT08M38.00S,2022-12-08T02:15:00.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203210,5.590000152587891,50.0,1610612744,11,5,2022-12-08T02:15:00Z,370000,False,0.0,0.0,1,left,MISS J. Green putback Layup,[203210],1,1610612744.0,GSW,putback,,,Green,J. Green,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
08:37,38,PT08M37.00S,2022-12-08T02:15:01.1Z,1,REGULAR,rebound,defensive,[],1627736,,,1610612762,11,5,2022-12-08T02:15:01Z,380000,False,,,0,,M. Beasley REBOUND (Off:0 Def:2),[1627736],5,1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,Mid-Range,8-16 Left,,,37.0,2.0,2.0,0.0,,,,,,,,,,,,,,
08:22,39,PT08M22.00S,2022-12-08T02:15:14.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203903,89.43823915900131,42.15686274509804,1610612762,11,5,2022-12-08T02:15:19Z,390000,False,-39.0,47.0,1,right,MISS J. Clarkson 6' driving floating Shot,[203903],00,1610612762.0,UTA,driving floating,,,Clarkson,J. Clarkson,,,,,In The Paint (Non-RA),0-8 Center,6.1,Missed,,,,,,,,,,,,,,,,,,
08:20,40,PT08M20.00S,2022-12-08T02:15:16.7Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,11,5,2022-12-08T02:15:19Z,400000,False,,,0,,K. Looney REBOUND (Off:1 Def:1),[1626172],5,1610612744.0,GSW,,,,Looney,K. Looney,,,,,In The Paint (Non-RA),0-8 Center,,,39.0,2.0,1.0,1.0,,,,,,,,,,,,,,
08:17,41,PT08M17.00S,2022-12-08T02:15:22.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending', 'fastbreak']",1629673,6.258212877792378,54.65686274509803,1610612744,11,7,2022-12-08T02:15:40Z,410000,False,-23.0,6.0,1,left,J. Poole running Layup (2 PTS),[1629673],3,1610612744.0,GSW,running,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,2.41,Made,,,,,,,,,,2.0,,,,,,,,
08:17,42,PT08M17.00S,2022-12-08T02:15:26.2Z,1,REGULAR,violation,defensive goaltending,[],1631117,,,1610612744,11,7,2022-12-08T02:15:37Z,420000,False,,,0,,W. Kessler defensive goaltending VIOLATION,[1631117],24,1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,,,1155.0,,,,,,,,,,,,,
08:01,43,PT08M01.00S,2022-12-08T02:15:54.0Z,1,REGULAR,3pt,Jump Shot,[],1627736,72.88107752956637,81.12745098039215,1610612762,14,7,2022-12-08T02:16:01Z,430000,False,156.0,202.0,1,right,M. Beasley 25' 3PT step back (6 PTS),[1627736],5,1610612762.0,UTA,step back,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Right Center,25.53,Made,,,,,,,,,,6.0,,,,,,,,
07:47,44,PT07M47.00S,2022-12-08T02:16:08.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626172,6.783837056504599,44.6078431372549,1610612744,14,9,2022-12-08T02:17:27Z,440000,False,27.0,11.0,1,left,K. Looney cutting Layup (2 PTS) (K. Thompson 1 AST),"[1626172, 202691]",5,1610612744.0,GSW,cutting,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,2.93,Made,,,,,,,,,,2.0,,,K. Thompson,202691.0,1.0,,,
07:47,46,PT07M47.00S,2022-12-08T02:16:11.1Z,1,REGULAR,foul,personal,['1freethrow'],1631117,,,1610612744,14,9,2022-12-08T02:16:15Z,460000,False,,,0,,W. Kessler shooting personal FOUL (1 PF) (Looney 1 FT),"[1631117, 1626172]",24,1610612762.0,UTA,shooting,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,,,,,,,1155.0,1.0,0.0,Looney,1626172.0,,,,,,,,,
07:47,48,PT07M47.00S,2022-12-08T02:16:20.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,14,9,2022-12-08T02:17:28Z,480000,False,,,0,,UTA Timeout,[],,1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07:47,49,PT07M47.00S,2022-12-08T02:19:27.2Z,1,REGULAR,freethrow,1 of 1,[],1626172,,,1610612744,14,10,2022-12-08T02:19:27Z,490000,False,,,0,,K. Looney Free Throw 1 of 1 (3 PTS),[1626172],5,1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,Made,,,,,,,,,,3.0,,,,,,,,
07:28,50,PT07M28.00S,2022-12-08T02:19:50.1Z,1,REGULAR,3pt,Jump Shot,[],203482,68.15045992115637,62.745098039215684,1610612762,14,10,2022-12-08T02:19:55Z,500000,False,64.0,247.0,1,right,MISS K. Olynyk 25' 3PT,[203482],41,1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Above the Break 3,24+ Center,25.5,Missed,,,,,,,,,,,,,,,,,,
07:25,51,PT07M25.00S,2022-12-08T02:19:53.1Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,14,10,2022-12-08T02:19:55Z,510000,False,,,0,,K. Looney REBOUND (Off:1 Def:2),[1626172],5,1610612744.0,GSW,,,,Looney,K. Looney,,,,,Above the Break 3,24+ Center,,,50.0,3.0,2.0,1.0,,,,,,,,,,,,,,
07:14,52,PT07M14.00S,2022-12-08T02:20:04.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203210,10.988830486202366,49.26470588235294,1610612744,14,12,2022-12-08T02:20:10Z,520000,False,4.0,51.0,1,left,J. Green turnaround bank Hook (7 PTS) (T. Jerome 1 AST),"[203210, 1629660]",1,1610612744.0,GSW,turnaround bank,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,5.09,Made,,,,,,,,,,7.0,,,T. Jerome,1629660.0,1.0,,,
06:58,54,PT06M58.00S,2022-12-08T02:20:20.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629012,92.19776609724047,56.61764705882353,1610612762,14,12,2022-12-08T02:21:04Z,540000,False,33.0,21.0,1,right,MISS C. Sexton Layup - blocked,"[1629012, 202691]",2,1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,3.91,Missed,,,,,,,,,,,Thompson,202691.0,,,,,,
06:58,55,PT06M58.00S,2022-12-08T02:20:20.1Z,1,REGULAR,block,,[],202691,,,1610612762,14,12,2022-12-08T02:20:21Z,550000,False,,,0,,K. Thompson BLOCK (1 BLK),[202691],11,1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
06:58,56,PT06M58.00S,2022-12-08T02:20:20.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612744,14,12,2022-12-08T02:20:24Z,560000,False,,,0,,TEAM defensive REBOUND,[],,1610612744.0,GSW,,,,,,,,,,Restricted Area,0-8 Center,,,54.0,,,,,,,,,,,,,,,,,
06:47,58,PT06M47.00S,2022-12-08T02:20:38.3Z,1,REGULAR,3pt,Jump Shot,[],1629673,17.559132720105126,92.15686274509804,1610612744,14,15,2022-12-08T02:20:45Z,580000,False,-211.0,113.0,1,left,J. Poole 3PT step back (5 PTS),[1629673],3,1610612744.0,GSW,step back,,,Poole,J. Poole,,,,,Above the Break 3,24+ Left Center,23.9,Made,,,,,,,,,,5.0,,,,,,,,
06:36,59,PT06M36.00S,2022-12-08T02:20:49.3Z,1,REGULAR,3pt,Jump Shot,[],203903,88.12417871222075,2.941176470588235,1610612762,14,15,2022-12-08T02:20:57Z,590000,False,-235.0,59.0,1,right,MISS J. Clarkson 24' 3PT,[203903],00,1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Left Corner 3,24+ Left,24.26,Missed,,,,,,,,,,,,,,,,,,
06:31,60,PT06M31.00S,2022-12-08T02:20:54.3Z,1,REGULAR,rebound,defensive,[],203210,,,1610612744,14,15,2022-12-08T02:22:17Z,600000,False,,,0,,J. Green REBOUND (Off:2 Def:1),[203210],1,1610612744.0,GSW,,,,Green,J. Green,,,,,Left Corner 3,24+ Left,,,59.0,3.0,1.0,2.0,,,,,,,,,,,,,,
06:22,62,PT06M22.00S,2022-12-08T02:21:22.8Z,1,REGULAR,2pt,Jump Shot,[],1629673,10.85742444152431,18.137254901960784,1610612744,14,17,2022-12-08T02:21:30Z,620000,False,159.0,50.0,1,left,J. Poole 16' pullup bank Jump Shot (7 PTS) (J. Green 1 AST),"[1629673, 203210]",3,1610612744.0,GSW,pullup bank,,,Poole,J. Poole,,,,,Mid-Range,16-24 Right,16.68,Made,,,,,,,,,,7.0,,,J. Green,203210.0,1.0,,,
06:22,63,PT06M22.00S,2022-12-08T02:21:29.5Z,1,REGULAR,foul,personal,['1freethrow'],1629012,,,1610612744,14,17,2022-12-08T02:21:34Z,630000,False,,,0,,C. Sexton shooting personal FOUL (1 PF) (Poole 1 FT),"[1629012, 1629673]",2,1610612762.0,UTA,shooting,,,Sexton,C. Sexton,,,,,Mid-Range,16-24 Right,,,,,,,1627963.0,1.0,0.0,Poole,1629673.0,,,,,,,,,
06:22,66,PT06M22.00S,2022-12-08T02:21:45.2Z,1,REGULAR,substitution,out,[],203903,,,1610612744,14,17,2022-12-08T02:22:17Z,650000,False,,,0,,SUB out: J. Clarkson,[203903],00,1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,
06:22,67,PT06M22.00S,2022-12-08T02:21:45.2Z,1,REGULAR,substitution,out,[],1631117,,,1610612744,14,17,2022-12-08T02:22:17Z,660000,False,,,0,,SUB out: W. Kessler,[1631117],24,1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,,,,,,,,,,,,,,,,
06:22,68,PT06M22.00S,2022-12-08T02:21:45.2Z,1,REGULAR,substitution,out,[],1629012,,,1610612744,14,17,2022-12-08T02:22:17Z,670000,False,,,0,,SUB out: C. Sexton,[1629012],2,1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
06:22,69,PT06M22.00S,2022-12-08T02:21:45.2Z,1,REGULAR,substitution,out,[],1626172,,,1610612744,14,17,2022-12-08T02:22:17Z,680000,False,,,0,,SUB out: K. Looney,[1626172],5,1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
06:22,70,PT06M22.00S,2022-12-08T02:21:45.2Z,1,REGULAR,substitution,in,[],1631323,,,1610612744,14,17,2022-12-08T02:22:17Z,690000,False,,,0,,SUB in: S. Fontecchio,[1631323],16,1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,,,,,,,,,,,,,,,,,,,,,,
06:22,71,PT06M22.00S,2022-12-08T02:21:45.2Z,1,REGULAR,substitution,in,[],1629638,,,1610612744,14,17,2022-12-08T02:22:17Z,700000,False,,,0,,SUB in: N. Alexander-Walker,[1629638],6,1610612762.0,UTA,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
06:22,72,PT06M22.00S,2022-12-08T02:21:45.2Z,1,REGULAR,substitution,in,[],1629020,,,1610612744,14,17,2022-12-08T02:22:17Z,710000,False,,,0,,SUB in: J. Vanderbilt,[1629020],8,1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,,
06:22,73,PT06M22.00S,2022-12-08T02:21:45.2Z,1,REGULAR,substitution,in,[],1630228,,,1610612744,14,17,2022-12-08T02:22:17Z,720000,False,,,0,,SUB in: J. Kuminga,[1630228],00,1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,,
06:22,74,PT06M22.00S,2022-12-08T02:22:28.5Z,1,REGULAR,freethrow,1 of 1,[],1629673,,,1610612744,14,18,2022-12-08T02:22:28Z,730000,False,,,0,,J. Poole Free Throw 1 of 1 (8 PTS),[1629673],3,1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,Made,,,,,,,,,,8.0,,,,,,,,
06:16,75,PT06M16.00S,2022-12-08T02:22:41.4Z,1,REGULAR,turnover,traveling,[],203482,,,1610612762,14,18,2022-12-08T02:22:48Z,740000,False,,,0,,K. Olynyk traveling TURNOVER (1 TO),[203482],41,1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Mid-Range,16-24 Right Center,,,,,,,1155.0,,,,,,,,,,,1.0,,
06:04,76,PT06M04.00S,2022-12-08T02:23:01.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629660,6.521024967148489,40.19607843137255,1610612744,14,18,2022-12-08T02:23:06Z,750000,False,49.0,9.0,1,left,MISS T. Jerome driving Layup,[1629660],10,1610612744.0,GSW,driving,,,Jerome,T. Jerome,,,,,In The Paint (Non-RA),0-8 Center,4.98,Missed,,,,,,,,,,,,,,,,,,
06:03,77,PT06M03.00S,2022-12-08T02:23:02.8Z,1,REGULAR,rebound,defensive,[],203482,,,1610612762,14,18,2022-12-08T02:23:06Z,760000,False,,,0,,K. Olynyk REBOUND (Off:0 Def:1),[203482],41,1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,In The Paint (Non-RA),0-8 Center,,,76.0,1.0,1.0,0.0,,,,,,,,,,,,,,
05:54,78,PT05M54.00S,2022-12-08T02:23:14.3Z,1,REGULAR,foul,personal,['2freethrow'],202691,,,1610612762,14,18,2022-12-08T02:23:18Z,770000,False,,,0,,K. Thompson shooting personal FOUL (1 PF) (Olynyk 2 FT),"[202691, 203482]",11,1610612744.0,GSW,shooting,,,Thompson,K. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1627963.0,1.0,0.0,Olynyk,203482.0,,,,,,,,,
05:54,80,PT05M54.00S,2022-12-08T02:23:41.1Z,1,REGULAR,freethrow,1 of 2,[],203482,,,1610612762,15,18,2022-12-08T02:23:41Z,790000,False,,,0,,K. Olynyk Free Throw 1 of 2 (3 PTS),[203482],41,1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,,,,Made,,,,,,,,,,3.0,,,,,,,,
05:54,81,PT05M54.00S,2022-12-08T02:23:54.3Z,1,REGULAR,freethrow,2 of 2,[],203482,,,1610612762,16,18,2022-12-08T02:23:54Z,800000,False,,,0,,K. Olynyk Free Throw 2 of 2 (4 PTS),[203482],41,1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,,,,Made,,,,,,,,,,4.0,,,,,,,,
