actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
17,PT10M54.00S,2022-12-16T02:11:55.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628374,10.5946123521682,40.44117647058824,1610612762,0,0,2022-12-16T02:12:00Z,170000,False,48.0,47.0,1,left,MISS L. Markkanen 6' driving floating bank Shot,[1628374],1610612762.0,UTA,driving floating bank,,,Markkanen,L. Markkanen,,,,,In The Paint (Non-RA),0-8 Center,6.71,Missed,,,,,,,,,,,,,,,,,,
18,PT10M51.00S,2022-12-16T02:11:58.4Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,0,0,2022-12-16T02:12:00Z,180000,False,,,0,,J. Valanciunas REBOUND (Off:0 Def:1),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),0-8 Center,,,17.0,1.0,1.0,0.0,,,,,,,,,,,,,,
19,PT10M37.00S,2022-12-16T02:12:11.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202685,93.24901445466492,38.23529411764706,1610612740,0,0,2022-12-16T02:12:17Z,190000,False,-59.0,11.0,1,right,MISS J. Valanciunas Hook,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),0-8 Center,5.98,Missed,,,,,,,,,,,,,,,,,,
20,PT10M32.00S,2022-12-16T02:12:16.3Z,1,REGULAR,rebound,offensive,[],202685,,,1610612740,0,0,2022-12-16T02:12:17Z,200000,False,,,0,,J. Valanciunas REBOUND (Off:1 Def:1),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),0-8 Center,,,19.0,2.0,1.0,1.0,,,,,,,,,,,,,,
21,PT10M32.00S,2022-12-16T02:12:16.1Z,1,REGULAR,2pt,Hook,"['2ndchance', 'pointsinthepaint']",202685,94.40999984741211,50.0,1610612740,0,2,2022-12-16T02:12:25Z,210000,False,0.0,0.0,1,right,J. Valanciunas Hook (2 PTS),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,,2.0,,,,,,,,,,
22,PT10M15.00S,2022-12-16T02:12:33.1Z,1,REGULAR,2pt,Jump Shot,[],201144,25.706307490144546,55.392156862745104,1610612762,0,2,2022-12-16T02:12:38Z,220000,False,-27.0,189.0,1,left,MISS M. Conley 19' pullup Shot,[201144],1610612762.0,UTA,pullup,,,Conley,M. Conley,,,,,Mid-Range,16-24 Center,19.1,Missed,,,,,,,,,,,,,,,,,,
23,PT10M13.00S,2022-12-16T02:12:35.1Z,1,REGULAR,rebound,offensive,[],1629020,,,1610612762,0,2,2022-12-16T02:12:38Z,230000,False,,,0,,J. Vanderbilt REBOUND (Off:2 Def:0),[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,Mid-Range,16-24 Center,,,22.0,2.0,0.0,2.0,,,,,,,,,,,,,,
24,PT10M06.00S,2022-12-16T02:12:45.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203903,31.750985545335087,54.166666666666664,1610612762,3,2,2022-12-16T02:13:55Z,240000,False,-21.0,246.0,1,left,J. Clarkson 24' 3PT step back (3 PTS),[203903],1610612762.0,UTA,step back,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Center,24.69,Made,,,,,,,,3.0,,,,,,,,,,
25,PT10M06.00S,2022-12-16T02:12:47.5Z,1,REGULAR,foul,personal,['1freethrow'],1629627,,,1610612762,3,2,2022-12-16T02:12:54Z,250000,False,,,0,,Z. Williamson shooting personal FOUL (1 PF) (Clarkson 1 FT),"[1629627, 203903]",1610612740.0,NOP,shooting,,,Williamson,Z. Williamson,,,,,Above the Break 3,24+ Center,,,,,,,,,,,203591.0,1.0,0.0,Clarkson,203903.0,,,,,
27,PT10M06.00S,2022-12-16T02:13:16.9Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],203903,,,1610612762,4,2,2022-12-16T02:13:17Z,270000,False,,,0,,J. Clarkson Free Throw 1 of 1 (4 PTS),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,Made,,,,,,,,4.0,,,,,,,,,,
28,PT09M57.00S,2022-12-16T02:13:27.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203468,92.06636005256242,56.372549019607845,1610612740,4,2,2022-12-16T02:13:32Z,280000,False,32.0,22.0,1,right,MISS C. McCollum driving Layup,[203468],1610612740.0,NOP,driving,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,3.88,Missed,,,,,,,,,,,,,,,,,,
29,PT09M55.00S,2022-12-16T02:13:29.4Z,1,REGULAR,rebound,defensive,[],201144,,,1610612762,4,2,2022-12-16T02:13:32Z,290000,False,,,0,,M. Conley REBOUND (Off:0 Def:1),[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,Restricted Area,0-8 Center,,,28.0,1.0,1.0,0.0,,,,,,,,,,,,,,
30,PT09M40.00S,2022-12-16T02:13:45.7Z,1,REGULAR,foul,personal,[],202685,,,1610612762,4,2,2022-12-16T02:13:51Z,300000,False,,,0,,J. Valanciunas personal FOUL (1 PF),"[202685, 203482]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,2004.0,1.0,0.0,Olynyk,203482.0,,,,,
32,PT09M37.00S,2022-12-16T02:14:09.9Z,1,REGULAR,foul,personal,['2freethrow'],1630529,,,1610612762,4,2,2022-12-16T02:14:14Z,320000,False,,,0,,H. Jones shooting personal FOUL (1 PF) (Markkanen 2 FT),"[1630529, 1628374]",1610612740.0,NOP,shooting,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,,,,,,,,,,,203591.0,1.0,0.0,Markkanen,1628374.0,,,,,
34,PT09M37.00S,2022-12-16T02:14:33.9Z,1,REGULAR,freethrow,1 of 2,[],1628374,,,1610612762,5,2,2022-12-16T02:14:33Z,340000,False,,,0,,L. Markkanen Free Throw 1 of 2 (1 PTS),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,Made,,,,,,,,1.0,,,,,,,,,,
35,PT09M37.00S,2022-12-16T02:14:49.8Z,1,REGULAR,freethrow,2 of 2,[],1628374,,,1610612762,6,2,2022-12-16T02:14:49Z,350000,False,,,0,,L. Markkanen Free Throw 2 of 2 (2 PTS),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,Made,,,,,,,,2.0,,,,,,,,,,
36,PT09M16.00S,2022-12-16T02:15:15.7Z,1,REGULAR,foul,personal,['2freethrow'],201144,,,1610612740,6,2,2022-12-16T02:15:21Z,360000,False,,,0,,M. Conley shooting personal FOUL (1 PF) (Jones 2 FT),"[201144, 1630529]",1610612762.0,UTA,shooting,,,Conley,M. Conley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1629178.0,1.0,0.0,Jones,1630529.0,,,,,
38,PT09M16.00S,2022-12-16T02:15:39.5Z,1,REGULAR,freethrow,1 of 2,[],1630529,,,1610612740,6,3,2022-12-16T02:15:39Z,380000,False,,,0,,H. Jones Free Throw 1 of 2 (1 PTS),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,Made,,,,,,,,1.0,,,,,,,,,,
39,PT09M16.00S,2022-12-16T02:15:52.3Z,1,REGULAR,freethrow,2 of 2,[],1630529,,,1610612740,6,4,2022-12-16T02:15:52Z,390000,False,,,0,,H. Jones Free Throw 2 of 2 (2 PTS),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,Made,,,,,,,,2.0,,,,,,,,,,
40,PT09M07.00S,2022-12-16T02:16:04.0Z,1,REGULAR,3pt,Jump Shot,[],1628374,31.882391590013142,53.18627450980392,1610612762,6,4,2022-12-16T02:16:09Z,400000,False,-16.0,247.0,1,left,MISS L. Markkanen 24' 3PT,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Center,24.77,Missed,,,,,,,,,,,,,,,,,,
41,PT09M05.00S,2022-12-16T02:16:06.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612762,6,4,2022-12-16T02:16:09Z,410000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Above the Break 3,24+ Center,,,40.0,,,,,,,,,,,,,,,,,
42,PT09M05.00S,2022-12-16T02:16:08.7Z,1,REGULAR,foul,personal,[],1630529,,,1610612762,6,4,2022-12-16T02:16:17Z,420000,False,,,0,,H. Jones loose ball personal FOUL (2 PF),"[1630529, 203482]",1610612740.0,NOP,loose ball,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1629178.0,2.0,0.0,Olynyk,203482.0,,,,,
44,PT09M05.00S,2022-12-16T02:16:19.7Z,1,REGULAR,substitution,out,[],1630529,,,1610612762,6,4,2022-12-16T02:16:28Z,440000,False,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
45,PT09M05.00S,2022-12-16T02:16:19.7Z,1,REGULAR,substitution,in,[],1630700,,,1610612762,6,4,2022-12-16T02:16:28Z,450000,False,,,0,,SUB in: D. Daniels,[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
46,PT08M59.00S,2022-12-16T02:16:41.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628374,29.517082785808146,29.411764705882355,1610612762,6,4,2022-12-16T02:16:46Z,460000,False,103.0,225.0,1,left,MISS L. Markkanen 24' 3PT,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Right Center,24.74,Missed,,,,,,,,,,,,,,,,,,
47,PT08M56.00S,2022-12-16T02:16:44.2Z,1,REGULAR,rebound,offensive,[],203903,,,1610612762,6,4,2022-12-16T02:16:46Z,470000,False,,,0,,J. Clarkson REBOUND (Off:1 Def:0),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Right Center,,,46.0,1.0,0.0,1.0,,,,,,,,,,,,,,
48,PT08M55.00S,2022-12-16T02:16:45.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201144,20.45006570302234,9.068627450980392,1610612762,6,4,2022-12-16T02:16:50Z,480000,False,205.0,140.0,1,left,MISS M. Conley 24' 3PT,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,Above the Break 3,24+ Right Center,24.78,Missed,,,,,,,,,,,,,,,,,,
49,PT08M51.00S,2022-12-16T02:16:49.9Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,6,4,2022-12-16T02:16:50Z,490000,False,,,0,,J. Valanciunas REBOUND (Off:1 Def:2),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Above the Break 3,24+ Right Center,,,48.0,3.0,2.0,1.0,,,,,,,,,,,,,,
50,PT08M34.00S,2022-12-16T02:17:07.0Z,1,REGULAR,turnover,bad pass,[],1630700,,,1610612740,6,4,2022-12-16T02:17:12Z,500000,False,,,0,,D. Daniels bad pass TURNOVER (1 TO),"[1630700, 1629020]",1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,,,,,,,1.0,Vanderbilt,1629020.0,,,,,,,,,,,
51,PT08M34.00S,2022-12-16T02:17:07.0Z,1,REGULAR,steal,,[],1629020,,,1610612762,6,4,2022-12-16T02:17:08Z,510000,False,,,0,,J. Vanderbilt STEAL (1 STL),[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
52,PT08M29.00S,2022-12-16T02:17:12.0Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629020,7.440867279894875,54.166666666666664,1610612762,6,4,2022-12-16T02:17:39Z,520000,False,-21.0,17.0,1,left,MISS J. Vanderbilt Layup - blocked,"[1629020, 1629627]",1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,Restricted Area,0-8 Center,2.71,Missed,,,,,,,,,,,,,,Williamson,1629627.0,,,
53,PT08M29.00S,2022-12-16T02:17:12.0Z,1,REGULAR,block,,[],1629627,,,1610612762,6,4,2022-12-16T02:17:13Z,530000,False,,,0,,Z. Williamson BLOCK (1 BLK),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
54,PT08M29.00S,2022-12-16T02:17:12.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612762,6,4,2022-12-16T02:17:16Z,540000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Restricted Area,0-8 Center,,,52.0,,,,,,,,,,,,,,,,,
56,PT08M29.00S,2022-12-16T02:17:30.9Z,1,REGULAR,foul,offensive,[],203482,,,1610612762,6,4,2022-12-16T02:17:39Z,560000,False,,,0,,K. Olynyk offensive FOUL (1 PF),"[203482, 1629627]",1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,203591.0,1.0,0.0,Williamson,1629627.0,,,,,
58,PT08M29.00S,2022-12-16T02:17:30.9Z,1,REGULAR,turnover,offensive foul,[],203482,,,1610612762,6,4,2022-12-16T02:17:30Z,580000,False,,,0,,K. Olynyk offensive foul TURNOVER (1 TO),[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1.0,,,,203591.0,,,,,,,,,
60,PT08M11.00S,2022-12-16T02:18:18.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629627,87.72996057818659,43.872549019607845,1610612740,6,4,2022-12-16T02:18:23Z,600000,False,-31.0,63.0,1,right,MISS Z. Williamson 6' driving Layup,[1629627],1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),0-8 Center,6.99,Missed,,,,,,,,,,,,,,,,,,
61,PT08M07.00S,2022-12-16T02:18:22.5Z,1,REGULAR,rebound,defensive,[],1629020,,,1610612762,6,4,2022-12-16T02:18:23Z,610000,False,,,0,,J. Vanderbilt REBOUND (Off:2 Def:1),[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,In The Paint (Non-RA),0-8 Center,,,60.0,3.0,1.0,2.0,,,,,,,,,,,,,,
62,PT08M02.00S,2022-12-16T02:18:26.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203903,33.327858081471746,44.6078431372549,1610612762,9,4,2022-12-16T02:18:32Z,620000,False,27.0,261.0,1,left,J. Clarkson 26' 3PT  (7 PTS) (J. Vanderbilt 1 AST),"[203903, 1629020]",1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Center,26.22,Made,,,,,,,,7.0,,,,,,,,J. Vanderbilt,1629020.0,1.0
64,PT07M50.00S,2022-12-16T02:18:38.9Z,1,REGULAR,3pt,Jump Shot,[],1630530,68.41327201051249,23.774509803921568,1610612740,9,4,2022-12-16T02:18:44Z,640000,False,-131.0,244.0,1,right,MISS T. Murphy III 27' 3PT,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Left Center,27.73,Missed,,,,,,,,,,,,,,,,,,
65,PT07M47.00S,2022-12-16T02:18:41.9Z,1,REGULAR,rebound,defensive,[],1629020,,,1610612762,9,4,2022-12-16T02:18:44Z,650000,False,,,0,,J. Vanderbilt REBOUND (Off:2 Def:2),[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,Above the Break 3,24+ Left Center,,,64.0,4.0,2.0,2.0,,,,,,,,,,,,,,
66,PT07M32.00S,2022-12-16T02:19:00.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630530,,,1610612762,9,4,2022-12-16T02:19:18Z,660000,False,,,0,,T. Murphy III personal FOUL (1 PF) (Conley 2 FT),"[1630530, 201144]",1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Mid-Range,8-16 Left,,,,,,,,,,,2004.0,1.0,0.0,Conley,201144.0,,,,,
68,PT07M32.00S,2022-12-16T02:19:27.9Z,1,REGULAR,freethrow,1 of 2,[],201144,,,1610612762,9,4,2022-12-16T02:19:45Z,680000,False,,,0,,MISS M. Conley Free Throw 1 of 2,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
69,PT07M32.00S,2022-12-16T02:19:27.9Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612762,9,4,2022-12-16T02:19:45Z,690000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,68.0,,,,,,,,,,,,,,,,,
70,PT07M32.00S,2022-12-16T02:19:27.9Z,1,REGULAR,freethrow,2 of 2,[],201144,,,1610612762,9,4,2022-12-16T02:19:45Z,700000,False,,,0,,MISS M. Conley Free Throw 2 of 2,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
71,PT07M30.00S,2022-12-16T02:19:29.9Z,1,REGULAR,rebound,defensive,[],1629627,,,1610612740,9,4,2022-12-16T02:19:45Z,710000,False,,,0,,Z. Williamson REBOUND (Off:0 Def:1),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,70.0,1.0,1.0,0.0,,,,,,,,,,,,,,
72,PT07M21.00S,2022-12-16T02:19:52.8Z,1,REGULAR,3pt,Jump Shot,[],1630530,92.46057818659659,3.1862745098039214,1610612740,9,4,2022-12-16T02:19:58Z,720000,False,-234.0,18.0,1,right,MISS T. Murphy III 3PT,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Left Corner 3,24+ Left,23.48,Missed,,,,,,,,,,,,,,,,,,
73,PT07M17.00S,2022-12-16T02:19:56.9Z,1,REGULAR,rebound,offensive,[],202685,,,1610612740,9,4,2022-12-16T02:19:56Z,730000,False,,,0,,J. Valanciunas REBOUND (Off:2 Def:2),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Left Corner 3,24+ Left,,,72.0,4.0,2.0,2.0,,,,,,,,,,,,,,
74,PT07M17.00S,2022-12-16T02:19:56.9Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",202685,94.40999984741211,50.0,1610612740,9,6,2022-12-16T02:20:02Z,740000,False,0.0,0.0,1,right,J. Valanciunas putback DUNK (4 PTS),[202685],1610612740.0,NOP,putback,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,,4.0,,,,,,,,,,
75,PT06M57.00S,2022-12-16T02:20:16.9Z,1,REGULAR,3pt,Jump Shot,[],203903,4.681340341655716,2.2058823529411766,1610612762,9,6,2022-12-16T02:21:12Z,750000,False,239.0,-8.0,1,left,MISS J. Clarkson step back 3PT,[203903],1610612762.0,UTA,step back,,,Clarkson,J. Clarkson,,,,,Right Corner 3,24+ Right,23.92,Missed,,,,,,,,,,,,,,,,,,
76,PT06M55.00S,2022-12-16T02:20:18.9Z,1,REGULAR,rebound,defensive,[],203468,,,1610612740,9,6,2022-12-16T02:20:21Z,760000,False,,,0,,C. McCollum REBOUND (Off:0 Def:1),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Right Corner 3,24+ Right,,,75.0,1.0,1.0,0.0,,,,,,,,,,,,,,
77,PT06M50.00S,2022-12-16T02:20:23.9Z,1,REGULAR,turnover,bad pass,[],1630700,,,1610612740,9,6,2022-12-16T02:20:28Z,770000,False,,,0,,D. Daniels bad pass TURNOVER (2 TO),"[1630700, 203903]",1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,Mid-Range,8-16 Right,,,,,,,2.0,Clarkson,203903.0,,,,,,,,,,,
78,PT06M50.00S,2022-12-16T02:20:23.9Z,1,REGULAR,steal,,[],203903,,,1610612762,9,6,2022-12-16T02:20:25Z,780000,False,,,0,,J. Clarkson STEAL (1 STL),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
79,PT06M40.00S,2022-12-16T02:20:35.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202685,,,1610612762,9,6,2022-12-16T02:21:16Z,790000,False,,,0,,J. Valanciunas shooting personal FOUL (2 PF) (Vanderbilt 2 FT),"[202685, 1629020]",1610612740.0,NOP,shooting,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,,,,,,,,,,,203591.0,2.0,0.0,Vanderbilt,1629020.0,,,,,
81,PT06M40.00S,2022-12-16T02:20:44.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,9,6,2022-12-16T02:20:44Z,810000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT06M40.00S,2022-12-16T02:21:16.9Z,1,REGULAR,substitution,out,[],1628374,,,1610612762,9,6,2022-12-16T02:22:59Z,820000,False,,,0,,SUB out: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT06M40.00S,2022-12-16T02:21:16.9Z,1,REGULAR,substitution,in,[],1627736,,,1610612762,9,6,2022-12-16T02:22:59Z,830000,False,,,0,,SUB in: M. Beasley,[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT06M40.00S,2022-12-16T02:21:16.9Z,1,REGULAR,substitution,out,[],202685,,,1610612762,9,6,2022-12-16T02:23:14Z,840000,False,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT06M40.00S,2022-12-16T02:21:16.9Z,1,REGULAR,substitution,in,[],1626204,,,1610612762,9,6,2022-12-16T02:23:14Z,850000,False,,,0,,SUB in: L. Nance Jr.,[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
