actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
419,PT02M37.00S,2022-12-23T03:41:24.2Z,3,REGULAR,substitution,out,[],1629020,,,1610612762,86,87,2022-12-23T03:41:27Z,4150000,False,,,0,,SUB out: J. Vanderbilt,[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,,
420,PT02M37.00S,2022-12-23T03:41:24.2Z,3,REGULAR,substitution,in,[],200752,,,1610612762,86,87,2022-12-23T03:41:27Z,4160000,False,,,0,,SUB in: R. Gay,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,,,,,,,,,
421,PT02M22.00S,2022-12-23T03:42:10.3Z,3,REGULAR,2pt,Jump Shot,[],1627736,82.21090670170827,19.362745098039216,1610612762,86,87,2022-12-23T03:42:14Z,4170000,False,-153.0,115.0,1,right,MISS M. Beasley 19' pullup Shot,[1627736],1610612762.0,UTA,pullup,,,Beasley,M. Beasley,,,,,Mid-Range,16-24 Left Center,19.14,Missed,,,,,,,,,,,,,,,,,,
422,PT02M19.00S,2022-12-23T03:42:13.3Z,3,REGULAR,rebound,defensive,[],203115,,,1610612764,86,87,2022-12-23T03:42:14Z,4180000,False,,,0,,W. Barton REBOUND (Off:0 Def:2),[203115],1610612764.0,WAS,,,,Barton,W. Barton,,,,,Mid-Range,16-24 Left Center,,,421.0,,,,,,,2.0,2.0,0.0,,,,,,,,
423,PT02M02.00S,2022-12-23T03:42:29.6Z,3,REGULAR,turnover,bad pass,[],1628398,,,1610612764,86,87,2022-12-23T03:42:33Z,4190000,False,,,0,,K. Kuzma bad pass TURNOVER (1 TO),"[1628398, 1627736]",1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Right Center,,,,,,,,,1.0,,,,,,,,,,Beasley,1627736.0
424,PT02M02.00S,2022-12-23T03:42:29.6Z,3,REGULAR,steal,,[],1627736,,,1610612762,86,87,2022-12-23T03:42:31Z,4200000,False,,,0,,M. Beasley STEAL (3 STL),[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
425,PT01M47.00S,2022-12-23T03:42:43.9Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1629638,90.62089356110381,50.98039215686274,1610612762,86,87,2022-12-23T03:56:59Z,4210000,False,5.0,36.0,1,right,MISS N. Alexander-Walker driving Hook,[1629638],1610612762.0,UTA,driving,,,Alexander-Walker,N. Alexander-Walker,,,,,Restricted Area,0-8 Center,3.6,Missed,,,,,,,,,,,,,,,,,,
426,PT01M46.00S,2022-12-23T03:42:44.9Z,3,REGULAR,rebound,defensive,[],1630692,,,1610612764,86,87,2022-12-23T03:42:48Z,4220000,False,,,0,,J. Goodwin REBOUND (Off:0 Def:4),[1630692],1610612764.0,WAS,,,,Goodwin,J. Goodwin,,,,,Restricted Area,0-8 Center,,,425.0,,,,,,,4.0,4.0,0.0,,,,,,,,
427,PT01M36.00S,2022-12-23T03:42:55.0Z,3,REGULAR,3pt,Jump Shot,[],1628398,5.206964520367937,95.09803921568627,1610612764,86,87,2022-12-23T03:42:59Z,4230000,False,-225.0,-4.0,1,left,MISS K. Kuzma 3PT,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Left Corner 3,24+ Left,22.55,Missed,,,,,,,,,,,,,,,,,,
428,PT01M33.00S,2022-12-23T03:42:58.0Z,3,REGULAR,rebound,defensive,[],200752,,,1610612762,86,87,2022-12-23T03:42:59Z,4240000,False,,,0,,R. Gay REBOUND (Off:0 Def:2),[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,Left Corner 3,24+ Left,,,427.0,,,,,,,2.0,2.0,0.0,,,,,,,,
429,PT01M24.00S,2022-12-23T03:43:07.5Z,3,REGULAR,2pt,Jump Shot,[],200752,73.9323258869908,53.18627450980392,1610612762,88,87,2022-12-23T03:43:12Z,4250000,False,16.0,193.0,1,right,R. Gay 19' pullup Jump Shot (2 PTS),[200752],1610612762.0,UTA,pullup,,,Gay,R. Gay,,,,,Mid-Range,16-24 Center,19.32,Made,,2.0,,,,,,,,,,,,,,,,
430,PT01M02.00S,2022-12-23T03:43:29.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630692,9.543363994743759,58.82352941176471,1610612764,88,89,2022-12-23T03:58:28Z,4260000,False,-44.0,37.0,1,left,J. Goodwin driving finger roll Layup (6 PTS),[1630692],1610612764.0,WAS,driving finger roll,,,Goodwin,J. Goodwin,,,,,In The Paint (Non-RA),0-8 Center,5.77,Made,,6.0,,,,,,,,,,,,,,,,
431,PT00M44.00S,2022-12-23T03:43:49.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],200752,83.13074901445466,59.068627450980394,1610612762,88,89,2022-12-23T03:43:52Z,4270000,False,45.0,106.0,1,right,MISS R. Gay 11' pullup Shot,[200752],1610612762.0,UTA,pullup,,,Gay,R. Gay,,,,,In The Paint (Non-RA),8-16 Center,11.54,Missed,,,,,,,,,,,,,,,,,,
432,PT00M41.80S,2022-12-23T03:43:51.4Z,3,REGULAR,rebound,defensive,[],1629060,,,1610612764,88,89,2022-12-23T03:43:52Z,4280000,False,,,0,,R. Hachimura REBOUND (Off:0 Def:5),[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,In The Paint (Non-RA),8-16 Center,,,431.0,,,,,,,5.0,5.0,0.0,,,,,,,,
433,PT00M35.30S,2022-12-23T03:44:00.8Z,3,REGULAR,foul,personal,['2freethrow'],1628374,,,1610612764,88,89,2022-12-23T03:44:10Z,4290000,False,,,0,,L. Markkanen shooting personal FOUL (4 PF) (Barton 2 FT),"[1628374, 203115]",1610612762.0,UTA,shooting,,,Markkanen,L. Markkanen,,,,,Mid-Range,8-16 Right,,,,,,,,1628480.0,,,,,,,4.0,0.0,Barton,203115.0,,
435,PT00M35.30S,2022-12-23T03:44:25.9Z,3,REGULAR,freethrow,1 of 2,[],203115,,,1610612764,88,90,2022-12-23T03:44:45Z,4310000,False,,,0,,W. Barton Free Throw 1 of 2 (4 PTS),[203115],1610612764.0,WAS,,,,Barton,W. Barton,,,,,,,,Made,,4.0,,,,,,,,,,,,,,,,
436,PT00M35.30S,2022-12-23T03:44:25.9Z,3,REGULAR,freethrow,2 of 2,[],203115,,,1610612764,88,90,2022-12-23T03:44:45Z,4320000,False,,,0,,MISS W. Barton Free Throw 2 of 2,[203115],1610612764.0,WAS,,,,Barton,W. Barton,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
437,PT00M35.30S,2022-12-23T03:44:25.9Z,3,REGULAR,rebound,defensive,[],1628374,,,1610612762,88,90,2022-12-23T03:44:45Z,4330000,False,,,0,,L. Markkanen REBOUND (Off:0 Def:4),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,436.0,,,,,,,4.0,4.0,0.0,,,,,,,,
438,PT00M11.40S,2022-12-23T03:45:07.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629012,91.80354796320631,45.09803921568628,1610612762,90,90,2022-12-23T04:00:46Z,4340000,False,-25.0,25.0,1,right,C. Sexton driving finger roll Layup (13 PTS),[1629012],1610612762.0,UTA,driving finger roll,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,3.46,Made,,13.0,,,,,,,,,,,,,,,,
440,PT00M03.30S,2022-12-23T03:45:23.5Z,3,REGULAR,foul,offensive,[],1628398,,,1610612764,90,90,2022-12-23T03:45:32Z,4350000,False,,,0,,K. Kuzma offensive FOUL (1 PF),"[1628398, 1629638]",1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,202053.0,,,,,,,1.0,0.0,Alexander-Walker,1629638.0,,
442,PT00M03.30S,2022-12-23T03:45:23.5Z,3,REGULAR,turnover,offensive foul,[],1628398,,,1610612764,90,90,2022-12-23T03:45:23Z,4370000,False,,,0,,K. Kuzma offensive foul TURNOVER (2 TO),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,202053.0,2.0,,,,,,,,,,,
443,PT00M00.20S,2022-12-23T03:45:35.4Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629012,66.83639947437582,54.41176470588235,1610612762,93,90,2022-12-23T03:45:40Z,4380000,False,22.0,259.0,1,right,C. Sexton 26' 3PT pullup (16 PTS) (N. Alexander-Walker 4 AST),"[1629012, 1629638]",1610612762.0,UTA,pullup,,,Sexton,C. Sexton,,,,,Above the Break 3,24+ Center,26.01,Made,,16.0,N. Alexander-Walker,1629638.0,4.0,,,,,,,,,,,,,
445,PT00M00.00S,2022-12-23T03:45:44.0Z,3,REGULAR,period,end,[],0,,,1610612764,93,90,2022-12-23T03:45:44Z,4400000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT12M00.00S,2022-12-23T03:47:55.3Z,4,REGULAR,substitution,out,['startperiod'],1628374,,,1610612764,93,90,2022-12-23T03:48:18Z,4410000,False,,,0,,SUB out: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT12M00.00S,2022-12-23T03:47:55.3Z,4,REGULAR,substitution,out,['startperiod'],1630692,,,1610612764,93,90,2022-12-23T03:48:18Z,4420000,False,,,0,,SUB out: J. Goodwin,[1630692],1610612764.0,WAS,,,,Goodwin,J. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT12M00.00S,2022-12-23T03:47:55.3Z,4,REGULAR,substitution,out,['startperiod'],1629060,,,1610612764,93,90,2022-12-23T03:48:18Z,4430000,False,,,0,,SUB out: R. Hachimura,[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,,
450,PT12M00.00S,2022-12-23T03:47:55.3Z,4,REGULAR,substitution,out,['startperiod'],201959,,,1610612764,93,90,2022-12-23T03:48:18Z,4440000,False,,,0,,SUB out: T. Gibson,[201959],1610612764.0,WAS,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,,
451,PT12M00.00S,2022-12-23T03:47:55.3Z,4,REGULAR,substitution,in,['startperiod'],1631117,,,1610612764,93,90,2022-12-23T03:48:18Z,4450000,False,,,0,,SUB in: W. Kessler,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,,,,,,,,,,,,,,,,
452,PT12M00.00S,2022-12-23T03:47:55.3Z,4,REGULAR,substitution,in,['startperiod'],1628420,,,1610612764,93,90,2022-12-23T03:48:18Z,4460000,False,,,0,,SUB in: M. Morris,[1628420],1610612764.0,WAS,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,,
453,PT12M00.00S,2022-12-23T03:47:55.3Z,4,REGULAR,substitution,in,['startperiod'],1629655,,,1610612764,93,90,2022-12-23T03:48:18Z,4470000,False,,,0,,SUB in: D. Gafford,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
454,PT12M00.00S,2022-12-23T03:47:55.3Z,4,REGULAR,substitution,in,['startperiod'],1630557,,,1610612764,93,90,2022-12-23T03:48:18Z,4480000,False,,,0,,SUB in: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
455,PT12M00.00S,2022-12-23T03:48:28.4Z,4,REGULAR,period,start,[],0,,,1610612762,93,90,2022-12-23T03:48:28Z,4490000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT11M43.00S,2022-12-23T03:48:45.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],200752,82.07950065703022,46.81372549019608,1610612762,93,90,2022-12-23T03:48:52Z,4500000,False,-16.0,116.0,1,right,MISS R. Gay 11' turnaround Shot,[200752],1610612762.0,UTA,turnaround,,,Gay,R. Gay,,,,,In The Paint (Non-RA),8-16 Center,11.71,Missed,,,,,,,,,,,,,,,,,,
457,PT11M37.00S,2022-12-23T03:48:51.1Z,4,REGULAR,rebound,offensive,[],1631117,,,1610612762,93,90,2022-12-23T03:48:52Z,4510000,False,,,0,,W. Kessler REBOUND (Off:5 Def:6),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),8-16 Center,,,456.0,,,,,,,11.0,6.0,5.0,,,,,,,,
458,PT11M37.00S,2022-12-23T03:48:50.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631117,94.40999984741211,50.0,1610612762,95,90,2022-12-23T03:48:50Z,4520000,False,0.0,0.0,1,right,W. Kessler putback Layup (10 PTS),[1631117],1610612762.0,UTA,putback,,,Kessler,W. Kessler,,,,,Mid-Range,8-16 Left,0.0,Made,,10.0,,,,,,,,,,,,,,,,
459,PT11M18.00S,2022-12-23T03:49:09.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628398,14.668199737187912,36.27450980392157,1610612764,95,90,2022-12-23T04:02:40Z,4530000,False,69.0,85.0,1,left,MISS K. Kuzma 10' driving floating Shot,[1628398],1610612764.0,WAS,driving floating,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),8-16 Right,10.95,Missed,,,,,,,,,,,,,,,,,,
460,PT11M13.00S,2022-12-23T03:49:14.5Z,4,REGULAR,rebound,defensive,[],1631117,,,1610612762,95,90,2022-12-23T04:05:39Z,4540000,False,,,0,,W. Kessler REBOUND (Off:5 Def:7),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),8-16 Right,,,459.0,,,,,,,12.0,7.0,5.0,,,,,,,,
461,PT11M06.00S,2022-12-23T03:49:20.9Z,4,REGULAR,3pt,Jump Shot,[],200752,67.88764783180025,64.2156862745098,1610612762,95,90,2022-12-23T03:49:28Z,4550000,False,71.0,249.0,1,right,MISS R. Gay 25' 3PT,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,Above the Break 3,24+ Center,25.93,Missed,,,,,,,,,,,,,,,,,,
462,PT11M04.00S,2022-12-23T03:49:22.9Z,4,REGULAR,rebound,defensive,[],1628420,,,1610612764,95,90,2022-12-23T03:49:28Z,4560000,False,,,0,,M. Morris REBOUND (Off:0 Def:4),[1628420],1610612764.0,WAS,,,,Morris,M. Morris,,,,,Above the Break 3,24+ Center,,,461.0,,,,,,,4.0,4.0,0.0,,,,,,,,
463,PT11M02.00S,2022-12-23T03:49:32.5Z,4,REGULAR,foul,technical,['1freethrow'],200752,,,1610612764,95,90,2022-12-23T03:49:46Z,4570000,False,,,0,,R. Gay technical FOUL (1 Tech),[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,,,,1628480.0,,,,,,,1.0,1.0,,,,
464,PT11M02.00S,2022-12-23T03:49:57.0Z,4,REGULAR,freethrow,1 of 1,[],1628420,,,1610612764,95,90,2022-12-23T03:49:57Z,4580000,False,,,0,,MISS M. Morris technical Free Throw 1 of 1,[1628420],1610612764.0,WAS,technical,,,Morris,M. Morris,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
465,PT11M02.00S,2022-12-23T03:49:57.0Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612764,95,90,2022-12-23T03:49:57Z,4590000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,464.0,,,,,,,,,,,,,,,,,
466,PT10M47.00S,2022-12-23T03:50:23.8Z,4,REGULAR,2pt,Jump Shot,[],203115,25.18068331143233,23.52941176470588,1610612764,95,90,2022-12-23T04:06:39Z,4600000,False,132.0,184.0,1,left,MISS W. Barton 22' pullup Shot,[203115],1610612764.0,WAS,pullup,,,Barton,W. Barton,,,,,Mid-Range,16-24 Right Center,22.68,Missed,,,,,,,,,,,,,,,,,,
467,PT10M45.00S,2022-12-23T03:50:25.8Z,4,REGULAR,rebound,defensive,[],1631117,,,1610612762,95,90,2022-12-23T03:50:27Z,4610000,False,,,0,,W. Kessler REBOUND (Off:5 Def:8),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Mid-Range,16-24 Right Center,,,466.0,,,,,,,13.0,8.0,5.0,,,,,,,,
468,PT10M38.00S,2022-12-23T03:50:32.7Z,4,REGULAR,3pt,Jump Shot,[],1627736,68.28186596583443,65.44117647058823,1610612762,98,90,2022-12-23T04:08:25Z,4620000,False,77.0,246.0,1,right,M. Beasley 25' 3PT step back (21 PTS),[1627736],1610612762.0,UTA,step back,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Center,25.75,Made,,21.0,,,,,,,,,,,,,,,,
469,PT10M36.00S,2022-12-23T03:50:39.1Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,98,90,2022-12-23T03:50:39Z,4630000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,PT10M36.00S,2022-12-23T03:53:13.7Z,4,REGULAR,substitution,out,[],203115,,,1610612764,98,90,2022-12-23T03:53:39Z,4640000,False,,,0,,SUB out: W. Barton,[203115],1610612764.0,WAS,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,,,,,
471,PT10M36.00S,2022-12-23T03:53:13.7Z,4,REGULAR,substitution,in,[],203078,,,1610612764,98,90,2022-12-23T03:53:39Z,4650000,False,,,0,,SUB in: B. Beal,[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,,,
472,PT10M21.00S,2022-12-23T03:54:03.6Z,4,REGULAR,foul,personal,[],1629012,,,1610612764,98,90,2022-12-23T03:54:09Z,4660000,False,,,0,,C. Sexton personal FOUL (3 PF),"[1629012, 203078]",1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,Mid-Range,8-16 Left,,,,,,,,1628480.0,,,,,,,3.0,0.0,Beal,203078.0,,
474,PT10M06.00S,2022-12-23T03:54:28.4Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612764,98,90,2022-12-23T03:54:33Z,4680000,False,,,0,,WAS shot clock Team TURNOVER,[],1610612764.0,WAS,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,202053.0,,,,,,,,,,,,
475,PT09M53.00S,2022-12-23T03:54:52.6Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1627736,72.40473061760841,27.228860294117645,1610612762,98,90,2022-12-23T03:55:04Z,4690000,False,-114.0,207.0,1,right,MISS M. Beasley 23' Jump Shot,[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,Mid-Range,16-24 Left Center,23.62,Missed,,,,,,,,,,,,,,,,,,
476,PT09M51.00S,2022-12-23T03:54:54.6Z,4,REGULAR,rebound,offensive,[],1629638,,,1610612762,98,90,2022-12-23T03:54:56Z,4700000,False,,,0,,N. Alexander-Walker REBOUND (Off:1 Def:2),[1629638],1610612762.0,UTA,,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Left Center,,,475.0,,,,,,,3.0,2.0,1.0,,,,,,,,
477,PT09M50.00S,2022-12-23T03:54:56.2Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629638,71.56701708278581,77.45098039215686,1610612762,101,90,2022-12-23T03:55:00Z,4710000,False,137.0,215.0,1,right,N. Alexander-Walker 25' 3PT  (5 PTS),[1629638],1610612762.0,UTA,,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Right Center,25.49,Made,,5.0,,,,,,,,,,,,,,,,
478,PT09M34.00S,2022-12-23T03:55:12.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203078,8.623521681997373,41.42156862745098,1610612764,101,92,2022-12-23T03:55:17Z,4720000,False,43.0,29.0,1,left,B. Beal driving floating bank Jump Shot (20 PTS),[203078],1610612764.0,WAS,driving floating bank,,,Beal,B. Beal,,,,,In The Paint (Non-RA),0-8 Center,5.16,Made,,20.0,,,,,,,,,,,,,,,,
479,PT09M23.00S,2022-12-23T03:55:25.6Z,4,REGULAR,foul,personal,['2freethrow'],203078,,,1610612762,101,92,2022-12-23T03:55:41Z,4730000,False,,,0,,B. Beal shooting personal FOUL (2 PF) (Sexton 2 FT),"[203078, 1629012]",1610612764.0,WAS,shooting,,,Beal,B. Beal,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,1628480.0,,,,,,,2.0,0.0,Sexton,1629012.0,,
481,PT09M23.00S,2022-12-23T03:55:49.9Z,4,REGULAR,freethrow,1 of 2,[],1629012,,,1610612762,102,92,2022-12-23T03:55:49Z,4750000,False,,,0,,C. Sexton Free Throw 1 of 2 (17 PTS),[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,Made,,17.0,,,,,,,,,,,,,,,,
482,PT09M23.00S,2022-12-23T03:56:00.0Z,4,REGULAR,substitution,out,[],1628398,,,1610612762,102,92,2022-12-23T03:56:04Z,4760000,False,,,0,,SUB out: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
483,PT09M23.00S,2022-12-23T03:56:00.0Z,4,REGULAR,substitution,in,[],1629060,,,1610612762,102,92,2022-12-23T03:56:04Z,4770000,False,,,0,,SUB in: R. Hachimura,[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,,
484,PT09M23.00S,2022-12-23T03:56:18.2Z,4,REGULAR,freethrow,2 of 2,[],1629012,,,1610612762,103,92,2022-12-23T03:56:18Z,4780000,False,,,0,,C. Sexton Free Throw 2 of 2 (18 PTS),[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,Made,,18.0,,,,,,,,,,,,,,,,
485,PT09M09.00S,2022-12-23T03:56:39.5Z,4,REGULAR,foul,personal,['2freethrow'],1629012,,,1610612764,103,92,2022-12-23T03:56:47Z,4790000,False,,,0,,C. Sexton shooting personal FOUL (4 PF) (Beal 2 FT),"[1629012, 203078]",1610612762.0,UTA,shooting,,,Sexton,C. Sexton,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1628480.0,,,,,,,4.0,0.0,Beal,203078.0,,
487,PT09M09.00S,2022-12-23T03:57:14.5Z,4,REGULAR,freethrow,1 of 2,[],203078,,,1610612764,103,93,2022-12-23T03:57:14Z,4810000,False,,,0,,B. Beal Free Throw 1 of 2 (21 PTS),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,Made,,21.0,,,,,,,,,,,,,,,,
488,PT09M09.00S,2022-12-23T03:57:16.7Z,4,REGULAR,substitution,out,[],1629012,,,1610612764,103,93,2022-12-23T03:57:19Z,4820000,False,,,0,,SUB out: C. Sexton,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
489,PT09M09.00S,2022-12-23T03:57:16.7Z,4,REGULAR,substitution,in,[],203903,,,1610612764,103,93,2022-12-23T03:57:19Z,4830000,False,,,0,,SUB in: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,
490,PT09M09.00S,2022-12-23T03:57:33.0Z,4,REGULAR,freethrow,2 of 2,[],203078,,,1610612764,103,94,2022-12-23T03:57:33Z,4840000,False,,,0,,B. Beal Free Throw 2 of 2 (22 PTS),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,Made,,22.0,,,,,,,,,,,,,,,,
492,PT08M50.00S,2022-12-23T03:58:12.1Z,4,REGULAR,turnover,bad pass,[],1629638,,,1610612762,103,94,2022-12-23T03:58:16Z,4860000,False,,,0,,N. Alexander-Walker bad pass TURNOVER (2 TO),"[1629638, 1629060]",1610612762.0,UTA,,,,Alexander-Walker,N. Alexander-Walker,,,,,Restricted Area,0-8 Center,,,,,,,,,2.0,,,,,,,,,,Hachimura,1629060.0
493,PT08M50.00S,2022-12-23T03:58:12.1Z,4,REGULAR,steal,,[],1629060,,,1610612764,103,94,2022-12-23T03:58:13Z,4870000,False,,,0,,R. Hachimura STEAL (1 STL),[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
494,PT08M30.00S,2022-12-23T03:58:32.0Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630557,10.463206307490145,3.431372549019608,1610612764,103,94,2022-12-23T03:58:35Z,4880000,False,233.0,46.0,1,left,MISS C. Kispert 3PT,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Right Corner 3,24+ Right,23.73,Missed,,,,,,,,,,,,,,,,,,
495,PT08M28.00S,2022-12-23T03:58:34.0Z,4,REGULAR,rebound,defensive,[],203903,,,1610612762,103,94,2022-12-23T03:58:35Z,4890000,False,,,0,,J. Clarkson REBOUND (Off:0 Def:5),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Right Corner 3,24+ Right,,,494.0,,,,,,,5.0,5.0,0.0,,,,,,,,
496,PT08M12.00S,2022-12-23T03:58:50.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627736,86.28449408672799,60.049019607843135,1610612762,105,94,2022-12-23T03:58:54Z,4900000,False,50.0,76.0,1,right,M. Beasley 9' driving floating Jump Shot (23 PTS),[1627736],1610612762.0,UTA,driving floating,,,Beasley,M. Beasley,,,,,In The Paint (Non-RA),8-16 Right,9.14,Made,,23.0,,,,,,,,,,,,,,,,
497,PT07M54.00S,2022-12-23T03:59:09.6Z,4,REGULAR,foul,personal,['2freethrow'],1631117,,,1610612764,105,94,2022-12-23T03:59:15Z,4910000,False,,,0,,W. Kessler shooting personal FOUL (2 PF) (Beal 2 FT),"[1631117, 203078]",1610612762.0,UTA,shooting,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,,,,,,,,2882.0,,,,,,,2.0,0.0,Beal,203078.0,,
499,PT07M54.00S,2022-12-23T03:59:40.3Z,4,REGULAR,freethrow,1 of 2,[],203078,,,1610612764,105,95,2022-12-23T03:59:40Z,4930000,False,,,0,,B. Beal Free Throw 1 of 2 (23 PTS),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,Made,,23.0,,,,,,,,,,,,,,,,
500,PT07M54.00S,2022-12-23T03:59:41.7Z,4,REGULAR,substitution,out,[],1629655,,,1610612764,105,95,2022-12-23T03:59:45Z,4940000,False,,,0,,SUB out: D. Gafford,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
