actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
26,PT10M09.00S,2023-01-24T02:13:00.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626179,94.40999984741211,50.0,1610612766,3,6,2023-01-24T02:13:00Z,260000,False,0.0,0.0,1,right,T. Rozier tip Layup (4 PTS),[1626179],1610612766.0,CHA,tip,,,Rozier,T. Rozier,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,4.0,,,,,,,,,,,
27,PT09M54.00S,2023-01-24T02:13:14.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628374,5.338370565045992,58.57843137254902,1610612762,5,6,2023-01-24T02:13:20Z,270000,False,-43.0,-2.0,1,left,L. Markkanen driving Layup (2 PTS) (J. Clarkson 1 AST),"[1628374, 203903]",1610612762.0,UTA,driving,,,Markkanen,L. Markkanen,,,,,In The Paint (Non-RA),0-8 Center,4.3,Made,,,,,,,2.0,J. Clarkson,203903.0,1.0,,,,,,,,
29,PT09M38.00S,2023-01-24T02:13:29.9Z,1,REGULAR,2pt,Jump Shot,[],1626179,91.06438896189225,91.44454656862744,1610612766,5,6,2023-01-24T02:14:14Z,290000,False,207.0,31.0,1,right,MISS T. Rozier 20' Jump Shot - blocked,"[1626179, 201144]",1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Mid-Range,16-24 Right,20.96,Missed,,,,,,,,,,,,,Conley,201144.0,,,,
30,PT09M38.00S,2023-01-24T02:13:29.9Z,1,REGULAR,block,,[],201144,,,1610612766,5,6,2023-01-24T02:13:31Z,300000,False,,,0,,M. Conley BLOCK (1 BLK),[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
31,PT09M36.00S,2023-01-24T02:13:31.9Z,1,REGULAR,rebound,defensive,[],1627736,,,1610612762,5,6,2023-01-24T02:13:33Z,310000,False,,,0,,M. Beasley REBOUND (Off:0 Def:1),[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,Right Corner 3,24+ Right,,,29.0,1.0,1.0,0.0,,,,,,,,,,,,,,
32,PT09M24.00S,2023-01-24T02:13:44.1Z,1,REGULAR,3pt,Jump Shot,[],203903,23.603810775295663,12.254901960784313,1610612762,5,6,2023-01-24T02:13:48Z,320000,False,189.0,169.0,1,left,MISS J. Clarkson 25' 3PT,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Right Center,25.36,Missed,,,,,,,,,,,,,,,,,,
33,PT09M22.00S,2023-01-24T02:13:46.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612766,5,6,2023-01-24T02:13:48Z,330000,False,,,0,,TEAM defensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Above the Break 3,24+ Right Center,,,32.0,,,,,,,,,,,,,,,,,
35,PT09M09.00S,2023-01-24T02:14:06.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626179,90.75229960578186,46.81372549019608,1610612766,5,8,2023-01-24T02:14:12Z,350000,False,-16.0,34.0,1,right,T. Rozier cutting finger roll Layup (6 PTS) (M. Plumlee 1 AST),"[1626179, 203486]",1610612766.0,CHA,cutting finger roll,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,3.79,Made,,,,,,,6.0,M. Plumlee,203486.0,1.0,,,,,,,,
37,PT08M55.00S,2023-01-24T02:14:21.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631117,5.469776609724048,44.11764705882353,1610612762,7,8,2023-01-24T02:14:25Z,370000,False,29.0,-1.0,1,left,W. Kessler Layup (2 PTS) (L. Markkanen 1 AST),"[1631117, 1628374]",1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,2.94,Made,,,,,,,2.0,L. Markkanen,1628374.0,1.0,,,,,,,,
39,PT08M37.00S,2023-01-24T02:14:41.3Z,1,REGULAR,foul,personal,[],1631117,,,1610612766,7,8,2023-01-24T02:14:47Z,390000,False,,,0,,W. Kessler personal FOUL (1 PF),"[1631117, 203486]",1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,201245.0,,,,,,,,,,1.0,0.0,Plumlee,203486.0
41,PT08M27.00S,2023-01-24T02:15:08.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202330,85.62746386333771,34.80392156862745,1610612766,7,10,2023-01-24T02:15:15Z,410000,False,-76.0,83.0,1,right,G. Hayward 11' pullup Jump Shot (2 PTS),[202330],1610612766.0,CHA,pullup,,,Hayward,G. Hayward,,,,,In The Paint (Non-RA),8-16 Left,11.22,Made,,,,,,,2.0,,,,,,,,,,,
42,PT08M07.00S,2023-01-24T02:15:27.2Z,1,REGULAR,3pt,Jump Shot,[],1627736,28.728646517739815,24.264705882352942,1610612762,7,10,2023-01-24T02:15:31Z,420000,False,129.0,218.0,1,left,MISS M. Beasley 25' pullup 3PT,[1627736],1610612762.0,UTA,pullup,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Right Center,25.27,Missed,,,,,,,,,,,,,,,,,,
43,PT08M05.00S,2023-01-24T02:15:29.2Z,1,REGULAR,rebound,defensive,[],1629667,,,1610612766,7,10,2023-01-24T02:15:31Z,430000,False,,,0,,J. McDaniels REBOUND (Off:0 Def:1),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Right Center,,,42.0,1.0,1.0,0.0,,,,,,,,,,,,,,
44,PT07M51.00S,2023-01-24T02:15:43.2Z,1,REGULAR,2pt,Jump Shot,[],1629667,78.26872536136662,52.94117647058824,1610612766,7,12,2023-01-24T02:16:09Z,440000,False,15.0,152.0,1,right,J. McDaniels 15' step back Jump Shot (2 PTS),[1629667],1610612766.0,CHA,step back,,,McDaniels,J. McDaniels,,,,,Mid-Range,8-16 Center,15.25,Made,,,,,,,2.0,,,,,,,,,,,
45,PT07M35.00S,2023-01-24T02:16:00.6Z,1,REGULAR,3pt,Jump Shot,[],1628374,26.49474375821288,79.16666666666666,1610612762,7,12,2023-01-24T02:19:17Z,450000,False,-146.0,197.0,1,left,MISS L. Markkanen 24' pullup 3PT,[1628374],1610612762.0,UTA,pullup,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Left Center,24.48,Missed,,,,,,,,,,,,,,,,,,
46,PT07M31.00S,2023-01-24T02:16:04.6Z,1,REGULAR,rebound,defensive,[],203486,,,1610612766,7,12,2023-01-24T02:16:04Z,460000,False,,,0,,M. Plumlee REBOUND (Off:0 Def:2),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Above the Break 3,24+ Left Center,,,45.0,2.0,2.0,0.0,,,,,,,,,,,,,,
47,PT07M20.00S,2023-01-24T02:16:14.5Z,1,REGULAR,turnover,bad pass,[],1629667,,,1610612766,7,12,2023-01-24T02:16:17Z,470000,False,,,0,,J. McDaniels bad pass TURNOVER (2 TO),"[1629667, 1627736]",1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,Mid-Range,8-16 Right,,,,,,,,2.0,,,,,Beasley,1627736.0,,,,,,
48,PT07M20.00S,2023-01-24T02:16:14.5Z,1,REGULAR,steal,,[],1627736,,,1610612762,7,12,2023-01-24T02:16:16Z,480000,False,,,0,,M. Beasley STEAL (2 STL),[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
49,PT07M12.00S,2023-01-24T02:16:23.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628374,7.046649145860711,54.166666666666664,1610612762,9,12,2023-01-24T02:16:27Z,490000,False,-21.0,14.0,1,left,L. Markkanen driving Layup (4 PTS) (M. Beasley 1 AST),"[1628374, 1627736]",1610612762.0,UTA,driving,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,2.49,Made,,,,,,,4.0,M. Beasley,1627736.0,1.0,,,,,,,,
51,PT07M00.00S,2023-01-24T02:16:35.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626179,92.9862023653088,55.88235294117647,1610612766,9,12,2023-01-24T02:16:47Z,510000,False,29.0,13.0,1,right,MISS T. Rozier reverse Layup,[1626179],1610612766.0,CHA,reverse,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,3.23,Missed,,,,,,,,,,,,,,,,,,
52,PT06M57.00S,2023-01-24T02:16:38.0Z,1,REGULAR,rebound,defensive,[],1631117,,,1610612762,9,12,2023-01-24T02:16:47Z,520000,False,,,0,,W. Kessler REBOUND (Off:1 Def:1),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,,,51.0,2.0,1.0,1.0,,,,,,,,,,,,,,
53,PT06M39.00S,2023-01-24T02:16:56.0Z,1,REGULAR,3pt,Jump Shot,[],201144,31.61957950065703,60.29411764705882,1610612762,12,12,2023-01-24T02:17:00Z,530000,False,-51.0,245.0,1,left,M. Conley 25' 3PT pullup (3 PTS),[201144],1610612762.0,UTA,pullup,,,Conley,M. Conley,,,,,Above the Break 3,24+ Center,25.01,Made,,,,,,,3.0,,,,,,,,,,,
54,PT06M23.00S,2023-01-24T02:17:12.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202330,83.52496714848883,52.94117647058824,1610612766,12,12,2023-01-24T02:17:16Z,540000,False,15.0,102.0,1,right,MISS G. Hayward 10' driving floating bank Shot,[202330],1610612766.0,CHA,driving floating bank,,,Hayward,G. Hayward,,,,,In The Paint (Non-RA),8-16 Center,10.34,Missed,,,,,,,,,,,,,,,,,,
55,PT06M21.00S,2023-01-24T02:17:14.2Z,1,REGULAR,rebound,defensive,[],1631117,,,1610612762,12,12,2023-01-24T02:17:16Z,550000,False,,,0,,W. Kessler REBOUND (Off:1 Def:2),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),8-16 Center,,,54.0,3.0,2.0,1.0,,,,,,,,,,,,,,
56,PT06M08.00S,2023-01-24T02:17:27.5Z,1,REGULAR,3pt,Jump Shot,[],203903,31.09395532194481,64.2156862745098,1610612762,12,12,2023-01-24T02:17:31Z,560000,False,-71.0,240.0,1,left,MISS J. Clarkson 25' pullup 3PT,[203903],1610612762.0,UTA,pullup,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Center,25.01,Missed,,,,,,,,,,,,,,,,,,
57,PT06M05.00S,2023-01-24T02:17:30.5Z,1,REGULAR,rebound,defensive,[],1629667,,,1610612766,12,12,2023-01-24T02:17:31Z,570000,False,,,0,,J. McDaniels REBOUND (Off:0 Def:2),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Center,,,56.0,2.0,2.0,0.0,,,,,,,,,,,,,,
58,PT05M56.00S,2023-01-24T02:17:39.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1626179,89.70105124835742,43.872549019607845,1610612766,12,12,2023-01-24T02:17:45Z,580000,False,-31.0,44.0,1,right,MISS T. Rozier driving Hook,[1626179],1610612766.0,CHA,driving,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),0-8 Center,5.38,Missed,,,,,,,,,,,,,,,,,,
59,PT05M53.00S,2023-01-24T02:17:42.1Z,1,REGULAR,rebound,defensive,[],1628374,,,1610612762,12,12,2023-01-24T02:17:45Z,590000,False,,,0,,L. Markkanen REBOUND (Off:0 Def:1),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,In The Paint (Non-RA),0-8 Center,,,58.0,1.0,1.0,0.0,,,,,,,,,,,,,,
60,PT05M47.00S,2023-01-24T02:17:50.9Z,1,REGULAR,turnover,out-of-bounds,[],1628374,,,1610612762,12,12,2023-01-24T02:17:56Z,600000,False,,,0,,L. Markkanen lost ball out-of-bounds TURNOVER (1 TO),[1628374],1610612762.0,UTA,lost ball,,,Markkanen,L. Markkanen,,,,,Mid-Range,8-16 Right,,,,,,,1628159.0,1.0,,,,,,,,,,,,
61,PT05M47.00S,2023-01-24T02:17:54.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,12,12,2023-01-24T02:17:54Z,610000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT05M47.00S,2023-01-24T02:19:59.0Z,1,REGULAR,substitution,out,[],1628374,,,1610612766,12,12,2023-01-24T02:20:03Z,630000,False,,,0,,SUB out: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT05M47.00S,2023-01-24T02:19:59.0Z,1,REGULAR,substitution,in,[],1629020,,,1610612766,12,12,2023-01-24T02:20:03Z,640000,False,,,0,,SUB in: J. Vanderbilt,[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT05M47.00S,2023-01-24T02:19:59.0Z,1,REGULAR,substitution,in,[],1629012,,,1610612766,12,12,2023-01-24T02:20:03Z,650000,False,,,0,,SUB in: C. Sexton,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT05M47.00S,2023-01-24T02:19:59.0Z,1,REGULAR,substitution,out,[],1631117,,,1610612766,12,12,2023-01-24T02:20:28Z,660000,False,,,0,,SUB out: W. Kessler,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT05M47.00S,2023-01-24T02:19:59.0Z,1,REGULAR,substitution,out,[],202330,,,1610612766,12,12,2023-01-24T02:20:28Z,670000,False,,,0,,SUB out: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT05M47.00S,2023-01-24T02:19:59.0Z,1,REGULAR,substitution,in,[],1631121,,,1610612766,12,12,2023-01-24T02:20:28Z,680000,False,,,0,,SUB in: B. McGowens,[1631121],1610612766.0,CHA,,,,McGowens,B. McGowens,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT05M31.00S,2023-01-24T02:21:01.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1626179,81.94809461235218,50.73529411764706,1610612766,12,14,2023-01-24T02:21:08Z,690000,False,4.0,117.0,1,right,T. Rozier 11' driving floating Jump Shot (8 PTS) (P. Washington 1 AST),"[1626179, 1629023]",1610612766.0,CHA,driving floating,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),8-16 Center,11.73,Made,,,,,,,8.0,P. Washington,1629023.0,1.0,,,,,,,,
71,PT05M08.00S,2023-01-24T02:21:24.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629012,9.674770039421814,63.970588235294116,1610612762,12,14,2023-01-24T02:21:28Z,710000,False,-70.0,38.0,1,left,MISS C. Sexton 7' driving Layup,[1629012],1610612762.0,UTA,driving,,,Sexton,C. Sexton,,,,,In The Paint (Non-RA),0-8 Center,7.98,Missed,,,,,,,,,,,,,,,,,,
72,PT05M06.00S,2023-01-24T02:21:26.2Z,1,REGULAR,rebound,offensive,[],1629012,,,1610612762,12,14,2023-01-24T02:21:26Z,720000,False,,,0,,C. Sexton REBOUND (Off:1 Def:0),[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,In The Paint (Non-RA),0-8 Center,,,71.0,1.0,0.0,1.0,,,,,,,,,,,,,,
73,PT05M05.00S,2023-01-24T02:21:26.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629012,8.623521681997373,45.09803921568628,1610612762,12,14,2023-01-24T02:22:09Z,730000,False,25.0,29.0,1,left,MISS C. Sexton putback Layup - blocked,"[1629012, 203486]",1610612762.0,UTA,putback,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,3.77,Missed,,,,,,,,,,,,,Plumlee,203486.0,,,,
74,PT05M05.00S,2023-01-24T02:21:26.9Z,1,REGULAR,block,,[],203486,,,1610612762,12,14,2023-01-24T02:21:28Z,740000,False,,,0,,M. Plumlee BLOCK (1 BLK),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
75,PT05M05.00S,2023-01-24T02:21:26.9Z,1,REGULAR,rebound,offensive,[],1629012,,,1610612762,12,14,2023-01-24T02:21:31Z,750000,False,,,0,,C. Sexton REBOUND (Off:2 Def:0),[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,,,73.0,2.0,0.0,2.0,,,,,,,,,,,,,,
76,PT05M02.00S,2023-01-24T02:21:30.1Z,1,REGULAR,turnover,lost ball,[],1629012,,,1610612762,12,14,2023-01-24T02:21:34Z,760000,False,,,0,,C. Sexton lost ball TURNOVER (1 TO),"[1629012, 1629023]",1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,,,,,,,,1.0,,,,,Washington,1629023.0,,,,,,
77,PT05M02.00S,2023-01-24T02:21:30.1Z,1,REGULAR,steal,,[],1629023,,,1610612766,12,14,2023-01-24T02:21:31Z,770000,False,,,0,,P. Washington STEAL (1 STL),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
78,PT04M58.00S,2023-01-24T02:21:34.3Z,1,REGULAR,turnover,bad pass,[],1626179,,,1610612766,12,14,2023-01-24T02:21:37Z,780000,False,,,0,,T. Rozier bad pass TURNOVER (1 TO),"[1626179, 201144]",1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,,,,,,,,1.0,,,,,Conley,201144.0,,,,,,
79,PT04M58.00S,2023-01-24T02:21:34.3Z,1,REGULAR,steal,,[],201144,,,1610612762,12,14,2023-01-24T02:21:36Z,790000,False,,,0,,M. Conley STEAL (1 STL),[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
80,PT04M53.00S,2023-01-24T02:21:40.2Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",201144,31.225361366622867,32.35294117647059,1610612762,12,14,2023-01-24T02:21:48Z,800000,False,88.0,241.0,1,left,MISS M. Conley 25' 3PT,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,Above the Break 3,24+ Right Center,25.66,Missed,,,,,,,,,,,,,,,,,,
81,PT04M48.00S,2023-01-24T02:21:45.2Z,1,REGULAR,rebound,defensive,[],1626179,,,1610612766,12,14,2023-01-24T02:21:48Z,810000,False,,,0,,T. Rozier REBOUND (Off:1 Def:2),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Right Center,,,80.0,3.0,2.0,1.0,,,,,,,,,,,,,,
