actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
258,PT05M23.00S,2023-04-05T01:51:28.4Z,2,REGULAR,substitution,in,[],1631323,,,1610612762,48,53,2023-04-05T01:51:31Z,2580000,False,,,0,,SUB in: S. Fontecchio,[1631323],1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT05M08.00S,2023-04-05T01:52:00.3Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203482,87.33574244415243,49.754901960784316,1610612762,48,53,2023-04-05T01:52:07Z,2590000,False,-1.0,67.0,1,right,MISS K. Olynyk 6' turnaround Hook,[203482],1610612762.0,UTA,turnaround,,,Olynyk,K. Olynyk,,,,,In The Paint (Non-RA),0-8 Center,6.65,Missed,,,,,,,,,,,,,,,,,,
260,PT05M06.00S,2023-04-05T01:52:02.3Z,2,REGULAR,rebound,defensive,[],203076,,,1610612747,48,53,2023-04-05T01:52:07Z,2600000,False,,,0,,A. Davis REBOUND (Off:2 Def:5),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,,,,259.0,7.0,5.0,2.0,,,,,,,,,,,,,
261,PT04M56.00S,2023-04-05T01:52:12.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203471,13.091327201051248,48.529411764705884,1610612747,48,53,2023-04-05T01:52:31Z,2610000,False,7.0,71.0,1,left,MISS D. Schroder 7' floating Shot,[203471],1610612747.0,LAL,floating,,,Schroder,D. Schroder,,,,,In The Paint (Non-RA),0-8 Center,7.1,Missed,,,,,,,,,,,,,,,,,,
262,PT04M56.00S,2023-04-05T01:52:12.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612747,48,53,2023-04-05T01:52:31Z,2620000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,261.0,,,,,,,,,,,,,,,,
264,PT04M56.00S,2023-04-05T01:52:18.3Z,2,REGULAR,substitution,out,[],1627736,,,1610612747,48,53,2023-04-05T01:52:23Z,2640000,False,,,0,,SUB out: M. Beasley,[1627736],1610612747.0,LAL,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT04M56.00S,2023-04-05T01:52:18.3Z,2,REGULAR,substitution,in,[],1630559,,,1610612747,48,53,2023-04-05T01:52:23Z,2650000,False,,,0,,SUB in: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT04M48.00S,2023-04-05T01:52:38.9Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629060,27.151773981603156,19.362745098039216,1610612747,48,56,2023-04-05T01:52:44Z,2660000,False,153.0,203.0,1,left,R. Hachimura 25' 3PT  (7 PTS) (J. Vanderbilt 1 AST),"[1629060, 1629020]",1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Above the Break 3,24+ Right Center,25.41,Made,7.0,,,,,J. Vanderbilt,1629020.0,1.0,,,,,,,,,,
268,PT04M30.00S,2023-04-05T01:52:56.3Z,2,REGULAR,3pt,Jump Shot,[],1630534,69.46452036793693,70.34313725490196,1610612762,48,56,2023-04-05T01:53:01Z,2680000,False,102.0,235.0,1,right,MISS O. Agbaji 25' 3PT,[1630534],1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,Above the Break 3,24+ Right Center,25.56,Missed,,,,,,,,,,,,,,,,,,
269,PT04M28.00S,2023-04-05T01:52:58.3Z,2,REGULAR,rebound,offensive,[],203482,,,1610612762,48,56,2023-04-05T01:53:01Z,2690000,False,,,0,,K. Olynyk REBOUND (Off:2 Def:1),[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Above the Break 3,24+ Right Center,,,,268.0,3.0,1.0,2.0,,,,,,,,,,,,,
270,PT04M25.00S,2023-04-05T01:53:02.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1631323,77.34888304862024,6.61764705882353,1610612762,48,56,2023-04-05T01:53:08Z,2700000,False,-217.0,160.0,1,right,MISS S. Fontecchio 26' 3PT,[1631323],1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,Above the Break 3,24+ Left Center,26.98,Missed,,,,,,,,,,,,,,,,,,
271,PT04M22.00S,2023-04-05T01:53:05.2Z,2,REGULAR,rebound,offensive,[],1629659,,,1610612762,48,56,2023-04-05T01:53:08Z,2710000,False,,,0,,T. Horton-Tucker REBOUND (Off:1 Def:2),[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,Above the Break 3,24+ Left Center,,,,270.0,3.0,2.0,1.0,,,,,,,,,,,,,
272,PT04M15.00S,2023-04-05T01:53:12.3Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1629659,92.19776609724047,8.333333333333332,1610612762,50,56,2023-04-05T01:53:21Z,2720000,False,-208.0,21.0,1,right,T. Horton-Tucker 20' step back Jump Shot (4 PTS),[1629659],1610612762.0,UTA,step back,,,Horton-Tucker,T. Horton-Tucker,,,,,Mid-Range,16-24 Left,20.93,Made,4.0,,,,,,,,,,,,,,,,,
275,PT04M15.00S,2023-04-05T01:53:38.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,50,56,2023-04-05T01:53:38Z,2750000,False,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT03M56.00S,2023-04-05T01:57:08.7Z,2,REGULAR,3pt,Jump Shot,[],1629060,4.812746386333772,94.6078431372549,1610612747,50,56,2023-04-05T01:57:14Z,2770000,False,-223.0,-7.0,1,left,MISS R. Hachimura 3PT,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Left Corner 3,24+ Left,22.31,Missed,,,,,,,,,,,,,,,,,,
278,PT03M53.00S,2023-04-05T01:57:11.7Z,2,REGULAR,rebound,defensive,[],1628962,,,1610612762,50,56,2023-04-05T01:57:14Z,2780000,False,,,0,,U. Azubuike REBOUND (Off:0 Def:1),[1628962],1610612762.0,UTA,,,,Azubuike,U. Azubuike,,,,,Left Corner 3,24+ Left,,,,277.0,1.0,1.0,0.0,,,,,,,,,,,,,
279,PT03M43.00S,2023-04-05T01:57:21.2Z,2,REGULAR,2pt,Jump Shot,[],1629659,92.85479632063075,26.715686274509803,1610612762,50,56,2023-04-05T01:57:28Z,2790000,False,-116.0,15.0,1,right,MISS T. Horton-Tucker 11' step back Shot,[1629659],1610612762.0,UTA,step back,,,Horton-Tucker,T. Horton-Tucker,,,,,Mid-Range,8-16 Left,11.73,Missed,,,,,,,,,,,,,,,,,,
280,PT03M40.00S,2023-04-05T01:57:24.2Z,2,REGULAR,rebound,defensive,[],1629060,,,1610612747,50,56,2023-04-05T01:57:28Z,2800000,False,,,0,,R. Hachimura REBOUND (Off:0 Def:2),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Mid-Range,8-16 Left,,,,279.0,2.0,2.0,0.0,,,,,,,,,,,,,
281,PT03M38.00S,2023-04-05T01:57:28.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending', 'fastbreak']",1629060,7.30946123521682,57.107843137254896,1610612747,50,58,2023-04-05T01:57:44Z,2810000,False,-36.0,16.0,1,left,R. Hachimura running Layup (9 PTS),[1629060],1610612747.0,LAL,running,,,Hachimura,R. Hachimura,,,,,Restricted Area,0-8 Center,3.9,Made,9.0,,,,,,,,,,,,,,,,,
282,PT03M38.00S,2023-04-05T01:57:31.7Z,2,REGULAR,violation,defensive goaltending,[],1630534,,,1610612747,50,58,2023-04-05T01:57:43Z,2820000,False,,,0,,O. Agbaji defensive goaltending VIOLATION,[1630534],1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,202007.0,,,,,,,,,
283,PT03M18.00S,2023-04-05T01:57:57.5Z,2,REGULAR,3pt,Jump Shot,[],203482,68.80749014454665,67.8921568627451,1610612762,53,58,2023-04-05T01:58:43Z,2830000,False,89.0,241.0,1,right,K. Olynyk 25' 3PT pullup (10 PTS) (O. Agbaji 2 AST),"[203482, 1630534]",1610612762.0,UTA,pullup,,,Olynyk,K. Olynyk,,,,,Above the Break 3,24+ Right Center,25.68,Made,10.0,,,,,O. Agbaji,1630534.0,2.0,,,,,,,,,,
285,PT03M01.00S,2023-04-05T01:58:14.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203471,18.347568988173457,46.81372549019608,1610612747,53,60,2023-04-05T01:58:20Z,2850000,False,16.0,120.0,1,left,D. Schroder 12' driving floating Jump Shot (6 PTS),[203471],1610612747.0,LAL,driving floating,,,Schroder,D. Schroder,,,,,In The Paint (Non-RA),8-16 Center,12.1,Made,6.0,,,,,,,,,,,,,,,,,
286,PT02M31.00S,2023-04-05T01:58:46.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631323,88.12417871222075,45.588235294117645,1610612762,53,60,2023-04-05T01:59:53Z,2860000,False,-22.0,59.0,1,right,MISS S. Fontecchio 6' finger roll Layup,[1631323],1610612762.0,UTA,finger roll,,,Fontecchio,S. Fontecchio,,,,,In The Paint (Non-RA),0-8 Center,6.31,Missed,,,,,,,,,,,,,,,,,,
287,PT02M30.00S,2023-04-05T01:58:47.7Z,2,REGULAR,rebound,defensive,[],1629060,,,1610612747,53,60,2023-04-05T01:59:53Z,2870000,False,,,0,,R. Hachimura REBOUND (Off:0 Def:3),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,In The Paint (Non-RA),0-8 Center,,,,286.0,3.0,3.0,0.0,,,,,,,,,,,,,
288,PT02M21.00S,2023-04-05T01:58:54.0Z,2,REGULAR,3pt,Jump Shot,[],1629020,5.206964520367937,95.58823529411765,1610612747,53,60,2023-04-05T01:59:07Z,2880000,False,-228.0,-4.0,1,left,MISS J. Vanderbilt 3PT,[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,Left Corner 3,24+ Left,22.79,Missed,,,,,,,,,,,,,,,,,,
289,PT02M19.00S,2023-04-05T01:58:56.0Z,2,REGULAR,rebound,defensive,[],1628962,,,1610612762,53,60,2023-04-05T01:59:07Z,2890000,False,,,0,,U. Azubuike REBOUND (Off:0 Def:2),[1628962],1610612762.0,UTA,,,,Azubuike,U. Azubuike,,,,,Left Corner 3,24+ Left,,,,288.0,2.0,2.0,0.0,,,,,,,,,,,,,
290,PT02M05.00S,2023-04-05T01:59:13.6Z,2,REGULAR,foul,personal,[],1629020,,,1610612762,53,60,2023-04-05T01:59:27Z,2900000,False,,,0,,J. Vanderbilt personal FOUL (1 PF),"[1629020, 1628962]",1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,Restricted Area,0-8 Center,,,,,,,,,,,202007.0,,,,,,1.0,0.0,Azubuike,1628962.0
292,PT02M05.00S,2023-04-05T01:59:19.5Z,2,REGULAR,substitution,out,[],1629060,,,1610612762,53,60,2023-04-05T01:59:23Z,2920000,False,,,0,,SUB out: R. Hachimura,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT02M05.00S,2023-04-05T01:59:19.5Z,2,REGULAR,substitution,in,[],2544,,,1610612762,53,60,2023-04-05T01:59:23Z,2930000,False,,,0,,SUB in: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT01M58.00S,2023-04-05T01:59:45.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203482,88.91261498028909,47.05882352941176,1610612762,53,60,2023-04-05T01:59:51Z,2940000,False,-15.0,52.0,1,right,MISS K. Olynyk Layup - blocked,"[203482, 1629020]",1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,In The Paint (Non-RA),0-8 Center,5.37,Missed,,,,,,,,,,,Vanderbilt,1629020.0,,,,,,
295,PT01M58.00S,2023-04-05T01:59:45.9Z,2,REGULAR,block,,[],1629020,,,1610612762,53,60,2023-04-05T01:59:48Z,2950000,False,,,0,,J. Vanderbilt BLOCK (1 BLK),[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
296,PT01M58.00S,2023-04-05T01:59:45.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612762,53,60,2023-04-05T01:59:51Z,2960000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,294.0,,,,,,,,,,,,,,,,
298,PT01M58.00S,2023-04-05T02:00:06.8Z,2,REGULAR,foul,offensive,[],203482,,,1610612762,53,60,2023-04-05T02:00:12Z,2980000,False,,,0,,K. Olynyk offensive FOUL (1 PF),"[203482, 1629020]",1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Restricted Area,0-8 Center,,,,,,,,,,,203054.0,,,,,,1.0,0.0,Vanderbilt,1629020.0
300,PT01M58.00S,2023-04-05T02:00:06.8Z,2,REGULAR,turnover,offensive foul,[],203482,,,1610612762,53,60,2023-04-05T02:00:06Z,3000000,False,,,0,,K. Olynyk offensive foul TURNOVER (1 TO),[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Restricted Area,0-8 Center,,,,,,,,,,,203054.0,1.0,,,,,,,,
301,PT01M47.00S,2023-04-05T02:00:30.8Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],203471,21.632720105124836,47.30392156862745,1610612747,53,62,2023-04-05T02:00:52Z,3010000,False,13.0,151.0,1,left,D. Schroder 15' pullup Jump Shot (8 PTS),[203471],1610612747.0,LAL,pullup,,,Schroder,D. Schroder,,,,,Mid-Range,8-16 Center,15.14,Made,8.0,,,,,,,,,,,,,,,,,
302,PT01M33.00S,2023-04-05T02:00:45.1Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629659,91.01511169513797,51.470588235294116,1610612762,55,62,2023-04-05T02:00:51Z,3020000,False,7.0,32.0,1,right,T. Horton-Tucker driving DUNK (6 PTS),[1629659],1610612762.0,UTA,driving,,,Horton-Tucker,T. Horton-Tucker,,,,,Restricted Area,0-8 Center,3.28,Made,6.0,,,,,,,,,,,,,,,,,
303,PT01M15.00S,2023-04-05T02:01:03.3Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203076,6.915243101182654,53.18627450980392,1610612747,55,64,2023-04-05T02:01:07Z,3030000,False,-16.0,13.0,1,left,A. Davis alley-oop DUNK (14 PTS) (L. James 1 AST),"[203076, 2544]",1610612747.0,LAL,alley-oop,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,2.02,Made,14.0,,,,,L. James,2544.0,1.0,,,,,,,,,,
305,PT01M04.00S,2023-04-05T02:01:16.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629020,,,1610612762,55,64,2023-04-05T02:01:21Z,3050000,False,,,0,,J. Vanderbilt personal FOUL (2 PF) (Horton-Tucker 2 FT),"[1629020, 1629659]",1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,Mid-Range,8-16 Center,,,,,,,,,,,202007.0,,,,,,2.0,0.0,Horton-Tucker,1629659.0
307,PT01M04.00S,2023-04-05T02:02:03.7Z,2,REGULAR,freethrow,1 of 2,[],1629659,,,1610612762,56,64,2023-04-05T02:02:26Z,3070000,False,,,0,,T. Horton-Tucker Free Throw 1 of 2 (7 PTS),[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
308,PT01M04.00S,2023-04-05T02:02:04.4Z,2,REGULAR,substitution,out,[],1629020,,,1610612762,56,64,2023-04-05T02:02:07Z,3080000,False,,,0,,SUB out: J. Vanderbilt,[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT01M04.00S,2023-04-05T02:02:04.4Z,2,REGULAR,substitution,in,[],1629060,,,1610612762,56,64,2023-04-05T02:02:07Z,3090000,False,,,0,,SUB in: R. Hachimura,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT01M04.00S,2023-04-05T02:02:03.7Z,2,REGULAR,freethrow,2 of 2,[],1629659,,,1610612762,56,64,2023-04-05T02:02:26Z,3100000,False,,,0,,MISS T. Horton-Tucker Free Throw 2 of 2,[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
311,PT01M03.00S,2023-04-05T02:02:04.7Z,2,REGULAR,rebound,defensive,[],2544,,,1610612747,56,64,2023-04-05T02:02:26Z,3110000,False,,,0,,L. James REBOUND (Off:0 Def:3),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,310.0,3.0,3.0,0.0,,,,,,,,,,,,,
312,PT00M51.20S,2023-04-05T02:02:36.9Z,2,REGULAR,2pt,Jump Shot,[],203471,8.886333771353483,67.64705882352942,1610612747,56,66,2023-04-05T02:02:42Z,3120000,False,-88.0,31.0,1,left,D. Schroder 9' turnaround Jump Shot (10 PTS) (A. Davis 4 AST),"[203471, 203076]",1610612747.0,LAL,turnaround,,,Schroder,D. Schroder,,,,,Mid-Range,8-16 Left,9.35,Made,10.0,,,,,A. Davis,203076.0,4.0,,,,,,,,,,
314,PT00M35.10S,2023-04-05T02:02:54.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629659,86.94152431011827,35.78431372549019,1610612762,56,66,2023-04-05T02:03:04Z,3140000,False,-71.0,70.0,1,right,MISS T. Horton-Tucker 9' driving floating bank Shot,[1629659],1610612762.0,UTA,driving floating bank,,,Horton-Tucker,T. Horton-Tucker,,,,,In The Paint (Non-RA),8-16 Left,9.99,Missed,,,,,,,,,,,,,,,,,,
315,PT00M31.60S,2023-04-05T02:02:58.4Z,2,REGULAR,rebound,defensive,[],2544,,,1610612747,56,66,2023-04-05T02:03:04Z,3150000,False,,,0,,L. James REBOUND (Off:0 Def:4),[2544],1610612747.0,LAL,,,,James,L. James,,,,,In The Paint (Non-RA),8-16 Left,,,,314.0,4.0,4.0,0.0,,,,,,,,,,,,,
316,PT00M28.80S,2023-04-05T02:03:02.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203076,7.30946123521682,44.6078431372549,1610612747,56,68,2023-04-05T02:03:08Z,3160000,False,27.0,16.0,1,left,A. Davis running DUNK (16 PTS) (L. James 2 AST),"[203076, 2544]",1610612747.0,LAL,running,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,3.15,Made,16.0,,,,,L. James,2544.0,2.0,,,,,,,,,,
318,PT00M13.00S,2023-04-05T02:03:27.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203471,,,1610612762,56,68,2023-04-05T02:03:32Z,3180000,False,,,0,,D. Schroder personal FOUL (1 PF) (Horton-Tucker 2 FT),"[203471, 1629659]",1610612747.0,LAL,,,,Schroder,D. Schroder,,,,,Mid-Range,16-24 Center,,,,,,,,,,,202007.0,,,,,,1.0,0.0,Horton-Tucker,1629659.0
320,PT00M13.00S,2023-04-05T02:04:03.7Z,2,REGULAR,freethrow,1 of 2,[],1629659,,,1610612762,56,68,2023-04-05T02:04:03Z,3200000,False,,,0,,MISS T. Horton-Tucker Free Throw 1 of 2,[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
321,PT00M13.00S,2023-04-05T02:04:03.7Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612762,56,68,2023-04-05T02:04:03Z,3210000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,,320.0,,,,,,,,,,,,,,,,
322,PT00M13.00S,2023-04-05T02:04:06.9Z,2,REGULAR,substitution,out,[],1629060,,,1610612762,56,68,2023-04-05T02:04:13Z,3220000,False,,,0,,SUB out: R. Hachimura,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT00M13.00S,2023-04-05T02:04:06.9Z,2,REGULAR,substitution,in,[],1627736,,,1610612762,56,68,2023-04-05T02:04:13Z,3230000,False,,,0,,SUB in: M. Beasley,[1627736],1610612747.0,LAL,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT00M13.00S,2023-04-05T02:04:31.3Z,2,REGULAR,freethrow,2 of 2,[],1629659,,,1610612762,57,68,2023-04-05T02:04:31Z,3240000,False,,,0,,T. Horton-Tucker Free Throw 2 of 2 (8 PTS),[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
325,PT00M02.20S,2023-04-05T02:04:44.6Z,2,REGULAR,3pt,Jump Shot,[],203471,6.258212877792378,95.58823529411765,1610612747,57,68,2023-04-05T02:04:50Z,3250000,False,-228.0,6.0,1,left,MISS D. Schroder 3PT,[203471],1610612747.0,LAL,,,,Schroder,D. Schroder,,,,,Left Corner 3,24+ Left,22.8,Missed,,,,,,,,,,,,,,,,,,
326,PT00M02.20S,2023-04-05T02:04:44.6Z,2,REGULAR,rebound,defensive,[],1630534,,,1610612762,57,68,2023-04-05T02:04:50Z,3260000,False,,,0,,O. Agbaji REBOUND (Off:0 Def:2),[1630534],1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,Left Corner 3,24+ Left,,,,325.0,2.0,2.0,0.0,,,,,,,,,,,,,
327,PT00M00.00S,2023-04-05T02:04:49.3Z,2,REGULAR,period,end,[],0,,,1610612762,57,68,2023-04-05T02:04:49Z,3270000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,PT12M00.00S,2023-04-05T02:19:50.9Z,3,REGULAR,substitution,out,['startperiod'],1631323,,,1610612762,57,68,2023-04-05T02:20:04Z,3280000,False,,,0,,SUB out: S. Fontecchio,[1631323],1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT12M00.00S,2023-04-05T02:19:50.9Z,3,REGULAR,substitution,out,['startperiod'],1627736,,,1610612762,57,68,2023-04-05T02:20:04Z,3290000,False,,,0,,SUB out: M. Beasley,[1627736],1610612747.0,LAL,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
330,PT12M00.00S,2023-04-05T02:19:50.9Z,3,REGULAR,substitution,in,['startperiod'],1629677,,,1610612762,57,68,2023-04-05T02:20:04Z,3300000,False,,,0,,SUB in: L. Samanic,[1629677],1610612762.0,UTA,,,,Samanic,L. Samanic,,,,,,,,,,,,,,,,,,,,,,,,,,
331,PT12M00.00S,2023-04-05T02:19:50.9Z,3,REGULAR,substitution,in,['startperiod'],1629020,,,1610612762,57,68,2023-04-05T02:20:04Z,3310000,False,,,0,,SUB in: J. Vanderbilt,[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT12M00.00S,2023-04-05T02:20:19.2Z,3,REGULAR,period,start,[],0,,,1610612747,57,68,2023-04-05T02:20:19Z,3320000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT11M39.00S,2023-04-05T02:20:42.4Z,3,REGULAR,turnover,traveling,[],1630559,,,1610612747,57,68,2023-04-05T02:21:04Z,3330000,False,,,0,,A. Reaves traveling TURNOVER (1 TO),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Mid-Range,24+ Right,,,,,,,,,,,202007.0,1.0,,,,,,,,
334,PT11M28.00S,2023-04-05T02:21:02.4Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630534,28.33442838370565,72.30392156862744,1610612762,57,68,2023-04-05T02:21:32Z,3340000,False,-112.0,214.0,1,left,MISS O. Agbaji 24' pullup 3PT,[1630534],1610612762.0,UTA,pullup,,,Agbaji,O. Agbaji,,,,,Above the Break 3,24+ Left Center,24.11,Missed,,,,,,,,,,,,,,,,,,
335,PT11M25.00S,2023-04-05T02:21:05.4Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612747,57,68,2023-04-05T02:21:08Z,3350000,False,,,0,,TEAM defensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Above the Break 3,24+ Left Center,,,,334.0,,,,,,,,,,,,,,,,
336,PT11M14.00S,2023-04-05T02:21:22.9Z,3,REGULAR,2pt,Jump Shot,[],203471,81.15965834428384,73.2843137254902,1610612747,57,68,2023-04-05T02:22:02Z,3360000,False,116.0,125.0,1,right,MISS D. Schroder 17' pullup Shot,[203471],1610612747.0,LAL,pullup,,,Schroder,D. Schroder,,,,,Mid-Range,16-24 Right Center,17.05,Missed,,,,,,,,,,,,,,,,,,
337,PT11M11.00S,2023-04-05T02:21:25.9Z,3,REGULAR,rebound,defensive,[],1628962,,,1610612762,57,68,2023-04-05T02:21:28Z,3370000,False,,,0,,U. Azubuike REBOUND (Off:0 Def:3),[1628962],1610612762.0,UTA,,,,Azubuike,U. Azubuike,,,,,Mid-Range,16-24 Right Center,,,,336.0,3.0,3.0,0.0,,,,,,,,,,,,,
338,PT10M53.00S,2023-04-05T02:21:42.6Z,3,REGULAR,3pt,Jump Shot,[],1630534,28.728646517739815,17.647058823529413,1610612762,57,68,2023-04-05T02:21:47Z,3380000,False,162.0,218.0,1,left,MISS O. Agbaji 27' 3PT,[1630534],1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,Above the Break 3,24+ Right Center,27.11,Missed,,,,,,,,,,,,,,,,,,
339,PT10M51.00S,2023-04-05T02:21:44.6Z,3,REGULAR,rebound,defensive,[],2544,,,1610612747,57,68,2023-04-05T02:21:47Z,3390000,False,,,0,,L. James REBOUND (Off:0 Def:5),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Right Center,,,,338.0,5.0,5.0,0.0,,,,,,,,,,,,,
340,PT10M46.00S,2023-04-05T02:21:49.7Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630559,79.05716162943496,91.66666666666666,1610612747,57,71,2023-04-05T02:21:55Z,3400000,False,208.0,144.0,1,right,A. Reaves 25' 3PT  (12 PTS) (L. James 3 AST),"[1630559, 2544]",1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Right Center,25.35,Made,12.0,,,,,L. James,2544.0,3.0,,,,,,,,,,
