actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,playerName,playerNameI,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,jumpBallRecoveredName,jumpBallRecoverdPersonId,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId
500,PT00M00.00S,2023-04-08T21:19:50.7Z,3,REGULAR,period,end,[],0,,,1610612762,89,95,2023-04-08T21:19:50Z,4940000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,PT12M00.00S,2023-04-08T21:21:32.0Z,4,REGULAR,substitution,out,['startperiod'],1631323,,,1610612762,89,95,2023-04-08T21:22:26Z,4950000,False,,,0,,SUB out: S. Fontecchio,[1631323],1610612762.0,UTA,,,,,,,Fontecchio,S. Fontecchio,,,,,,,,,,,,,,,,,,,,,,,
502,PT12M00.00S,2023-04-08T21:21:32.0Z,4,REGULAR,substitution,out,['startperiod'],1630534,,,1610612762,89,95,2023-04-08T21:22:26Z,4960000,False,,,0,,SUB out: O. Agbaji,[1630534],1610612762.0,UTA,,,,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,,,,,
503,PT12M00.00S,2023-04-08T21:21:32.0Z,4,REGULAR,substitution,out,['startperiod'],203484,,,1610612762,89,95,2023-04-08T21:22:26Z,4970000,False,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612743.0,DEN,,,,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,
504,PT12M00.00S,2023-04-08T21:21:32.0Z,4,REGULAR,substitution,out,['startperiod'],1627750,,,1610612762,89,95,2023-04-08T21:22:26Z,4980000,False,,,0,,SUB out: J. Murray,[1627750],1610612743.0,DEN,,,,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,
505,PT12M00.00S,2023-04-08T21:21:32.0Z,4,REGULAR,substitution,out,['startperiod'],203932,,,1610612762,89,95,2023-04-08T21:22:26Z,4990000,False,,,0,,SUB out: A. Gordon,[203932],1610612743.0,DEN,,,,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,
506,PT12M00.00S,2023-04-08T21:21:32.0Z,4,REGULAR,substitution,in,['startperiod'],1627739,,,1610612762,89,95,2023-04-08T21:22:26Z,5000000,False,,,0,,SUB in: K. Dunn,[1627739],1610612762.0,UTA,,,,,,,Dunn,K. Dunn,,,,,,,,,,,,,,,,,,,,,,,
507,PT12M00.00S,2023-04-08T21:21:32.0Z,4,REGULAR,substitution,in,['startperiod'],1629677,,,1610612762,89,95,2023-04-08T21:22:26Z,5010000,False,,,0,,SUB in: L. Samanic,[1629677],1610612762.0,UTA,,,,,,,Samanic,L. Samanic,,,,,,,,,,,,,,,,,,,,,,,
508,PT12M00.00S,2023-04-08T21:21:32.0Z,4,REGULAR,substitution,in,['startperiod'],1630192,,,1610612762,89,95,2023-04-08T21:22:26Z,5020000,False,,,0,,SUB in: Z. Nnaji,[1630192],1610612743.0,DEN,,,,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,,,,
509,PT12M00.00S,2023-04-08T21:21:32.0Z,4,REGULAR,substitution,in,['startperiod'],1631128,,,1610612762,89,95,2023-04-08T21:22:26Z,5030000,False,,,0,,SUB in: C. Braun,[1631128],1610612743.0,DEN,,,,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,
510,PT12M00.00S,2023-04-08T21:21:32.0Z,4,REGULAR,substitution,in,['startperiod'],1628427,,,1610612762,89,95,2023-04-08T21:22:26Z,5040000,False,,,0,,SUB in: V. Cancar,[1628427],1610612743.0,DEN,,,,,,,Cancar,V. Cancar,,,,,,,,,,,,,,,,,,,,,,,
511,PT12M00.00S,2023-04-08T21:22:37.3Z,4,REGULAR,period,start,[],0,,,0,89,95,2023-04-08T21:22:37Z,5050000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,PT11M48.00S,2023-04-08T21:22:48.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630695,7.835085413929041,39.46078431372549,1610612762,91,95,2023-04-08T21:23:00Z,5060000,False,53.0,21.0,1,left,M. Potter driving Layup (8 PTS) (K. Dunn 9 AST),"[1630695, 1627739]",1610612762.0,UTA,driving,In The Paint (Non-RA),0-8 Center,,,,Potter,M. Potter,,,,5.68,Made,,,,,,,8.0,K. Dunn,1627739.0,9.0,,,,,,,,
514,PT11M28.00S,2023-04-08T21:23:08.5Z,4,REGULAR,3pt,Jump Shot,[],1630192,92.59198423127464,95.09803921568627,1610612743,91,95,2023-04-08T21:23:12Z,5080000,False,225.0,17.0,1,right,MISS Z. Nnaji 3PT,[1630192],1610612743.0,DEN,,Right Corner 3,24+ Right,,,,Nnaji,Z. Nnaji,,,,22.61,Missed,,,,,,,,,,,,,,,,,,
515,PT11M25.00S,2023-04-08T21:23:11.5Z,4,REGULAR,rebound,defensive,[],1629677,,,1610612762,91,95,2023-04-08T21:23:12Z,5090000,False,,,0,,L. Samanic REBOUND (Off:0 Def:7),[1629677],1610612762.0,UTA,,Right Corner 3,24+ Right,,,,Samanic,L. Samanic,,,,,,514.0,7.0,7.0,0.0,,,,,,,,,,,,,,
516,PT11M11.00S,2023-04-08T21:23:25.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630548,7.440867279894875,35.294117647058826,1610612762,91,95,2023-04-08T21:23:31Z,5100000,False,74.0,17.0,1,left,MISS J. Juzang 7' driving floating Shot,[1630548],1610612762.0,UTA,driving floating,In The Paint (Non-RA),0-8 Center,,,,Juzang,J. Juzang,,,,7.55,Missed,,,,,,,,,,,,,,,,,,
517,PT11M09.00S,2023-04-08T21:23:27.9Z,4,REGULAR,rebound,defensive,[],1631128,,,1610612743,91,95,2023-04-08T21:23:31Z,5110000,False,,,0,,C. Braun REBOUND (Off:0 Def:4),[1631128],1610612743.0,DEN,,In The Paint (Non-RA),0-8 Center,,,,Braun,C. Braun,,,,,,516.0,4.0,4.0,0.0,,,,,,,,,,,,,,
518,PT10M57.00S,2023-04-08T21:23:39.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630192,92.06636005256242,54.166666666666664,1610612743,91,95,2023-04-08T21:23:44Z,5120000,False,21.0,22.0,1,right,MISS Z. Nnaji Layup - blocked,"[1630192, 1627739]",1610612743.0,DEN,,Restricted Area,0-8 Center,,,,Nnaji,Z. Nnaji,,,,3.03,Missed,,,,,,,,,,,Dunn,1627739.0,,,,,,
519,PT10M57.00S,2023-04-08T21:23:39.4Z,4,REGULAR,block,,[],1627739,,,1610612743,91,95,2023-04-08T21:23:41Z,5130000,False,,,0,,K. Dunn BLOCK (1 BLK),[1627739],1610612762.0,UTA,,Restricted Area,0-8 Center,,,,Dunn,K. Dunn,,,,,,,,,,,,,,,,,,,,,,,
520,PT10M54.00S,2023-04-08T21:23:42.4Z,4,REGULAR,rebound,defensive,[],1630695,,,1610612762,91,95,2023-04-08T21:23:44Z,5140000,False,,,0,,M. Potter REBOUND (Off:1 Def:8),[1630695],1610612762.0,UTA,,Restricted Area,0-8 Center,,,,Potter,M. Potter,,,,,,518.0,9.0,8.0,1.0,,,,,,,,,,,,,,
521,PT10M45.00S,2023-04-08T21:23:51.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627739,10.988830486202366,47.549019607843135,1610612762,91,95,2023-04-08T21:23:56Z,5150000,False,12.0,51.0,1,left,MISS K. Dunn Jump Shot - blocked,"[1627739, 1630192]",1610612762.0,UTA,,In The Paint (Non-RA),0-8 Center,,,,Dunn,K. Dunn,,,,5.23,Missed,,,,,,,,,,,Nnaji,1630192.0,,,,,,
522,PT10M45.00S,2023-04-08T21:23:51.6Z,4,REGULAR,block,,[],1630192,,,1610612762,91,95,2023-04-08T21:23:53Z,5160000,False,,,0,,Z. Nnaji BLOCK (1 BLK),[1630192],1610612743.0,DEN,,In The Paint (Non-RA),0-8 Center,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,,,,
523,PT10M42.00S,2023-04-08T21:23:54.6Z,4,REGULAR,rebound,defensive,[],1630192,,,1610612743,91,95,2023-04-08T21:23:56Z,5170000,False,,,0,,Z. Nnaji REBOUND (Off:0 Def:1),[1630192],1610612743.0,DEN,,In The Paint (Non-RA),0-8 Center,,,,Nnaji,Z. Nnaji,,,,,,521.0,1.0,1.0,0.0,,,,,,,,,,,,,,
541,PT10M41.00S,2023-04-08T21:23:53.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631128,92.19776609724047,53.431372549019606,1610612743,91,97,2023-04-08T21:28:56Z,5175000,False,17.0,21.0,1,right,C. Braun running Layup (7 PTS) (R. Jackson 3 AST),"[1631128, 202704]",1610612743.0,DEN,running,Restricted Area,0-8 Center,,,,Braun,C. Braun,,,,2.7,Made,,,,,,,7.0,R. Jackson,202704.0,3.0,,,,,,,,
530,PT10M41.00S,2023-04-08T21:23:55.3Z,4,REGULAR,foul,personal,['1freethrow'],1630695,,,1610612743,91,97,2023-04-08T21:29:06Z,5180000,False,,,0,,M. Potter shooting personal FOUL (2 PF) (Braun 1 FT),"[1630695, 1631128]",1610612762.0,UTA,shooting,Restricted Area,0-8 Center,2003.0,2.0,0.0,Potter,M. Potter,Braun,1631128.0,,,,,,,,,,,,,,,,,,,,,
528,PT10M41.00S,2023-04-08T21:24:14.5Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,91,97,2023-04-08T21:27:58Z,5220000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,PT10M41.00S,2023-04-08T21:28:05.5Z,4,REGULAR,freethrow,1 of 1,[],1631128,,,1610612743,91,98,2023-04-08T21:44:03Z,5235000,False,,,0,,C. Braun Free Throw 1 of 1 (8 PTS),[1631128],1610612743.0,DEN,,,,,,,Braun,C. Braun,,,,,Made,,,,,,,8.0,,,,,,,,,,,
532,PT10M22.00S,2023-04-08T21:28:05.6Z,4,REGULAR,3pt,Jump Shot,[],1630548,28.991458607095925,78.18627450980392,1610612762,91,98,2023-04-08T21:39:59Z,5240000,False,-141.0,220.0,1,left,MISS J. Juzang 26' 3PT,[1630548],1610612762.0,UTA,,Above the Break 3,24+ Left Center,,,,Juzang,J. Juzang,,,,26.13,Missed,,,,,,,,,,,,,,,,,,
533,PT10M19.00S,2023-04-08T21:28:08.6Z,4,REGULAR,rebound,defensive,[],1631128,,,1610612743,91,98,2023-04-08T21:39:59Z,5250000,False,,,0,,C. Braun REBOUND (Off:0 Def:5),[1631128],1610612743.0,DEN,,Above the Break 3,24+ Left Center,,,,Braun,C. Braun,,,,,,532.0,5.0,5.0,0.0,,,,,,,,,,,,,,
534,PT09M59.00S,2023-04-08T21:28:05.7Z,4,REGULAR,3pt,Jump Shot,[],202704,74.58935611038108,12.254901960784313,1610612743,91,98,2023-04-08T21:28:11Z,5260000,False,-189.0,186.0,1,right,MISS R. Jackson 26' step back 3PT,[202704],1610612743.0,DEN,step back,Above the Break 3,24+ Left Center,,,,Jackson,R. Jackson,,,,26.52,Missed,,,,,,,,,,,,,,,,,,
535,PT09M56.00S,2023-04-08T21:28:08.7Z,4,REGULAR,rebound,defensive,[],1630548,,,1610612762,91,98,2023-04-08T21:28:11Z,5270000,False,,,0,,J. Juzang REBOUND (Off:1 Def:1),[1630548],1610612762.0,UTA,,Above the Break 3,24+ Left Center,,,,Juzang,J. Juzang,,,,,,534.0,2.0,1.0,1.0,,,,,,,,,,,,,,
536,PT09M38.00S,2023-04-08T21:28:26.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629677,14.536793692509855,43.38235294117647,1610612762,91,98,2023-04-08T21:28:30Z,5280000,False,33.0,84.0,1,left,MISS L. Samanic 9' Jump Shot,[1629677],1610612762.0,UTA,,In The Paint (Non-RA),8-16 Center,,,,Samanic,L. Samanic,,,,9.04,Missed,,,,,,,,,,,,,,,,,,
538,PT09M35.00S,2023-04-08T21:28:29.4Z,4,REGULAR,rebound,defensive,[],1630192,,,1610612743,91,98,2023-04-08T21:28:30Z,5300000,False,,,0,,Z. Nnaji REBOUND (Off:0 Def:2),[1630192],1610612743.0,DEN,,In The Paint (Non-RA),8-16 Center,,,,Nnaji,Z. Nnaji,,,,,,536.0,2.0,2.0,0.0,,,,,,,,,,,,,,
539,PT09M23.00S,2023-04-08T21:28:41.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631128,91.93495400788436,44.11764705882353,1610612743,91,100,2023-04-08T21:28:45Z,5310000,False,-29.0,23.0,1,right,C. Braun Layup (10 PTS) (V. Cancar 1 AST),"[1631128, 1628427]",1610612743.0,DEN,,Restricted Area,0-8 Center,,,,Braun,C. Braun,,,,3.75,Made,,,,,,,10.0,V. Cancar,1628427.0,1.0,,,,,,,,
543,PT09M04.00S,2023-04-08T21:29:00.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629677,7.046649145860711,50.0,1610612762,93,100,2023-04-08T21:29:04Z,5330000,False,0.0,14.0,1,left,L. Samanic reverse Layup (21 PTS) (K. Dunn 10 AST),"[1629677, 1627739]",1610612762.0,UTA,reverse,Restricted Area,0-8 Center,,,,Samanic,L. Samanic,,,,1.37,Made,,,,,,,21.0,K. Dunn,1627739.0,10.0,,,,,,,,
546,PT08M44.00S,2023-04-08T21:29:21.8Z,4,REGULAR,foul,personal,['2freethrow'],1629677,,,1610612743,93,100,2023-04-08T21:29:28Z,5360000,False,,,0,,L. Samanic shooting personal FOUL (2 PF) (Watson 2 FT),"[1629677, 1631212]",1610612762.0,UTA,shooting,In The Paint (Non-RA),0-8 Center,202037.0,2.0,0.0,Samanic,L. Samanic,Watson,1631212.0,,,,,,,,,,,,,,,,,,,,,
548,PT08M44.00S,2023-04-08T21:29:47.3Z,4,REGULAR,freethrow,1 of 2,[],1631212,,,1610612743,93,101,2023-04-08T21:30:10Z,5380000,False,,,0,,P. Watson Free Throw 1 of 2 (4 PTS),[1631212],1610612743.0,DEN,,,,,,,Watson,P. Watson,,,,,Made,,,,,,,4.0,,,,,,,,,,,
549,PT08M44.00S,2023-04-08T21:29:49.0Z,4,REGULAR,substitution,out,[],1630548,,,1610612743,93,101,2023-04-08T21:29:51Z,5390000,False,,,0,,SUB out: J. Juzang,[1630548],1610612762.0,UTA,,,,,,,Juzang,J. Juzang,,,,,,,,,,,,,,,,,,,,,,,
550,PT08M44.00S,2023-04-08T21:29:49.0Z,4,REGULAR,substitution,in,[],1631323,,,1610612743,93,101,2023-04-08T21:29:51Z,5400000,False,,,0,,SUB in: S. Fontecchio,[1631323],1610612762.0,UTA,,,,,,,Fontecchio,S. Fontecchio,,,,,,,,,,,,,,,,,,,,,,,
551,PT08M44.00S,2023-04-08T21:29:47.3Z,4,REGULAR,freethrow,2 of 2,[],1631212,,,1610612743,93,102,2023-04-08T21:30:10Z,5410000,False,,,0,,P. Watson Free Throw 2 of 2 (5 PTS),[1631212],1610612743.0,DEN,,,,,,,Watson,P. Watson,,,,,Made,,,,,,,5.0,,,,,,,,,,,
552,PT08M33.00S,2023-04-08T21:30:20.0Z,4,REGULAR,3pt,Jump Shot,[],1631323,21.50131406044678,8.57843137254902,1610612762,93,102,2023-04-08T21:30:28Z,5420000,False,207.0,150.0,1,left,MISS S. Fontecchio 25' 3PT,[1631323],1610612762.0,UTA,,Above the Break 3,24+ Right Center,,,,Fontecchio,S. Fontecchio,,,,25.55,Missed,,,,,,,,,,,,,,,,,,
553,PT08M30.00S,2023-04-08T21:30:23.0Z,4,REGULAR,rebound,offensive,[],1630695,,,1610612762,93,102,2023-04-08T21:30:25Z,5430000,False,,,0,,M. Potter REBOUND (Off:2 Def:8),[1630695],1610612762.0,UTA,,Above the Break 3,24+ Right Center,,,,Potter,M. Potter,,,,,,552.0,10.0,8.0,2.0,,,,,,,,,,,,,,
554,PT08M29.00S,2023-04-08T21:30:24.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630695,7.178055190538765,48.03921568627451,1610612762,95,102,2023-04-08T21:30:47Z,5440000,False,10.0,15.0,1,left,M. Potter tip Layup (10 PTS),[1630695],1610612762.0,UTA,tip,Restricted Area,0-8 Center,,,,Potter,M. Potter,,,,1.79,Made,,,,,,,10.0,,,,,,,,,,,
555,PT08M15.00S,2023-04-08T21:30:37.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628427,90.48948751642575,58.08823529411765,1610612743,95,102,2023-04-08T21:30:42Z,5450000,False,40.0,37.0,1,right,MISS V. Cancar driving Layup,[1628427],1610612743.0,DEN,driving,In The Paint (Non-RA),0-8 Center,,,,Cancar,V. Cancar,,,,5.47,Missed,,,,,,,,,,,,,,,,,,
556,PT08M15.00S,2023-04-08T21:30:37.3Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612743,95,102,2023-04-08T21:30:42Z,5460000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,555.0,,,,,,,,,,,,,,,,,
558,PT08M10.00S,2023-04-08T21:31:00.1Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],202704,70.38436268068331,73.0392156862745,1610612743,95,102,2023-04-08T21:31:04Z,5480000,False,115.0,226.0,1,right,MISS R. Jackson 25' 3PT,[202704],1610612743.0,DEN,,Above the Break 3,24+ Right Center,,,,Jackson,R. Jackson,,,,25.36,Missed,,,,,,,,,,,,,,,,,,
559,PT08M08.00S,2023-04-08T21:31:02.1Z,4,REGULAR,rebound,defensive,[],1631323,,,1610612762,95,102,2023-04-08T21:31:04Z,5490000,False,,,0,,S. Fontecchio REBOUND (Off:1 Def:5),[1631323],1610612762.0,UTA,,Above the Break 3,24+ Right Center,,,,Fontecchio,S. Fontecchio,,,,,,558.0,6.0,5.0,1.0,,,,,,,,,,,,,,
560,PT07M57.00S,2023-04-08T21:31:14.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627739,10.726018396846255,42.64705882352941,1610612762,95,102,2023-04-08T21:31:19Z,5500000,False,37.0,48.0,1,left,MISS K. Dunn 6' driving Layup - blocked,"[1627739, 1631212]",1610612762.0,UTA,driving,In The Paint (Non-RA),0-8 Center,,,,Dunn,K. Dunn,,,,6.07,Missed,,,,,,,,,,,Watson,1631212.0,,,,,,
561,PT07M57.00S,2023-04-08T21:31:14.3Z,4,REGULAR,block,,[],1631212,,,1610612762,95,102,2023-04-08T21:31:16Z,5510000,False,,,0,,P. Watson BLOCK (2 BLK),[1631212],1610612743.0,DEN,,In The Paint (Non-RA),0-8 Center,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,,,,,
562,PT07M57.00S,2023-04-08T21:31:14.3Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612762,95,102,2023-04-08T21:31:19Z,5520000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,560.0,,,,,,,,,,,,,,,,,
564,PT07M50.00S,2023-04-08T21:31:40.9Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1631323,30.305519053876477,69.36274509803921,1610612762,98,102,2023-04-08T21:35:54Z,5540000,False,-97.0,232.0,1,left,S. Fontecchio 25' 3PT step back (12 PTS),[1631323],1610612762.0,UTA,step back,Above the Break 3,24+ Left Center,,,,Fontecchio,S. Fontecchio,,,,25.18,Made,,,,,,,12.0,,,,,,,,,,,
565,PT07M29.00S,2023-04-08T21:32:03.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",1628427,92.46057818659659,56.61764705882353,1610612743,98,104,2023-04-08T21:32:16Z,5550000,False,33.0,18.0,1,right,V. Cancar driving Layup (2 PTS),[1628427],1610612743.0,DEN,driving,Restricted Area,0-8 Center,,,,Cancar,V. Cancar,,,,3.79,Made,,,,,,,2.0,,,,,,,,,,,
566,PT07M29.00S,2023-04-08T21:32:06.7Z,4,REGULAR,violation,defensive goaltending,[],1627745,,,1610612743,98,104,2023-04-08T21:32:16Z,5560000,False,,,0,,D. Jones defensive goaltending VIOLATION,[1627745],1610612762.0,UTA,,,,202037.0,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,
567,PT07M11.00S,2023-04-08T21:32:29.6Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1627745,5.995400788436268,47.05882352941176,1610612762,100,104,2023-04-08T21:32:35Z,5570000,False,15.0,4.0,1,left,D. Jones DUNK (6 PTS) (M. Potter 1 AST),"[1627745, 1630695]",1610612762.0,UTA,,Restricted Area,0-8 Center,,,,Jones,D. Jones,,,,1.52,Made,,,,,,,6.0,M. Potter,1630695.0,1.0,,,,,,,,
569,PT06M53.00S,2023-04-08T21:32:47.5Z,4,REGULAR,3pt,Jump Shot,[],202704,68.9388961892247,27.450980392156865,1610612743,100,104,2023-04-08T21:32:52Z,5590000,False,-113.0,239.0,1,right,MISS R. Jackson 26' 3PT,[202704],1610612743.0,DEN,,Above the Break 3,24+ Left Center,,,,Jackson,R. Jackson,,,,26.47,Missed,,,,,,,,,,,,,,,,,,
570,PT06M51.00S,2023-04-08T21:32:49.5Z,4,REGULAR,rebound,defensive,[],1629677,,,1610612762,100,104,2023-04-08T21:32:52Z,5600000,False,,,0,,L. Samanic REBOUND (Off:0 Def:8),[1629677],1610612762.0,UTA,,Above the Break 3,24+ Left Center,,,,Samanic,L. Samanic,,,,,,569.0,8.0,8.0,0.0,,,,,,,,,,,,,,
571,PT06M40.00S,2023-04-08T21:33:00.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631323,6.915243101182654,55.88235294117647,1610612762,100,104,2023-04-08T21:33:05Z,5610000,False,-29.0,13.0,1,left,MISS S. Fontecchio driving Layup,[1631323],1610612762.0,UTA,driving,Restricted Area,0-8 Center,,,,Fontecchio,S. Fontecchio,,,,3.19,Missed,,,,,,,,,,,,,,,,,,
572,PT06M38.00S,2023-04-08T21:33:02.7Z,4,REGULAR,rebound,offensive,[],1627739,,,1610612762,100,104,2023-04-08T21:33:05Z,5620000,False,,,0,,K. Dunn REBOUND (Off:1 Def:5),[1627739],1610612762.0,UTA,,Restricted Area,0-8 Center,,,,Dunn,K. Dunn,,,,,,571.0,6.0,5.0,1.0,,,,,,,,,,,,,,
573,PT06M32.00S,2023-04-08T21:33:08.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629677,5.863994743758213,53.18627450980392,1610612762,102,104,2023-04-08T21:33:13Z,5630000,False,-16.0,3.0,1,left,L. Samanic Layup (23 PTS) (K. Dunn 11 AST),"[1629677, 1627739]",1610612762.0,UTA,,Restricted Area,0-8 Center,,,,Samanic,L. Samanic,,,,1.61,Made,,,,,,,23.0,K. Dunn,1627739.0,11.0,,,,,,,,
575,PT06M32.00S,2023-04-08T21:33:12.8Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,102,104,2023-04-08T21:33:12Z,5650000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,PT06M32.00S,2023-04-08T21:35:43.6Z,4,REGULAR,substitution,out,[],1627745,,,1610612743,102,104,2023-04-08T21:36:09Z,5660000,False,,,0,,SUB out: D. Jones,[1627745],1610612762.0,UTA,,,,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,
577,PT06M32.00S,2023-04-08T21:35:43.6Z,4,REGULAR,substitution,out,[],1630695,,,1610612743,102,104,2023-04-08T21:36:09Z,5670000,False,,,0,,SUB out: M. Potter,[1630695],1610612762.0,UTA,,,,,,,Potter,M. Potter,,,,,,,,,,,,,,,,,,,,,,,
578,PT06M32.00S,2023-04-08T21:35:43.6Z,4,REGULAR,substitution,out,[],202704,,,1610612743,102,104,2023-04-08T21:36:09Z,5680000,False,,,0,,SUB out: R. Jackson,[202704],1610612743.0,DEN,,,,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,
579,PT06M32.00S,2023-04-08T21:35:43.6Z,4,REGULAR,substitution,in,[],1628962,,,1610612743,102,104,2023-04-08T21:36:09Z,5690000,False,,,0,,SUB in: U. Azubuike,[1628962],1610612762.0,UTA,,,,,,,Azubuike,U. Azubuike,,,,,,,,,,,,,,,,,,,,,,,
580,PT06M32.00S,2023-04-08T21:35:43.6Z,4,REGULAR,substitution,in,[],1630534,,,1610612743,102,104,2023-04-08T21:36:09Z,5700000,False,,,0,,SUB in: O. Agbaji,[1630534],1610612762.0,UTA,,,,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,,,,,
581,PT06M32.00S,2023-04-08T21:35:43.6Z,4,REGULAR,substitution,in,[],202397,,,1610612743,102,104,2023-04-08T21:36:09Z,5710000,False,,,0,,SUB in: I. Smith,[202397],1610612743.0,DEN,,,,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,
582,PT06M32.00S,2023-04-08T21:35:43.6Z,4,REGULAR,substitution,out,[],1629677,,,1610612743,102,104,2023-04-08T21:36:20Z,5720000,False,,,0,,SUB out: L. Samanic,[1629677],1610612762.0,UTA,,,,,,,Samanic,L. Samanic,,,,,,,,,,,,,,,,,,,,,,,
583,PT06M32.00S,2023-04-08T21:35:43.6Z,4,REGULAR,substitution,in,[],1629308,,,1610612743,102,104,2023-04-08T21:36:20Z,5730000,False,,,0,,SUB in: J. Toscano-Anderson,[1629308],1610612762.0,UTA,,,,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,
584,PT06M18.00S,2023-04-08T21:36:24.0Z,4,REGULAR,2pt,Jump Shot,[],202397,80.89684625492772,69.36274509803921,1610612743,102,104,2023-04-08T21:36:30Z,5740000,False,97.0,127.0,1,right,MISS I. Smith 15' pullup Shot,[202397],1610612743.0,DEN,pullup,Mid-Range,16-24 Right Center,,,,Smith,I. Smith,,,,15.98,Missed,,,,,,,,,,,,,,,,,,
585,PT06M15.00S,2023-04-08T21:36:27.0Z,4,REGULAR,rebound,defensive,[],1630534,,,1610612762,102,104,2023-04-08T21:36:30Z,5750000,False,,,0,,O. Agbaji REBOUND (Off:1 Def:2),[1630534],1610612762.0,UTA,,Mid-Range,16-24 Right Center,,,,Agbaji,O. Agbaji,,,,,,584.0,3.0,2.0,1.0,,,,,,,,,,,,,,
586,PT05M58.00S,2023-04-08T21:36:44.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631323,7.703679369250986,45.34313725490196,1610612762,102,104,2023-04-08T21:36:49Z,5760000,False,23.0,20.0,1,left,MISS S. Fontecchio driving Layup,[1631323],1610612762.0,UTA,driving,Restricted Area,0-8 Center,,,,Fontecchio,S. Fontecchio,,,,3.06,Missed,,,,,,,,,,,,,,,,,,
587,PT05M55.00S,2023-04-08T21:36:48.0Z,4,REGULAR,rebound,offensive,[],1629308,,,1610612762,102,104,2023-04-08T21:36:48Z,5770000,False,,,0,,J. Toscano-Anderson REBOUND (Off:3 Def:0),[1629308],1610612762.0,UTA,,Restricted Area,0-8 Center,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,586.0,3.0,0.0,3.0,,,,,,,,,,,,,,
