actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal
475,PT05M06.00S,2022-10-27T02:40:02.0Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",203482,,,1610612762,79,63,2022-10-27T02:40:56Z,4730000,,,0,,MISS K. Olynyk Free Throw 1 of 2,[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,Missed,,,,,,,,,,,,
476,PT05M06.00S,2022-10-27T02:40:02.0Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612762,79,63,2022-10-27T02:40:02Z,4740000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,475.0,,,,,,,,,
477,PT05M06.00S,2022-10-27T02:40:02.0Z,3,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",203482,,,1610612762,79,63,2022-10-27T02:40:56Z,4750000,,,0,,MISS K. Olynyk Free Throw 2 of 2,[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,Missed,,,,,,,,,,,,
478,PT05M04.00S,2022-10-27T02:40:04.0Z,3,REGULAR,rebound,defensive,[],1630586,,,1610612745,79,63,2022-10-27T02:40:19Z,4760000,,,0,,U. Garuba REBOUND (Off:0 Def:1),[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,,,,,,,,,,,,,477.0,,,,,,,1.0,1.0,0.0
479,PT04M56.00S,2022-10-27T02:40:27.7Z,3,REGULAR,turnover,out-of-bounds,[],1630227,,,1610612745,79,63,2022-10-27T02:40:35Z,4770000,,,0,,D. Nix lost ball out-of-bounds TURNOVER (3 TO),[1630227],1610612745.0,HOU,lost ball,,,Nix,D. Nix,,,,,Mid-Range,24+ Right,3.0,1627963.0,,,,,,,,,,,,,,,,,,
482,PT04M39.00S,2022-10-27T02:40:50.7Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1627736,31.882391590013142,36.029411764705884,1610612762,79,63,2022-10-27T02:40:55Z,4780000,70.0,247.0,1,left,MISS M. Beasley 25' 3PT,[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Center,,,,,,,25.69,Missed,,,,,,,,,,,,
483,PT04M37.00S,2022-10-27T02:40:52.7Z,3,REGULAR,rebound,defensive,[],1630224,,,1610612745,79,63,2022-10-27T02:40:55Z,4790000,,,0,,J. Green REBOUND (Off:1 Def:4),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Center,,,,,,,,,,,482.0,,,,,,,5.0,4.0,1.0
484,PT04M32.00S,2022-10-27T02:40:58.3Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630227,79.71419185282524,7.107843137254902,1610612745,79,63,2022-10-27T02:41:05Z,4800000,-214.0,138.0,1,right,MISS D. Nix 25' 3PT,[1630227],1610612745.0,HOU,,,,Nix,D. Nix,,,,,Above the Break 3,24+ Left Center,,,,,,,25.52,Missed,,,,,,,,,,,,
485,PT04M29.00S,2022-10-27T02:41:01.3Z,3,REGULAR,rebound,defensive,[],1627736,,,1610612762,79,63,2022-10-27T02:41:05Z,4810000,,,0,,M. Beasley REBOUND (Off:1 Def:1),[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,484.0,,,,,,,2.0,1.0,1.0
486,PT04M27.00S,2022-10-27T02:41:02.6Z,3,REGULAR,turnover,bad pass,[],1627736,,,1610612762,79,63,2022-10-27T02:41:09Z,4820000,,,0,,M. Beasley bad pass TURNOVER (1 TO),"[1627736, 1630224]",1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Center,1.0,,,,,,,,,,,,,,,Green,1630224.0,,,
487,PT04M27.00S,2022-10-27T02:41:02.6Z,3,REGULAR,steal,,[],1630224,,,1610612745,79,63,2022-10-27T02:41:04Z,4830000,,,0,,J. Green STEAL (1 STL),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
488,PT04M24.00S,2022-10-27T02:41:06.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630231,91.40932982917214,49.26470588235294,1610612745,79,63,2022-10-27T02:41:26Z,4840000,-4.0,28.0,1,right,MISS K. Martin Jr. alley-oop Layup,[1630231],1610612745.0,HOU,alley-oop,,,Martin Jr.,K. Martin Jr.,,,,,Restricted Area,0-8 Center,,,,,,,2.85,Missed,,,,,,,,,,,,
489,PT04M24.00S,2022-10-27T02:41:06.1Z,3,REGULAR,rebound,offensive,[],1630231,,,1610612745,79,63,2022-10-27T02:41:13Z,4850000,,,0,,K. Martin Jr. REBOUND (Off:2 Def:3),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,488.0,,,,,,,5.0,3.0,2.0
490,PT04M24.00S,2022-10-27T02:41:12.2Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1630231,94.40999984741211,50.0,1610612745,79,65,2022-10-27T02:41:51Z,4860000,0.0,0.0,1,right,K. Martin Jr. tip Layup (9 PTS),[1630231],1610612745.0,HOU,tip,,,Martin Jr.,K. Martin Jr.,,,,,Restricted Area,0-8 Center,,,,,,,0.0,Made,,,,9.0,,,,,,,,
491,PT04M24.00S,2022-10-27T02:41:18.4Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,79,65,2022-10-27T02:41:18Z,4870000,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,PT04M24.00S,2022-10-27T02:43:05.2Z,3,REGULAR,substitution,out,[],203903,,,1610612762,79,65,2022-10-27T02:43:37Z,4880000,,,0,,SUB out: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,
493,PT04M24.00S,2022-10-27T02:43:05.2Z,3,REGULAR,substitution,out,[],203482,,,1610612762,79,65,2022-10-27T02:43:37Z,4890000,,,0,,SUB out: K. Olynyk,[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,,
494,PT04M24.00S,2022-10-27T02:43:05.2Z,3,REGULAR,substitution,in,[],200752,,,1610612762,79,65,2022-10-27T02:43:37Z,4900000,,,0,,SUB in: R. Gay,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,,,,,,,,,
495,PT04M24.00S,2022-10-27T02:43:05.2Z,3,REGULAR,substitution,in,[],1631323,,,1610612762,79,65,2022-10-27T02:43:37Z,4910000,,,0,,SUB in: S. Fontecchio,[1631323],1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,,,,,,,,,,,,,,,,,,,,,,
496,PT04M12.00S,2022-10-27T02:44:15.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627736,7.703679369250986,41.911764705882355,1610612762,79,65,2022-10-27T02:44:21Z,4920000,40.0,20.0,1,left,MISS M. Beasley cutting Layup,[1627736],1610612762.0,UTA,cutting,,,Beasley,M. Beasley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,4.5,Missed,,,,,,,,,,,,
497,PT04M09.00S,2022-10-27T02:44:18.5Z,3,REGULAR,rebound,defensive,[],1631106,,,1610612745,79,65,2022-10-27T02:44:21Z,4930000,,,0,,T. Eason REBOUND (Off:3 Def:2),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,496.0,,,,,,,5.0,2.0,3.0
498,PT04M00.00S,2022-10-27T02:44:27.2Z,3,REGULAR,3pt,Jump Shot,[],1630224,72.7496714848883,15.196078431372548,1610612745,79,65,2022-10-27T02:44:32Z,4940000,-174.0,204.0,1,right,MISS J. Green 26' 3PT,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,,,,,,,26.79,Missed,,,,,,,,,,,,
499,PT03M56.00S,2022-10-27T02:44:31.2Z,3,REGULAR,rebound,defensive,[],1629659,,,1610612762,79,65,2022-10-27T02:44:32Z,4950000,,,0,,T. Horton-Tucker REBOUND (Off:0 Def:4),[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,498.0,,,,,,,4.0,4.0,0.0
500,PT03M49.00S,2022-10-27T02:44:38.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631117,5.469776609724048,53.67647058823529,1610612762,79,65,2022-10-27T02:44:43Z,4960000,-18.0,-1.0,1,left,MISS W. Kessler Layup,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,,,,,,,1.84,Missed,,,,,,,,,,,,
501,PT03M47.00S,2022-10-27T02:44:40.6Z,3,REGULAR,rebound,defensive,[],1630224,,,1610612745,79,65,2022-10-27T02:44:43Z,4970000,,,0,,J. Green REBOUND (Off:1 Def:5),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,,,,,,,,500.0,,,,,,,6.0,5.0,1.0
502,PT03M36.00S,2022-10-27T02:44:51.3Z,3,REGULAR,3pt,Jump Shot,[],1630227,74.85216819973719,84.31372549019608,1610612745,79,65,2022-10-27T02:44:57Z,4980000,172.0,184.0,1,right,MISS D. Nix 25' 3PT,[1630227],1610612745.0,HOU,,,,Nix,D. Nix,,,,,Above the Break 3,24+ Right Center,,,,,,,25.15,Missed,,,,,,,,,,,,
503,PT03M31.00S,2022-10-27T02:44:56.3Z,3,REGULAR,rebound,defensive,[],200752,,,1610612762,79,65,2022-10-27T02:44:57Z,4990000,,,0,,R. Gay REBOUND (Off:0 Def:3),[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,502.0,,,,,,,3.0,3.0,0.0
504,PT03M26.00S,2022-10-27T02:45:01.0Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],200752,27.54599211563732,22.794117647058822,1610612762,79,65,2022-10-27T02:47:23Z,5000000,136.0,206.0,1,left,MISS R. Gay 24' pullup 3PT,[200752],1610612762.0,UTA,pullup,,,Gay,R. Gay,,,,,Above the Break 3,24+ Right Center,,,,,,,24.72,Missed,,,,,,,,,,,,
505,PT03M23.00S,2022-10-27T02:45:04.0Z,3,REGULAR,rebound,defensive,[],1630586,,,1610612745,79,65,2022-10-27T02:45:08Z,5010000,,,0,,U. Garuba REBOUND (Off:0 Def:2),[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,504.0,,,,,,,2.0,2.0,0.0
506,PT03M14.00S,2022-10-27T02:45:13.8Z,3,REGULAR,3pt,Jump Shot,[],1630231,69.85873850197109,22.794117647058822,1610612745,79,65,2022-10-27T02:45:19Z,5020000,-136.0,231.0,1,right,MISS K. Martin Jr. 26' 3PT,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,26.79,Missed,,,,,,,,,,,,
507,PT03M10.00S,2022-10-27T02:45:17.8Z,3,REGULAR,rebound,defensive,[],1631323,,,1610612762,79,65,2022-10-27T02:45:19Z,5030000,,,0,,S. Fontecchio REBOUND (Off:0 Def:1),[1631323],1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,506.0,,,,,,,1.0,1.0,0.0
508,PT03M04.00S,2022-10-27T02:45:23.7Z,3,REGULAR,3pt,Jump Shot,[],1629659,31.09395532194481,60.5392156862745,1610612762,79,65,2022-10-27T02:45:29Z,5040000,-53.0,240.0,1,left,MISS T. Horton-Tucker 24' step back 3PT,[1629659],1610612762.0,UTA,step back,,,Horton-Tucker,T. Horton-Tucker,,,,,Above the Break 3,24+ Center,,,,,,,24.55,Missed,,,,,,,,,,,,
509,PT03M01.00S,2022-10-27T02:45:26.7Z,3,REGULAR,rebound,defensive,[],1630231,,,1610612745,79,65,2022-10-27T02:45:29Z,5050000,,,0,,K. Martin Jr. REBOUND (Off:2 Def:4),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,,,,508.0,,,,,,,6.0,4.0,2.0
510,PT02M50.00S,2022-10-27T02:45:37.6Z,3,REGULAR,2pt,Jump Shot,[],1630224,78.0059132720105,23.774509803921568,1610612745,79,65,2022-10-27T02:45:42Z,5060000,-131.0,154.0,1,right,MISS J. Green 20' pullup Shot,[1630224],1610612745.0,HOU,pullup,,,Green,J. Green,,,,,Mid-Range,16-24 Left Center,,,,,,,20.24,Missed,,,,,,,,,,,,
511,PT02M48.00S,2022-10-27T02:45:39.6Z,3,REGULAR,rebound,offensive,[],1630586,,,1610612745,79,65,2022-10-27T02:45:42Z,5070000,,,0,,U. Garuba REBOUND (Off:1 Def:2),[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,510.0,,,,,,,3.0,2.0,1.0
512,PT02M47.00S,2022-10-27T02:45:41.2Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630224,76.82325886990802,10.53921568627451,1610612745,79,65,2022-10-27T02:45:46Z,5080000,-197.0,165.0,1,right,MISS J. Green 25' 3PT,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,,,,,,,25.75,Missed,,,,,,,,,,,,
513,PT02M42.00S,2022-10-27T02:45:46.2Z,3,REGULAR,rebound,defensive,[],1629659,,,1610612762,79,65,2022-10-27T02:45:46Z,5090000,,,0,,T. Horton-Tucker REBOUND (Off:0 Def:5),[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,512.0,,,,,,,5.0,5.0,0.0
514,PT02M35.00S,2022-10-27T02:45:52.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627736,7.178055190538765,42.8921568627451,1610612762,81,65,2022-10-27T02:45:58Z,5100000,36.0,15.0,1,left,M. Beasley driving Layup (4 PTS) (T. Horton-Tucker 4 AST),"[1627736, 1629659]",1610612762.0,UTA,driving,,,Beasley,M. Beasley,,,,,Restricted Area,0-8 Center,,,,,,,3.85,Made,,,,4.0,T. Horton-Tucker,1629659.0,4.0,,,,,
516,PT02M18.00S,2022-10-27T02:46:08.4Z,3,REGULAR,3pt,Jump Shot,[],1631106,69.72733245729303,26.96078431372549,1610612745,81,68,2022-10-27T02:46:16Z,5120000,-115.0,232.0,1,right,T. Eason 25' 3PT  (3 PTS) (D. Nix 3 AST),"[1631106, 1630227]",1610612745.0,HOU,,,,Eason,T. Eason,,,,,Above the Break 3,24+ Left Center,,,,,,,25.91,Made,,,,3.0,D. Nix,1630227.0,3.0,,,,,
519,PT02M03.00S,2022-10-27T02:46:23.6Z,3,REGULAR,3pt,Jump Shot,[],1631323,2.447437582128778,94.36274509803921,1610612762,81,68,2022-10-27T02:46:29Z,5150000,-222.0,-29.0,1,left,MISS S. Fontecchio 3PT,[1631323],1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,Left Corner 3,24+ Left,,,,,,,22.38,Missed,,,,,,,,,,,,
520,PT02M00.00S,2022-10-27T02:46:26.6Z,3,REGULAR,rebound,defensive,[],1630586,,,1610612745,81,68,2022-10-27T02:46:29Z,5160000,,,0,,U. Garuba REBOUND (Off:1 Def:3),[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,Left Corner 3,24+ Left,,,,,,,,,,,519.0,,,,,,,4.0,3.0,1.0
521,PT01M54.00S,2022-10-27T02:46:32.8Z,3,REGULAR,turnover,lost ball,[],1630227,,,1610612745,81,68,2022-10-27T02:46:37Z,5170000,,,0,,D. Nix lost ball TURNOVER (4 TO),"[1630227, 1627736]",1610612745.0,HOU,,,,Nix,D. Nix,,,,,In The Paint (Non-RA),8-16 Center,4.0,,,,,,,,,,,,,,,Beasley,1627736.0,,,
522,PT01M54.00S,2022-10-27T02:46:32.8Z,3,REGULAR,steal,,[],1627736,,,1610612762,81,68,2022-10-27T02:46:34Z,5180000,,,0,,M. Beasley STEAL (3 STL),[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
523,PT01M49.00S,2022-10-27T02:46:38.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",200752,8.623521681997373,49.01960784313725,1610612762,83,68,2022-10-27T02:46:44Z,5190000,5.0,29.0,1,left,R. Gay Layup (6 PTS) (M. Beasley 1 AST),"[200752, 1627736]",1610612762.0,UTA,,,,Gay,R. Gay,,,,,Restricted Area,0-8 Center,,,,,,,2.9,Made,,,,6.0,M. Beasley,1627736.0,1.0,,,,,
525,PT01M45.00S,2022-10-27T02:46:46.1Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629659,,,1610612745,83,68,2022-10-27T02:46:53Z,5210000,,,0,,T. Horton-Tucker shooting personal FOUL (1 PF) (Green 2 FT),"[1629659, 1630224]",1610612762.0,UTA,shooting,,,Horton-Tucker,T. Horton-Tucker,,,,,Restricted Area,0-8 Center,,101284.0,1.0,0.0,Green,1630224.0,,,,,,,,,,,,,,
527,PT01M45.00S,2022-10-27T02:47:26.2Z,3,REGULAR,freethrow,1 of 2,[],1630224,,,1610612745,83,69,2022-10-27T02:47:26Z,5230000,,,0,,J. Green Free Throw 1 of 2 (15 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,Made,,,,15.0,,,,,,,,
528,PT01M45.00S,2022-10-27T02:47:46.4Z,3,REGULAR,foul,technical,['inpenalty'],1630224,,,1610612745,83,69,2022-10-27T02:47:53Z,5240000,,,0,,J. Green double technical FOUL (1 Tech),[1630224],1610612745.0,HOU,double,,,Green,J. Green,,,,,,,,101284.0,0.0,1.0,,,,,,,,,,,,,,,,
529,PT01M45.00S,2022-10-27T02:47:46.4Z,3,REGULAR,foul,technical,['inpenalty'],1627736,,,1610612745,83,69,2022-10-27T02:47:51Z,5250000,,,0,,M. Beasley double technical FOUL (1 Tech),[1627736],1610612762.0,UTA,double,,,Beasley,M. Beasley,,,,,,,,101284.0,0.0,1.0,,,,,,,,,,,,,,,,
531,PT01M45.00S,2022-10-27T02:47:46.5Z,3,REGULAR,substitution,out,[],1630227,,,1610612745,83,69,2022-10-27T02:48:11Z,5255000,,,0,,SUB out: D. Nix,[1630227],1610612745.0,HOU,,,,Nix,D. Nix,,,,,,,,,,,,,,,,,,,,,,,,,,
533,PT01M45.00S,2022-10-27T02:47:46.5Z,3,REGULAR,substitution,in,[],1629726,,,1610612745,83,69,2022-10-27T02:48:11Z,5258750,,,0,,SUB in: G. Mathews,[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,,
534,PT01M45.00S,2022-10-27T02:47:46.5Z,3,REGULAR,substitution,in,[],201569,,,1610612745,83,69,2022-10-27T02:48:11Z,5259375,,,0,,SUB in: E. Gordon,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
537,PT01M45.00S,2022-10-27T02:47:46.5Z,3,REGULAR,substitution,out,[],1631106,,,1610612745,83,69,2022-10-27T02:48:32Z,5259687,,,0,,SUB out: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
538,PT01M45.00S,2022-10-27T02:47:46.5Z,3,REGULAR,substitution,out,[],1629659,,,1610612745,83,69,2022-10-27T02:48:36Z,5259843,,,0,,SUB out: T. Horton-Tucker,[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
539,PT01M45.00S,2022-10-27T02:47:46.5Z,3,REGULAR,substitution,in,[],201144,,,1610612745,83,69,2022-10-27T02:48:36Z,5259921,,,0,,SUB in: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
530,PT01M45.00S,2022-10-27T02:47:59.6Z,3,REGULAR,freethrow,2 of 2,[],1630224,,,1610612745,83,70,2022-10-27T02:47:59Z,5260000,,,0,,J. Green Free Throw 2 of 2 (16 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,Made,,,,16.0,,,,,,,,
535,PT01M37.00S,2022-10-27T02:48:22.7Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630586,,,1610612762,83,70,2022-10-27T02:48:29Z,5270000,,,0,,U. Garuba personal FOUL (3 PF) (Kessler 2 FT),"[1630586, 1631117]",1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,In The Paint (Non-RA),8-16 Right,,1627963.0,3.0,0.0,Kessler,1631117.0,,,,,,,,,,,,,,
540,PT01M37.00S,2022-10-27T02:48:40.5Z,3,REGULAR,freethrow,1 of 2,[],1631117,,,1610612762,84,70,2022-10-27T02:48:40Z,5290000,,,0,,W. Kessler Free Throw 1 of 2 (1 PTS),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,,,,Made,,,,1.0,,,,,,,,
541,PT01M37.00S,2022-10-27T02:48:42.1Z,3,REGULAR,substitution,out,[],1630224,,,1610612762,84,70,2022-10-27T02:48:44Z,5300000,,,0,,SUB out: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
542,PT01M37.00S,2022-10-27T02:48:42.1Z,3,REGULAR,substitution,in,[],1629645,,,1610612762,84,70,2022-10-27T02:48:44Z,5310000,,,0,,SUB in: K. Porter Jr.,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
543,PT01M37.00S,2022-10-27T02:48:56.7Z,3,REGULAR,freethrow,2 of 2,[],1631117,,,1610612762,85,70,2022-10-27T02:48:56Z,5320000,,,0,,W. Kessler Free Throw 2 of 2 (2 PTS),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,,,,Made,,,,2.0,,,,,,,,
544,PT01M24.00S,2022-10-27T02:49:11.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629645,80.6340341655716,55.392156862745104,1610612745,85,70,2022-10-27T02:49:16Z,5330000,27.0,130.0,1,right,MISS K. Porter Jr. 13' floating Shot,[1629645],1610612745.0,HOU,floating,,,Porter Jr.,K. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,13.23,Missed,,,,,,,,,,,,
545,PT01M22.00S,2022-10-27T02:49:13.8Z,3,REGULAR,rebound,offensive,[],1629645,,,1610612745,85,70,2022-10-27T02:49:16Z,5340000,,,0,,K. Porter Jr. REBOUND (Off:1 Def:1),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,544.0,,,,,,,2.0,1.0,1.0
546,PT01M20.00S,2022-10-27T02:49:15.8Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],201569,74.06373193166885,7.352941176470589,1610612745,85,70,2022-10-27T02:49:21Z,5350000,-213.0,191.0,1,right,MISS E. Gordon 28' 3PT,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,Above the Break 3,24+ Left Center,,,,,,,28.64,Missed,,,,,,,,,,,,
547,PT01M15.00S,2022-10-27T02:49:20.8Z,3,REGULAR,rebound,defensive,[],1627736,,,1610612762,85,70,2022-10-27T02:49:21Z,5360000,,,0,,M. Beasley REBOUND (Off:1 Def:2),[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,546.0,,,,,,,3.0,2.0,1.0
548,PT01M06.00S,2022-10-27T02:49:31.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",1627736,7.30946123521682,44.85294117647059,1610612762,87,70,2022-10-27T02:49:45Z,5370000,26.0,16.0,1,left,M. Beasley cutting Layup (6 PTS) (R. Gay 1 AST),"[1627736, 200752]",1610612762.0,UTA,cutting,,,Beasley,M. Beasley,,,,,Restricted Area,0-8 Center,,,,,,,3.04,Made,,,,6.0,R. Gay,200752.0,1.0,,,,,
550,PT01M06.00S,2022-10-27T02:49:34.5Z,3,REGULAR,violation,defensive goaltending,[],1630231,,,1610612762,87,70,2022-10-27T02:49:42Z,5390000,,,0,,K. Martin Jr. defensive goaltending VIOLATION,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,101284.0,,,,,,,,,,,,,,,,,,
551,PT00M52.20S,2022-10-27T02:49:58.7Z,3,REGULAR,3pt,Jump Shot,[],1629726,73.27529566360053,82.1078431372549,1610612745,87,73,2022-10-27T02:54:34Z,5400000,161.0,199.0,1,right,G. Mathews 25' 3PT  (9 PTS) (K. Martin Jr. 2 AST),"[1629726, 1630231]",1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,Above the Break 3,24+ Right Center,,,,,,,25.54,Made,,,,9.0,K. Martin Jr.,1630231.0,2.0,,,,,
553,PT00M33.10S,2022-10-27T02:50:27.5Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629645,,,1610612762,87,73,2022-10-27T02:50:33Z,5420000,,,0,,K. Porter Jr. personal FOUL (3 PF) (Kessler 2 FT),"[1629645, 1631117]",1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Center,,1627963.0,3.0,0.0,Kessler,1631117.0,,,,,,,,,,,,,,
555,PT00M33.10S,2022-10-27T02:50:46.6Z,3,REGULAR,freethrow,1 of 2,[],1631117,,,1610612762,88,73,2022-10-27T02:50:46Z,5440000,,,0,,W. Kessler Free Throw 1 of 2 (3 PTS),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,,,,Made,,,,3.0,,,,,,,,
556,PT00M33.10S,2022-10-27T02:50:58.8Z,3,REGULAR,freethrow,2 of 2,[],1631117,,,1610612762,89,73,2022-10-27T02:50:58Z,5450000,,,0,,W. Kessler Free Throw 2 of 2 (4 PTS),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,,,,Made,,,,4.0,,,,,,,,
557,PT00M09.20S,2022-10-27T02:51:25.8Z,3,REGULAR,3pt,Jump Shot,[],1630231,86.41590013140605,2.450980392156863,1610612745,89,73,2022-10-27T02:51:31Z,5460000,-238.0,75.0,1,right,MISS K. Martin Jr. 24' 3PT,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,Left Corner 3,24+ Left,,,,,,,24.93,Missed,,,,,,,,,,,,
