actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,turnoverTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
16,PT11M13.00S,2023-03-25T01:11:48.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1631323,26.49474375821288,88.72549019607843,1610612762,0,2,2023-03-25T01:12:00Z,160000,False,-194.0,197.0,1,left,MISS S. Fontecchio 27' 3PT,[1631323],1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,Above the Break 3,24+ Left Center,27.59,Missed,,,,,,,,,,,,,,,,,,
17,PT11M11.00S,2023-03-25T01:11:50.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612749,0,2,2023-03-25T01:12:00Z,170000,False,,,0,,TEAM defensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,16.0,,,,,,,,,,,
19,PT10M58.00S,2023-03-25T01:12:12.3Z,1,REGULAR,3pt,Jump Shot,[],1628960,91.14651773981603,95.83333333333334,1610612749,0,5,2023-03-25T01:12:18Z,190000,False,229.0,31.0,1,right,G. Allen 3PT  (5 PTS) (J. Holiday 2 AST),"[1628960, 201950]",1610612749.0,MIL,,,,Allen,G. Allen,,,,,Right Corner 3,24+ Right,23.12,Made,5.0,J. Holiday,201950.0,2.0,,,,,,,,,,,,,,
21,PT10M39.00S,2023-03-25T01:12:31.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631117,5.732588699080158,42.8921568627451,1610612762,0,5,2023-03-25T01:12:34Z,210000,False,36.0,1.0,1,left,MISS W. Kessler cutting DUNK - blocked,"[1631117, 201572]",1610612762.0,UTA,cutting,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,3.55,Missed,,,,,Lopez,201572.0,,,,,,,,,,,,
22,PT10M39.00S,2023-03-25T01:12:31.1Z,1,REGULAR,block,,[],201572,,,1610612762,0,5,2023-03-25T01:12:33Z,220000,False,,,0,,B. Lopez BLOCK (2 BLK),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
23,PT10M37.00S,2023-03-25T01:12:33.1Z,1,REGULAR,rebound,defensive,[],1628960,,,1610612749,0,5,2023-03-25T01:12:34Z,230000,False,,,0,,G. Allen REBOUND (Off:0 Def:1),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,Restricted Area,0-8 Center,,,,,,,,,21.0,1.0,1.0,0.0,,,,,,,,
24,PT10M34.00S,2023-03-25T01:12:36.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628960,68.41327201051249,74.75490196078431,1610612749,0,8,2023-03-25T01:12:43Z,240000,False,124.0,244.0,1,right,G. Allen 27' 3PT pullup (8 PTS),[1628960],1610612749.0,MIL,pullup,,,Allen,G. Allen,,,,,Above the Break 3,24+ Right Center,27.4,Made,8.0,,,,,,,,,,,,,,,,,
25,PT10M18.00S,2023-03-25T01:12:51.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631117,5.338370565045992,44.6078431372549,1610612762,0,8,2023-03-25T01:12:55Z,250000,False,27.0,-2.0,1,left,MISS W. Kessler DUNK - blocked,"[1631117, 201572]",1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,2.71,Missed,,,,,Lopez,201572.0,,,,,,,,,,,,
26,PT10M18.00S,2023-03-25T01:12:51.7Z,1,REGULAR,block,,[],201572,,,1610612762,0,8,2023-03-25T01:12:53Z,260000,False,,,0,,B. Lopez BLOCK (3 BLK),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
27,PT10M16.00S,2023-03-25T01:12:53.7Z,1,REGULAR,rebound,defensive,[],1626192,,,1610612749,0,8,2023-03-25T01:12:55Z,270000,False,,,0,,P. Connaughton REBOUND (Off:0 Def:2),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,Restricted Area,0-8 Center,,,,,,,,,25.0,2.0,2.0,0.0,,,,,,,,
28,PT10M13.00S,2023-03-25T01:12:57.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628960,94.1688567674113,95.83333333333334,1610612749,0,11,2023-03-25T01:13:02Z,280000,False,229.0,2.0,1,right,G. Allen 3PT  (11 PTS) (G. Antetokounmpo 1 AST),"[1628960, 203507]",1610612749.0,MIL,,,,Allen,G. Allen,,,,,Right Corner 3,24+ Right,22.92,Made,11.0,G. Antetokounmpo,203507.0,1.0,,,,,,,,,,,,,,
30,PT10M01.00S,2023-03-25T01:13:13.4Z,1,REGULAR,foul,technical,['1freethrow'],201572,,,1610612762,0,11,2023-03-25T01:13:22Z,300000,False,,,0,,B. Lopez defensive-3-second technical FOUL (1 Tech),[201572],1610612749.0,MIL,defensive-3-second,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,2005.0,0.0,1.0,,,,,
31,PT10M01.00S,2023-03-25T01:13:31.0Z,1,REGULAR,freethrow,1 of 1,[],203482,,,1610612762,1,11,2023-03-25T01:13:31Z,310000,False,,,0,,K. Olynyk technical Free Throw 1 of 1 (1 PTS),[203482],1610612762.0,UTA,technical,,,Olynyk,K. Olynyk,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
32,PT09M48.00S,2023-03-25T01:13:59.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629659,18.74178712220762,44.85294117647059,1610612762,3,11,2023-03-25T01:14:05Z,320000,False,26.0,124.0,1,left,T. Horton-Tucker 12' pullup Jump Shot (2 PTS),[1629659],1610612762.0,UTA,pullup,,,Horton-Tucker,T. Horton-Tucker,,,,,In The Paint (Non-RA),8-16 Center,12.63,Made,2.0,,,,,,,,,,,,,,,,,
33,PT09M35.00S,2023-03-25T01:14:11.7Z,1,REGULAR,3pt,Jump Shot,[],1626192,65.91655716162943,44.85294117647059,1610612749,3,11,2023-03-25T01:14:16Z,330000,False,-26.0,268.0,1,right,MISS P. Connaughton 26' 3PT,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,Above the Break 3,24+ Center,26.91,Missed,,,,,,,,,,,,,,,,,,
34,PT09M31.00S,2023-03-25T01:14:15.7Z,1,REGULAR,rebound,defensive,[],1631117,,,1610612762,3,11,2023-03-25T01:14:16Z,340000,False,,,0,,W. Kessler REBOUND (Off:0 Def:2),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Above the Break 3,24+ Center,,,,,,,,,33.0,2.0,2.0,0.0,,,,,,,,
35,PT09M22.00S,2023-03-25T01:14:24.7Z,1,REGULAR,2pt,Jump Shot,[],1629659,14.799605781865965,27.941176470588236,1610612762,3,11,2023-03-25T01:14:29Z,350000,False,110.0,87.0,1,left,MISS T. Horton-Tucker 14' floating Shot,[1629659],1610612762.0,UTA,floating,,,Horton-Tucker,T. Horton-Tucker,,,,,Mid-Range,8-16 Right,14.02,Missed,,,,,,,,,,,,,,,,,,
36,PT09M20.00S,2023-03-25T01:14:26.7Z,1,REGULAR,rebound,defensive,[],201572,,,1610612749,3,11,2023-03-25T01:14:29Z,360000,False,,,0,,B. Lopez REBOUND (Off:0 Def:1),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Mid-Range,8-16 Right,,,,,,,,,35.0,1.0,1.0,0.0,,,,,,,,
37,PT09M14.00S,2023-03-25T01:14:34.2Z,1,REGULAR,turnover,bad pass,[],203507,,,1610612749,3,11,2023-03-25T01:14:41Z,370000,False,,,0,,G. Antetokounmpo bad pass TURNOVER (1 TO),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,1.0,,,,
38,PT08M55.00S,2023-03-25T01:14:59.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629659,34.641918528252305,23.774509803921568,1610612762,3,11,2023-03-25T01:15:04Z,380000,False,131.0,273.0,1,left,MISS T. Horton-Tucker 30' 3PT,[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,Above the Break 3,24+ Right Center,30.29,Missed,,,,,,,,,,,,,,,,,,
39,PT08M52.00S,2023-03-25T01:15:02.4Z,1,REGULAR,rebound,offensive,[],1630534,,,1610612762,3,11,2023-03-25T01:15:04Z,390000,False,,,0,,O. Agbaji REBOUND (Off:1 Def:0),[1630534],1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,Above the Break 3,24+ Right Center,,,,,,,,,38.0,1.0,0.0,1.0,,,,,,,,
40,PT08M48.00S,2023-03-25T01:15:07.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1631323,10.068988173455978,46.32352941176471,1610612762,3,11,2023-03-25T01:15:11Z,400000,False,18.0,42.0,1,left,MISS S. Fontecchio driving Layup - blocked,"[1631323, 201572]",1610612762.0,UTA,driving,,,Fontecchio,S. Fontecchio,,,,,In The Paint (Non-RA),0-8 Center,4.59,Missed,,,,,Lopez,201572.0,,,,,,,,,,,,
41,PT08M48.00S,2023-03-25T01:15:07.0Z,1,REGULAR,block,,[],201572,,,1610612762,3,11,2023-03-25T01:15:09Z,410000,False,,,0,,B. Lopez BLOCK (4 BLK),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
42,PT08M43.00S,2023-03-25T01:15:12.0Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,3,11,2023-03-25T01:15:42Z,420000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:1),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,40.0,1.0,1.0,0.0,,,,,,,,
43,PT08M43.00S,2023-03-25T01:15:13.7Z,1,REGULAR,foul,personal,['2freethrow'],1629659,,,1610612749,3,11,2023-03-25T01:15:25Z,430000,False,,,0,,T. Horton-Tucker shooting personal FOUL (1 PF) (Antetokounmpo 2 FT),"[1629659, 203507]",1610612762.0,UTA,shooting,,,Horton-Tucker,T. Horton-Tucker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1628953.0,1.0,0.0,,Antetokounmpo,203507.0,,
45,PT08M43.00S,2023-03-25T01:16:06.3Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],203507,,,1610612749,3,12,2023-03-25T01:16:58Z,450000,False,,,0,,G. Antetokounmpo Free Throw 1 of 2 (1 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
46,PT08M43.00S,2023-03-25T01:16:06.3Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],203507,,,1610612749,3,12,2023-03-25T01:16:58Z,460000,False,,,0,,MISS G. Antetokounmpo Free Throw 2 of 2,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
52,PT08M43.00S,2023-03-25T01:16:06.3Z,1,REGULAR,rebound,offensive,[],1628960,,,1610612749,3,12,2023-03-25T01:16:58Z,465000,False,,,0,,G. Allen REBOUND (Off:1 Def:1),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,46.0,2.0,1.0,1.0,,,,,,,,
47,PT08M41.00S,2023-03-25T01:16:33.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628960,92.85479632063075,50.73529411764706,1610612749,3,12,2023-03-25T02:09:12Z,470000,False,4.0,15.0,1,right,MISS G. Allen putback Layup,[1628960],1610612749.0,MIL,putback,,,Allen,G. Allen,,,,,Restricted Area,0-8 Center,1.52,Missed,,,,,,,,,,,,,,,,,,
48,PT08M40.00S,2023-03-25T01:16:34.5Z,1,REGULAR,rebound,offensive,[],201572,,,1610612749,3,12,2023-03-25T02:09:12Z,480000,False,,,0,,B. Lopez REBOUND (Off:1 Def:1),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,,,,,,,,,47.0,2.0,1.0,1.0,,,,,,,,
49,PT08M38.00S,2023-03-25T01:16:39.3Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",201572,94.40999984741211,50.0,1610612749,3,14,2023-03-25T02:09:21Z,490000,False,0.0,0.0,1,right,B. Lopez tip Layup (2 PTS),[201572],1610612749.0,MIL,tip,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,0.0,Made,2.0,,,,,,,,,,,,,,,,,
50,PT08M22.00S,2023-03-25T01:16:45.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629659,13.87976346911958,64.2156862745098,1610612762,3,14,2023-03-25T01:18:15Z,500000,False,-71.0,78.0,1,left,MISS T. Horton-Tucker 10' turnaround fadeaway Shot,[1629659],1610612762.0,UTA,turnaround fadeaway,,,Horton-Tucker,T. Horton-Tucker,,,,,In The Paint (Non-RA),8-16 Left,10.55,Missed,,,,,,,,,,,,,,,,,,
51,PT08M20.00S,2023-03-25T01:16:47.7Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,3,14,2023-03-25T01:17:24Z,510000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:2),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,50.0,2.0,2.0,0.0,,,,,,,,
53,PT08M10.00S,2023-03-25T01:16:58.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201950,90.62089356110381,42.40196078431372,1610612749,3,16,2023-03-25T01:17:06Z,520000,False,-38.0,36.0,1,right,J. Holiday Layup (2 PTS) (G. Antetokounmpo 2 AST),"[201950, 203507]",1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),0-8 Center,5.21,Made,2.0,G. Antetokounmpo,203507.0,2.0,,,,,,,,,,,,,,
55,PT08M10.00S,2023-03-25T01:17:10.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,3,16,2023-03-25T01:17:14Z,540000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT08M01.00S,2023-03-25T01:20:07.0Z,1,REGULAR,foul,personal,['2freethrow'],201572,,,1610612762,3,16,2023-03-25T01:20:13Z,550000,False,,,0,,B. Lopez shooting personal FOUL (1 PF) (Agbaji 2 FT),"[201572, 1630534]",1610612749.0,MIL,shooting,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1628953.0,1.0,1.0,,Agbaji,1630534.0,,
58,PT08M01.00S,2023-03-25T01:20:32.0Z,1,REGULAR,freethrow,1 of 2,[],1630534,,,1610612762,4,16,2023-03-25T01:20:48Z,570000,False,,,0,,O. Agbaji Free Throw 1 of 2 (1 PTS),[1630534],1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
59,PT08M01.00S,2023-03-25T01:20:32.0Z,1,REGULAR,freethrow,2 of 2,[],1630534,,,1610612762,4,16,2023-03-25T01:20:48Z,580000,False,,,0,,MISS O. Agbaji Free Throw 2 of 2,[1630534],1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
60,PT07M59.00S,2023-03-25T01:20:34.0Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,4,16,2023-03-25T01:20:48Z,590000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:3),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,59.0,3.0,3.0,0.0,,,,,,,,
61,PT07M48.00S,2023-03-25T01:20:58.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628960,91.40932982917214,56.61764705882353,1610612749,4,16,2023-03-25T01:21:04Z,600000,False,33.0,28.0,1,right,MISS G. Allen cutting finger roll Layup,[1628960],1610612749.0,MIL,cutting finger roll,,,Allen,G. Allen,,,,,In The Paint (Non-RA),0-8 Center,4.35,Missed,,,,,,,,,,,,,,,,,,
62,PT07M46.00S,2023-03-25T01:21:00.7Z,1,REGULAR,rebound,defensive,[],203482,,,1610612762,4,16,2023-03-25T01:21:04Z,610000,False,,,0,,K. Olynyk REBOUND (Off:0 Def:1),[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,61.0,1.0,1.0,0.0,,,,,,,,
63,PT07M42.00S,2023-03-25T01:21:05.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630534,7.178055190538765,2.696078431372549,1610612762,4,16,2023-03-25T01:21:13Z,620000,False,237.0,15.0,1,left,MISS O. Agbaji 3PT,[1630534],1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,Right Corner 3,24+ Right,23.7,Missed,,,,,,,,,,,,,,,,,,
64,PT07M38.00S,2023-03-25T01:21:09.0Z,1,REGULAR,rebound,defensive,[],1626192,,,1610612749,4,16,2023-03-25T01:21:13Z,630000,False,,,0,,P. Connaughton REBOUND (Off:0 Def:3),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,Right Corner 3,24+ Right,,,,,,,,,63.0,3.0,3.0,0.0,,,,,,,,
65,PT07M28.00S,2023-03-25T01:21:18.0Z,1,REGULAR,3pt,Jump Shot,[],1628960,66.04796320630749,69.85294117647058,1610612749,4,19,2023-03-25T01:21:22Z,640000,False,99.0,267.0,1,right,G. Allen 28' 3PT  (14 PTS) (P. Connaughton 1 AST),"[1628960, 1626192]",1610612749.0,MIL,,,,Allen,G. Allen,,,,,Above the Break 3,24+ Right Center,28.45,Made,14.0,P. Connaughton,1626192.0,1.0,,,,,,,,,,,,,,
67,PT07M09.00S,2023-03-25T01:21:36.9Z,1,REGULAR,2pt,Jump Shot,[],1631323,10.5946123521682,9.068627450980392,1610612762,4,19,2023-03-25T01:21:40Z,660000,False,205.0,47.0,1,left,MISS S. Fontecchio 21' pullup Shot - blocked,"[1631323, 1626192]",1610612762.0,UTA,pullup,,,Fontecchio,S. Fontecchio,,,,,Mid-Range,16-24 Right,21.0,Missed,,,,,Connaughton,1626192.0,,,,,,,,,,,,
68,PT07M09.00S,2023-03-25T01:21:36.9Z,1,REGULAR,block,,[],1626192,,,1610612762,4,19,2023-03-25T01:21:39Z,670000,False,,,0,,P. Connaughton BLOCK (1 BLK),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
69,PT07M09.00S,2023-03-25T01:21:36.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612762,4,19,2023-03-25T01:21:40Z,680000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Mid-Range,16-24 Right,,,,,,,,,67.0,,,,,,,,,,,
71,PT07M09.00S,2023-03-25T01:21:41.7Z,1,REGULAR,substitution,out,[],201950,,,1610612762,4,19,2023-03-25T01:21:47Z,700000,False,,,0,,SUB out: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT07M09.00S,2023-03-25T01:21:41.7Z,1,REGULAR,substitution,in,[],204060,,,1610612762,4,19,2023-03-25T01:21:47Z,710000,False,,,0,,SUB in: J. Ingles,[204060],1610612749.0,MIL,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT07M07.00S,2023-03-25T01:21:57.9Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],203482,10.85742444152431,22.794117647058822,1610612762,6,19,2023-03-25T01:22:16Z,720000,False,136.0,50.0,1,left,K. Olynyk 14' bank Jump Shot (3 PTS) (T. Horton-Tucker 1 AST),"[203482, 1629659]",1610612762.0,UTA,bank,,,Olynyk,K. Olynyk,,,,,Mid-Range,8-16 Right,14.48,Made,3.0,T. Horton-Tucker,1629659.0,1.0,,,,,,,,,,,,,,
75,PT06M53.00S,2023-03-25T01:22:15.0Z,1,REGULAR,foul,personal,['2freethrow'],1631117,,,1610612749,6,19,2023-03-25T01:22:19Z,740000,False,,,0,,W. Kessler shooting personal FOUL (1 PF) (Antetokounmpo 2 FT),"[1631117, 203507]",1610612762.0,UTA,shooting,,,Kessler,W. Kessler,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,1628953.0,1.0,0.0,,Antetokounmpo,203507.0,,
77,PT06M53.00S,2023-03-25T01:22:47.6Z,1,REGULAR,freethrow,1 of 2,[],203507,,,1610612749,6,20,2023-03-25T01:23:22Z,760000,False,,,0,,G. Antetokounmpo Free Throw 1 of 2 (2 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
78,PT06M53.00S,2023-03-25T01:22:48.3Z,1,REGULAR,substitution,out,[],1629659,,,1610612749,6,20,2023-03-25T01:22:57Z,770000,False,,,0,,SUB out: T. Horton-Tucker,[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M53.00S,2023-03-25T01:22:48.3Z,1,REGULAR,substitution,out,[],1631323,,,1610612749,6,20,2023-03-25T01:22:57Z,780000,False,,,0,,SUB out: S. Fontecchio,[1631323],1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT06M53.00S,2023-03-25T01:22:48.3Z,1,REGULAR,substitution,out,[],201572,,,1610612749,6,20,2023-03-25T01:22:57Z,790000,False,,,0,,SUB out: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT06M53.00S,2023-03-25T01:22:48.3Z,1,REGULAR,substitution,in,[],1627739,,,1610612749,6,20,2023-03-25T01:22:57Z,800000,False,,,0,,SUB in: K. Dunn,[1627739],1610612762.0,UTA,,,,Dunn,K. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,
