actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId
19,PT10M00.00S,2022-01-27T01:12:42.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202696,6.521024967148489,48.529411764705884,1610612741,9,0,2022-01-27T01:12:51Z,190000,7.0,9.0,1,left,N. Vucevic cutting Layup (2 PTS) (D. DeRozan 1 AST),"[202696, 201942]",1610612741.0,CHI,cutting,,,,,,1.15,Made,2.0,Vucevic,N. Vucevic,D. DeRozan,201942.0,1.0,,,,,,,,,,,,,,,
21,PT09M47.00S,2022-01-27T01:12:54.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630567,93.64323258869908,52.450980392156865,1610612761,9,2,2022-01-27T01:13:01Z,210000,12.0,7.0,1,right,S. Barnes driving Layup (2 PTS) (O. Anunoby 1 AST),"[1630567, 1628384]",1610612761.0,TOR,driving,,,,,,1.43,Made,2.0,Barnes,S. Barnes,O. Anunoby,1628384.0,1.0,,,,,,,,,,,,,,,
23,PT09M36.00S,2022-01-27T01:13:05.5Z,1,REGULAR,turnover,lost ball,[],201942,,,1610612741,9,2,2022-01-27T01:14:17Z,230000,,,0,,D. DeRozan lost ball TURNOVER (1 TO),"[201942, 1627783]",1610612741.0,CHI,,,,,,,,,,DeRozan,D. DeRozan,,,,,1.0,,,,,Siakam,1627783.0,,,,,,,
24,PT09M36.00S,2022-01-27T01:13:05.5Z,1,REGULAR,steal,,[],1627783,,,1610612761,9,2,2022-01-27T01:13:07Z,240000,,,0,,P. Siakam STEAL (1 STL),[1627783],1610612761.0,TOR,,,,,,,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,
25,PT09M33.00S,2022-01-27T01:13:13.0Z,1,REGULAR,turnover,out-of-bounds,[],1629018,,,1610612761,9,2,2022-01-27T01:13:21Z,250000,,,0,,G. Trent Jr. bad pass out-of-bounds TURNOVER (1 TO),[1629018],1610612761.0,TOR,bad pass,,,,,,,,,Trent Jr.,G. Trent Jr.,,,,1626302.0,1.0,,,,,,,,,,,,,
26,PT09M21.00S,2022-01-27T01:13:35.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",201942,15.850854139290407,47.30392156862745,1610612741,11,2,2022-01-27T01:13:39Z,260000,13.0,96.0,1,left,D. DeRozan 9' turnaround fadeaway Jump Shot (4 PTS) (Z. LaVine 1 AST),"[201942, 203897]",1610612741.0,CHI,turnaround fadeaway,,,,,,9.74,Made,4.0,DeRozan,D. DeRozan,Z. LaVine,203897.0,1.0,,,,,,,,,,,,,,,
28,PT09M21.00S,2022-01-27T01:13:38.1Z,1,REGULAR,foul,personal,['1freethrow'],1628384,,,1610612741,11,2,2022-01-27T01:13:48Z,280000,,,0,,O. Anunoby shooting personal FOUL (1 PF) (DeRozan 1 FT),"[1628384, 201942]",1610612761.0,TOR,shooting,,,,,,,,,Anunoby,O. Anunoby,,,,1146.0,,,,,,,,1.0,0.0,DeRozan,201942.0,,,
30,PT09M21.00S,2022-01-27T01:14:02.9Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],201942,,,1610612741,12,2,2022-01-27T01:14:03Z,300000,,,0,,D. DeRozan Free Throw 1 of 1 (5 PTS),[201942],1610612741.0,CHI,,,,,,,,Made,5.0,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,
31,PT09M14.00S,2022-01-27T01:14:13.8Z,1,REGULAR,foul,personal,[],1629750,,,1610612761,12,2,2022-01-27T01:14:18Z,310000,,,0,,J. Green personal FOUL (1 PF),"[1629750, 1627783]",1610612741.0,CHI,,,,,,,,,,Green,J. Green,,,,1626302.0,,,,,,,,1.0,0.0,Siakam,1627783.0,,,
33,PT09M00.00S,2022-01-27T01:14:42.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629018,83.13074901445466,58.333333333333336,1610612761,12,2,2022-01-27T01:14:48Z,330000,42.0,106.0,1,right,MISS G. Trent Jr. 11' pullup Shot,[1629018],1610612761.0,TOR,pullup,,,,,,11.4,Missed,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,
34,PT08M58.00S,2022-01-27T01:14:44.6Z,1,REGULAR,rebound,defensive,[],203897,,,1610612741,12,2,2022-01-27T01:14:44Z,340000,,,0,,Z. LaVine REBOUND (Off:0 Def:1),[203897],1610612741.0,CHI,,,,,,,,,,LaVine,Z. LaVine,,,,,,33.0,1.0,1.0,0.0,,,,,,,,,
35,PT08M53.00S,2022-01-27T01:14:49.7Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203897,6.521024967148489,50.73529411764706,1610612741,14,2,2022-01-27T01:16:29Z,350000,-4.0,9.0,1,left,Z. LaVine Layup (5 PTS) (J. Green 1 AST),"[203897, 1629750]",1610612741.0,CHI,,,,,,,0.95,Made,5.0,LaVine,Z. LaVine,J. Green,1629750.0,1.0,,,,,,,,,,,,,,,
37,PT08M32.00S,2022-01-27T01:15:10.9Z,1,REGULAR,3pt,Jump Shot,[],1628384,96.7969776609724,97.05882352941177,1610612761,14,5,2022-01-27T01:15:14Z,370000,235.0,-22.0,1,right,O. Anunoby 3PT  (3 PTS) (S. Barnes 1 AST),"[1628384, 1630567]",1610612761.0,TOR,,,,,,,23.64,Made,3.0,Anunoby,O. Anunoby,S. Barnes,1630567.0,1.0,,,,,,,,,,,,,,,
39,PT08M17.00S,2022-01-27T01:15:28.3Z,1,REGULAR,foul,personal,['2freethrow'],1628384,,,1610612741,14,5,2022-01-27T01:15:37Z,390000,,,0,,O. Anunoby shooting personal FOUL (2 PF) (DeRozan 2 FT),"[1628384, 201942]",1610612761.0,TOR,shooting,,,,,,,,,Anunoby,O. Anunoby,,,,1626302.0,,,,,,,,2.0,0.0,DeRozan,201942.0,,,
41,PT08M17.00S,2022-01-27T01:15:52.9Z,1,REGULAR,freethrow,1 of 2,[],201942,,,1610612741,15,5,2022-01-27T01:21:53Z,410000,,,0,,D. DeRozan Free Throw 1 of 2 (6 PTS),[201942],1610612741.0,CHI,,,,,,,,Made,6.0,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,
48,PT08M17.00S,2022-01-27T01:15:52.9Z,1,REGULAR,freethrow,2 of 2,[],201942,,,1610612741,15,5,2022-01-27T01:21:53Z,415000,,,0,,MISS D. DeRozan Free Throw 2 of 2,[201942],1610612741.0,CHI,,,,,,,,Missed,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,
49,PT08M17.00S,2022-01-27T01:15:52.9Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612761,15,5,2022-01-27T01:21:53Z,417500,,,0,,P. Siakam REBOUND (Off:0 Def:1),[1627783],1610612761.0,TOR,,,,,,,,,,Siakam,P. Siakam,,,,,,48.0,1.0,1.0,0.0,,,,,,,,,
42,PT08M17.00S,2022-01-27T01:15:53.7Z,1,REGULAR,substitution,out,[],1629750,,,1610612761,15,5,2022-01-27T01:21:53Z,420000,,,0,,SUB out: J. Green,[1629750],1610612741.0,CHI,,,,,,,,,,Green,J. Green,,,,,,,,,,,,,,,,,,
43,PT08M17.00S,2022-01-27T01:15:53.7Z,1,REGULAR,substitution,out,[],1630173,,,1610612761,15,5,2022-01-27T01:21:53Z,430000,,,0,,SUB out: P. Achiuwa,[1630173],1610612761.0,TOR,,,,,,,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,
45,PT08M17.00S,2022-01-27T01:15:53.7Z,1,REGULAR,substitution,in,[],1628972,,,1610612761,15,5,2022-01-27T01:21:53Z,450000,,,0,,SUB in: T. Brown Jr.,[1628972],1610612741.0,CHI,,,,,,,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,
47,PT08M17.00S,2022-01-27T01:15:53.7Z,1,REGULAR,substitution,in,[],1630625,,,1610612761,15,5,2022-01-27T01:21:53Z,470000,,,0,,SUB in: D. Banton,[1630625],1610612761.0,TOR,,,,,,,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,
54,PT08M17.00S,2022-01-27T01:15:53.7Z,1,REGULAR,substitution,out,[],1628384,,,1610612761,15,5,2022-01-27T01:21:53Z,475000,,,0,,SUB out: O. Anunoby,[1628384],1610612761.0,TOR,,,,,,,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,
63,PT08M17.00S,2022-01-27T01:15:53.7Z,1,REGULAR,substitution,in,[],1628449,,,1610612761,15,5,2022-01-27T01:21:53Z,478125,,,0,,SUB in: C. Boucher,[1628449],1610612761.0,TOR,,,,,,,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,
50,PT08M04.00S,2022-01-27T01:16:41.5Z,1,REGULAR,3pt,Jump Shot,[],1629018,68.15045992115637,62.00980392156863,1610612761,15,8,2022-01-27T01:17:21Z,478750,60.0,247.0,1,right,G. Trent Jr. 25' 3PT  (3 PTS) (P. Siakam 1 AST),"[1629018, 1627783]",1610612761.0,TOR,,,,,,,25.41,Made,3.0,Trent Jr.,G. Trent Jr.,P. Siakam,1627783.0,1.0,,,,,,,,,,,,,,,
52,PT07M39.00S,2022-01-27T01:17:04.0Z,1,REGULAR,3pt,Jump Shot,[],1628972,9.937582128777924,95.09803921568627,1610612741,18,8,2022-01-27T01:17:17Z,520000,-225.0,41.0,1,left,T. Brown Jr. 3PT pullup bank (3 PTS) (N. Vucevic 4 AST),"[1628972, 202696]",1610612741.0,CHI,pullup bank,,,,,,22.92,Made,3.0,Brown Jr.,T. Brown Jr.,N. Vucevic,202696.0,4.0,,,,,,,,,,,,,,,
56,PT07M26.00S,2022-01-27T01:17:18.1Z,1,REGULAR,3pt,Jump Shot,[],1628449,67.36202365308804,54.90196078431373,1610612761,18,8,2022-01-27T01:17:42Z,540000,25.0,254.0,1,right,MISS C. Boucher 25' 3PT,[1628449],1610612761.0,TOR,,,,,,,25.55,Missed,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,
57,PT07M19.00S,2022-01-27T01:17:24.9Z,1,REGULAR,rebound,defensive,[],1630245,,,1610612741,18,8,2022-01-27T01:17:24Z,550000,,,0,,A. Dosunmu REBOUND (Off:0 Def:1),[1630245],1610612741.0,CHI,,,,,,,,,,Dosunmu,A. Dosunmu,,,,,,56.0,1.0,1.0,0.0,,,,,,,,,
58,PT07M13.00S,2022-01-27T01:17:31.1Z,1,REGULAR,turnover,bad pass,[],1628972,,,1610612741,18,8,2022-01-27T01:18:06Z,560000,,,0,,T. Brown Jr. bad pass TURNOVER (1 TO),"[1628972, 1627783]",1610612741.0,CHI,,,,,,,,,,Brown Jr.,T. Brown Jr.,,,,,1.0,,,,,Siakam,1627783.0,,,,,,,
59,PT07M13.00S,2022-01-27T01:17:31.1Z,1,REGULAR,steal,,[],1627783,,,1610612761,18,8,2022-01-27T01:17:32Z,570000,,,0,,P. Siakam STEAL (2 STL),[1627783],1610612761.0,TOR,,,,,,,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,
60,PT07M09.00S,2022-01-27T01:17:34.9Z,1,REGULAR,turnover,bad pass,[],1627783,,,1610612761,18,8,2022-01-27T01:18:09Z,580000,,,0,,P. Siakam bad pass TURNOVER (2 TO),"[1627783, 203897]",1610612761.0,TOR,,,,,,,,,,Siakam,P. Siakam,,,,,2.0,,,,,LaVine,203897.0,,,,,,,
61,PT07M09.00S,2022-01-27T01:17:34.9Z,1,REGULAR,steal,,[],203897,,,1610612741,18,8,2022-01-27T01:17:36Z,590000,,,0,,Z. LaVine STEAL (1 STL),[203897],1610612741.0,CHI,,,,,,,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,
62,PT07M08.00S,2022-01-27T01:17:38.9Z,1,REGULAR,turnover,out-of-bounds,[],203897,,,1610612741,18,8,2022-01-27T01:20:47Z,600000,,,0,,Z. LaVine bad pass out-of-bounds TURNOVER (1 TO),[203897],1610612741.0,CHI,bad pass,,,,,,,,,LaVine,Z. LaVine,,,,1146.0,1.0,,,,,,,,,,,,,
64,PT07M08.00S,2022-01-27T01:17:44.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,18,8,2022-01-27T01:17:44Z,610000,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M57.00S,2022-01-27T01:20:49.5Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1629018,77.87450722733246,23.52941176470588,1610612761,18,10,2022-01-27T01:20:54Z,620000,-132.0,155.0,1,right,G. Trent Jr. 20' Jump Shot (5 PTS) (S. Barnes 2 AST),"[1629018, 1630567]",1610612761.0,TOR,,,,,,,20.42,Made,5.0,Trent Jr.,G. Trent Jr.,S. Barnes,1630567.0,2.0,,,,,,,,,,,,,,,
67,PT06M27.00S,2022-01-27T01:21:18.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628972,12.828515111695138,41.66666666666667,1610612741,20,10,2022-01-27T01:21:27Z,640000,42.0,68.0,1,left,T. Brown Jr. 7' driving floating Jump Shot (5 PTS) (A. Dosunmu 1 AST),"[1628972, 1630245]",1610612741.0,CHI,driving floating,,,,,,7.99,Made,5.0,Brown Jr.,T. Brown Jr.,A. Dosunmu,1630245.0,1.0,,,,,,,,,,,,,,,
69,PT06M10.00S,2022-01-27T01:21:35.7Z,1,REGULAR,3pt,Jump Shot,[],1630625,94.43166885676742,5.392156862745098,1610612761,20,10,2022-01-27T01:21:42Z,660000,-223.0,0.0,1,right,MISS D. Banton 3PT,[1630625],1610612761.0,TOR,,,,,,,22.3,Missed,,Banton,D. Banton,,,,,,,,,,,,,,,,,,
70,PT06M06.00S,2022-01-27T01:21:39.7Z,1,REGULAR,rebound,defensive,[],203897,,,1610612741,20,10,2022-01-27T01:21:42Z,670000,,,0,,Z. LaVine REBOUND (Off:0 Def:2),[203897],1610612741.0,CHI,,,,,,,,,,LaVine,Z. LaVine,,,,,,69.0,2.0,2.0,0.0,,,,,,,,,
71,PT06M00.00S,2022-01-27T01:21:45.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630245,6.389618922470433,46.81372549019608,1610612741,20,10,2022-01-27T01:21:53Z,680000,16.0,8.0,1,left,MISS A. Dosunmu driving Layup,[1630245],1610612741.0,CHI,driving,,,,,,1.76,Missed,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,
72,PT05M58.00S,2022-01-27T01:21:47.2Z,1,REGULAR,rebound,defensive,[],1630625,,,1610612761,20,10,2022-01-27T01:27:41Z,690000,,,0,,D. Banton REBOUND (Off:0 Def:1),[1630625],1610612761.0,TOR,,,,,,,,,,Banton,D. Banton,,,,,,71.0,1.0,1.0,0.0,,,,,,,,,
73,PT05M57.00S,2022-01-27T01:21:51.8Z,1,REGULAR,turnover,out-of-bounds,[],1630567,,,1610612761,20,10,2022-01-27T01:21:59Z,700000,,,0,,S. Barnes bad pass out-of-bounds TURNOVER (1 TO),[1630567],1610612761.0,TOR,bad pass,,,,,,,,,Barnes,S. Barnes,,,,1146.0,1.0,,,,,,,,,,,,,
74,PT05M57.00S,2022-01-27T01:21:55.5Z,1,REGULAR,substitution,out,[],201942,,,1610612741,20,10,2022-01-27T01:22:01Z,710000,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,,,,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,
75,PT05M57.00S,2022-01-27T01:21:55.5Z,1,REGULAR,substitution,in,[],1629632,,,1610612741,20,10,2022-01-27T01:22:01Z,720000,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,,,,,,,White,C. White,,,,,,,,,,,,,,,,,,
76,PT05M43.00S,2022-01-27T01:22:18.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202696,17.0335085413929,39.705882352941174,1610612741,22,10,2022-01-27T01:27:38Z,730000,51.0,108.0,1,left,N. Vucevic 11' floating Jump Shot (4 PTS) (Z. LaVine 2 AST),"[202696, 203897]",1610612741.0,CHI,floating,,,,,,11.93,Made,4.0,Vucevic,N. Vucevic,Z. LaVine,203897.0,2.0,,,,,,,,,,,,,,,
78,PT05M25.00S,2022-01-27T01:22:35.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628449,94.43166885676742,51.71568627450981,1610612761,22,12,2022-01-27T01:22:41Z,750000,9.0,0.0,1,right,C. Boucher driving Layup (2 PTS) (P. Siakam 2 AST),"[1628449, 1627783]",1610612761.0,TOR,driving,,,,,,0.86,Made,2.0,Boucher,C. Boucher,P. Siakam,1627783.0,2.0,,,,,,,,,,,,,,,
79,PT05M02.00S,2022-01-27T01:22:58.9Z,1,REGULAR,2pt,Jump Shot,[],1629632,30.436925098554536,47.30392156862745,1610612741,22,12,2022-01-27T01:23:02Z,760000,13.0,234.0,1,left,MISS C. White 23' Jump Shot,[1629632],1610612741.0,CHI,,,,,,,23.4,Missed,,White,C. White,,,,,,,,,,,,,,,,,,
80,PT05M00.00S,2022-01-27T01:23:00.9Z,1,REGULAR,rebound,defensive,[],1630625,,,1610612761,22,12,2022-01-27T01:23:02Z,770000,,,0,,D. Banton REBOUND (Off:0 Def:2),[1630625],1610612761.0,TOR,,,,,,,,,,Banton,D. Banton,,,,,,79.0,2.0,2.0,0.0,,,,,,,,,
81,PT04M53.00S,2022-01-27T01:23:08.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630625,88.12417871222075,52.450980392156865,1610612761,22,12,2022-01-27T01:23:14Z,780000,12.0,59.0,1,right,MISS D. Banton 6' driving floating Shot,[1630625],1610612761.0,TOR,driving floating,,,,,,6.04,Missed,,Banton,D. Banton,,,,,,,,,,,,,,,,,,
82,PT04M53.00S,2022-01-27T01:23:08.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612741,22,12,2022-01-27T01:23:14Z,790000,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,81.0,,,,,,,,,,,,
83,PT04M53.00S,2022-01-27T01:23:08.1Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612741,22,12,2022-01-27T01:23:35Z,800000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT04M44.00S,2022-01-27T01:23:31.9Z,1,REGULAR,foul,offensive,[],202696,,,1610612741,22,12,2022-01-27T01:23:41Z,810000,,,0,,N. Vucevic charge offensive FOUL (1 PF),"[202696, 1628449]",1610612741.0,CHI,charge,,,,,,,,,Vucevic,N. Vucevic,,,,1193.0,,,,,,,,1.0,0.0,Boucher,1628449.0,,,
86,PT04M44.00S,2022-01-27T01:23:31.9Z,1,REGULAR,turnover,offensive foul,[],202696,,,1610612741,22,12,2022-01-27T01:23:31Z,830000,,,0,,N. Vucevic offensive foul TURNOVER (1 TO),[202696],1610612741.0,CHI,,,,,,,,,,Vucevic,N. Vucevic,,,,1193.0,1.0,,,,,,,,,,,,,
87,PT04M44.00S,2022-01-27T01:23:45.4Z,1,REGULAR,substitution,out,[],1630567,,,1610612761,22,12,2022-01-27T01:23:50Z,840000,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,,,,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,
88,PT04M44.00S,2022-01-27T01:23:45.4Z,1,REGULAR,substitution,in,[],1629139,,,1610612761,22,12,2022-01-27T01:23:50Z,850000,,,0,,SUB in: Y. Watanabe,[1629139],1610612761.0,TOR,,,,,,,,,,Watanabe,Y. Watanabe,,,,,,,,,,,,,,,,,,
89,PT04M28.00S,2022-01-27T01:24:06.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629018,70.12155059132719,71.81372549019608,1610612761,22,12,2022-01-27T01:24:12Z,860000,109.0,228.0,1,right,MISS G. Trent Jr. 25' 3PT,[1629018],1610612761.0,TOR,,,,,,,25.31,Missed,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,
90,PT04M24.00S,2022-01-27T01:24:10.7Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,22,12,2022-01-27T01:35:37Z,870000,,,0,,N. Vucevic REBOUND (Off:0 Def:3),[202696],1610612741.0,CHI,,,,,,,,,,Vucevic,N. Vucevic,,,,,,89.0,3.0,3.0,0.0,,,,,,,,,
93,PT04M22.00S,2022-01-27T01:24:13.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630245,7.966491458607096,4.411764705882353,1610612741,22,12,2022-01-27T01:24:26Z,900000,228.0,22.0,1,left,MISS A. Dosunmu 3PT,[1630245],1610612741.0,CHI,,,,,,,22.9,Missed,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,
94,PT04M19.00S,2022-01-27T01:24:16.6Z,1,REGULAR,rebound,offensive,[],202696,,,1610612741,22,12,2022-01-27T01:24:26Z,910000,,,0,,N. Vucevic REBOUND (Off:1 Def:3),[202696],1610612741.0,CHI,,,,,,,,,,Vucevic,N. Vucevic,,,,,,93.0,4.0,3.0,1.0,,,,,,,,,
95,PT04M08.00S,2022-01-27T01:24:26.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203897,5.601182654402102,49.50980392156863,1610612741,24,12,2022-01-27T01:24:37Z,920000,2.0,0.0,1,left,Z. LaVine cutting Layup (7 PTS) (C. White 1 AST),"[203897, 1629632]",1610612741.0,CHI,cutting,,,,,,0.25,Made,7.0,LaVine,Z. LaVine,C. White,1629632.0,1.0,,,,,,,,,,,,,,,
97,PT03M49.00S,2022-01-27T01:24:45.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628449,91.93495400788436,49.50980392156863,1610612761,24,12,2022-01-27T01:24:50Z,940000,-2.0,23.0,1,right,MISS C. Boucher driving Layup,[1628449],1610612761.0,TOR,driving,,,,,,2.34,Missed,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,
98,PT03M47.00S,2022-01-27T01:24:47.5Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,24,12,2022-01-27T01:24:50Z,950000,,,0,,N. Vucevic REBOUND (Off:1 Def:4),[202696],1610612741.0,CHI,,,,,,,,,,Vucevic,N. Vucevic,,,,,,97.0,5.0,4.0,1.0,,,,,,,,,
