actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value,jumpBallRecoverdPersonId
177,PT08M24.00S,2022-04-01T00:45:12.6Z,2,REGULAR,rebound,offensive,[],202684,,,1610612741,31,36,2022-04-01T00:45:14Z,1730000,,,0,,T. Thompson REBOUND (Off:2 Def:1),[202684],1610612741.0,CHI,,,,,,,,,,Thompson,T. Thompson,,,,,,,,,176.0,3.0,1.0,2.0,,,,,,,
178,PT08M24.00S,2022-04-01T00:45:13.1Z,2,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",202684,94.40999984741211,50.0,1610612741,33,36,2022-04-01T00:48:33Z,1740000,0.0,0.0,1,right,T. Thompson tip DUNK (2 PTS),[202684],1610612741.0,CHI,tip,,,,,,0.0,Made,2.0,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,
179,PT08M09.00S,2022-04-01T00:45:28.5Z,2,REGULAR,turnover,lost ball,[],202331,,,1610612746,33,36,2022-04-01T00:45:36Z,1750000,,,0,,P. George lost ball TURNOVER (3 TO),"[202331, 1629750]",1610612746.0,LAC,,,,,,,,,,George,P. George,,,,,,,,,,,,,3.0,Green,1629750.0,,,,
180,PT08M09.00S,2022-04-01T00:45:28.5Z,2,REGULAR,steal,,[],1629750,,,1610612741,33,36,2022-04-01T00:45:31Z,1760000,,,0,,J. Green STEAL (2 STL),[1629750],1610612741.0,CHI,,,,,,,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,
181,PT08M09.00S,2022-04-01T00:45:34.1Z,2,REGULAR,foul,personal,[],1628392,,,1610612741,33,36,2022-04-01T00:45:47Z,1770000,,,0,,I. Hartenstein personal FOUL (2 PF),"[1628392, 1629750]",1610612746.0,LAC,,,,,,,,,,Hartenstein,I. Hartenstein,,,,203592.0,2.0,0.0,Green,1629750.0,,,,,,,,,,,
183,PT08M09.00S,2022-04-01T00:45:43.1Z,2,REGULAR,substitution,out,[],1627936,,,1610612741,33,36,2022-04-01T00:46:03Z,1790000,,,0,,SUB out: A. Caruso,[1627936],1610612741.0,CHI,,,,,,,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,
184,PT08M09.00S,2022-04-01T00:45:43.1Z,2,REGULAR,substitution,out,[],201942,,,1610612741,33,36,2022-04-01T00:46:03Z,1800000,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,,,,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,
185,PT08M09.00S,2022-04-01T00:45:43.1Z,2,REGULAR,substitution,out,[],202331,,,1610612741,33,36,2022-04-01T00:46:03Z,1810000,,,0,,SUB out: P. George,[202331],1610612746.0,LAC,,,,,,,,,,George,P. George,,,,,,,,,,,,,,,,,,,
186,PT08M09.00S,2022-04-01T00:45:43.1Z,2,REGULAR,substitution,in,[],1630172,,,1610612741,33,36,2022-04-01T00:46:03Z,1820000,,,0,,SUB in: P. Williams,[1630172],1610612741.0,CHI,,,,,,,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,
187,PT08M09.00S,2022-04-01T00:45:43.1Z,2,REGULAR,substitution,in,[],203897,,,1610612741,33,36,2022-04-01T00:46:03Z,1830000,,,0,,SUB in: Z. LaVine,[203897],1610612741.0,CHI,,,,,,,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,
188,PT08M09.00S,2022-04-01T00:45:43.1Z,2,REGULAR,substitution,in,[],201587,,,1610612741,33,36,2022-04-01T00:46:03Z,1840000,,,0,,SUB in: N. Batum,[201587],1610612746.0,LAC,,,,,,,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,
189,PT07M59.00S,2022-04-01T00:46:15.8Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",202684,88.78120893561103,51.71568627450981,1610612741,33,36,2022-04-01T00:49:55Z,1850000,9.0,53.0,1,right,MISS T. Thompson driving Hook,[202684],1610612741.0,CHI,driving,,,,,,5.37,Missed,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,
190,PT07M57.00S,2022-04-01T00:46:17.8Z,2,REGULAR,rebound,defensive,[],203496,,,1610612746,33,36,2022-04-01T00:46:26Z,1860000,,,0,,R. Covington REBOUND (Off:0 Def:1),[203496],1610612746.0,LAC,,,,,,,,,,Covington,R. Covington,,,,,,,,,189.0,1.0,1.0,0.0,,,,,,,
191,PT07M46.00S,2022-04-01T00:46:28.0Z,2,REGULAR,3pt,Jump Shot,[],1628379,32.53942181340342,49.50980392156863,1610612746,33,36,2022-04-01T00:47:06Z,1870000,2.0,253.0,1,left,MISS L. Kennard 25' 3PT,[1628379],1610612746.0,LAC,,,,,,,25.34,Missed,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,
192,PT07M43.00S,2022-04-01T00:46:31.0Z,2,REGULAR,rebound,defensive,[],1629750,,,1610612741,33,36,2022-04-01T00:49:51Z,1880000,,,0,,J. Green REBOUND (Off:0 Def:1),[1629750],1610612741.0,CHI,,,,,,,,,,Green,J. Green,,,,,,,,,191.0,1.0,1.0,0.0,,,,,,,
193,PT07M43.00S,2022-04-01T00:46:37.6Z,2,REGULAR,2pt,Jump Shot,[],1629632,93.64323258869908,66.91176470588235,1610612741,33,36,2022-04-01T00:51:29Z,1882500,85.0,7.0,1,right,MISS C. White 8' pullup Shot,[1629632],1610612741.0,CHI,pullup,,,,,,8.49,Missed,,White,C. White,,,,,,,,,,,,,,,,,,,
194,PT07M42.00S,2022-04-01T00:46:38.6Z,2,REGULAR,rebound,offensive,[],1630172,,,1610612741,33,36,2022-04-01T00:51:29Z,1883750,,,0,,P. Williams REBOUND (Off:1 Def:2),[1630172],1610612741.0,CHI,,,,,,,,,,Williams,P. Williams,,,,,,,,,193.0,3.0,2.0,1.0,,,,,,,
195,PT07M33.00S,2022-04-01T00:46:45.5Z,2,REGULAR,2pt,Layup,['2ndchance'],202684,77.39816031537451,49.505974264705884,1610612741,33,36,2022-04-01T00:52:32Z,1885000,-2.0,160.0,1,right,MISS T. Thompson 16' Layup - blocked,"[202684, 203496]",1610612741.0,CHI,,,,,,,16.0,Missed,,Thompson,T. Thompson,,,,,,,,,,,,,,,,Covington,203496.0,,
196,PT07M33.00S,2022-04-01T00:46:45.5Z,2,REGULAR,block,,[],203496,,,1610612741,33,36,2022-04-01T00:46:48Z,1887500,,,0,,R. Covington BLOCK (1 BLK),[203496],1610612746.0,LAC,,,,,,,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,
197,PT07M31.00S,2022-04-01T00:46:47.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612741,33,36,2022-04-01T00:49:18Z,1888750,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,195.0,,,,,,,,,,
198,PT07M31.00S,2022-04-01T00:46:49.9Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612741,33,36,2022-04-01T00:46:49Z,1940000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT07M31.00S,2022-04-01T00:46:51.8Z,2,REGULAR,substitution,out,[],1629632,,,1610612741,33,36,2022-04-01T00:46:57Z,1950000,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,,,,,,,White,C. White,,,,,,,,,,,,,,,,,,,
200,PT07M31.00S,2022-04-01T00:46:51.8Z,2,REGULAR,substitution,out,[],202684,,,1610612741,33,36,2022-04-01T00:46:57Z,1960000,,,0,,SUB out: T. Thompson,[202684],1610612741.0,CHI,,,,,,,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,
201,PT07M31.00S,2022-04-01T00:46:51.8Z,2,REGULAR,substitution,in,[],1630245,,,1610612741,33,36,2022-04-01T00:46:57Z,1970000,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,,,,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,
202,PT07M31.00S,2022-04-01T00:46:51.8Z,2,REGULAR,substitution,in,[],202696,,,1610612741,33,36,2022-04-01T00:46:57Z,1980000,,,0,,SUB in: N. Vucevic,[202696],1610612741.0,CHI,,,,,,,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,
203,PT07M28.00S,2022-04-01T00:47:11.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203897,91.5407358738502,94.11764705882352,1610612741,33,36,2022-04-01T00:47:41Z,1990000,221.0,27.0,1,right,MISS Z. LaVine 3PT,[203897],1610612741.0,CHI,,,,,,,22.22,Missed,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,
204,PT07M25.00S,2022-04-01T00:47:14.7Z,2,REGULAR,rebound,defensive,[],1629611,,,1610612746,33,36,2022-04-01T00:47:41Z,2000000,,,0,,T. Mann REBOUND (Off:0 Def:3),[1629611],1610612746.0,LAC,,,,,,,,,,Mann,T. Mann,,,,,,,,,203.0,3.0,3.0,0.0,,,,,,,
205,PT07M12.00S,2022-04-01T00:47:27.6Z,2,REGULAR,2pt,Jump Shot,[],1628379,15.325229960578188,30.88235294117647,1610612746,33,36,2022-04-01T00:47:46Z,2010000,96.0,92.0,1,left,MISS L. Kennard 13' Jump Shot - blocked,"[1628379, 1630172]",1610612746.0,LAC,,,,,,,13.24,Missed,,Kennard,L. Kennard,,,,,,,,,,,,,,,,Williams,1630172.0,,
206,PT07M12.00S,2022-04-01T00:47:27.6Z,2,REGULAR,block,,[],1630172,,,1610612746,33,36,2022-04-01T00:47:31Z,2020000,,,0,,P. Williams BLOCK (1 BLK),[1630172],1610612741.0,CHI,,,,,,,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,
207,PT07M11.00S,2022-04-01T00:47:28.6Z,2,REGULAR,rebound,offensive,[],1628379,,,1610612746,33,36,2022-04-01T00:55:35Z,2030000,,,0,,L. Kennard REBOUND (Off:1 Def:1),[1628379],1610612746.0,LAC,,,,,,,,,,Kennard,L. Kennard,,,,,,,,,205.0,2.0,1.0,1.0,,,,,,,
208,PT07M08.00S,2022-04-01T00:47:45.4Z,2,REGULAR,foul,personal,['3freethrow'],203897,,,1610612746,33,36,2022-04-01T00:48:00Z,2040000,,,0,,Z. LaVine shooting personal FOUL (1 PF) (Kennard 3 FT),"[203897, 1628379]",1610612741.0,CHI,shooting,,,,,,,,,LaVine,Z. LaVine,,,,203592.0,1.0,0.0,Kennard,1628379.0,,,,,,,,,,,
210,PT07M08.00S,2022-04-01T00:48:07.3Z,2,REGULAR,freethrow,1 of 3,['2ndchance'],1628379,,,1610612746,33,37,2022-04-01T00:48:07Z,2060000,,,0,,L. Kennard Free Throw 1 of 3 (1 PTS),[1628379],1610612746.0,LAC,,,,,,,,Made,1.0,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,
211,PT07M08.00S,2022-04-01T00:48:27.6Z,2,REGULAR,freethrow,2 of 3,['2ndchance'],1628379,,,1610612746,33,38,2022-04-01T00:48:27Z,2070000,,,0,,L. Kennard Free Throw 2 of 3 (2 PTS),[1628379],1610612746.0,LAC,,,,,,,,Made,2.0,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,
212,PT07M08.00S,2022-04-01T00:48:39.5Z,2,REGULAR,freethrow,3 of 3,['2ndchance'],1628379,,,1610612746,33,39,2022-04-01T00:48:39Z,2080000,,,0,,L. Kennard Free Throw 3 of 3 (3 PTS),[1628379],1610612746.0,LAC,,,,,,,,Made,3.0,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,
213,PT06M47.00S,2022-04-01T00:49:02.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],202696,93.11760840998686,60.049019607843135,1610612741,33,39,2022-04-01T00:56:08Z,2090000,50.0,12.0,1,right,MISS N. Vucevic turnaround Hook,[202696],1610612741.0,CHI,turnaround,,,,,,5.17,Missed,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,
214,PT06M45.00S,2022-04-01T00:49:05.5Z,2,REGULAR,rebound,offensive,[],1629750,,,1610612741,33,39,2022-04-01T00:49:05Z,2100000,,,0,,J. Green REBOUND (Off:1 Def:1),[1629750],1610612741.0,CHI,,,,,,,,,,Green,J. Green,,,,,,,,,213.0,2.0,1.0,1.0,,,,,,,
215,PT06M45.00S,2022-04-01T00:49:05.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629750,94.40999984741211,50.0,1610612741,33,39,2022-04-01T00:49:05Z,2110000,0.0,0.0,1,right,MISS J. Green tip Layup,[1629750],1610612741.0,CHI,tip,,,,,,0.0,Missed,,Green,J. Green,,,,,,,,,,,,,,,,,,,
216,PT06M43.00S,2022-04-01T00:49:07.1Z,2,REGULAR,rebound,offensive,[],202696,,,1610612741,33,39,2022-04-01T00:49:07Z,2120000,,,0,,N. Vucevic REBOUND (Off:2 Def:1),[202696],1610612741.0,CHI,,,,,,,,,,Vucevic,N. Vucevic,,,,,,,,,215.0,3.0,1.0,2.0,,,,,,,
217,PT06M37.00S,2022-04-01T00:49:13.5Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630245,69.46452036793693,27.941176470588236,1610612741,33,39,2022-04-01T00:49:26Z,2130000,-110.0,235.0,1,right,MISS A. Dosunmu 25' 3PT,[1630245],1610612741.0,CHI,,,,,,,25.91,Missed,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,
218,PT06M34.00S,2022-04-01T00:49:16.5Z,2,REGULAR,rebound,defensive,[],1628392,,,1610612746,33,39,2022-04-01T00:49:26Z,2140000,,,0,,I. Hartenstein REBOUND (Off:0 Def:3),[1628392],1610612746.0,LAC,,,,,,,,,,Hartenstein,I. Hartenstein,,,,,,,,,217.0,3.0,3.0,0.0,,,,,,,
219,PT06M20.00S,2022-04-01T00:49:29.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628392,5.732588699080158,63.23529411764706,1610612746,33,39,2022-04-01T00:57:43Z,2150000,-66.0,1.0,1,left,MISS I. Hartenstein 6' driving floating bank Shot,[1628392],1610612746.0,LAC,driving floating bank,,,,,,6.62,Missed,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,
220,PT06M20.00S,2022-04-01T00:49:29.7Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612741,33,39,2022-04-01T00:50:11Z,2160000,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,219.0,,,,,,,,,,
221,PT06M20.00S,2022-04-01T00:49:33.0Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612741,33,39,2022-04-01T00:51:02Z,2170000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT06M05.00S,2022-04-01T00:49:58.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629750,93.38042049934296,54.166666666666664,1610612741,33,39,2022-04-01T00:58:56Z,2180000,21.0,10.0,1,right,MISS J. Green driving Layup - blocked,"[1629750, 201587]",1610612741.0,CHI,driving,,,,,,2.3,Missed,,Green,J. Green,,,,,,,,,,,,,,,,Batum,201587.0,,
223,PT06M05.00S,2022-04-01T00:49:58.6Z,2,REGULAR,block,,[],201587,,,1610612741,33,39,2022-04-01T00:50:01Z,2190000,,,0,,N. Batum BLOCK (2 BLK),[201587],1610612746.0,LAC,,,,,,,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,
224,PT06M02.00S,2022-04-01T00:50:01.6Z,2,REGULAR,rebound,defensive,[],1628379,,,1610612746,33,39,2022-04-01T00:50:14Z,2200000,,,0,,L. Kennard REBOUND (Off:1 Def:2),[1628379],1610612746.0,LAC,,,,,,,,,,Kennard,L. Kennard,,,,,,,,,222.0,3.0,2.0,1.0,,,,,,,
225,PT05M57.00S,2022-04-01T00:50:06.0Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],201587,9.674770039421814,95.09803921568627,1610612746,33,42,2022-04-01T00:50:18Z,2210000,-225.0,38.0,1,left,N. Batum 3PT  (6 PTS) (T. Mann 1 AST),"[201587, 1629611]",1610612746.0,LAC,,,,,,,22.87,Made,6.0,Batum,N. Batum,T. Mann,1629611.0,1.0,,,,,,,,,,,,,,,,
227,PT05M56.00S,2022-04-01T00:50:11.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,33,42,2022-04-01T00:50:11Z,2230000,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT05M56.00S,2022-04-01T00:52:27.7Z,2,REGULAR,substitution,out,[],1628392,,,1610612741,33,42,2022-04-01T00:52:48Z,2250000,,,0,,SUB out: I. Hartenstein,[1628392],1610612746.0,LAC,,,,,,,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,
230,PT05M56.00S,2022-04-01T00:52:27.7Z,2,REGULAR,substitution,in,[],1627826,,,1610612741,33,42,2022-04-01T00:52:48Z,2260000,,,0,,SUB in: I. Zubac,[1627826],1610612746.0,LAC,,,,,,,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,
231,PT05M39.00S,2022-04-01T00:53:23.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202696,93.9060446780552,48.28431372549019,1610612741,33,42,2022-04-01T00:53:36Z,2270000,-9.0,5.0,1,right,MISS N. Vucevic cutting Layup,[202696],1610612741.0,CHI,cutting,,,,,,0.98,Missed,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,
232,PT05M37.00S,2022-04-01T00:53:25.9Z,2,REGULAR,rebound,defensive,[],201587,,,1610612746,33,42,2022-04-01T00:53:25Z,2280000,,,0,,N. Batum REBOUND (Off:0 Def:3),[201587],1610612746.0,LAC,,,,,,,,,,Batum,N. Batum,,,,,,,,,231.0,3.0,3.0,0.0,,,,,,,
233,PT05M24.00S,2022-04-01T00:53:38.3Z,2,REGULAR,3pt,Jump Shot,[],1629611,26.62614980289093,22.058823529411764,1610612746,33,42,2022-04-01T00:53:44Z,2290000,140.0,198.0,1,left,MISS T. Mann 24' pullup 3PT,[1629611],1610612746.0,LAC,pullup,,,,,,24.22,Missed,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,
234,PT05M21.00S,2022-04-01T00:53:41.3Z,2,REGULAR,rebound,defensive,[],1630172,,,1610612741,33,42,2022-04-01T00:53:44Z,2300000,,,0,,P. Williams REBOUND (Off:1 Def:3),[1630172],1610612741.0,CHI,,,,,,,,,,Williams,P. Williams,,,,,,,,,233.0,4.0,3.0,1.0,,,,,,,
235,PT05M13.00S,2022-04-01T00:53:49.9Z,2,REGULAR,2pt,Jump Shot,[],203897,71.17279894875165,51.470588235294116,1610612741,33,42,2022-04-01T00:53:56Z,2310000,7.0,218.0,1,right,MISS Z. LaVine 21' pullup Shot,[203897],1610612741.0,CHI,pullup,,,,,,21.86,Missed,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,
236,PT05M09.00S,2022-04-01T00:53:53.9Z,2,REGULAR,rebound,defensive,[],201587,,,1610612746,33,42,2022-04-01T00:53:54Z,2320000,,,0,,N. Batum REBOUND (Off:0 Def:4),[201587],1610612746.0,LAC,,,,,,,,,,Batum,N. Batum,,,,,,,,,235.0,4.0,4.0,0.0,,,,,,,
237,PT04M57.00S,2022-04-01T00:54:05.9Z,2,REGULAR,3pt,Jump Shot,[],203496,10.200394218134035,4.166666666666666,1610612746,33,45,2022-04-01T00:54:10Z,2330000,229.0,43.0,1,left,R. Covington 3PT  (3 PTS) (I. Zubac 2 AST),"[203496, 1627826]",1610612746.0,LAC,,,,,,,23.33,Made,3.0,Covington,R. Covington,I. Zubac,1627826.0,2.0,,,,,,,,,,,,,,,,
239,PT04M42.00S,2022-04-01T00:54:20.3Z,2,REGULAR,3pt,Jump Shot,[],202696,67.49342969776609,51.470588235294116,1610612741,33,45,2022-04-01T00:54:26Z,2350000,7.0,253.0,1,right,MISS N. Vucevic 25' 3PT,[202696],1610612741.0,CHI,,,,,,,25.32,Missed,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,
240,PT04M38.00S,2022-04-01T00:54:24.3Z,2,REGULAR,rebound,defensive,[],203496,,,1610612746,33,45,2022-04-01T01:01:44Z,2360000,,,0,,R. Covington REBOUND (Off:0 Def:2),[203496],1610612746.0,LAC,,,,,,,,,,Covington,R. Covington,,,,,,,,,239.0,2.0,2.0,0.0,,,,,,,
241,PT04M25.00S,2022-04-01T00:54:37.4Z,2,REGULAR,2pt,Jump Shot,[],201587,2.9730617608409986,27.205882352941174,1610612746,33,47,2022-04-01T00:54:43Z,2370000,114.0,-25.0,1,left,N. Batum 11' fadeaway Jump Shot (8 PTS) (T. Mann 2 AST),"[201587, 1629611]",1610612746.0,LAC,fadeaway,,,,,,11.66,Made,8.0,Batum,N. Batum,T. Mann,1629611.0,2.0,,,,,,,,,,,,,,,,
243,PT04M14.00S,2022-04-01T00:54:48.4Z,2,REGULAR,2pt,Jump Shot,[],1630245,72.48685939553219,57.59803921568627,1610612741,35,47,2022-04-01T01:02:26Z,2390000,38.0,206.0,1,right,A. Dosunmu 20' pullup Jump Shot (4 PTS),[1630245],1610612741.0,CHI,pullup,,,,,,20.96,Made,4.0,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,
244,PT03M57.00S,2022-04-01T00:55:07.9Z,2,REGULAR,foul,personal,['3freethrow'],1630245,,,1610612746,35,47,2022-04-01T00:55:40Z,2400000,,,0,,A. Dosunmu shooting personal FOUL (1 PF) (Batum 3 FT),"[1630245, 201587]",1610612741.0,CHI,shooting,,,,,,,,,Dosunmu,A. Dosunmu,,,,202058.0,1.0,0.0,Batum,201587.0,,,,,,,,,,,
246,PT03M57.00S,2022-04-01T00:55:40.8Z,2,REGULAR,freethrow,1 of 3,[],201587,,,1610612746,35,48,2022-04-01T00:55:40Z,2420000,,,0,,N. Batum Free Throw 1 of 3 (9 PTS),[201587],1610612746.0,LAC,,,,,,,,Made,9.0,Batum,N. Batum,,,,,,,,,,,,,,,,,,,
247,PT03M57.00S,2022-04-01T00:55:53.5Z,2,REGULAR,freethrow,2 of 3,[],201587,,,1610612746,35,49,2022-04-01T00:55:53Z,2430000,,,0,,N. Batum Free Throw 2 of 3 (10 PTS),[201587],1610612746.0,LAC,,,,,,,,Made,10.0,Batum,N. Batum,,,,,,,,,,,,,,,,,,,
248,PT03M57.00S,2022-04-01T00:56:02.6Z,2,REGULAR,timeout,full,['team'],0,,,1610612746,35,49,2022-04-01T00:56:02Z,2440000,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT03M57.00S,2022-04-01T00:56:52.6Z,2,REGULAR,substitution,out,[],1629750,,,1610612746,35,49,2022-04-01T00:57:32Z,2450000,,,0,,SUB out: J. Green,[1629750],1610612741.0,CHI,,,,,,,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,
250,PT03M57.00S,2022-04-01T00:56:52.6Z,2,REGULAR,substitution,out,[],1630172,,,1610612746,35,49,2022-04-01T00:57:32Z,2460000,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,,,,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,
251,PT03M57.00S,2022-04-01T00:56:52.6Z,2,REGULAR,substitution,out,[],1628379,,,1610612746,35,49,2022-04-01T00:57:32Z,2470000,,,0,,SUB out: L. Kennard,[1628379],1610612746.0,LAC,,,,,,,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,
252,PT03M57.00S,2022-04-01T00:56:52.6Z,2,REGULAR,substitution,out,[],1629611,,,1610612746,35,49,2022-04-01T00:57:32Z,2480000,,,0,,SUB out: T. Mann,[1629611],1610612746.0,LAC,,,,,,,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,
253,PT03M57.00S,2022-04-01T00:56:52.6Z,2,REGULAR,substitution,in,[],1629632,,,1610612746,35,49,2022-04-01T00:57:32Z,2490000,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,,,,,,,White,C. White,,,,,,,,,,,,,,,,,,,
254,PT03M57.00S,2022-04-01T00:56:52.6Z,2,REGULAR,substitution,in,[],201942,,,1610612746,35,49,2022-04-01T00:57:32Z,2500000,,,0,,SUB in: D. DeRozan,[201942],1610612741.0,CHI,,,,,,,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,
255,PT03M57.00S,2022-04-01T00:56:52.6Z,2,REGULAR,substitution,in,[],202704,,,1610612746,35,49,2022-04-01T00:57:32Z,2510000,,,0,,SUB in: R. Jackson,[202704],1610612746.0,LAC,,,,,,,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,
256,PT03M57.00S,2022-04-01T00:56:52.6Z,2,REGULAR,substitution,in,[],202694,,,1610612746,35,49,2022-04-01T00:57:32Z,2520000,,,0,,SUB in: M. Morris Sr.,[202694],1610612746.0,LAC,,,,,,,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,
257,PT03M57.00S,2022-04-01T00:57:36.0Z,2,REGULAR,freethrow,3 of 3,[],201587,,,1610612746,35,50,2022-04-01T00:57:36Z,2530000,,,0,,N. Batum Free Throw 3 of 3 (11 PTS),[201587],1610612746.0,LAC,,,,,,,,Made,11.0,Batum,N. Batum,,,,,,,,,,,,,,,,,,,
258,PT03M38.00S,2022-04-01T00:57:56.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,80.23981603153744,40.931372549019606,1610612741,37,50,2022-04-01T00:58:00Z,2540000,-45.0,133.0,1,right,D. DeRozan 14' pullup Jump Shot (8 PTS),[201942],1610612741.0,CHI,pullup,,,,,,14.07,Made,8.0,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,
259,PT03M25.00S,2022-04-01T00:58:10.2Z,2,REGULAR,turnover,bad pass,[],202704,,,1610612746,37,50,2022-04-01T00:58:13Z,2550000,,,0,,R. Jackson bad pass TURNOVER (3 TO),"[202704, 201942]",1610612746.0,LAC,,,,,,,,,,Jackson,R. Jackson,,,,,,,,,,,,,3.0,DeRozan,201942.0,,,,
260,PT03M25.00S,2022-04-01T00:58:10.2Z,2,REGULAR,steal,,[],201942,,,1610612741,37,50,2022-04-01T00:58:12Z,2560000,,,0,,D. DeRozan STEAL (1 STL),[201942],1610612741.0,CHI,,,,,,,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,
261,PT03M19.00S,2022-04-01T00:58:14.9Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630245,93.9060446780552,52.450980392156865,1610612741,39,50,2022-04-01T01:04:17Z,2570000,12.0,5.0,1,right,A. Dosunmu running Layup (6 PTS) (D. DeRozan 3 AST),"[1630245, 201942]",1610612741.0,CHI,running,,,,,,1.32,Made,6.0,Dosunmu,A. Dosunmu,D. DeRozan,201942.0,3.0,,,,,,,,,,,,,,,,
