actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
30,PT09M32.00S,2021-11-07T00:13:12.3Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,2,2,2021-11-07T00:13:15Z,300000,,,0,,J. Embiid REBOUND (Off:0 Def:2),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,29.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
31,PT09M19.00S,2021-11-07T00:13:24.4Z,1,REGULAR,turnover,bad pass,[],203954,,,1610612755,2,2,2021-11-07T00:13:33Z,310000,,,0,,J. Embiid bad pass TURNOVER (2 TO),"[203954, 1629750]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,2.0,Green,1629750.0,,,,,,,,,,,,
32,PT09M19.00S,2021-11-07T00:13:24.4Z,1,REGULAR,steal,,[],1629750,,,1610612741,2,2,2021-11-07T01:28:07Z,320000,,,0,,J. Green STEAL (1 STL),[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
33,PT09M15.00S,2021-11-07T00:13:28.4Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203897,6.915243101182654,50.98039215686274,1610612741,4,2,2021-11-07T00:15:19Z,330000,-5.0,13.0,1,left,Z. LaVine DUNK (2 PTS),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,1.34,Made,,,,,,,,,2.0,,,,,,,,,,
37,PT08M51.00S,2021-11-07T00:13:52.8Z,1,REGULAR,2pt,Jump Shot,[],203954,91.5407358738502,18.872549019607842,1610612755,4,4,2021-11-07T00:16:28Z,370000,-156.0,27.0,1,right,J. Embiid 15' pullup Jump Shot (2 PTS) (S. Curry 1 AST),"[203954, 203552]",1610612755.0,PHI,pullup,,,Embiid,J. Embiid,,,,,15.79,Made,,,,,,,,,2.0,S. Curry,203552.0,1.0,,,,,,,
39,PT08M36.00S,2021-11-07T00:14:07.4Z,1,REGULAR,2pt,Jump Shot,[],1628366,16.376478318002626,26.715686274509803,1610612741,4,4,2021-11-07T00:14:12Z,390000,116.0,101.0,1,left,MISS L. Ball 15' fadeaway Shot,[1628366],1610612741.0,CHI,fadeaway,,,Ball,L. Ball,,,,,15.44,Missed,,,,,,,,,,,,,,,,,,,
40,PT08M33.00S,2021-11-07T00:14:10.4Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,4,4,2021-11-07T00:14:12Z,400000,,,0,,J. Embiid REBOUND (Off:0 Def:3),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,39.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
41,PT08M29.00S,2021-11-07T00:14:14.5Z,1,REGULAR,3pt,Jump Shot,[],1629003,67.62483574244416,63.970588235294116,1610612755,4,4,2021-11-07T00:14:31Z,410000,70.0,252.0,1,right,MISS S. Milton 26' pullup 3PT,[1629003],1610612755.0,PHI,pullup,,,Milton,S. Milton,,,,,26.13,Missed,,,,,,,,,,,,,,,,,,,
42,PT08M25.00S,2021-11-07T00:14:18.5Z,1,REGULAR,rebound,defensive,[],201942,,,1610612741,4,4,2021-11-07T00:14:31Z,420000,,,0,,D. DeRozan REBOUND (Off:0 Def:1),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,41.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
43,PT08M22.00S,2021-11-07T00:14:22.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],202696,6.258212877792378,49.26470588235294,1610612741,6,4,2021-11-07T00:17:59Z,430000,4.0,6.0,1,left,N. Vucevic running DUNK (4 PTS) (Z. LaVine 1 AST),"[202696, 203897]",1610612741.0,CHI,running,,,Vucevic,N. Vucevic,,,,,0.73,Made,,,,,,,,,4.0,Z. LaVine,203897.0,1.0,,,,,,,
45,PT08M04.00S,2021-11-07T00:14:38.9Z,1,REGULAR,2pt,Jump Shot,[],203954,91.5407358738502,30.88235294117647,1610612755,6,6,2021-11-07T00:18:42Z,450000,-96.0,27.0,1,right,J. Embiid 9' turnaround Jump Shot (4 PTS),[203954],1610612755.0,PHI,turnaround,,,Embiid,J. Embiid,,,,,9.93,Made,,,,,,,,,4.0,,,,,,,,,,
46,PT07M46.00S,2021-11-07T00:14:58.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629750,6.1268068331143235,51.470588235294116,1610612741,6,6,2021-11-07T00:15:04Z,460000,-7.0,5.0,1,left,MISS J. Green reverse Layup,[1629750],1610612741.0,CHI,reverse,,,Green,J. Green,,,,,0.9,Missed,,,,,,,,,,,,,,,,,,,
47,PT07M42.00S,2021-11-07T00:15:02.3Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,6,6,2021-11-07T00:15:04Z,470000,,,0,,J. Embiid REBOUND (Off:0 Def:4),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,46.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
48,PT07M37.00S,2021-11-07T00:15:09.5Z,1,REGULAR,foul,offensive,[],1630194,,,1610612755,6,6,2021-11-07T00:15:22Z,480000,,,0,,P. Reed offensive FOUL (1 PF),"[1630194, 1629750]",1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,203592.0,,,,,1.0,0.0,Green,1629750.0,,,
50,PT07M37.00S,2021-11-07T00:15:09.5Z,1,REGULAR,turnover,offensive foul,[],1630194,,,1610612755,6,6,2021-11-07T00:15:09Z,500000,,,0,,P. Reed offensive foul TURNOVER (1 TO),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,1.0,,,203592.0,,,,,,,,,,,
51,PT07M37.00S,2021-11-07T00:15:25.8Z,1,REGULAR,timeout,full,['team'],0,,,1610612741,6,6,2021-11-07T00:15:25Z,510000,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT07M21.00S,2021-11-07T00:18:42.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203897,7.440867279894875,54.41176470588235,1610612741,6,6,2021-11-07T00:18:47Z,520000,-22.0,17.0,1,left,MISS Z. LaVine driving Layup - blocked,"[203897, 203954]",1610612741.0,CHI,driving,,,LaVine,Z. LaVine,,,,,2.81,Missed,,,,,,,,,,,,,,,,,Embiid,203954.0,
54,PT07M21.00S,2021-11-07T00:18:42.7Z,1,REGULAR,block,,[],203954,,,1610612741,6,6,2021-11-07T00:18:45Z,530000,,,0,,J. Embiid BLOCK (1 BLK),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT07M18.00S,2021-11-07T00:18:45.7Z,1,REGULAR,rebound,offensive,[],202696,,,1610612741,6,6,2021-11-07T00:18:47Z,540000,,,0,,N. Vucevic REBOUND (Off:1 Def:0),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,53.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
56,PT07M13.00S,2021-11-07T00:18:50.6Z,1,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",203897,17.559132720105126,26.225490196078432,1610612741,8,6,2021-11-07T00:18:58Z,550000,119.0,113.0,1,left,Z. LaVine 16' step back Jump Shot (4 PTS) (D. DeRozan 2 AST),"[203897, 201942]",1610612741.0,CHI,step back,,,LaVine,Z. LaVine,,,,,16.38,Made,,,,,,,,,4.0,D. DeRozan,201942.0,2.0,,,,,,,
58,PT06M52.00S,2021-11-07T00:19:10.8Z,1,REGULAR,2pt,Jump Shot,[],203954,77.61169513797634,40.931372549019606,1610612755,8,6,2021-11-07T00:19:15Z,570000,-45.0,158.0,1,right,MISS J. Embiid 16' Jump Shot,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,16.44,Missed,,,,,,,,,,,,,,,,,,,
59,PT06M50.00S,2021-11-07T00:19:12.8Z,1,REGULAR,rebound,defensive,[],203897,,,1610612741,8,6,2021-11-07T00:19:15Z,580000,,,0,,Z. LaVine REBOUND (Off:0 Def:3),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,58.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
60,PT06M38.00S,2021-11-07T00:19:25.3Z,1,REGULAR,3pt,Jump Shot,[],1628366,7.835085413929041,96.56862745098039,1610612741,11,6,2021-11-07T00:19:30Z,590000,-233.0,21.0,1,left,L. Ball 3PT  (3 PTS) (D. DeRozan 3 AST),"[1628366, 201942]",1610612741.0,CHI,,,,Ball,L. Ball,,,,,23.38,Made,,,,,,,,,3.0,D. DeRozan,201942.0,3.0,,,,,,,
62,PT06M22.00S,2021-11-07T00:19:40.4Z,1,REGULAR,2pt,Jump Shot,[],1630178,76.5604467805519,68.87254901960785,1610612755,11,6,2021-11-07T00:19:47Z,610000,94.0,168.0,1,right,MISS T. Maxey 19' pullup Shot,[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,19.25,Missed,,,,,,,,,,,,,,,,,,,
63,PT06M19.00S,2021-11-07T00:19:45.1Z,1,REGULAR,rebound,offensive,[],1630194,,,1610612755,11,6,2021-11-07T00:19:45Z,620000,,,0,,P. Reed REBOUND (Off:1 Def:0),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,62.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
64,PT06M19.00S,2021-11-07T00:19:47.0Z,1,REGULAR,foul,personal,['2freethrow'],1628366,,,1610612755,11,6,2021-11-07T00:19:56Z,630000,,,0,,L. Ball shooting personal FOUL (1 PF) (Embiid 2 FT),"[1628366, 203954]",1610612741.0,CHI,shooting,,,Ball,L. Ball,,,,,,,,,,,,,,202035.0,,,,,1.0,0.0,Embiid,203954.0,,,
66,PT06M19.00S,2021-11-07T00:20:19.2Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],203954,,,1610612755,11,7,2021-11-07T00:20:19Z,650000,,,0,,J. Embiid Free Throw 1 of 2 (5 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Made,,,,,,,,,5.0,,,,,,,,,,
67,PT06M19.00S,2021-11-07T00:21:00.7Z,1,REGULAR,stoppage,blood rule,[],0,,,1610612755,11,7,2021-11-07T00:21:00Z,660000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M19.00S,2021-11-07T00:22:01.3Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],203954,,,1610612755,11,8,2021-11-07T00:22:01Z,670000,,,0,,J. Embiid Free Throw 2 of 2 (6 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Made,,,,,,,,,6.0,,,,,,,,,,
69,PT06M08.00S,2021-11-07T00:22:14.9Z,1,REGULAR,turnover,bad pass,[],1628366,,,1610612741,11,8,2021-11-07T00:22:20Z,680000,,,0,,L. Ball bad pass TURNOVER (1 TO),"[1628366, 1630178]",1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,,1.0,Maxey,1630178.0,,,,,,,,,,,,
70,PT06M08.00S,2021-11-07T00:22:14.9Z,1,REGULAR,steal,,[],1630178,,,1610612755,11,8,2021-11-07T00:22:17Z,690000,,,0,,T. Maxey STEAL (1 STL),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M01.00S,2021-11-07T00:22:22.6Z,1,REGULAR,turnover,out-of-bounds,[],203954,,,1610612755,11,8,2021-11-07T00:22:28Z,700000,,,0,,J. Embiid bad pass out-of-bounds TURNOVER (3 TO),[203954],1610612755.0,PHI,bad pass,,,Embiid,J. Embiid,,,,,,,,,,,3.0,,,203592.0,,,,,,,,,,,
72,PT05M42.00S,2021-11-07T00:22:51.5Z,1,REGULAR,foul,personal,['2freethrow'],203552,,,1610612741,11,8,2021-11-07T00:23:14Z,710000,,,0,,S. Curry shooting personal FOUL (1 PF) (DeRozan 2 FT),"[203552, 201942]",1610612755.0,PHI,shooting,,,Curry,S. Curry,,,,,,,,,,,,,,203592.0,,,,,1.0,0.0,DeRozan,201942.0,,,
74,PT05M42.00S,2021-11-07T00:23:20.8Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],201942,,,1610612741,12,8,2021-11-07T00:23:20Z,730000,,,0,,D. DeRozan Free Throw 1 of 2 (1 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,Made,,,,,,,,,1.0,,,,,,,,,,
79,PT05M42.00S,2021-11-07T00:23:56.1Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],201942,,,1610612741,13,8,2021-11-07T00:23:56Z,780000,,,0,,D. DeRozan Free Throw 2 of 2 (2 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,Made,,,,,,,,,2.0,,,,,,,,,,
77,PT05M42.00S,2021-11-07T00:23:52.7Z,1,REGULAR,substitution,out,[],1628366,,,1610612755,13,8,2021-11-07T00:25:08Z,785000,,,0,,SUB out: L. Ball,[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M42.00S,2021-11-07T00:23:52.7Z,1,REGULAR,substitution,in,[],1627936,,,1610612755,13,8,2021-11-07T00:25:08Z,787500,,,0,,SUB in: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M28.00S,2021-11-07T00:24:07.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629003,93.9060446780552,50.73529411764706,1610612755,13,10,2021-11-07T00:24:11Z,790000,4.0,5.0,1,right,S. Milton driving Layup (2 PTS) (T. Maxey 1 AST),"[1629003, 1630178]",1610612755.0,PHI,driving,,,Milton,S. Milton,,,,,0.61,Made,,,,,,,,,2.0,T. Maxey,1630178.0,1.0,,,,,,,
82,PT05M15.00S,2021-11-07T00:24:19.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627936,5.338370565045992,51.225490196078425,1610612741,15,10,2021-11-07T00:24:25Z,810000,-6.0,-2.0,1,left,A. Caruso driving Layup (2 PTS),[1627936],1610612741.0,CHI,driving,,,Caruso,A. Caruso,,,,,0.65,Made,,,,,,,,,2.0,,,,,,,,,,
83,PT05M03.00S,2021-11-07T00:24:31.0Z,1,REGULAR,3pt,Jump Shot,[],203552,68.54467805519053,26.225490196078432,1610612755,15,10,2021-11-07T00:24:36Z,820000,-119.0,243.0,1,right,MISS S. Curry 27' 3PT,[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,27.07,Missed,,,,,,,,,,,,,,,,,,,
84,PT04M59.00S,2021-11-07T00:24:35.0Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,15,10,2021-11-07T00:24:36Z,830000,,,0,,N. Vucevic REBOUND (Off:1 Def:1),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,83.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
85,PT04M46.00S,2021-11-07T00:24:48.3Z,1,REGULAR,3pt,Jump Shot,[],1629750,9.149145860709593,5.392156862745098,1610612741,15,10,2021-11-07T00:24:54Z,840000,223.0,34.0,1,left,MISS J. Green 3PT,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,22.55,Missed,,,,,,,,,,,,,,,,,,,
86,PT04M42.00S,2021-11-07T00:24:52.3Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,15,10,2021-11-07T00:24:54Z,850000,,,0,,J. Embiid REBOUND (Off:0 Def:5),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,85.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
87,PT04M33.00S,2021-11-07T00:25:00.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630194,93.9060446780552,50.49019607843137,1610612755,15,12,2021-11-07T00:25:07Z,860000,2.0,5.0,1,right,P. Reed reverse Layup (2 PTS) (S. Milton 2 AST),"[1630194, 1629003]",1610612755.0,PHI,reverse,,,Reed,P. Reed,,,,,0.54,Made,,,,,,,,,2.0,S. Milton,1629003.0,2.0,,,,,,,
89,PT04M12.00S,2021-11-07T00:25:22.2Z,1,REGULAR,3pt,Jump Shot,[],202696,26.231931668856767,14.950980392156863,1610612741,15,12,2021-11-07T00:25:27Z,880000,175.0,194.0,1,left,MISS N. Vucevic 26' 3PT,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,26.15,Missed,,,,,,,,,,,,,,,,,,,
90,PT04M08.00S,2021-11-07T00:25:26.2Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,15,12,2021-11-07T00:25:27Z,890000,,,0,,J. Embiid REBOUND (Off:0 Def:6),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,89.0,6.0,6.0,0.0,,,,,,,,,,,,,,,
91,PT03M59.00S,2021-11-07T00:25:35.7Z,1,REGULAR,2pt,Jump Shot,[],203954,84.44480946123521,17.647058823529413,1610612755,15,12,2021-11-07T00:25:42Z,900000,-162.0,94.0,1,right,MISS J. Embiid 18' step back Shot,[203954],1610612755.0,PHI,step back,,,Embiid,J. Embiid,,,,,18.7,Missed,,,,,,,,,,,,,,,,,,,
92,PT03M55.00S,2021-11-07T00:25:39.7Z,1,REGULAR,rebound,defensive,[],203897,,,1610612741,15,12,2021-11-07T00:25:42Z,910000,,,0,,Z. LaVine REBOUND (Off:0 Def:4),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,91.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
93,PT03M49.00S,2021-11-07T00:25:45.4Z,1,REGULAR,2pt,Jump Shot,[],203897,23.603810775295663,51.71568627450981,1610612741,17,12,2021-11-07T00:25:51Z,920000,-9.0,169.0,1,left,Z. LaVine 16' step back Jump Shot (6 PTS),[203897],1610612741.0,CHI,step back,,,LaVine,Z. LaVine,,,,,16.96,Made,,,,,,,,,6.0,,,,,,,,,,
