actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
179,PT07M50.00S,2022-01-20T01:44:33.6Z,2,REGULAR,foul,personal,['2freethrow'],1630596,,,1610612741,34,39,2022-01-20T01:44:41Z,1770000,,,0,,E. Mobley shooting personal FOUL (2 PF) (DeRozan 2 FT),"[1630596, 201942]",1610612739.0,CLE,shooting,,,,,,,,Mobley,E. Mobley,,,,,,,,,,,,,,2534.0,2.0,0.0,DeRozan,201942.0,
181,PT07M50.00S,2022-01-20T01:45:01.0Z,2,REGULAR,freethrow,1 of 2,[],201942,,,1610612741,34,39,2022-01-20T01:45:01Z,1790000,,,0,,MISS D. DeRozan Free Throw 1 of 2,[201942],1610612741.0,CHI,,,,,,,,Missed,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,
182,PT07M50.00S,2022-01-20T01:45:01.0Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612741,34,39,2022-01-20T01:45:01Z,1800000,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,181.0,,,,,,,,,,,,,,,,,,
183,PT07M50.00S,2022-01-20T01:45:01.9Z,2,REGULAR,substitution,out,[],1630596,,,1610612741,34,39,2022-01-20T01:45:07Z,1810000,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,,,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,
184,PT07M50.00S,2022-01-20T01:45:01.9Z,2,REGULAR,substitution,in,[],1628386,,,1610612741,34,39,2022-01-20T01:45:07Z,1820000,,,0,,SUB in: J. Allen,[1628386],1610612739.0,CLE,,,,,,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,
185,PT07M50.00S,2022-01-20T01:45:23.3Z,2,REGULAR,freethrow,2 of 2,[],201942,,,1610612741,35,39,2022-01-20T01:45:23Z,1830000,,,0,,D. DeRozan Free Throw 2 of 2 (10 PTS),[201942],1610612741.0,CHI,,,,,,,,Made,DeRozan,D. DeRozan,,,,,10.0,,,,,,,,,,,,,,
186,PT07M39.00S,2022-01-20T01:45:40.2Z,2,REGULAR,foul,personal,[],1630245,,,1610612739,35,39,2022-01-20T01:50:55Z,1840000,,,0,,A. Dosunmu personal FOUL (1 PF),"[1630245, 1628386]",1610612741.0,CHI,,,,,,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,1627962.0,1.0,0.0,Allen,1628386.0,
188,PT07M39.00S,2022-01-20T01:45:47.1Z,2,REGULAR,substitution,out,[],201942,,,1610612739,35,39,2022-01-20T01:45:53Z,1860000,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,,,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,
189,PT07M39.00S,2022-01-20T01:45:47.1Z,2,REGULAR,substitution,out,[],1628396,,,1610612739,35,39,2022-01-20T01:45:53Z,1870000,,,0,,SUB out: T. Bradley,[1628396],1610612741.0,CHI,,,,,,,,,Bradley,T. Bradley,,,,,,,,,,,,,,,,,,,
190,PT07M39.00S,2022-01-20T01:45:47.1Z,2,REGULAR,substitution,in,[],1629632,,,1610612739,35,39,2022-01-20T01:45:53Z,1880000,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,,,,,,White,C. White,,,,,,,,,,,,,,,,,,,
191,PT07M39.00S,2022-01-20T01:45:47.1Z,2,REGULAR,substitution,in,[],202696,,,1610612739,35,39,2022-01-20T01:45:53Z,1890000,,,0,,SUB in: N. Vucevic,[202696],1610612741.0,CHI,,,,,,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,
192,PT07M22.00S,2022-01-20T01:46:18.1Z,2,REGULAR,3pt,Jump Shot,[],1626224,90.75229960578186,4.166666666666666,1610612739,35,39,2022-01-20T01:46:22Z,1900000,-229.0,34.0,1,right,MISS C. Osman 3PT,[1626224],1610612739.0,CLE,,,,,,,23.18,Missed,Osman,C. Osman,,,,,,,,,,,,,,,,,,,
193,PT07M19.00S,2022-01-20T01:46:21.0Z,2,REGULAR,rebound,defensive,[],1629744,,,1610612741,35,39,2022-01-20T01:46:21Z,1910000,,,0,,M. Thomas REBOUND (Off:0 Def:1),[1629744],1610612741.0,CHI,,,,,,,,,Thomas,M. Thomas,192.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
194,PT07M09.00S,2022-01-20T01:46:31.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629632,5.601182654402102,47.05882352941176,1610612741,37,39,2022-01-20T01:46:35Z,1920000,15.0,0.0,1,left,C. White driving Layup (12 PTS),[1629632],1610612741.0,CHI,driving,,,,,,1.47,Made,White,C. White,,,,,12.0,,,,,,,,,,,,,,
202,PT07M02.00S,2022-01-20T01:46:41.8Z,2,REGULAR,violation,kicked ball,[],1629632,,,1610612739,37,39,2022-01-20T01:47:33Z,1935000,,,0,,C. White kicked ball VIOLATION,[1629632],1610612741.0,CHI,,,,,,,,,White,C. White,,,,,,,,,,,,,,,,,,,
196,PT07M02.00S,2022-01-20T01:46:42.2Z,2,REGULAR,substitution,out,[],1626224,,,1610612739,37,39,2022-01-20T01:46:50Z,1940000,,,0,,SUB out: C. Osman,[1626224],1610612739.0,CLE,,,,,,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,
197,PT07M02.00S,2022-01-20T01:46:42.2Z,2,REGULAR,substitution,out,[],1629164,,,1610612739,37,39,2022-01-20T01:46:50Z,1950000,,,0,,SUB out: B. Goodwin,[1629164],1610612739.0,CLE,,,,,,,,,Goodwin,B. Goodwin,,,,,,,,,,,,,,,,,,,
198,PT07M02.00S,2022-01-20T01:46:42.2Z,2,REGULAR,substitution,in,[],1629636,,,1610612739,37,39,2022-01-20T01:46:50Z,1960000,,,0,,SUB in: D. Garland,[1629636],1610612739.0,CLE,,,,,,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,
199,PT07M02.00S,2022-01-20T01:46:42.2Z,2,REGULAR,substitution,in,[],1630171,,,1610612739,37,39,2022-01-20T01:46:50Z,1970000,,,0,,SUB in: I. Okoro,[1630171],1610612739.0,CLE,,,,,,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,
200,PT06M51.00S,2022-01-20T01:47:10.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629636,83.78777923784494,53.431372549019606,1610612739,37,41,2022-01-20T01:47:41Z,1980000,17.0,100.0,1,right,D. Garland 10' floating Jump Shot (6 PTS) (I. Okoro 3 AST),"[1629636, 1630171]",1610612739.0,CLE,floating,,,,,,10.14,Made,Garland,D. Garland,,,,,6.0,I. Okoro,1630171.0,3.0,,,,,,,,,,,
203,PT06M28.00S,2022-01-20T01:47:33.0Z,2,REGULAR,3pt,Jump Shot,[],1629744,28.07161629434954,77.69607843137256,1610612741,40,41,2022-01-20T01:47:38Z,2000000,-138.0,211.0,1,left,M. Thomas 25' 3PT  (3 PTS) (A. Dosunmu 3 AST),"[1629744, 1630245]",1610612741.0,CHI,,,,,,,25.27,Made,Thomas,M. Thomas,,,,,3.0,A. Dosunmu,1630245.0,3.0,,,,,,,,,,,
205,PT06M12.00S,2022-01-20T01:47:49.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201567,92.72339027595268,47.794117647058826,1610612739,40,41,2022-01-20T01:47:55Z,2020000,-11.0,16.0,1,right,MISS K. Love Layup,[201567],1610612739.0,CLE,,,,,,,1.93,Missed,Love,K. Love,,,,,,,,,,,,,,,,,,,
206,PT06M09.00S,2022-01-20T01:47:52.0Z,2,REGULAR,rebound,defensive,[],202696,,,1610612741,40,41,2022-01-20T01:47:55Z,2030000,,,0,,N. Vucevic REBOUND (Off:0 Def:4),[202696],1610612741.0,CHI,,,,,,,,,Vucevic,N. Vucevic,205.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
207,PT05M53.00S,2022-01-20T01:48:08.6Z,2,REGULAR,2pt,Jump Shot,[],202696,6.389618922470433,19.11764705882353,1610612741,40,41,2022-01-20T01:48:13Z,2040000,154.0,8.0,1,left,MISS N. Vucevic 15' Jump Shot,[202696],1610612741.0,CHI,,,,,,,15.46,Missed,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,
208,PT05M49.00S,2022-01-20T01:48:12.6Z,2,REGULAR,rebound,defensive,[],201567,,,1610612739,40,41,2022-01-20T01:48:13Z,2050000,,,0,,K. Love REBOUND (Off:1 Def:3),[201567],1610612739.0,CLE,,,,,,,,,Love,K. Love,207.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
209,PT05M35.00S,2022-01-20T01:48:26.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628386,84.83902759526939,45.588235294117645,1610612739,40,43,2022-01-20T01:48:34Z,2060000,-22.0,90.0,1,right,J. Allen 9' floating Jump Shot (2 PTS) (K. Love 3 AST),"[1628386, 201567]",1610612739.0,CLE,floating,,,,,,9.27,Made,Allen,J. Allen,,,,,2.0,K. Love,201567.0,3.0,,,,,,,,,,,
211,PT05M18.00S,2022-01-20T01:48:42.4Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],202696,5.338370565045992,50.49019607843137,1610612741,42,43,2022-01-20T01:48:46Z,2080000,-2.0,-2.0,1,left,N. Vucevic driving DUNK (8 PTS) (A. Caruso 1 AST),"[202696, 1627936]",1610612741.0,CHI,driving,,,,,,0.34,Made,Vucevic,N. Vucevic,,,,,8.0,A. Caruso,1627936.0,1.0,,,,,,,,,,,
213,PT05M09.00S,2022-01-20T01:48:56.4Z,2,REGULAR,foul,offensive,[],1628386,,,1610612739,42,43,2022-01-20T01:49:10Z,2100000,,,0,,J. Allen off-the-ball offensive FOUL (1 PF),"[1628386, 1627936]",1610612739.0,CLE,off-the-ball,,,,,,,,Allen,J. Allen,,,,,,,,,,,,,,2534.0,1.0,0.0,Caruso,1627936.0,
215,PT05M09.00S,2022-01-20T01:48:56.4Z,2,REGULAR,turnover,offensive foul,[],1628386,,,1610612739,42,43,2022-01-20T01:48:56Z,2120000,,,0,,J. Allen offensive foul TURNOVER (2 TO),[1628386],1610612739.0,CLE,,,,,,,,,Allen,J. Allen,,,,,,,,,,,2.0,,,2534.0,,,,,
216,PT05M09.00S,2022-01-20T01:49:07.8Z,2,REGULAR,substitution,out,[],1627936,,,1610612741,42,43,2022-01-20T01:49:27Z,2130000,,,0,,SUB out: A. Caruso,[1627936],1610612741.0,CHI,,,,,,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,
217,PT05M09.00S,2022-01-20T01:49:07.8Z,2,REGULAR,substitution,out,[],1629744,,,1610612741,42,43,2022-01-20T01:49:27Z,2140000,,,0,,SUB out: M. Thomas,[1629744],1610612741.0,CHI,,,,,,,,,Thomas,M. Thomas,,,,,,,,,,,,,,,,,,,
218,PT05M09.00S,2022-01-20T01:49:07.8Z,2,REGULAR,substitution,out,[],201567,,,1610612741,42,43,2022-01-20T01:49:27Z,2150000,,,0,,SUB out: K. Love,[201567],1610612739.0,CLE,,,,,,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,
219,PT05M09.00S,2022-01-20T01:49:07.8Z,2,REGULAR,substitution,in,[],1628972,,,1610612741,42,43,2022-01-20T01:49:27Z,2160000,,,0,,SUB in: T. Brown Jr.,[1628972],1610612741.0,CHI,,,,,,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,
220,PT05M09.00S,2022-01-20T01:49:07.8Z,2,REGULAR,substitution,in,[],201942,,,1610612741,42,43,2022-01-20T01:49:27Z,2170000,,,0,,SUB in: D. DeRozan,[201942],1610612741.0,CHI,,,,,,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,
221,PT05M09.00S,2022-01-20T01:49:07.8Z,2,REGULAR,substitution,in,[],1626224,,,1610612741,42,43,2022-01-20T01:49:27Z,2180000,,,0,,SUB in: C. Osman,[1626224],1610612739.0,CLE,,,,,,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,
222,PT04M56.00S,2022-01-20T01:49:31.9Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",201942,5.601182654402102,51.9607843137255,1610612741,44,43,2022-01-20T01:50:20Z,2190000,-10.0,0.0,1,left,D. DeRozan driving reverse DUNK (12 PTS),[201942],1610612741.0,CHI,driving reverse,,,,,,0.98,Made,DeRozan,D. DeRozan,,,,,12.0,,,,,,,,,,,,,,
223,PT04M41.00S,2022-01-20T01:49:46.8Z,2,REGULAR,3pt,Jump Shot,[],1629636,65.78515111695138,58.82352941176471,1610612739,44,46,2022-01-20T01:49:51Z,2200000,44.0,269.0,1,right,D. Garland 27' 3PT  (9 PTS) (J. Allen 3 AST),"[1629636, 1628386]",1610612739.0,CLE,,,,,,,27.27,Made,Garland,D. Garland,,,,,9.0,J. Allen,1628386.0,3.0,,,,,,,,,,,
225,PT04M25.00S,2022-01-20T01:50:04.3Z,2,REGULAR,2pt,Jump Shot,[],201942,10.200394218134035,19.362745098039216,1610612741,46,46,2022-01-20T01:50:09Z,2220000,153.0,43.0,1,left,D. DeRozan 15' fadeaway Jump Shot (14 PTS) (N. Vucevic 2 AST),"[201942, 202696]",1610612741.0,CHI,fadeaway,,,,,,15.92,Made,DeRozan,D. DeRozan,,,,,14.0,N. Vucevic,202696.0,2.0,,,,,,,,,,,
227,PT04M10.00S,2022-01-20T01:50:17.7Z,2,REGULAR,2pt,Jump Shot,[],1629636,76.2976346911958,57.107843137254896,1610612739,46,46,2022-01-20T01:50:22Z,2240000,36.0,170.0,1,right,MISS D. Garland 17' pullup Shot,[1629636],1610612739.0,CLE,pullup,,,,,,17.4,Missed,Garland,D. Garland,,,,,,,,,,,,,,,,,,,
228,PT04M07.00S,2022-01-20T01:50:20.7Z,2,REGULAR,rebound,defensive,[],1629632,,,1610612741,46,46,2022-01-20T01:50:22Z,2250000,,,0,,C. White REBOUND (Off:0 Def:1),[1629632],1610612741.0,CHI,,,,,,,,,White,C. White,227.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
229,PT03M57.00S,2022-01-20T01:50:30.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202696,9.149145860709593,42.40196078431372,1610612741,46,46,2022-01-20T01:52:00Z,2260000,38.0,34.0,1,left,MISS N. Vucevic Layup,[202696],1610612741.0,CHI,,,,,,,5.07,Missed,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,
230,PT03M56.00S,2022-01-20T01:50:31.9Z,2,REGULAR,rebound,offensive,[],1628972,,,1610612741,46,46,2022-01-20T01:52:00Z,2270000,,,0,,T. Brown Jr. REBOUND (Off:2 Def:3),[1628972],1610612741.0,CHI,,,,,,,,,Brown Jr.,T. Brown Jr.,229.0,5.0,3.0,2.0,,,,,,,,,,,,,,,
231,PT03M48.00S,2022-01-20T01:50:40.1Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",201942,12.171484888304862,41.17647058823529,1610612741,48,46,2022-01-20T01:50:44Z,2280000,44.0,62.0,1,left,D. DeRozan 7' bank Jump Shot (16 PTS),[201942],1610612741.0,CHI,bank,,,,,,7.6,Made,DeRozan,D. DeRozan,,,,,16.0,,,,,,,,,,,,,,
232,PT03M48.00S,2022-01-20T01:50:44.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,48,46,2022-01-20T01:50:44Z,2290000,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT03M33.00S,2022-01-20T01:54:03.2Z,2,REGULAR,3pt,Jump Shot,[],1628374,93.51182654402102,5.147058823529411,1610612739,48,49,2022-01-20T01:54:08Z,2300000,-224.0,8.0,1,right,L. Markkanen 3PT  (11 PTS) (D. Garland 2 AST),"[1628374, 1629636]",1610612739.0,CLE,,,,,,,22.45,Made,Markkanen,L. Markkanen,,,,,11.0,D. Garland,1629636.0,2.0,,,,,,,,,,,
235,PT03M05.00S,2022-01-20T01:54:31.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202696,5.338370565045992,53.18627450980392,1610612741,50,49,2022-01-20T01:54:35Z,2320000,-16.0,-2.0,1,left,N. Vucevic Layup (10 PTS) (A. Dosunmu 4 AST),"[202696, 1630245]",1610612741.0,CHI,,,,,,,1.61,Made,Vucevic,N. Vucevic,,,,,10.0,A. Dosunmu,1630245.0,4.0,,,,,,,,,,,
237,PT02M41.00S,2022-01-20T01:55:02.3Z,2,REGULAR,turnover,out-of-bounds,[],1629636,,,1610612739,50,49,2022-01-20T02:01:14Z,2340000,,,0,,D. Garland bad pass out-of-bounds TURNOVER (2 TO),[1629636],1610612739.0,CLE,bad pass,,,,,,,,Garland,D. Garland,,,,,,,,,,,2.0,,,,,,,,
238,PT02M41.00S,2022-01-20T01:55:18.7Z,2,REGULAR,substitution,out,[],1628972,,,1610612741,50,49,2022-01-20T01:55:25Z,2350000,,,0,,SUB out: T. Brown Jr.,[1628972],1610612741.0,CHI,,,,,,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,
239,PT02M41.00S,2022-01-20T01:55:18.7Z,2,REGULAR,substitution,in,[],1627936,,,1610612741,50,49,2022-01-20T01:55:25Z,2360000,,,0,,SUB in: A. Caruso,[1627936],1610612741.0,CHI,,,,,,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,
240,PT02M27.00S,2022-01-20T01:55:28.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],202696,31.750985545335087,42.64705882352941,1610612741,50,49,2022-01-20T01:55:34Z,2370000,37.0,246.0,1,left,MISS N. Vucevic 24' 3PT,[202696],1610612741.0,CHI,,,,,,,24.87,Missed,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,
241,PT02M24.00S,2022-01-20T01:55:31.6Z,2,REGULAR,rebound,defensive,[],1626224,,,1610612739,50,49,2022-01-20T01:55:34Z,2380000,,,0,,C. Osman REBOUND (Off:0 Def:1),[1626224],1610612739.0,CLE,,,,,,,,,Osman,C. Osman,240.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
242,PT02M22.00S,2022-01-20T01:55:41.2Z,2,REGULAR,turnover,discontinued dribble,[],1626224,,,1610612739,50,49,2022-01-20T01:55:47Z,2390000,,,0,,C. Osman discontinued dribble TURNOVER (1 TO),[1626224],1610612739.0,CLE,,,,,,,,,Osman,C. Osman,,,,,,,,,,,1.0,,,1627962.0,,,,,
243,PT02M09.00S,2022-01-20T01:56:01.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629636,,,1610612741,50,49,2022-01-20T01:56:10Z,2400000,,,0,,D. Garland personal FOUL (1 PF) (Caruso 2 FT),"[1629636, 1627936]",1610612739.0,CLE,,,,,,,,,Garland,D. Garland,,,,,,,,,,,,,,1627962.0,1.0,0.0,Caruso,1627936.0,
245,PT02M09.00S,2022-01-20T01:56:29.9Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1627936,,,1610612741,51,49,2022-01-20T01:56:29Z,2420000,,,0,,A. Caruso Free Throw 1 of 2 (1 PTS),[1627936],1610612741.0,CHI,,,,,,,,Made,Caruso,A. Caruso,,,,,1.0,,,,,,,,,,,,,,
246,PT02M09.00S,2022-01-20T01:56:46.0Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1627936,,,1610612741,52,49,2022-01-20T01:56:46Z,2430000,,,0,,A. Caruso Free Throw 2 of 2 (2 PTS),[1627936],1610612741.0,CHI,,,,,,,,Made,Caruso,A. Caruso,,,,,2.0,,,,,,,,,,,,,,
247,PT01M54.00S,2022-01-20T01:57:02.9Z,2,REGULAR,3pt,Jump Shot,[],1628374,87.59855453350855,3.431372549019608,1610612739,52,49,2022-01-20T01:57:07Z,2440000,-233.0,64.0,1,right,MISS L. Markkanen 24' 3PT,[1628374],1610612739.0,CLE,,,,,,,24.15,Missed,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,
248,PT01M50.00S,2022-01-20T01:57:06.9Z,2,REGULAR,rebound,defensive,[],202696,,,1610612741,52,49,2022-01-20T01:57:07Z,2450000,,,0,,N. Vucevic REBOUND (Off:0 Def:5),[202696],1610612741.0,CHI,,,,,,,,,Vucevic,N. Vucevic,247.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
249,PT01M43.00S,2022-01-20T01:57:13.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629632,5.601182654402102,48.529411764705884,1610612741,54,49,2022-01-20T01:57:18Z,2460000,7.0,0.0,1,left,C. White driving Layup (14 PTS),[1629632],1610612741.0,CHI,driving,,,,,,0.74,Made,White,C. White,,,,,14.0,,,,,,,,,,,,,,
250,PT01M28.00S,2022-01-20T01:57:28.2Z,2,REGULAR,3pt,Jump Shot,[],1626224,81.15965834428384,93.13725490196079,1610612739,54,49,2022-01-20T02:07:41Z,2470000,216.0,125.0,1,right,MISS C. Osman 24' 3PT,[1626224],1610612739.0,CLE,,,,,,,24.91,Missed,Osman,C. Osman,,,,,,,,,,,,,,,,,,,
251,PT01M26.00S,2022-01-20T01:57:30.2Z,2,REGULAR,rebound,offensive,[],1628386,,,1610612739,54,49,2022-01-20T02:09:17Z,2480000,,,0,,J. Allen REBOUND (Off:2 Def:1),[1628386],1610612739.0,CLE,,,,,,,,,Allen,J. Allen,250.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
268,PT01M25.00S,2022-01-20T01:57:32.8Z,2,REGULAR,turnover,bad pass,[],1628386,,,1610612739,54,49,2022-01-20T02:09:06Z,2485000,,,0,,J. Allen bad pass TURNOVER (3 TO),"[1628386, 1630245]",1610612739.0,CLE,,,,,,,,,Allen,J. Allen,,,,,,,,,,,3.0,Dosunmu,1630245.0,,,,,,
269,PT01M25.00S,2022-01-20T01:57:32.8Z,2,REGULAR,steal,,[],1630245,,,1610612741,54,49,2022-01-20T02:08:51Z,2487500,,,0,,A. Dosunmu STEAL (1 STL),[1630245],1610612741.0,CHI,,,,,,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,
252,PT01M19.00S,2022-01-20T01:57:37.4Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak', 'fromturnover']",1630245,5.732588699080158,51.71568627450981,1610612741,56,49,2022-01-20T02:08:51Z,2490000,-9.0,1.0,1,left,A. Dosunmu running DUNK (4 PTS),[1630245],1610612741.0,CHI,running,,,,,,0.87,Made,Dosunmu,A. Dosunmu,,,,,4.0,,,,,,,,,,,,,,
253,PT01M07.00S,2022-01-20T01:57:49.5Z,2,REGULAR,3pt,Jump Shot,[],1629636,76.16622864651774,6.127450980392156,1610612739,56,49,2022-01-20T01:57:56Z,2500000,-219.0,172.0,1,right,MISS D. Garland 27' 3PT,[1629636],1610612739.0,CLE,,,,,,,27.85,Missed,Garland,D. Garland,,,,,,,,,,,,,,,,,,,
254,PT01M02.00S,2022-01-20T01:57:54.5Z,2,REGULAR,rebound,defensive,[],202696,,,1610612741,56,49,2022-01-20T01:57:56Z,2510000,,,0,,N. Vucevic REBOUND (Off:0 Def:6),[202696],1610612741.0,CHI,,,,,,,,,Vucevic,N. Vucevic,253.0,6.0,6.0,0.0,,,,,,,,,,,,,,,
255,PT00M55.60S,2022-01-20T01:58:05.3Z,2,REGULAR,2pt,Jump Shot,[],201942,7.178055190538765,20.34313725490196,1610612741,56,49,2022-01-20T01:58:17Z,2520000,148.0,15.0,1,left,MISS D. DeRozan 14' turnaround fadeaway Shot,[201942],1610612741.0,CHI,turnaround fadeaway,,,,,,14.91,Missed,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,
256,PT00M55.60S,2022-01-20T01:58:15.6Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612739,56,49,2022-01-20T01:58:15Z,2530000,,,0,,TEAM defensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,255.0,,,,,,,,,,,,,,,,,,
257,PT00M55.60S,2022-01-20T01:58:19.7Z,2,REGULAR,foul,personal,[],202696,,,1610612739,56,49,2022-01-20T01:58:27Z,2540000,,,0,,N. Vucevic loose ball personal FOUL (2 PF),"[202696, 1628374]",1610612741.0,CHI,loose ball,,,,,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,1627962.0,2.0,0.0,Markkanen,1628374.0,
260,PT00M41.40S,2022-01-20T01:59:00.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630171,92.72339027595268,52.20588235294118,1610612739,56,49,2022-01-20T02:03:07Z,2570000,11.0,16.0,1,right,MISS I. Okoro driving Layup,[1630171],1610612739.0,CLE,driving,,,,,,1.93,Missed,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,
261,PT00M38.80S,2022-01-20T01:59:02.7Z,2,REGULAR,rebound,defensive,[],201942,,,1610612741,56,49,2022-01-20T02:07:04Z,2580000,,,0,,D. DeRozan REBOUND (Off:0 Def:2),[201942],1610612741.0,CHI,,,,,,,,,DeRozan,D. DeRozan,260.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
262,PT00M34.70S,2022-01-20T01:59:04.8Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",201942,6.915243101182654,50.49019607843137,1610612741,58,49,2022-01-20T02:12:42Z,2590000,-2.0,13.0,1,left,D. DeRozan running Layup (18 PTS),[201942],1610612741.0,CHI,running,,,,,,1.27,Made,DeRozan,D. DeRozan,,,,,18.0,,,,,,,,,,,,,,
263,PT00M11.60S,2022-01-20T01:59:20.8Z,2,REGULAR,3pt,Jump Shot,[],1630171,96.13994743758212,97.05882352941177,1610612739,58,49,2022-01-20T01:59:28Z,2600000,235.0,-16.0,1,right,MISS I. Okoro 3PT,[1630171],1610612739.0,CLE,,,,,,,23.59,Missed,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,
264,PT00M06.50S,2022-01-20T01:59:25.9Z,2,REGULAR,rebound,defensive,[],202696,,,1610612741,58,49,2022-01-20T02:06:06Z,2610000,,,0,,N. Vucevic REBOUND (Off:0 Def:7),[202696],1610612741.0,CHI,,,,,,,,,Vucevic,N. Vucevic,263.0,7.0,7.0,0.0,,,,,,,,,,,,,,,
265,PT00M00.60S,2022-01-20T01:59:31.9Z,2,REGULAR,2pt,Jump Shot,['fastbreak'],201942,15.588042049934298,28.431372549019606,1610612741,58,49,2022-01-20T01:59:50Z,2620000,108.0,94.0,1,left,MISS D. DeRozan 14' fadeaway Shot,[201942],1610612741.0,CHI,fadeaway,,,,,,14.3,Missed,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,
266,PT00M00.60S,2022-01-20T01:59:31.9Z,2,REGULAR,rebound,defensive,[],1628386,,,1610612739,58,49,2022-01-20T01:59:42Z,2630000,,,0,,J. Allen REBOUND (Off:2 Def:2),[1628386],1610612739.0,CLE,,,,,,,,,Allen,J. Allen,265.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
267,PT00M00.00S,2022-01-20T01:59:37.8Z,2,REGULAR,period,end,[],0,,,1610612739,58,49,2022-01-20T01:59:37Z,2640000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
