actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal
465,PT02M37.00S,2022-01-13T04:50:22.1Z,3,REGULAR,substitution,out,[],203897,,,1610612751,79,93,2022-01-13T04:50:45Z,4555000,,,0,,SUB out: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,
466,PT02M37.00S,2022-01-13T04:50:22.1Z,3,REGULAR,substitution,in,[],201942,,,1610612751,79,93,2022-01-13T04:50:45Z,4557500,,,0,,SUB in: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,
464,PT02M37.00S,2022-01-13T04:50:39.4Z,3,REGULAR,freethrow,2 of 2,[],201142,,,1610612751,79,94,2022-01-13T04:50:39Z,4560000,,,0,,K. Durant Free Throw 2 of 2 (22 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,Made,,,,,,,,,,,,,,,22.0,,,
467,PT02M21.00S,2022-01-13T04:50:54.5Z,3,REGULAR,turnover,lost ball,[],201942,,,1610612741,79,94,2022-01-13T04:51:00Z,4570000,,,0,,D. DeRozan lost ball TURNOVER (1 TO),"[201942, 201142]",1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,1.0,Durant,201142.0,,,,,,,,,,,
468,PT02M21.00S,2022-01-13T04:50:54.5Z,3,REGULAR,steal,,[],201142,,,1610612751,79,94,2022-01-13T04:50:56Z,4580000,,,0,,K. Durant STEAL (2 STL),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,
469,PT02M19.00S,2022-01-13T04:51:00.6Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201942,,,1610612751,79,94,2022-01-13T04:51:06Z,4590000,,,0,,D. DeRozan shooting personal FOUL (1 PF) (Durant 2 FT),"[201942, 201142]",1610612741.0,CHI,shooting,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,1626301.0,1.0,0.0,Durant,201142.0,,,,,,
471,PT02M19.00S,2022-01-13T04:51:29.3Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",201142,,,1610612751,79,95,2022-01-13T04:51:29Z,4610000,,,0,,K. Durant Free Throw 1 of 2 (23 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,Made,,,,,,,,,,,,,,,23.0,,,
472,PT02M19.00S,2022-01-13T04:51:41.9Z,3,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",201142,,,1610612751,79,96,2022-01-13T04:51:41Z,4620000,,,0,,K. Durant Free Throw 2 of 2 (24 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,Made,,,,,,,,,,,,,,,24.0,,,
473,PT02M04.00S,2022-01-13T04:51:57.7Z,3,REGULAR,3pt,Jump Shot,[],1628035,73.80091984231275,16.666666666666664,1610612741,79,96,2022-01-13T04:52:04Z,4630000,-167.0,194.0,1,right,MISS A. McKinnie 25' 3PT,[1628035],1610612741.0,CHI,,,,McKinnie,A. McKinnie,,,,,25.56,Missed,,,,,,,,,,,,,,,,,,
474,PT02M01.00S,2022-01-13T04:52:00.7Z,3,REGULAR,rebound,offensive,[],201942,,,1610612741,79,96,2022-01-13T04:52:04Z,4640000,,,0,,D. DeRozan REBOUND (Off:2 Def:2),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,473.0,4.0,2.0,2.0,,,,,,,,,,,,,,
475,PT01M55.00S,2022-01-13T04:52:06.3Z,3,REGULAR,turnover,bad pass,[],1630245,,,1610612741,79,96,2022-01-13T04:52:10Z,4650000,,,0,,A. Dosunmu bad pass TURNOVER (1 TO),"[1630245, 1627761]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,1.0,Bembry,1627761.0,,,,,,,,,,,
476,PT01M55.00S,2022-01-13T04:52:06.3Z,3,REGULAR,steal,,[],1627761,,,1610612751,79,96,2022-01-13T04:52:09Z,4660000,,,0,,D. Bembry STEAL (2 STL),[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,,,,,,,,,,,,,,,,,,
477,PT01M43.00S,2022-01-13T04:52:18.5Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],201142,25.969119579500656,19.852941176470587,1610612751,79,99,2022-01-13T04:52:23Z,4670000,151.0,192.0,1,left,K. Durant 24' 3PT pullup (27 PTS),[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,24.38,Made,,,,,,,,,,,,,,,27.0,,,
478,PT01M33.00S,2022-01-13T04:52:33.9Z,3,REGULAR,foul,offensive,['inpenalty'],1629632,,,1610612741,79,99,2022-01-13T04:52:40Z,4680000,,,0,,C. White charge offensive FOUL (3 PF),"[1629632, 201933]",1610612741.0,CHI,charge,,,White,C. White,,,,,,,,,,,,,,202026.0,3.0,0.0,Griffin,201933.0,,,,,,
480,PT01M33.00S,2022-01-13T04:52:33.9Z,3,REGULAR,turnover,offensive foul,[],1629632,,,1610612741,79,99,2022-01-13T04:52:33Z,4700000,,,0,,C. White offensive foul TURNOVER (1 TO),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,1.0,,,202026.0,,,,,,,,,,
481,PT01M21.00S,2022-01-13T04:52:59.0Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],201142,5.338370565045992,17.15686274509804,1610612751,79,99,2022-01-13T04:53:17Z,4710000,164.0,-2.0,1,left,MISS K. Durant 16' pullup Shot,[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,16.42,Missed,,,,,,,,,,,,,,,,,,
482,PT01M19.00S,2022-01-13T04:53:01.0Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612741,79,99,2022-01-13T04:53:05Z,4720000,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,481.0,,,,,,,,,,,,,,,,,
483,PT01M19.00S,2022-01-13T04:53:03.6Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612741,79,99,2022-01-13T04:53:03Z,4730000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,PT01M09.00S,2022-01-13T04:53:22.3Z,3,REGULAR,3pt,Jump Shot,[],1629632,71.17279894875165,79.16666666666666,1610612741,79,99,2022-01-13T04:53:30Z,4740000,146.0,218.0,1,right,MISS C. White 26' 3PT,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,26.27,Missed,,,,,,,,,,,,,,,,,,
485,PT01M05.00S,2022-01-13T04:53:26.3Z,3,REGULAR,rebound,defensive,[],1627761,,,1610612751,79,99,2022-01-13T04:53:30Z,4750000,,,0,,D. Bembry REBOUND (Off:1 Def:3),[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,484.0,4.0,3.0,1.0,,,,,,,,,,,,,,
486,PT00M57.90S,2022-01-13T04:53:33.7Z,3,REGULAR,3pt,Jump Shot,[],201142,32.933639947437584,37.745098039215684,1610612751,79,99,2022-01-13T04:53:39Z,4760000,61.0,257.0,1,left,MISS K. Durant 26' 3PT,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,26.43,Missed,,,,,,,,,,,,,,,,,,
487,PT00M55.30S,2022-01-13T04:53:36.3Z,3,REGULAR,rebound,defensive,[],1628396,,,1610612741,79,99,2022-01-13T04:53:39Z,4770000,,,0,,T. Bradley REBOUND (Off:0 Def:3),[1628396],1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,,,486.0,3.0,3.0,0.0,,,,,,,,,,,,,,
488,PT00M45.50S,2022-01-13T04:53:46.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,85.75886990801577,50.73529411764706,1610612741,79,99,2022-01-13T04:54:22Z,4780000,4.0,81.0,1,right,MISS D. DeRozan 8' turnaround Shot - blocked,"[201942, 1627761]",1610612741.0,CHI,turnaround,,,DeRozan,D. DeRozan,,,,,8.15,Missed,,,,,,,,,,,,,Bembry,1627761.0,,,,
489,PT00M45.50S,2022-01-13T04:53:46.9Z,3,REGULAR,block,,[],1627761,,,1610612741,79,99,2022-01-13T04:53:49Z,4790000,,,0,,D. Bembry BLOCK (1 BLK),[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,,,,,,,,,,,,,,,,,,
490,PT00M45.50S,2022-01-13T04:53:46.9Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612741,79,99,2022-01-13T04:55:08Z,4800000,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,488.0,,,,,,,,,,,,,,,,,
493,PT00M45.50S,2022-01-13T04:54:03.5Z,3,REGULAR,violation,kicked ball,[],201933,,,1610612741,79,99,2022-01-13T04:54:38Z,4805000,,,0,,B. Griffin kicked ball VIOLATION,[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,,,,,,
491,PT00M44.60S,2022-01-13T04:54:20.2Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612741,79,99,2022-01-13T04:54:20Z,4810000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,PT00M35.10S,2022-01-13T04:54:34.3Z,3,REGULAR,turnover,traveling,[],1628035,,,1610612741,79,99,2022-01-13T04:54:58Z,4820000,,,0,,A. McKinnie traveling TURNOVER (3 TO),[1628035],1610612741.0,CHI,,,,McKinnie,A. McKinnie,,,,,,,,,,,3.0,,,1626301.0,,,,,,,,,,
494,PT00M22.00S,2022-01-13T04:55:06.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202681,6.1268068331143235,49.50980392156863,1610612751,79,101,2022-01-13T04:55:23Z,4830000,2.0,5.0,1,left,K. Irving driving Layup (9 PTS) (B. Griffin 1 AST),"[202681, 201933]",1610612751.0,BKN,driving,,,Irving,K. Irving,,,,,0.57,Made,,,,,,,,,,,,,,,9.0,B. Griffin,201933.0,1.0
496,PT00M02.70S,2022-01-13T04:55:31.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,84.57621550591328,53.431372549019606,1610612741,79,101,2022-01-13T04:55:40Z,4850000,17.0,92.0,1,right,MISS D. DeRozan 9' turnaround Shot,[201942],1610612741.0,CHI,turnaround,,,DeRozan,D. DeRozan,,,,,9.41,Missed,,,,,,,,,,,,,,,,,,
497,PT00M02.70S,2022-01-13T04:55:31.6Z,3,REGULAR,rebound,defensive,[],1627761,,,1610612751,79,101,2022-01-13T04:55:40Z,4860000,,,0,,D. Bembry REBOUND (Off:1 Def:4),[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,496.0,5.0,4.0,1.0,,,,,,,,,,,,,,
499,PT00M00.70S,2022-01-13T04:55:40.6Z,3,REGULAR,turnover,bad pass,[],201988,,,1610612751,79,101,2022-01-13T04:56:36Z,4865000,,,0,,P. Mills bad pass TURNOVER (1 TO),"[201988, 1629632]",1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,1.0,White,1629632.0,,,,,,,,,,,
500,PT00M00.70S,2022-01-13T04:55:40.6Z,3,REGULAR,steal,,[],1629632,,,1610612741,79,101,2022-01-13T04:56:21Z,4867500,,,0,,C. White STEAL (2 STL),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,
498,PT00M00.00S,2022-01-13T04:55:49.7Z,3,REGULAR,period,end,[],0,,,1610612741,79,101,2022-01-13T04:56:21Z,4870000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,PT12M00.00S,2022-01-13T04:58:29.3Z,4,REGULAR,substitution,out,['startperiod'],1629632,,,1610612741,79,101,2022-01-13T04:58:53Z,4880000,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,
502,PT12M00.00S,2022-01-13T04:58:29.3Z,4,REGULAR,substitution,out,['startperiod'],1628035,,,1610612741,79,101,2022-01-13T04:58:53Z,4890000,,,0,,SUB out: A. McKinnie,[1628035],1610612741.0,CHI,,,,McKinnie,A. McKinnie,,,,,,,,,,,,,,,,,,,,,,,,
503,PT12M00.00S,2022-01-13T04:58:29.3Z,4,REGULAR,substitution,out,['startperiod'],1628396,,,1610612741,79,101,2022-01-13T04:58:53Z,4900000,,,0,,SUB out: T. Bradley,[1628396],1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,,,,,,,,,,,,,,,,,,,,
504,PT12M00.00S,2022-01-13T04:58:29.3Z,4,REGULAR,substitution,out,['startperiod'],201142,,,1610612741,79,101,2022-01-13T04:58:53Z,4910000,,,0,,SUB out: K. Durant,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,
505,PT12M00.00S,2022-01-13T04:58:29.3Z,4,REGULAR,substitution,out,['startperiod'],202681,,,1610612741,79,101,2022-01-13T04:58:53Z,4920000,,,0,,SUB out: K. Irving,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,
506,PT12M00.00S,2022-01-13T04:58:29.3Z,4,REGULAR,substitution,in,['startperiod'],1628366,,,1610612741,79,101,2022-01-13T04:58:53Z,4930000,,,0,,SUB in: L. Ball,[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,
507,PT12M00.00S,2022-01-13T04:58:29.3Z,4,REGULAR,substitution,in,['startperiod'],203897,,,1610612741,79,101,2022-01-13T04:58:53Z,4940000,,,0,,SUB in: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,
508,PT12M00.00S,2022-01-13T04:58:29.3Z,4,REGULAR,substitution,in,['startperiod'],202696,,,1610612741,79,101,2022-01-13T04:58:53Z,4950000,,,0,,SUB in: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,
509,PT12M00.00S,2022-01-13T04:58:29.3Z,4,REGULAR,substitution,in,['startperiod'],201935,,,1610612741,79,101,2022-01-13T04:58:53Z,4960000,,,0,,SUB in: J. Harden,[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,
510,PT12M00.00S,2022-01-13T04:58:29.3Z,4,REGULAR,substitution,in,['startperiod'],1630556,,,1610612741,79,101,2022-01-13T04:58:53Z,4970000,,,0,,SUB in: K. Edwards,[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,
511,PT12M00.00S,2022-01-13T04:59:12.5Z,4,REGULAR,period,start,[],0,,,1610612741,79,101,2022-01-13T04:59:12Z,4980000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,PT11M47.00S,2022-01-13T04:59:24.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201942,92.9862023653088,55.14705882352941,1610612741,79,101,2022-01-13T04:59:28Z,4990000,26.0,13.0,1,right,MISS D. DeRozan driving Layup,[201942],1610612741.0,CHI,driving,,,DeRozan,D. DeRozan,,,,,2.9,Missed,,,,,,,,,,,,,,,,,,
513,PT11M45.00S,2022-01-13T04:59:26.1Z,4,REGULAR,rebound,defensive,[],201933,,,1610612751,79,101,2022-01-13T04:59:28Z,5000000,,,0,,B. Griffin REBOUND (Off:1 Def:3),[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,512.0,4.0,3.0,1.0,,,,,,,,,,,,,,
514,PT11M34.00S,2022-01-13T04:59:37.3Z,4,REGULAR,3pt,Jump Shot,[],201988,32.14520367936925,42.15686274509804,1610612751,79,104,2022-01-13T04:59:41Z,5010000,39.0,250.0,1,left,P. Mills 25' 3PT  (17 PTS) (J. Harden 11 AST),"[201988, 201935]",1610612751.0,BKN,,,,Mills,P. Mills,,,,,25.28,Made,,,,,,,,,,,,,,,17.0,J. Harden,201935.0,11.0
516,PT11M16.00S,2022-01-13T04:59:57.3Z,4,REGULAR,turnover,lost ball,[],202696,,,1610612741,79,104,2022-01-13T05:00:02Z,5030000,,,0,,N. Vucevic lost ball TURNOVER (1 TO),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,1.0,,,,,,,,,,,,,
518,PT11M16.00S,2022-01-13T05:00:02.8Z,4,REGULAR,foul,personal,[],202696,,,1610612751,79,104,2022-01-13T05:14:36Z,5050000,,,0,,N. Vucevic loose ball personal FOUL (1 PF),"[202696, 1627761]",1610612741.0,CHI,loose ball,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,202058.0,1.0,0.0,Bembry,1627761.0,,,,,,
520,PT11M06.00S,2022-01-13T05:00:19.5Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1627761,6.258212877792378,50.73529411764706,1610612751,79,106,2022-01-13T05:00:26Z,5070000,-4.0,6.0,1,left,D. Bembry driving DUNK (5 PTS) (J. Harden 12 AST),"[1627761, 201935]",1610612751.0,BKN,driving,,,Bembry,D. Bembry,,,,,0.73,Made,,,,,,,,,,,,,,,5.0,J. Harden,201935.0,12.0
522,PT10M47.00S,2022-01-13T05:00:38.0Z,4,REGULAR,turnover,lost ball,[],203897,,,1610612741,79,106,2022-01-13T05:00:45Z,5090000,,,0,,Z. LaVine lost ball TURNOVER (3 TO),"[203897, 201933]",1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,3.0,Griffin,201933.0,,,,,,,,,,,
523,PT10M47.00S,2022-01-13T05:00:38.0Z,4,REGULAR,steal,,[],201933,,,1610612751,79,106,2022-01-13T05:00:40Z,5100000,,,0,,B. Griffin STEAL (1 STL),[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,,,,,,
524,PT10M46.00S,2022-01-13T05:00:41.2Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630556,5.206964520367937,52.450980392156865,1610612751,79,108,2022-01-13T05:00:51Z,5110000,-12.0,-4.0,1,left,K. Edwards driving DUNK (9 PTS) (B. Griffin 2 AST),"[1630556, 201933]",1610612751.0,BKN,driving,,,Edwards,K. Edwards,,,,,1.28,Made,,,,,,,,,,,,,,,9.0,B. Griffin,201933.0,2.0
526,PT10M46.00S,2022-01-13T05:00:48.2Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,79,108,2022-01-13T05:00:48Z,5130000,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,PT10M36.00S,2022-01-13T05:04:16.9Z,4,REGULAR,turnover,lost ball,[],203897,,,1610612741,79,108,2022-01-13T05:04:22Z,5140000,,,0,,Z. LaVine lost ball TURNOVER (4 TO),"[203897, 201935]",1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,4.0,Harden,201935.0,,,,,,,,,,,
528,PT10M36.00S,2022-01-13T05:04:16.9Z,4,REGULAR,steal,,[],201935,,,1610612751,79,108,2022-01-13T05:04:18Z,5150000,,,0,,J. Harden STEAL (1 STL),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,
529,PT10M30.00S,2022-01-13T05:04:22.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201933,7.178055190538765,47.05882352941176,1610612751,79,110,2022-01-13T05:04:26Z,5160000,15.0,15.0,1,left,B. Griffin Layup (9 PTS) (J. Harden 13 AST),"[201933, 201935]",1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,2.1,Made,,,,,,,,,,,,,,,9.0,J. Harden,201935.0,13.0
531,PT10M09.00S,2022-01-13T05:04:43.1Z,4,REGULAR,turnover,bad pass,[],201942,,,1610612741,79,110,2022-01-13T05:04:48Z,5180000,,,0,,D. DeRozan bad pass TURNOVER (2 TO),"[201942, 201933]",1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,2.0,Griffin,201933.0,,,,,,,,,,,
532,PT10M09.00S,2022-01-13T05:04:43.1Z,4,REGULAR,steal,,[],201933,,,1610612751,79,110,2022-01-13T05:04:45Z,5190000,,,0,,B. Griffin STEAL (2 STL),[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,,,,,,
533,PT10M02.00S,2022-01-13T05:04:49.5Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],201988,20.71287779237845,10.53921568627451,1610612751,79,113,2022-01-13T05:04:54Z,5200000,197.0,142.0,1,left,P. Mills 24' 3PT  (20 PTS) (D. Bembry 1 AST),"[201988, 1627761]",1610612751.0,BKN,,,,Mills,P. Mills,,,,,24.32,Made,,,,,,,,,,,,,,,20.0,D. Bembry,1627761.0,1.0
535,PT09M48.00S,2022-01-13T05:05:03.5Z,4,REGULAR,2pt,Jump Shot,[],202696,76.16622864651774,24.019607843137255,1610612741,79,113,2022-01-13T05:05:10Z,5220000,-130.0,172.0,1,right,MISS N. Vucevic 21' Jump Shot,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,21.51,Missed,,,,,,,,,,,,,,,,,,
536,PT09M44.00S,2022-01-13T05:05:07.5Z,4,REGULAR,rebound,defensive,[],201933,,,1610612751,79,113,2022-01-13T05:05:10Z,5230000,,,0,,B. Griffin REBOUND (Off:1 Def:4),[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,535.0,5.0,4.0,1.0,,,,,,,,,,,,,,
537,PT09M32.00S,2022-01-13T05:05:19.8Z,4,REGULAR,3pt,Jump Shot,[],201988,29.122864651773984,77.69607843137256,1610612751,79,113,2022-01-13T05:05:26Z,5240000,-138.0,221.0,1,left,MISS P. Mills 26' 3PT,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,26.11,Missed,,,,,,,,,,,,,,,,,,
538,PT09M28.00S,2022-01-13T05:05:23.8Z,4,REGULAR,rebound,defensive,[],1630245,,,1610612741,79,113,2022-01-13T05:05:58Z,5250000,,,0,,A. Dosunmu REBOUND (Off:0 Def:1),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,537.0,1.0,1.0,0.0,,,,,,,,,,,,,,
539,PT09M21.00S,2022-01-13T05:05:31.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202696,91.01511169513797,51.71568627450981,1610612741,79,113,2022-01-13T05:05:39Z,5260000,9.0,32.0,1,right,MISS N. Vucevic Jump Shot - blocked,"[202696, 201935]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,3.31,Missed,,,,,,,,,,,,,Harden,201935.0,,,,
540,PT09M21.00S,2022-01-13T05:05:31.8Z,4,REGULAR,block,,[],201935,,,1610612741,79,113,2022-01-13T05:05:34Z,5270000,,,0,,J. Harden BLOCK (1 BLK),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,
541,PT09M18.00S,2022-01-13T05:05:34.8Z,4,REGULAR,rebound,defensive,[],201988,,,1610612751,79,113,2022-01-13T05:05:39Z,5280000,,,0,,P. Mills REBOUND (Off:0 Def:3),[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,539.0,3.0,3.0,0.0,,,,,,,,,,,,,,
542,PT09M18.00S,2022-01-13T05:05:37.2Z,4,REGULAR,foul,personal,['2freethrow'],203897,,,1610612751,79,113,2022-01-13T05:05:45Z,5290000,,,0,,Z. LaVine shooting personal FOUL (1 PF) (Mills 2 FT),"[203897, 201988]",1610612741.0,CHI,shooting,,,LaVine,Z. LaVine,,,,,,,,,,,,,,202058.0,1.0,0.0,Mills,201988.0,,,,,,
544,PT09M18.00S,2022-01-13T05:06:09.4Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],201988,,,1610612751,79,113,2022-01-13T05:06:09Z,5310000,,,0,,MISS P. Mills Free Throw 1 of 2,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,Missed,,,,,,,,,,,,,,,,,,
545,PT09M18.00S,2022-01-13T05:06:09.4Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612751,79,113,2022-01-13T05:06:09Z,5320000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,544.0,,,,,,,,,,,,,,,,,
546,PT09M18.00S,2022-01-13T05:06:10.2Z,4,REGULAR,substitution,out,[],201942,,,1610612751,79,113,2022-01-13T05:06:21Z,5330000,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,
547,PT09M18.00S,2022-01-13T05:06:10.2Z,4,REGULAR,substitution,out,[],201933,,,1610612751,79,113,2022-01-13T05:06:21Z,5340000,,,0,,SUB out: B. Griffin,[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,,,,,,
548,PT09M18.00S,2022-01-13T05:06:10.2Z,4,REGULAR,substitution,in,[],1629632,,,1610612751,79,113,2022-01-13T05:06:21Z,5350000,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,
549,PT09M18.00S,2022-01-13T05:06:10.2Z,4,REGULAR,substitution,in,[],1630549,,,1610612751,79,113,2022-01-13T05:06:21Z,5360000,,,0,,SUB in: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,
550,PT09M18.00S,2022-01-13T05:06:33.9Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],201988,,,1610612751,79,114,2022-01-13T05:06:33Z,5370000,,,0,,P. Mills Free Throw 2 of 2 (21 PTS),[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,Made,,,,,,,,,,,,,,,21.0,,,
551,PT09M04.00S,2022-01-13T05:06:49.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203897,93.24901445466492,51.225490196078425,1610612741,81,114,2022-01-13T05:06:54Z,5380000,6.0,11.0,1,right,Z. LaVine driving Layup (22 PTS) (L. Ball 6 AST),"[203897, 1628366]",1610612741.0,CHI,driving,,,LaVine,Z. LaVine,,,,,1.26,Made,,,,,,,,,,,,,,,22.0,L. Ball,1628366.0,6.0
553,PT08M43.00S,2022-01-13T05:07:10.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630549,5.469776609724048,54.65686274509803,1610612751,81,116,2022-01-13T05:07:16Z,5400000,-23.0,-1.0,1,left,D. Sharpe reverse Layup (12 PTS) (J. Harden 14 AST),"[1630549, 201935]",1610612751.0,BKN,reverse,,,Sharpe,D. Sharpe,,,,,2.33,Made,,,,,,,,,,,,,,,12.0,J. Harden,201935.0,14.0
