actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
16,PT11M02.00S,2021-10-23T00:14:25.3Z,1,REGULAR,2pt,Jump Shot,[],201942,76.82325886990802,26.47058823529412,1610612741,2,2,2021-10-23T00:14:30Z,160000,-118.0,165.0,1,right,MISS D. DeRozan 20' Jump Shot,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,20.29,Missed,,,,,,,,,,,,,,,,,,
17,PT10M59.00S,2021-10-23T00:14:28.3Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,2,2,2021-10-23T00:14:30Z,170000,,,0,,J. Valanciunas REBOUND (Off:1 Def:1),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,16.0,2.0,1.0,1.0,,,,,,,,,,,,,
18,PT10M51.00S,2021-10-23T00:14:37.5Z,1,REGULAR,2pt,Jump Shot,[],1628984,26.231931668856767,47.549019607843135,1610612740,2,2,2021-10-23T00:17:40Z,180000,12.0,194.0,1,left,MISS D. Graham 19' pullup Shot,[1628984],1610612740.0,NOP,pullup,,,Graham,D. Graham,,,,,19.45,Missed,,,,,,,,,,,,,,,,,,
19,PT10M46.00S,2021-10-23T00:14:42.5Z,1,REGULAR,rebound,defensive,[],1628366,,,1610612741,2,2,2021-10-23T00:14:43Z,190000,,,0,,L. Ball REBOUND (Off:0 Def:1),[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,18.0,1.0,1.0,0.0,,,,,,,,,,,,,
20,PT10M41.00S,2021-10-23T00:14:49.5Z,1,REGULAR,turnover,out-of-bounds,[],203897,,,1610612741,2,2,2021-10-23T00:14:55Z,200000,,,0,,Z. LaVine bad pass out-of-bounds TURNOVER (1 TO),[203897],1610612741.0,CHI,bad pass,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,1627962.0,1.0,,,,,,,,
21,PT10M29.00S,2021-10-23T00:15:10.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627742,31.61957950065703,51.71568627450981,1610612740,2,2,2021-10-23T00:15:17Z,210000,-9.0,245.0,1,left,MISS B. Ingram 24' 3PT,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,24.49,Missed,,,,,,,,,,,,,,,,,,
22,PT10M24.00S,2021-10-23T00:15:15.4Z,1,REGULAR,rebound,defensive,[],1628366,,,1610612741,2,2,2021-10-23T00:15:17Z,220000,,,0,,L. Ball REBOUND (Off:0 Def:2),[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,21.0,2.0,2.0,0.0,,,,,,,,,,,,,
23,PT10M17.00S,2021-10-23T00:15:27.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,2,2,2021-10-23T01:27:15Z,230000,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,PT10M09.00S,2021-10-23T00:18:32.3Z,1,REGULAR,3pt,Jump Shot,[],203897,66.96780551905388,36.029411764705884,1610612741,2,2,2021-10-23T00:18:58Z,240000,-70.0,258.0,1,right,MISS Z. LaVine 26' pullup 3PT,[203897],1610612741.0,CHI,pullup,,,LaVine,Z. LaVine,,,,,26.73,Missed,,,,,,,,,,,,,,,,,,
25,PT10M04.00S,2021-10-23T00:18:37.3Z,1,REGULAR,rebound,defensive,[],1627742,,,1610612740,2,2,2021-10-23T00:18:39Z,250000,,,0,,B. Ingram REBOUND (Off:0 Def:1),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,24.0,1.0,1.0,0.0,,,,,,,,,,,,,
26,PT09M59.00S,2021-10-23T00:18:42.3Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],1627742,20.05584756898817,29.901960784313726,1610612740,2,2,2021-10-23T00:18:51Z,260000,100.0,136.0,1,left,MISS B. Ingram 16' pullup Shot,[1627742],1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,16.91,Missed,,,,,,,,,,,,,,,,,,
27,PT09M55.00S,2021-10-23T00:18:46.0Z,1,REGULAR,rebound,defensive,[],203897,,,1610612741,2,2,2021-10-23T00:18:46Z,270000,,,0,,Z. LaVine REBOUND (Off:0 Def:1),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,26.0,1.0,1.0,0.0,,,,,,,,,,,,,
28,PT09M46.00S,2021-10-23T00:18:54.6Z,1,REGULAR,2pt,Jump Shot,[],203897,86.41590013140605,25.245098039215684,1610612741,2,2,2021-10-23T00:19:01Z,280000,-124.0,75.0,1,right,MISS Z. LaVine 14' turnaround fadeaway Shot,[203897],1610612741.0,CHI,turnaround fadeaway,,,LaVine,Z. LaVine,,,,,14.48,Missed,,,,,,,,,,,,,,,,,,
29,PT09M43.00S,2021-10-23T00:18:57.6Z,1,REGULAR,rebound,defensive,[],1627742,,,1610612740,2,2,2021-10-23T00:19:01Z,290000,,,0,,B. Ingram REBOUND (Off:0 Def:2),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,28.0,2.0,2.0,0.0,,,,,,,,,,,,,
30,PT09M29.00S,2021-10-23T00:19:12.9Z,1,REGULAR,3pt,Jump Shot,[],1628984,3.7614980289093296,4.901960784313726,1610612740,2,2,2021-10-23T00:19:19Z,300000,225.0,-17.0,1,left,MISS D. Graham 3PT,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,22.61,Missed,,,,,,,,,,,,,,,,,,
31,PT09M26.00S,2021-10-23T00:19:15.9Z,1,REGULAR,rebound,defensive,[],203897,,,1610612741,2,2,2021-10-23T00:19:19Z,310000,,,0,,Z. LaVine REBOUND (Off:0 Def:2),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,30.0,2.0,2.0,0.0,,,,,,,,,,,,,
32,PT09M25.00S,2021-10-23T00:19:19.2Z,1,REGULAR,foul,personal,[],1627742,,,1610612741,2,2,2021-10-23T00:19:26Z,320000,,,0,,B. Ingram personal FOUL (1 PF),"[1627742, 1628366]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,1162.0,,1.0,0.0,Ball,1628366.0,,,,
34,PT09M16.00S,2021-10-23T00:19:44.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,86.67871222076215,50.245098039215684,1610612741,4,2,2021-10-23T00:19:50Z,340000,1.0,73.0,1,right,D. DeRozan 7' driving floating Jump Shot (2 PTS),[201942],1610612741.0,CHI,driving floating,,,DeRozan,D. DeRozan,,,,,7.27,Made,2.0,,,,,,,,,,,,,,,,,
35,PT09M07.00S,2021-10-23T00:19:52.9Z,1,REGULAR,3pt,Jump Shot,[],1629638,26.888961892247043,21.07843137254902,1610612740,4,2,2021-10-23T00:20:01Z,350000,145.0,200.0,1,left,MISS N. Alexander-Walker 24' 3PT,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,24.7,Missed,,,,,,,,,,,,,,,,,,
36,PT09M04.00S,2021-10-23T00:19:55.9Z,1,REGULAR,rebound,defensive,[],1630172,,,1610612741,4,2,2021-10-23T00:20:01Z,360000,,,0,,P. Williams REBOUND (Off:0 Def:2),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,35.0,2.0,2.0,0.0,,,,,,,,,,,,,
37,PT08M54.00S,2021-10-23T00:20:06.4Z,1,REGULAR,3pt,Jump Shot,[],1628366,66.5735873850197,35.294117647058826,1610612741,4,2,2021-10-23T00:20:11Z,370000,-74.0,262.0,1,right,MISS L. Ball 27' 3PT,[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,27.18,Missed,,,,,,,,,,,,,,,,,,
38,PT08M49.00S,2021-10-23T00:20:11.4Z,1,REGULAR,rebound,defensive,[],1629638,,,1610612740,4,2,2021-10-23T00:20:11Z,380000,,,0,,N. Alexander-Walker REBOUND (Off:0 Def:1),[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,37.0,1.0,1.0,0.0,,,,,,,,,,,,,
39,PT08M38.00S,2021-10-23T00:20:23.3Z,1,REGULAR,turnover,out-of-bounds,[],1630529,,,1610612740,4,2,2021-10-23T00:20:30Z,390000,,,0,,H. Jones lost ball out-of-bounds TURNOVER (1 TO),[1630529],1610612740.0,NOP,lost ball,,,Jones,H. Jones,,,,,,,,,,,,,,,1162.0,1.0,,,,,,,,
40,PT08M25.00S,2021-10-23T00:20:43.6Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],201942,73.40670170827858,65.68627450980392,1610612741,6,2,2021-10-23T00:20:49Z,400000,78.0,197.0,1,right,D. DeRozan 21' pullup Jump Shot (4 PTS) (N. Vucevic 1 AST),"[201942, 202696]",1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,21.25,Made,4.0,,,,,N. Vucevic,202696.0,1.0,,,,,,,,,,
42,PT08M02.00S,2021-10-23T00:21:06.9Z,1,REGULAR,2pt,Jump Shot,[],202685,3.630091984231275,86.51960784313727,1610612740,6,4,2021-10-23T00:21:13Z,420000,-183.0,-18.0,1,left,J. Valanciunas 18' Jump Shot (2 PTS) (B. Ingram 1 AST),"[202685, 1627742]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,18.35,Made,2.0,,,,,B. Ingram,1627742.0,1.0,,,,,,,,,,
44,PT07M51.00S,2021-10-23T00:21:18.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202696,82.86793692509855,50.245098039215684,1610612741,8,4,2021-10-23T00:21:23Z,440000,1.0,109.0,1,right,N. Vucevic 10' Jump Shot (2 PTS) (Z. LaVine 1 AST),"[202696, 203897]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,10.85,Made,2.0,,,,,Z. LaVine,203897.0,1.0,,,,,,,,,,
46,PT07M41.00S,2021-10-23T00:21:31.8Z,1,REGULAR,turnover,out-of-bounds,[],1628984,,,1610612740,8,4,2021-10-23T00:21:37Z,460000,,,0,,D. Graham bad pass out-of-bounds TURNOVER (1 TO),[1628984],1610612740.0,NOP,bad pass,,,Graham,D. Graham,,,,,,,,,,,,,,,1162.0,1.0,,,,,,,,
47,PT07M21.00S,2021-10-23T00:21:57.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201942,92.19776609724047,95.09803921568627,1610612741,8,4,2021-10-23T00:22:07Z,470000,225.0,21.0,1,right,MISS D. DeRozan 3PT,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,22.65,Missed,,,,,,,,,,,,,,,,,,
48,PT07M18.00S,2021-10-23T00:22:00.7Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,8,4,2021-10-23T00:22:07Z,480000,,,0,,J. Valanciunas REBOUND (Off:1 Def:2),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,47.0,3.0,2.0,1.0,,,,,,,,,,,,,
49,PT07M09.00S,2021-10-23T00:22:12.0Z,1,REGULAR,foul,personal,['2freethrow'],1630172,,,1610612740,8,4,2021-10-23T00:22:21Z,490000,,,0,,P. Williams shooting personal FOUL (1 PF) (Alexander-Walker 2 FT),"[1630172, 1629638]",1610612741.0,CHI,shooting,,,Williams,P. Williams,,,,,,,,,,,,,,,1627962.0,,1.0,0.0,Alexander-Walker,1629638.0,,,,
51,PT07M09.00S,2021-10-23T00:22:38.1Z,1,REGULAR,freethrow,1 of 2,[],1629638,,,1610612740,8,5,2021-10-23T00:22:38Z,510000,,,0,,N. Alexander-Walker Free Throw 1 of 2 (1 PTS),[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
52,PT07M09.00S,2021-10-23T00:22:38.9Z,1,REGULAR,substitution,out,[],1630529,,,1610612740,8,5,2021-10-23T00:22:43Z,520000,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,
53,PT07M09.00S,2021-10-23T00:22:38.9Z,1,REGULAR,substitution,in,[],1630230,,,1610612740,8,5,2021-10-23T00:22:43Z,530000,,,0,,SUB in: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,
54,PT07M09.00S,2021-10-23T00:22:55.5Z,1,REGULAR,freethrow,2 of 2,[],1629638,,,1610612740,8,6,2021-10-23T00:22:55Z,540000,,,0,,N. Alexander-Walker Free Throw 2 of 2 (2 PTS),[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
55,PT06M58.00S,2021-10-23T00:23:08.8Z,1,REGULAR,3pt,Jump Shot,[],202696,69.46452036793693,68.13725490196079,1610612741,8,6,2021-10-23T00:23:13Z,550000,91.0,235.0,1,right,MISS N. Vucevic 25' 3PT,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,25.14,Missed,,,,,,,,,,,,,,,,,,
56,PT06M55.00S,2021-10-23T00:23:11.8Z,1,REGULAR,rebound,defensive,[],1630230,,,1610612740,8,6,2021-10-23T00:23:13Z,560000,,,0,,N. Marshall REBOUND (Off:0 Def:1),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,55.0,1.0,1.0,0.0,,,,,,,,,,,,,
57,PT06M44.00S,2021-10-23T00:23:23.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202685,7.835085413929041,46.32352941176471,1610612740,8,8,2021-10-23T00:23:29Z,570000,18.0,21.0,1,left,J. Valanciunas driving Layup (4 PTS),[202685],1610612740.0,NOP,driving,,,Valanciunas,J. Valanciunas,,,,,2.8,Made,4.0,,,,,,,,,,,,,,,,,
58,PT06M34.00S,2021-10-23T00:23:36.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,87.46714848883047,49.754901960784316,1610612741,8,8,2021-10-23T02:27:38Z,580000,-1.0,65.0,1,right,MISS D. DeRozan 6' driving floating Shot,[201942],1610612741.0,CHI,driving floating,,,DeRozan,D. DeRozan,,,,,6.53,Missed,,,,,,,,,,,,,,,,,,
59,PT06M32.00S,2021-10-23T00:23:38.1Z,1,REGULAR,rebound,offensive,[],202696,,,1610612741,8,8,2021-10-23T02:27:38Z,590000,,,0,,N. Vucevic REBOUND (Off:1 Def:0),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,58.0,1.0,0.0,1.0,,,,,,,,,,,,,
60,PT06M32.00S,2021-10-23T00:23:41.9Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",202696,94.40999984741211,50.0,1610612741,8,8,2021-10-23T02:27:59Z,600000,0.0,0.0,1,right,MISS N. Vucevic putback Layup - blocked,"[202696, 202685]",1610612741.0,CHI,putback,,,Vucevic,N. Vucevic,,,,,0.0,Missed,,,,,,,,,,,,,,,Valanciunas,202685.0,,
63,PT06M32.00S,2021-10-23T00:23:41.9Z,1,REGULAR,block,,[],202685,,,1610612741,8,8,2021-10-23T00:23:56Z,602500,,,0,,J. Valanciunas BLOCK (1 BLK),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M30.00S,2021-10-23T00:23:43.9Z,1,REGULAR,rebound,defensive,[],1630230,,,1610612740,8,8,2021-10-23T02:28:18Z,605000,,,0,,N. Marshall REBOUND (Off:0 Def:2),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,60.0,2.0,2.0,0.0,,,,,,,,,,,,,
61,PT06M12.00S,2021-10-23T00:23:54.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629638,16.507884362680684,64.70588235294117,1610612740,8,8,2021-10-23T00:26:56Z,610000,-74.0,103.0,1,left,MISS N. Alexander-Walker 12' pullup Shot,[1629638],1610612740.0,NOP,pullup,,,Alexander-Walker,N. Alexander-Walker,,,,,12.63,Missed,,,,,,,,,,,,,,,,,,
64,PT06M12.00S,2021-10-23T00:23:54.6Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,8,8,2021-10-23T00:24:01Z,620000,,,0,,N. Vucevic REBOUND (Off:1 Def:1),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,61.0,2.0,1.0,1.0,,,,,,,,,,,,,
65,PT06M05.00S,2021-10-23T00:24:01.6Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],201942,88.12417871222075,30.637254901960787,1610612741,10,8,2021-10-23T00:27:59Z,630000,-97.0,59.0,1,right,D. DeRozan 11' turnaround Jump Shot (6 PTS) (Z. LaVine 2 AST),"[201942, 203897]",1610612741.0,CHI,turnaround,,,DeRozan,D. DeRozan,,,,,11.34,Made,6.0,,,,,Z. LaVine,203897.0,2.0,,,,,,,,,,
67,PT05M40.00S,2021-10-23T00:24:27.2Z,1,REGULAR,3pt,Jump Shot,[],1628984,7.966491458607096,5.392156862745098,1610612740,10,8,2021-10-23T00:24:31Z,650000,223.0,22.0,1,left,MISS D. Graham 3PT,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,22.41,Missed,,,,,,,,,,,,,,,,,,
68,PT05M37.00S,2021-10-23T00:24:30.2Z,1,REGULAR,rebound,defensive,[],1628366,,,1610612741,10,8,2021-10-23T00:24:31Z,660000,,,0,,L. Ball REBOUND (Off:0 Def:3),[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,67.0,3.0,3.0,0.0,,,,,,,,,,,,,
69,PT05M32.00S,2021-10-23T00:24:35.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",201942,93.51182654402102,50.0,1610612741,12,8,2021-10-23T00:24:44Z,670000,0.0,8.0,1,right,D. DeRozan cutting DUNK (8 PTS) (L. Ball 1 AST),"[201942, 1628366]",1610612741.0,CHI,cutting,,,DeRozan,D. DeRozan,,,,,0.85,Made,8.0,,,,,L. Ball,1628366.0,1.0,,,,,,,,,,
71,PT05M32.00S,2021-10-23T00:24:41.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,12,8,2021-10-23T00:24:41Z,690000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M32.00S,2021-10-23T00:27:13.9Z,1,REGULAR,substitution,out,[],201942,,,1610612740,12,8,2021-10-23T00:27:30Z,700000,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M32.00S,2021-10-23T00:27:13.9Z,1,REGULAR,substitution,out,[],1630172,,,1610612740,12,8,2021-10-23T00:27:30Z,710000,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M32.00S,2021-10-23T00:27:13.9Z,1,REGULAR,substitution,out,[],1627742,,,1610612740,12,8,2021-10-23T00:27:30Z,720000,,,0,,SUB out: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M32.00S,2021-10-23T00:27:13.9Z,1,REGULAR,substitution,in,[],1628972,,,1610612740,12,8,2021-10-23T00:27:30Z,730000,,,0,,SUB in: T. Brown Jr.,[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M32.00S,2021-10-23T00:27:13.9Z,1,REGULAR,substitution,in,[],1629750,,,1610612740,12,8,2021-10-23T00:27:30Z,740000,,,0,,SUB in: J. Green,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M32.00S,2021-10-23T00:27:13.9Z,1,REGULAR,substitution,in,[],1630530,,,1610612740,12,8,2021-10-23T00:27:30Z,750000,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M11.00S,2021-10-23T00:27:53.7Z,1,REGULAR,2pt,Jump Shot,[],202685,5.995400788436268,69.85294117647058,1610612740,12,8,2021-10-23T00:27:59Z,760000,-99.0,4.0,1,left,MISS J. Valanciunas 9' turnaround fadeaway Shot,[202685],1610612740.0,NOP,turnaround fadeaway,,,Valanciunas,J. Valanciunas,,,,,9.94,Missed,,,,,,,,,,,,,,,,,,
80,PT05M07.00S,2021-10-23T00:27:58.3Z,1,REGULAR,rebound,offensive,[],1629638,,,1610612740,12,8,2021-10-23T00:27:58Z,770000,,,0,,N. Alexander-Walker REBOUND (Off:1 Def:1),[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,79.0,2.0,1.0,1.0,,,,,,,,,,,,,
81,PT05M07.00S,2021-10-23T00:27:58.3Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629638,5.590000152587891,50.0,1610612740,12,8,2021-10-23T00:28:01Z,780000,0.0,0.0,1,left,MISS N. Alexander-Walker tip Layup,[1629638],1610612740.0,NOP,tip,,,Alexander-Walker,N. Alexander-Walker,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
82,PT05M06.00S,2021-10-23T00:27:59.3Z,1,REGULAR,rebound,defensive,[],1628366,,,1610612741,12,8,2021-10-23T00:28:01Z,790000,,,0,,L. Ball REBOUND (Off:0 Def:4),[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,81.0,4.0,4.0,0.0,,,,,,,,,,,,,
83,PT04M57.00S,2021-10-23T00:28:10.8Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612741,12,8,2021-10-23T00:28:10Z,800000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT04M55.00S,2021-10-23T00:28:42.2Z,1,REGULAR,turnover,out-of-bounds,[],203897,,,1610612741,12,8,2021-10-23T00:32:31Z,818125,,,0,,Z. LaVine lost ball out-of-bounds TURNOVER (2 TO),[203897],1610612741.0,CHI,lost ball,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,1627962.0,2.0,,,,,,,,
85,PT04M34.00S,2021-10-23T00:28:51.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628984,31.750985545335087,46.07843137254902,1610612740,12,8,2021-10-23T00:32:31Z,820000,20.0,246.0,1,left,MISS D. Graham 24' 3PT,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,24.68,Missed,,,,,,,,,,,,,,,,,,
