actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value,blockPlayerName,blockPersonId
18,PT10M13.00S,2022-04-09T00:15:42.8Z,1,REGULAR,2pt,Jump Shot,[],201942,23.603810775295663,48.28431372549019,1610612741,2,6,2022-04-09T00:15:53Z,180000,9.0,169.0,1,left,MISS D. DeRozan 16' pullup Shot,[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,16.96,Missed,,,,,,,,,,,,,,,,,,,
19,PT10M09.00S,2022-04-09T00:15:46.8Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,2,6,2022-04-09T00:15:53Z,190000,,,0,,M. Bridges REBOUND (Off:0 Def:1),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,18.0,1.0,1.0,0.0,,,,,,,
20,PT10M04.00S,2022-04-09T00:15:51.4Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1629023,94.30026281208936,50.0,1610612766,2,8,2022-04-09T00:16:49Z,200000,0.0,1.0,1,right,P. Washington running DUNK (2 PTS) (L. Ball 2 AST),"[1629023, 1630163]",1610612766.0,CHA,running,,,Washington,P. Washington,,,,,0.11,Made,2.0,L. Ball,1630163.0,2.0,,,,,,,,,,,,,,,
22,PT09M42.00S,2022-04-09T00:16:13.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203897,5.601182654402102,52.94117647058824,1610612741,2,8,2022-04-09T00:16:18Z,220000,-15.0,0.0,1,left,MISS Z. LaVine driving Layup,[203897],1610612741.0,CHI,driving,,,LaVine,Z. LaVine,,,,,1.47,Missed,,,,,,,,,,,,,,,,,,,
23,PT09M39.00S,2022-04-09T00:16:17.1Z,1,REGULAR,rebound,offensive,[],202696,,,1610612741,2,8,2022-04-09T00:16:17Z,230000,,,0,,N. Vucevic REBOUND (Off:1 Def:0),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,22.0,1.0,0.0,1.0,,,,,,,
24,PT09M39.00S,2022-04-09T00:16:17.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202696,5.590000152587891,50.0,1610612741,4,8,2022-04-09T00:16:17Z,240000,0.0,0.0,1,left,N. Vucevic tip Layup (2 PTS),[202696],1610612741.0,CHI,tip,,,Vucevic,N. Vucevic,,,,,0.0,Made,2.0,,,,,,,,,,,,,,,,,,
25,PT09M26.00S,2022-04-09T00:16:29.7Z,1,REGULAR,3pt,Jump Shot,[],1630163,77.21747700394218,87.74509803921569,1610612766,4,11,2022-04-09T00:16:34Z,250000,189.0,162.0,1,right,L. Ball 24' 3PT  (7 PTS) (T. Rozier 1 AST),"[1630163, 1626179]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,24.85,Made,7.0,T. Rozier,1626179.0,1.0,,,,,,,,,,,,,,,
27,PT09M06.00S,2022-04-09T00:16:49.3Z,1,REGULAR,3pt,Jump Shot,[],203897,31.882391590013142,39.705882352941174,1610612741,7,11,2022-04-09T00:16:54Z,270000,51.0,247.0,1,left,Z. LaVine 25' 3PT  (3 PTS) (P. Williams 1 AST),"[203897, 1630172]",1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,25.25,Made,3.0,P. Williams,1630172.0,1.0,,,,,,,,,,,,,,,
29,PT08M55.00S,2022-04-09T00:17:01.0Z,1,REGULAR,3pt,Jump Shot,[],1630163,71.17279894875165,75.73529411764706,1610612766,7,14,2022-04-09T00:17:12Z,290000,129.0,218.0,1,right,L. Ball 25' 3PT  (10 PTS) (P. Washington 2 AST),"[1630163, 1629023]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,25.36,Made,10.0,P. Washington,1629023.0,2.0,,,,,,,,,,,,,,,
31,PT08M34.00S,2022-04-09T00:17:24.7Z,1,REGULAR,foul,personal,['2freethrow'],1629023,,,1610612741,7,14,2022-04-09T00:17:32Z,310000,,,0,,P. Washington shooting personal FOUL (1 PF) (LaVine 2 FT),"[1629023, 203897]",1610612766.0,CHA,shooting,,,Washington,P. Washington,,,,,,,,,,,,,,200834.0,,,,,1.0,0.0,LaVine,203897.0,,,
33,PT08M34.00S,2022-04-09T00:17:54.2Z,1,REGULAR,freethrow,1 of 2,[],203897,,,1610612741,8,14,2022-04-09T00:17:54Z,330000,,,0,,Z. LaVine Free Throw 1 of 2 (4 PTS),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
34,PT08M34.00S,2022-04-09T00:18:09.6Z,1,REGULAR,freethrow,2 of 2,[],203897,,,1610612741,9,14,2022-04-09T00:18:09Z,340000,,,0,,Z. LaVine Free Throw 2 of 2 (5 PTS),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
35,PT08M15.00S,2022-04-09T00:18:33.2Z,1,REGULAR,3pt,Jump Shot,[],1630163,70.12155059132719,75.0,1610612766,9,17,2022-04-09T00:19:01Z,350000,125.0,228.0,1,right,L. Ball 26' 3PT step back (13 PTS),[1630163],1610612766.0,CHA,step back,,,Ball,L. Ball,,,,,26.04,Made,13.0,,,,,,,,,,,,,,,,,,
36,PT08M01.00S,2022-04-09T00:18:49.7Z,1,REGULAR,foul,personal,[],203486,,,1610612741,9,17,2022-04-09T00:19:00Z,360000,,,0,,M. Plumlee personal FOUL (1 PF),"[203486, 202696]",1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,201639.0,,,,,1.0,0.0,Vucevic,202696.0,,,
38,PT08M01.00S,2022-04-09T00:18:56.1Z,1,REGULAR,substitution,out,[],1629632,,,1610612741,9,17,2022-04-09T00:19:00Z,380000,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,
39,PT08M01.00S,2022-04-09T00:18:56.1Z,1,REGULAR,substitution,in,[],1630245,,,1610612741,9,17,2022-04-09T00:19:00Z,390000,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,
40,PT07M54.00S,2022-04-09T00:19:17.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201942,6.389618922470433,50.0,1610612741,11,17,2022-04-09T00:19:22Z,400000,0.0,8.0,1,left,D. DeRozan driving reverse Layup (4 PTS) (Z. LaVine 1 AST),"[201942, 203897]",1610612741.0,CHI,driving reverse,,,DeRozan,D. DeRozan,,,,,0.76,Made,4.0,Z. LaVine,203897.0,1.0,,,,,,,,,,,,,,,
42,PT07M41.00S,2022-04-09T00:19:31.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203486,93.38042049934296,50.73529411764706,1610612766,11,19,2022-04-09T00:19:36Z,420000,4.0,10.0,1,right,M. Plumlee cutting DUNK (2 PTS) (T. Rozier 2 AST),"[203486, 1626179]",1610612766.0,CHA,cutting,,,Plumlee,M. Plumlee,,,,,1.04,Made,2.0,T. Rozier,1626179.0,2.0,,,,,,,,,,,,,,,
44,PT07M28.00S,2022-04-09T00:19:46.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612741,11,19,2022-04-09T00:19:46Z,440000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,PT07M25.00S,2022-04-09T00:20:00.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630245,5.995400788436268,52.450980392156865,1610612741,13,19,2022-04-09T00:20:05Z,450000,-12.0,4.0,1,left,A. Dosunmu cutting Layup (2 PTS) (Z. LaVine 2 AST),"[1630245, 203897]",1610612741.0,CHI,cutting,,,Dosunmu,A. Dosunmu,,,,,1.29,Made,2.0,Z. LaVine,203897.0,2.0,,,,,,,,,,,,,,,
47,PT07M04.00S,2022-04-09T00:20:27.0Z,1,REGULAR,turnover,out-of-bounds,[],1630163,,,1610612766,13,19,2022-04-09T00:20:40Z,470000,,,0,,L. Ball step out-of-bounds TURNOVER (1 TO),[1630163],1610612766.0,CHA,step,,,Ball,L. Ball,,,,,,,,,,,1.0,,,200834.0,,,,,,,,,,,
48,PT07M04.00S,2022-04-09T00:20:36.2Z,1,REGULAR,substitution,out,[],1629023,,,1610612741,13,19,2022-04-09T00:20:39Z,480000,,,0,,SUB out: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,
49,PT07M04.00S,2022-04-09T00:20:36.2Z,1,REGULAR,substitution,in,[],1628998,,,1610612741,13,19,2022-04-09T00:20:39Z,490000,,,0,,SUB in: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
50,PT06M53.00S,2022-04-09T00:20:50.6Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],202696,23.47240473061761,32.1078431372549,1610612741,13,19,2022-04-09T00:20:57Z,500000,89.0,168.0,1,left,MISS N. Vucevic 19' Jump Shot,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,19.04,Missed,,,,,,,,,,,,,,,,,,,
51,PT06M50.00S,2022-04-09T00:20:53.6Z,1,REGULAR,rebound,defensive,[],1630163,,,1610612766,13,19,2022-04-09T00:20:57Z,510000,,,0,,L. Ball REBOUND (Off:0 Def:1),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,50.0,1.0,1.0,0.0,,,,,,,
52,PT06M48.00S,2022-04-09T00:21:01.9Z,1,REGULAR,foul,personal,[],1630245,,,1610612766,13,19,2022-04-09T00:21:08Z,520000,,,0,,A. Dosunmu personal FOUL (1 PF),"[1630245, 1630163]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,201639.0,,,,,1.0,0.0,Ball,1630163.0,,,
54,PT06M40.00S,2022-04-09T00:21:27.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626179,93.38042049934296,53.18627450980392,1610612766,13,21,2022-04-09T00:21:32Z,540000,16.0,10.0,1,right,T. Rozier driving finger roll Layup (2 PTS) (M. Plumlee 1 AST),"[1626179, 203486]",1610612766.0,CHA,driving finger roll,,,Rozier,T. Rozier,,,,,1.86,Made,2.0,M. Plumlee,203486.0,1.0,,,,,,,,,,,,,,,
55,PT06M25.00S,2022-04-09T00:21:42.7Z,1,REGULAR,2pt,Jump Shot,[],201942,24.52365308804205,31.862745098039213,1610612741,15,21,2022-04-09T00:21:47Z,550000,91.0,178.0,1,left,D. DeRozan 19' pullup Jump Shot (6 PTS),[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,19.98,Made,6.0,,,,,,,,,,,,,,,,,,
56,PT06M15.00S,2022-04-09T00:22:04.7Z,1,REGULAR,foul,personal,['2freethrow'],201942,,,1610612766,15,21,2022-04-09T00:22:51Z,560000,,,0,,D. DeRozan shooting personal FOUL (1 PF) (Plumlee 2 FT),"[201942, 203486]",1610612741.0,CHI,shooting,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,200834.0,,,,,1.0,0.0,Plumlee,203486.0,,,
59,PT06M15.00S,2022-04-09T00:22:22.0Z,1,REGULAR,freethrow,1 of 2,[],203486,,,1610612766,15,22,2022-04-09T00:22:22Z,580000,,,0,,M. Plumlee Free Throw 1 of 2 (3 PTS),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
60,PT06M15.00S,2022-04-09T00:22:25.5Z,1,REGULAR,substitution,out,[],1630163,,,1610612766,15,22,2022-04-09T00:22:30Z,590000,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M15.00S,2022-04-09T00:22:25.5Z,1,REGULAR,substitution,in,[],1626162,,,1610612766,15,22,2022-04-09T00:22:30Z,600000,,,0,,SUB in: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M15.00S,2022-04-09T00:22:38.4Z,1,REGULAR,freethrow,2 of 2,[],203486,,,1610612766,15,23,2022-04-09T00:22:38Z,610000,,,0,,M. Plumlee Free Throw 2 of 2 (4 PTS),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
63,PT06M00.00S,2022-04-09T00:22:55.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630172,5.732588699080158,50.49019607843137,1610612741,17,23,2022-04-09T00:23:01Z,620000,-2.0,1.0,1,left,P. Williams cutting DUNK (2 PTS) (N. Vucevic 2 AST),"[1630172, 202696]",1610612741.0,CHI,cutting,,,Williams,P. Williams,,,,,0.29,Made,2.0,N. Vucevic,202696.0,2.0,,,,,,,,,,,,,,,
65,PT05M41.00S,2022-04-09T00:23:14.1Z,1,REGULAR,2pt,Jump Shot,[],1626179,88.25558475689881,69.36274509803921,1610612766,17,25,2022-04-09T00:23:20Z,640000,97.0,58.0,1,right,T. Rozier 11' pullup Jump Shot (4 PTS) (K. Oubre Jr. 1 AST),"[1626179, 1626162]",1610612766.0,CHA,pullup,,,Rozier,T. Rozier,,,,,11.28,Made,4.0,K. Oubre Jr.,1626162.0,1.0,,,,,,,,,,,,,,,
67,PT05M28.00S,2022-04-09T00:23:28.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202696,9.149145860709593,64.70588235294117,1610612741,17,25,2022-04-09T00:24:15Z,660000,-74.0,34.0,1,left,MISS N. Vucevic 8' floating Shot,[202696],1610612741.0,CHI,floating,,,Vucevic,N. Vucevic,,,,,8.08,Missed,,,,,,,,,,,,,,,,,,,
68,PT05M26.00S,2022-04-09T00:23:30.0Z,1,REGULAR,rebound,defensive,[],1626162,,,1610612766,17,25,2022-04-09T00:23:32Z,670000,,,0,,K. Oubre Jr. REBOUND (Off:0 Def:1),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,67.0,1.0,1.0,0.0,,,,,,,
69,PT05M18.00S,2022-04-09T00:23:37.9Z,1,REGULAR,3pt,Jump Shot,[],1628970,67.09921156373193,38.48039215686275,1610612766,17,28,2022-04-09T00:25:05Z,680000,-58.0,257.0,1,right,M. Bridges 26' 3PT step back (5 PTS) (T. Rozier 3 AST),"[1628970, 1626179]",1610612766.0,CHA,step back,,,Bridges,M. Bridges,,,,,26.32,Made,5.0,T. Rozier,1626179.0,3.0,,,,,,,,,,,,,,,
71,PT04M58.00S,2022-04-09T00:23:57.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202696,5.863994743758213,51.225490196078425,1610612741,19,28,2022-04-09T00:24:00Z,700000,-6.0,3.0,1,left,N. Vucevic Layup (4 PTS) (Z. LaVine 3 AST),"[202696, 203897]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,0.66,Made,4.0,Z. LaVine,203897.0,3.0,,,,,,,,,,,,,,,
73,PT04M41.00S,2022-04-09T00:24:14.6Z,1,REGULAR,3pt,Jump Shot,[],1626179,71.43561103810775,22.058823529411764,1610612766,19,28,2022-04-09T00:26:09Z,720000,-140.0,216.0,1,right,MISS T. Rozier 25' pullup 3PT,[1626179],1610612766.0,CHA,pullup,,,Rozier,T. Rozier,,,,,25.72,Missed,,,,,,,,,,,,,,,,,,,
74,PT04M37.00S,2022-04-09T00:24:18.6Z,1,REGULAR,rebound,defensive,[],203897,,,1610612741,19,28,2022-04-09T00:24:21Z,730000,,,0,,Z. LaVine REBOUND (Off:0 Def:1),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,73.0,1.0,1.0,0.0,,,,,,,
75,PT04M27.00S,2022-04-09T00:24:29.0Z,1,REGULAR,turnover,bad pass,[],203897,,,1610612741,19,28,2022-04-09T00:24:53Z,740000,,,0,,Z. LaVine bad pass TURNOVER (1 TO),"[203897, 203486]",1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,1.0,Plumlee,203486.0,,,,,,,,,,,,
76,PT04M27.00S,2022-04-09T00:24:29.0Z,1,REGULAR,steal,,[],203486,,,1610612766,19,28,2022-04-09T00:29:30Z,750000,,,0,,M. Plumlee STEAL (1 STL),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT04M22.00S,2022-04-09T00:24:38.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,19,28,2022-04-09T00:24:38Z,760000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT04M22.00S,2022-04-09T00:26:45.5Z,1,REGULAR,substitution,out,[],201942,,,1610612766,19,28,2022-04-09T00:27:21Z,770000,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT04M22.00S,2022-04-09T00:26:45.5Z,1,REGULAR,substitution,out,[],203486,,,1610612766,19,28,2022-04-09T00:27:21Z,780000,,,0,,SUB out: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT04M22.00S,2022-04-09T00:26:45.5Z,1,REGULAR,substitution,in,[],1629750,,,1610612766,19,28,2022-04-09T00:27:21Z,790000,,,0,,SUB in: J. Green,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT04M22.00S,2022-04-09T00:26:45.5Z,1,REGULAR,substitution,in,[],1626149,,,1610612766,19,28,2022-04-09T00:27:21Z,800000,,,0,,SUB in: M. Harrell,[1626149],1610612766.0,CHA,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT04M22.00S,2022-04-09T00:26:45.5Z,1,REGULAR,substitution,out,[],1626179,,,1610612766,19,28,2022-04-09T00:28:09Z,805000,,,0,,SUB out: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT04M22.00S,2022-04-09T00:26:45.5Z,1,REGULAR,substitution,in,[],1630163,,,1610612766,19,28,2022-04-09T00:28:09Z,807500,,,0,,SUB in: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT04M12.00S,2022-04-09T00:27:48.8Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1628998,92.59198423127464,79.16666666666666,1610612766,19,30,2022-04-09T00:27:53Z,810000,146.0,17.0,1,right,C. Martin 14' pullup Jump Shot (2 PTS) (L. Ball 3 AST),"[1628998, 1630163]",1610612766.0,CHA,pullup,,,Martin,C. Martin,,,,,14.68,Made,2.0,L. Ball,1630163.0,3.0,,,,,,,,,,,,,,,
86,PT03M51.00S,2022-04-09T00:28:09.1Z,1,REGULAR,2pt,Jump Shot,[],203897,9.280551905387648,19.362745098039216,1610612741,19,30,2022-04-09T00:30:40Z,830000,153.0,35.0,1,left,MISS Z. LaVine 15' pullup Shot,[203897],1610612741.0,CHI,pullup,,,LaVine,Z. LaVine,,,,,15.71,Missed,,,,,,,,,,,,,,,,,,,
87,PT03M49.00S,2022-04-09T00:28:11.1Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,19,30,2022-04-09T00:28:18Z,840000,,,0,,M. Bridges REBOUND (Off:0 Def:2),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,86.0,2.0,2.0,0.0,,,,,,,
88,PT03M38.00S,2022-04-09T00:28:23.0Z,1,REGULAR,3pt,Jump Shot,[],1626162,93.9060446780552,97.30392156862744,1610612766,19,30,2022-04-09T00:28:29Z,850000,237.0,5.0,1,right,MISS K. Oubre Jr. 3PT,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,23.65,Missed,,,,,,,,,,,,,,,,,,,
89,PT03M36.00S,2022-04-09T00:28:25.0Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,19,30,2022-04-09T00:28:29Z,860000,,,0,,N. Vucevic REBOUND (Off:1 Def:1),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,88.0,2.0,1.0,1.0,,,,,,,
90,PT03M30.00S,2022-04-09T00:28:30.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629750,5.863994743758213,50.49019607843137,1610612741,21,30,2022-04-09T00:28:39Z,870000,-2.0,3.0,1,left,J. Green cutting DUNK (2 PTS) (P. Williams 2 AST),"[1629750, 1630172]",1610612741.0,CHI,cutting,,,Green,J. Green,,,,,0.36,Made,2.0,P. Williams,1630172.0,2.0,,,,,,,,,,,,,,,
92,PT03M18.00S,2022-04-09T00:28:43.4Z,1,REGULAR,turnover,bad pass,[],1630163,,,1610612766,21,30,2022-04-09T00:29:18Z,890000,,,0,,L. Ball bad pass TURNOVER (2 TO),"[1630163, 1629750]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,2.0,Green,1629750.0,,,,,,,,,,,,
93,PT03M18.00S,2022-04-09T00:28:43.4Z,1,REGULAR,steal,,[],1629750,,,1610612741,21,30,2022-04-09T00:28:45Z,900000,,,0,,J. Green STEAL (1 STL),[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT03M18.00S,2022-04-09T00:28:55.1Z,1,REGULAR,foul,personal,[],1626162,,,1610612741,21,30,2022-04-09T00:32:25Z,910000,,,0,,K. Oubre Jr. take personal FOUL (1 PF),"[1626162, 1629750]",1610612766.0,CHA,take,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,200834.0,,,,,1.0,0.0,Green,1629750.0,,,
96,PT03M18.00S,2022-04-09T00:29:00.1Z,1,REGULAR,substitution,out,[],202696,,,1610612741,21,30,2022-04-09T00:29:07Z,935000,,,0,,SUB out: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT03M18.00S,2022-04-09T00:29:00.1Z,1,REGULAR,substitution,in,[],202684,,,1610612741,21,30,2022-04-09T00:29:07Z,942500,,,0,,SUB in: T. Thompson,[202684],1610612741.0,CHI,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
