actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,value,blockPlayerName,blockPersonId
457,PT01M46.00S,2021-11-11T02:45:21.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202696,92.06636005256242,38.23529411764706,1610612741,90,80,2021-11-11T02:45:42Z,4460000,-59.0,22.0,1,right,N. Vucevic 6' Jump Shot (14 PTS),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,Made,14.0,6.28,,,,,,,,,,,,,
458,PT01M28.00S,2021-11-11T02:45:44.6Z,3,REGULAR,foul,personal,[],201942,,,1610612742,90,80,2021-11-11T02:46:06Z,4470000,,,0,,D. DeRozan personal FOUL (3 PF),"[201942, 1628425]",1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,1193.0,3.0,0.0,Brown,1628425.0,,,,,,,,,,,,,,,,
460,PT01M28.00S,2021-11-11T02:45:59.0Z,3,REGULAR,substitution,out,[],202696,,,1610612742,90,80,2021-11-11T02:46:19Z,4490000,,,0,,SUB out: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,
461,PT01M28.00S,2021-11-11T02:45:59.0Z,3,REGULAR,substitution,out,[],1626161,,,1610612742,90,80,2021-11-11T02:46:19Z,4500000,,,0,,SUB out: W. Cauley-Stein,[1626161],1610612742.0,DAL,,,,Cauley-Stein,W. Cauley-Stein,,,,,,,,,,,,,,,,,,,,,,,,,
462,PT01M28.00S,2021-11-11T02:45:59.0Z,3,REGULAR,substitution,out,[],1629029,,,1610612742,90,80,2021-11-11T02:46:19Z,4510000,,,0,,SUB out: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,
463,PT01M28.00S,2021-11-11T02:45:59.0Z,3,REGULAR,substitution,in,[],1628396,,,1610612742,90,80,2021-11-11T02:46:19Z,4520000,,,0,,SUB in: T. Bradley,[1628396],1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,
464,PT01M28.00S,2021-11-11T02:45:59.0Z,3,REGULAR,substitution,in,[],1628373,,,1610612742,90,80,2021-11-11T02:46:19Z,4530000,,,0,,SUB in: F. Ntilikina,[1628373],1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,,,,,,,,,,,,
465,PT01M28.00S,2021-11-11T02:45:59.0Z,3,REGULAR,substitution,in,[],1626246,,,1610612742,90,80,2021-11-11T02:46:19Z,4540000,,,0,,SUB in: B. Marjanovic,[1626246],1610612742.0,DAL,,,,Marjanovic,B. Marjanovic,,,,,,,,,,,,,,,,,,,,,,,,,
466,PT01M18.00S,2021-11-11T02:46:22.1Z,3,REGULAR,turnover,bad pass,[],1628373,,,1610612742,90,80,2021-11-11T02:47:40Z,4550000,,,0,,F. Ntilikina bad pass TURNOVER (1 TO),"[1628373, 1627936]",1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,,,,,,,1.0,Caruso,1627936.0,,,
467,PT01M18.00S,2021-11-11T02:46:22.1Z,3,REGULAR,steal,,[],1627936,,,1610612741,90,80,2021-11-11T02:46:25Z,4560000,,,0,,A. Caruso STEAL (2 STL),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,
468,PT01M17.00S,2021-11-11T02:46:26.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627936,94.03745072273325,50.245098039215684,1610612741,92,80,2021-11-11T02:47:53Z,4570000,1.0,4.0,1,right,A. Caruso Layup (10 PTS),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,Made,10.0,0.37,,,,,,,,,,,,,
469,PT01M17.00S,2021-11-11T02:46:28.9Z,3,REGULAR,foul,personal,['1freethrow'],1628973,,,1610612741,92,80,2021-11-11T02:46:38Z,4580000,,,0,,J. Brunson shooting personal FOUL (1 PF) (Caruso 1 FT),"[1628973, 1627936]",1610612742.0,DAL,shooting,,,Brunson,J. Brunson,,,,,203054.0,1.0,0.0,Caruso,1627936.0,,,,,,,,,,,,,,,,
471,PT01M17.00S,2021-11-11T02:46:55.3Z,3,REGULAR,freethrow,1 of 1,['fromturnover'],1627936,,,1610612741,93,80,2021-11-11T02:46:55Z,4600000,,,0,,A. Caruso Free Throw 1 of 1 (11 PTS),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,Made,11.0,,,,,,,,,,,,,,
472,PT01M02.00S,2021-11-11T02:47:09.6Z,3,REGULAR,turnover,bad pass,[],1628973,,,1610612742,93,80,2021-11-11T02:47:24Z,4610000,,,0,,J. Brunson bad pass TURNOVER (1 TO),"[1628973, 1627936]",1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,1.0,Caruso,1627936.0,,,
473,PT01M02.00S,2021-11-11T02:47:09.6Z,3,REGULAR,steal,,[],1627936,,,1610612741,93,80,2021-11-11T02:47:11Z,4620000,,,0,,A. Caruso STEAL (3 STL),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,
474,PT00M42.30S,2021-11-11T02:47:30.7Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],201942,91.80354796320631,80.14705882352942,1610612741,93,80,2021-11-11T02:47:57Z,4630000,151.0,25.0,1,right,MISS D. DeRozan 15' Jump Shot,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,Missed,,15.27,,,,,,,,,,,,,
475,PT00M42.30S,2021-11-11T02:47:30.7Z,3,REGULAR,rebound,defensive,[],203493,,,1610612742,93,80,2021-11-11T02:47:57Z,4640000,,,0,,R. Bullock REBOUND (Off:0 Def:2),[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,474.0,2.0,2.0,0.0,,,,,,,,,
476,PT00M35.10S,2021-11-11T02:47:37.9Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1628425,5.863994743758213,96.07843137254902,1610612742,93,80,2021-11-11T02:48:01Z,4650000,-230.0,3.0,1,left,MISS S. Brown 3PT,[1628425],1610612742.0,DAL,,,,Brown,S. Brown,,,,,,,,,,Missed,,23.04,,,,,,,,,,,,,
477,PT00M31.60S,2021-11-11T02:47:41.4Z,3,REGULAR,rebound,defensive,[],1628366,,,1610612741,93,80,2021-11-11T02:48:01Z,4660000,,,0,,L. Ball REBOUND (Off:0 Def:5),[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,,,,476.0,5.0,5.0,0.0,,,,,,,,,
478,PT00M23.30S,2021-11-11T02:47:51.1Z,3,REGULAR,2pt,Jump Shot,[],1627936,77.87450722733246,64.95098039215686,1610612741,95,80,2021-11-11T02:48:05Z,4670000,75.0,155.0,1,right,A. Caruso 17' Jump Shot (13 PTS),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,Made,13.0,17.26,,,,,,,,,,,,,
479,PT00M01.60S,2021-11-11T02:48:14.6Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1626246,9.674770039421814,50.245098039215684,1610612742,95,80,2021-11-11T02:48:22Z,4680000,-1.0,38.0,1,left,MISS B. Marjanovic driving Hook,[1626246],1610612742.0,DAL,driving,,,Marjanovic,B. Marjanovic,,,,,,,,,,Missed,,3.84,,,,,,,,,,,,,
480,PT00M01.60S,2021-11-11T02:48:14.6Z,3,REGULAR,rebound,offensive,[],1626246,,,1610612742,95,80,2021-11-11T02:48:22Z,4690000,,,0,,B. Marjanovic REBOUND (Off:1 Def:0),[1626246],1610612742.0,DAL,,,,Marjanovic,B. Marjanovic,,,,,,,,,,,,,479.0,1.0,0.0,1.0,,,,,,,,,
481,PT00M00.00S,2021-11-11T02:48:20.3Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1626246,5.590000152587891,50.0,1610612742,95,80,2021-11-11T02:48:27Z,4700000,0.0,0.0,1,left,MISS B. Marjanovic putback Layup - blocked,"[1626246, 1628396]",1610612742.0,DAL,putback,,,Marjanovic,B. Marjanovic,,,,,,,,,,Missed,,0.0,,,,,,,,,,,,Bradley,1628396.0
482,PT00M00.00S,2021-11-11T02:48:20.3Z,3,REGULAR,block,,[],1628396,,,1610612742,95,80,2021-11-11T02:48:23Z,4710000,,,0,,T. Bradley BLOCK (1 BLK),[1628396],1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,
483,PT00M00.00S,2021-11-11T02:48:20.3Z,3,REGULAR,rebound,defensive,[],1627936,,,1610612741,95,80,2021-11-11T02:48:27Z,4720000,,,0,,A. Caruso REBOUND (Off:0 Def:1),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,481.0,1.0,1.0,0.0,,,,,,,,,
484,PT00M00.00S,2021-11-11T02:48:27.8Z,3,REGULAR,3pt,Jump Shot,[],1628366,38.18988173455979,64.2156862745098,1610612741,95,80,2021-11-11T02:48:47Z,4730000,71.0,529.0,1,right,MISS L. Ball 53' 3PT,[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,Missed,,53.33,,,,,,,,,,,,,
485,PT00M00.00S,2021-11-11T02:48:27.8Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612741,95,80,2021-11-11T02:48:47Z,4740000,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,484.0,,,,,,,,,,,,
486,PT00M00.00S,2021-11-11T02:48:32.9Z,3,REGULAR,period,end,[],0,,,1610612741,95,80,2021-11-11T02:48:32Z,4750000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,PT12M00.00S,2021-11-11T02:50:36.5Z,4,REGULAR,substitution,out,['startperiod'],1628396,,,1610612741,95,80,2021-11-11T02:50:59Z,4760000,,,0,,SUB out: T. Bradley,[1628396],1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,
488,PT12M00.00S,2021-11-11T02:50:36.5Z,4,REGULAR,substitution,out,['startperiod'],1628373,,,1610612741,95,80,2021-11-11T02:50:59Z,4770000,,,0,,SUB out: F. Ntilikina,[1628373],1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,,,,,,,,,,,,
489,PT12M00.00S,2021-11-11T02:50:36.5Z,4,REGULAR,substitution,out,['startperiod'],1626246,,,1610612741,95,80,2021-11-11T02:50:59Z,4780000,,,0,,SUB out: B. Marjanovic,[1626246],1610612742.0,DAL,,,,Marjanovic,B. Marjanovic,,,,,,,,,,,,,,,,,,,,,,,,,
490,PT12M00.00S,2021-11-11T02:50:36.5Z,4,REGULAR,substitution,in,['startperiod'],1628993,,,1610612741,95,80,2021-11-11T02:50:59Z,4790000,,,0,,SUB in: A. Johnson,[1628993],1610612741.0,CHI,,,,Johnson,A. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
491,PT12M00.00S,2021-11-11T02:50:36.5Z,4,REGULAR,substitution,in,['startperiod'],203501,,,1610612741,95,80,2021-11-11T02:50:59Z,4800000,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
492,PT12M00.00S,2021-11-11T02:50:36.5Z,4,REGULAR,substitution,in,['startperiod'],204001,,,1610612741,95,80,2021-11-11T02:50:59Z,4810000,,,0,,SUB in: K. Porzingis,[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,
493,PT12M00.00S,2021-11-11T02:50:58.4Z,4,REGULAR,period,start,[],0,,,1610612742,95,80,2021-11-11T02:51:00Z,4820000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,PT11M38.00S,2021-11-11T02:51:19.4Z,4,REGULAR,3pt,Jump Shot,[],203493,3.630091984231275,4.6568627450980395,1610612742,95,80,2021-11-11T02:51:26Z,4830000,227.0,-18.0,1,left,MISS R. Bullock 3PT,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,Missed,,22.74,,,,,,,,,,,,,
495,PT11M34.00S,2021-11-11T02:51:23.4Z,4,REGULAR,rebound,defensive,[],1627884,,,1610612741,95,80,2021-11-11T02:51:26Z,4840000,,,0,,D. Jones Jr. REBOUND (Off:1 Def:3),[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,494.0,4.0,3.0,1.0,,,,,,,,,
496,PT11M18.00S,2021-11-11T02:51:38.7Z,4,REGULAR,3pt,Jump Shot,[],1627936,71.43561103810775,17.15686274509804,1610612741,98,80,2021-11-11T02:51:56Z,4850000,-164.0,216.0,1,right,A. Caruso 27' 3PT  (16 PTS) (D. Jones Jr. 2 AST),"[1627936, 1627884]",1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,Made,16.0,27.13,,,,,D. Jones Jr.,1627884.0,2.0,,,,,,
498,PT11M08.00S,2021-11-11T02:51:49.0Z,4,REGULAR,3pt,Jump Shot,[],204001,30.17411300919842,16.666666666666664,1610612742,98,83,2021-11-11T02:52:00Z,4870000,167.0,231.0,1,left,K. Porzingis 28' 3PT  (16 PTS) (J. Brunson 5 AST),"[204001, 1628973]",1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,Made,16.0,28.49,,,,,J. Brunson,1628973.0,5.0,,,,,,
500,PT10M56.00S,2021-11-11T02:52:03.7Z,4,REGULAR,foul,personal,['2freethrow'],203493,,,1610612741,98,83,2021-11-11T02:52:30Z,4890000,,,0,,R. Bullock shooting personal FOUL (3 PF) (DeRozan 2 FT),"[203493, 201942]",1610612742.0,DAL,shooting,,,Bullock,R. Bullock,,,,,1193.0,3.0,0.0,DeRozan,201942.0,,,,,,,,,,,,,,,,
502,PT10M56.00S,2021-11-11T02:52:31.5Z,4,REGULAR,freethrow,1 of 2,[],201942,,,1610612741,99,83,2021-11-11T02:52:31Z,4910000,,,0,,D. DeRozan Free Throw 1 of 2 (12 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,Made,12.0,,,,,,,,,,,,,,
503,PT10M56.00S,2021-11-11T02:52:48.2Z,4,REGULAR,freethrow,2 of 2,[],201942,,,1610612741,100,83,2021-11-11T02:52:48Z,4920000,,,0,,D. DeRozan Free Throw 2 of 2 (13 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,Made,13.0,,,,,,,,,,,,,,
504,PT10M41.00S,2021-11-11T02:53:02.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203501,6.964520367936925,48.08517156862745,1610612742,100,83,2021-11-11T02:53:16Z,4930000,10.0,13.0,1,left,MISS T. Hardaway Jr. driving Layup,[203501],1610612742.0,DAL,driving,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,Missed,,1.62,,,,,,,,,,,,,
505,PT10M38.00S,2021-11-11T02:53:05.8Z,4,REGULAR,rebound,offensive,[],204001,,,1610612742,100,83,2021-11-11T02:53:08Z,4940000,,,0,,K. Porzingis REBOUND (Off:3 Def:5),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,504.0,8.0,5.0,3.0,,,,,,,,,
506,PT10M38.00S,2021-11-11T02:53:06.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",204001,5.590000152587891,50.0,1610612742,100,85,2021-11-11T02:53:06Z,4950000,0.0,0.0,1,left,K. Porzingis tip Layup (18 PTS),[204001],1610612742.0,DAL,tip,,,Porzingis,K. Porzingis,,,,,,,,,,Made,18.0,0.0,,,,,,,,,,,,,
507,PT10M23.00S,2021-11-11T02:53:20.6Z,4,REGULAR,3pt,Jump Shot,[],1627884,76.69185282522996,13.725490196078432,1610612741,100,85,2021-11-11T02:53:28Z,4960000,-181.0,167.0,1,right,MISS D. Jones Jr. 24' 3PT,[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,Missed,,24.63,,,,,,,,,,,,,
508,PT10M19.00S,2021-11-11T02:53:24.6Z,4,REGULAR,rebound,defensive,[],1628425,,,1610612742,100,85,2021-11-11T02:53:28Z,4970000,,,0,,S. Brown REBOUND (Off:0 Def:3),[1628425],1610612742.0,DAL,,,,Brown,S. Brown,,,,,,,,,,,,,507.0,3.0,3.0,0.0,,,,,,,,,
509,PT10M06.00S,2021-11-11T02:53:38.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628973,7.178055190538765,55.63725490196079,1610612742,100,85,2021-11-11T02:55:17Z,4980000,-28.0,15.0,1,left,MISS J. Brunson driving Layup,[1628973],1610612742.0,DAL,driving,,,Brunson,J. Brunson,,,,,,,,,,Missed,,3.19,,,,,,,,,,,,,
510,PT10M02.00S,2021-11-11T02:53:42.8Z,4,REGULAR,rebound,defensive,[],1627884,,,1610612741,100,85,2021-11-11T02:53:46Z,4990000,,,0,,D. Jones Jr. REBOUND (Off:1 Def:4),[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,509.0,5.0,4.0,1.0,,,,,,,,,
511,PT09M59.00S,2021-11-11T02:53:45.9Z,4,REGULAR,2pt,Jump Shot,['fastbreak'],1628366,78.53153745072274,28.431372549019606,1610612741,100,85,2021-11-11T02:53:53Z,5000000,-108.0,149.0,1,right,MISS L. Ball 18' Jump Shot,[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,Missed,,18.42,,,,,,,,,,,,,
512,PT09M56.00S,2021-11-11T02:53:49.0Z,4,REGULAR,rebound,offensive,[],1628993,,,1610612741,100,85,2021-11-11T02:53:49Z,5010000,,,0,,A. Johnson REBOUND (Off:2 Def:2),[1628993],1610612741.0,CHI,,,,Johnson,A. Johnson,,,,,,,,,,,,,511.0,4.0,2.0,2.0,,,,,,,,,
513,PT09M56.00S,2021-11-11T02:54:01.5Z,4,REGULAR,foul,personal,[],1628425,,,1610612741,100,85,2021-11-11T02:54:08Z,5020000,,,0,,S. Brown personal FOUL (2 PF),"[1628425, 1627884]",1610612742.0,DAL,,,,Brown,S. Brown,,,,,2534.0,2.0,0.0,Jones Jr.,1627884.0,,,,,,,,,,,,,,,,
515,PT09M46.00S,2021-11-11T02:54:28.2Z,4,REGULAR,turnover,3-second-violation,[],1628993,,,1610612741,100,85,2021-11-11T02:54:46Z,5040000,,,0,,A. Johnson 3-second-violation TURNOVER (1 TO),[1628993],1610612741.0,CHI,,,,Johnson,A. Johnson,,,,,203054.0,,,,,,,,,,,,,,,1.0,,,,,
516,PT09M27.00S,2021-11-11T02:54:53.2Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",204001,16.245072273324574,50.73529411764706,1610612742,100,85,2021-11-11T02:54:59Z,5050000,-4.0,100.0,1,left,MISS K. Porzingis 10' turnaround Shot,[204001],1610612742.0,DAL,turnaround,,,Porzingis,K. Porzingis,,,,,,,,,,Missed,,10.03,,,,,,,,,,,,,
517,PT09M25.00S,2021-11-11T02:54:55.2Z,4,REGULAR,rebound,defensive,[],1628993,,,1610612741,100,85,2021-11-11T02:54:59Z,5060000,,,0,,A. Johnson REBOUND (Off:2 Def:3),[1628993],1610612741.0,CHI,,,,Johnson,A. Johnson,,,,,,,,,,,,,516.0,5.0,3.0,2.0,,,,,,,,,
518,PT09M18.00S,2021-11-11T02:55:02.9Z,4,REGULAR,2pt,Jump Shot,[],201942,82.07950065703022,29.901960784313726,1610612741,102,85,2021-11-11T02:55:13Z,5070000,-100.0,116.0,1,right,D. DeRozan 15' Jump Shot (15 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,Made,15.0,15.35,,,,,,,,,,,,,
519,PT09M02.00S,2021-11-11T02:55:18.5Z,4,REGULAR,3pt,Jump Shot,[],1628973,32.53942181340342,61.274509803921575,1610612742,102,85,2021-11-11T02:55:24Z,5080000,-56.0,253.0,1,left,MISS J. Brunson 25' 3PT,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,Missed,,25.96,,,,,,,,,,,,,
520,PT08M59.00S,2021-11-11T02:55:21.5Z,4,REGULAR,rebound,defensive,[],1627884,,,1610612741,102,85,2021-11-11T02:55:24Z,5090000,,,0,,D. Jones Jr. REBOUND (Off:1 Def:5),[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,519.0,6.0,5.0,1.0,,,,,,,,,
521,PT08M36.00S,2021-11-11T02:55:44.9Z,4,REGULAR,2pt,Jump Shot,[],201942,74.19513797634691,28.676470588235293,1610612741,102,85,2021-11-11T02:55:50Z,5100000,-107.0,190.0,1,right,MISS D. DeRozan 21' Jump Shot,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,Missed,,21.79,,,,,,,,,,,,,
522,PT08M34.00S,2021-11-11T02:55:46.8Z,4,REGULAR,rebound,offensive,[],1627884,,,1610612741,102,85,2021-11-11T02:55:46Z,5110000,,,0,,D. Jones Jr. REBOUND (Off:2 Def:5),[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,521.0,7.0,5.0,2.0,,,,,,,,,
523,PT08M33.00S,2021-11-11T02:55:48.3Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1627936,95.48291721419186,3.431372549019608,1610612741,102,85,2021-11-11T02:56:00Z,5120000,-233.0,-10.0,1,right,MISS A. Caruso 3PT,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,Missed,,23.3,,,,,,,,,,,,,
524,PT08M27.00S,2021-11-11T02:55:54.3Z,4,REGULAR,rebound,defensive,[],1628973,,,1610612742,102,85,2021-11-11T02:56:00Z,5130000,,,0,,J. Brunson REBOUND (Off:0 Def:4),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,523.0,4.0,4.0,0.0,,,,,,,,,
525,PT08M26.00S,2021-11-11T02:55:56.1Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628973,7.966491458607096,50.49019607843137,1610612742,102,87,2021-11-11T02:58:07Z,5140000,-2.0,22.0,1,left,J. Brunson running Layup (12 PTS),[1628973],1610612742.0,DAL,running,,,Brunson,J. Brunson,,,,,,,,,,Made,12.0,2.25,,,,,,,,,,,,,
526,PT08M26.00S,2021-11-11T02:56:01.2Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,102,87,2021-11-11T02:56:01Z,5150000,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,PT08M26.00S,2021-11-11T02:58:25.4Z,4,REGULAR,substitution,out,[],1627936,,,1610612741,102,87,2021-11-11T02:58:47Z,5160000,,,0,,SUB out: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,
528,PT08M26.00S,2021-11-11T02:58:25.4Z,4,REGULAR,substitution,out,[],1628425,,,1610612741,102,87,2021-11-11T02:58:47Z,5170000,,,0,,SUB out: S. Brown,[1628425],1610612742.0,DAL,,,,Brown,S. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
529,PT08M26.00S,2021-11-11T02:58:25.4Z,4,REGULAR,substitution,in,[],1630245,,,1610612741,102,87,2021-11-11T02:58:47Z,5180000,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,
530,PT08M26.00S,2021-11-11T02:58:25.4Z,4,REGULAR,substitution,in,[],1629029,,,1610612741,102,87,2021-11-11T02:58:47Z,5190000,,,0,,SUB in: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,
531,PT08M12.00S,2021-11-11T02:59:09.3Z,4,REGULAR,2pt,Jump Shot,[],201942,74.58935611038108,46.81372549019608,1610612741,102,87,2021-11-11T02:59:15Z,5200000,-16.0,186.0,1,right,MISS D. DeRozan 18' turnaround Shot,[201942],1610612741.0,CHI,turnaround,,,DeRozan,D. DeRozan,,,,,,,,,,Missed,,18.71,,,,,,,,,,,,,
532,PT08M09.00S,2021-11-11T02:59:12.3Z,4,REGULAR,rebound,offensive,[],1628993,,,1610612741,102,87,2021-11-11T02:59:15Z,5210000,,,0,,A. Johnson REBOUND (Off:3 Def:3),[1628993],1610612741.0,CHI,,,,Johnson,A. Johnson,,,,,,,,,,,,,531.0,6.0,3.0,3.0,,,,,,,,,
533,PT08M07.00S,2021-11-11T02:59:13.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628993,93.64323258869908,46.81372549019608,1610612741,104,87,2021-11-11T02:59:20Z,5220000,-16.0,7.0,1,right,A. Johnson Layup (2 PTS),[1628993],1610612741.0,CHI,,,,Johnson,A. Johnson,,,,,,,,,,Made,2.0,1.75,,,,,,,,,,,,,
534,PT07M46.00S,2021-11-11T02:59:35.0Z,4,REGULAR,2pt,Jump Shot,[],204001,22.946780551905388,61.274509803921575,1610612742,104,89,2021-11-11T02:59:41Z,5230000,-56.0,163.0,1,left,K. Porzingis 17' pullup Jump Shot (20 PTS) (J. Brunson 6 AST),"[204001, 1628973]",1610612742.0,DAL,pullup,,,Porzingis,K. Porzingis,,,,,,,,,,Made,20.0,17.27,,,,,J. Brunson,1628973.0,6.0,,,,,,
536,PT07M25.00S,2021-11-11T02:59:55.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630245,94.56307490144546,52.69607843137255,1610612741,106,89,2021-11-11T02:59:59Z,5250000,13.0,-1.0,1,right,A. Dosunmu cutting Layup (4 PTS) (A. Johnson 1 AST),"[1630245, 1628993]",1610612741.0,CHI,cutting,,,Dosunmu,A. Dosunmu,,,,,,,,,,Made,4.0,1.36,,,,,A. Johnson,1628993.0,1.0,,,,,,
538,PT07M12.00S,2021-11-11T03:00:08.5Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],204001,5.075558475689881,51.71568627450981,1610612742,106,91,2021-11-11T03:00:15Z,5270000,-9.0,-5.0,1,left,K. Porzingis DUNK (22 PTS) (L. Doncic 9 AST),"[204001, 1629029]",1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,Made,22.0,0.98,,,,,L. Doncic,1629029.0,9.0,,,,,,
540,PT06M50.00S,2021-11-11T03:00:30.9Z,4,REGULAR,turnover,bad pass,[],1630245,,,1610612741,106,91,2021-11-11T03:00:35Z,5290000,,,0,,A. Dosunmu bad pass TURNOVER (1 TO),"[1630245, 1629029]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,1.0,Doncic,1629029.0,,,
