actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
177,PT09M09.00S,2022-02-12T01:41:01.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629162,93.9060446780552,54.65686274509803,1610612750,34,33,2022-02-12T01:41:06Z,1770000,23.0,5.0,1,right,J. McLaughlin cutting Layup (2 PTS) (D. Russell 2 AST),"[1629162, 1626156]",1610612750.0,MIN,cutting,,,McLaughlin,J. McLaughlin,,,,,2.38,Made,2.0,D. Russell,1626156.0,2.0,,,,,,,,,,,,,,,
179,PT08M56.00S,2022-02-12T01:41:15.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,10.988830486202366,50.245098039215684,1610612741,36,33,2022-02-12T01:41:19Z,1790000,-1.0,51.0,1,left,D. DeRozan driving floating Jump Shot (9 PTS),[201942],1610612741.0,CHI,driving floating,,,DeRozan,D. DeRozan,,,,,5.08,Made,9.0,,,,,,,,,,,,,,,,,,
181,PT08M44.00S,2022-02-12T01:41:31.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630183,94.56307490144546,55.88235294117647,1610612750,36,33,2022-02-12T01:41:38Z,1810000,29.0,-1.0,1,right,MISS J. McDaniels driving Layup - blocked,"[1630183, 1628396]",1610612750.0,MIN,driving,,,McDaniels,J. McDaniels,,,,,2.94,Missed,,,,,,,,,,,,,,,,,Bradley,1628396.0,
182,PT08M44.00S,2022-02-12T01:41:31.2Z,2,REGULAR,block,,[],1628396,,,1610612750,36,33,2022-02-12T01:41:35Z,1820000,,,0,,T. Bradley BLOCK (2 BLK),[1628396],1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT08M44.00S,2022-02-12T01:41:31.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612750,36,33,2022-02-12T01:41:38Z,1830000,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,181.0,,,,,,,,
184,PT08M44.00S,2022-02-12T01:41:37.3Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612750,36,33,2022-02-12T01:41:37Z,1840000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT08M36.00S,2022-02-12T01:41:47.6Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1626156,87.72996057818659,72.54901960784314,1610612750,36,35,2022-02-12T01:43:47Z,1850000,113.0,63.0,1,right,D. Russell 12' step back Jump Shot (4 PTS),[1626156],1610612750.0,MIN,step back,,,Russell,D. Russell,,,,,12.9,Made,4.0,,,,,,,,,,,,,,,,,,
186,PT08M21.00S,2022-02-12T01:42:03.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,12.828515111695138,39.705882352941174,1610612741,38,35,2022-02-12T01:42:08Z,1860000,51.0,68.0,1,left,D. DeRozan 8' driving floating Jump Shot (11 PTS),[201942],1610612741.0,CHI,driving floating,,,DeRozan,D. DeRozan,,,,,8.54,Made,11.0,,,,,,,,,,,,,,,,,,
187,PT08M12.00S,2022-02-12T01:42:11.8Z,2,REGULAR,2pt,Jump Shot,[],1626156,92.32917214191852,75.49019607843137,1610612750,38,37,2022-02-12T01:44:51Z,1870000,127.0,20.0,1,right,D. Russell 12' step back Jump Shot (6 PTS),[1626156],1610612750.0,MIN,step back,,,Russell,D. Russell,,,,,12.9,Made,6.0,,,,,,,,,,,,,,,,,,
188,PT07M56.00S,2022-02-12T01:42:28.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,16.90210249671485,38.23529411764706,1610612741,38,37,2022-02-12T01:42:38Z,1880000,59.0,106.0,1,left,MISS D. DeRozan 12' pullup Shot,[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,12.16,Missed,,,,,,,,,,,,,,,,,,,
189,PT07M56.00S,2022-02-12T01:42:28.2Z,2,REGULAR,rebound,offensive,[],1628396,,,1610612741,38,37,2022-02-12T01:42:38Z,1890000,,,0,,T. Bradley REBOUND (Off:1 Def:1),[1628396],1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,,,,,,,,,,,,,188.0,2.0,1.0,1.0,,,,,
190,PT07M56.00S,2022-02-12T01:42:36.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628396,5.590000152587891,50.0,1610612741,40,37,2022-02-12T01:42:36Z,1900000,0.0,0.0,1,left,T. Bradley putback Layup (2 PTS),[1628396],1610612741.0,CHI,putback,,,Bradley,T. Bradley,,,,,0.0,Made,2.0,,,,,,,,,,,,,,,,,,
191,PT07M56.00S,2022-02-12T01:42:37.8Z,2,REGULAR,foul,personal,['1freethrow'],1629675,,,1610612741,40,37,2022-02-12T01:43:06Z,1910000,,,0,,N. Reid shooting personal FOUL (1 PF) (Bradley 1 FT),"[1629675, 1628396]",1610612750.0,MIN,shooting,,,Reid,N. Reid,,,,,,,,,,,200833.0,1.0,0.0,Bradley,1628396.0,,,,,,,,,,
193,PT07M56.00S,2022-02-12T01:42:44.2Z,2,REGULAR,substitution,out,[],1629632,,,1610612741,40,37,2022-02-12T01:43:00Z,1930000,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT07M56.00S,2022-02-12T01:42:44.2Z,2,REGULAR,substitution,out,[],201942,,,1610612741,40,37,2022-02-12T01:43:00Z,1940000,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT07M56.00S,2022-02-12T01:42:44.2Z,2,REGULAR,substitution,out,[],1629162,,,1610612741,40,37,2022-02-12T01:43:00Z,1950000,,,0,,SUB out: J. McLaughlin,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT07M56.00S,2022-02-12T01:42:44.2Z,2,REGULAR,substitution,in,[],203897,,,1610612741,40,37,2022-02-12T01:43:00Z,1960000,,,0,,SUB in: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT07M56.00S,2022-02-12T01:42:44.2Z,2,REGULAR,substitution,in,[],1628972,,,1610612741,40,37,2022-02-12T01:43:00Z,1970000,,,0,,SUB in: T. Brown Jr.,[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT07M56.00S,2022-02-12T01:42:44.2Z,2,REGULAR,substitution,in,[],1627736,,,1610612741,40,37,2022-02-12T01:43:00Z,1980000,,,0,,SUB in: M. Beasley,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT07M56.00S,2022-02-12T01:43:07.5Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],1628396,,,1610612741,40,37,2022-02-12T01:43:11Z,1990000,,,0,,MISS T. Bradley Free Throw 1 of 1,[1628396],1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,,Missed,,,,,,,,,,,,,,,,,,,
200,PT07M52.00S,2022-02-12T01:43:11.5Z,2,REGULAR,rebound,defensive,[],1629675,,,1610612750,40,37,2022-02-12T01:43:11Z,2000000,,,0,,N. Reid REBOUND (Off:0 Def:1),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,199.0,1.0,1.0,0.0,,,,,
201,PT07M44.00S,2022-02-12T01:43:17.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630183,93.9060446780552,50.98039215686274,1610612750,40,37,2022-02-12T01:43:22Z,2010000,5.0,5.0,1,right,MISS J. McDaniels alley-oop Layup,[1630183],1610612750.0,MIN,alley-oop,,,McDaniels,J. McDaniels,,,,,0.69,Missed,,,,,,,,,,,,,,,,,,,
202,PT07M42.00S,2022-02-12T01:43:19.0Z,2,REGULAR,rebound,defensive,[],203897,,,1610612741,40,37,2022-02-12T01:43:22Z,2020000,,,0,,Z. LaVine REBOUND (Off:0 Def:2),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,201.0,2.0,2.0,0.0,,,,,
203,PT07M30.00S,2022-02-12T01:43:30.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628972,11.251642575558476,44.36274509803921,1610612741,40,37,2022-02-12T01:43:38Z,2030000,28.0,53.0,1,left,MISS T. Brown Jr. 6' driving floating Shot - blocked,"[1628972, 1627736]",1610612741.0,CHI,driving floating,,,Brown Jr.,T. Brown Jr.,,,,,6.03,Missed,,,,,,,,,,,,,,,,,Beasley,1627736.0,
204,PT07M30.00S,2022-02-12T01:43:30.3Z,2,REGULAR,block,,[],1627736,,,1610612741,40,37,2022-02-12T01:43:34Z,2040000,,,0,,M. Beasley BLOCK (1 BLK),[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT07M25.00S,2022-02-12T01:43:35.3Z,2,REGULAR,rebound,defensive,[],1627736,,,1610612750,40,37,2022-02-12T01:43:36Z,2050000,,,0,,M. Beasley REBOUND (Off:0 Def:1),[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,203.0,1.0,1.0,0.0,,,,,
206,PT07M18.00S,2022-02-12T01:43:41.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630183,94.30026281208936,59.068627450980394,1610612750,40,39,2022-02-12T01:43:46Z,2060000,45.0,1.0,1,right,J. McDaniels driving Layup (6 PTS),[1630183],1610612750.0,MIN,driving,,,McDaniels,J. McDaniels,,,,,4.53,Made,6.0,,,,,,,,,,,,,,,,,,
207,PT07M18.00S,2022-02-12T01:43:47.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,40,39,2022-02-12T01:43:47Z,2070000,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT07M18.00S,2022-02-12T01:46:11.3Z,2,REGULAR,substitution,out,[],1628396,,,1610612741,40,39,2022-02-12T01:46:30Z,2080000,,,0,,SUB out: T. Bradley,[1628396],1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT07M18.00S,2022-02-12T01:46:11.3Z,2,REGULAR,substitution,in,[],202696,,,1610612741,40,39,2022-02-12T01:46:30Z,2090000,,,0,,SUB in: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT06M59.00S,2022-02-12T01:47:06.4Z,2,REGULAR,2pt,Jump Shot,[],203897,4.28712220762155,81.37254901960785,1610612741,40,39,2022-02-12T01:47:11Z,2100000,-157.0,-12.0,1,left,MISS Z. LaVine 15' fadeaway Shot,[203897],1610612741.0,CHI,fadeaway,,,LaVine,Z. LaVine,,,,,15.74,Missed,,,,,,,,,,,,,,,,,,,
211,PT06M57.00S,2022-02-12T01:47:08.4Z,2,REGULAR,rebound,offensive,[],1628972,,,1610612741,40,39,2022-02-12T01:47:11Z,2110000,,,0,,T. Brown Jr. REBOUND (Off:1 Def:3),[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,210.0,4.0,3.0,1.0,,,,,
212,PT06M56.00S,2022-02-12T01:47:09.5Z,2,REGULAR,turnover,bad pass,[],1628972,,,1610612741,40,39,2022-02-12T01:47:14Z,2120000,,,0,,T. Brown Jr. bad pass TURNOVER (1 TO),"[1628972, 1626156]",1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,1.0,,,,,Russell,1626156.0,,,
213,PT06M56.00S,2022-02-12T01:47:09.5Z,2,REGULAR,steal,,[],1626156,,,1610612750,40,39,2022-02-12T01:47:11Z,2130000,,,0,,D. Russell STEAL (1 STL),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT06M52.00S,2022-02-12T01:47:13.6Z,2,REGULAR,turnover,bad pass,[],1626156,,,1610612750,40,39,2022-02-12T01:47:17Z,2140000,,,0,,D. Russell bad pass TURNOVER (1 TO),"[1626156, 1630245]",1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,1.0,,,,,Dosunmu,1630245.0,,,
215,PT06M52.00S,2022-02-12T01:47:13.6Z,2,REGULAR,steal,,[],1630245,,,1610612741,40,39,2022-02-12T01:47:15Z,2150000,,,0,,A. Dosunmu STEAL (1 STL),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT06M52.00S,2022-02-12T01:47:17.5Z,2,REGULAR,foul,personal,[],1626156,,,1610612741,40,39,2022-02-12T01:48:17Z,2160000,,,0,,D. Russell take personal FOUL (1 PF),"[1626156, 1630245]",1610612750.0,MIN,take,,,Russell,D. Russell,,,,,,,,,,,200833.0,1.0,0.0,Dosunmu,1630245.0,,,,,,,,,,
218,PT06M52.00S,2022-02-12T01:47:28.1Z,2,REGULAR,substitution,out,[],1629750,,,1610612741,40,39,2022-02-12T01:47:32Z,2180000,,,0,,SUB out: J. Green,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT06M52.00S,2022-02-12T01:47:28.1Z,2,REGULAR,substitution,in,[],1629632,,,1610612741,40,39,2022-02-12T01:47:32Z,2190000,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT06M31.00S,2022-02-12T01:47:55.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203897,32.802233902759525,46.32352941176471,1610612741,40,39,2022-02-12T01:48:02Z,2200000,18.0,256.0,1,left,MISS Z. LaVine 25' 3PT,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,25.65,Missed,,,,,,,,,,,,,,,,,,,
221,PT06M27.00S,2022-02-12T01:47:59.4Z,2,REGULAR,rebound,defensive,[],1627736,,,1610612750,40,39,2022-02-12T01:48:02Z,2210000,,,0,,M. Beasley REBOUND (Off:0 Def:2),[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,220.0,2.0,2.0,0.0,,,,,
222,PT06M24.00S,2022-02-12T01:48:03.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630183,74.98357424441524,87.74509803921569,1610612750,40,42,2022-02-12T01:48:08Z,2220000,189.0,183.0,1,right,J. McDaniels 26' 3PT  (9 PTS) (M. Beasley 1 AST),"[1630183, 1627736]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,26.27,Made,9.0,M. Beasley,1627736.0,1.0,,,,,,,,,,,,,,,
224,PT06M02.00S,2022-02-12T01:48:24.5Z,2,REGULAR,2pt,Jump Shot,[],1630245,4.812746386333772,22.058823529411764,1610612741,42,42,2022-02-12T01:48:31Z,2240000,140.0,-7.0,1,left,A. Dosunmu 13' pullup Jump Shot (8 PTS) (N. Vucevic 2 AST),"[1630245, 202696]",1610612741.0,CHI,pullup,,,Dosunmu,A. Dosunmu,,,,,13.99,Made,8.0,N. Vucevic,202696.0,2.0,,,,,,,,,,,,,,,
226,PT05M52.00S,2022-02-12T01:48:34.4Z,2,REGULAR,3pt,Jump Shot,[],1627736,71.96123521681997,75.49019607843137,1610612750,42,42,2022-02-12T01:48:38Z,2260000,127.0,211.0,1,right,MISS M. Beasley 24' 3PT,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,24.66,Missed,,,,,,,,,,,,,,,,,,,
227,PT05M50.00S,2022-02-12T01:48:36.4Z,2,REGULAR,rebound,offensive,[],1630183,,,1610612750,42,42,2022-02-12T01:48:36Z,2270000,,,0,,J. McDaniels REBOUND (Off:1 Def:1),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,226.0,2.0,1.0,1.0,,,,,
228,PT05M47.00S,2022-02-12T01:48:39.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1627736,80.76544021024968,92.8921568627451,1610612750,42,42,2022-02-12T01:48:44Z,2280000,214.0,128.0,1,right,MISS M. Beasley 24' 3PT,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,24.99,Missed,,,,,,,,,,,,,,,,,,,
229,PT05M45.00S,2022-02-12T01:48:41.7Z,2,REGULAR,rebound,offensive,[],1627736,,,1610612750,42,42,2022-02-12T01:48:41Z,2290000,,,0,,M. Beasley REBOUND (Off:1 Def:2),[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,228.0,3.0,2.0,1.0,,,,,
230,PT05M44.00S,2022-02-12T01:48:42.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630183,95.22010512483574,95.09803921568627,1610612750,42,42,2022-02-12T01:49:09Z,2300000,225.0,-8.0,1,right,MISS J. McDaniels 3PT,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,22.56,Missed,,,,,,,,,,,,,,,,,,,
231,PT05M43.00S,2022-02-12T01:48:43.8Z,2,REGULAR,rebound,defensive,[],202696,,,1610612741,42,42,2022-02-12T01:49:09Z,2310000,,,0,,N. Vucevic REBOUND (Off:0 Def:3),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,230.0,3.0,3.0,0.0,,,,,
232,PT05M43.00S,2022-02-12T01:48:52.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,42,42,2022-02-12T01:49:13Z,2320000,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT05M43.00S,2022-02-12T01:51:14.4Z,2,REGULAR,substitution,out,[],1630183,,,1610612741,42,42,2022-02-12T01:51:41Z,2330000,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT05M43.00S,2022-02-12T01:51:14.4Z,2,REGULAR,substitution,out,[],1629675,,,1610612741,42,42,2022-02-12T01:51:41Z,2340000,,,0,,SUB out: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT05M43.00S,2022-02-12T01:51:14.4Z,2,REGULAR,substitution,in,[],1630162,,,1610612741,42,42,2022-02-12T01:51:41Z,2350000,,,0,,SUB in: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT05M43.00S,2022-02-12T01:51:14.4Z,2,REGULAR,substitution,in,[],1626157,,,1610612741,42,42,2022-02-12T01:51:41Z,2360000,,,0,,SUB in: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT05M26.00S,2022-02-12T01:52:07.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203897,5.732588699080158,52.450980392156865,1610612741,44,42,2022-02-12T01:52:17Z,2370000,-12.0,1.0,1,left,Z. LaVine Layup (2 PTS) (N. Vucevic 3 AST),"[203897, 202696]",1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,1.24,Made,2.0,N. Vucevic,202696.0,3.0,,,,,,,,,,,,,,,
239,PT05M12.00S,2022-02-12T01:52:22.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626156,93.51182654402102,46.81372549019608,1610612750,44,44,2022-02-12T01:53:26Z,2390000,-16.0,8.0,1,right,D. Russell cutting Layup (8 PTS) (K. Towns 2 AST),"[1626156, 1626157]",1610612750.0,MIN,cutting,,,Russell,D. Russell,,,,,1.8,Made,8.0,K. Towns,1626157.0,2.0,,,,,,,,,,,,,,,
241,PT05M00.00S,2022-02-12T01:52:33.6Z,2,REGULAR,turnover,bad pass,[],203897,,,1610612741,44,44,2022-02-12T01:52:38Z,2410000,,,0,,Z. LaVine bad pass TURNOVER (3 TO),"[203897, 1627736]",1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,3.0,,,,,Beasley,1627736.0,,,
242,PT05M00.00S,2022-02-12T01:52:33.6Z,2,REGULAR,steal,,[],1627736,,,1610612750,44,44,2022-02-12T01:52:35Z,2420000,,,0,,M. Beasley STEAL (1 STL),[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT04M55.00S,2022-02-12T01:52:40.8Z,2,REGULAR,turnover,out-of-bounds,[],1626156,,,1610612750,44,44,2022-02-12T01:52:46Z,2430000,,,0,,D. Russell bad pass out-of-bounds TURNOVER (2 TO),[1626156],1610612750.0,MIN,bad pass,,,Russell,D. Russell,,,,,,,,,,,1155.0,,,,,2.0,,,,,,,,,
244,PT04M55.00S,2022-02-12T01:52:43.7Z,2,REGULAR,substitution,out,[],1629632,,,1610612741,44,44,2022-02-12T01:52:54Z,2440000,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT04M55.00S,2022-02-12T01:52:43.7Z,2,REGULAR,substitution,out,[],1628972,,,1610612741,44,44,2022-02-12T01:52:54Z,2450000,,,0,,SUB out: T. Brown Jr.,[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT04M55.00S,2022-02-12T01:52:43.7Z,2,REGULAR,substitution,out,[],1626156,,,1610612741,44,44,2022-02-12T01:52:54Z,2460000,,,0,,SUB out: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT04M55.00S,2022-02-12T01:52:43.7Z,2,REGULAR,substitution,in,[],201942,,,1610612741,44,44,2022-02-12T01:52:54Z,2470000,,,0,,SUB in: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT04M55.00S,2022-02-12T01:52:43.7Z,2,REGULAR,substitution,in,[],1629750,,,1610612741,44,44,2022-02-12T01:52:54Z,2480000,,,0,,SUB in: J. Green,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT04M55.00S,2022-02-12T01:52:43.7Z,2,REGULAR,substitution,in,[],201976,,,1610612741,44,44,2022-02-12T01:52:54Z,2490000,,,0,,SUB in: P. Beverley,[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT04M42.00S,2022-02-12T01:53:11.9Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],202696,14.668199737187912,77.94117647058823,1610612741,44,44,2022-02-12T01:53:16Z,2500000,-140.0,85.0,1,left,MISS N. Vucevic 16' Jump Shot,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,16.37,Missed,,,,,,,,,,,,,,,,,,,
251,PT04M39.00S,2022-02-12T01:53:14.9Z,2,REGULAR,rebound,defensive,[],1627752,,,1610612750,44,44,2022-02-12T01:53:16Z,2510000,,,0,,T. Prince REBOUND (Off:0 Def:1),[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,250.0,1.0,1.0,0.0,,,,,
252,PT04M31.00S,2022-02-12T01:53:23.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,94.56307490144546,52.20588235294118,1610612750,44,44,2022-02-12T01:53:28Z,2520000,11.0,-1.0,1,right,MISS K. Towns driving finger roll Layup,[1626157],1610612750.0,MIN,driving finger roll,,,Towns,K. Towns,,,,,1.11,Missed,,,,,,,,,,,,,,,,,,,
253,PT04M29.00S,2022-02-12T01:53:25.5Z,2,REGULAR,rebound,defensive,[],202696,,,1610612741,44,44,2022-02-12T01:53:28Z,2530000,,,0,,N. Vucevic REBOUND (Off:0 Def:4),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,252.0,4.0,4.0,0.0,,,,,
254,PT04M23.00S,2022-02-12T01:53:31.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],202696,5.732588699080158,57.59803921568627,1610612741,46,44,2022-02-12T01:53:39Z,2540000,-38.0,1.0,1,left,N. Vucevic turnaround Hook (10 PTS) (D. DeRozan 2 AST),"[202696, 201942]",1610612741.0,CHI,turnaround,,,Vucevic,N. Vucevic,,,,,3.8,Made,10.0,D. DeRozan,201942.0,2.0,,,,,,,,,,,,,,,
256,PT04M10.00S,2022-02-12T01:53:51.5Z,2,REGULAR,foul,personal,[],1629750,,,1610612750,46,44,2022-02-12T01:54:03Z,2560000,,,0,,J. Green personal FOUL (1 PF),"[1629750, 1626157]",1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,201640.0,1.0,0.0,Towns,1626157.0,,,,,,,,,,
258,PT03M59.00S,2022-02-12T01:54:14.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201976,92.85479632063075,51.9607843137255,1610612750,46,44,2022-02-12T01:54:25Z,2580000,10.0,15.0,1,right,MISS P. Beverley driving Layup - blocked,"[201976, 203897]",1610612750.0,MIN,driving,,,Beverley,P. Beverley,,,,,1.77,Missed,,,,,,,,,,,,,,,,,LaVine,203897.0,
259,PT03M59.00S,2022-02-12T01:54:14.6Z,2,REGULAR,block,,[],203897,,,1610612750,46,44,2022-02-12T01:54:35Z,2590000,,,0,,Z. LaVine BLOCK (1 BLK),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT03M59.00S,2022-02-12T01:54:14.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612750,46,44,2022-02-12T01:54:25Z,2600000,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,258.0,,,,,,,,
261,PT03M59.00S,2022-02-12T01:54:24.8Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612750,46,44,2022-02-12T01:54:24Z,2610000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT03M58.00S,2022-02-12T01:54:39.8Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612750,46,44,2022-02-12T01:54:39Z,2620000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT03M55.00S,2022-02-12T01:54:55.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1626157,96.92838370565046,96.07843137254902,1610612750,46,44,2022-02-12T01:55:00Z,2630000,230.0,-24.0,1,right,MISS K. Towns 3PT,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,23.16,Missed,,,,,,,,,,,,,,,,,,,
