actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
45,PT07M41.00S,2022-02-13T01:17:26.9Z,1,REGULAR,rebound,offensive,[],1629676,,,1610612760,6,11,2022-02-13T01:17:26Z,450000,,,0,,I. Roby REBOUND (Off:2 Def:1),[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,,,,,44.0,3.0,1.0,2.0,,,,,,,,,,,
46,PT07M41.00S,2022-02-13T01:17:26.9Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1629676,94.40999984741211,50.0,1610612760,6,11,2022-02-13T01:17:31Z,460000,0.0,0.0,1,right,MISS I. Roby tip Layup,[1629676],1610612760.0,OKC,tip,,,Roby,I. Roby,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
47,PT07M41.00S,2022-02-13T01:17:26.9Z,1,REGULAR,rebound,offensive,[],1630581,,,1610612760,6,11,2022-02-13T01:17:31Z,470000,,,0,,J. Giddey REBOUND (Off:1 Def:1),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,46.0,2.0,1.0,1.0,,,,,,,,,,,
48,PT07M41.00S,2022-02-13T01:17:30.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630581,94.40999984741211,50.0,1610612760,6,13,2022-02-13T01:17:30Z,480000,0.0,0.0,1,right,J. Giddey tip Layup (4 PTS),[1630581],1610612760.0,OKC,tip,,,Giddey,J. Giddey,,,,,0.0,Made,4.0,,,,,,,,,,,,,,,,,,
49,PT07M41.00S,2022-02-13T01:17:34.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,6,13,2022-02-13T01:17:34Z,490000,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,PT07M24.00S,2022-02-13T01:20:42.4Z,1,REGULAR,turnover,bad pass,[],201942,,,1610612741,6,13,2022-02-13T01:20:53Z,500000,,,0,,D. DeRozan bad pass TURNOVER (2 TO),"[201942, 1629647]",1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,2.0,,,,,Bazley,1629647.0,,,
51,PT07M24.00S,2022-02-13T01:20:42.4Z,1,REGULAR,steal,,[],1629647,,,1610612760,6,13,2022-02-13T01:20:45Z,510000,,,0,,D. Bazley STEAL (1 STL),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT07M20.00S,2022-02-13T01:20:46.2Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629647,94.95729303547962,50.245098039215684,1610612760,6,15,2022-02-13T01:25:48Z,520000,1.0,-5.0,1,right,D. Bazley running DUNK (2 PTS) (J. Giddey 2 AST),"[1629647, 1630581]",1610612760.0,OKC,running,,,Bazley,D. Bazley,,,,,0.52,Made,2.0,J. Giddey,1630581.0,2.0,,,,,,,,,,,,,,,
53,PT06M59.00S,2022-02-13T01:21:07.0Z,1,REGULAR,2pt,Jump Shot,[],202696,6.1268068331143235,32.1078431372549,1610612741,8,15,2022-02-13T01:21:20Z,530000,89.0,5.0,1,left,N. Vucevic 8' turnaround Jump Shot (2 PTS),[202696],1610612741.0,CHI,turnaround,,,Vucevic,N. Vucevic,,,,,8.96,Made,2.0,,,,,,,,,,,,,,,,,,
55,PT06M38.00S,2022-02-13T01:21:28.0Z,1,REGULAR,3pt,Jump Shot,[],1630544,95.48291721419186,5.637254901960785,1610612760,8,15,2022-02-13T01:21:33Z,550000,-222.0,-10.0,1,right,MISS T. Mann 3PT,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,22.2,Missed,,,,,,,,,,,,,,,,,,,
56,PT06M35.00S,2022-02-13T01:21:31.0Z,1,REGULAR,rebound,defensive,[],201942,,,1610612741,8,15,2022-02-13T01:21:33Z,560000,,,0,,D. DeRozan REBOUND (Off:0 Def:2),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,55.0,2.0,2.0,0.0,,,,,,,,,,,
57,PT06M24.00S,2022-02-13T01:21:42.3Z,1,REGULAR,2pt,Jump Shot,[],201942,15.193823915900131,23.774509803921568,1610612741,8,15,2022-02-13T01:21:47Z,570000,131.0,90.0,1,left,MISS D. DeRozan 15' step back Shot - blocked,"[201942, 1629647]",1610612741.0,CHI,step back,,,DeRozan,D. DeRozan,,,,,15.92,Missed,,,,,,,,,,,,,,,,,Bazley,1629647.0,
58,PT06M24.00S,2022-02-13T01:21:42.3Z,1,REGULAR,block,,[],1629647,,,1610612741,8,15,2022-02-13T01:21:44Z,580000,,,0,,D. Bazley BLOCK (1 BLK),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M21.00S,2022-02-13T01:21:45.3Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612760,8,15,2022-02-13T01:22:19Z,590000,,,0,,J. Giddey REBOUND (Off:1 Def:2),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,57.0,3.0,2.0,1.0,,,,,,,,,,,
60,PT06M15.00S,2022-02-13T01:21:51.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629652,71.30420499342969,79.90196078431373,1610612760,8,18,2022-02-13T01:27:02Z,600000,150.0,217.0,1,right,L. Dort 26' 3PT running (8 PTS) (D. Bazley 3 AST),"[1629652, 1629647]",1610612760.0,OKC,running,,,Dort,L. Dort,,,,,26.37,Made,8.0,D. Bazley,1629647.0,3.0,,,,,,,,,,,,,,,
62,PT06M06.00S,2022-02-13T01:22:00.6Z,1,REGULAR,3pt,Jump Shot,[],1629632,25.837713534822605,81.86274509803921,1610612741,8,18,2022-02-13T01:27:23Z,620000,-159.0,190.0,1,left,MISS C. White 24' pullup 3PT,[1629632],1610612741.0,CHI,pullup,,,White,C. White,,,,,24.83,Missed,,,,,,,,,,,,,,,,,,,
63,PT06M03.00S,2022-02-13T01:22:03.2Z,1,REGULAR,rebound,defensive,[],1629647,,,1610612760,8,18,2022-02-13T01:22:03Z,630000,,,0,,D. Bazley REBOUND (Off:0 Def:3),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,62.0,3.0,3.0,0.0,,,,,,,,,,,
64,PT05M58.00S,2022-02-13T01:22:08.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630581,67.36202365308804,49.50980392156863,1610612760,8,21,2022-02-13T01:27:49Z,640000,-2.0,254.0,1,right,J. Giddey 25' 3PT running pullup (7 PTS) (D. Bazley 4 AST),"[1630581, 1629647]",1610612760.0,OKC,running pullup,,,Giddey,J. Giddey,,,,,25.43,Made,7.0,D. Bazley,1629647.0,4.0,,,,,,,,,,,,,,,
66,PT05M43.00S,2022-02-13T01:22:25.6Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612741,8,21,2022-02-13T01:22:25Z,660000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT05M43.00S,2022-02-13T01:22:27.5Z,1,REGULAR,substitution,out,[],201942,,,1610612741,8,21,2022-02-13T01:22:39Z,670000,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT05M43.00S,2022-02-13T01:22:27.5Z,1,REGULAR,substitution,out,[],1630245,,,1610612741,8,21,2022-02-13T01:22:39Z,680000,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT05M43.00S,2022-02-13T01:22:27.5Z,1,REGULAR,substitution,in,[],1630792,,,1610612741,8,21,2022-02-13T01:22:39Z,690000,,,0,,SUB in: M. Hill,[1630792],1610612741.0,CHI,,,,Hill,M. Hill,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT05M43.00S,2022-02-13T01:22:27.5Z,1,REGULAR,substitution,in,[],1627884,,,1610612741,8,21,2022-02-13T01:22:39Z,700000,,,0,,SUB in: D. Jones Jr.,[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT05M36.00S,2022-02-13T01:22:53.7Z,1,REGULAR,turnover,bad pass,[],202696,,,1610612741,8,21,2022-02-13T01:22:59Z,710000,,,0,,N. Vucevic bad pass TURNOVER (2 TO),"[202696, 1629676]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,2.0,,,,,Roby,1629676.0,,,
72,PT05M36.00S,2022-02-13T01:22:53.7Z,1,REGULAR,steal,,[],1629676,,,1610612760,8,21,2022-02-13T01:22:56Z,720000,,,0,,I. Roby STEAL (2 STL),[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M32.00S,2022-02-13T01:22:57.4Z,1,REGULAR,turnover,bad pass,[],1630581,,,1610612760,8,21,2022-02-13T01:23:02Z,730000,,,0,,J. Giddey bad pass TURNOVER (1 TO),"[1630581, 202696]",1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,1.0,,,,,Vucevic,202696.0,,,
74,PT05M32.00S,2022-02-13T01:22:57.4Z,1,REGULAR,steal,,[],202696,,,1610612741,8,21,2022-02-13T01:22:59Z,740000,,,0,,N. Vucevic STEAL (1 STL),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M23.00S,2022-02-13T01:23:07.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627884,8.09789750328515,52.94117647058824,1610612741,8,21,2022-02-13T01:29:18Z,750000,-15.0,24.0,1,left,MISS D. Jones Jr. cutting Layup,[1627884],1610612741.0,CHI,cutting,,,Jones Jr.,D. Jones Jr.,,,,,2.78,Missed,,,,,,,,,,,,,,,,,,,
76,PT05M19.00S,2022-02-13T01:23:11.2Z,1,REGULAR,rebound,offensive,[],202696,,,1610612741,8,21,2022-02-13T01:23:12Z,760000,,,0,,N. Vucevic REBOUND (Off:1 Def:2),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,75.0,3.0,2.0,1.0,,,,,,,,,,,
77,PT05M19.00S,2022-02-13T01:23:10.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",202696,5.590000152587891,50.0,1610612741,10,21,2022-02-13T01:23:10Z,770000,0.0,0.0,1,left,N. Vucevic tip Layup (4 PTS),[202696],1610612741.0,CHI,tip,,,Vucevic,N. Vucevic,,,,,0.0,Made,4.0,,,,,,,,,,,,,,,,,,
78,PT05M05.00S,2022-02-13T01:23:23.9Z,1,REGULAR,3pt,Jump Shot,[],1629652,71.17279894875165,21.323529411764707,1610612760,10,21,2022-02-13T01:23:30Z,780000,-143.0,218.0,1,right,MISS L. Dort 26' 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,26.14,Missed,,,,,,,,,,,,,,,,,,,
79,PT05M00.00S,2022-02-13T01:23:28.9Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,10,21,2022-02-13T01:23:30Z,790000,,,0,,N. Vucevic REBOUND (Off:1 Def:3),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,78.0,4.0,3.0,1.0,,,,,,,,,,,
80,PT04M52.00S,2022-02-13T01:23:36.8Z,1,REGULAR,2pt,Jump Shot,[],202696,7.046649145860711,76.47058823529412,1610612741,10,21,2022-02-13T01:23:41Z,800000,-132.0,14.0,1,left,MISS N. Vucevic 13' Jump Shot,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,13.31,Missed,,,,,,,,,,,,,,,,,,,
81,PT04M49.00S,2022-02-13T01:23:39.8Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612760,10,21,2022-02-13T01:23:41Z,810000,,,0,,J. Giddey REBOUND (Off:1 Def:3),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,80.0,4.0,3.0,1.0,,,,,,,,,,,
82,PT04M39.00S,2022-02-13T01:23:49.9Z,1,REGULAR,3pt,Jump Shot,[],1630544,94.34954007884363,94.63082107843137,1610612760,10,21,2022-02-13T01:23:57Z,820000,223.0,1.0,1,right,MISS T. Mann 3PT,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,22.32,Missed,,,,,,,,,,,,,,,,,,,
83,PT04M35.00S,2022-02-13T01:23:53.9Z,1,REGULAR,rebound,defensive,[],1629632,,,1610612741,10,21,2022-02-13T01:23:57Z,830000,,,0,,C. White REBOUND (Off:0 Def:1),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,82.0,1.0,1.0,0.0,,,,,,,,,,,
84,PT04M28.00S,2022-02-13T01:24:02.9Z,1,REGULAR,turnover,traveling,[],202696,,,1610612741,10,21,2022-02-13T01:24:10Z,840000,,,0,,N. Vucevic traveling TURNOVER (3 TO),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,202007.0,3.0,,,,,,,,,
