actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
271,PT04M42.00S,2022-01-12T01:57:02.2Z,2,REGULAR,rebound,offensive,[],202696,,,1610612741,48,39,2022-01-12T01:57:02Z,2680000,,,0,,N. Vucevic REBOUND (Off:1 Def:2),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,270.0,3.0,2.0,1.0,,,,,,,,,,
272,PT04M40.00S,2022-01-12T01:57:04.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203897,6.1268068331143235,48.529411764705884,1610612741,50,39,2022-01-12T01:57:16Z,2690000,7.0,5.0,1,left,Z. LaVine Layup (5 PTS) (N. Vucevic 2 AST),"[203897, 202696]",1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,0.9,Made,5.0,N. Vucevic,202696.0,2.0,,,,,,,,,,,,,,
274,PT04M26.00S,2022-01-12T01:57:17.7Z,2,REGULAR,3pt,Jump Shot,[],1628367,88.51839684625493,4.6568627450980395,1610612765,50,39,2022-01-12T01:57:44Z,2710000,-227.0,55.0,1,right,MISS J. Jackson 3PT,[1628367],1610612765.0,DET,,,,Jackson,J. Jackson,,,,,,23.34,Missed,,,,,,,,,,,,,,,,,,
275,PT04M22.00S,2022-01-12T01:57:22.3Z,2,REGULAR,rebound,offensive,[],1628367,,,1610612765,50,39,2022-01-12T01:57:22Z,2720000,,,0,,J. Jackson REBOUND (Off:1 Def:0),[1628367],1610612765.0,DET,,,,Jackson,J. Jackson,,,,,,,,,,,,274.0,1.0,0.0,1.0,,,,,,,,,,
276,PT04M13.00S,2022-01-12T01:57:31.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628367,85.10183968462549,2.941176470588235,1610612765,50,39,2022-01-12T01:57:48Z,2730000,-235.0,88.0,1,right,MISS J. Jackson 25' 3PT,[1628367],1610612765.0,DET,,,,Jackson,J. Jackson,,,,,,25.1,Missed,,,,,,,,,,,,,,,,,,
277,PT04M09.00S,2022-01-12T01:57:35.3Z,2,REGULAR,rebound,offensive,[],1630165,,,1610612765,50,39,2022-01-12T01:57:48Z,2740000,,,0,,K. Hayes REBOUND (Off:1 Def:2),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,276.0,3.0,2.0,1.0,,,,,,,,,,
278,PT04M09.00S,2022-01-12T01:57:37.7Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1628367,93.64323258869908,50.73529411764706,1610612765,50,41,2022-01-12T01:57:51Z,2750000,4.0,7.0,1,right,J. Jackson cutting DUNK (9 PTS) (K. Hayes 4 AST),"[1628367, 1630165]",1610612765.0,DET,cutting,,,Jackson,J. Jackson,,,,,,0.82,Made,9.0,K. Hayes,1630165.0,4.0,,,,,,,,,,,,,,
280,PT04M09.00S,2022-01-12T01:57:43.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,50,41,2022-01-12T01:57:43Z,2770000,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,PT04M09.00S,2022-01-12T02:00:08.2Z,2,REGULAR,substitution,out,[],1628035,,,1610612741,50,41,2022-01-12T02:00:32Z,2780000,,,0,,SUB out: A. McKinnie,[1628035],1610612741.0,CHI,,,,McKinnie,A. McKinnie,,,,,,,,,,,,,,,,,,,,,,,,,
282,PT04M09.00S,2022-01-12T02:00:08.2Z,2,REGULAR,substitution,in,[],201942,,,1610612741,50,41,2022-01-12T02:00:32Z,2790000,,,0,,SUB in: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,
283,PT03M56.00S,2022-01-12T02:00:50.8Z,2,REGULAR,3pt,Jump Shot,[],203897,31.882391590013142,56.372549019607845,1610612741,53,41,2022-01-12T02:00:55Z,2800000,-32.0,247.0,1,left,Z. LaVine 24' 3PT  (8 PTS) (D. DeRozan 4 AST),"[203897, 201942]",1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,24.92,Made,8.0,D. DeRozan,201942.0,4.0,,,,,,,,,,,,,,
285,PT03M37.00S,2022-01-12T02:01:10.0Z,2,REGULAR,2pt,Jump Shot,[],1628367,92.9862023653088,71.32352941176471,1610612765,53,41,2022-01-12T02:01:18Z,2820000,107.0,13.0,1,right,MISS J. Jackson 10' driving bank Shot,[1628367],1610612765.0,DET,driving bank,,,Jackson,J. Jackson,,,,,,10.74,Missed,,,,,,,,,,,,,,,,,,
286,PT03M35.00S,2022-01-12T02:01:12.0Z,2,REGULAR,rebound,defensive,[],201942,,,1610612741,53,41,2022-01-12T02:01:18Z,2830000,,,0,,D. DeRozan REBOUND (Off:0 Def:6),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,285.0,6.0,6.0,0.0,,,,,,,,,,
287,PT03M27.00S,2022-01-12T02:01:19.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202696,7.30946123521682,49.754901960784316,1610612741,55,41,2022-01-12T02:01:26Z,2840000,1.0,16.0,1,left,N. Vucevic driving Layup (6 PTS) (Z. LaVine 5 AST),"[202696, 203897]",1610612741.0,CHI,driving,,,Vucevic,N. Vucevic,,,,,,1.62,Made,6.0,Z. LaVine,203897.0,5.0,,,,,,,,,,,,,,
289,PT03M13.00S,2022-01-12T02:01:33.9Z,2,REGULAR,3pt,Jump Shot,[],1630180,95.3515111695138,3.9215686274509802,1610612765,55,44,2022-01-12T02:01:38Z,2860000,-230.0,-9.0,1,right,S. Bey 3PT  (6 PTS) (K. Hayes 5 AST),"[1630180, 1630165]",1610612765.0,DET,,,,Bey,S. Bey,,,,,,23.06,Made,6.0,K. Hayes,1630165.0,5.0,,,,,,,,,,,,,,
291,PT03M02.00S,2022-01-12T02:01:45.2Z,2,REGULAR,turnover,bad pass,[],203897,,,1610612741,55,44,2022-01-12T02:01:50Z,2880000,,,0,,Z. LaVine bad pass TURNOVER (1 TO),"[203897, 1628977]",1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,1.0,Diallo,1628977.0,,,
292,PT03M02.00S,2022-01-12T02:01:45.2Z,2,REGULAR,steal,,[],1628977,,,1610612765,55,44,2022-01-12T02:01:46Z,2890000,,,0,,H. Diallo STEAL (2 STL),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT02M54.00S,2022-01-12T02:01:52.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630191,67.62483574244416,51.225490196078425,1610612765,55,44,2022-01-12T02:01:58Z,2900000,6.0,252.0,1,right,MISS I. Stewart 25' 3PT,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,25.19,Missed,,,,,,,,,,,,,,,,,,
294,PT02M51.00S,2022-01-12T02:01:55.5Z,2,REGULAR,rebound,defensive,[],1628366,,,1610612741,55,44,2022-01-12T02:01:58Z,2910000,,,0,,L. Ball REBOUND (Off:0 Def:4),[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,,,293.0,4.0,4.0,0.0,,,,,,,,,,
295,PT02M38.00S,2022-01-12T02:02:08.4Z,2,REGULAR,3pt,Jump Shot,[],203897,27.151773981603156,19.852941176470587,1610612741,55,44,2022-01-12T02:02:15Z,2920000,151.0,203.0,1,left,MISS Z. LaVine 25' 3PT,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,25.26,Missed,,,,,,,,,,,,,,,,,,
296,PT02M35.00S,2022-01-12T02:02:11.4Z,2,REGULAR,rebound,defensive,[],1628977,,,1610612765,55,44,2022-01-12T02:02:15Z,2930000,,,0,,H. Diallo REBOUND (Off:0 Def:4),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,295.0,4.0,4.0,0.0,,,,,,,,,,
297,PT02M27.00S,2022-01-12T02:02:20.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628977,94.56307490144546,52.94117647058824,1610612765,55,44,2022-01-12T02:02:26Z,2940000,15.0,-1.0,1,right,MISS H. Diallo driving Layup,[1628977],1610612765.0,DET,driving,,,Diallo,H. Diallo,,,,,,1.48,Missed,,,,,,,,,,,,,,,,,,
298,PT02M25.00S,2022-01-12T02:02:22.1Z,2,REGULAR,rebound,defensive,[],201942,,,1610612741,55,44,2022-01-12T02:02:26Z,2950000,,,0,,D. DeRozan REBOUND (Off:0 Def:7),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,297.0,7.0,7.0,0.0,,,,,,,,,,
299,PT02M17.00S,2022-01-12T02:02:29.6Z,2,REGULAR,3pt,Jump Shot,[],1628366,5.469776609724048,5.392156862745098,1610612741,58,44,2022-01-12T02:02:37Z,2960000,223.0,-1.0,1,left,L. Ball 3PT  (7 PTS) (N. Vucevic 3 AST),"[1628366, 202696]",1610612741.0,CHI,,,,Ball,L. Ball,,,,,,22.3,Made,7.0,N. Vucevic,202696.0,3.0,,,,,,,,,,,,,,
301,PT02M03.00S,2022-01-12T02:02:43.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630165,89.43823915900131,40.68627450980392,1610612765,58,46,2022-01-12T02:02:48Z,2980000,-47.0,47.0,1,right,K. Hayes 6' driving floating Jump Shot (4 PTS),[1630165],1610612765.0,DET,driving floating,,,Hayes,K. Hayes,,,,,,6.6,Made,4.0,,,,,,,,,,,,,,,,,
302,PT02M02.00S,2022-01-12T02:02:54.0Z,2,REGULAR,foul,technical,"['inpenalty', '1freethrow']",202696,,,1610612741,58,46,2022-01-12T02:03:11Z,2990000,,,0,,N. Vucevic technical FOUL (1 Tech),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,101283.0,,,,,,,,,,,1.0,1.0,,,,,,,,
303,PT02M02.00S,2022-01-12T02:03:11.7Z,2,REGULAR,freethrow,1 of 1,[],1630180,,,1610612741,58,46,2022-01-12T02:03:11Z,3000000,,,0,,MISS S. Bey technical Free Throw 1 of 1,[1630180],1610612765.0,DET,technical,,,Bey,S. Bey,,,,,,,Missed,,,,,,,,,,,,,,,,,,
304,PT02M02.00S,2022-01-12T02:03:11.7Z,2,REGULAR,rebound,defensive,"['deadball', 'team']",0,,,1610612741,58,46,2022-01-12T02:03:11Z,3010000,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,303.0,,,,,,,,,,,,,
305,PT02M02.00S,2022-01-12T02:03:12.8Z,2,REGULAR,substitution,out,[],1628367,,,1610612741,58,46,2022-01-12T02:03:16Z,3020000,,,0,,SUB out: J. Jackson,[1628367],1610612765.0,DET,,,,Jackson,J. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT02M02.00S,2022-01-12T02:03:12.8Z,2,REGULAR,substitution,in,[],1630199,,,1610612741,58,46,2022-01-12T02:03:16Z,3030000,,,0,,SUB in: C. Stanley,[1630199],1610612765.0,DET,,,,Stanley,C. Stanley,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT01M50.00S,2022-01-12T02:03:48.4Z,2,REGULAR,foul,personal,[],1628977,,,1610612741,58,46,2022-01-12T02:04:03Z,3050000,,,0,,H. Diallo personal FOUL (2 PF),"[1628977, 201942]",1610612765.0,DET,,,,Diallo,H. Diallo,,,,,1193.0,,,,,,,,,,,2.0,0.0,DeRozan,201942.0,,,,,,
310,PT01M45.00S,2022-01-12T02:04:06.6Z,2,REGULAR,3pt,Jump Shot,[],1629632,26.757555847568987,19.362745098039216,1610612741,58,46,2022-01-12T02:04:13Z,3070000,153.0,199.0,1,left,MISS C. White 25' 3PT,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,25.11,Missed,,,,,,,,,,,,,,,,,,
311,PT01M41.00S,2022-01-12T02:04:10.6Z,2,REGULAR,rebound,defensive,[],1628977,,,1610612765,58,46,2022-01-12T02:04:13Z,3080000,,,0,,H. Diallo REBOUND (Off:0 Def:5),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,310.0,5.0,5.0,0.0,,,,,,,,,,
312,PT01M31.00S,2022-01-12T02:04:25.6Z,2,REGULAR,violation,kicked ball,[],203897,,,1610612765,58,46,2022-01-12T02:04:32Z,3090000,,,0,,Z. LaVine kicked ball VIOLATION,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,1193.0,,,,,,,,,,,,,,,,,,,,
313,PT01M23.00S,2022-01-12T02:04:47.7Z,2,REGULAR,3pt,Jump Shot,[],1628977,96.40275952693824,96.32352941176471,1610612765,58,49,2022-01-12T02:04:53Z,3100000,232.0,-19.0,1,right,H. Diallo 3PT  (7 PTS) (S. Bey 2 AST),"[1628977, 1630180]",1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,23.24,Made,7.0,S. Bey,1630180.0,2.0,,,,,,,,,,,,,,
315,PT01M03.00S,2022-01-12T02:05:10.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628977,,,1610612741,58,49,2022-01-12T02:05:17Z,3120000,,,0,,H. Diallo shooting personal FOUL (3 PF) (DeRozan 2 FT),"[1628977, 201942]",1610612765.0,DET,shooting,,,Diallo,H. Diallo,,,,,1193.0,,,,,,,,,,,3.0,0.0,DeRozan,201942.0,,,,,,
317,PT01M03.00S,2022-01-12T02:05:35.8Z,2,REGULAR,freethrow,1 of 2,[],201942,,,1610612741,59,49,2022-01-12T02:05:35Z,3140000,,,0,,D. DeRozan Free Throw 1 of 2 (14 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
318,PT01M03.00S,2022-01-12T02:05:36.5Z,2,REGULAR,substitution,out,[],1628366,,,1610612741,59,49,2022-01-12T02:05:41Z,3150000,,,0,,SUB out: L. Ball,[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT01M03.00S,2022-01-12T02:05:36.5Z,2,REGULAR,substitution,in,[],1630245,,,1610612741,59,49,2022-01-12T02:05:41Z,3160000,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT01M03.00S,2022-01-12T02:05:44.0Z,2,REGULAR,substitution,out,[],1628977,,,1610612741,59,49,2022-01-12T02:05:48Z,3170000,,,0,,SUB out: H. Diallo,[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT01M03.00S,2022-01-12T02:05:44.0Z,2,REGULAR,substitution,in,[],1628367,,,1610612741,59,49,2022-01-12T02:05:48Z,3180000,,,0,,SUB in: J. Jackson,[1628367],1610612765.0,DET,,,,Jackson,J. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT01M03.00S,2022-01-12T02:05:35.8Z,2,REGULAR,freethrow,2 of 2,[],201942,,,1610612741,59,49,2022-01-12T02:09:41Z,3190000,,,0,,MISS D. DeRozan Free Throw 2 of 2,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,Missed,,,,,,,,,,,,,,,,,,
340,PT01M03.00S,2022-01-12T02:05:35.8Z,2,REGULAR,rebound,defensive,[],1630191,,,1610612765,59,49,2022-01-12T02:09:41Z,3195000,,,0,,I. Stewart REBOUND (Off:4 Def:2),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,322.0,6.0,2.0,4.0,,,,,,,,,,
323,PT00M42.60S,2022-01-12T02:06:31.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630199,91.93495400788436,49.754901960784316,1610612765,59,49,2022-01-12T02:08:18Z,3200000,-1.0,23.0,1,right,MISS C. Stanley driving Layup,[1630199],1610612765.0,DET,driving,,,Stanley,C. Stanley,,,,,,2.33,Missed,,,,,,,,,,,,,,,,,,
324,PT00M42.60S,2022-01-12T02:06:34.1Z,2,REGULAR,rebound,defensive,[],201942,,,1610612741,59,49,2022-01-12T02:06:34Z,3210000,,,0,,D. DeRozan REBOUND (Off:0 Def:8),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,323.0,8.0,8.0,0.0,,,,,,,,,,
325,PT00M42.60S,2022-01-12T02:06:40.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630180,,,1610612741,59,49,2022-01-12T02:06:49Z,3220000,,,0,,S. Bey shooting personal FOUL (1 PF) (White 2 FT),"[1630180, 1629632]",1610612765.0,DET,shooting,,,Bey,S. Bey,,,,,1628172.0,,,,,,,,,,,1.0,0.0,White,1629632.0,,,,,,
327,PT00M42.60S,2022-01-12T02:06:50.5Z,2,REGULAR,freethrow,1 of 2,[],1629632,,,1610612741,60,49,2022-01-12T02:06:50Z,3240000,,,0,,C. White Free Throw 1 of 2 (8 PTS),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
328,PT00M42.60S,2022-01-12T02:07:00.7Z,2,REGULAR,freethrow,2 of 2,[],1629632,,,1610612741,61,49,2022-01-12T02:07:00Z,3250000,,,0,,C. White Free Throw 2 of 2 (9 PTS),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
329,PT00M29.80S,2022-01-12T02:07:15.3Z,2,REGULAR,3pt,Jump Shot,[],1630199,86.5473061760841,96.07843137254902,1610612765,61,49,2022-01-12T02:07:27Z,3260000,230.0,74.0,1,right,MISS C. Stanley 24' 3PT,[1630199],1610612765.0,DET,,,,Stanley,C. Stanley,,,,,,24.2,Missed,,,,,,,,,,,,,,,,,,
330,PT00M24.50S,2022-01-12T02:07:20.5Z,2,REGULAR,rebound,defensive,[],203897,,,1610612741,61,49,2022-01-12T02:07:20Z,3270000,,,0,,Z. LaVine REBOUND (Off:0 Def:5),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,329.0,5.0,5.0,0.0,,,,,,,,,,
331,PT00M04.10S,2022-01-12T02:07:40.9Z,2,REGULAR,turnover,lost ball,[],201942,,,1610612741,61,49,2022-01-12T02:08:07Z,3280000,,,0,,D. DeRozan lost ball TURNOVER (2 TO),"[201942, 1628367]",1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,2.0,Jackson,1628367.0,,,
332,PT00M04.10S,2022-01-12T02:07:40.9Z,2,REGULAR,steal,,[],1628367,,,1610612765,61,49,2022-01-12T02:07:44Z,3290000,,,0,,J. Jackson STEAL (2 STL),[1628367],1610612765.0,DET,,,,Jackson,J. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT00M00.40S,2022-01-12T02:07:52.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203897,,,1610612765,61,49,2022-01-12T02:08:01Z,3300000,,,0,,Z. LaVine shooting personal FOUL (1 PF) (Bey 2 FT),"[203897, 1630180]",1610612741.0,CHI,shooting,,,LaVine,Z. LaVine,,,,,1628172.0,,,,,,,,,,,1.0,0.0,Bey,1630180.0,,,,,,
335,PT00M00.40S,2022-01-12T02:08:28.4Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1630180,,,1610612765,61,50,2022-01-12T02:08:28Z,3320000,,,0,,S. Bey Free Throw 1 of 2 (7 PTS),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
336,PT00M00.40S,2022-01-12T02:08:28.4Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1630180,,,1610612765,61,50,2022-01-12T02:09:12Z,3330000,,,0,,MISS S. Bey Free Throw 2 of 2,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,Missed,,,,,,,,,,,,,,,,,,
337,PT00M00.40S,2022-01-12T02:08:28.4Z,2,REGULAR,rebound,offensive,[],1628367,,,1610612765,61,50,2022-01-12T02:09:12Z,3340000,,,0,,J. Jackson REBOUND (Off:2 Def:0),[1628367],1610612765.0,DET,,,,Jackson,J. Jackson,,,,,,,,,,,,336.0,2.0,0.0,2.0,,,,,,,,,,
338,PT00M00.00S,2022-01-12T02:09:14.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628367,93.64323258869908,48.03921568627451,1610612765,61,52,2022-01-12T02:09:32Z,3350000,-10.0,7.0,1,right,J. Jackson tip Layup (11 PTS),[1628367],1610612765.0,DET,tip,,,Jackson,J. Jackson,,,,,,1.22,Made,11.0,,,,,,,,,,,,,,,,,
339,PT00M00.00S,2022-01-12T02:09:21.5Z,2,REGULAR,period,end,[],0,,,1610612741,61,52,2022-01-12T02:09:21Z,3360000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT12M00.00S,2022-01-12T02:23:27.9Z,3,REGULAR,substitution,out,['startperiod'],1629632,,,1610612741,61,52,2022-01-12T02:23:50Z,3370000,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT12M00.00S,2022-01-12T02:23:27.9Z,3,REGULAR,substitution,out,['startperiod'],1630245,,,1610612741,61,52,2022-01-12T02:23:50Z,3380000,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT12M00.00S,2022-01-12T02:23:27.9Z,3,REGULAR,substitution,out,['startperiod'],1630199,,,1610612741,61,52,2022-01-12T02:23:50Z,3390000,,,0,,SUB out: C. Stanley,[1630199],1610612765.0,DET,,,,Stanley,C. Stanley,,,,,,,,,,,,,,,,,,,,,,,,,
344,PT12M00.00S,2022-01-12T02:23:27.9Z,3,REGULAR,substitution,out,['startperiod'],1628367,,,1610612741,61,52,2022-01-12T02:23:50Z,3400000,,,0,,SUB out: J. Jackson,[1628367],1610612765.0,DET,,,,Jackson,J. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
345,PT12M00.00S,2022-01-12T02:23:27.9Z,3,REGULAR,substitution,in,['startperiod'],1628366,,,1610612741,61,52,2022-01-12T02:23:50Z,3410000,,,0,,SUB in: L. Ball,[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
346,PT12M00.00S,2022-01-12T02:23:27.9Z,3,REGULAR,substitution,in,['startperiod'],1627884,,,1610612741,61,52,2022-01-12T02:23:50Z,3420000,,,0,,SUB in: D. Jones Jr.,[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
347,PT12M00.00S,2022-01-12T02:23:27.9Z,3,REGULAR,substitution,in,['startperiod'],1628977,,,1610612741,61,52,2022-01-12T02:23:50Z,3430000,,,0,,SUB in: H. Diallo,[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT12M00.00S,2022-01-12T02:23:27.9Z,3,REGULAR,substitution,in,['startperiod'],1630595,,,1610612741,61,52,2022-01-12T02:23:50Z,3440000,,,0,,SUB in: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,
349,PT12M00.00S,2022-01-12T02:23:54.5Z,3,REGULAR,period,start,[],0,,,1610612765,61,52,2022-01-12T02:23:54Z,3450000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,PT11M45.00S,2022-01-12T02:24:09.0Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1630180,10.068988173455978,49.01960784313725,1610612765,61,52,2022-01-12T02:24:15Z,3460000,5.0,42.0,1,left,MISS S. Bey turnaround Hook,[1630180],1610612765.0,DET,turnaround,,,Bey,S. Bey,,,,,,4.24,Missed,,,,,,,,,,,,,,,,,,
351,PT11M42.00S,2022-01-12T02:24:12.0Z,3,REGULAR,rebound,defensive,[],202696,,,1610612741,61,52,2022-01-12T02:27:02Z,3470000,,,0,,N. Vucevic REBOUND (Off:1 Def:3),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,350.0,4.0,3.0,1.0,,,,,,,,,,
352,PT11M35.00S,2022-01-12T02:24:18.3Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203897,94.03745072273325,52.94117647058824,1610612741,61,52,2022-01-12T02:24:24Z,3480000,15.0,4.0,1,right,MISS Z. LaVine alley-oop DUNK,[203897],1610612741.0,CHI,alley-oop,,,LaVine,Z. LaVine,,,,,,1.51,Missed,,,,,,,,,,,,,,,,,,
353,PT11M32.00S,2022-01-12T02:24:21.3Z,3,REGULAR,rebound,defensive,[],1630595,,,1610612765,61,52,2022-01-12T02:24:24Z,3490000,,,0,,C. Cunningham REBOUND (Off:0 Def:6),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,352.0,6.0,6.0,0.0,,,,,,,,,,
354,PT11M29.00S,2022-01-12T02:24:24.3Z,3,REGULAR,turnover,bad pass,[],1630165,,,1610612765,61,52,2022-01-12T02:24:29Z,3500000,,,0,,K. Hayes bad pass TURNOVER (2 TO),"[1630165, 1628366]",1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,2.0,Ball,1628366.0,,,
355,PT11M29.00S,2022-01-12T02:24:24.3Z,3,REGULAR,steal,,[],1628366,,,1610612741,61,52,2022-01-12T02:24:26Z,3510000,,,0,,L. Ball STEAL (2 STL),[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
356,PT11M27.00S,2022-01-12T02:24:29.7Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203897,94.30026281208936,47.05882352941176,1610612741,61,52,2022-01-12T02:28:21Z,3520000,-15.0,1.0,1,right,MISS Z. LaVine running Layup,[203897],1610612741.0,CHI,running,,,LaVine,Z. LaVine,,,,,,1.47,Missed,,,,,,,,,,,,,,,,,,
357,PT11M26.00S,2022-01-12T02:24:30.7Z,3,REGULAR,rebound,offensive,[],1628366,,,1610612741,61,52,2022-01-12T02:28:21Z,3530000,,,0,,L. Ball REBOUND (Off:1 Def:4),[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,,,356.0,5.0,4.0,1.0,,,,,,,,,,
358,PT11M25.00S,2022-01-12T02:24:33.6Z,3,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint', 'fromturnover']",1628366,94.40999984741211,50.0,1610612741,63,52,2022-01-12T02:28:33Z,3540000,0.0,0.0,1,right,L. Ball tip Layup (9 PTS),[1628366],1610612741.0,CHI,tip,,,Ball,L. Ball,,,,,,0.0,Made,9.0,,,,,,,,,,,,,,,,,
