actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
182,PT11M25.00S,2022-01-08T01:38:55.8Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612741,39,32,2022-01-08T01:39:03Z,1810000,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,181.0,,,,,,,,,,,,,,,,,,
190,PT11M25.00S,2022-01-08T01:38:58.2Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612741,39,32,2022-01-08T01:40:13Z,1815000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT11M25.00S,2022-01-08T01:39:01.7Z,2,REGULAR,substitution,out,[],1628972,,,1610612741,39,32,2022-01-08T01:39:11Z,1820000,,,0,,SUB out: T. Brown Jr.,[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT11M25.00S,2022-01-08T01:39:01.7Z,2,REGULAR,substitution,in,[],1628366,,,1610612741,39,32,2022-01-08T01:39:11Z,1830000,,,0,,SUB in: L. Ball,[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT11M12.00S,2022-01-08T01:39:28.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201942,5.601182654402102,53.18627450980392,1610612741,39,32,2022-01-08T01:39:40Z,1840000,-16.0,0.0,1,left,MISS D. DeRozan driving Layup,[201942],1610612741.0,CHI,driving,,,DeRozan,D. DeRozan,,,,,1.59,Missed,,,,,,,,,,,,,,,,,,,
186,PT11M10.00S,2022-01-08T01:39:30.7Z,2,REGULAR,rebound,offensive,[],201942,,,1610612741,39,32,2022-01-08T01:39:40Z,1850000,,,0,,D. DeRozan REBOUND (Off:2 Def:0),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,185.0,2.0,0.0,2.0,,,,,,,,,,,,,,,
187,PT11M05.00S,2022-01-08T01:39:32.7Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],201942,7.440867279894875,30.637254901960787,1610612741,41,32,2022-01-08T01:40:18Z,1860000,97.0,17.0,1,left,D. DeRozan 9' fadeaway Jump Shot (6 PTS),[201942],1610612741.0,CHI,fadeaway,,,DeRozan,D. DeRozan,,,,,9.84,Made,,,,,,,,,,6.0,,,,,,,,,
188,PT10M41.00S,2022-01-08T01:39:57.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202328,89.96386333771353,44.36274509803921,1610612764,41,32,2022-01-08T01:40:17Z,1870000,-28.0,42.0,1,right,MISS G. Monroe driving Layup,[202328],1610612764.0,WAS,driving,,,Monroe,G. Monroe,,,,,5.04,Missed,,,,,,,,,,,,,,,,,,,
189,PT10M38.00S,2022-01-08T01:40:00.3Z,2,REGULAR,rebound,defensive,[],1628366,,,1610612741,41,32,2022-01-08T01:40:00Z,1880000,,,0,,L. Ball REBOUND (Off:0 Def:2),[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,188.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
191,PT10M34.00S,2022-01-08T01:40:03.7Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630245,9.017739816031538,4.166666666666666,1610612741,44,32,2022-01-08T01:40:21Z,1890000,229.0,32.0,1,left,A. Dosunmu 3PT  (6 PTS) (C. White 2 AST),"[1630245, 1629632]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,23.15,Made,,,,,,,,,,6.0,,C. White,1629632.0,2.0,,,,,
193,PT10M19.00S,2022-01-08T01:40:19.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630557,93.9060446780552,48.529411764705884,1610612764,44,34,2022-01-08T01:40:38Z,1910000,-7.0,5.0,1,right,C. Kispert cutting Layup (7 PTS) (A. Holiday 1 AST),"[1630557, 1628988]",1610612764.0,WAS,cutting,,,Kispert,C. Kispert,,,,,0.88,Made,,,,,,,,,,7.0,,A. Holiday,1628988.0,1.0,,,,,
195,PT10M04.00S,2022-01-08T01:40:36.3Z,2,REGULAR,foul,personal,['2freethrow'],1628398,,,1610612741,44,34,2022-01-08T01:40:44Z,1930000,,,0,,K. Kuzma shooting personal FOUL (2 PF) (DeRozan 2 FT),"[1628398, 201942]",1610612764.0,WAS,shooting,,,Kuzma,K. Kuzma,,,,,,,,,,,1627519.0,2.0,0.0,DeRozan,201942.0,,,,,,,,,,
197,PT10M04.00S,2022-01-08T01:41:08.6Z,2,REGULAR,freethrow,1 of 2,[],201942,,,1610612741,45,34,2022-01-08T01:41:08Z,1950000,,,0,,D. DeRozan Free Throw 1 of 2 (7 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,Made,,,,,,,,,,7.0,,,,,,,,,
198,PT10M04.00S,2022-01-08T01:41:28.9Z,2,REGULAR,freethrow,2 of 2,[],201942,,,1610612741,46,34,2022-01-08T01:41:28Z,1960000,,,0,,D. DeRozan Free Throw 2 of 2 (8 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,Made,,,,,,,,,,8.0,,,,,,,,,
199,PT09M56.00S,2022-01-08T01:41:41.4Z,2,REGULAR,foul,personal,[],1630245,,,1610612764,46,34,2022-01-08T01:42:31Z,1970000,,,0,,A. Dosunmu personal FOUL (1 PF),"[1630245, 203915]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,202058.0,1.0,0.0,Dinwiddie,203915.0,,,,,,,,,,
201,PT09M48.00S,2022-01-08T01:42:06.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203915,93.24901445466492,54.90196078431373,1610612764,46,36,2022-01-08T01:42:39Z,1990000,25.0,11.0,1,right,S. Dinwiddie driving floating Jump Shot (2 PTS),[203915],1610612764.0,WAS,driving floating,,,Dinwiddie,S. Dinwiddie,,,,,2.69,Made,,,,,,,,,,2.0,,,,,,,,,
202,PT09M33.00S,2022-01-08T01:42:21.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628396,5.863994743758213,47.30392156862745,1610612741,48,36,2022-01-08T01:42:35Z,2000000,13.0,3.0,1,left,T. Bradley driving Layup (4 PTS) (L. Ball 2 AST),"[1628396, 1628366]",1610612741.0,CHI,driving,,,Bradley,T. Bradley,,,,,1.37,Made,,,,,,,,,,4.0,,L. Ball,1628366.0,2.0,,,,,
204,PT09M20.00S,2022-01-08T01:42:33.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203915,86.15308804204993,48.77450980392157,1610612764,48,36,2022-01-08T01:42:39Z,2020000,-6.0,78.0,1,right,MISS S. Dinwiddie 7' driving floating Shot,[203915],1610612764.0,WAS,driving floating,,,Dinwiddie,S. Dinwiddie,,,,,7.79,Missed,,,,,,,,,,,,,,,,,,,
205,PT09M20.00S,2022-01-08T01:42:33.7Z,2,REGULAR,rebound,offensive,[],203915,,,1610612764,48,36,2022-01-08T01:42:39Z,2030000,,,0,,S. Dinwiddie REBOUND (Off:1 Def:0),[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,,204.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
206,PT09M18.00S,2022-01-08T01:42:36.4Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203915,94.40999984741211,50.0,1610612764,48,36,2022-01-08T01:42:44Z,2040000,0.0,0.0,1,right,MISS S. Dinwiddie tip Layup,[203915],1610612764.0,WAS,tip,,,Dinwiddie,S. Dinwiddie,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
207,PT09M18.00S,2022-01-08T01:42:36.4Z,2,REGULAR,rebound,offensive,[],202328,,,1610612764,48,36,2022-01-08T01:42:44Z,2050000,,,0,,G. Monroe REBOUND (Off:1 Def:0),[202328],1610612764.0,WAS,,,,Monroe,G. Monroe,,,,,,,206.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
208,PT09M13.00S,2022-01-08T01:42:41.4Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",202328,94.40999984741211,50.0,1610612764,48,36,2022-01-08T01:42:53Z,2060000,0.0,0.0,1,right,MISS G. Monroe putback Layup - blocked,"[202328, 1628396]",1610612764.0,WAS,putback,,,Monroe,G. Monroe,,,,,0.0,Missed,,,,,,,,,,,,,,,,,Bradley,1628396.0,
209,PT09M13.00S,2022-01-08T01:42:41.4Z,2,REGULAR,block,,[],1628396,,,1610612764,48,36,2022-01-08T01:42:45Z,2070000,,,0,,T. Bradley BLOCK (1 BLK),[1628396],1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT09M13.00S,2022-01-08T01:42:41.4Z,2,REGULAR,rebound,offensive,[],202328,,,1610612764,48,36,2022-01-08T01:42:53Z,2080000,,,0,,G. Monroe REBOUND (Off:2 Def:0),[202328],1610612764.0,WAS,,,,Monroe,G. Monroe,,,,,,,208.0,2.0,0.0,2.0,,,,,,,,,,,,,,,
211,PT09M07.00S,2022-01-08T01:42:46.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202328,94.40999984741211,50.0,1610612764,48,38,2022-01-08T01:42:46Z,2090000,0.0,0.0,1,right,G. Monroe putback Layup (2 PTS),[202328],1610612764.0,WAS,putback,,,Monroe,G. Monroe,,,,,0.0,Made,,,,,,,,,,2.0,,,,,,,,,
212,PT09M00.00S,2022-01-08T01:42:55.6Z,2,REGULAR,turnover,lost ball,[],1629632,,,1610612741,48,38,2022-01-08T01:43:00Z,2100000,,,0,,C. White lost ball TURNOVER (1 TO),"[1629632, 203915]",1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,1.0,,,,Dinwiddie,203915.0,,,
213,PT09M00.00S,2022-01-08T01:42:55.6Z,2,REGULAR,steal,,[],203915,,,1610612764,48,38,2022-01-08T01:44:47Z,2110000,,,0,,S. Dinwiddie STEAL (2 STL),[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT08M55.00S,2022-01-08T01:43:00.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628398,93.64323258869908,50.49019607843137,1610612764,48,40,2022-01-08T01:43:08Z,2120000,2.0,7.0,1,right,K. Kuzma driving Layup (8 PTS) (A. Holiday 2 AST),"[1628398, 1628988]",1610612764.0,WAS,driving,,,Kuzma,K. Kuzma,,,,,0.77,Made,,,,,,,,,,8.0,,A. Holiday,1628988.0,2.0,,,,,
216,PT08M31.00S,2022-01-08T01:43:23.4Z,2,REGULAR,3pt,Jump Shot,[],1628366,3.7614980289093296,97.54901960784314,1610612741,48,40,2022-01-08T01:43:28Z,2140000,-238.0,-17.0,1,left,MISS L. Ball 3PT,[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,23.83,Missed,,,,,,,,,,,,,,,,,,,
217,PT08M29.00S,2022-01-08T01:43:25.4Z,2,REGULAR,rebound,defensive,[],1628398,,,1610612764,48,40,2022-01-08T01:43:28Z,2150000,,,0,,K. Kuzma REBOUND (Off:0 Def:5),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,216.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
218,PT08M20.00S,2022-01-08T01:43:33.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628398,93.38042049934296,50.73529411764706,1610612764,48,42,2022-01-08T01:43:39Z,2160000,4.0,10.0,1,right,K. Kuzma driving Layup (10 PTS),[1628398],1610612764.0,WAS,driving,,,Kuzma,K. Kuzma,,,,,1.04,Made,,,,,,,,,,10.0,,,,,,,,,
219,PT08M14.00S,2022-01-08T01:43:47.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,48,42,2022-01-08T01:43:47Z,2170000,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT08M14.00S,2022-01-08T01:43:47.5Z,2,REGULAR,substitution,out,[],1628398,,,1610612741,48,42,2022-01-08T01:46:31Z,2180000,,,0,,SUB out: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT08M14.00S,2022-01-08T01:43:47.5Z,2,REGULAR,substitution,in,[],1630166,,,1610612741,48,42,2022-01-08T01:46:31Z,2190000,,,0,,SUB in: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT08M02.00S,2022-01-08T01:46:50.8Z,2,REGULAR,3pt,Jump Shot,[],201942,7.966491458607096,4.166666666666666,1610612741,48,42,2022-01-08T01:48:01Z,2200000,229.0,22.0,1,left,MISS D. DeRozan 3PT,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,23.03,Missed,,,,,,,,,,,,,,,,,,,
223,PT07M58.00S,2022-01-08T01:46:54.8Z,2,REGULAR,rebound,defensive,[],1630166,,,1610612764,48,42,2022-01-08T01:46:57Z,2210000,,,0,,D. Avdija REBOUND (Off:0 Def:1),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,222.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
224,PT07M50.00S,2022-01-08T01:47:06.5Z,2,REGULAR,foul,personal,['2freethrow'],1628366,,,1610612764,48,42,2022-01-08T01:47:11Z,2220000,,,0,,L. Ball shooting personal FOUL (1 PF) (Dinwiddie 2 FT),"[1628366, 203915]",1610612741.0,CHI,shooting,,,Ball,L. Ball,,,,,,,,,,,202058.0,1.0,0.0,Dinwiddie,203915.0,,,,,,,,,,
226,PT07M50.00S,2022-01-08T01:47:32.3Z,2,REGULAR,freethrow,1 of 2,[],203915,,,1610612764,48,43,2022-01-08T01:47:32Z,2240000,,,0,,S. Dinwiddie Free Throw 1 of 2 (3 PTS),[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,Made,,,,,,,,,,3.0,,,,,,,,,
227,PT07M50.00S,2022-01-08T01:47:33.2Z,2,REGULAR,substitution,out,[],201942,,,1610612764,48,43,2022-01-08T01:47:46Z,2250000,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT07M50.00S,2022-01-08T01:47:33.2Z,2,REGULAR,substitution,out,[],1628396,,,1610612764,48,43,2022-01-08T01:47:46Z,2260000,,,0,,SUB out: T. Bradley,[1628396],1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT07M50.00S,2022-01-08T01:47:33.2Z,2,REGULAR,substitution,out,[],1630557,,,1610612764,48,43,2022-01-08T01:47:46Z,2270000,,,0,,SUB out: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT07M50.00S,2022-01-08T01:47:33.2Z,2,REGULAR,substitution,in,[],203897,,,1610612764,48,43,2022-01-08T01:47:46Z,2280000,,,0,,SUB in: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT07M50.00S,2022-01-08T01:47:33.2Z,2,REGULAR,substitution,in,[],202696,,,1610612764,48,43,2022-01-08T01:47:46Z,2290000,,,0,,SUB in: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT07M50.00S,2022-01-08T01:47:33.2Z,2,REGULAR,substitution,in,[],203078,,,1610612764,48,43,2022-01-08T01:47:46Z,2300000,,,0,,SUB in: B. Beal,[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT07M50.00S,2022-01-08T01:48:02.9Z,2,REGULAR,freethrow,2 of 2,[],203915,,,1610612764,48,44,2022-01-08T01:48:02Z,2310000,,,0,,S. Dinwiddie Free Throw 2 of 2 (4 PTS),[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,Made,,,,,,,,,,4.0,,,,,,,,,
234,PT07M26.00S,2022-01-08T01:48:27.8Z,2,REGULAR,3pt,Jump Shot,[],203897,33.85348226018397,54.166666666666664,1610612741,48,44,2022-01-08T01:48:31Z,2320000,-21.0,266.0,1,left,MISS Z. LaVine 26' 3PT,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,26.65,Missed,,,,,,,,,,,,,,,,,,,
235,PT07M24.00S,2022-01-08T01:48:29.8Z,2,REGULAR,rebound,defensive,[],202328,,,1610612764,48,44,2022-01-08T01:48:31Z,2330000,,,0,,G. Monroe REBOUND (Off:2 Def:1),[202328],1610612764.0,WAS,,,,Monroe,G. Monroe,,,,,,,234.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
236,PT07M18.00S,2022-01-08T01:48:36.3Z,2,REGULAR,2pt,Jump Shot,[],1628988,92.37844940867281,28.50796568627451,1610612764,48,44,2022-01-08T01:50:09Z,2340000,-107.0,19.0,1,right,MISS A. Holiday 10' driving floating Shot,[1628988],1610612764.0,WAS,driving floating,,,Holiday,A. Holiday,,,,,10.92,Missed,,,,,,,,,,,,,,,,,,,
237,PT07M18.00S,2022-01-08T01:48:36.3Z,2,REGULAR,rebound,defensive,[],1630245,,,1610612741,48,44,2022-01-08T01:48:45Z,2350000,,,0,,A. Dosunmu REBOUND (Off:0 Def:1),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,236.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
238,PT07M09.00S,2022-01-08T01:48:53.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202696,5.732588699080158,51.470588235294116,1610612741,50,44,2022-01-08T01:50:35Z,2360000,-7.0,1.0,1,left,N. Vucevic driving Layup (4 PTS) (A. Dosunmu 2 AST),"[202696, 1630245]",1610612741.0,CHI,driving,,,Vucevic,N. Vucevic,,,,,0.75,Made,,,,,,,,,,4.0,,A. Dosunmu,1630245.0,2.0,,,,,
240,PT06M46.00S,2022-01-08T01:49:07.4Z,2,REGULAR,2pt,Jump Shot,[],203915,78.66294349540078,44.6078431372549,1610612764,50,46,2022-01-08T01:49:11Z,2380000,-27.0,148.0,1,right,S. Dinwiddie 15' pullup Jump Shot (6 PTS),[203915],1610612764.0,WAS,pullup,,,Dinwiddie,S. Dinwiddie,,,,,15.05,Made,,,,,,,,,,6.0,,,,,,,,,
241,PT06M38.00S,2022-01-08T01:49:15.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202696,13.222733245729303,50.73529411764706,1610612741,50,46,2022-01-08T01:49:25Z,2390000,-4.0,72.0,1,left,MISS N. Vucevic 7' Jump Shot,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,7.19,Missed,,,,,,,,,,,,,,,,,,,
242,PT06M36.00S,2022-01-08T01:49:17.5Z,2,REGULAR,rebound,defensive,[],1628988,,,1610612764,50,46,2022-01-08T01:49:25Z,2400000,,,0,,A. Holiday REBOUND (Off:0 Def:1),[1628988],1610612764.0,WAS,,,,Holiday,A. Holiday,,,,,,,241.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
243,PT06M32.00S,2022-01-08T01:49:31.7Z,2,REGULAR,foul,personal,['3freethrow'],1629632,,,1610612764,50,46,2022-01-08T01:49:40Z,2410000,,,0,,C. White shooting personal FOUL (1 PF) (Dinwiddie 3 FT),"[1629632, 203915]",1610612741.0,CHI,shooting,,,White,C. White,,,,,,,,,,,202058.0,1.0,0.0,Dinwiddie,203915.0,,,,,,,,,,
245,PT06M32.00S,2022-01-08T01:49:42.9Z,2,REGULAR,freethrow,1 of 3,[],203915,,,1610612764,50,47,2022-01-08T01:49:42Z,2430000,,,0,,S. Dinwiddie Free Throw 1 of 3 (7 PTS),[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,Made,,,,,,,,,,7.0,,,,,,,,,
246,PT06M32.00S,2022-01-08T01:49:42.9Z,2,REGULAR,freethrow,2 of 3,[],203915,,,1610612764,50,48,2022-01-08T01:51:26Z,2440000,,,0,,S. Dinwiddie Free Throw 2 of 3 (8 PTS),[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,Made,,,,,,,,,,8.0,,,,,,,,,
247,PT06M32.00S,2022-01-08T01:49:55.8Z,2,REGULAR,substitution,out,[],1629632,,,1610612764,50,48,2022-01-08T01:50:29Z,2450000,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT06M32.00S,2022-01-08T01:49:55.8Z,2,REGULAR,substitution,out,[],1628988,,,1610612764,50,48,2022-01-08T01:50:29Z,2460000,,,0,,SUB out: A. Holiday,[1628988],1610612764.0,WAS,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT06M32.00S,2022-01-08T01:49:55.8Z,2,REGULAR,substitution,in,[],1627884,,,1610612764,50,48,2022-01-08T01:50:29Z,2480000,,,0,,SUB in: D. Jones Jr.,[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT06M32.00S,2022-01-08T01:49:55.8Z,2,REGULAR,substitution,in,[],1629655,,,1610612764,50,48,2022-01-08T01:50:29Z,2490000,,,0,,SUB in: D. Gafford,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT06M32.00S,2022-01-08T01:49:55.8Z,2,REGULAR,substitution,in,[],203526,,,1610612764,50,48,2022-01-08T01:50:29Z,2500000,,,0,,SUB in: R. Neto,[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT06M32.00S,2022-01-08T01:49:55.8Z,2,REGULAR,substitution,out,[],202328,,,1610612764,50,48,2022-01-08T01:54:51Z,2509375,,,0,,SUB out: G. Monroe,[202328],1610612764.0,WAS,,,,Monroe,G. Monroe,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT06M32.00S,2022-01-08T01:49:42.9Z,2,REGULAR,freethrow,3 of 3,[],203915,,,1610612764,50,49,2022-01-08T01:51:26Z,2510000,,,0,,S. Dinwiddie Free Throw 3 of 3 (9 PTS),[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,Made,,,,,,,,,,9.0,,,,,,,,,
254,PT06M30.00S,2022-01-08T01:50:33.2Z,2,REGULAR,foul,personal,[],203526,,,1610612741,50,49,2022-01-08T01:52:03Z,2520000,,,0,,R. Neto take personal FOUL (1 PF),"[203526, 1628366]",1610612764.0,WAS,take,,,Neto,R. Neto,,,,,,,,,,,202007.0,1.0,0.0,Ball,1628366.0,,,,,,,,,,
269,PT06M30.00S,2022-01-08T01:50:37.9Z,2,REGULAR,substitution,out,[],203915,,,1610612741,50,49,2022-01-08T01:54:35Z,2535000,,,0,,SUB out: S. Dinwiddie,[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT06M30.00S,2022-01-08T01:50:37.9Z,2,REGULAR,substitution,in,[],203484,,,1610612741,50,49,2022-01-08T01:54:35Z,2537500,,,0,,SUB in: K. Caldwell-Pope,[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT06M21.00S,2022-01-08T01:50:42.6Z,2,REGULAR,2pt,Jump Shot,[],202696,19.530223390275953,75.24509803921569,1610612741,52,49,2022-01-08T01:50:47Z,2540000,-126.0,131.0,1,left,N. Vucevic 18' turnaround Jump Shot (6 PTS),[202696],1610612741.0,CHI,turnaround,,,Vucevic,N. Vucevic,,,,,18.2,Made,,,,,,,,,,6.0,,,,,,,,,
257,PT06M05.00S,2022-01-08T01:50:57.5Z,2,REGULAR,2pt,Jump Shot,[],203484,72.22404730617609,48.28431372549019,1610612764,52,49,2022-01-08T01:51:15Z,2550000,-9.0,209.0,1,right,MISS K. Caldwell-Pope 20' Jump Shot,[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,20.88,Missed,,,,,,,,,,,,,,,,,,,
258,PT06M01.00S,2022-01-08T01:51:01.6Z,2,REGULAR,rebound,defensive,[],1630245,,,1610612741,52,49,2022-01-08T01:51:01Z,2560000,,,0,,A. Dosunmu REBOUND (Off:0 Def:2),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,257.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
259,PT05M55.00S,2022-01-08T01:51:07.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203897,5.863994743758213,53.67647058823529,1610612741,54,49,2022-01-08T01:51:18Z,2570000,-18.0,3.0,1,left,Z. LaVine Layup (9 PTS) (A. Dosunmu 3 AST),"[203897, 1630245]",1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,1.86,Made,,,,,,,,,,9.0,,A. Dosunmu,1630245.0,3.0,,,,,
263,PT05M41.00S,2022-01-08T01:51:22.1Z,2,REGULAR,turnover,bad pass,[],1630166,,,1610612764,54,49,2022-01-08T01:51:30Z,2590000,,,0,,D. Avdija bad pass TURNOVER (2 TO),"[1630166, 202696]",1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,2.0,,,,Vucevic,202696.0,,,
264,PT05M41.00S,2022-01-08T01:51:22.1Z,2,REGULAR,steal,,[],202696,,,1610612741,54,49,2022-01-08T01:51:26Z,2600000,,,0,,N. Vucevic STEAL (4 STL),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT05M29.00S,2022-01-08T01:51:34.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630245,11.251642575558476,3.9215686274509802,1610612741,57,49,2022-01-08T01:51:38Z,2610000,230.0,53.0,1,left,A. Dosunmu 3PT  (9 PTS) (N. Vucevic 5 AST),"[1630245, 202696]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,23.65,Made,,,,,,,,,,9.0,,N. Vucevic,202696.0,5.0,,,,,
267,PT05M28.00S,2022-01-08T01:51:39.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,57,49,2022-01-08T01:51:39Z,2630000,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT05M13.00S,2022-01-08T01:54:56.2Z,2,REGULAR,turnover,bad pass,[],203078,,,1610612764,57,49,2022-01-08T01:54:59Z,2660000,,,0,,B. Beal bad pass TURNOVER (2 TO),"[203078, 1628366]",1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,2.0,,,,Ball,1628366.0,,,
