actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
20,PT10M37.00S,2022-01-08T01:13:00.0Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],201942,22.339027595269382,35.10263480392157,1610612741,4,0,2022-01-08T01:13:13Z,200000,74.0,157.0,1,left,D. DeRozan 17' pullup Jump Shot (2 PTS) (N. Vucevic 1 AST),"[201942, 202696]",1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,17.42,Made,,,,,,,,,,2.0,,N. Vucevic,202696.0,1.0,,,,,
22,PT10M25.00S,2022-01-08T01:13:13.2Z,1,REGULAR,2pt,Jump Shot,[],203078,77.61169513797634,44.11764705882353,1610612764,4,2,2022-01-08T01:13:19Z,220000,-29.0,158.0,1,right,B. Beal 16' Jump Shot (2 PTS) (S. Dinwiddie 1 AST),"[203078, 203915]",1610612764.0,WAS,,,,Beal,B. Beal,,,,,16.07,Made,,,,,,,,,,2.0,,S. Dinwiddie,203915.0,1.0,,,,,
24,PT10M12.00S,2022-01-08T01:13:25.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203897,5.995400788436268,53.18627450980392,1610612741,6,2,2022-01-08T01:14:47Z,240000,-16.0,4.0,1,left,Z. LaVine driving floating bank Jump Shot (2 PTS),[203897],1610612741.0,CHI,driving floating bank,,,LaVine,Z. LaVine,,,,,1.64,Made,,,,,,,,,,2.0,,,,,,,,,
25,PT09M54.00S,2022-01-08T01:13:43.6Z,1,REGULAR,turnover,bad pass,[],203915,,,1610612764,6,2,2022-01-08T01:13:47Z,250000,,,0,,S. Dinwiddie bad pass TURNOVER (1 TO),"[203915, 202696]",1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,1.0,,,,Vucevic,202696.0,,,
26,PT09M54.00S,2022-01-08T01:13:43.6Z,1,REGULAR,steal,,[],202696,,,1610612741,6,2,2022-01-08T01:13:45Z,260000,,,0,,N. Vucevic STEAL (1 STL),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,
27,PT09M49.00S,2022-01-08T01:13:49.0Z,1,REGULAR,turnover,bad pass,[],203897,,,1610612741,6,2,2022-01-08T01:13:52Z,270000,,,0,,Z. LaVine bad pass TURNOVER (1 TO),"[203897, 203078]",1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,1.0,,,,Beal,203078.0,,,
28,PT09M49.00S,2022-01-08T01:13:49.0Z,1,REGULAR,steal,,[],203078,,,1610612764,6,2,2022-01-08T01:13:50Z,280000,,,0,,B. Beal STEAL (1 STL),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,,
29,PT09M42.00S,2022-01-08T01:13:54.7Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629655,94.43166885676742,50.245098039215684,1610612764,6,4,2022-01-08T01:14:21Z,290000,1.0,0.0,1,right,D. Gafford alley-oop DUNK (2 PTS) (K. Kuzma 1 AST),"[1629655, 1628398]",1610612764.0,WAS,alley-oop,,,Gafford,D. Gafford,,,,,0.12,Made,,,,,,,,,,2.0,,K. Kuzma,1628398.0,1.0,,,,,
31,PT09M27.00S,2022-01-08T01:14:10.9Z,1,REGULAR,2pt,Jump Shot,[],201942,2.9730617608409986,14.950980392156863,1610612741,8,4,2022-01-08T01:14:17Z,310000,175.0,-25.0,1,left,D. DeRozan 17' Jump Shot (4 PTS) (D. Jones Jr. 1 AST),"[201942, 1627884]",1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,17.69,Made,,,,,,,,,,4.0,,D. Jones Jr.,1627884.0,1.0,,,,,
33,PT09M09.00S,2022-01-08T01:14:27.9Z,1,REGULAR,3pt,Jump Shot,[],203078,69.46452036793693,30.392156862745097,1610612764,8,7,2022-01-08T01:14:32Z,330000,-98.0,235.0,1,right,B. Beal 25' 3PT  (5 PTS),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,25.42,Made,,,,,,,,,,5.0,,,,,,,,,
34,PT08M58.00S,2022-01-08T01:14:39.4Z,1,REGULAR,3pt,Jump Shot,[],1628366,31.35676741130092,39.705882352941174,1610612741,11,7,2022-01-08T01:14:44Z,340000,51.0,242.0,1,left,L. Ball 24' 3PT  (3 PTS),[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,24.77,Made,,,,,,,,,,3.0,,,,,,,,,
35,PT08M45.00S,2022-01-08T01:14:52.0Z,1,REGULAR,3pt,Jump Shot,[],1628398,73.66951379763469,15.686274509803921,1610612764,11,7,2022-01-08T01:14:57Z,350000,-172.0,195.0,1,right,MISS K. Kuzma 25' 3PT,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,25.98,Missed,,,,,,,,,,,,,,,,,,,
36,PT08M43.00S,2022-01-08T01:14:54.0Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,11,7,2022-01-08T01:15:02Z,360000,,,0,,N. Vucevic REBOUND (Off:0 Def:2),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,35.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
37,PT08M34.00S,2022-01-08T01:15:03.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202696,13.222733245729303,50.49019607843137,1610612741,11,7,2022-01-08T01:15:09Z,370000,-2.0,72.0,1,left,MISS N. Vucevic 7' driving floating Shot,[202696],1610612741.0,CHI,driving floating,,,Vucevic,N. Vucevic,,,,,7.18,Missed,,,,,,,,,,,,,,,,,,,
38,PT08M32.00S,2022-01-08T01:15:04.8Z,1,REGULAR,rebound,offensive,[],202696,,,1610612741,11,7,2022-01-08T01:15:04Z,380000,,,0,,N. Vucevic REBOUND (Off:1 Def:2),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,37.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
39,PT08M31.00S,2022-01-08T01:15:06.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628366,4.5499342969776615,96.32352941176471,1610612741,11,7,2022-01-08T01:15:12Z,390000,-232.0,-10.0,1,left,MISS L. Ball 3PT,[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,23.18,Missed,,,,,,,,,,,,,,,,,,,
40,PT08M31.00S,2022-01-08T01:15:06.4Z,1,REGULAR,rebound,defensive,[],203078,,,1610612764,11,7,2022-01-08T01:15:12Z,400000,,,0,,B. Beal REBOUND (Off:0 Def:1),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,39.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
41,PT08M17.00S,2022-01-08T01:15:20.5Z,1,REGULAR,3pt,Jump Shot,[],203078,74.45795006570303,15.931372549019606,1610612764,11,10,2022-01-08T01:15:30Z,410000,-170.0,188.0,1,right,B. Beal 25' 3PT step back (8 PTS),[203078],1610612764.0,WAS,step back,,,Beal,B. Beal,,,,,25.34,Made,,,,,,,,,,8.0,,,,,,,,,
42,PT07M55.00S,2022-01-08T01:15:42.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,15.325229960578188,50.73529411764706,1610612741,11,10,2022-01-08T01:15:46Z,420000,-4.0,92.0,1,left,MISS D. DeRozan 9' driving floating Shot,[201942],1610612741.0,CHI,driving floating,,,DeRozan,D. DeRozan,,,,,9.17,Missed,,,,,,,,,,,,,,,,,,,
43,PT07M53.00S,2022-01-08T01:15:44.2Z,1,REGULAR,rebound,offensive,[],201942,,,1610612741,11,10,2022-01-08T01:15:44Z,430000,,,0,,D. DeRozan REBOUND (Off:1 Def:0),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,42.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
44,PT07M52.00S,2022-01-08T01:15:45.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627884,8.754927726675426,50.49019607843137,1610612741,11,10,2022-01-08T01:15:55Z,440000,-2.0,30.0,1,left,MISS D. Jones Jr. cutting Layup,[1627884],1610612741.0,CHI,cutting,,,Jones Jr.,D. Jones Jr.,,,,,2.99,Missed,,,,,,,,,,,,,,,,,,,
45,PT07M52.00S,2022-01-08T01:15:45.7Z,1,REGULAR,rebound,defensive,[],1629655,,,1610612764,11,10,2022-01-08T01:15:55Z,450000,,,0,,D. Gafford REBOUND (Off:0 Def:1),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,44.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
46,PT07M47.00S,2022-01-08T01:15:51.6Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1628398,94.43166885676742,50.98039215686274,1610612764,11,12,2022-01-08T01:16:20Z,460000,5.0,0.0,1,right,K. Kuzma driving DUNK (2 PTS) (B. Beal 1 AST),"[1628398, 203078]",1610612764.0,WAS,driving,,,Kuzma,K. Kuzma,,,,,0.49,Made,,,,,,,,,,2.0,,B. Beal,203078.0,1.0,,,,,
48,PT07M47.00S,2022-01-08T01:15:55.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,11,12,2022-01-08T01:15:55Z,480000,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,PT07M33.00S,2022-01-08T01:19:26.5Z,1,REGULAR,3pt,Jump Shot,[],203897,30.036547306176086,72.32689950980392,1610612741,11,12,2022-01-08T01:19:36Z,490000,-112.0,230.0,1,left,MISS Z. LaVine 25' step back 3PT,[203897],1610612741.0,CHI,step back,,,LaVine,Z. LaVine,,,,,25.55,Missed,,,,,,,,,,,,,,,,,,,
50,PT07M30.00S,2022-01-08T01:19:29.5Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612764,11,12,2022-01-08T01:19:36Z,500000,,,0,,K. Kuzma REBOUND (Off:0 Def:3),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,49.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
51,PT07M16.00S,2022-01-08T01:19:43.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629655,92.59198423127464,51.9607843137255,1610612764,11,14,2022-01-08T01:19:49Z,510000,10.0,17.0,1,right,D. Gafford cutting Layup (4 PTS) (B. Beal 2 AST),"[1629655, 203078]",1610612764.0,WAS,cutting,,,Gafford,D. Gafford,,,,,1.97,Made,,,,,,,,,,4.0,,B. Beal,203078.0,2.0,,,,,
53,PT06M58.00S,2022-01-08T01:20:00.4Z,1,REGULAR,3pt,Jump Shot,[],1628366,30.305519053876477,74.01960784313727,1610612741,14,14,2022-01-08T01:20:05Z,530000,-120.0,232.0,1,left,L. Ball 26' 3PT  (6 PTS) (N. Vucevic 2 AST),"[1628366, 202696]",1610612741.0,CHI,,,,Ball,L. Ball,,,,,26.16,Made,,,,,,,,,,6.0,,N. Vucevic,202696.0,2.0,,,,,
55,PT06M46.00S,2022-01-08T01:20:13.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628398,93.64323258869908,46.81372549019608,1610612764,14,14,2022-01-08T01:20:20Z,550000,-16.0,7.0,1,right,MISS K. Kuzma driving Layup,[1628398],1610612764.0,WAS,driving,,,Kuzma,K. Kuzma,,,,,1.75,Missed,,,,,,,,,,,,,,,,,,,
56,PT06M44.00S,2022-01-08T01:20:15.2Z,1,REGULAR,rebound,defensive,[],1628366,,,1610612741,14,14,2022-01-08T01:20:20Z,560000,,,0,,L. Ball REBOUND (Off:0 Def:1),[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,55.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
57,PT06M40.00S,2022-01-08T01:20:18.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203897,5.863994743758213,52.20588235294118,1610612741,16,14,2022-01-08T01:20:24Z,570000,-11.0,3.0,1,left,Z. LaVine driving reverse Layup (4 PTS) (L. Ball 1 AST),"[203897, 1628366]",1610612741.0,CHI,driving reverse,,,LaVine,Z. LaVine,,,,,1.13,Made,,,,,,,,,,4.0,,L. Ball,1628366.0,1.0,,,,,
59,PT06M26.00S,2022-01-08T01:20:32.3Z,1,REGULAR,2pt,Jump Shot,[],203484,77.66097240473061,45.978860294117645,1610612764,16,16,2022-01-08T01:20:38Z,590000,-20.0,157.0,1,right,K. Caldwell-Pope 15' pullup Jump Shot (2 PTS) (D. Gafford 1 AST),"[203484, 1629655]",1610612764.0,WAS,pullup,,,Caldwell-Pope,K. Caldwell-Pope,,,,,15.88,Made,,,,,,,,,,2.0,,D. Gafford,1629655.0,1.0,,,,,
60,PT06M16.00S,2022-01-08T01:20:43.3Z,1,REGULAR,turnover,bad pass,[],201942,,,1610612741,16,16,2022-01-08T01:20:48Z,600000,,,0,,D. DeRozan bad pass TURNOVER (1 TO),"[201942, 203915]",1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,1.0,,,,Dinwiddie,203915.0,,,
61,PT06M16.00S,2022-01-08T01:20:43.3Z,1,REGULAR,steal,,[],203915,,,1610612764,16,16,2022-01-08T01:20:45Z,610000,,,0,,S. Dinwiddie STEAL (1 STL),[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M11.00S,2022-01-08T01:20:48.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203078,93.77463863337714,51.225490196078425,1610612764,16,18,2022-01-08T01:20:54Z,620000,6.0,6.0,1,right,B. Beal driving finger roll Layup (10 PTS) (S. Dinwiddie 2 AST),"[203078, 203915]",1610612764.0,WAS,driving finger roll,,,Beal,B. Beal,,,,,0.86,Made,,,,,,,,,,10.0,,S. Dinwiddie,203915.0,2.0,,,,,
64,PT05M57.00S,2022-01-08T01:21:06.5Z,1,REGULAR,foul,offensive,[],1627884,,,1610612741,16,18,2022-01-08T01:21:15Z,640000,,,0,,D. Jones Jr. charge offensive FOUL (1 PF),"[1627884, 203078]",1610612741.0,CHI,charge,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,1627519.0,1.0,0.0,Beal,203078.0,,,,,,,,,,
66,PT05M57.00S,2022-01-08T01:21:06.5Z,1,REGULAR,turnover,offensive foul,[],1627884,,,1610612741,16,18,2022-01-08T01:21:06Z,660000,,,0,,D. Jones Jr. offensive foul TURNOVER (1 TO),[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,1627519.0,,,,,,1.0,,,,,,,,
68,PT05M57.00S,2022-01-08T01:21:13.1Z,1,REGULAR,substitution,out,[],1628366,,,1610612764,16,18,2022-01-08T01:21:54Z,670000,,,0,,SUB out: L. Ball,[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT05M57.00S,2022-01-08T01:21:13.1Z,1,REGULAR,substitution,out,[],201942,,,1610612764,16,18,2022-01-08T01:21:54Z,680000,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT05M57.00S,2022-01-08T01:21:13.1Z,1,REGULAR,substitution,out,[],1628398,,,1610612764,16,18,2022-01-08T01:21:54Z,690000,,,0,,SUB out: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT05M57.00S,2022-01-08T01:21:13.1Z,1,REGULAR,substitution,out,[],203915,,,1610612764,16,18,2022-01-08T01:21:54Z,700000,,,0,,SUB out: S. Dinwiddie,[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M57.00S,2022-01-08T01:21:13.1Z,1,REGULAR,substitution,in,[],1630245,,,1610612764,16,18,2022-01-08T01:21:54Z,710000,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M57.00S,2022-01-08T01:21:13.1Z,1,REGULAR,substitution,in,[],1629632,,,1610612764,16,18,2022-01-08T01:21:54Z,720000,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M57.00S,2022-01-08T01:21:13.1Z,1,REGULAR,substitution,in,[],1630166,,,1610612764,16,18,2022-01-08T01:21:54Z,730000,,,0,,SUB in: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M57.00S,2022-01-08T01:21:13.1Z,1,REGULAR,substitution,in,[],1630557,,,1610612764,16,18,2022-01-08T01:21:54Z,740000,,,0,,SUB in: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M48.00S,2022-01-08T01:21:55.2Z,1,REGULAR,turnover,bad pass,[],203078,,,1610612764,16,18,2022-01-08T01:23:10Z,750000,,,0,,B. Beal bad pass TURNOVER (1 TO),"[203078, 202696]",1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,1.0,,,,Vucevic,202696.0,,,
77,PT05M48.00S,2022-01-08T01:21:55.2Z,1,REGULAR,steal,,[],202696,,,1610612741,16,18,2022-01-08T01:21:59Z,760000,,,0,,N. Vucevic STEAL (2 STL),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M42.00S,2022-01-08T01:22:01.6Z,1,REGULAR,foul,personal,['2freethrow'],1630557,,,1610612741,16,18,2022-01-08T01:22:11Z,780000,,,0,,C. Kispert shooting personal FOUL (1 PF) (White 2 FT),"[1630557, 1629632]",1610612764.0,WAS,shooting,,,Kispert,C. Kispert,,,,,,,,,,,1627519.0,1.0,0.0,White,1629632.0,,,,,,,,,,
81,PT05M42.00S,2022-01-08T01:22:14.4Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1629632,,,1610612741,17,18,2022-01-08T01:22:14Z,800000,,,0,,C. White Free Throw 1 of 2 (1 PTS),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,Made,,,,,,,,,,1.0,,,,,,,,,
82,PT05M42.00S,2022-01-08T01:22:14.4Z,1,REGULAR,freethrow,2 of 2,"['fromturnover', 'fastbreak']",1629632,,,1610612741,18,18,2022-01-08T01:23:13Z,810000,,,0,,C. White Free Throw 2 of 2 (2 PTS),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,Made,,,,,,,,,,2.0,,,,,,,,,
83,PT05M25.00S,2022-01-08T01:22:41.5Z,1,REGULAR,3pt,Jump Shot,[],1630166,72.09264126149803,77.69607843137256,1610612764,18,18,2022-01-08T01:22:46Z,820000,138.0,210.0,1,right,MISS D. Avdija 25' 3PT,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,25.14,Missed,,,,,,,,,,,,,,,,,,,
84,PT05M22.00S,2022-01-08T01:22:44.5Z,1,REGULAR,rebound,defensive,[],1627884,,,1610612741,18,18,2022-01-08T01:22:46Z,830000,,,0,,D. Jones Jr. REBOUND (Off:0 Def:2),[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,83.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
85,PT05M15.00S,2022-01-08T01:22:51.7Z,1,REGULAR,3pt,Jump Shot,[],202696,32.013797634691194,45.588235294117645,1610612741,18,18,2022-01-08T01:22:59Z,840000,22.0,248.0,1,left,MISS N. Vucevic 24' 3PT,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,24.94,Missed,,,,,,,,,,,,,,,,,,,
86,PT05M10.00S,2022-01-08T01:22:56.7Z,1,REGULAR,rebound,defensive,[],203484,,,1610612764,18,18,2022-01-08T01:22:59Z,850000,,,0,,K. Caldwell-Pope REBOUND (Off:0 Def:1),[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,85.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
87,PT05M05.00S,2022-01-08T01:23:01.9Z,1,REGULAR,turnover,lost ball,[],203484,,,1610612764,18,18,2022-01-08T01:23:06Z,860000,,,0,,K. Caldwell-Pope lost ball TURNOVER (1 TO),"[203484, 1630245]",1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,1.0,,,,Dosunmu,1630245.0,,,
88,PT05M05.00S,2022-01-08T01:23:01.9Z,1,REGULAR,steal,,[],1630245,,,1610612741,18,18,2022-01-08T01:23:03Z,870000,,,0,,A. Dosunmu STEAL (1 STL),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,
