actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
15,PT10M51.00S,2021-10-31T00:12:32.2Z,1,REGULAR,2pt,Jump Shot,[],202696,78.66294349540078,47.05882352941176,1610612741,0,2,2021-10-31T00:12:37Z,140000,-15.0,148.0,1,right,MISS N. Vucevic 14' Jump Shot,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,14.88,Missed,,,,,,,,,,,,,,,,,,
16,PT10M47.00S,2021-10-31T00:12:36.2Z,1,REGULAR,rebound,defensive,[],203497,,,1610612762,0,2,2021-10-31T00:12:37Z,150000,,,0,,R. Gobert REBOUND (Off:1 Def:2),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,15.0,3.0,2.0,1.0,,,,,,,,,,,,,,
17,PT10M39.00S,2021-10-31T00:12:44.9Z,1,REGULAR,turnover,bad pass,[],204060,,,1610612762,0,2,2021-10-31T00:12:51Z,160000,,,0,,J. Ingles bad pass TURNOVER (1 TO),"[204060, 1628366]",1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,,,,,,1.0,Ball,1628366.0,,,,,,,,,,
18,PT10M39.00S,2021-10-31T00:12:44.9Z,1,REGULAR,steal,,[],1628366,,,1610612741,0,2,2021-10-31T00:16:29Z,170000,,,0,,L. Ball STEAL (1 STL),[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,
19,PT10M32.00S,2021-10-31T00:12:50.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628366,94.1688567674113,50.0,1610612741,0,2,2021-10-31T00:12:56Z,180000,0.0,2.0,1,right,MISS L. Ball driving Layup - blocked,"[1628366, 203497]",1610612741.0,CHI,driving,,,Ball,L. Ball,,,,,0.23,Missed,,,,,,,,,Gobert,203497.0,,,,,,,,
20,PT10M32.00S,2021-10-31T00:12:50.9Z,1,REGULAR,block,,[],203497,,,1610612741,0,2,2021-10-31T00:12:53Z,190000,,,0,,R. Gobert BLOCK (1 BLK),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,
21,PT10M28.00S,2021-10-31T00:12:54.9Z,1,REGULAR,rebound,defensive,[],204060,,,1610612762,0,2,2021-10-31T00:12:56Z,200000,,,0,,J. Ingles REBOUND (Off:0 Def:1),[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,19.0,1.0,1.0,0.0,,,,,,,,,,,,,,
22,PT10M20.00S,2021-10-31T00:13:02.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202711,6.783837056504599,49.50980392156863,1610612762,0,4,2021-10-31T00:16:42Z,210000,2.0,11.0,1,left,B. Bogdanovic driving Layup (2 PTS),[202711],1610612762.0,UTA,driving,,,Bogdanovic,B. Bogdanovic,,,,,1.16,Made,,,,,2.0,,,,,,,,,,,,,
23,PT10M00.00S,2021-10-31T00:13:24.7Z,1,REGULAR,foul,personal,['2freethrow'],203497,,,1610612741,0,4,2021-10-31T00:13:55Z,220000,,,0,,R. Gobert shooting personal FOUL (1 PF) (Green 2 FT),"[203497, 1629750]",1610612762.0,UTA,shooting,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,204059.0,1.0,0.0,Green,1629750.0,,,
25,PT10M00.00S,2021-10-31T00:13:56.9Z,1,REGULAR,freethrow,1 of 2,[],1629750,,,1610612741,0,4,2021-10-31T00:13:56Z,240000,,,0,,MISS J. Green Free Throw 1 of 2,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,Missed,,,,,,,,,,,,,,,,,,
26,PT10M00.00S,2021-10-31T00:13:56.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612741,0,4,2021-10-31T00:13:56Z,250000,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,
27,PT10M00.00S,2021-10-31T00:14:13.3Z,1,REGULAR,freethrow,2 of 2,[],1629750,,,1610612741,1,4,2021-10-31T00:14:13Z,260000,,,0,,J. Green Free Throw 2 of 2 (1 PTS),[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
28,PT09M36.00S,2021-10-31T00:14:38.4Z,1,REGULAR,2pt,Jump Shot,[],1628378,21.369908015768726,81.12745098039215,1610612762,1,4,2021-10-31T00:15:01Z,270000,-156.0,148.0,1,left,MISS D. Mitchell 21' pullup Shot,[1628378],1610612762.0,UTA,pullup,,,Mitchell,D. Mitchell,,,,,21.5,Missed,,,,,,,,,,,,,,,,,,
29,PT09M33.00S,2021-10-31T00:14:41.4Z,1,REGULAR,rebound,offensive,[],202711,,,1610612762,1,4,2021-10-31T00:15:01Z,280000,,,0,,B. Bogdanovic REBOUND (Off:1 Def:0),[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,28.0,1.0,0.0,1.0,,,,,,,,,,,,,,
30,PT09M31.00S,2021-10-31T00:14:44.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",202711,9.806176084099869,54.41176470588235,1610612762,1,4,2021-10-31T00:14:52Z,290000,-22.0,40.0,1,left,MISS B. Bogdanovic floating Shot,[202711],1610612762.0,UTA,floating,,,Bogdanovic,B. Bogdanovic,,,,,4.54,Missed,,,,,,,,,,,,,,,,,,
31,PT09M25.00S,2021-10-31T00:14:50.8Z,1,REGULAR,rebound,offensive,[],203497,,,1610612762,1,4,2021-10-31T00:14:50Z,300000,,,0,,R. Gobert REBOUND (Off:2 Def:2),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,30.0,4.0,2.0,2.0,,,,,,,,,,,,,,
32,PT09M25.00S,2021-10-31T00:14:50.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203497,5.590000152587891,50.0,1610612762,1,6,2021-10-31T00:14:50Z,310000,0.0,0.0,1,left,R. Gobert tip Layup (4 PTS),[203497],1610612762.0,UTA,tip,,,Gobert,R. Gobert,,,,,0.0,Made,,,,,4.0,,,,,,,,,,,,,
33,PT09M20.00S,2021-10-31T00:14:54.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628366,67.62483574244416,54.166666666666664,1610612741,4,6,2021-10-31T00:15:09Z,320000,21.0,252.0,1,right,L. Ball 25' 3PT  (3 PTS),[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,25.27,Made,,,,,3.0,,,,,,,,,,,,,
34,PT09M11.00S,2021-10-31T00:15:03.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202711,6.1268068331143235,50.98039215686274,1610612762,4,8,2021-10-31T00:18:45Z,330000,-5.0,5.0,1,left,B. Bogdanovic cutting Layup (4 PTS) (D. Mitchell 1 AST),"[202711, 1628378]",1610612762.0,UTA,cutting,,,Bogdanovic,B. Bogdanovic,,,,,0.71,Made,,,,,4.0,,,,,,,,,,,D. Mitchell,1628378.0,1.0
36,PT08M57.00S,2021-10-31T00:15:17.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202696,88.64980289093299,51.470588235294116,1610612741,4,8,2021-10-31T00:19:21Z,350000,7.0,54.0,1,right,MISS N. Vucevic turnaround Shot,[202696],1610612741.0,CHI,turnaround,,,Vucevic,N. Vucevic,,,,,5.47,Missed,,,,,,,,,,,,,,,,,,
37,PT08M55.00S,2021-10-31T00:15:19.9Z,1,REGULAR,rebound,defensive,[],203497,,,1610612762,4,8,2021-10-31T00:15:24Z,360000,,,0,,R. Gobert REBOUND (Off:2 Def:3),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,36.0,5.0,3.0,2.0,,,,,,,,,,,,,,
38,PT08M49.00S,2021-10-31T00:15:25.8Z,1,REGULAR,3pt,Jump Shot,[],1628378,26.10052562417871,17.892156862745097,1610612762,4,8,2021-10-31T00:15:30Z,370000,161.0,193.0,1,left,MISS D. Mitchell 25' 3PT,[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,25.09,Missed,,,,,,,,,,,,,,,,,,
39,PT08M46.00S,2021-10-31T00:15:28.8Z,1,REGULAR,rebound,defensive,[],203897,,,1610612741,4,8,2021-10-31T00:15:30Z,380000,,,0,,Z. LaVine REBOUND (Off:0 Def:1),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,38.0,1.0,1.0,0.0,,,,,,,,,,,,,,
40,PT08M30.00S,2021-10-31T00:15:45.0Z,1,REGULAR,3pt,Jump Shot,[],201942,94.95729303547962,96.32352941176471,1610612741,4,8,2021-10-31T00:15:50Z,390000,232.0,-5.0,1,right,MISS D. DeRozan 3PT,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,23.17,Missed,,,,,,,,,,,,,,,,,,
41,PT08M27.00S,2021-10-31T00:15:48.0Z,1,REGULAR,rebound,defensive,[],203497,,,1610612762,4,8,2021-10-31T00:15:50Z,400000,,,0,,R. Gobert REBOUND (Off:2 Def:4),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,40.0,6.0,4.0,2.0,,,,,,,,,,,,,,
42,PT08M17.00S,2021-10-31T00:16:00.2Z,1,REGULAR,foul,personal,['2freethrow'],201942,,,1610612762,4,8,2021-10-31T00:16:12Z,410000,,,0,,D. DeRozan shooting personal FOUL (1 PF) (Mitchell 2 FT),"[201942, 1628378]",1610612741.0,CHI,shooting,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,1198.0,1.0,0.0,Mitchell,1628378.0,,,
44,PT08M17.00S,2021-10-31T00:16:27.8Z,1,REGULAR,freethrow,1 of 2,[],1628378,,,1610612762,4,9,2021-10-31T00:16:27Z,430000,,,0,,D. Mitchell Free Throw 1 of 2 (1 PTS),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
45,PT08M17.00S,2021-10-31T00:16:46.2Z,1,REGULAR,freethrow,2 of 2,[],1628378,,,1610612762,4,10,2021-10-31T00:16:46Z,440000,,,0,,D. Mitchell Free Throw 2 of 2 (2 PTS),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
46,PT08M06.00S,2021-10-31T00:16:59.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203897,94.82588699080158,48.77450980392157,1610612741,6,10,2021-10-31T00:17:04Z,450000,-6.0,-4.0,1,right,Z. LaVine driving finger roll Layup (2 PTS),[203897],1610612741.0,CHI,driving finger roll,,,LaVine,Z. LaVine,,,,,0.72,Made,,,,,2.0,,,,,,,,,,,,,
47,PT07M50.00S,2021-10-31T00:17:14.6Z,1,REGULAR,3pt,Jump Shot,[],1626220,8.229303547963205,4.6568627450980395,1610612762,6,10,2021-10-31T00:17:27Z,460000,227.0,25.0,1,left,MISS R. O'Neale 3PT,[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,22.81,Missed,,,,,,,,,,,,,,,,,,
48,PT07M48.00S,2021-10-31T00:17:16.6Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,6,10,2021-10-31T00:17:27Z,470000,,,0,,N. Vucevic REBOUND (Off:0 Def:1),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,47.0,1.0,1.0,0.0,,,,,,,,,,,,,,
49,PT07M38.00S,2021-10-31T00:17:27.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203897,94.95729303547962,47.30392156862745,1610612741,8,10,2021-10-31T00:17:57Z,480000,-13.0,-5.0,1,right,Z. LaVine driving reverse Layup (4 PTS),[203897],1610612741.0,CHI,driving reverse,,,LaVine,Z. LaVine,,,,,1.44,Made,,,,,4.0,,,,,,,,,,,,,
50,PT07M23.00S,2021-10-31T00:17:41.1Z,1,REGULAR,3pt,Jump Shot,[],202711,13.485545335085414,5.147058823529411,1610612762,8,10,2021-10-31T00:17:47Z,490000,224.0,74.0,1,left,MISS B. Bogdanovic 3PT,[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,23.63,Missed,,,,,,,,,,,,,,,,,,
51,PT07M19.00S,2021-10-31T00:17:45.1Z,1,REGULAR,rebound,defensive,[],1628366,,,1610612741,8,10,2021-10-31T00:17:47Z,500000,,,0,,L. Ball REBOUND (Off:0 Def:2),[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,50.0,2.0,2.0,0.0,,,,,,,,,,,,,,
52,PT07M19.00S,2021-10-31T00:17:47.0Z,1,REGULAR,turnover,out-of-bounds,[],1628366,,,1610612741,8,10,2021-10-31T00:18:10Z,510000,,,0,,L. Ball bad pass out-of-bounds TURNOVER (1 TO),[1628366],1610612741.0,CHI,bad pass,,,Ball,L. Ball,,,,,,,,,,,,1.0,,,,,1198.0,,,,,,,
53,PT06M56.00S,2021-10-31T00:18:23.6Z,1,REGULAR,turnover,lost ball,[],202711,,,1610612762,8,10,2021-10-31T00:18:32Z,520000,,,0,,B. Bogdanovic lost ball TURNOVER (1 TO),"[202711, 1629750]",1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,1.0,Green,1629750.0,,,,,,,,,,
54,PT06M56.00S,2021-10-31T00:18:23.6Z,1,REGULAR,steal,,[],1629750,,,1610612741,8,10,2021-10-31T00:18:26Z,530000,,,0,,J. Green STEAL (1 STL),[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
55,PT06M53.00S,2021-10-31T00:18:27.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629750,94.03745072273325,51.225490196078425,1610612741,10,10,2021-10-31T00:18:38Z,540000,6.0,4.0,1,right,J. Green running DUNK (3 PTS),[1629750],1610612741.0,CHI,running,,,Green,J. Green,,,,,0.7,Made,,,,,3.0,,,,,,,,,,,,,
56,PT06M53.00S,2021-10-31T00:18:35.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,10,10,2021-10-31T00:18:35Z,550000,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT06M53.00S,2021-10-31T00:21:12.5Z,1,REGULAR,substitution,out,[],203497,,,1610612762,10,10,2021-10-31T00:21:43Z,560000,,,0,,SUB out: R. Gobert,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,
58,PT06M53.00S,2021-10-31T00:21:12.5Z,1,REGULAR,substitution,out,[],204060,,,1610612762,10,10,2021-10-31T00:21:43Z,570000,,,0,,SUB out: J. Ingles,[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M53.00S,2021-10-31T00:21:12.5Z,1,REGULAR,substitution,in,[],202355,,,1610612762,10,10,2021-10-31T00:21:43Z,580000,,,0,,SUB in: H. Whiteside,[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M53.00S,2021-10-31T00:21:12.5Z,1,REGULAR,substitution,in,[],203903,,,1610612762,10,10,2021-10-31T00:21:43Z,590000,,,0,,SUB in: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M39.00S,2021-10-31T00:21:54.6Z,1,REGULAR,2pt,Jump Shot,[],203903,3.1044678055190538,76.22549019607843,1610612762,10,10,2021-10-31T00:22:02Z,600000,-131.0,-23.0,1,left,MISS J. Clarkson 13' pullup Shot,[203903],1610612762.0,UTA,pullup,,,Clarkson,J. Clarkson,,,,,13.32,Missed,,,,,,,,,,,,,,,,,,
62,PT06M37.00S,2021-10-31T00:21:56.6Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,10,10,2021-10-31T00:22:02Z,610000,,,0,,N. Vucevic REBOUND (Off:0 Def:2),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,61.0,2.0,2.0,0.0,,,,,,,,,,,,,,
63,PT06M27.00S,2021-10-31T00:22:07.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203897,88.78120893561103,60.049019607843135,1610612741,10,10,2021-10-31T00:22:11Z,620000,50.0,53.0,1,right,MISS Z. LaVine 7' pullup Shot,[203897],1610612741.0,CHI,pullup,,,LaVine,Z. LaVine,,,,,7.3,Missed,,,,,,,,,,,,,,,,,,
64,PT06M24.00S,2021-10-31T00:22:10.4Z,1,REGULAR,rebound,defensive,[],1628378,,,1610612762,10,10,2021-10-31T00:22:11Z,630000,,,0,,D. Mitchell REBOUND (Off:0 Def:1),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,63.0,1.0,1.0,0.0,,,,,,,,,,,,,,
65,PT06M21.00S,2021-10-31T00:22:13.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628378,31.35676741130092,43.13725490196079,1610612762,10,10,2021-10-31T00:22:26Z,640000,34.0,242.0,1,left,MISS D. Mitchell 24' 3PT,[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,24.47,Missed,,,,,,,,,,,,,,,,,,
66,PT06M17.00S,2021-10-31T00:22:17.0Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,10,10,2021-10-31T00:22:26Z,650000,,,0,,N. Vucevic REBOUND (Off:0 Def:3),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,65.0,3.0,3.0,0.0,,,,,,,,,,,,,,
67,PT06M10.00S,2021-10-31T00:22:24.5Z,1,REGULAR,2pt,Jump Shot,[],1628366,77.61169513797634,53.18627450980392,1610612741,12,10,2021-10-31T00:23:32Z,660000,16.0,158.0,1,right,L. Ball 15' pullup Jump Shot (5 PTS),[1628366],1610612741.0,CHI,pullup,,,Ball,L. Ball,,,,,15.88,Made,,,,,5.0,,,,,,,,,,,,,
68,PT05M55.00S,2021-10-31T00:22:39.0Z,1,REGULAR,3pt,Jump Shot,[],202711,31.488173455978973,54.41176470588235,1610612762,12,10,2021-10-31T00:22:46Z,670000,-22.0,243.0,1,left,MISS B. Bogdanovic 24' 3PT,[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,24.45,Missed,,,,,,,,,,,,,,,,,,
69,PT05M50.00S,2021-10-31T00:22:44.0Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,12,10,2021-10-31T00:22:46Z,680000,,,0,,N. Vucevic REBOUND (Off:0 Def:4),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,68.0,4.0,4.0,0.0,,,,,,,,,,,,,,
70,PT05M42.00S,2021-10-31T00:22:52.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203897,93.9060446780552,50.0,1610612741,14,10,2021-10-31T00:22:57Z,690000,0.0,5.0,1,right,Z. LaVine cutting DUNK (6 PTS) (D. DeRozan 1 AST),"[203897, 201942]",1610612741.0,CHI,cutting,,,LaVine,Z. LaVine,,,,,0.48,Made,,,,,6.0,,,,,,,,,,,D. DeRozan,201942.0,1.0
72,PT05M21.00S,2021-10-31T00:23:14.7Z,1,REGULAR,foul,personal,['2freethrow'],1629750,,,1610612762,14,10,2021-10-31T00:23:25Z,710000,,,0,,J. Green shooting personal FOUL (1 PF) (Bogdanovic 2 FT),"[1629750, 202711]",1610612741.0,CHI,shooting,,,Green,J. Green,,,,,,,,,,,,,,,,,204059.0,1.0,0.0,Bogdanovic,202711.0,,,
74,PT05M21.00S,2021-10-31T00:23:45.9Z,1,REGULAR,freethrow,1 of 2,[],202711,,,1610612762,14,11,2021-10-31T00:23:45Z,730000,,,0,,B. Bogdanovic Free Throw 1 of 2 (5 PTS),[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
75,PT05M21.00S,2021-10-31T00:23:46.6Z,1,REGULAR,substitution,out,[],1628366,,,1610612762,14,11,2021-10-31T00:23:53Z,740000,,,0,,SUB out: L. Ball,[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M21.00S,2021-10-31T00:23:46.6Z,1,REGULAR,substitution,out,[],201942,,,1610612762,14,11,2021-10-31T00:23:53Z,750000,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M21.00S,2021-10-31T00:23:46.6Z,1,REGULAR,substitution,in,[],1627936,,,1610612762,14,11,2021-10-31T00:23:53Z,760000,,,0,,SUB in: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M21.00S,2021-10-31T00:23:46.6Z,1,REGULAR,substitution,in,[],1628972,,,1610612762,14,11,2021-10-31T00:23:53Z,770000,,,0,,SUB in: T. Brown Jr.,[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M21.00S,2021-10-31T00:24:05.4Z,1,REGULAR,freethrow,2 of 2,[],202711,,,1610612762,14,12,2021-10-31T00:24:05Z,780000,,,0,,B. Bogdanovic Free Throw 2 of 2 (6 PTS),[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
80,PT05M02.00S,2021-10-31T00:24:25.9Z,1,REGULAR,3pt,Jump Shot,[],1628972,71.56701708278581,15.686274509803921,1610612741,14,12,2021-10-31T00:24:32Z,790000,-172.0,215.0,1,right,MISS T. Brown Jr. 27' 3PT,[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,27.49,Missed,,,,,,,,,,,,,,,,,,
81,PT04M58.00S,2021-10-31T00:24:29.9Z,1,REGULAR,rebound,defensive,[],202711,,,1610612762,14,12,2021-10-31T00:24:32Z,800000,,,0,,B. Bogdanovic REBOUND (Off:1 Def:1),[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,80.0,2.0,1.0,1.0,,,,,,,,,,,,,,
82,PT04M50.00S,2021-10-31T00:24:37.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,5.338370565045992,53.431372549019606,1610612762,14,14,2021-10-31T00:24:41Z,810000,-17.0,-2.0,1,left,D. Mitchell driving Layup (4 PTS),[1628378],1610612762.0,UTA,driving,,,Mitchell,D. Mitchell,,,,,1.74,Made,,,,,4.0,,,,,,,,,,,,,
