actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
33,PT09M05.00S,2026-04-12T22:16:14.8Z,1,REGULAR,3pt,Jump Shot,[],1631248,91.27792378449409,95.83333333333334,1610612738,6,8,2026-04-12T22:16:21Z,330000,False,229.0,29.0,1,right,MISS B. Scheierman 3PT,[1631248],1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,Right Corner 3,24+ Right,,,,,,,23.11,Missed,,,,,,,,,,,,
34,PT09M03.00S,2026-04-12T22:16:16.8Z,1,REGULAR,rebound,defensive,[],1631094,,,1610612753,6,8,2026-04-12T22:16:21Z,340000,False,,,0,,P. Banchero REBOUND (Off:0 Def:2),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,33.0,2.0,2.0,0.0,,,,
35,PT08M51.00S,2026-04-12T22:16:30.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631094,6.258212877792378,55.392156862745104,1610612753,6,8,2026-04-12T22:19:17Z,350000,False,-27.0,6.0,1,left,MISS P. Banchero driving Layup,[1631094],1610612753.0,ORL,driving,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,,,,,,,2.77,Missed,,,,,,,,,,,,
36,PT08M50.00S,2026-04-12T22:16:31.4Z,1,REGULAR,rebound,offensive,[],1631094,,,1610612753,6,8,2026-04-12T22:19:17Z,360000,False,,,0,,P. Banchero REBOUND (Off:1 Def:2),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,35.0,3.0,2.0,1.0,,,,
53,PT08M50.00S,2026-04-12T22:16:32.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631094,8.015768725361367,45.36611519607843,1610612753,6,8,2026-04-12T22:19:35Z,365000,False,23.0,23.0,1,left,MISS P. Banchero tip Layup,[1631094],1610612753.0,ORL,tip,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,,,,,,,3.25,Missed,,,,,,,,,,,,
54,PT08M49.00S,2026-04-12T22:16:33.7Z,1,REGULAR,rebound,offensive,[],1631094,,,1610612753,6,8,2026-04-12T22:19:35Z,367500,False,,,0,,P. Banchero REBOUND (Off:2 Def:2),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,53.0,4.0,2.0,2.0,,,,
37,PT08M49.00S,2026-04-12T22:16:35.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631094,5.590000152587891,50.0,1610612753,6,8,2026-04-12T22:19:35Z,370000,False,0.0,0.0,1,left,MISS P. Banchero tip Layup,[1631094],1610612753.0,ORL,tip,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,,,,,,,0.0,Missed,,,,,,,,,,,,
38,PT08M48.00S,2026-04-12T22:16:36.1Z,1,REGULAR,rebound,defensive,[],1630568,,,1610612738,6,8,2026-04-12T22:16:47Z,380000,False,,,0,,L. Garza REBOUND (Off:0 Def:2),[1630568],1610612738.0,BOS,,,,Garza,L. Garza,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,37.0,2.0,2.0,0.0,,,,
39,PT08M37.00S,2026-04-12T22:16:43.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642917,83.65637319316689,46.07843137254902,1610612738,6,8,2026-04-12T22:21:56Z,390000,False,-20.0,101.0,1,right,MISS M. Shulga 10' pullup Shot,[1642917],1610612738.0,BOS,pullup,,,Shulga,M. Shulga,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,10.3,Missed,,,,,,,,,,,,
40,PT08M35.00S,2026-04-12T22:16:44.8Z,1,REGULAR,rebound,offensive,[],1642917,,,1610612738,6,8,2026-04-12T22:16:44Z,400000,False,,,0,,M. Shulga REBOUND (Off:1 Def:0),[1642917],1610612738.0,BOS,,,,Shulga,M. Shulga,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,39.0,1.0,0.0,1.0,,,,
41,PT08M34.00S,2026-04-12T22:16:46.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1641775,76.03482260183968,8.333333333333332,1610612738,6,8,2026-04-12T22:16:55Z,410000,False,-208.0,173.0,1,right,MISS J. Walsh 27' 3PT,[1641775],1610612738.0,BOS,,,,Walsh,J. Walsh,,,,,Above the Break 3,24+ Left Center,,,,,,,27.06,Missed,,,,,,,,,,,,
42,PT08M32.00S,2026-04-12T22:16:48.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,6,8,2026-04-12T22:16:55Z,420000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,41.0,,,,,,,
44,PT08M32.00S,2026-04-12T22:17:05.0Z,1,REGULAR,substitution,out,[],1630532,,,1610612738,6,8,2026-04-12T22:17:07Z,440000,False,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
45,PT08M32.00S,2026-04-12T22:17:05.0Z,1,REGULAR,substitution,in,[],1641783,,,1610612738,6,8,2026-04-12T22:17:07Z,450000,False,,,0,,SUB in: T. da Silva,[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,,,,,,,,,,,,,,,,,,,,,,
46,PT08M28.00S,2026-04-12T22:17:20.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1631248,89.43823915900131,45.34313725490196,1610612738,6,8,2026-04-12T22:17:30Z,460000,False,-23.0,47.0,1,right,MISS B. Scheierman pullup Shot,[1631248],1610612738.0,BOS,pullup,,,Scheierman,B. Scheierman,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,5.23,Missed,,,,,,,,,,,,
47,PT08M27.00S,2026-04-12T22:17:21.7Z,1,REGULAR,rebound,offensive,[],1631199,,,1610612738,6,8,2026-04-12T22:17:30Z,470000,False,,,0,,R. Harper Jr. REBOUND (Off:1 Def:0),[1631199],1610612738.0,BOS,,,,Harper Jr.,R. Harper Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,46.0,1.0,0.0,1.0,,,,
48,PT08M26.00S,2026-04-12T22:17:25.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631199,91.5407358738502,41.17647058823529,1610612738,8,8,2026-04-12T22:22:41Z,480000,False,-44.0,27.0,1,right,R. Harper Jr. putback Layup (2 PTS),[1631199],1610612738.0,BOS,putback,,,Harper Jr.,R. Harper Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,5.17,Made,2.0,,,,,,,,,,,
49,PT08M06.00S,2026-04-12T22:17:44.4Z,1,REGULAR,turnover,lost ball,[],1628976,,,1610612753,8,8,2026-04-12T22:17:48Z,490000,False,,,0,,W. Carter Jr. lost ball TURNOVER (1 TO),"[1628976, 1631199]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,1.0,,,,,,,,,,,Harper Jr.,1631199.0,,
50,PT08M06.00S,2026-04-12T22:17:44.4Z,1,REGULAR,steal,,[],1631199,,,1610612738,8,8,2026-04-12T22:17:46Z,500000,False,,,0,,R. Harper Jr. STEAL (2 STL),[1631199],1610612738.0,BOS,,,,Harper Jr.,R. Harper Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
51,PT08M01.00S,2026-04-12T22:17:49.8Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1631199,92.32917214191852,42.8921568627451,1610612738,10,8,2026-04-12T22:23:17Z,510000,False,-36.0,20.0,1,right,R. Harper Jr. running reverse Layup (4 PTS),[1631199],1610612738.0,BOS,running reverse,,,Harper Jr.,R. Harper Jr.,,,,,Restricted Area,0-8 Center,,,,,,,4.06,Made,4.0,,,,,,,,,,,
52,PT08M00.00S,2026-04-12T22:17:54.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,10,8,2026-04-12T22:17:54Z,520000,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT07M49.00S,2026-04-12T22:21:39.0Z,1,REGULAR,3pt,Jump Shot,[],1630217,36.08738501971091,26.715686274509803,1610612753,10,8,2026-04-12T22:21:50Z,530000,False,116.0,287.0,1,left,MISS D. Bane 30' 3PT,[1630217],1610612753.0,ORL,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Right Center,,,,,,,30.94,Missed,,,,,,,,,,,,
56,PT07M47.00S,2026-04-12T22:21:41.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612753,10,8,2026-04-12T22:21:50Z,540000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,55.0,,,,,,,
58,PT07M37.00S,2026-04-12T22:22:05.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630591,8.754927726675426,3.6764705882352944,1610612753,10,8,2026-04-12T22:22:12Z,560000,False,232.0,30.0,1,left,MISS J. Suggs 3PT,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Right Corner 3,24+ Right,,,,,,,23.35,Missed,,,,,,,,,,,,
59,PT07M33.00S,2026-04-12T22:22:09.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612753,10,8,2026-04-12T22:22:12Z,570000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,58.0,,,,,,,
61,PT07M24.00S,2026-04-12T22:22:35.2Z,1,REGULAR,turnover,lost ball,[],1628976,,,1610612753,10,8,2026-04-12T22:22:39Z,590000,False,,,0,,W. Carter Jr. lost ball TURNOVER (2 TO),"[1628976, 1630568]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),8-16 Left,,,,,,2.0,,,,,,,,,,,Garza,1630568.0,,
62,PT07M24.00S,2026-04-12T22:22:35.2Z,1,REGULAR,steal,,[],1630568,,,1610612738,10,8,2026-04-12T22:22:58Z,600000,False,,,0,,L. Garza STEAL (1 STL),[1630568],1610612738.0,BOS,,,,Garza,L. Garza,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
63,PT07M08.00S,2026-04-12T22:22:49.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1631199,66.17936925098554,33.33333333333333,1610612738,10,8,2026-04-12T22:22:57Z,610000,False,-83.0,265.0,1,right,MISS R. Harper Jr. 27' 3PT,[1631199],1610612738.0,BOS,,,,Harper Jr.,R. Harper Jr.,,,,,Above the Break 3,24+ Center,,,,,,,27.82,Missed,,,,,,,,,,,,
64,PT07M05.00S,2026-04-12T22:22:52.9Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,10,8,2026-04-12T22:22:57Z,620000,False,,,0,,W. Carter Jr. REBOUND (Off:0 Def:1),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,63.0,1.0,1.0,0.0,,,,
65,PT06M50.00S,2026-04-12T22:23:06.5Z,1,REGULAR,2pt,Jump Shot,[],1630217,21.632720105124836,28.186274509803923,1610612753,10,10,2026-04-12T22:23:10Z,630000,False,109.0,151.0,1,left,D. Bane 18' pullup Jump Shot (2 PTS),[1630217],1610612753.0,ORL,pullup,,,Bane,D. Bane,,,,,Mid-Range,16-24 Right Center,,,,,,,18.61,Made,2.0,,,,,,,,,,,
66,PT06M26.00S,2026-04-12T22:23:31.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630568,93.11760840998686,55.88235294117647,1610612738,10,10,2026-04-12T22:24:22Z,640000,False,29.0,12.0,1,right,MISS L. Garza cutting Layup - blocked,"[1630568, 1628976]",1610612738.0,BOS,cutting,,,Garza,L. Garza,,,,,Restricted Area,0-8 Center,,,,,,,3.18,Missed,,,,,,,,,,,Carter Jr.,1628976.0
67,PT06M26.00S,2026-04-12T22:23:31.3Z,1,REGULAR,block,,[],1628976,,,1610612738,10,10,2026-04-12T22:23:33Z,650000,False,,,0,,W. Carter Jr. BLOCK (1 BLK),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
68,PT06M25.00S,2026-04-12T22:23:32.3Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,10,10,2026-04-12T22:23:37Z,660000,False,,,0,,W. Carter Jr. REBOUND (Off:0 Def:2),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,66.0,2.0,2.0,0.0,,,,
69,PT06M19.00S,2026-04-12T22:23:38.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630217,8.492115637319317,44.36274509803921,1610612753,10,12,2026-04-12T22:23:43Z,670000,False,28.0,27.0,1,left,D. Bane running finger roll Layup (4 PTS),[1630217],1610612753.0,ORL,running finger roll,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,,,,,,,3.92,Made,4.0,,,,,,,,,,,
70,PT06M05.00S,2026-04-12T22:23:52.4Z,1,REGULAR,turnover,bad pass,[],1642917,,,1610612738,10,12,2026-04-12T22:23:56Z,680000,False,,,0,,M. Shulga bad pass TURNOVER (1 TO),"[1642917, 1641783]",1610612738.0,BOS,,,,Shulga,M. Shulga,,,,,Mid-Range,8-16 Left,,,,,,1.0,,,,,,,,,,,da Silva,1641783.0,,
71,PT06M05.00S,2026-04-12T22:23:52.4Z,1,REGULAR,steal,,[],1641783,,,1610612753,10,12,2026-04-12T22:23:54Z,690000,False,,,0,,T. da Silva STEAL (1 STL),[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
72,PT06M01.00S,2026-04-12T22:23:57.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641783,7.178055190538765,42.8921568627451,1610612753,10,12,2026-04-12T22:24:02Z,700000,False,36.0,15.0,1,left,MISS T. da Silva running Layup,[1641783],1610612753.0,ORL,running,,,da Silva,T. da Silva,,,,,Restricted Area,0-8 Center,,,,,,,3.85,Missed,,,,,,,,,,,,
73,PT06M00.00S,2026-04-12T22:23:58.0Z,1,REGULAR,rebound,defensive,[],1631248,,,1610612738,10,12,2026-04-12T22:24:02Z,710000,False,,,0,,B. Scheierman REBOUND (Off:0 Def:1),[1631248],1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,72.0,1.0,1.0,0.0,,,,
74,PT05M50.00S,2026-04-12T22:24:07.1Z,1,REGULAR,3pt,Jump Shot,[],1642917,71.43561103810775,17.892156862745097,1610612738,10,12,2026-04-12T22:24:15Z,720000,False,-161.0,216.0,1,right,MISS M. Shulga 26' 3PT,[1642917],1610612738.0,BOS,,,,Shulga,M. Shulga,,,,,Above the Break 3,24+ Left Center,,,,,,,26.91,Missed,,,,,,,,,,,,
75,PT05M48.00S,2026-04-12T22:24:09.1Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,10,12,2026-04-12T22:24:15Z,730000,False,,,0,,W. Carter Jr. REBOUND (Off:0 Def:3),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,74.0,3.0,3.0,0.0,,,,
76,PT05M43.00S,2026-04-12T22:24:16.3Z,1,REGULAR,foul,personal,['2freethrow'],1642917,,,1610612753,10,12,2026-04-12T22:24:31Z,740000,False,,,0,,M. Shulga shooting personal FOUL (1 PF) (Banchero 2 FT),"[1642917, 1631094]",1610612738.0,BOS,shooting,,,Shulga,M. Shulga,,,,,Restricted Area,0-8 Center,1626302.0,1.0,0.0,Banchero,1631094.0,,,,,,,,,,,,,,,
78,PT05M43.00S,2026-04-12T22:24:44.9Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1631094,,,1610612753,10,13,2026-04-12T22:25:15Z,760000,False,,,0,,P. Banchero Free Throw 1 of 2 (3 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,Made,3.0,,,,,,,,,,,
79,PT05M43.00S,2026-04-12T22:24:47.0Z,1,REGULAR,substitution,out,[],1642917,,,1610612753,10,13,2026-04-12T22:25:05Z,770000,False,,,0,,SUB out: M. Shulga,[1642917],1610612738.0,BOS,,,,Shulga,M. Shulga,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M43.00S,2026-04-12T22:24:47.0Z,1,REGULAR,substitution,out,[],1630568,,,1610612753,10,13,2026-04-12T22:25:05Z,780000,False,,,0,,SUB out: L. Garza,[1630568],1610612738.0,BOS,,,,Garza,L. Garza,,,,,,,,,,,,,,,,,,,,,,,,,,
