actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
258,PT05M44.00S,2026-04-11T00:23:15.4Z,2,REGULAR,3pt,Jump Shot,[],1641722,71.43561103810775,76.47058823529412,1610612740,65,37,2026-04-11T00:24:45Z,2540000,False,132.0,216.0,1,right,MISS J. Hawkins 25' 3PT,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,Above the Break 3,24+ Right Center,,25.33,Missed,,,,,,,,,,,,,,,,,
259,PT05M42.00S,2026-04-11T00:23:17.4Z,2,REGULAR,rebound,defensive,[],1630573,,,1610612738,65,37,2026-04-11T00:23:23Z,2550000,False,,,0,,S. Hauser REBOUND (Off:0 Def:3),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Right Center,,,,258.0,3.0,3.0,0.0,,,,,,,,,,,,,
260,PT05M34.00S,2026-04-11T00:23:30.5Z,2,REGULAR,turnover,out-of-bounds,[],1627759,,,1610612738,65,37,2026-04-11T00:23:35Z,2560000,False,,,0,,J. Brown lost ball out-of-bounds TURNOVER (1 TO),[1627759],1610612738.0,BOS,lost ball,,,Brown,J. Brown,,,,,Mid-Range,16-24 Right,1.0,,,,,,,,,,,2882.0,,,,,,,,
261,PT05M21.00S,2026-04-11T00:23:55.1Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1641722,83.65637319316689,58.57843137254902,1610612740,65,39,2026-04-11T00:23:59Z,2570000,False,43.0,101.0,1,right,J. Hawkins 10' driving floating Jump Shot (7 PTS) (K. Looney 2 AST),"[1641722, 1626172]",1610612740.0,NOP,driving floating,,,Hawkins,J. Hawkins,,,,,In The Paint (Non-RA),8-16 Center,,10.98,Made,,,,,7.0,K. Looney,1626172.0,2.0,,,,,,,,,
262,PT05M03.00S,2026-04-11T00:24:12.9Z,2,REGULAR,3pt,Jump Shot,[],1630202,35.03613666228647,31.61764705882353,1610612738,65,39,2026-04-11T00:35:27Z,2580000,False,92.0,277.0,1,left,MISS P. Pritchard 29' step back 3PT,[1630202],1610612738.0,BOS,step back,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Right Center,,29.17,Missed,,,,,,,,,,,,,,,,,
263,PT05M01.00S,2026-04-11T00:24:14.9Z,2,REGULAR,rebound,defensive,[],1629673,,,1610612740,65,39,2026-04-11T00:24:20Z,2590000,False,,,0,,J. Poole REBOUND (Off:1 Def:2),[1629673],1610612740.0,NOP,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Right Center,,,,262.0,3.0,2.0,1.0,,,,,,,,,,,,,
264,PT04M58.00S,2026-04-11T00:24:20.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630202,,,1610612740,65,39,2026-04-11T00:24:31Z,2600000,False,,,0,,P. Pritchard shooting personal FOUL (2 PF) (Fears 2 FT),"[1630202, 1642847]",1610612738.0,BOS,shooting,,,Pritchard,P. Pritchard,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,1627963.0,2.0,0.0,Fears,1642847.0,,,,
267,PT04M58.00S,2026-04-11T00:24:44.6Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1642847,,,1610612740,65,39,2026-04-11T00:25:04Z,2620000,False,,,0,,MISS J. Fears Free Throw 1 of 2,[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
268,PT04M58.00S,2026-04-11T00:24:44.6Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612740,65,39,2026-04-11T00:25:04Z,2630000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,267.0,,,,,,,,,,,,,,,,
269,PT04M58.00S,2026-04-11T00:24:45.5Z,2,REGULAR,substitution,out,[],1641722,,,1610612740,65,39,2026-04-11T00:24:49Z,2640000,False,,,0,,SUB out: J. Hawkins,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT04M58.00S,2026-04-11T00:24:45.5Z,2,REGULAR,substitution,in,[],1642852,,,1610612740,65,39,2026-04-11T00:24:49Z,2650000,False,,,0,,SUB in: D. Queen,[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT04M58.00S,2026-04-11T00:24:44.6Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1642847,,,1610612740,65,39,2026-04-11T00:25:04Z,2660000,False,,,0,,MISS J. Fears Free Throw 2 of 2,[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
272,PT04M58.00S,2026-04-11T00:24:44.6Z,2,REGULAR,rebound,defensive,[],1630573,,,1610612738,65,39,2026-04-11T00:25:04Z,2670000,False,,,0,,S. Hauser REBOUND (Off:0 Def:4),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,271.0,4.0,4.0,0.0,,,,,,,,,,,,,
273,PT04M41.00S,2026-04-11T00:25:19.1Z,2,REGULAR,turnover,lost ball,[],1627759,,,1610612738,65,39,2026-04-11T00:25:23Z,2680000,False,,,0,,J. Brown lost ball TURNOVER (2 TO),"[1627759, 1626172]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,2.0,,,,,,,,,,,,,,,,,,Looney,1626172.0
274,PT04M41.00S,2026-04-11T00:25:19.1Z,2,REGULAR,steal,,[],1626172,,,1610612740,65,39,2026-04-11T00:25:20Z,2690000,False,,,0,,K. Looney STEAL (1 STL),[1626172],1610612740.0,NOP,,,,Looney,K. Looney,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
275,PT04M36.00S,2026-04-11T00:25:22.6Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1642877,93.38042049934296,52.69607843137255,1610612740,65,41,2026-04-11T00:25:27Z,2700000,False,13.0,10.0,1,right,M. Peavy running DUNK (2 PTS) (K. Looney 3 AST),"[1642877, 1626172]",1610612740.0,NOP,running,,,Peavy,M. Peavy,,,,,Restricted Area,0-8 Center,,1.66,Made,,,,,2.0,K. Looney,1626172.0,3.0,,,,,,,,,
277,PT04M21.00S,2026-04-11T00:25:42.5Z,2,REGULAR,foul,personal,[],1642877,,,1610612738,65,41,2026-04-11T00:25:48Z,2720000,False,,,0,,M. Peavy personal FOUL (2 PF),"[1642877, 1630202]",1610612740.0,NOP,,,,Peavy,M. Peavy,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,203592.0,2.0,0.0,Pritchard,1630202.0,,,,
279,PT04M07.00S,2026-04-11T00:26:12.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,7.966491458607096,48.28431372549019,1610612738,67,41,2026-04-11T00:26:15Z,2740000,False,9.0,22.0,1,left,J. Brown driving finger roll Layup (16 PTS),[1627759],1610612738.0,BOS,driving finger roll,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,2.4,Made,,,,,16.0,,,,,,,,,,,,
280,PT03M59.00S,2026-04-11T00:26:23.6Z,2,REGULAR,turnover,out-of-bounds,[],1629673,,,1610612740,67,41,2026-04-11T00:26:27Z,2750000,False,,,0,,J. Poole lost ball out-of-bounds TURNOVER (2 TO),[1629673],1610612740.0,NOP,lost ball,,,Poole,J. Poole,,,,,In The Paint (Non-RA),0-8 Center,2.0,,,,,,,,,,,203592.0,,,,,,,,
281,PT03M41.00S,2026-04-11T00:26:45.7Z,2,REGULAR,turnover,bad pass,[],1627759,,,1610612738,67,41,2026-04-11T00:26:49Z,2760000,False,,,0,,J. Brown bad pass TURNOVER (3 TO),"[1627759, 1629673]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,8-16 Right,3.0,,,,,,,,,,,,,,,,,,Poole,1629673.0
282,PT03M41.00S,2026-04-11T00:26:45.7Z,2,REGULAR,steal,,[],1629673,,,1610612740,67,41,2026-04-11T00:26:47Z,2770000,False,,,0,,J. Poole STEAL (1 STL),[1629673],1610612740.0,NOP,,,,Poole,J. Poole,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
283,PT03M39.00S,2026-04-11T00:26:49.5Z,2,REGULAR,turnover,lost ball,[],1629673,,,1610612740,67,41,2026-04-11T00:26:54Z,2780000,False,,,0,,J. Poole lost ball TURNOVER (3 TO),"[1629673, 1641775]",1610612740.0,NOP,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Right Center,3.0,,,,,,,,,,,,,,,,,,Walsh,1641775.0
284,PT03M39.00S,2026-04-11T00:26:49.5Z,2,REGULAR,steal,,[],1641775,,,1610612738,67,41,2026-04-11T00:26:50Z,2790000,False,,,0,,J. Walsh STEAL (1 STL),[1641775],1610612738.0,BOS,,,,Walsh,J. Walsh,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
285,PT03M32.00S,2026-04-11T00:26:54.0Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1627759,6.1268068331143235,4.901960784313726,1610612738,67,41,2026-04-11T00:27:40Z,2800000,False,225.0,5.0,1,left,MISS J. Brown running 3PT,[1627759],1610612738.0,BOS,running,,,Brown,J. Brown,,,,,Right Corner 3,24+ Right,,22.56,Missed,,,,,,,,,,,,,,,,,
286,PT03M31.00S,2026-04-11T00:26:55.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612740,67,41,2026-04-11T00:27:03Z,2810000,False,,,0,,TEAM defensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Right Corner 3,24+ Right,,,,285.0,,,,,,,,,,,,,,,,
287,PT03M31.00S,2026-04-11T00:26:59.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202696,,,1610612740,67,41,2026-04-11T00:27:19Z,2820000,False,,,0,,N. Vučević loose ball personal FOUL (1 PF) (Queen 2 FT),"[202696, 1642852]",1610612738.0,BOS,loose ball,,,Vučević,N. Vučević,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,2882.0,1.0,0.0,Queen,1642852.0,,,,
289,PT03M31.00S,2026-04-11T00:27:38.5Z,2,REGULAR,freethrow,1 of 2,[],1642852,,,1610612740,67,42,2026-04-11T00:27:38Z,2840000,False,,,0,,D. Queen Free Throw 1 of 2 (7 PTS),[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,,,,,Made,,,,,7.0,,,,,,,,,,,,
290,PT03M31.00S,2026-04-11T00:27:51.9Z,2,REGULAR,freethrow,2 of 2,[],1642852,,,1610612740,67,43,2026-04-11T00:27:51Z,2850000,False,,,0,,D. Queen Free Throw 2 of 2 (8 PTS),[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,,,,,Made,,,,,8.0,,,,,,,,,,,,
291,PT03M22.00S,2026-04-11T00:28:05.8Z,2,REGULAR,3pt,Jump Shot,[],202696,30.962549277266753,34.55882352941176,1610612738,70,43,2026-04-11T00:28:09Z,2860000,False,77.0,239.0,1,left,N. Vučević 25' 3PT  (8 PTS) (P. Pritchard 5 AST),"[202696, 1630202]",1610612738.0,BOS,,,,Vučević,N. Vučević,,,,,Above the Break 3,24+ Center,,25.07,Made,,,,,8.0,P. Pritchard,1630202.0,5.0,,,,,,,,,
293,PT03M14.00S,2026-04-11T00:28:13.6Z,2,REGULAR,3pt,Jump Shot,[],1642847,63.288436268068324,30.88235294117647,1610612740,70,43,2026-04-11T00:28:20Z,2880000,False,-96.0,293.0,1,right,MISS J. Fears 30' pullup 3PT,[1642847],1610612740.0,NOP,pullup,,,Fears,J. Fears,,,,,Above the Break 3,24+ Left Center,,30.78,Missed,,,,,,,,,,,,,,,,,
294,PT03M13.00S,2026-04-11T00:28:14.6Z,2,REGULAR,rebound,defensive,[],1630573,,,1610612738,70,43,2026-04-11T00:28:20Z,2890000,False,,,0,,S. Hauser REBOUND (Off:0 Def:5),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Left Center,,,,293.0,5.0,5.0,0.0,,,,,,,,,,,,,
295,PT03M04.00S,2026-04-11T00:28:23.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,7.703679369250986,44.36274509803921,1610612738,72,43,2026-04-11T00:28:26Z,2900000,False,28.0,20.0,1,left,J. Brown driving Layup (18 PTS),[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,3.45,Made,,,,,18.0,,,,,,,,,,,,
296,PT03M04.00S,2026-04-11T00:28:27.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,72,43,2026-04-11T00:28:27Z,2910000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,PT03M04.00S,2026-04-11T00:30:53.4Z,2,REGULAR,substitution,out,[],1630573,,,1610612740,72,43,2026-04-11T00:31:10Z,2920000,False,,,0,,SUB out: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT03M04.00S,2026-04-11T00:30:53.4Z,2,REGULAR,substitution,in,[],1631248,,,1610612740,72,43,2026-04-11T00:31:10Z,2930000,False,,,0,,SUB in: B. Scheierman,[1631248],1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT02M56.00S,2026-04-11T00:31:32.1Z,2,REGULAR,turnover,lost ball,[],1642847,,,1610612740,72,43,2026-04-11T00:31:36Z,2940000,False,,,0,,J. Fears lost ball TURNOVER (1 TO),"[1642847, 1630202]",1610612740.0,NOP,,,,Fears,J. Fears,,,,,Mid-Range,16-24 Left Center,1.0,,,,,,,,,,,,,,,,,,Pritchard,1630202.0
302,PT02M56.00S,2026-04-11T00:31:32.1Z,2,REGULAR,steal,,[],1630202,,,1610612738,72,43,2026-04-11T00:31:33Z,2950000,False,,,0,,P. Pritchard STEAL (1 STL),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
303,PT02M52.00S,2026-04-11T00:31:37.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642852,,,1610612738,72,43,2026-04-11T00:31:45Z,2960000,False,,,0,,D. Queen shooting personal FOUL (1 PF) (Brown 2 FT),"[1642852, 1627759]",1610612740.0,NOP,shooting,,,Queen,D. Queen,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1627963.0,1.0,0.0,Brown,1627759.0,,,,
305,PT02M52.00S,2026-04-11T00:32:07.3Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1627759,,,1610612738,73,43,2026-04-11T00:32:07Z,2980000,False,,,0,,J. Brown Free Throw 1 of 2 (19 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,Made,,,,,19.0,,,,,,,,,,,,
306,PT02M52.00S,2026-04-11T00:32:25.6Z,2,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1627759,,,1610612738,74,43,2026-04-11T00:32:25Z,2990000,False,,,0,,J. Brown Free Throw 2 of 2 (20 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,Made,,,,,20.0,,,,,,,,,,,,
307,PT02M30.00S,2026-04-11T00:32:49.1Z,2,REGULAR,2pt,Jump Shot,[],1642852,88.64980289093299,68.13725490196079,1610612740,74,45,2026-04-11T00:32:54Z,3000000,False,91.0,54.0,1,right,D. Queen 10' turnaround Jump Shot (10 PTS),[1642852],1610612740.0,NOP,turnaround,,,Queen,D. Queen,,,,,Mid-Range,8-16 Right,,10.57,Made,,,,,10.0,,,,,,,,,,,,
308,PT02M18.00S,2026-04-11T00:33:03.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642847,,,1610612738,74,45,2026-04-11T00:33:27Z,3010000,False,,,0,,J. Fears personal FOUL (2 PF) (Pritchard 2 FT),"[1642847, 1630202]",1610612740.0,NOP,,,,Fears,J. Fears,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,2882.0,2.0,0.0,Pritchard,1630202.0,,,,
310,PT02M18.00S,2026-04-11T00:33:36.7Z,2,REGULAR,freethrow,1 of 2,[],1630202,,,1610612738,75,45,2026-04-11T00:33:36Z,3030000,False,,,0,,P. Pritchard Free Throw 1 of 2 (14 PTS),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,Made,,,,,14.0,,,,,,,,,,,,
311,PT02M18.00S,2026-04-11T00:33:47.9Z,2,REGULAR,freethrow,2 of 2,[],1630202,,,1610612738,76,45,2026-04-11T00:33:47Z,3040000,False,,,0,,P. Pritchard Free Throw 2 of 2 (15 PTS),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,Made,,,,,15.0,,,,,,,,,,,,
312,PT01M55.00S,2026-04-11T00:34:12.9Z,2,REGULAR,3pt,Jump Shot,[],1642877,81.02825229960578,91.66666666666666,1610612740,76,45,2026-04-11T00:34:19Z,3050000,False,208.0,126.0,1,right,MISS M. Peavy 24' 3PT,[1642877],1610612740.0,NOP,,,,Peavy,M. Peavy,,,,,Above the Break 3,24+ Right Center,,24.33,Missed,,,,,,,,,,,,,,,,,
313,PT01M53.00S,2026-04-11T00:34:14.9Z,2,REGULAR,rebound,offensive,[],1626172,,,1610612740,76,45,2026-04-11T00:34:19Z,3060000,False,,,0,,K. Looney REBOUND (Off:2 Def:4),[1626172],1610612740.0,NOP,,,,Looney,K. Looney,,,,,Above the Break 3,24+ Right Center,,,,312.0,6.0,4.0,2.0,,,,,,,,,,,,,
314,PT01M51.00S,2026-04-11T00:34:17.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1642877,76.03482260183968,86.51960784313727,1610612740,76,45,2026-04-11T00:34:24Z,3070000,False,183.0,173.0,1,right,MISS M. Peavy 25' 3PT,[1642877],1610612740.0,NOP,,,,Peavy,M. Peavy,,,,,Above the Break 3,24+ Right Center,,25.14,Missed,,,,,,,,,,,,,,,,,
315,PT01M49.00S,2026-04-11T00:34:19.4Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,76,45,2026-04-11T00:34:24Z,3080000,False,,,0,,J. Brown REBOUND (Off:0 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,,,,314.0,1.0,1.0,0.0,,,,,,,,,,,,,
316,PT01M41.00S,2026-04-11T00:34:26.3Z,2,REGULAR,3pt,Jump Shot,[],202696,16.376478318002626,96.07843137254902,1610612738,79,45,2026-04-11T00:34:29Z,3090000,False,-230.0,101.0,1,left,N. Vučević 25' 3PT  (11 PTS) (J. Walsh 1 AST),"[202696, 1641775]",1610612738.0,BOS,,,,Vučević,N. Vučević,,,,,Above the Break 3,24+ Left Center,,25.17,Made,,,,,11.0,J. Walsh,1641775.0,1.0,,,,,,,,,
318,PT01M26.00S,2026-04-11T00:34:43.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630202,,,1610612740,79,45,2026-04-11T00:34:59Z,3110000,False,,,0,,P. Pritchard shooting personal FOUL (3 PF) (Fears 2 FT),"[1630202, 1642847]",1610612738.0,BOS,shooting,,,Pritchard,P. Pritchard,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,1627963.0,3.0,0.0,Fears,1642847.0,,,,
320,PT01M26.00S,2026-04-11T00:35:07.7Z,2,REGULAR,freethrow,1 of 2,[],1642847,,,1610612740,79,46,2026-04-11T00:35:32Z,3130000,False,,,0,,J. Fears Free Throw 1 of 2 (10 PTS),[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,,,,,Made,,,,,10.0,,,,,,,,,,,,
321,PT01M26.00S,2026-04-11T00:35:15.8Z,2,REGULAR,substitution,out,[],1630202,,,1610612740,79,46,2026-04-11T00:35:18Z,3140000,False,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT01M26.00S,2026-04-11T00:35:15.8Z,2,REGULAR,substitution,in,[],1642864,,,1610612740,79,46,2026-04-11T00:35:18Z,3150000,False,,,0,,SUB in: H. González,[1642864],1610612738.0,BOS,,,,González,H. González,,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT01M26.00S,2026-04-11T00:35:07.7Z,2,REGULAR,freethrow,2 of 2,[],1642847,,,1610612740,79,46,2026-04-11T00:35:32Z,3160000,False,,,0,,MISS J. Fears Free Throw 2 of 2,[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
324,PT01M26.00S,2026-04-11T00:35:07.7Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,79,46,2026-04-11T00:35:32Z,3170000,False,,,0,,J. Brown REBOUND (Off:0 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,323.0,2.0,2.0,0.0,,,,,,,,,,,,,
325,PT01M05.00S,2026-04-11T00:35:48.9Z,2,REGULAR,3pt,Jump Shot,[],1641775,19.530223390275953,6.61764705882353,1610612738,82,46,2026-04-11T00:35:52Z,3180000,False,217.0,131.0,1,left,J. Walsh 25' 3PT  (6 PTS) (B. Scheierman 1 AST),"[1641775, 1631248]",1610612738.0,BOS,,,,Walsh,J. Walsh,,,,,Above the Break 3,24+ Right Center,,25.34,Made,,,,,6.0,B. Scheierman,1631248.0,1.0,,,,,,,,,
327,PT00M48.70S,2026-04-11T00:36:05.7Z,2,REGULAR,3pt,Jump Shot,[],1642847,68.15045992115637,32.35294117647059,1610612740,82,49,2026-04-11T00:36:09Z,3200000,False,-88.0,247.0,1,right,J. Fears 26' 3PT  (13 PTS) (J. Poole 3 AST),"[1642847, 1629673]",1610612740.0,NOP,,,,Fears,J. Fears,,,,,Above the Break 3,24+ Left Center,,26.22,Made,,,,,13.0,J. Poole,1629673.0,3.0,,,,,,,,,
329,PT00M33.90S,2026-04-11T00:36:25.7Z,2,REGULAR,foul,offensive,['inpenalty'],1627759,,,1610612738,82,49,2026-04-11T00:36:48Z,3220000,False,,,0,,J. Brown offensive FOUL (2 PF),"[1627759, 1642877]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,1627963.0,2.0,0.0,Peavy,1642877.0,,,,
331,PT00M33.90S,2026-04-11T00:36:25.7Z,2,REGULAR,turnover,offensive foul,[],1627759,,,1610612738,82,49,2026-04-11T00:36:25Z,3240000,False,,,0,,J. Brown offensive foul TURNOVER (4 TO),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,8-16 Left,4.0,,,,,,,,,,,1627963.0,,,,,,,,
332,PT00M29.90S,2026-04-11T00:36:46.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642864,,,1610612740,82,49,2026-04-11T00:36:56Z,3250000,False,,,0,,H. González personal FOUL (2 PF) (Fears 2 FT),"[1642864, 1642847]",1610612738.0,BOS,,,,González,H. González,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,1627963.0,2.0,0.0,Fears,1642847.0,,,,
334,PT00M29.90S,2026-04-11T00:37:19.4Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1642847,,,1610612740,82,50,2026-04-11T00:37:19Z,3270000,False,,,0,,J. Fears Free Throw 1 of 2 (14 PTS),[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,,,,,Made,,,,,14.0,,,,,,,,,,,,
335,PT00M29.90S,2026-04-11T00:37:41.3Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1642847,,,1610612740,82,51,2026-04-11T00:37:41Z,3280000,False,,,0,,J. Fears Free Throw 2 of 2 (15 PTS),[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,,,,,Made,,,,,15.0,,,,,,,,,,,,
336,PT00M21.40S,2026-04-11T00:37:55.8Z,2,REGULAR,turnover,out-of-bounds,[],1631248,,,1610612738,82,51,2026-04-11T00:38:02Z,3290000,False,,,0,,B. Scheierman bad pass out-of-bounds TURNOVER (1 TO),[1631248],1610612738.0,BOS,bad pass,,,Scheierman,B. Scheierman,,,,,Above the Break 3,24+ Center,1.0,,,,,,,,,,,2882.0,,,,,,,,
337,PT00M00.00S,2026-04-11T00:38:26.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629673,80.50262812089356,58.82352941176471,1610612740,82,51,2026-04-11T00:38:41Z,3300000,False,44.0,131.0,1,right,MISS J. Poole 13' driving finger roll Layup,[1629673],1610612740.0,NOP,driving finger roll,,,Poole,J. Poole,,,,,In The Paint (Non-RA),8-16 Center,,13.8,Missed,,,,,,,,,,,,,,,,,
338,PT00M00.00S,2026-04-11T00:38:26.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612740,82,51,2026-04-11T00:38:41Z,3310000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,337.0,,,,,,,,,,,,,,,,
339,PT00M00.00S,2026-04-11T00:38:31.0Z,2,REGULAR,period,end,[],0,,,1610612740,82,51,2026-04-11T00:38:31Z,3320000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT12M00.00S,2026-04-11T00:53:22.4Z,3,REGULAR,substitution,out,['startperiod'],202696,,,1610612740,82,51,2026-04-11T00:53:49Z,3330000,False,,,0,,SUB out: N. Vučević,[202696],1610612738.0,BOS,,,,Vučević,N. Vučević,,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT12M00.00S,2026-04-11T00:53:22.4Z,3,REGULAR,substitution,out,['startperiod'],1631248,,,1610612740,82,51,2026-04-11T00:53:49Z,3340000,False,,,0,,SUB out: B. Scheierman,[1631248],1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT12M00.00S,2026-04-11T00:53:22.4Z,3,REGULAR,substitution,out,['startperiod'],1642864,,,1610612740,82,51,2026-04-11T00:53:49Z,3350000,False,,,0,,SUB out: H. González,[1642864],1610612738.0,BOS,,,,González,H. González,,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT12M00.00S,2026-04-11T00:53:22.4Z,3,REGULAR,substitution,in,['startperiod'],1628401,,,1610612740,82,51,2026-04-11T00:53:49Z,3360000,False,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
344,PT12M00.00S,2026-04-11T00:53:22.4Z,3,REGULAR,substitution,in,['startperiod'],1630573,,,1610612740,82,51,2026-04-11T00:53:49Z,3370000,False,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
