actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,turnoverTotal,stealPlayerName,stealPersonId,officialId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
420,PT05M04.00S,2026-04-05T21:08:03.9Z,3,REGULAR,turnover,lost ball,[],1627759,,,1610612738,69,67,2026-04-05T21:08:08Z,4170000,False,,,0,,J. Brown lost ball TURNOVER (4 TO),"[1627759, 1642867]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,16-24 Left Center,,,,,4.0,Murray-Boyles,1642867.0,,,,,,,,,,,,,
421,PT05M04.00S,2026-04-05T21:08:03.9Z,3,REGULAR,steal,,[],1642867,,,1610612761,69,67,2026-04-05T21:08:06Z,4180000,False,,,0,,C. Murray-Boyles STEAL (1 STL),[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
422,PT04M57.00S,2026-04-05T21:08:09.8Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1642867,6.258212877792378,50.98039215686274,1610612761,69,69,2026-04-05T21:09:44Z,4190000,False,-5.0,6.0,1,left,C. Murray-Boyles running finger roll Layup (11 PTS) (J. Shead 4 AST),"[1642867, 1642347]",1610612761.0,TOR,running finger roll,,,Murray-Boyles,C. Murray-Boyles,,,,,Restricted Area,0-8 Center,0.8,Made,11.0,,,,,,,,,J. Shead,1642347.0,4.0,,,,,,
425,PT04M36.00S,2026-04-05T21:08:31.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630202,85.23324572930355,37.254901960784316,1610612738,71,69,2026-04-05T21:08:37Z,4210000,False,-64.0,86.0,1,right,P. Pritchard 10' pullup Jump Shot (4 PTS),[1630202],1610612738.0,BOS,pullup,,,Pritchard,P. Pritchard,,,,,In The Paint (Non-RA),8-16 Left,10.73,Made,4.0,,,,,,,,,,,,,,,,,
426,PT04M22.00S,2026-04-05T21:08:48.0Z,3,REGULAR,foul,personal,['2freethrow'],202696,,,1610612761,71,69,2026-04-05T21:09:10Z,4220000,False,,,0,,N. Vučević shooting personal FOUL (4 PF) (Murray-Boyles 2 FT),"[202696, 1642867]",1610612738.0,BOS,shooting,,,Vučević,N. Vučević,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,203054.0,,,,,,,4.0,0.0,Murray-Boyles,1642867.0,,
428,PT04M22.00S,2026-04-05T21:09:23.9Z,3,REGULAR,freethrow,1 of 2,[],1642867,,,1610612761,71,69,2026-04-05T21:09:23Z,4240000,False,,,0,,MISS C. Murray-Boyles Free Throw 1 of 2,[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
429,PT04M22.00S,2026-04-05T21:09:23.9Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612761,71,69,2026-04-05T21:09:23Z,4250000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,428.0,,,,,,,,,,,,,,,,
430,PT04M22.00S,2026-04-05T21:09:27.8Z,3,REGULAR,substitution,out,[],202696,,,1610612761,71,69,2026-04-05T21:09:35Z,4260000,False,,,0,,SUB out: N. Vučević,[202696],1610612738.0,BOS,,,,Vučević,N. Vučević,,,,,,,,,,,,,,,,,,,,,,,,,,
431,PT04M22.00S,2026-04-05T21:09:27.8Z,3,REGULAR,substitution,out,[],1642266,,,1610612761,71,69,2026-04-05T21:09:35Z,4270000,False,,,0,,SUB out: J. Walter,[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,,,,,,,,,,,,,,,,,,,,,,
432,PT04M22.00S,2026-04-05T21:09:27.8Z,3,REGULAR,substitution,in,[],1629674,,,1610612761,71,69,2026-04-05T21:09:35Z,4280000,False,,,0,,SUB in: N. Queta,[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,,,,,,,,,,,,,,,,,,,,,,
433,PT04M22.00S,2026-04-05T21:09:27.8Z,3,REGULAR,substitution,in,[],1630572,,,1610612761,71,69,2026-04-05T21:09:35Z,4290000,False,,,0,,SUB in: S. Mamukelashvili,[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
434,PT04M22.00S,2026-04-05T21:09:54.3Z,3,REGULAR,freethrow,2 of 2,[],1642867,,,1610612761,71,70,2026-04-05T21:09:54Z,4300000,False,,,0,,C. Murray-Boyles Free Throw 2 of 2 (12 PTS),[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
435,PT04M12.00S,2026-04-05T21:10:07.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630202,92.32917214191852,58.08823529411765,1610612738,73,70,2026-04-05T21:10:41Z,4310000,False,40.0,20.0,1,right,P. Pritchard driving Layup (6 PTS) (N. Queta 3 AST),"[1630202, 1629674]",1610612738.0,BOS,driving,,,Pritchard,P. Pritchard,,,,,In The Paint (Non-RA),0-8 Center,4.49,Made,6.0,,,,,,,,,N. Queta,1629674.0,3.0,,,,,,
437,PT03M51.00S,2026-04-05T21:10:26.0Z,3,REGULAR,turnover,lost ball,[],1627742,,,1610612761,73,70,2026-04-05T21:10:30Z,4330000,False,,,0,,B. Ingram lost ball TURNOVER (1 TO),"[1627742, 1641775]",1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Mid-Range,8-16 Left,,,,,1.0,Walsh,1641775.0,,,,,,,,,,,,,
438,PT03M51.00S,2026-04-05T21:10:26.0Z,3,REGULAR,steal,,[],1641775,,,1610612738,73,70,2026-04-05T21:10:27Z,4340000,False,,,0,,J. Walsh STEAL (1 STL),[1641775],1610612738.0,BOS,,,,Walsh,J. Walsh,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
439,PT03M48.00S,2026-04-05T21:10:29.1Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641775,93.64323258869908,50.73529411764706,1610612738,75,70,2026-04-05T21:10:34Z,4350000,False,4.0,7.0,1,right,J. Walsh running DUNK (2 PTS),[1641775],1610612738.0,BOS,running,,,Walsh,J. Walsh,,,,,Restricted Area,0-8 Center,0.82,Made,2.0,,,,,,,,,,,,,,,,,
440,PT03M36.00S,2026-04-05T21:10:40.9Z,3,REGULAR,3pt,Jump Shot,[],1630572,26.49474375821288,17.892156862745097,1610612761,75,73,2026-04-05T21:10:46Z,4360000,False,161.0,197.0,1,left,S. Mamukelashvili 25' 3PT  (6 PTS) (J. Shead 5 AST),"[1630572, 1642347]",1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,Above the Break 3,24+ Right Center,25.38,Made,6.0,,,,,,,,,J. Shead,1642347.0,5.0,,,,,,
442,PT03M14.00S,2026-04-05T21:11:02.7Z,3,REGULAR,3pt,Jump Shot,[],1631248,74.72076215505913,16.42156862745098,1610612738,75,73,2026-04-05T21:11:07Z,4380000,False,-168.0,185.0,1,right,MISS B. Scheierman 24' 3PT,[1631248],1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,Above the Break 3,24+ Left Center,24.99,Missed,,,,,,,,,,,,,,,,,,
443,PT03M11.00S,2026-04-05T21:11:05.7Z,3,REGULAR,rebound,defensive,[],1630572,,,1610612761,75,73,2026-04-05T21:11:07Z,4390000,False,,,0,,S. Mamukelashvili REBOUND (Off:0 Def:4),[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,Above the Break 3,24+ Left Center,,,,442.0,,,,,4.0,4.0,0.0,,,,,,,,,
444,PT03M09.00S,2026-04-05T21:11:11.0Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629628,7.440867279894875,47.549019607843135,1610612761,75,73,2026-04-05T21:12:01Z,4400000,False,12.0,17.0,1,left,MISS R. Barrett running Layup - blocked,"[1629628, 1629674]",1610612761.0,TOR,running,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,2.13,Missed,,,,,,,,,,,,,,,,,Queta,1629674.0
445,PT03M09.00S,2026-04-05T21:11:11.0Z,3,REGULAR,block,,[],1629674,,,1610612761,75,73,2026-04-05T21:11:13Z,4410000,False,,,0,,N. Queta BLOCK (3 BLK),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
446,PT03M05.00S,2026-04-05T21:11:15.0Z,3,REGULAR,rebound,offensive,[],1627742,,,1610612761,75,73,2026-04-05T21:12:01Z,4420000,False,,,0,,B. Ingram REBOUND (Off:1 Def:2),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,,,,444.0,,,,,3.0,2.0,1.0,,,,,,,,,
447,PT02M57.00S,2026-04-05T21:11:22.1Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630572,8.623521681997373,95.83333333333334,1610612761,75,73,2026-04-05T21:11:54Z,4430000,False,-229.0,29.0,1,left,MISS S. Mamukelashvili 3PT,[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,Left Corner 3,24+ Left,23.1,Missed,,,,,,,,,,,,,,,,,,
448,PT02M54.00S,2026-04-05T21:11:25.1Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612738,75,73,2026-04-05T21:11:54Z,4440000,False,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Left Corner 3,24+ Left,,,,447.0,,,,,,,,,,,,,,,,
450,PT02M53.00S,2026-04-05T21:11:31.6Z,3,REGULAR,substitution,out,[],1629628,,,1610612738,75,73,2026-04-05T21:11:37Z,4460000,False,,,0,,SUB out: R. Barrett,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
451,PT02M53.00S,2026-04-05T21:11:31.6Z,3,REGULAR,substitution,in,[],1630567,,,1610612738,75,73,2026-04-05T21:11:37Z,4470000,False,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
452,PT02M32.00S,2026-04-05T21:12:12.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,93.24901445466492,41.911764705882355,1610612738,75,73,2026-04-05T21:12:24Z,4480000,False,-40.0,11.0,1,right,MISS J. Brown driving Layup,[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,4.19,Missed,,,,,,,,,,,,,,,,,,
453,PT02M30.00S,2026-04-05T21:12:14.1Z,3,REGULAR,rebound,defensive,[],1642867,,,1610612761,75,73,2026-04-05T21:12:24Z,4490000,False,,,0,,C. Murray-Boyles REBOUND (Off:1 Def:3),[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,Restricted Area,0-8 Center,,,,452.0,,,,,4.0,3.0,1.0,,,,,,,,,
454,PT02M27.00S,2026-04-05T21:12:17.4Z,3,REGULAR,foul,personal,['2freethrow'],1631248,,,1610612761,75,73,2026-04-05T21:12:27Z,4500000,False,,,0,,B. Scheierman shooting personal FOUL (2 PF) (Ingram 2 FT),"[1631248, 1627742]",1610612738.0,BOS,shooting,,,Scheierman,B. Scheierman,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,203054.0,,,,,,,2.0,0.0,Ingram,1627742.0,,
456,PT02M27.00S,2026-04-05T21:12:45.3Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1627742,,,1610612761,75,74,2026-04-05T21:12:45Z,4520000,False,,,0,,B. Ingram Free Throw 1 of 2 (8 PTS),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
457,PT02M27.00S,2026-04-05T21:12:47.3Z,3,REGULAR,substitution,out,[],1642347,,,1610612761,75,74,2026-04-05T21:12:52Z,4530000,False,,,0,,SUB out: J. Shead,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT02M27.00S,2026-04-05T21:12:47.3Z,3,REGULAR,substitution,in,[],1630639,,,1610612761,75,74,2026-04-05T21:12:52Z,4540000,False,,,0,,SUB in: A. Lawson,[1630639],1610612761.0,TOR,,,,Lawson,A. Lawson,,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT02M27.00S,2026-04-05T21:13:04.1Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1627742,,,1610612761,75,75,2026-04-05T21:13:04Z,4550000,False,,,0,,B. Ingram Free Throw 2 of 2 (9 PTS),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
460,PT02M04.00S,2026-04-05T21:13:31.0Z,3,REGULAR,3pt,Jump Shot,[],1627759,92.72339027595268,94.36274509803921,1610612738,78,75,2026-04-05T21:13:58Z,4560000,False,222.0,16.0,1,right,J. Brown 3PT step back (20 PTS),[1627759],1610612738.0,BOS,step back,,,Brown,J. Brown,,,,,Right Corner 3,24+ Right,22.24,Made,20.0,,,,,,,,,,,,,,,,,
461,PT01M52.00S,2026-04-05T21:13:47.1Z,3,REGULAR,timeout,full,['team'],0,,,1610612761,78,75,2026-04-05T21:13:47Z,4570000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,PT01M52.00S,2026-04-05T21:14:49.8Z,3,REGULAR,substitution,out,[],1627742,,,1610612761,78,75,2026-04-05T21:15:15Z,4580000,False,,,0,,SUB out: B. Ingram,[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,,
463,PT01M52.00S,2026-04-05T21:14:49.8Z,3,REGULAR,substitution,in,[],1642266,,,1610612761,78,75,2026-04-05T21:15:15Z,4590000,False,,,0,,SUB in: J. Walter,[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,,,,,,,,,,,,,,,,,,,,,,
464,PT01M39.00S,2026-04-05T21:15:36.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630567,13.748357424441524,36.27450980392157,1610612761,78,75,2026-04-05T21:16:04Z,4600000,False,69.0,77.0,1,left,MISS S. Barnes 10' fadeaway Shot,[1630567],1610612761.0,TOR,fadeaway,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),8-16 Right,10.29,Missed,,,,,,,,,,,,,,,,,,
465,PT01M37.00S,2026-04-05T21:15:38.9Z,3,REGULAR,rebound,defensive,[],1631248,,,1610612738,78,75,2026-04-05T21:15:42Z,4610000,False,,,0,,B. Scheierman REBOUND (Off:1 Def:4),[1631248],1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,In The Paint (Non-RA),8-16 Right,,,,464.0,,,,,5.0,4.0,1.0,,,,,,,,,
466,PT01M22.00S,2026-04-05T21:15:55.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1641775,94.1688567674113,54.166666666666664,1610612738,80,75,2026-04-05T21:16:02Z,4620000,False,21.0,2.0,1,right,J. Walsh driving reverse Layup (4 PTS),[1641775],1610612738.0,BOS,driving reverse,,,Walsh,J. Walsh,,,,,Restricted Area,0-8 Center,2.09,Made,4.0,,,,,,,,,,,,,,,,,
467,PT00M56.90S,2026-04-05T21:16:22.5Z,3,REGULAR,2pt,Hook,[],1630567,11.645860709592641,33.82352941176471,1610612761,80,77,2026-04-05T21:16:53Z,4630000,False,81.0,57.0,1,left,S. Barnes 9' turnaround bank Hook (8 PTS) (J. Walter 1 AST),"[1630567, 1642266]",1610612761.0,TOR,turnaround bank,,,Barnes,S. Barnes,,,,,Mid-Range,8-16 Right,9.9,Made,8.0,,,,,,,,,J. Walter,1642266.0,1.0,,,,,,
469,PT00M33.30S,2026-04-05T21:16:58.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,90.75229960578186,42.15686274509804,1610612738,80,77,2026-04-05T21:18:06Z,4650000,False,-39.0,34.0,1,right,MISS J. Brown driving Layup - blocked,"[1627759, 1642266]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,5.22,Missed,,,,,,,,,,,,,,,,,Walter,1642266.0
470,PT00M33.30S,2026-04-05T21:16:58.7Z,3,REGULAR,block,,[],1642266,,,1610612738,80,77,2026-04-05T21:17:01Z,4660000,False,,,0,,J. Walter BLOCK (1 BLK),[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
474,PT00M33.30S,2026-04-05T21:16:58.7Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,80,77,2026-04-05T21:21:10Z,4670000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,469.0,,,,,,,,,,,,,,,,
480,PT00M33.30S,2026-04-05T21:17:16.1Z,3,REGULAR,substitution,out,[],1642867,,,1610612738,80,77,2026-04-05T21:18:09Z,4675000,False,,,0,,SUB out: C. Murray-Boyles,[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,,,,,,,,,,,,,,,,,,,,,,
481,PT00M33.30S,2026-04-05T21:17:16.1Z,3,REGULAR,substitution,in,[],1627751,,,1610612738,80,77,2026-04-05T21:18:09Z,4677500,False,,,0,,SUB in: J. Poeltl,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
471,PT00M33.30S,2026-04-05T21:17:33.6Z,3,REGULAR,jumpball,recovered,[],1630202,,,1610612738,80,77,2026-04-05T21:21:33Z,4680000,False,,,0,,Jump Ball J. Brown vs. J. Walter: Tip to P. Pritchard,"[1630202, 1627759, 1642266]",1610612738.0,BOS,heldball,P. Pritchard,1630202.0,Pritchard,P. Pritchard,Brown,1627759.0,Walter,1642266.0,,,,,,,,,,,,,,,,,,,,,,
475,PT00M27.70S,2026-04-05T21:17:37.0Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630202,83.65637319316689,51.71568627450981,1610612738,80,77,2026-04-05T21:19:13Z,4710000,False,9.0,101.0,1,right,MISS P. Pritchard 10' pullup Shot,[1630202],1610612738.0,BOS,pullup,,,Pritchard,P. Pritchard,,,,,In The Paint (Non-RA),8-16 Center,10.15,Missed,,,,,,,,,,,,,,,,,,
476,PT00M23.80S,2026-04-05T21:17:41.0Z,3,REGULAR,rebound,defensive,[],1627751,,,1610612761,80,77,2026-04-05T21:17:41Z,4720000,False,,,0,,J. Poeltl REBOUND (Off:0 Def:1),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),8-16 Center,,,,475.0,,,,,1.0,1.0,0.0,,,,,,,,,
477,PT00M17.60S,2026-04-05T21:17:47.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630567,14.4053876478318,58.333333333333336,1610612761,80,77,2026-04-05T21:19:35Z,4730000,False,-42.0,83.0,1,left,MISS S. Barnes 9' pullup Shot,[1630567],1610612761.0,TOR,pullup,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),8-16 Center,9.28,Missed,,,,,,,,,,,,,,,,,,
478,PT00M13.90S,2026-04-05T21:17:50.8Z,3,REGULAR,rebound,offensive,[],1630567,,,1610612761,80,77,2026-04-05T21:17:50Z,4740000,False,,,0,,S. Barnes REBOUND (Off:1 Def:5),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),8-16 Center,,,,477.0,,,,,6.0,5.0,1.0,,,,,,,,,
479,PT00M00.30S,2026-04-05T21:18:05.2Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630567,8.886333771353483,62.5,1610612761,80,77,2026-04-05T21:20:33Z,4750000,False,-62.0,31.0,1,left,MISS S. Barnes 6' fadeaway Shot,[1630567],1610612761.0,TOR,fadeaway,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,6.98,Missed,,,,,,,,,,,,,,,,,,
482,PT00M00.20S,2026-04-05T21:18:05.3Z,3,REGULAR,rebound,offensive,[],1627751,,,1610612761,80,77,2026-04-05T21:20:33Z,4760000,False,,,0,,J. Poeltl REBOUND (Off:1 Def:1),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),0-8 Center,,,,479.0,,,,,2.0,1.0,1.0,,,,,,,,,
483,PT00M00.00S,2026-04-05T21:18:12.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627751,5.590000152587891,50.0,1610612761,80,77,2026-04-05T21:18:12Z,4770000,False,0.0,0.0,1,left,MISS J. Poeltl tip Layup,[1627751],1610612761.0,TOR,tip,,,Poeltl,J. Poeltl,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
484,PT00M00.00S,2026-04-05T21:18:13.4Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612761,80,77,2026-04-05T21:18:13Z,4780000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Mid-Range,8-16 Left,,,,483.0,,,,,,,,,,,,,,,,
485,PT00M00.00S,2026-04-05T21:18:15.1Z,3,REGULAR,period,end,[],0,,,1610612761,80,77,2026-04-05T21:18:15Z,4790000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,PT12M00.00S,2026-04-05T21:20:27.4Z,4,REGULAR,substitution,out,['startperiod'],1627759,,,1610612761,80,77,2026-04-05T21:21:01Z,4800000,False,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
487,PT12M00.00S,2026-04-05T21:20:27.4Z,4,REGULAR,substitution,out,['startperiod'],1641775,,,1610612761,80,77,2026-04-05T21:21:01Z,4810000,False,,,0,,SUB out: J. Walsh,[1641775],1610612738.0,BOS,,,,Walsh,J. Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,
488,PT12M00.00S,2026-04-05T21:20:27.4Z,4,REGULAR,substitution,out,['startperiod'],1631248,,,1610612761,80,77,2026-04-05T21:21:01Z,4820000,False,,,0,,SUB out: B. Scheierman,[1631248],1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,,,,,,,,,,,,,,,,,,,,,,
489,PT12M00.00S,2026-04-05T21:20:27.4Z,4,REGULAR,substitution,out,['startperiod'],1629674,,,1610612761,80,77,2026-04-05T21:21:01Z,4830000,False,,,0,,SUB out: N. Queta,[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,,,,,,,,,,,,,,,,,,,,,,
490,PT12M00.00S,2026-04-05T21:20:27.4Z,4,REGULAR,substitution,out,['startperiod'],1630639,,,1610612761,80,77,2026-04-05T21:21:01Z,4840000,False,,,0,,SUB out: A. Lawson,[1630639],1610612761.0,TOR,,,,Lawson,A. Lawson,,,,,,,,,,,,,,,,,,,,,,,,,,
491,PT12M00.00S,2026-04-05T21:20:27.4Z,4,REGULAR,substitution,in,['startperiod'],1628369,,,1610612761,80,77,2026-04-05T21:21:01Z,4850000,False,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
492,PT12M00.00S,2026-04-05T21:20:27.4Z,4,REGULAR,substitution,in,['startperiod'],1628401,,,1610612761,80,77,2026-04-05T21:21:01Z,4860000,False,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
493,PT12M00.00S,2026-04-05T21:20:27.4Z,4,REGULAR,substitution,in,['startperiod'],1630573,,,1610612761,80,77,2026-04-05T21:21:01Z,4870000,False,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
494,PT12M00.00S,2026-04-05T21:20:27.4Z,4,REGULAR,substitution,in,['startperiod'],202696,,,1610612761,80,77,2026-04-05T21:21:01Z,4880000,False,,,0,,SUB in: N. Vučević,[202696],1610612738.0,BOS,,,,Vučević,N. Vučević,,,,,,,,,,,,,,,,,,,,,,,,,,
495,PT12M00.00S,2026-04-05T21:20:27.4Z,4,REGULAR,substitution,in,['startperiod'],1629628,,,1610612761,80,77,2026-04-05T21:21:01Z,4890000,False,,,0,,SUB in: R. Barrett,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
496,PT12M00.00S,2026-04-05T21:20:56.7Z,4,REGULAR,period,start,[],0,,,1610612738,80,77,2026-04-05T21:21:01Z,4900000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,PT11M42.00S,2026-04-05T21:21:15.3Z,4,REGULAR,3pt,Jump Shot,[],1630202,70.12155059132719,16.42156862745098,1610612738,83,77,2026-04-05T21:21:46Z,4910000,False,-168.0,228.0,1,right,P. Pritchard 28' 3PT  (9 PTS) (J. Tatum 4 AST),"[1630202, 1628369]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Left Center,28.35,Made,9.0,,,,,,,,,J. Tatum,1628369.0,4.0,,,,,,
499,PT11M24.00S,2026-04-05T21:21:31.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627751,13.485545335085414,50.49019607843137,1610612761,83,77,2026-04-05T21:22:02Z,4930000,False,-2.0,74.0,1,left,MISS J. Poeltl 7' floating Shot,[1627751],1610612761.0,TOR,floating,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),0-8 Center,7.43,Missed,,,,,,,,,,,,,,,,,,
500,PT11M22.00S,2026-04-05T21:21:33.2Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,83,77,2026-04-05T21:21:38Z,4940000,False,,,0,,J. Tatum REBOUND (Off:0 Def:12),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,,,,499.0,,,,,12.0,12.0,0.0,,,,,,,,,
501,PT11M10.00S,2026-04-05T21:21:46.3Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],202696,91.80354796320631,41.42156862745098,1610612738,85,77,2026-04-05T21:21:52Z,4950000,False,-43.0,25.0,1,right,N. Vučević Hook (4 PTS) (P. Pritchard 2 AST),"[202696, 1630202]",1610612738.0,BOS,,,,Vučević,N. Vučević,,,,,In The Paint (Non-RA),0-8 Center,4.94,Made,4.0,,,,,,,,,P. Pritchard,1630202.0,2.0,,,,,,
