actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
30,PT09M08.00S,2026-02-12T00:45:27.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630573,19.136005256241788,46.07843137254902,1610612738,7,7,2026-02-12T00:46:08Z,290000,False,20.0,127.0,1,left,MISS S. Hauser 12' pullup Shot,[1630573],1610612738.0,BOS,pullup,,,Hauser,S. Hauser,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,Missed,,12.89,,,,,,,,,
31,PT09M07.00S,2026-02-12T00:45:28.0Z,1,REGULAR,rebound,offensive,[],1630573,,,1610612738,7,7,2026-02-12T00:45:40Z,300000,False,,,0,,S. Hauser REBOUND (Off:1 Def:0),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,30.0,1.0,0.0,1.0,,
32,PT09M07.00S,2026-02-12T00:45:30.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630573,9.592641261498029,49.02726715686275,1610612738,7,7,2026-02-12T00:46:14Z,310000,False,5.0,38.0,1,left,MISS S. Hauser tip Layup,[1630573],1610612738.0,BOS,tip,,,Hauser,S. Hauser,,,,,Restricted Area,0-8 Center,,,,,,,,,Missed,,3.8,,,,,,,,,
33,PT09M06.00S,2026-02-12T00:45:31.6Z,1,REGULAR,rebound,offensive,[],1629674,,,1610612738,7,7,2026-02-12T00:46:14Z,320000,False,,,0,,N. Queta REBOUND (Off:1 Def:1),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,32.0,2.0,1.0,1.0,,
34,PT09M05.00S,2026-02-12T00:45:32.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629674,6.258212877792378,49.26470588235294,1610612738,9,7,2026-02-12T00:45:54Z,330000,False,4.0,6.0,1,left,N. Queta putback Layup (4 PTS),[1629674],1610612738.0,BOS,putback,,,Queta,N. Queta,,,,,Restricted Area,0-8 Center,,,,,,,,,Made,4.0,0.73,,,,,,,,,
35,PT09M05.00S,2026-02-12T00:45:37.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,9,7,2026-02-12T00:45:37Z,340000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,PT08M48.00S,2026-02-12T00:48:50.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627824,82.9993429697766,51.225490196078425,1610612741,9,7,2026-02-12T00:48:56Z,350000,False,6.0,107.0,1,right,MISS G. Yabusele 10' turnaround Hook,[1627824],1610612741.0,CHI,turnaround,,,Yabusele,G. Yabusele,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,Missed,,10.75,,,,,,,,,
37,PT08M47.00S,2026-02-12T00:48:51.1Z,1,REGULAR,rebound,defensive,[],1631248,,,1610612738,9,7,2026-02-12T00:48:56Z,360000,False,,,0,,B. Scheierman REBOUND (Off:0 Def:1),[1631248],1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,36.0,1.0,1.0,0.0,,
38,PT08M39.00S,2026-02-12T00:48:59.3Z,1,REGULAR,3pt,Jump Shot,[],1630573,30.699737187910642,30.392156862745097,1610612738,9,7,2026-02-12T00:49:05Z,370000,False,98.0,236.0,1,left,MISS S. Hauser 25' 3PT,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Right Center,,,,,,,,,Missed,,25.56,,,,,,,,,
39,PT08M37.00S,2026-02-12T00:49:01.3Z,1,REGULAR,rebound,defensive,[],1629014,,,1610612741,9,7,2026-02-12T00:49:05Z,380000,False,,,0,,A. Simons REBOUND (Off:0 Def:1),[1629014],1610612741.0,CHI,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,38.0,1.0,1.0,0.0,,
40,PT08M27.00S,2026-02-12T00:49:10.5Z,1,REGULAR,3pt,Jump Shot,[],1629014,72.48685939553219,79.90196078431373,1610612741,9,10,2026-02-12T00:49:14Z,390000,False,150.0,206.0,1,right,A. Simons 25' 3PT  (5 PTS) (P. Williams 1 AST),"[1629014, 1630172]",1610612741.0,CHI,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Right Center,,,,,,,,,Made,5.0,25.46,P. Williams,1630172.0,1.0,,,,,,
42,PT08M08.00S,2026-02-12T00:49:31.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,9.149145860709593,41.66666666666667,1610612738,9,10,2026-02-12T00:49:39Z,410000,False,42.0,34.0,1,left,MISS J. Brown driving Layup,[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,Missed,,5.35,,,,,,,,,
43,PT08M06.00S,2026-02-12T00:49:33.3Z,1,REGULAR,rebound,offensive,[],1631248,,,1610612738,9,10,2026-02-12T00:49:39Z,420000,False,,,0,,B. Scheierman REBOUND (Off:1 Def:1),[1631248],1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,42.0,2.0,1.0,1.0,,
44,PT08M02.00S,2026-02-12T00:49:36.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1631248,30.042706964520367,75.49019607843137,1610612738,9,10,2026-02-12T00:50:45Z,430000,False,-127.0,230.0,1,left,MISS B. Scheierman 26' pullup 3PT,[1631248],1610612738.0,BOS,pullup,,,Scheierman,B. Scheierman,,,,,Above the Break 3,24+ Left Center,,,,,,,,,Missed,,26.29,,,,,,,,,
45,PT08M00.00S,2026-02-12T00:49:38.3Z,1,REGULAR,rebound,defensive,[],1641824,,,1610612741,9,10,2026-02-12T00:49:42Z,440000,False,,,0,,M. Buzelis REBOUND (Off:0 Def:2),[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,44.0,2.0,2.0,0.0,,
46,PT07M51.00S,2026-02-12T00:49:47.0Z,1,REGULAR,3pt,Jump Shot,[],1641824,69.72733245729303,66.42156862745098,1610612741,9,13,2026-02-12T00:49:53Z,450000,False,82.0,232.0,1,right,M. Buzelis 24' 3PT  (3 PTS) (G. Yabusele 1 AST),"[1641824, 1627824]",1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,Above the Break 3,24+ Right Center,,,,,,,,,Made,3.0,24.62,G. Yabusele,1627824.0,1.0,,,,,,
48,PT07M34.00S,2026-02-12T00:50:04.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629674,8.278580814717477,43.10278799019608,1610612738,11,13,2026-02-12T00:50:13Z,470000,False,34.0,25.0,1,left,N. Queta cutting Layup (6 PTS) (J. Brown 1 AST),"[1629674, 1627759]",1610612738.0,BOS,cutting,,,Queta,N. Queta,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,Made,6.0,4.28,J. Brown,1627759.0,1.0,,,,,,
50,PT07M25.00S,2026-02-12T00:50:12.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630172,92.9862023653088,64.95098039215686,1610612741,11,13,2026-02-12T00:50:30Z,490000,False,75.0,13.0,1,right,MISS P. Williams 7' Jump Shot - blocked,"[1630172, 1628401]",1610612741.0,CHI,,,,Williams,P. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,Missed,,7.6,,,,,,,,White,1628401.0
51,PT07M25.00S,2026-02-12T00:50:12.8Z,1,REGULAR,block,,[],1628401,,,1610612741,11,13,2026-02-12T00:50:15Z,500000,False,,,0,,D. White BLOCK (1 BLK),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
52,PT07M24.00S,2026-02-12T00:50:13.8Z,1,REGULAR,rebound,offensive,[],1630172,,,1610612741,11,13,2026-02-12T00:50:30Z,510000,False,,,0,,P. Williams REBOUND (Off:1 Def:0),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,50.0,1.0,0.0,1.0,,
53,PT07M20.00S,2026-02-12T00:50:17.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1641824,78.79434954007884,89.2156862745098,1610612741,11,16,2026-02-12T00:50:36Z,520000,False,196.0,147.0,1,right,M. Buzelis 24' 3PT  (6 PTS) (P. Williams 2 AST),"[1641824, 1630172]",1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,Above the Break 3,24+ Right Center,,,,,,,,,Made,6.0,24.5,P. Williams,1630172.0,2.0,,,,,,
55,PT07M11.00S,2026-02-12T00:50:26.6Z,1,REGULAR,3pt,Jump Shot,[],1627759,33.722076215505915,47.05882352941176,1610612738,14,16,2026-02-12T00:50:39Z,540000,False,15.0,264.0,1,left,J. Brown 26' 3PT  (5 PTS) (D. White 3 AST),"[1627759, 1628401]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Center,,,,,,,,,Made,5.0,26.49,D. White,1628401.0,3.0,,,,,,
57,PT06M59.00S,2026-02-12T00:50:39.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629012,91.01511169513797,46.81372549019608,1610612741,14,16,2026-02-12T00:50:47Z,560000,False,-16.0,32.0,1,right,MISS C. Sexton driving Layup,[1629012],1610612741.0,CHI,driving,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,,,,,,,,,Missed,,3.57,,,,,,,,,
58,PT06M58.00S,2026-02-12T00:50:40.9Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,14,16,2026-02-12T00:50:47Z,570000,False,,,0,,J. Brown REBOUND (Off:0 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,57.0,1.0,1.0,0.0,,
59,PT06M47.00S,2026-02-12T00:50:51.6Z,1,REGULAR,3pt,Jump Shot,[],1627759,23.47240473061761,87.99019607843137,1610612738,17,16,2026-02-12T00:50:55Z,580000,False,-190.0,168.0,1,left,J. Brown 25' 3PT step back (8 PTS),[1627759],1610612738.0,BOS,step back,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,,,,,,,,,Made,8.0,25.37,,,,,,,,,
60,PT06M21.00S,2026-02-12T00:51:17.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629012,82.7365308804205,57.59803921568627,1610612741,17,18,2026-02-12T00:51:21Z,590000,False,38.0,110.0,1,right,C. Sexton 11' pullup Jump Shot (4 PTS),[1629012],1610612741.0,CHI,pullup,,,Sexton,C. Sexton,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,Made,4.0,11.62,,,,,,,,,
61,PT06M19.00S,2026-02-12T00:51:24.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,17,18,2026-02-12T00:51:24Z,600000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M19.00S,2026-02-12T00:53:17.8Z,1,REGULAR,substitution,out,[],1628401,,,1610612738,17,18,2026-02-12T00:53:46Z,610000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M19.00S,2026-02-12T00:53:17.8Z,1,REGULAR,substitution,out,[],1630573,,,1610612738,17,18,2026-02-12T00:53:46Z,620000,False,,,0,,SUB out: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M19.00S,2026-02-12T00:53:17.8Z,1,REGULAR,substitution,out,[],1631248,,,1610612738,17,18,2026-02-12T00:53:46Z,630000,False,,,0,,SUB out: B. Scheierman,[1631248],1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M19.00S,2026-02-12T00:53:17.8Z,1,REGULAR,substitution,out,[],1629674,,,1610612738,17,18,2026-02-12T00:53:46Z,640000,False,,,0,,SUB out: N. Queta,[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M19.00S,2026-02-12T00:53:17.8Z,1,REGULAR,substitution,out,[],1627824,,,1610612738,17,18,2026-02-12T00:53:46Z,660000,False,,,0,,SUB out: G. Yabusele,[1627824],1610612741.0,CHI,,,,Yabusele,G. Yabusele,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M19.00S,2026-02-12T00:53:17.8Z,1,REGULAR,substitution,in,[],202696,,,1610612738,17,18,2026-02-12T00:53:46Z,670000,False,,,0,,SUB in: N. Vučević,[202696],1610612738.0,BOS,,,,Vučević,N. Vučević,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M19.00S,2026-02-12T00:53:17.8Z,1,REGULAR,substitution,in,[],1630202,,,1610612738,17,18,2026-02-12T00:53:46Z,680000,False,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M19.00S,2026-02-12T00:53:17.8Z,1,REGULAR,substitution,in,[],1631199,,,1610612738,17,18,2026-02-12T00:53:46Z,690000,False,,,0,,SUB in: R. Harper Jr.,[1631199],1610612738.0,BOS,,,,Harper Jr.,R. Harper Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M19.00S,2026-02-12T00:53:17.8Z,1,REGULAR,substitution,in,[],1642864,,,1610612738,17,18,2026-02-12T00:53:46Z,700000,False,,,0,,SUB in: H. González,[1642864],1610612738.0,BOS,,,,González,H. González,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M19.00S,2026-02-12T00:53:17.8Z,1,REGULAR,substitution,in,[],1631093,,,1610612738,17,18,2026-02-12T00:53:46Z,710000,False,,,0,,SUB in: J. Ivey,[1631093],1610612741.0,CHI,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M19.00S,2026-02-12T00:53:17.8Z,1,REGULAR,substitution,in,[],1630208,,,1610612738,17,18,2026-02-12T00:53:46Z,720000,False,,,0,,SUB in: N. Richards,[1630208],1610612741.0,CHI,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT06M19.00S,2026-02-12T00:53:17.8Z,1,REGULAR,substitution,out,[],1629012,,,1610612738,17,18,2026-02-12T00:57:19Z,725000,False,,,0,,SUB out: C. Sexton,[1629012],1610612741.0,CHI,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M59.00S,2026-02-12T00:54:34.2Z,1,REGULAR,3pt,Jump Shot,[],1627759,20.18725361366623,8.57843137254902,1610612738,17,18,2026-02-12T00:54:42Z,730000,False,207.0,137.0,1,left,MISS J. Brown 24' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,,,,,,,,,Missed,,24.85,,,,,,,,,
75,PT05M57.00S,2026-02-12T00:54:36.2Z,1,REGULAR,rebound,defensive,[],1630208,,,1610612741,17,18,2026-02-12T00:54:42Z,740000,False,,,0,,N. Richards REBOUND (Off:0 Def:1),[1630208],1610612741.0,CHI,,,,Richards,N. Richards,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,74.0,1.0,1.0,0.0,,
76,PT05M44.00S,2026-02-12T00:54:48.8Z,1,REGULAR,2pt,Layup,[],1641824,93.64323258869908,67.64705882352942,1610612741,17,18,2026-02-12T00:54:55Z,750000,False,88.0,7.0,1,right,MISS M. Buzelis 8' driving Layup,[1641824],1610612741.0,CHI,driving,,,Buzelis,M. Buzelis,,,,,Mid-Range,8-16 Right,,,,,,,,,Missed,,8.85,,,,,,,,,
77,PT05M43.00S,2026-02-12T00:54:49.8Z,1,REGULAR,rebound,defensive,[],1642864,,,1610612738,17,18,2026-02-12T00:54:55Z,760000,False,,,0,,H. González REBOUND (Off:0 Def:1),[1642864],1610612738.0,BOS,,,,González,H. González,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,76.0,1.0,1.0,0.0,,
78,PT05M34.00S,2026-02-12T00:54:59.0Z,1,REGULAR,3pt,Jump Shot,[],1630202,34.641918528252305,48.03921568627451,1610612738,20,18,2026-02-12T00:55:02Z,770000,False,10.0,273.0,1,left,P. Pritchard 27' 3PT  (3 PTS) (J. Brown 2 AST),"[1630202, 1627759]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Center,,,,,,,,,Made,3.0,27.33,J. Brown,1627759.0,2.0,,,,,,
80,PT05M13.00S,2026-02-12T00:55:22.8Z,1,REGULAR,foul,offensive,[],1630208,,,1610612741,20,18,2026-02-12T00:55:29Z,790000,False,,,0,,N. Richards offensive FOUL (1 PF),"[1630208, 1642864]",1610612741.0,CHI,,,,Richards,N. Richards,,,,,Above the Break 3,24+ Center,,,,101284.0,1.0,0.0,González,1642864.0,,,,,,,,,,,,
82,PT05M13.00S,2026-02-12T00:55:22.8Z,1,REGULAR,turnover,offensive foul,[],1630208,,,1610612741,20,18,2026-02-12T00:55:22Z,810000,False,,,0,,N. Richards offensive foul TURNOVER (1 TO),[1630208],1610612741.0,CHI,,,,Richards,N. Richards,,,,,Above the Break 3,24+ Center,1.0,,,101284.0,,,,,,,,,,,,,,,,
83,PT05M02.00S,2026-02-12T00:55:50.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627759,10.726018396846255,46.07843137254902,1610612738,20,18,2026-02-12T00:55:58Z,820000,False,20.0,48.0,1,left,MISS J. Brown driving Layup - blocked,"[1627759, 1630208]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,Missed,,5.21,,,,,,,,Richards,1630208.0
84,PT05M02.00S,2026-02-12T00:55:50.2Z,1,REGULAR,block,,[],1630208,,,1610612738,20,18,2026-02-12T00:55:52Z,830000,False,,,0,,N. Richards BLOCK (1 BLK),[1630208],1610612741.0,CHI,,,,Richards,N. Richards,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
