actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
55,PT06M54.00S,2026-03-25T23:47:25.5Z,1,REGULAR,rebound,offensive,[],1627759,,,1610612738,5,14,2026-03-25T23:47:32Z,520000,False,,,0,,J. Brown REBOUND (Off:1 Def:0),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,,,54.0,1.0,0.0,1.0,,,,,,,,,,,,,,
56,PT06M40.00S,2026-03-25T23:47:40.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627759,26.888961892247043,79.90196078431373,1610612738,5,14,2026-03-25T23:47:55Z,530000,False,-150.0,200.0,1,left,MISS J. Brown 24' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,24.99,Missed,,,,,,,,,,,,,,,,,,
57,PT06M36.00S,2026-03-25T23:47:44.3Z,1,REGULAR,rebound,defensive,[],1628983,,,1610612760,5,14,2026-03-25T23:47:55Z,540000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:1),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Left Center,,,56.0,1.0,1.0,0.0,,,,,,,,,,,,,,
60,PT06M28.00S,2026-03-25T23:47:51.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631096,87.86136662286465,50.245098039215684,1610612760,5,14,2026-03-25T23:48:01Z,570000,False,1.0,62.0,1,right,MISS C. Holmgren 6' running Layup - blocked,"[1631096, 1629674]",1610612760.0,OKC,running,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),0-8 Center,6.16,Missed,,,,,,,,,,,Queta,1629674.0,,,,,,
61,PT06M28.00S,2026-03-25T23:47:51.6Z,1,REGULAR,block,,[],1629674,,,1610612760,5,14,2026-03-25T23:47:53Z,580000,False,,,0,,N. Queta BLOCK (2 BLK),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
62,PT06M26.00S,2026-03-25T23:47:53.6Z,1,REGULAR,rebound,defensive,[],1630573,,,1610612738,5,14,2026-03-25T23:49:00Z,590000,False,,,0,,S. Hauser REBOUND (Off:0 Def:2),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,In The Paint (Non-RA),0-8 Center,,,60.0,2.0,2.0,0.0,,,,,,,,,,,,,,
63,PT06M24.00S,2026-03-25T23:47:57.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,5.075558475689881,49.26470588235294,1610612738,7,14,2026-03-25T23:50:36Z,600000,False,4.0,-5.0,1,left,J. Tatum driving finger roll Layup (2 PTS) (D. White 2 AST),"[1628369, 1628401]",1610612738.0,BOS,driving finger roll,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,0.61,Made,,,,,,,2.0,D. White,1628401.0,2.0,,,,,,,,
65,PT06M24.00S,2026-03-25T23:48:54.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,7,14,2026-03-25T23:48:54Z,620000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M24.00S,2026-03-25T23:50:01.3Z,1,REGULAR,substitution,out,[],1628369,,,1610612760,7,14,2026-03-25T23:51:03Z,630000,False,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M24.00S,2026-03-25T23:50:01.3Z,1,REGULAR,substitution,out,[],1628401,,,1610612760,7,14,2026-03-25T23:51:03Z,640000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M24.00S,2026-03-25T23:50:01.3Z,1,REGULAR,substitution,out,[],1630573,,,1610612760,7,14,2026-03-25T23:51:03Z,650000,False,,,0,,SUB out: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M24.00S,2026-03-25T23:50:01.3Z,1,REGULAR,substitution,out,[],1631114,,,1610612760,7,14,2026-03-25T23:51:03Z,660000,False,,,0,,SUB out: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M24.00S,2026-03-25T23:50:01.3Z,1,REGULAR,substitution,out,[],1628392,,,1610612760,7,14,2026-03-25T23:51:03Z,670000,False,,,0,,SUB out: I. Hartenstein,[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M24.00S,2026-03-25T23:50:01.3Z,1,REGULAR,substitution,in,[],1630202,,,1610612760,7,14,2026-03-25T23:51:03Z,680000,False,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M24.00S,2026-03-25T23:50:01.3Z,1,REGULAR,substitution,in,[],1642864,,,1610612760,7,14,2026-03-25T23:51:03Z,690000,False,,,0,,SUB in: H. González,[1642864],1610612738.0,BOS,,,,González,H. González,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M24.00S,2026-03-25T23:50:01.3Z,1,REGULAR,substitution,in,[],1631248,,,1610612760,7,14,2026-03-25T23:51:03Z,700000,False,,,0,,SUB in: B. Scheierman,[1631248],1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M24.00S,2026-03-25T23:50:01.3Z,1,REGULAR,substitution,in,[],1627936,,,1610612760,7,14,2026-03-25T23:51:03Z,710000,False,,,0,,SUB in: A. Caruso,[1627936],1610612760.0,OKC,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M24.00S,2026-03-25T23:50:01.3Z,1,REGULAR,substitution,in,[],1641717,,,1610612760,7,14,2026-03-25T23:51:03Z,720000,False,,,0,,SUB in: C. Wallace,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M12.00S,2026-03-25T23:51:15.6Z,1,REGULAR,3pt,Jump Shot,[],1641717,68.28186596583443,25.98039215686275,1610612760,7,14,2026-03-25T23:51:21Z,730000,False,-120.0,246.0,1,right,MISS C. Wallace 27' 3PT,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Above the Break 3,24+ Left Center,27.35,Missed,,,,,,,,,,,,,,,,,,
77,PT06M11.00S,2026-03-25T23:51:16.6Z,1,REGULAR,rebound,defensive,[],1630202,,,1610612738,7,14,2026-03-25T23:51:21Z,740000,False,,,0,,P. Pritchard REBOUND (Off:0 Def:1),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Left Center,,,76.0,1.0,1.0,0.0,,,,,,,,,,,,,,
78,PT05M55.00S,2026-03-25T23:51:31.5Z,1,REGULAR,3pt,Jump Shot,[],1642864,9.411957950065702,4.166666666666666,1610612738,10,14,2026-03-25T23:51:35Z,750000,False,229.0,36.0,1,left,H. González 3PT  (3 PTS) (J. Brown 1 AST),"[1642864, 1627759]",1610612738.0,BOS,,,,González,H. González,,,,,Right Corner 3,24+ Right,23.2,Made,,,,,,,3.0,J. Brown,1627759.0,1.0,,,,,,,,
80,PT05M38.00S,2026-03-25T23:51:48.7Z,1,REGULAR,3pt,Jump Shot,[],1629652,67.23061760840999,27.450980392156865,1610612760,10,14,2026-03-25T23:51:54Z,770000,False,-113.0,256.0,1,right,MISS L. Dort 27' 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Left Center,27.93,Missed,,,,,,,,,,,,,,,,,,
81,PT05M37.00S,2026-03-25T23:51:49.7Z,1,REGULAR,rebound,defensive,[],1642864,,,1610612738,10,14,2026-03-25T23:51:54Z,780000,False,,,0,,H. González REBOUND (Off:0 Def:1),[1642864],1610612738.0,BOS,,,,González,H. González,,,,,Above the Break 3,24+ Left Center,,,80.0,1.0,1.0,0.0,,,,,,,,,,,,,,
82,PT05M25.00S,2026-03-25T23:52:02.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629674,13.222733245729303,40.19607843137255,1610612738,10,14,2026-03-25T23:52:13Z,790000,False,49.0,72.0,1,left,MISS N. Queta 8' floating Shot,[1629674],1610612738.0,BOS,floating,,,Queta,N. Queta,,,,,In The Paint (Non-RA),8-16 Right,8.69,Missed,,,,,,,,,,,,,,,,,,
83,PT05M23.00S,2026-03-25T23:52:04.5Z,1,REGULAR,rebound,defensive,[],1627936,,,1610612760,10,14,2026-03-25T23:52:13Z,800000,False,,,0,,A. Caruso REBOUND (Off:0 Def:1),[1627936],1610612760.0,OKC,,,,Caruso,A. Caruso,,,,,In The Paint (Non-RA),8-16 Right,,,82.0,1.0,1.0,0.0,,,,,,,,,,,,,,
