actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
17,PT10M20.00S,2021-12-11T01:13:02.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629726,28.728646517739815,15.196078431372548,1610612745,5,4,2021-12-11T01:13:10Z,170000,174.0,218.0,1,left,MISS G. Mathews 27' pullup 3PT,[1629726],1610612745.0,HOU,pullup,,,,,,27.85,Missed,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,
18,PT10M19.00S,2021-12-11T01:13:03.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612749,5,4,2021-12-11T01:13:10Z,180000,,,0,,TEAM defensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,
19,PT10M19.00S,2021-12-11T01:13:08.2Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612749,5,4,2021-12-11T01:13:08Z,190000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,PT10M07.00S,2021-12-11T01:13:21.1Z,1,REGULAR,3pt,Jump Shot,[],1628960,66.96780551905388,39.46078431372549,1610612749,5,4,2021-12-11T01:13:39Z,200000,-53.0,258.0,1,right,MISS G. Allen 26' 3PT - blocked,"[1628960, 1629717]",1610612749.0,MIL,,,,,,,26.33,Missed,,Allen,G. Allen,,,,,,,,Brooks,1629717.0,,,,,,,,
21,PT10M07.00S,2021-12-11T01:13:21.1Z,1,REGULAR,block,,[],1629717,,,1610612749,5,4,2021-12-11T01:13:39Z,210000,,,0,,A. Brooks BLOCK (1 BLK),[1629717],1610612745.0,HOU,,,,,,,,,,Brooks,A. Brooks,,,,,,,,,,,,,,,,,
22,PT10M04.00S,2021-12-11T01:13:24.1Z,1,REGULAR,rebound,defensive,[],1626174,,,1610612745,5,4,2021-12-11T01:13:39Z,220000,,,0,,C. Wood REBOUND (Off:0 Def:1),[1626174],1610612745.0,HOU,,,,,,,,,,Wood,C. Wood,,,,20.0,1.0,1.0,0.0,,,,,,,,,,
23,PT09M48.00S,2021-12-11T01:13:40.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201569,8.229303547963205,49.26470588235294,1610612745,5,4,2021-12-11T01:15:15Z,230000,4.0,25.0,1,left,MISS E. Gordon driving Layup - blocked,"[201569, 1626171]",1610612745.0,HOU,driving,,,,,,2.52,Missed,,Gordon,E. Gordon,,,,,,,,Portis,1626171.0,,,,,,,,
24,PT09M48.00S,2021-12-11T01:13:40.5Z,1,REGULAR,block,,[],1626171,,,1610612745,5,4,2021-12-11T01:13:42Z,240000,,,0,,B. Portis BLOCK (1 BLK),[1626171],1610612749.0,MIL,,,,,,,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,
25,PT09M45.00S,2021-12-11T01:13:43.5Z,1,REGULAR,rebound,offensive,[],201569,,,1610612745,5,4,2021-12-11T01:13:52Z,250000,,,0,,E. Gordon REBOUND (Off:1 Def:0),[201569],1610612745.0,HOU,,,,,,,,,,Gordon,E. Gordon,,,,23.0,1.0,0.0,1.0,,,,,,,,,,
26,PT09M43.00S,2021-12-11T01:13:45.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629726,29.6484888304862,25.0,1610612745,8,4,2021-12-11T01:13:54Z,260000,125.0,226.0,1,left,G. Mathews 25' 3PT  (3 PTS) (E. Gordon 1 AST),"[1629726, 201569]",1610612745.0,HOU,,,,,,,25.84,Made,3.0,Mathews,G. Mathews,E. Gordon,201569.0,1.0,,,,,,,,,,,,,,
28,PT09M32.00S,2021-12-11T01:13:56.3Z,1,REGULAR,3pt,Jump Shot,[],1626171,65.91655716162943,44.11764705882353,1610612749,8,4,2021-12-11T01:13:59Z,280000,-29.0,268.0,1,right,MISS B. Portis 26' 3PT,[1626171],1610612749.0,MIL,,,,,,,26.95,Missed,,Portis,B. Portis,,,,,,,,,,,,,,,,,
29,PT09M30.00S,2021-12-11T01:13:58.3Z,1,REGULAR,rebound,defensive,[],1626174,,,1610612745,8,4,2021-12-11T01:13:59Z,290000,,,0,,C. Wood REBOUND (Off:0 Def:2),[1626174],1610612745.0,HOU,,,,,,,,,,Wood,C. Wood,,,,28.0,2.0,2.0,0.0,,,,,,,,,,
30,PT09M30.00S,2021-12-11T01:14:01.8Z,1,REGULAR,turnover,out-of-bounds,[],1630256,,,1610612745,8,4,2021-12-11T01:16:35Z,300000,,,0,,J. Tate lost ball out-of-bounds TURNOVER (1 TO),[1630256],1610612745.0,HOU,lost ball,,,,,,,,,Tate,J. Tate,,,,,,,,,,2005.0,1.0,,,,,,
31,PT09M21.00S,2021-12-11T01:14:25.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203114,72.09264126149803,21.07843137254902,1610612749,8,7,2021-12-11T01:14:30Z,310000,-145.0,210.0,1,right,K. Middleton 25' 3PT  (3 PTS) (B. Portis 1 AST),"[203114, 1626171]",1610612749.0,MIL,,,,,,,25.48,Made,3.0,Middleton,K. Middleton,B. Portis,1626171.0,1.0,,,,,,,,,,,,,,
33,PT09M04.00S,2021-12-11T01:14:43.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630256,7.046649145860711,48.77450980392157,1610612745,8,7,2021-12-11T01:15:04Z,330000,6.0,14.0,1,left,MISS J. Tate cutting Layup - blocked,"[1630256, 203507]",1610612745.0,HOU,cutting,,,,,,1.5,Missed,,Tate,J. Tate,,,,,,,,Antetokounmpo,203507.0,,,,,,,,
34,PT09M04.00S,2021-12-11T01:14:43.2Z,1,REGULAR,block,,[],203507,,,1610612745,8,7,2021-12-11T01:14:45Z,340000,,,0,,G. Antetokounmpo BLOCK (1 BLK),[203507],1610612749.0,MIL,,,,,,,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,
35,PT09M03.00S,2021-12-11T01:14:44.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612745,8,7,2021-12-11T01:15:09Z,350000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,33.0,,,,,,,,,,,,,
36,PT09M03.00S,2021-12-11T01:14:47.8Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612745,8,7,2021-12-11T01:14:47Z,360000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,PT09M00.00S,2021-12-11T01:15:02.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629726,6.258212877792378,49.754901960784316,1610612745,10,7,2021-12-11T01:15:07Z,370000,1.0,6.0,1,left,G. Mathews cutting Layup (5 PTS) (E. Gordon 2 AST),"[1629726, 201569]",1610612745.0,HOU,cutting,,,,,,0.64,Made,5.0,Mathews,G. Mathews,E. Gordon,201569.0,2.0,,,,,,,,,,,,,,
39,PT08M48.00S,2021-12-11T01:15:14.0Z,1,REGULAR,3pt,Jump Shot,[],1626171,70.64717477003943,77.20588235294117,1610612749,10,7,2021-12-11T01:15:18Z,390000,136.0,223.0,1,right,MISS B. Portis 26' 3PT,[1626171],1610612749.0,MIL,,,,,,,26.15,Missed,,Portis,B. Portis,,,,,,,,,,,,,,,,,
40,PT08M46.00S,2021-12-11T01:15:16.0Z,1,REGULAR,rebound,defensive,[],1629717,,,1610612745,10,7,2021-12-11T01:15:18Z,400000,,,0,,A. Brooks REBOUND (Off:0 Def:2),[1629717],1610612745.0,HOU,,,,,,,,,,Brooks,A. Brooks,,,,39.0,2.0,2.0,0.0,,,,,,,,,,
41,PT08M24.00S,2021-12-11T01:15:39.4Z,1,REGULAR,2pt,Jump Shot,[],1626174,15.588042049934298,78.18627450980392,1610612745,10,7,2021-12-11T01:15:44Z,410000,-141.0,94.0,1,left,MISS C. Wood 16' pullup Shot,[1626174],1610612745.0,HOU,pullup,,,,,,16.94,Missed,,Wood,C. Wood,,,,,,,,,,,,,,,,,
42,PT08M21.00S,2021-12-11T01:15:41.9Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,10,7,2021-12-11T01:15:41Z,420000,,,0,,B. Portis REBOUND (Off:0 Def:1),[1626171],1610612749.0,MIL,,,,,,,,,,Portis,B. Portis,,,,41.0,1.0,1.0,0.0,,,,,,,,,,
45,PT08M12.00S,2021-12-11T01:16:04.8Z,1,REGULAR,foul,personal,[],1630256,,,1610612749,10,7,2021-12-11T01:17:03Z,450000,,,0,,J. Tate personal FOUL (1 PF),"[1630256, 203507]",1610612745.0,HOU,,,,,,,,,,Tate,J. Tate,,,,,,,,,,2534.0,,1.0,0.0,Antetokounmpo,203507.0,,
47,PT08M10.00S,2021-12-11T01:16:22.6Z,1,REGULAR,foul,offensive,[],1626171,,,1610612749,10,7,2021-12-11T01:16:28Z,470000,,,0,,B. Portis offensive FOUL (1 PF),"[1626171, 1629726]",1610612749.0,MIL,,,,,,,,,,Portis,B. Portis,,,,,,,,,,202901.0,,1.0,0.0,Mathews,1629726.0,,
49,PT08M10.00S,2021-12-11T01:16:22.6Z,1,REGULAR,turnover,offensive foul,[],1626171,,,1610612749,10,7,2021-12-11T01:16:22Z,490000,,,0,,B. Portis offensive foul TURNOVER (1 TO),[1626171],1610612749.0,MIL,,,,,,,,,,Portis,B. Portis,,,,,,,,,,202901.0,1.0,,,,,,
50,PT08M00.00S,2021-12-11T01:16:51.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626174,35.167542706964525,50.245098039215684,1610612745,13,7,2021-12-11T01:17:00Z,500000,-1.0,278.0,1,left,C. Wood 27' 3PT  (3 PTS) (E. Gordon 3 AST),"[1626174, 201569]",1610612745.0,HOU,,,,,,,27.81,Made,3.0,Wood,C. Wood,E. Gordon,201569.0,3.0,,,,,,,,,,,,,,
52,PT07M42.00S,2021-12-11T01:17:09.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203507,82.60512483574244,41.66666666666667,1610612749,13,9,2021-12-11T01:17:14Z,520000,-42.0,111.0,1,right,G. Antetokounmpo 11' fadeaway Jump Shot (6 PTS),[203507],1610612749.0,MIL,fadeaway,,,,,,11.86,Made,6.0,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,
53,PT07M26.00S,2021-12-11T01:17:24.9Z,1,REGULAR,3pt,Jump Shot,[],1629717,26.231931668856767,87.99019607843137,1610612745,13,9,2021-12-11T01:17:29Z,530000,-190.0,194.0,1,left,MISS A. Brooks 27' 3PT,[1629717],1610612745.0,HOU,,,,,,,27.16,Missed,,Brooks,A. Brooks,,,,,,,,,,,,,,,,,
54,PT07M25.00S,2021-12-11T01:17:25.9Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,13,9,2021-12-11T01:18:31Z,540000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:2),[203507],1610612749.0,MIL,,,,,,,,,,Antetokounmpo,G. Antetokounmpo,,,,53.0,2.0,2.0,0.0,,,,,,,,,,
55,PT07M19.00S,2021-12-11T01:17:34.1Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",203507,92.46057818659659,51.225490196078425,1610612749,13,11,2021-12-11T01:18:49Z,550000,6.0,18.0,1,right,G. Antetokounmpo running DUNK (8 PTS),[203507],1610612749.0,MIL,running,,,,,,1.94,Made,8.0,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,
56,PT07M00.00S,2021-12-11T01:17:51.7Z,1,REGULAR,3pt,Jump Shot,[],1626174,31.882391590013142,38.72549019607843,1610612745,13,11,2021-12-11T01:17:57Z,560000,56.0,247.0,1,left,MISS C. Wood 25' 3PT,[1626174],1610612745.0,HOU,,,,,,,25.36,Missed,,Wood,C. Wood,,,,,,,,,,,,,,,,,
57,PT06M57.00S,2021-12-11T01:17:54.7Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,13,11,2021-12-11T01:17:57Z,570000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:3),[203507],1610612749.0,MIL,,,,,,,,,,Antetokounmpo,G. Antetokounmpo,,,,56.0,3.0,3.0,0.0,,,,,,,,,,
58,PT06M48.00S,2021-12-11T01:18:04.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626171,93.11760840998686,50.0,1610612749,13,13,2021-12-11T01:18:07Z,580000,0.0,12.0,1,right,B. Portis Layup (2 PTS) (K. Middleton 2 AST),"[1626171, 203114]",1610612749.0,MIL,,,,,,,1.22,Made,2.0,Portis,B. Portis,K. Middleton,203114.0,2.0,,,,,,,,,,,,,,
60,PT06M27.00S,2021-12-11T01:18:25.0Z,1,REGULAR,3pt,Jump Shot,[],1629717,27.677398160315374,84.06862745098039,1610612745,16,13,2021-12-11T01:18:34Z,600000,-170.0,208.0,1,left,A. Brooks 26' 3PT  (6 PTS) (J. Tate 2 AST),"[1629717, 1630256]",1610612745.0,HOU,,,,,,,26.86,Made,6.0,Brooks,A. Brooks,J. Tate,1630256.0,2.0,,,,,,,,,,,,,,
62,PT06M21.00S,2021-12-11T01:18:35.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,16,13,2021-12-11T01:18:35Z,620000,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M21.00S,2021-12-11T01:21:01.3Z,1,REGULAR,substitution,out,[],203507,,,1610612749,16,13,2021-12-11T01:21:28Z,630000,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,,,,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,
64,PT06M21.00S,2021-12-11T01:21:01.3Z,1,REGULAR,substitution,in,[],1626192,,,1610612749,16,13,2021-12-11T01:21:28Z,640000,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,,,,,,,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,
65,PT06M16.00S,2021-12-11T01:21:38.5Z,1,REGULAR,3pt,Jump Shot,[],203114,71.56701708278581,18.627450980392158,1610612749,16,13,2021-12-11T01:21:42Z,650000,-157.0,215.0,1,right,MISS K. Middleton 26' 3PT,[203114],1610612749.0,MIL,,,,,,,26.6,Missed,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,
66,PT06M14.00S,2021-12-11T01:21:40.5Z,1,REGULAR,rebound,defensive,[],1626174,,,1610612745,16,13,2021-12-11T01:21:42Z,660000,,,0,,C. Wood REBOUND (Off:0 Def:3),[1626174],1610612745.0,HOU,,,,,,,,,,Wood,C. Wood,,,,65.0,3.0,3.0,0.0,,,,,,,,,,
67,PT06M02.00S,2021-12-11T01:21:55.0Z,1,REGULAR,turnover,out-of-bounds,[],1626174,,,1610612745,16,13,2021-12-11T01:23:00Z,670000,,,0,,C. Wood bad pass out-of-bounds TURNOVER (1 TO),[1626174],1610612745.0,HOU,bad pass,,,,,,,,,Wood,C. Wood,,,,,,,,,,,1.0,,,,,,
68,PT06M02.00S,2021-12-11T01:21:58.5Z,1,REGULAR,substitution,out,[],1630256,,,1610612749,16,13,2021-12-11T01:22:02Z,680000,,,0,,SUB out: J. Tate,[1630256],1610612745.0,HOU,,,,,,,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,
69,PT06M02.00S,2021-12-11T01:21:58.5Z,1,REGULAR,substitution,in,[],1630231,,,1610612749,16,13,2021-12-11T01:22:02Z,690000,,,0,,SUB in: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,,,,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,
70,PT05M50.00S,2021-12-11T01:22:20.9Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",203114,87.07293035479631,50.98039215686274,1610612749,16,13,2021-12-11T01:22:30Z,700000,5.0,69.0,1,right,MISS K. Middleton 6' driving Hook,[203114],1610612749.0,MIL,driving,,,,,,6.92,Missed,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,
71,PT05M48.00S,2021-12-11T01:22:22.9Z,1,REGULAR,rebound,defensive,[],1630231,,,1610612745,16,13,2021-12-11T01:33:57Z,710000,,,0,,K. Martin Jr. REBOUND (Off:0 Def:1),[1630231],1610612745.0,HOU,,,,,,,,,,Martin Jr.,K. Martin Jr.,,,,70.0,1.0,1.0,0.0,,,,,,,,,,
72,PT05M40.00S,2021-12-11T01:22:31.2Z,1,REGULAR,3pt,Jump Shot,[],1629717,24.129434954007884,13.725490196078432,1610612745,16,13,2021-12-11T01:22:36Z,720000,181.0,174.0,1,left,MISS A. Brooks 25' step back 3PT,[1629717],1610612745.0,HOU,step back,,,,,,25.16,Missed,,Brooks,A. Brooks,,,,,,,,,,,,,,,,,
73,PT05M38.00S,2021-12-11T01:22:33.2Z,1,REGULAR,rebound,defensive,[],203114,,,1610612749,16,13,2021-12-11T01:22:36Z,730000,,,0,,K. Middleton REBOUND (Off:0 Def:1),[203114],1610612749.0,MIL,,,,,,,,,,Middleton,K. Middleton,,,,72.0,1.0,1.0,0.0,,,,,,,,,,
74,PT05M27.00S,2021-12-11T01:22:44.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626171,93.9060446780552,48.28431372549019,1610612749,16,15,2021-12-11T01:22:51Z,740000,-9.0,5.0,1,right,B. Portis Layup (4 PTS),[1626171],1610612749.0,MIL,,,,,,,0.98,Made,4.0,Portis,B. Portis,,,,,,,,,,,,,,,,,
75,PT05M04.00S,2021-12-11T01:23:08.0Z,1,REGULAR,turnover,bad pass,[],1626174,,,1610612745,16,15,2021-12-11T01:23:45Z,750000,,,0,,C. Wood bad pass TURNOVER (2 TO),"[1626174, 1626192]",1610612745.0,HOU,,,,,,,,,,Wood,C. Wood,,,,,,,,,,,2.0,,,,,Connaughton,1626192.0
76,PT05M04.00S,2021-12-11T01:23:08.0Z,1,REGULAR,steal,,[],1626192,,,1610612749,16,15,2021-12-11T01:23:10Z,760000,,,0,,P. Connaughton STEAL (1 STL),[1626192],1610612749.0,MIL,,,,,,,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,
77,PT04M56.00S,2021-12-11T01:23:20.0Z,1,REGULAR,foul,personal,[],1629717,,,1610612749,16,15,2021-12-11T01:23:32Z,770000,,,0,,A. Brooks personal FOUL (1 PF),"[1629717, 1626171]",1610612745.0,HOU,,,,,,,,,,Brooks,A. Brooks,,,,,,,,,,2534.0,,1.0,0.0,Portis,1626171.0,,
79,PT04M56.00S,2021-12-11T01:23:29.0Z,1,REGULAR,substitution,out,[],1629726,,,1610612749,16,15,2021-12-11T01:23:33Z,790000,,,0,,SUB out: G. Mathews,[1629726],1610612745.0,HOU,,,,,,,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,
80,PT04M56.00S,2021-12-11T01:23:29.0Z,1,REGULAR,substitution,out,[],1628960,,,1610612749,16,15,2021-12-11T01:23:33Z,800000,,,0,,SUB out: G. Allen,[1628960],1610612749.0,MIL,,,,,,,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,
81,PT04M56.00S,2021-12-11T01:23:29.0Z,1,REGULAR,substitution,in,[],1630528,,,1610612749,16,15,2021-12-11T01:23:33Z,810000,,,0,,SUB in: J. Christopher,[1630528],1610612745.0,HOU,,,,,,,,,,Christopher,J. Christopher,,,,,,,,,,,,,,,,,
82,PT04M56.00S,2021-12-11T01:23:29.0Z,1,REGULAR,substitution,in,[],202083,,,1610612749,16,15,2021-12-11T01:23:33Z,820000,,,0,,SUB in: W. Matthews,[202083],1610612749.0,MIL,,,,,,,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,
83,PT04M48.00S,2021-12-11T01:23:54.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201950,76.16622864651774,87.00980392156863,1610612749,16,15,2021-12-11T01:24:00Z,830000,185.0,172.0,1,right,MISS J. Holiday 25' step back 3PT,[201950],1610612749.0,MIL,step back,,,,,,25.23,Missed,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,
84,PT04M43.00S,2021-12-11T01:23:59.3Z,1,REGULAR,rebound,defensive,[],1626174,,,1610612745,16,15,2021-12-11T01:24:00Z,840000,,,0,,C. Wood REBOUND (Off:0 Def:4),[1626174],1610612745.0,HOU,,,,,,,,,,Wood,C. Wood,,,,83.0,4.0,4.0,0.0,,,,,,,,,,
85,PT04M29.00S,2021-12-11T01:24:12.4Z,1,REGULAR,turnover,bad pass,[],201569,,,1610612745,16,15,2021-12-11T01:24:16Z,850000,,,0,,E. Gordon bad pass TURNOVER (1 TO),"[201569, 1626192]",1610612745.0,HOU,,,,,,,,,,Gordon,E. Gordon,,,,,,,,,,,1.0,,,,,Connaughton,1626192.0
86,PT04M29.00S,2021-12-11T01:24:12.4Z,1,REGULAR,steal,,[],1626192,,,1610612749,16,15,2021-12-11T01:24:14Z,860000,,,0,,P. Connaughton STEAL (2 STL),[1626192],1610612749.0,MIL,,,,,,,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,
87,PT04M21.00S,2021-12-11T01:24:20.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201950,92.9862023653088,50.49019607843137,1610612749,16,17,2021-12-11T01:24:25Z,870000,2.0,13.0,1,right,J. Holiday finger roll Layup (2 PTS),[201950],1610612749.0,MIL,finger roll,,,,,,1.36,Made,2.0,Holiday,J. Holiday,,,,,,,,,,,,,,,,,
88,PT04M07.00S,2021-12-11T01:24:34.9Z,1,REGULAR,3pt,Jump Shot,[],1630528,7.5722733245729295,94.6078431372549,1610612745,16,17,2021-12-11T01:24:39Z,880000,-223.0,19.0,1,left,MISS J. Christopher 3PT,[1630528],1610612745.0,HOU,,,,,,,22.38,Missed,,Christopher,J. Christopher,,,,,,,,,,,,,,,,,
89,PT04M03.00S,2021-12-11T01:24:38.9Z,1,REGULAR,rebound,defensive,[],202083,,,1610612749,16,17,2021-12-11T01:24:39Z,890000,,,0,,W. Matthews REBOUND (Off:0 Def:1),[202083],1610612749.0,MIL,,,,,,,,,,Matthews,W. Matthews,,,,88.0,1.0,1.0,0.0,,,,,,,,,,
90,PT03M53.00S,2021-12-11T01:24:51.2Z,1,REGULAR,turnover,traveling,[],1626171,,,1610612749,16,17,2021-12-11T01:24:59Z,900000,,,0,,B. Portis traveling TURNOVER (2 TO),[1626171],1610612749.0,MIL,,,,,,,,,,Portis,B. Portis,,,,,,,,,,2005.0,2.0,,,,,,
91,PT03M36.00S,2021-12-11T01:25:22.6Z,1,REGULAR,foul,personal,['2freethrow'],1626192,,,1610612745,16,17,2021-12-11T01:25:31Z,910000,,,0,,P. Connaughton shooting personal FOUL (1 PF) (Gordon 2 FT),"[1626192, 201569]",1610612749.0,MIL,shooting,,,,,,,,,Connaughton,P. Connaughton,,,,,,,,,,2005.0,,1.0,0.0,Gordon,201569.0,,
