actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
29,PT09M14.00S,2022-03-07T00:14:34.9Z,1,REGULAR,rebound,defensive,[],1630217,,,1610612763,7,8,2022-03-07T00:20:01Z,290000,,,0,,D. Bane REBOUND (Off:0 Def:1),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,28.0,1.0,1.0,0.0,,,,,,,,,,,,,,
30,PT08M58.00S,2022-03-07T00:14:50.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628991,93.24901445466492,53.67647058823529,1610612763,7,8,2022-03-07T00:15:00Z,300000,18.0,11.0,1,right,MISS J. Jackson Jr. fadeaway bank Shot,[1628991],1610612763.0,MEM,fadeaway bank,,,Jackson Jr.,J. Jackson Jr.,,,,,2.14,Missed,,,,,,,,,,,,,,,,,,,
31,PT08M58.00S,2022-03-07T00:14:50.7Z,1,REGULAR,rebound,defensive,[],201569,,,1610612745,7,8,2022-03-07T00:15:00Z,310000,,,0,,E. Gordon REBOUND (Off:0 Def:1),[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,30.0,1.0,1.0,0.0,,,,,,,,,,,,,,
32,PT08M45.00S,2022-03-07T00:15:02.8Z,1,REGULAR,3pt,Jump Shot,[],201569,34.11629434954008,66.17647058823529,1610612745,7,8,2022-03-07T00:15:12Z,320000,-81.0,268.0,1,left,MISS E. Gordon 28' 3PT,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,28.01,Missed,,,,,,,,,,,,,,,,,,,
33,PT08M44.00S,2022-03-07T00:15:03.8Z,1,REGULAR,rebound,defensive,[],1628991,,,1610612763,7,8,2022-03-07T00:15:12Z,330000,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:2),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,32.0,2.0,2.0,0.0,,,,,,,,,,,,,,
34,PT08M37.00S,2022-03-07T00:15:11.2Z,1,REGULAR,3pt,Jump Shot,[],1630217,67.62483574244416,26.225490196078432,1610612763,7,8,2022-03-07T00:17:17Z,340000,-119.0,252.0,1,right,MISS D. Bane 27' running pullup 3PT,[1630217],1610612763.0,MEM,running pullup,,,Bane,D. Bane,,,,,27.85,Missed,,,,,,,,,,,,,,,,,,,
35,PT08M36.00S,2022-03-07T00:15:12.2Z,1,REGULAR,rebound,defensive,[],1630224,,,1610612745,7,8,2022-03-07T00:15:23Z,350000,,,0,,J. Green REBOUND (Off:0 Def:2),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,34.0,2.0,2.0,0.0,,,,,,,,,,,,,,
36,PT08M24.00S,2022-03-07T00:15:24.0Z,1,REGULAR,turnover,lost ball,[],1630224,,,1610612745,7,8,2022-03-07T00:15:29Z,360000,,,0,,J. Green lost ball TURNOVER (1 TO),"[1630224, 1628991]",1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,1.0,Jackson Jr.,1628991.0,
37,PT08M24.00S,2022-03-07T00:15:24.0Z,1,REGULAR,steal,,[],1628991,,,1610612763,7,8,2022-03-07T00:15:26Z,370000,,,0,,J. Jackson Jr. STEAL (1 STL),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
38,PT08M19.00S,2022-03-07T00:15:30.3Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630533,92.19776609724047,45.83333333333333,1610612763,7,10,2022-03-07T00:15:41Z,380000,-21.0,21.0,1,right,Z. Williams running alley-oop DUNK (2 PTS) (J. Morant 1 AST),"[1630533, 1629630]",1610612763.0,MEM,running alley-oop,,,Williams,Z. Williams,,,,,2.94,Made,2.0,,,,,,,,,,J. Morant,1629630.0,1.0,,,,,,
40,PT08M02.00S,2022-03-07T00:15:49.1Z,1,REGULAR,foul,personal,[],1630217,,,1610612745,7,10,2022-03-07T00:15:58Z,400000,,,0,,D. Bane personal FOUL (1 PF),"[1630217, 201569]",1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,1626301.0,1.0,0.0,Gordon,201569.0,,,,,,,,,
42,PT07M57.00S,2022-03-07T00:16:12.5Z,1,REGULAR,turnover,bad pass,[],1626174,,,1610612745,7,10,2022-03-07T00:16:16Z,420000,,,0,,C. Wood bad pass TURNOVER (1 TO),"[1626174, 203500]",1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,1.0,Adams,203500.0,
43,PT07M57.00S,2022-03-07T00:16:12.5Z,1,REGULAR,steal,,[],203500,,,1610612763,7,10,2022-03-07T00:16:14Z,430000,,,0,,S. Adams STEAL (1 STL),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,
44,PT07M50.00S,2022-03-07T00:16:21.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203500,92.72339027595268,45.34313725490196,1610612763,7,12,2022-03-07T00:16:27Z,440000,-23.0,16.0,1,right,S. Adams driving Layup (4 PTS) (Z. Williams 1 AST),"[203500, 1630533]",1610612763.0,MEM,driving,,,Adams,S. Adams,,,,,2.82,Made,4.0,,,,,,,,,,Z. Williams,1630533.0,1.0,,,,,,
46,PT07M50.00S,2022-03-07T00:16:25.4Z,1,REGULAR,foul,personal,['1freethrow'],1630256,,,1610612763,7,12,2022-03-07T00:39:31Z,460000,,,0,,J. Tate shooting personal FOUL (1 PF) (Adams 1 FT),"[1630256, 203500]",1610612745.0,HOU,shooting,,,Tate,J. Tate,,,,,,,,,,,,1626301.0,1.0,0.0,Adams,203500.0,,,,,,,,,
48,PT07M50.00S,2022-03-07T00:16:48.9Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],203500,,,1610612763,7,12,2022-03-07T00:16:55Z,480000,,,0,,MISS S. Adams Free Throw 1 of 1,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,Missed,,,,,,,,,,,,,,,,,,,
49,PT07M50.00S,2022-03-07T00:16:48.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612745,7,12,2022-03-07T00:16:55Z,490000,,,0,,TEAM defensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,48.0,,,,,,,,,,,,,,,,,
50,PT07M50.00S,2022-03-07T00:16:57.2Z,1,REGULAR,foul,personal,[],1628991,,,1610612745,7,12,2022-03-07T00:38:04Z,500000,,,0,,J. Jackson Jr. loose ball personal FOUL (1 PF),"[1628991, 1626174]",1610612763.0,MEM,loose ball,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,203592.0,1.0,0.0,Wood,1626174.0,,,,,,,,,
52,PT07M42.00S,2022-03-07T00:17:12.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629645,6.258212877792378,53.18627450980392,1610612745,7,12,2022-03-07T00:17:26Z,520000,-16.0,6.0,1,left,MISS K. Porter Jr. driving Layup - blocked,"[1629645, 1628991]",1610612745.0,HOU,driving,,,Porter Jr.,K. Porter Jr.,,,,,1.71,Missed,,,,,,,,,,,,,,Jackson Jr.,1628991.0,,,,
53,PT07M42.00S,2022-03-07T00:17:12.9Z,1,REGULAR,block,,[],1628991,,,1610612745,7,12,2022-03-07T00:17:16Z,530000,,,0,,J. Jackson Jr. BLOCK (1 BLK),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT07M42.00S,2022-03-07T00:17:12.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612745,7,12,2022-03-07T00:17:26Z,540000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,52.0,,,,,,,,,,,,,,,,,
55,PT07M42.00S,2022-03-07T00:17:20.9Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612745,7,12,2022-03-07T00:17:20Z,550000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT07M39.00S,2022-03-07T00:17:27.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630224,34.641918528252305,54.65686274509803,1610612745,10,12,2022-03-07T00:17:33Z,560000,-23.0,273.0,1,left,J. Green 27' 3PT  (5 PTS) (K. Porter Jr. 2 AST),"[1630224, 1629645]",1610612745.0,HOU,,,,Green,J. Green,,,,,27.41,Made,5.0,,,,,,,,,,K. Porter Jr.,1629645.0,2.0,,,,,,
58,PT07M24.00S,2022-03-07T00:17:44.3Z,1,REGULAR,foul,personal,[],1630224,,,1610612763,10,12,2022-03-07T00:18:06Z,580000,,,0,,J. Green personal FOUL (1 PF),"[1630224, 1629630]",1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,1626301.0,1.0,0.0,Morant,1629630.0,,,,,,,,,
60,PT07M18.00S,2022-03-07T00:18:13.0Z,1,REGULAR,3pt,Jump Shot,[],1628991,93.51182654402102,5.88235294117647,1610612763,10,12,2022-03-07T00:18:23Z,600000,-221.0,8.0,1,right,MISS J. Jackson Jr. 3PT,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,22.08,Missed,,,,,,,,,,,,,,,,,,,
61,PT07M18.00S,2022-03-07T00:18:13.0Z,1,REGULAR,rebound,offensive,[],203500,,,1610612763,10,12,2022-03-07T00:18:23Z,610000,,,0,,S. Adams REBOUND (Off:2 Def:1),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,60.0,3.0,1.0,2.0,,,,,,,,,,,,,,
62,PT07M17.00S,2022-03-07T00:18:18.1Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203500,94.40999984741211,50.0,1610612763,10,14,2022-03-07T00:18:29Z,620000,0.0,0.0,1,right,S. Adams tip Layup (6 PTS),[203500],1610612763.0,MEM,tip,,,Adams,S. Adams,,,,,0.0,Made,6.0,,,,,,,,,,,,,,,,,,
63,PT07M03.00S,2022-03-07T00:18:28.0Z,1,REGULAR,3pt,Jump Shot,[],1630224,33.722076215505915,32.1078431372549,1610612745,10,14,2022-03-07T00:20:13Z,630000,89.0,264.0,1,left,MISS J. Green 27' pullup 3PT,[1630224],1610612745.0,HOU,pullup,,,Green,J. Green,,,,,27.92,Missed,,,,,,,,,,,,,,,,,,,
64,PT07M01.00S,2022-03-07T00:18:30.0Z,1,REGULAR,rebound,offensive,[],1630224,,,1610612745,10,14,2022-03-07T00:18:35Z,640000,,,0,,J. Green REBOUND (Off:1 Def:2),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,63.0,3.0,2.0,1.0,,,,,,,,,,,,,,
65,PT06M57.00S,2022-03-07T00:18:35.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201569,26.49474375821288,10.049019607843137,1610612745,10,14,2022-03-07T00:20:06Z,650000,200.0,197.0,1,left,MISS E. Gordon 28' pullup 3PT,[201569],1610612745.0,HOU,pullup,,,Gordon,E. Gordon,,,,,28.03,Missed,,,,,,,,,,,,,,,,,,,
66,PT06M55.00S,2022-03-07T00:18:37.0Z,1,REGULAR,rebound,defensive,[],203500,,,1610612763,10,14,2022-03-07T00:18:43Z,660000,,,0,,S. Adams REBOUND (Off:2 Def:2),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,65.0,4.0,2.0,2.0,,,,,,,,,,,,,,
67,PT06M45.00S,2022-03-07T00:18:45.9Z,1,REGULAR,3pt,Jump Shot,[],1630533,68.01905387647832,71.07843137254902,1610612763,10,14,2022-03-07T00:18:54Z,670000,105.0,248.0,1,right,MISS Z. Williams 26' 3PT,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,26.96,Missed,,,,,,,,,,,,,,,,,,,
68,PT06M44.00S,2022-03-07T00:18:46.9Z,1,REGULAR,rebound,defensive,[],201569,,,1610612745,10,14,2022-03-07T00:18:54Z,680000,,,0,,E. Gordon REBOUND (Off:0 Def:2),[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,67.0,2.0,2.0,0.0,,,,,,,,,,,,,,
69,PT06M25.00S,2022-03-07T00:19:06.4Z,1,REGULAR,turnover,bad pass,[],1629645,,,1610612745,10,14,2022-03-07T00:19:12Z,690000,,,0,,K. Porter Jr. bad pass TURNOVER (1 TO),"[1629645, 1630217]",1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,1.0,Bane,1630217.0,
70,PT06M25.00S,2022-03-07T00:19:06.4Z,1,REGULAR,steal,,[],1630217,,,1610612763,10,14,2022-03-07T00:19:08Z,700000,,,0,,D. Bane STEAL (1 STL),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M18.00S,2022-03-07T00:19:13.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",203500,91.93495400788436,46.07843137254902,1610612763,10,16,2022-03-07T00:19:50Z,715000,-20.0,23.0,1,right,S. Adams DUNK (8 PTS) (J. Morant 2 AST),"[203500, 1629630]",1610612763.0,MEM,,,,Adams,S. Adams,,,,,3.04,Made,8.0,,,,,,,,,,J. Morant,1629630.0,2.0,,,,,,
73,PT06M18.00S,2022-03-07T00:19:19.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,10,16,2022-03-07T00:19:45Z,730000,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M18.00S,2022-03-07T00:20:52.3Z,1,REGULAR,substitution,out,[],1630256,,,1610612745,10,16,2022-03-07T00:22:13Z,760000,,,0,,SUB out: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M18.00S,2022-03-07T00:20:52.3Z,1,REGULAR,substitution,out,[],201569,,,1610612745,10,16,2022-03-07T00:22:13Z,770000,,,0,,SUB out: E. Gordon,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M18.00S,2022-03-07T00:20:52.3Z,1,REGULAR,substitution,out,[],1628991,,,1610612745,10,16,2022-03-07T00:22:13Z,780000,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M18.00S,2022-03-07T00:20:52.3Z,1,REGULAR,substitution,out,[],1630217,,,1610612745,10,16,2022-03-07T00:22:13Z,790000,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M18.00S,2022-03-07T00:20:52.3Z,1,REGULAR,substitution,in,[],1629726,,,1610612745,10,16,2022-03-07T00:22:13Z,800000,,,0,,SUB in: G. Mathews,[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M18.00S,2022-03-07T00:20:52.3Z,1,REGULAR,substitution,in,[],1630578,,,1610612745,10,16,2022-03-07T00:22:13Z,810000,,,0,,SUB in: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT06M18.00S,2022-03-07T00:20:52.3Z,1,REGULAR,substitution,in,[],203937,,,1610612745,10,16,2022-03-07T00:22:13Z,820000,,,0,,SUB in: K. Anderson,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT06M18.00S,2022-03-07T00:20:52.3Z,1,REGULAR,substitution,in,[],1629001,,,1610612745,10,16,2022-03-07T00:22:13Z,830000,,,0,,SUB in: D. Melton,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT06M04.00S,2022-03-07T00:22:30.4Z,1,REGULAR,foul,personal,['3freethrow'],203937,,,1610612745,10,16,2022-03-07T00:22:42Z,840000,,,0,,K. Anderson shooting personal FOUL (1 PF) (Wood 3 FT),"[203937, 1626174]",1610612763.0,MEM,shooting,,,Anderson,K. Anderson,,,,,,,,,,,,203592.0,1.0,0.0,Wood,1626174.0,,,,,,,,,
84,PT06M04.00S,2022-03-07T00:23:00.1Z,1,REGULAR,freethrow,1 of 3,[],1626174,,,1610612745,11,16,2022-03-07T00:23:41Z,860000,,,0,,C. Wood Free Throw 1 of 3 (4 PTS),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
85,PT06M04.00S,2022-03-07T00:23:00.1Z,1,REGULAR,freethrow,2 of 3,[],1626174,,,1610612745,11,16,2022-03-07T00:23:41Z,870000,,,0,,MISS C. Wood Free Throw 2 of 3,[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,Missed,,,,,,,,,,,,,,,,,,,
86,PT06M04.00S,2022-03-07T00:23:00.1Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612745,11,16,2022-03-07T00:23:41Z,880000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,85.0,,,,,,,,,,,,,,,,,
87,PT06M04.00S,2022-03-07T00:23:00.1Z,1,REGULAR,freethrow,3 of 3,[],1626174,,,1610612745,11,16,2022-03-07T00:23:41Z,890000,,,0,,MISS C. Wood Free Throw 3 of 3,[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,Missed,,,,,,,,,,,,,,,,,,,
