actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
33,PT08M57.00S,2021-12-17T01:14:35.4Z,1,REGULAR,3pt,Jump Shot,[],203095,32.14520367936925,50.73529411764706,1610612752,5,8,2021-12-17T01:14:41Z,330000,-4.0,250.0,1,left,E. Fournier 24' 3PT  (5 PTS) (J. Randle 1 AST),"[203095, 203944]",1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,24.97,Made,,,,,,,,5.0,J. Randle,203944.0,1.0,,,,,,,
35,PT08M43.00S,2021-12-17T01:14:49.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630256,93.51182654402102,48.28431372549019,1610612745,7,8,2021-12-17T01:14:55Z,350000,-9.0,8.0,1,right,J. Tate driving Layup (4 PTS),[1630256],1610612745.0,HOU,driving,,,Tate,J. Tate,,,,,1.21,Made,,,,,,,,4.0,,,,,,,,,,
36,PT08M30.00S,2021-12-17T01:15:03.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203944,16.113666228646515,49.26470588235294,1610612752,7,10,2021-12-17T01:15:10Z,360000,4.0,99.0,1,left,J. Randle 9' turnaround fadeaway Jump Shot (5 PTS),[203944],1610612752.0,NYK,turnaround fadeaway,,,Randle,J. Randle,,,,,9.91,Made,,,,,,,,5.0,,,,,,,,,,
37,PT08M20.00S,2021-12-17T01:15:12.7Z,1,REGULAR,3pt,Jump Shot,[],1630256,69.46452036793693,24.019607843137255,1610612745,7,10,2021-12-17T01:15:22Z,370000,-130.0,235.0,1,right,MISS J. Tate 26' 3PT,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,26.81,Missed,,,,,,,,,,,,,,,,,,
38,PT08M18.00S,2021-12-17T01:15:14.7Z,1,REGULAR,rebound,offensive,[],1630256,,,1610612745,7,10,2021-12-17T01:15:22Z,380000,,,0,,J. Tate REBOUND (Off:1 Def:0),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,37.0,1.0,0.0,1.0,,,,,,,,,,,,,,
39,PT08M15.00S,2021-12-17T01:15:16.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630256,93.11760840998686,49.50980392156863,1610612745,9,10,2021-12-17T01:15:33Z,390000,-2.0,12.0,1,right,J. Tate putback DUNK (6 PTS),[1630256],1610612745.0,HOU,putback,,,Tate,J. Tate,,,,,1.25,Made,,,,,,,,6.0,,,,,,,,,,
40,PT08M02.00S,2021-12-17T01:15:30.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629011,5.995400788436268,49.50980392156863,1610612752,9,12,2021-12-17T01:15:39Z,400000,2.0,4.0,1,left,M. Robinson cutting DUNK (2 PTS) (E. Fournier 2 AST),"[1629011, 203095]",1610612752.0,NYK,cutting,,,Robinson,M. Robinson,,,,,0.46,Made,,,,,,,,2.0,E. Fournier,203095.0,2.0,,,,,,,
42,PT07M39.00S,2021-12-17T01:15:53.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628464,94.43166885676742,49.26470588235294,1610612745,11,12,2021-12-17T01:15:58Z,420000,-4.0,0.0,1,right,D. Theis driving DUNK (2 PTS) (E. Gordon 1 AST),"[1628464, 201569]",1610612745.0,HOU,driving,,,Theis,D. Theis,,,,,0.37,Made,,,,,,,,2.0,E. Gordon,201569.0,1.0,,,,,,,
44,PT07M24.00S,2021-12-17T01:16:08.0Z,1,REGULAR,3pt,Jump Shot,[],203095,30.305519053876477,27.696078431372552,1610612752,11,12,2021-12-17T01:16:13Z,440000,112.0,232.0,1,left,MISS E. Fournier 25' 3PT,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,25.78,Missed,,,,,,,,,,,,,,,,,,
45,PT07M24.00S,2021-12-17T01:16:08.0Z,1,REGULAR,rebound,defensive,[],1629726,,,1610612745,11,12,2021-12-17T01:16:13Z,450000,,,0,,G. Mathews REBOUND (Off:0 Def:2),[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,44.0,2.0,2.0,0.0,,,,,,,,,,,,,,
46,PT07M17.00S,2021-12-17T01:16:19.7Z,1,REGULAR,foul,personal,['2freethrow'],1629011,,,1610612745,11,12,2021-12-17T01:16:30Z,460000,,,0,,M. Robinson shooting personal FOUL (1 PF) (Gordon 2 FT),"[1629011, 201569]",1610612752.0,NYK,shooting,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,101283.0,1.0,0.0,Gordon,201569.0,,
48,PT07M17.00S,2021-12-17T01:16:42.0Z,1,REGULAR,freethrow,1 of 2,[],201569,,,1610612745,11,12,2021-12-17T01:16:42Z,480000,,,0,,MISS E. Gordon Free Throw 1 of 2,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,Missed,,,,,,,,,,,,,,,,,,
49,PT07M17.00S,2021-12-17T01:16:42.0Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612745,11,12,2021-12-17T01:16:42Z,490000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,48.0,,,,,,,,,,,,,,,,,
50,PT07M17.00S,2021-12-17T01:16:55.6Z,1,REGULAR,freethrow,2 of 2,[],201569,,,1610612745,12,12,2021-12-17T01:16:55Z,500000,,,0,,E. Gordon Free Throw 2 of 2 (1 PTS),[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,Made,,,,,,,,1.0,,,,,,,,,,
51,PT06M59.00S,2021-12-17T01:17:16.5Z,1,REGULAR,3pt,Jump Shot,[],203944,31.488173455978973,63.725490196078425,1610612752,12,15,2021-12-17T01:17:23Z,510000,-69.0,243.0,1,left,J. Randle 25' 3PT pullup (8 PTS) (E. Fournier 3 AST),"[203944, 203095]",1610612752.0,NYK,pullup,,,Randle,J. Randle,,,,,25.3,Made,,,,,,,,8.0,E. Fournier,203095.0,3.0,,,,,,,
53,PT06M42.00S,2021-12-17T01:17:33.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201569,92.9862023653088,47.30392156862745,1610612745,14,15,2021-12-17T01:17:40Z,530000,-13.0,13.0,1,right,E. Gordon driving Layup (3 PTS),[201569],1610612745.0,HOU,driving,,,Gordon,E. Gordon,,,,,1.9,Made,,,,,,,,3.0,,,,,,,,,,
54,PT06M32.00S,2021-12-17T01:17:47.1Z,1,REGULAR,foul,personal,['2freethrow'],1629726,,,1610612752,14,15,2021-12-17T01:17:54Z,540000,,,0,,G. Mathews shooting personal FOUL (1 PF) (Fournier 2 FT),"[1629726, 203095]",1610612745.0,HOU,shooting,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,101283.0,1.0,0.0,Fournier,203095.0,,
56,PT06M32.00S,2021-12-17T01:17:56.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,14,15,2021-12-17T01:17:56Z,560000,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT06M32.00S,2021-12-17T01:19:09.2Z,1,REGULAR,substitution,out,[],202692,,,1610612752,14,15,2021-12-17T01:20:36Z,570000,,,0,,SUB out: A. Burks,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,
58,PT06M32.00S,2021-12-17T01:19:09.2Z,1,REGULAR,substitution,in,[],1630193,,,1610612752,14,15,2021-12-17T01:20:36Z,580000,,,0,,SUB in: I. Quickley,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M32.00S,2021-12-17T01:21:04.4Z,1,REGULAR,freethrow,1 of 2,[],203095,,,1610612752,14,16,2021-12-17T01:21:04Z,590000,,,0,,E. Fournier Free Throw 1 of 2 (6 PTS),[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,Made,,,,,,,,6.0,,,,,,,,,,
60,PT06M32.00S,2021-12-17T01:21:16.2Z,1,REGULAR,freethrow,2 of 2,[],203095,,,1610612752,14,17,2021-12-17T01:21:16Z,600000,,,0,,E. Fournier Free Throw 2 of 2 (7 PTS),[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,Made,,,,,,,,7.0,,,,,,,,,,
61,PT06M06.00S,2021-12-17T01:21:44.2Z,1,REGULAR,3pt,Jump Shot,[],201569,71.56701708278581,14.705882352941178,1610612745,14,17,2021-12-17T01:21:50Z,610000,-176.0,215.0,1,right,MISS E. Gordon 27' 3PT,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,27.8,Missed,,,,,,,,,,,,,,,,,,
62,PT06M04.00S,2021-12-17T01:21:46.8Z,1,REGULAR,rebound,defensive,[],1630193,,,1610612752,14,17,2021-12-17T01:21:46Z,620000,,,0,,I. Quickley REBOUND (Off:0 Def:1),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,61.0,1.0,1.0,0.0,,,,,,,,,,,,,,
63,PT05M58.00S,2021-12-17T01:21:52.4Z,1,REGULAR,3pt,Jump Shot,[],1630193,35.43035479632063,48.529411764705884,1610612752,14,20,2021-12-17T01:21:59Z,630000,7.0,281.0,1,left,I. Quickley 28' 3PT pullup (3 PTS),[1630193],1610612752.0,NYK,pullup,,,Quickley,I. Quickley,,,,,28.06,Made,,,,,,,,3.0,,,,,,,,,,
64,PT05M44.00S,2021-12-17T01:22:14.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629726,94.30026281208936,49.01960784313725,1610612745,16,20,2021-12-17T01:22:18Z,640000,-5.0,1.0,1,right,G. Mathews Layup (2 PTS) (E. Gordon 2 AST),"[1629726, 201569]",1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,0.5,Made,,,,,,,,2.0,E. Gordon,201569.0,2.0,,,,,,,
66,PT05M24.00S,2021-12-17T01:22:34.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203944,6.1268068331143235,49.26470588235294,1610612752,16,20,2021-12-17T01:22:39Z,660000,4.0,5.0,1,left,MISS J. Randle Layup,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,0.63,Missed,,,,,,,,,,,,,,,,,,
67,PT05M22.00S,2021-12-17T01:22:35.7Z,1,REGULAR,rebound,offensive,[],203944,,,1610612752,16,20,2021-12-17T01:22:35Z,670000,,,0,,J. Randle REBOUND (Off:1 Def:0),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,66.0,1.0,0.0,1.0,,,,,,,,,,,,,,
68,PT05M21.00S,2021-12-17T01:22:36.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203944,6.1268068331143235,49.754901960784316,1610612752,16,20,2021-12-17T01:22:43Z,680000,1.0,5.0,1,left,MISS J. Randle Layup - blocked,"[203944, 1628464]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,0.52,Missed,,,,,,,,,,,,,,,,,Theis,1628464.0
69,PT05M21.00S,2021-12-17T01:22:36.2Z,1,REGULAR,block,,[],1628464,,,1610612752,16,20,2021-12-17T01:22:38Z,690000,,,0,,D. Theis BLOCK (1 BLK),[1628464],1610612745.0,HOU,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,
70,PT05M19.00S,2021-12-17T01:22:38.2Z,1,REGULAR,rebound,defensive,[],1630256,,,1610612745,16,20,2021-12-17T01:22:43Z,700000,,,0,,J. Tate REBOUND (Off:1 Def:1),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,68.0,2.0,1.0,1.0,,,,,,,,,,,,,,
71,PT05M15.00S,2021-12-17T01:22:43.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],201569,67.36202365308804,50.49019607843137,1610612745,16,20,2021-12-17T01:22:54Z,710000,2.0,254.0,1,right,MISS E. Gordon 25' 3PT,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,25.43,Missed,,,,,,,,,,,,,,,,,,
72,PT05M14.00S,2021-12-17T01:22:44.7Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,16,20,2021-12-17T01:22:54Z,720000,,,0,,J. Randle REBOUND (Off:1 Def:1),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,71.0,2.0,1.0,1.0,,,,,,,,,,,,,,
73,PT05M01.00S,2021-12-17T01:22:57.5Z,1,REGULAR,3pt,Jump Shot,[],201565,29.25427069645204,71.07843137254902,1610612752,16,20,2021-12-17T01:23:04Z,730000,-105.0,222.0,1,left,MISS D. Rose 24' pullup 3PT,[201565],1610612752.0,NYK,pullup,,,Rose,D. Rose,,,,,24.62,Missed,,,,,,,,,,,,,,,,,,
74,PT05M00.00S,2021-12-17T01:22:58.5Z,1,REGULAR,rebound,defensive,[],1628464,,,1610612745,16,20,2021-12-17T01:23:04Z,740000,,,0,,D. Theis REBOUND (Off:0 Def:1),[1628464],1610612745.0,HOU,,,,Theis,D. Theis,,,,,,,73.0,1.0,1.0,0.0,,,,,,,,,,,,,,
75,PT04M50.00S,2021-12-17T01:23:08.3Z,1,REGULAR,3pt,Jump Shot,[],1628464,66.44218134034165,38.23529411764706,1610612745,19,20,2021-12-17T01:23:12Z,750000,-59.0,263.0,1,right,D. Theis 26' 3PT  (5 PTS) (J. Tate 2 AST),"[1628464, 1630256]",1610612745.0,HOU,,,,Theis,D. Theis,,,,,26.94,Made,,,,,,,,5.0,J. Tate,1630256.0,2.0,,,,,,,
77,PT04M28.00S,2021-12-17T01:23:30.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203944,16.113666228646515,48.77450980392157,1610612752,19,20,2021-12-17T01:23:37Z,770000,6.0,99.0,1,left,MISS J. Randle 9' turnaround fadeaway Shot,[203944],1610612752.0,NYK,turnaround fadeaway,,,Randle,J. Randle,,,,,9.92,Missed,,,,,,,,,,,,,,,,,,
78,PT04M27.00S,2021-12-17T01:23:31.2Z,1,REGULAR,rebound,defensive,[],1628464,,,1610612745,19,20,2021-12-17T01:23:37Z,780000,,,0,,D. Theis REBOUND (Off:0 Def:2),[1628464],1610612745.0,HOU,,,,Theis,D. Theis,,,,,,,77.0,2.0,2.0,0.0,,,,,,,,,,,,,,
79,PT04M14.00S,2021-12-17T01:23:44.2Z,1,REGULAR,3pt,Jump Shot,[],1629717,89.56964520367937,3.431372549019608,1610612745,19,20,2021-12-17T01:23:51Z,790000,-233.0,46.0,1,right,MISS A. Brooks 3PT,[1629717],1610612745.0,HOU,,,,Brooks,A. Brooks,,,,,23.72,Missed,,,,,,,,,,,,,,,,,,
80,PT04M11.00S,2021-12-17T01:23:47.2Z,1,REGULAR,rebound,offensive,[],1628464,,,1610612745,19,20,2021-12-17T01:23:51Z,800000,,,0,,D. Theis REBOUND (Off:1 Def:2),[1628464],1610612745.0,HOU,,,,Theis,D. Theis,,,,,,,79.0,3.0,2.0,1.0,,,,,,,,,,,,,,
81,PT04M06.00S,2021-12-17T01:23:52.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201569,93.9060446780552,49.754901960784316,1610612745,21,20,2021-12-17T01:24:15Z,810000,-1.0,5.0,1,right,E. Gordon driving Layup (5 PTS) (J. Tate 3 AST),"[201569, 1630256]",1610612745.0,HOU,driving,,,Gordon,E. Gordon,,,,,0.49,Made,,,,,,,,5.0,J. Tate,1630256.0,3.0,,,,,,,
83,PT03M59.00S,2021-12-17T01:24:03.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,21,20,2021-12-17T01:24:03Z,830000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT03M59.00S,2021-12-17T01:25:25.2Z,1,REGULAR,substitution,out,[],1629726,,,1610612752,21,20,2021-12-17T01:26:39Z,840000,,,0,,SUB out: G. Mathews,[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,
85,PT03M59.00S,2021-12-17T01:25:25.2Z,1,REGULAR,substitution,out,[],1628464,,,1610612752,21,20,2021-12-17T01:26:39Z,850000,,,0,,SUB out: D. Theis,[1628464],1610612745.0,HOU,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,
86,PT03M59.00S,2021-12-17T01:25:25.2Z,1,REGULAR,substitution,out,[],201565,,,1610612752,21,20,2021-12-17T01:26:39Z,860000,,,0,,SUB out: D. Rose,[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,,,,,,,,,,,,,,,,,,,,
87,PT03M59.00S,2021-12-17T01:25:25.2Z,1,REGULAR,substitution,in,[],1630231,,,1610612752,21,20,2021-12-17T01:26:39Z,870000,,,0,,SUB in: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,
88,PT03M59.00S,2021-12-17T01:25:25.2Z,1,REGULAR,substitution,in,[],1630578,,,1610612752,21,20,2021-12-17T01:26:39Z,880000,,,0,,SUB in: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,
89,PT03M59.00S,2021-12-17T01:25:25.2Z,1,REGULAR,substitution,in,[],1630540,,,1610612752,21,20,2021-12-17T01:26:39Z,890000,,,0,,SUB in: M. McBride,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,,,,,,
90,PT03M48.00S,2021-12-17T01:27:24.9Z,1,REGULAR,foul,personal,['2freethrow'],1629717,,,1610612752,21,20,2021-12-17T01:27:36Z,900000,,,0,,A. Brooks shooting personal FOUL (1 PF) (Fournier 2 FT),"[1629717, 203095]",1610612745.0,HOU,shooting,,,Brooks,A. Brooks,,,,,,,,,,,,,,,,,,202049.0,1.0,0.0,Fournier,203095.0,,
92,PT03M48.00S,2021-12-17T01:27:43.6Z,1,REGULAR,freethrow,1 of 2,[],203095,,,1610612752,21,21,2021-12-17T01:27:43Z,920000,,,0,,E. Fournier Free Throw 1 of 2 (8 PTS),[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,Made,,,,,,,,8.0,,,,,,,,,,
