actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
18,PT10M22.00S,2022-01-08T01:13:41.0Z,1,REGULAR,3pt,Jump Shot,[],1628973,26.231931668856767,18.137254901960784,1610612742,3,2,2022-01-08T01:13:47Z,180000,159.0,194.0,1,left,MISS J. Brunson 25' 3PT,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,25.11,Missed,,,,,,,,,,,,,,,,,,
19,PT10M21.00S,2022-01-08T01:13:42.0Z,1,REGULAR,rebound,defensive,[],1626174,,,1610612745,3,2,2022-01-08T01:13:47Z,190000,,,0,,C. Wood REBOUND (Off:0 Def:1),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,18.0,1.0,1.0,0.0,,,,,,,,,,,,,,
20,PT10M02.00S,2022-01-08T01:14:01.1Z,1,REGULAR,3pt,Jump Shot,[],1630256,72.88107752956637,81.86274509803921,1610612745,6,2,2022-01-08T01:14:05Z,200000,159.0,202.0,1,right,J. Tate 25' 3PT  (3 PTS) (K. Porter Jr. 1 AST),"[1630256, 1629645]",1610612745.0,HOU,,,,Tate,J. Tate,,,,,25.76,Made,,,,,3.0,K. Porter Jr.,1629645.0,1.0,,,,,,,,,,
22,PT09M50.00S,2022-01-08T01:14:12.8Z,1,REGULAR,3pt,Jump Shot,[],203493,32.933639947437584,46.81372549019608,1610612742,6,5,2022-01-08T01:14:18Z,220000,16.0,257.0,1,left,R. Bullock 25' 3PT  (3 PTS) (J. Brunson 1 AST),"[203493, 1628973]",1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,25.76,Made,,,,,3.0,J. Brunson,1628973.0,1.0,,,,,,,,,,
24,PT09M35.00S,2022-01-08T01:14:28.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630256,89.83245729303549,48.28431372549019,1610612745,6,5,2022-01-08T01:14:34Z,240000,-9.0,43.0,1,right,MISS J. Tate Hook,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,4.39,Missed,,,,,,,,,,,,,,,,,,
25,PT09M34.00S,2022-01-08T01:14:29.0Z,1,REGULAR,rebound,defensive,[],1628467,,,1610612742,6,5,2022-01-08T01:14:34Z,250000,,,0,,M. Kleber REBOUND (Off:0 Def:2),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,24.0,2.0,2.0,0.0,,,,,,,,,,,,,,
26,PT09M21.00S,2022-01-08T01:14:45.0Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612742,6,5,2022-01-08T01:14:45Z,260000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,PT09M19.00S,2022-01-08T01:14:57.4Z,1,REGULAR,3pt,Jump Shot,[],203493,8.623521681997373,96.56862745098039,1610612742,6,8,2022-01-08T01:15:02Z,270000,-233.0,29.0,1,left,R. Bullock 3PT  (6 PTS) (J. Brunson 2 AST),"[203493, 1628973]",1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,23.46,Made,,,,,6.0,J. Brunson,1628973.0,2.0,,,,,,,,,,
29,PT08M51.00S,2022-01-08T01:15:25.2Z,1,REGULAR,3pt,Jump Shot,[],201569,77.61169513797634,5.392156862745098,1610612745,6,8,2022-01-08T01:16:24Z,290000,-223.0,158.0,1,right,MISS E. Gordon 27' step back 3PT,[201569],1610612745.0,HOU,step back,,,Gordon,E. Gordon,,,,,27.33,Missed,,,,,,,,,,,,,,,,,,
30,PT08M50.00S,2022-01-08T01:15:26.2Z,1,REGULAR,rebound,defensive,[],203493,,,1610612742,6,8,2022-01-08T01:15:35Z,300000,,,0,,R. Bullock REBOUND (Off:0 Def:1),[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,29.0,1.0,1.0,0.0,,,,,,,,,,,,,,
31,PT08M43.00S,2022-01-08T01:15:34.5Z,1,REGULAR,3pt,Jump Shot,[],1628467,28.07161629434954,82.59803921568627,1610612742,6,11,2022-01-08T01:15:39Z,310000,-163.0,211.0,1,left,M. Kleber 26' 3PT  (3 PTS) (J. Brunson 3 AST),"[1628467, 1628973]",1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,26.69,Made,,,,,3.0,J. Brunson,1628973.0,3.0,,,,,,,,,,
33,PT08M41.00S,2022-01-08T01:15:39.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,6,11,2022-01-08T01:15:39Z,330000,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,PT08M25.00S,2022-01-08T01:18:52.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630256,91.80354796320631,37.745098039215684,1610612745,8,11,2022-01-08T01:18:57Z,340000,-61.0,25.0,1,right,J. Tate 6' driving Layup (5 PTS),[1630256],1610612745.0,HOU,driving,,,Tate,J. Tate,,,,,6.6,Made,,,,,5.0,,,,,,,,,,,,,
35,PT08M12.00S,2022-01-08T01:19:05.8Z,1,REGULAR,3pt,Jump Shot,[],203493,32.276609724047304,38.23529411764706,1610612742,8,11,2022-01-08T01:19:11Z,350000,59.0,251.0,1,left,MISS R. Bullock 25' 3PT,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,25.77,Missed,,,,,,,,,,,,,,,,,,
36,PT08M11.00S,2022-01-08T01:19:06.8Z,1,REGULAR,rebound,offensive,[],203939,,,1610612742,8,11,2022-01-08T01:19:27Z,360000,,,0,,D. Powell REBOUND (Off:1 Def:0),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,35.0,1.0,0.0,1.0,,,,,,,,,,,,,,
37,PT08M11.00S,2022-01-08T01:19:10.4Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203939,5.590000152587891,50.0,1610612742,8,13,2022-01-08T01:19:21Z,370000,0.0,0.0,1,left,D. Powell tip Layup (2 PTS),[203939],1610612742.0,DAL,tip,,,Powell,D. Powell,,,,,0.0,Made,,,,,2.0,,,,,,,,,,,,,
38,PT07M50.00S,2022-01-08T01:19:26.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630224,90.48948751642575,45.09803921568628,1610612745,8,13,2022-01-08T01:19:32Z,380000,-25.0,37.0,1,right,MISS J. Green driving Hook - blocked,"[1630224, 203939]",1610612745.0,HOU,driving,,,Green,J. Green,,,,,4.43,Missed,,,,,,,,,Powell,203939.0,,,,,,,,
39,PT07M50.00S,2022-01-08T01:19:26.6Z,1,REGULAR,block,,[],203939,,,1610612745,8,13,2022-01-08T01:19:29Z,390000,,,0,,D. Powell BLOCK (1 BLK),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,
40,PT07M50.00S,2022-01-08T01:19:26.6Z,1,REGULAR,rebound,defensive,[],1628467,,,1610612742,8,13,2022-01-08T01:19:32Z,400000,,,0,,M. Kleber REBOUND (Off:0 Def:3),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,38.0,3.0,3.0,0.0,,,,,,,,,,,,,,
41,PT07M46.00S,2022-01-08T01:19:33.9Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612742,8,13,2022-01-08T01:19:33Z,410000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,PT07M43.00S,2022-01-08T01:19:49.0Z,1,REGULAR,turnover,bad pass,[],203493,,,1610612742,8,13,2022-01-08T01:19:53Z,420000,,,0,,R. Bullock bad pass TURNOVER (1 TO),"[203493, 1626174]",1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,1.0,Wood,1626174.0,,,,,
43,PT07M43.00S,2022-01-08T01:19:49.0Z,1,REGULAR,steal,,[],1626174,,,1610612745,8,13,2022-01-08T01:19:51Z,430000,,,0,,C. Wood STEAL (1 STL),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,
44,PT07M39.00S,2022-01-08T01:19:53.4Z,1,REGULAR,foul,personal,['2freethrow'],203939,,,1610612745,8,13,2022-01-08T01:20:10Z,440000,,,0,,D. Powell shooting personal FOUL (1 PF) (Wood 2 FT),"[203939, 1626174]",1610612742.0,DAL,shooting,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,1155.0,1.0,0.0,Wood,1626174.0
46,PT07M39.00S,2022-01-08T01:20:24.8Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1626174,,,1610612745,8,13,2022-01-08T01:20:24Z,460000,,,0,,MISS C. Wood Free Throw 1 of 2,[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,Missed,,,,,,,,,,,,,,,,,,
47,PT07M39.00S,2022-01-08T01:20:24.8Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612745,8,13,2022-01-08T01:20:24Z,470000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,46.0,,,,,,,,,,,,,,,,,
48,PT07M39.00S,2022-01-08T01:20:24.8Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1626174,,,1610612745,8,13,2022-01-08T01:20:48Z,480000,,,0,,MISS C. Wood Free Throw 2 of 2,[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,Missed,,,,,,,,,,,,,,,,,,
49,PT07M38.00S,2022-01-08T01:20:25.8Z,1,REGULAR,rebound,offensive,[],1629645,,,1610612745,8,13,2022-01-08T01:20:48Z,490000,,,0,,K. Porter Jr. REBOUND (Off:1 Def:0),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,48.0,1.0,0.0,1.0,,,,,,,,,,,,,,
50,PT07M28.00S,2022-01-08T01:20:48.4Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",201569,68.01905387647832,78.18627450980392,1610612745,8,13,2022-01-08T01:20:56Z,500000,141.0,248.0,1,right,MISS E. Gordon 28' 3PT,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,28.53,Missed,,,,,,,,,,,,,,,,,,
51,PT07M26.00S,2022-01-08T01:20:50.4Z,1,REGULAR,rebound,defensive,[],203939,,,1610612742,8,13,2022-01-08T01:20:56Z,510000,,,0,,D. Powell REBOUND (Off:1 Def:1),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,50.0,2.0,1.0,1.0,,,,,,,,,,,,,,
52,PT07M14.00S,2022-01-08T01:21:01.6Z,1,REGULAR,3pt,Jump Shot,[],203493,7.30946123521682,95.58823529411765,1610612742,8,16,2022-01-08T01:21:07Z,520000,-228.0,16.0,1,left,R. Bullock 3PT  (9 PTS) (J. Brunson 4 AST),"[203493, 1628973]",1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,22.85,Made,,,,,9.0,J. Brunson,1628973.0,4.0,,,,,,,,,,
54,PT06M58.00S,2022-01-08T01:21:18.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629645,92.72339027595268,54.65686274509803,1610612745,8,16,2022-01-08T01:21:26Z,540000,23.0,16.0,1,right,MISS K. Porter Jr. driving Layup,[1629645],1610612745.0,HOU,driving,,,Porter Jr.,K. Porter Jr.,,,,,2.82,Missed,,,,,,,,,,,,,,,,,,
55,PT06M57.00S,2022-01-08T01:21:19.2Z,1,REGULAR,rebound,defensive,[],1628467,,,1610612742,8,16,2022-01-08T01:21:26Z,550000,,,0,,M. Kleber REBOUND (Off:0 Def:4),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,54.0,4.0,4.0,0.0,,,,,,,,,,,,,,
56,PT06M52.00S,2022-01-08T01:21:24.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627827,26.49474375821288,16.176470588235293,1610612742,8,16,2022-01-08T01:21:33Z,560000,169.0,197.0,1,left,MISS D. Finney-Smith 25' pullup 3PT,[1627827],1610612742.0,DAL,pullup,,,Finney-Smith,D. Finney-Smith,,,,,25.93,Missed,,,,,,,,,,,,,,,,,,
57,PT06M49.00S,2022-01-08T01:21:27.7Z,1,REGULAR,rebound,offensive,[],203939,,,1610612742,8,16,2022-01-08T01:21:27Z,570000,,,0,,D. Powell REBOUND (Off:2 Def:1),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,56.0,3.0,1.0,2.0,,,,,,,,,,,,,,
58,PT06M47.00S,2022-01-08T01:21:29.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203493,6.389618922470433,3.6764705882352944,1610612742,8,19,2022-01-08T01:21:36Z,580000,232.0,8.0,1,left,R. Bullock 3PT  (12 PTS) (D. Finney-Smith 1 AST),"[203493, 1627827]",1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,23.17,Made,,,,,12.0,D. Finney-Smith,1627827.0,1.0,,,,,,,,,,
60,PT06M31.00S,2022-01-08T01:21:45.3Z,1,REGULAR,3pt,Jump Shot,[],1629645,93.51182654402102,96.32352941176471,1610612745,8,19,2022-01-08T01:21:51Z,600000,232.0,8.0,1,right,MISS K. Porter Jr. 3PT,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,23.18,Missed,,,,,,,,,,,,,,,,,,
61,PT06M30.00S,2022-01-08T01:21:46.3Z,1,REGULAR,rebound,defensive,[],1628467,,,1610612742,8,19,2022-01-08T01:21:51Z,610000,,,0,,M. Kleber REBOUND (Off:0 Def:5),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,60.0,5.0,5.0,0.0,,,,,,,,,,,,,,
62,PT06M20.00S,2022-01-08T01:21:57.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203939,6.783837056504599,47.549019607843135,1610612742,8,21,2022-01-08T01:22:04Z,620000,12.0,11.0,1,left,D. Powell driving DUNK (4 PTS) (R. Bullock 1 AST),"[203939, 203493]",1610612742.0,DAL,driving,,,Powell,D. Powell,,,,,1.67,Made,,,,,4.0,R. Bullock,203493.0,1.0,,,,,,,,,,
64,PT06M20.00S,2022-01-08T01:22:02.3Z,1,REGULAR,foul,personal,['1freethrow'],1630256,,,1610612742,8,21,2022-01-08T01:22:12Z,640000,,,0,,J. Tate shooting personal FOUL (1 PF) (Powell 1 FT),"[1630256, 203939]",1610612745.0,HOU,shooting,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,1155.0,1.0,0.0,Powell,203939.0
66,PT06M20.00S,2022-01-08T01:22:14.0Z,1,REGULAR,substitution,out,[],1630256,,,1610612742,8,21,2022-01-08T01:22:41Z,660000,,,0,,SUB out: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M20.00S,2022-01-08T01:22:14.0Z,1,REGULAR,substitution,out,[],201569,,,1610612742,8,21,2022-01-08T01:22:41Z,670000,,,0,,SUB out: E. Gordon,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M20.00S,2022-01-08T01:22:14.0Z,1,REGULAR,substitution,out,[],1627827,,,1610612742,8,21,2022-01-08T01:22:41Z,680000,,,0,,SUB out: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M20.00S,2022-01-08T01:22:14.0Z,1,REGULAR,substitution,out,[],1628467,,,1610612742,8,21,2022-01-08T01:22:41Z,690000,,,0,,SUB out: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M20.00S,2022-01-08T01:22:14.0Z,1,REGULAR,substitution,in,[],1630231,,,1610612742,8,21,2022-01-08T01:22:41Z,700000,,,0,,SUB in: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M20.00S,2022-01-08T01:22:14.0Z,1,REGULAR,substitution,in,[],1629726,,,1610612742,8,21,2022-01-08T01:22:41Z,710000,,,0,,SUB in: G. Mathews,[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M20.00S,2022-01-08T01:22:14.0Z,1,REGULAR,substitution,in,[],203501,,,1610612742,8,21,2022-01-08T01:22:41Z,720000,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M20.00S,2022-01-08T01:22:14.0Z,1,REGULAR,substitution,in,[],1630182,,,1610612742,8,21,2022-01-08T01:22:41Z,730000,,,0,,SUB in: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M20.00S,2022-01-08T01:22:40.2Z,1,REGULAR,freethrow,1 of 1,[],203939,,,1610612742,8,21,2022-01-08T01:22:40Z,740000,,,0,,MISS D. Powell Free Throw 1 of 1,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,Missed,,,,,,,,,,,,,,,,,,
75,PT06M20.00S,2022-01-08T01:22:40.2Z,1,REGULAR,rebound,defensive,[],1629726,,,1610612745,8,21,2022-01-08T01:22:44Z,750000,,,0,,G. Mathews REBOUND (Off:0 Def:1),[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,74.0,1.0,1.0,0.0,,,,,,,,,,,,,,
76,PT06M00.00S,2022-01-08T01:22:59.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629645,93.24901445466492,53.67647058823529,1610612745,10,21,2022-01-08T01:23:04Z,760000,18.0,11.0,1,right,K. Porter Jr. driving Layup (5 PTS),[1629645],1610612745.0,HOU,driving,,,Porter Jr.,K. Porter Jr.,,,,,2.14,Made,,,,,5.0,,,,,,,,,,,,,
77,PT05M46.00S,2022-01-08T01:23:13.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203493,7.835085413929041,42.8921568627451,1610612742,10,21,2022-01-08T01:23:21Z,770000,36.0,21.0,1,left,MISS R. Bullock driving floating bank Shot,[203493],1610612742.0,DAL,driving floating bank,,,Bullock,R. Bullock,,,,,4.13,Missed,,,,,,,,,,,,,,,,,,
78,PT05M45.00S,2022-01-08T01:23:14.4Z,1,REGULAR,rebound,defensive,[],1626174,,,1610612745,10,21,2022-01-08T01:23:21Z,780000,,,0,,C. Wood REBOUND (Off:0 Def:2),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,77.0,2.0,2.0,0.0,,,,,,,,,,,,,,
81,PT05M38.00S,2022-01-08T01:23:33.1Z,1,REGULAR,turnover,offensive goaltending,[],1630231,,,1610612745,10,21,2022-01-08T01:24:11Z,810000,,,0,,K. Martin Jr. offensive goaltending TURNOVER (1 TO),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,1.0,,,1155.0,,,,
82,PT05M38.00S,2022-01-08T01:23:36.9Z,1,REGULAR,substitution,out,[],203939,,,1610612742,10,21,2022-01-08T01:23:42Z,820000,,,0,,SUB out: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M38.00S,2022-01-08T01:23:36.9Z,1,REGULAR,substitution,in,[],1627737,,,1610612742,10,21,2022-01-08T01:23:42Z,830000,,,0,,SUB in: M. Chriss,[1627737],1610612742.0,DAL,,,,Chriss,M. Chriss,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M20.00S,2022-01-08T01:23:55.0Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1627737,9.937582128777924,52.94117647058824,1610612742,10,21,2022-01-08T01:26:46Z,840000,-15.0,41.0,1,left,MISS M. Chriss turnaround Hook,[1627737],1610612742.0,DAL,turnaround,,,Chriss,M. Chriss,,,,,4.35,Missed,,,,,,,,,,,,,,,,,,
85,PT05M18.00S,2022-01-08T01:23:57.3Z,1,REGULAR,rebound,offensive,[],1627737,,,1610612742,10,21,2022-01-08T01:23:57Z,850000,,,0,,M. Chriss REBOUND (Off:1 Def:0),[1627737],1610612742.0,DAL,,,,Chriss,M. Chriss,,,,,,,84.0,1.0,0.0,1.0,,,,,,,,,,,,,,
86,PT05M16.00S,2022-01-08T01:23:59.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1627737,6.915243101182654,55.14705882352941,1610612742,10,21,2022-01-08T01:24:26Z,860000,-26.0,13.0,1,left,MISS M. Chriss Layup - blocked,"[1627737, 1630231]",1610612742.0,DAL,,,,Chriss,M. Chriss,,,,,2.86,Missed,,,,,,,,,Martin Jr.,1630231.0,,,,,,,,
87,PT05M16.00S,2022-01-08T01:23:59.3Z,1,REGULAR,block,,[],1630231,,,1610612742,10,21,2022-01-08T01:24:01Z,870000,,,0,,K. Martin Jr. BLOCK (1 BLK),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M16.00S,2022-01-08T01:23:59.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612742,10,21,2022-01-08T01:24:26Z,880000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,86.0,,,,,,,,,,,,,,,,,
89,PT05M16.00S,2022-01-08T01:24:03.9Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612742,10,21,2022-01-08T01:24:03Z,890000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT05M12.00S,2022-01-08T01:24:16.9Z,1,REGULAR,foul,personal,['2freethrow'],1629645,,,1610612742,10,21,2022-01-08T01:24:26Z,900000,,,0,,K. Porter Jr. shooting personal FOUL (1 PF) (Green 2 FT),"[1629645, 1630182]",1610612745.0,HOU,shooting,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,202049.0,1.0,0.0,Green,1630182.0
92,PT05M12.00S,2022-01-08T01:24:39.0Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1630182,,,1610612742,10,22,2022-01-08T01:24:39Z,920000,,,0,,J. Green Free Throw 1 of 2 (1 PTS),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
