actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value,turnoverTotal,stealPlayerName,stealPersonId
16,PT11M02.00S,2022-03-29T00:12:09.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612745,3,0,2022-03-29T00:12:09Z,160000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,PT10M53.00S,2022-03-29T00:12:22.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629645,90.48948751642575,38.48039215686275,1610612745,3,0,2022-03-29T00:12:31Z,170000,-58.0,37.0,1,right,MISS K. Porter Jr. 6' driving Layup,[1629645],1610612745.0,HOU,driving,,,Porter Jr.,K. Porter Jr.,,,,,6.84,Missed,,,,,,,,,,,,,,,,,,,
18,PT10M48.00S,2022-03-29T00:12:27.1Z,1,REGULAR,rebound,defensive,[],1627751,,,1610612759,3,0,2022-03-29T00:12:31Z,180000,,,0,,J. Poeltl REBOUND (Off:0 Def:1),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,17.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
19,PT10M46.00S,2022-03-29T00:12:29.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630563,7.30946123521682,54.166666666666664,1610612759,3,0,2022-03-29T00:12:43Z,190000,-21.0,16.0,1,left,MISS J. Primo driving Layup - blocked,"[1630563, 1629726]",1610612759.0,SAS,driving,,,Primo,J. Primo,,,,,2.64,Missed,,,,,,,,,Mathews,1629726.0,,,,,,,,,
20,PT10M46.00S,2022-03-29T00:12:29.9Z,1,REGULAR,block,,[],1629726,,,1610612759,3,0,2022-03-29T00:12:33Z,200000,,,0,,G. Mathews BLOCK (1 BLK),[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,
21,PT10M46.00S,2022-03-29T00:12:29.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612759,3,0,2022-03-29T00:12:43Z,210000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,,,
22,PT10M46.00S,2022-03-29T00:12:41.1Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612759,3,0,2022-03-29T00:12:41Z,220000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,PT10M37.00S,2022-03-29T00:12:55.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630170,5.863994743758213,47.794117647058826,1610612759,3,2,2022-03-29T00:13:04Z,230000,11.0,3.0,1,left,D. Vassell driving Layup (2 PTS) (K. Johnson 1 AST),"[1630170, 1629640]",1610612759.0,SAS,driving,,,Vassell,D. Vassell,,,,,1.13,Made,,,,,2.0,K. Johnson,1629640.0,1.0,,,,,,,,,,,
25,PT10M37.00S,2022-03-29T00:13:01.7Z,1,REGULAR,foul,personal,['1freethrow'],1630224,,,1610612759,3,2,2022-03-29T00:13:14Z,250000,,,0,,J. Green shooting personal FOUL (1 PF) (Vassell 1 FT),"[1630224, 1630170]",1610612745.0,HOU,shooting,,,Green,J. Green,,,,,,,,,,,,,,,,,1626302.0,1.0,0.0,Vassell,1630170.0,,,,
27,PT10M37.00S,2022-03-29T00:13:20.8Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],1630170,,,1610612759,3,3,2022-03-29T00:13:20Z,270000,,,0,,D. Vassell Free Throw 1 of 1 (3 PTS),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,Made,,,,,3.0,,,,,,,,,,,,,,
28,PT10M22.00S,2022-03-29T00:13:38.0Z,1,REGULAR,3pt,Jump Shot,[],1630224,67.62483574244416,22.30392156862745,1610612745,3,3,2022-03-29T00:13:44Z,280000,-138.0,252.0,1,right,MISS J. Green 28' 3PT,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,28.74,Missed,,,,,,,,,,,,,,,,,,,
29,PT10M18.00S,2022-03-29T00:13:42.0Z,1,REGULAR,rebound,defensive,[],1627749,,,1610612759,3,3,2022-03-29T00:13:44Z,290000,,,0,,D. Murray REBOUND (Off:0 Def:2),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,28.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
30,PT10M13.00S,2022-03-29T00:13:46.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627751,5.863994743758213,51.225490196078425,1610612759,3,5,2022-03-29T00:13:55Z,300000,-6.0,3.0,1,left,J. Poeltl cutting Layup (2 PTS) (D. Murray 1 AST),"[1627751, 1627749]",1610612759.0,SAS,cutting,,,Poeltl,J. Poeltl,,,,,0.66,Made,,,,,2.0,D. Murray,1627749.0,1.0,,,,,,,,,,,
32,PT09M58.00S,2022-03-29T00:14:02.1Z,1,REGULAR,3pt,Jump Shot,[],1629645,68.80749014454665,68.38235294117648,1610612745,3,5,2022-03-29T00:14:07Z,320000,92.0,241.0,1,right,MISS K. Porter Jr. 25' 3PT,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,25.76,Missed,,,,,,,,,,,,,,,,,,,
33,PT09M55.00S,2022-03-29T00:14:05.1Z,1,REGULAR,rebound,defensive,[],1627751,,,1610612759,3,5,2022-03-29T00:14:07Z,330000,,,0,,J. Poeltl REBOUND (Off:0 Def:2),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,32.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
34,PT09M45.00S,2022-03-29T00:14:15.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630170,6.1268068331143235,61.76470588235294,1610612759,3,7,2022-03-29T00:14:20Z,340000,-59.0,5.0,1,left,D. Vassell driving floating Jump Shot (5 PTS) (D. Murray 2 AST),"[1630170, 1627749]",1610612759.0,SAS,driving floating,,,Vassell,D. Vassell,,,,,5.9,Made,,,,,5.0,D. Murray,1627749.0,2.0,,,,,,,,,,,
36,PT09M29.00S,2022-03-29T00:14:30.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630256,93.64323258869908,47.549019607843135,1610612745,3,7,2022-03-29T00:14:35Z,360000,-12.0,7.0,1,right,MISS J. Tate Layup,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,1.43,Missed,,,,,,,,,,,,,,,,,,,
37,PT09M28.00S,2022-03-29T00:14:31.3Z,1,REGULAR,rebound,defensive,[],1627751,,,1610612759,3,7,2022-03-29T00:14:35Z,370000,,,0,,J. Poeltl REBOUND (Off:0 Def:3),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,36.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
38,PT09M24.00S,2022-03-29T00:14:37.8Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629640,7.835085413929041,54.166666666666664,1610612759,3,9,2022-03-29T00:15:36Z,380000,-21.0,21.0,1,left,K. Johnson running Layup (2 PTS) (D. Murray 3 AST),"[1629640, 1627749]",1610612759.0,SAS,running,,,Johnson,K. Johnson,,,,,2.96,Made,,,,,2.0,D. Murray,1627749.0,3.0,,,,,,,,,,,
40,PT09M24.00S,2022-03-29T00:14:41.1Z,1,REGULAR,foul,personal,['1freethrow'],1629726,,,1610612759,3,9,2022-03-29T00:14:55Z,400000,,,0,,G. Mathews shooting personal FOUL (1 PF) (Johnson 1 FT),"[1629726, 1629640]",1610612745.0,HOU,shooting,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,1627541.0,1.0,0.0,Johnson,1629640.0,,,,
42,PT09M24.00S,2022-03-29T00:15:01.4Z,1,REGULAR,freethrow,1 of 1,['fastbreak'],1629640,,,1610612759,3,10,2022-03-29T00:15:01Z,420000,,,0,,K. Johnson Free Throw 1 of 1 (3 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,Made,,,,,3.0,,,,,,,,,,,,,,
43,PT09M16.00S,2022-03-29T00:15:13.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,91.27792378449409,57.35294117647059,1610612745,5,10,2022-03-29T00:15:18Z,430000,37.0,29.0,1,right,J. Green cutting Layup (2 PTS) (K. Porter Jr. 1 AST),"[1630224, 1629645]",1610612745.0,HOU,cutting,,,Green,J. Green,,,,,4.72,Made,,,,,2.0,K. Porter Jr.,1629645.0,1.0,,,,,,,,,,,
45,PT09M02.00S,2022-03-29T00:15:27.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629640,14.273981603153747,44.85294117647059,1610612759,5,10,2022-03-29T00:15:34Z,450000,26.0,82.0,1,left,MISS K. Johnson 8' driving floating Shot,[1629640],1610612759.0,SAS,driving floating,,,Johnson,K. Johnson,,,,,8.56,Missed,,,,,,,,,,,,,,,,,,,
46,PT08M56.00S,2022-03-29T00:15:33.6Z,1,REGULAR,rebound,offensive,[],1629640,,,1610612759,5,10,2022-03-29T00:15:34Z,460000,,,0,,K. Johnson REBOUND (Off:1 Def:0),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,45.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
47,PT08M56.00S,2022-03-29T00:15:32.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629640,5.590000152587891,50.0,1610612759,5,12,2022-03-29T00:15:32Z,470000,0.0,0.0,1,left,K. Johnson tip Layup (5 PTS),[1629640],1610612759.0,SAS,tip,,,Johnson,K. Johnson,,,,,0.0,Made,,,,,5.0,,,,,,,,,,,,,,
48,PT08M50.00S,2022-03-29T00:15:39.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629645,92.59198423127464,45.83333333333333,1610612745,5,12,2022-03-29T00:15:48Z,480000,-21.0,17.0,1,right,MISS K. Porter Jr. driving reverse Layup,[1629645],1610612745.0,HOU,driving reverse,,,Porter Jr.,K. Porter Jr.,,,,,2.69,Missed,,,,,,,,,,,,,,,,,,,
49,PT08M49.00S,2022-03-29T00:15:40.6Z,1,REGULAR,rebound,defensive,[],1627749,,,1610612759,5,12,2022-03-29T00:15:48Z,490000,,,0,,D. Murray REBOUND (Off:0 Def:3),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,48.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
50,PT08M49.00S,2022-03-29T00:15:45.3Z,1,REGULAR,foul,personal,[],1630256,,,1610612759,5,12,2022-03-29T00:16:16Z,500000,,,0,,J. Tate personal FOUL (1 PF),"[1630256, 1627749]",1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,1627541.0,1.0,0.0,Murray,1627749.0,,,,
52,PT08M49.00S,2022-03-29T00:16:35.3Z,1,REGULAR,instantreplay,request,[],0,,,1610612759,5,12,2022-03-29T00:17:45Z,520000,,,0,,,[],,,stands,,,,,,,,,,,,,,,,,,,,,202058.0,,,,,Common Foul Upheld,,,
53,PT08M36.00S,2022-03-29T00:18:17.3Z,1,REGULAR,3pt,Jump Shot,[],1627749,21.76412614980289,9.313725490196079,1610612759,5,15,2022-03-29T00:18:22Z,530000,203.0,152.0,1,left,D. Murray 25' 3PT  (3 PTS) (K. Johnson 2 AST),"[1627749, 1629640]",1610612759.0,SAS,,,,Murray,D. Murray,,,,,25.4,Made,,,,,3.0,K. Johnson,1629640.0,2.0,,,,,,,,,,,
55,PT08M20.00S,2022-03-29T00:18:32.9Z,1,REGULAR,3pt,Jump Shot,[],1629645,71.69842312746385,11.519607843137255,1610612745,8,15,2022-03-29T00:18:39Z,550000,-192.0,214.0,1,right,K. Porter Jr. 28' 3PT  (3 PTS) (J. Green 1 AST),"[1629645, 1630224]",1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,28.74,Made,,,,,3.0,J. Green,1630224.0,1.0,,,,,,,,,,,
57,PT08M04.00S,2022-03-29T00:18:48.8Z,1,REGULAR,2pt,Jump Shot,[],1630170,22.683968462549277,40.19607843137255,1610612759,8,15,2022-03-29T00:18:56Z,570000,49.0,161.0,1,left,MISS D. Vassell 16' Jump Shot,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,16.8,Missed,,,,,,,,,,,,,,,,,,,
58,PT07M59.00S,2022-03-29T00:18:53.8Z,1,REGULAR,rebound,offensive,[],1627751,,,1610612759,8,15,2022-03-29T00:18:56Z,580000,,,0,,J. Poeltl REBOUND (Off:1 Def:3),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,57.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
59,PT07M59.00S,2022-03-29T00:18:54.7Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1627751,5.590000152587891,50.0,1610612759,8,17,2022-03-29T00:19:06Z,590000,0.0,0.0,1,left,J. Poeltl tip Layup (4 PTS),[1627751],1610612759.0,SAS,tip,,,Poeltl,J. Poeltl,,,,,0.0,Made,,,,,4.0,,,,,,,,,,,,,,
60,PT07M55.00S,2022-03-29T00:19:01.4Z,1,REGULAR,foul,personal,[],1627751,,,1610612745,8,17,2022-03-29T00:19:13Z,600000,,,0,,J. Poeltl personal FOUL (1 PF),"[1627751, 1630578]",1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,1627541.0,1.0,0.0,Sengun,1630578.0,,,,
62,PT07M49.00S,2022-03-29T00:19:20.5Z,1,REGULAR,3pt,Jump Shot,[],1630224,68.80749014454665,17.15686274509804,1610612745,11,17,2022-03-29T00:19:29Z,620000,-164.0,241.0,1,right,J. Green 29' 3PT  (5 PTS) (J. Tate 1 AST),"[1630224, 1630256]",1610612745.0,HOU,,,,Green,J. Green,,,,,29.14,Made,,,,,5.0,J. Tate,1630256.0,1.0,,,,,,,,,,,
64,PT07M37.00S,2022-03-29T00:19:32.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627749,8.492115637319317,55.63725490196079,1610612759,11,19,2022-03-29T00:19:41Z,640000,-28.0,27.0,1,left,D. Murray driving finger roll Layup (5 PTS),[1627749],1610612759.0,SAS,driving finger roll,,,Murray,D. Murray,,,,,3.92,Made,,,,,5.0,,,,,,,,,,,,,,
65,PT07M19.00S,2022-03-29T00:19:50.8Z,1,REGULAR,turnover,lost ball,[],1629645,,,1610612745,11,19,2022-03-29T00:19:56Z,650000,,,0,,K. Porter Jr. lost ball TURNOVER (1 TO),"[1629645, 1630170]",1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,1.0,Vassell,1630170.0
66,PT07M19.00S,2022-03-29T00:19:50.8Z,1,REGULAR,steal,,[],1630170,,,1610612759,11,19,2022-03-29T00:19:52Z,660000,,,0,,D. Vassell STEAL (1 STL),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT07M12.00S,2022-03-29T00:19:57.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629640,10.068988173455978,3.1862745098039214,1610612759,11,19,2022-03-29T00:20:03Z,670000,234.0,42.0,1,left,MISS K. Johnson 3PT,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,23.79,Missed,,,,,,,,,,,,,,,,,,,
68,PT07M09.00S,2022-03-29T00:20:00.2Z,1,REGULAR,rebound,defensive,[],1629645,,,1610612745,11,19,2022-03-29T00:20:03Z,680000,,,0,,K. Porter Jr. REBOUND (Off:0 Def:1),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,67.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
69,PT07M02.00S,2022-03-29T00:20:07.4Z,1,REGULAR,3pt,Jump Shot,[],1630256,72.09264126149803,16.911764705882355,1610612745,14,19,2022-03-29T00:20:16Z,690000,-165.0,210.0,1,right,J. Tate 26' 3PT  (6 PTS) (K. Porter Jr. 2 AST),"[1630256, 1629645]",1610612745.0,HOU,,,,Tate,J. Tate,,,,,26.72,Made,,,,,6.0,K. Porter Jr.,1629645.0,2.0,,,,,,,,,,,
71,PT06M46.00S,2022-03-29T00:20:24.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627749,13.748357424441524,41.17647058823529,1610612759,14,21,2022-03-29T00:23:07Z,710000,44.0,77.0,1,left,D. Murray 8' pullup Jump Shot (7 PTS),[1627749],1610612759.0,SAS,pullup,,,Murray,D. Murray,,,,,8.85,Made,,,,,7.0,,,,,,,,,,,,,,
72,PT06M37.00S,2022-03-29T00:20:32.9Z,1,REGULAR,3pt,Jump Shot,[],1629726,71.43561103810775,83.33333333333334,1610612745,14,21,2022-03-29T00:20:43Z,720000,167.0,216.0,1,right,MISS G. Mathews 27' 3PT,[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,27.28,Missed,,,,,,,,,,,,,,,,,,,
73,PT06M35.00S,2022-03-29T00:20:39.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612745,14,21,2022-03-29T00:20:39Z,730000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,72.0,,,,,,,,,,,,,,,,,,
74,PT06M35.00S,2022-03-29T00:20:49.8Z,1,REGULAR,foul,personal,[],1627751,,,1610612745,14,21,2022-03-29T00:21:09Z,740000,,,0,,J. Poeltl loose ball personal FOUL (2 PF),"[1627751, 1630578]",1610612759.0,SAS,loose ball,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,1626302.0,2.0,0.0,Sengun,1630578.0,,,,
76,PT06M35.00S,2022-03-29T00:21:03.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,14,21,2022-03-29T00:21:03Z,760000,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M35.00S,2022-03-29T00:21:47.7Z,1,REGULAR,substitution,out,[],1630170,,,1610612745,14,21,2022-03-29T00:23:47Z,770000,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M35.00S,2022-03-29T00:21:47.7Z,1,REGULAR,substitution,out,[],1627751,,,1610612745,14,21,2022-03-29T00:23:47Z,780000,,,0,,SUB out: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M35.00S,2022-03-29T00:21:47.7Z,1,REGULAR,substitution,in,[],1628380,,,1610612745,14,21,2022-03-29T00:23:47Z,790000,,,0,,SUB in: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT06M35.00S,2022-03-29T00:21:47.7Z,1,REGULAR,substitution,in,[],1626196,,,1610612745,14,21,2022-03-29T00:23:47Z,800000,,,0,,SUB in: J. Richardson,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT06M25.00S,2022-03-29T00:23:53.8Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1630256,87.99277266754271,42.64705882352941,1610612745,14,21,2022-03-29T00:24:01Z,810000,-37.0,60.0,1,right,MISS J. Tate 7' driving Hook,[1630256],1610612745.0,HOU,driving,,,Tate,J. Tate,,,,,7.07,Missed,,,,,,,,,,,,,,,,,,,
82,PT06M22.00S,2022-03-29T00:23:56.6Z,1,REGULAR,rebound,offensive,[],1630578,,,1610612745,14,21,2022-03-29T00:23:56Z,820000,,,0,,A. Sengun REBOUND (Off:1 Def:1),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,81.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
83,PT06M21.00S,2022-03-29T00:23:58.3Z,1,REGULAR,turnover,bad pass,[],1630578,,,1610612745,14,21,2022-03-29T00:24:04Z,830000,,,0,,A. Sengun bad pass TURNOVER (1 TO),"[1630578, 1630563]",1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,1.0,Primo,1630563.0
84,PT06M21.00S,2022-03-29T00:23:58.3Z,1,REGULAR,steal,,[],1630563,,,1610612759,14,21,2022-03-29T00:24:00Z,840000,,,0,,J. Primo STEAL (1 STL),[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT06M17.00S,2022-03-29T00:24:02.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630563,9.280551905387648,49.26470588235294,1610612759,14,23,2022-03-29T00:24:09Z,850000,4.0,35.0,1,left,J. Primo running Layup (2 PTS),[1630563],1610612759.0,SAS,running,,,Primo,J. Primo,,,,,3.49,Made,,,,,2.0,,,,,,,,,,,,,,
86,PT06M06.00S,2022-03-29T00:24:12.5Z,1,REGULAR,2pt,Jump Shot,[],1630224,94.03745072273325,83.82352941176471,1610612745,16,23,2022-03-29T00:24:18Z,860000,169.0,4.0,1,right,J. Green 16' pullup Jump Shot (7 PTS),[1630224],1610612745.0,HOU,pullup,,,Green,J. Green,,,,,16.91,Made,,,,,7.0,,,,,,,,,,,,,,
87,PT05M56.00S,2022-03-29T00:24:22.7Z,1,REGULAR,3pt,Jump Shot,[],1628380,29.6484888304862,70.83333333333334,1610612759,16,23,2022-03-29T00:24:27Z,870000,-104.0,226.0,1,left,MISS Z. Collins 24' 3PT,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,24.9,Missed,,,,,,,,,,,,,,,,,,,
88,PT05M54.00S,2022-03-29T00:24:24.7Z,1,REGULAR,rebound,defensive,[],1630256,,,1610612745,16,23,2022-03-29T00:24:27Z,880000,,,0,,J. Tate REBOUND (Off:0 Def:1),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,87.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
89,PT05M42.00S,2022-03-29T00:24:37.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630578,90.22667542706965,52.450980392156865,1610612745,16,23,2022-03-29T00:25:56Z,890000,12.0,39.0,1,right,MISS A. Sengun turnaround Hook,[1630578],1610612745.0,HOU,turnaround,,,Sengun,A. Sengun,,,,,4.13,Missed,,,,,,,,,,,,,,,,,,,
90,PT05M40.00S,2022-03-29T00:24:39.0Z,1,REGULAR,rebound,offensive,[],1630578,,,1610612745,16,23,2022-03-29T00:24:41Z,900000,,,0,,A. Sengun REBOUND (Off:2 Def:1),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,89.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
