actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
29,PT09M03.00S,2022-01-29T01:15:17.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1626174,93.51182654402102,50.245098039215684,1610612745,5,4,2022-01-29T01:15:22Z,290000,1.0,8.0,1,right,C. Wood cutting DUNK (2 PTS) (E. Gordon 1 AST),"[1626174, 201569]",1610612745.0,HOU,cutting,,,Wood,C. Wood,,,,,0.86,Made,2.0,,,,,,,,,,,,,E. Gordon,201569.0,1.0,,,
31,PT08M45.00S,2022-01-29T01:15:35.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629014,7.703679369250986,48.28431372549019,1610612757,5,6,2022-01-29T01:15:40Z,310000,9.0,20.0,1,left,A. Simons driving finger roll Layup (2 PTS),[1629014],1610612757.0,POR,driving finger roll,,,Simons,A. Simons,,,,,2.17,Made,2.0,,,,,,,,,,,,,,,,,,
32,PT08M32.00S,2022-01-29T01:15:48.1Z,1,REGULAR,turnover,bad pass,[],1630224,,,1610612745,5,6,2022-01-29T01:15:51Z,320000,,,0,,J. Green bad pass TURNOVER (1 TO),"[1630224, 1629014]",1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,1.0,Simons,1629014.0,,,,,,,,,,,
33,PT08M32.00S,2022-01-29T01:15:48.1Z,1,REGULAR,steal,,[],1629014,,,1610612757,5,6,2022-01-29T01:20:02Z,330000,,,0,,A. Simons STEAL (1 STL),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,
34,PT08M27.00S,2022-01-29T01:15:53.4Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629014,26.10052562417871,82.59803921568627,1610612757,5,9,2022-01-29T01:17:59Z,340000,-163.0,193.0,1,left,A. Simons 25' 3PT running (5 PTS) (C. McCollum 1 AST),"[1629014, 203468]",1610612757.0,POR,running,,,Simons,A. Simons,,,,,25.25,Made,5.0,,,,,,,,,,,,,C. McCollum,203468.0,1.0,,,
36,PT08M16.00S,2022-01-29T01:16:04.5Z,1,REGULAR,turnover,bad pass,[],201569,,,1610612745,5,9,2022-01-29T01:16:08Z,360000,,,0,,E. Gordon bad pass TURNOVER (1 TO),"[201569, 203994]",1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,,1.0,Nurkic,203994.0,,,,,,,,,,,
37,PT08M16.00S,2022-01-29T01:16:04.5Z,1,REGULAR,steal,,[],203994,,,1610612757,5,9,2022-01-29T01:16:05Z,370000,,,0,,J. Nurkic STEAL (1 STL),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,
38,PT08M11.00S,2022-01-29T01:16:09.9Z,1,REGULAR,turnover,bad pass,[],1629014,,,1610612757,5,9,2022-01-29T01:16:13Z,380000,,,0,,A. Simons bad pass TURNOVER (2 TO),"[1629014, 1629726]",1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,2.0,Mathews,1629726.0,,,,,,,,,,,
39,PT08M11.00S,2022-01-29T01:16:09.9Z,1,REGULAR,steal,,[],1629726,,,1610612745,5,9,2022-01-29T01:16:11Z,390000,,,0,,G. Mathews STEAL (2 STL),[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,
40,PT08M05.00S,2022-01-29T01:16:15.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626174,92.46057818659659,49.26470588235294,1610612745,5,9,2022-01-29T01:16:24Z,400000,-4.0,18.0,1,right,MISS C. Wood running finger roll Layup,[1626174],1610612745.0,HOU,running finger roll,,,Wood,C. Wood,,,,,1.88,Missed,,,,,,,,,,,,,,,,,,,
41,PT08M04.00S,2022-01-29T01:16:16.7Z,1,REGULAR,rebound,defensive,[],203994,,,1610612757,5,9,2022-01-29T01:16:24Z,410000,,,0,,J. Nurkic REBOUND (Off:0 Def:4),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,40.0,4.0,4.0,0.0,,,,,,,,,,,,,,
42,PT07M57.00S,2022-01-29T01:16:28.2Z,1,REGULAR,foul,personal,['2freethrow'],1630256,,,1610612757,5,9,2022-01-29T01:16:33Z,420000,,,0,,J. Tate shooting personal FOUL (2 PF) (Nurkic 2 FT),"[1630256, 203994]",1610612745.0,HOU,shooting,,,Tate,J. Tate,,,,,,,,,,,,,,,1628172.0,2.0,0.0,Nurkic,203994.0,,,,,,
44,PT07M57.00S,2022-01-29T01:16:53.4Z,1,REGULAR,freethrow,1 of 2,[],203994,,,1610612757,5,10,2022-01-29T01:17:16Z,440000,,,0,,J. Nurkic Free Throw 1 of 2 (3 PTS),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
45,PT07M57.00S,2022-01-29T01:16:53.4Z,1,REGULAR,freethrow,2 of 2,[],203994,,,1610612757,5,10,2022-01-29T01:17:16Z,450000,,,0,,MISS J. Nurkic Free Throw 2 of 2,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,Missed,,,,,,,,,,,,,,,,,,,
46,PT07M57.00S,2022-01-29T01:16:53.4Z,1,REGULAR,rebound,defensive,[],1626174,,,1610612745,5,10,2022-01-29T01:17:16Z,460000,,,0,,C. Wood REBOUND (Off:0 Def:2),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,45.0,2.0,2.0,0.0,,,,,,,,,,,,,,
47,PT07M38.00S,2022-01-29T01:17:27.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201569,93.9060446780552,50.49019607843137,1610612745,7,10,2022-01-29T01:17:34Z,470000,2.0,5.0,1,right,E. Gordon driving Layup (2 PTS),[201569],1610612745.0,HOU,driving,,,Gordon,E. Gordon,,,,,0.54,Made,2.0,,,,,,,,,,,,,,,,,,
48,PT07M25.00S,2022-01-29T01:17:41.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629014,14.668199737187912,60.78431372549019,1610612757,7,12,2022-01-29T01:17:48Z,480000,-54.0,85.0,1,left,A. Simons 10' driving floating Jump Shot (7 PTS),[1629014],1610612757.0,POR,driving floating,,,Simons,A. Simons,,,,,10.1,Made,7.0,,,,,,,,,,,,,,,,,,
49,PT07M11.00S,2022-01-29T01:17:54.5Z,1,REGULAR,3pt,Jump Shot,[],1629726,67.49342969776609,13.480392156862745,1610612745,7,12,2022-01-29T01:18:07Z,490000,-183.0,253.0,1,right,MISS G. Mathews 31' 3PT,[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,31.21,Missed,,,,,,,,,,,,,,,,,,,
50,PT07M10.00S,2022-01-29T01:17:55.5Z,1,REGULAR,rebound,defensive,[],203994,,,1610612757,7,12,2022-01-29T01:18:07Z,500000,,,0,,J. Nurkic REBOUND (Off:0 Def:5),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,49.0,5.0,5.0,0.0,,,,,,,,,,,,,,
51,PT06M57.00S,2022-01-29T01:18:08.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,17.16491458607096,34.31372549019608,1610612757,7,12,2022-01-29T01:18:18Z,510000,78.0,109.0,1,left,MISS C. McCollum 13' turnaround fadeaway Shot - blocked,"[203468, 1626174]",1610612757.0,POR,turnaround fadeaway,,,McCollum,C. McCollum,,,,,13.42,Missed,,,,,,,,,,,,,,,,,Wood,1626174.0,
52,PT06M57.00S,2022-01-29T01:18:08.7Z,1,REGULAR,block,,[],1626174,,,1610612757,7,12,2022-01-29T01:18:12Z,520000,,,0,,C. Wood BLOCK (1 BLK),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT06M56.00S,2022-01-29T01:18:09.7Z,1,REGULAR,rebound,defensive,[],1626174,,,1610612745,7,12,2022-01-29T01:18:18Z,530000,,,0,,C. Wood REBOUND (Off:0 Def:3),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,51.0,3.0,3.0,0.0,,,,,,,,,,,,,,
54,PT06M42.00S,2022-01-29T01:18:29.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,7,12,2022-01-29T01:18:29Z,540000,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT06M30.00S,2022-01-29T01:21:40.4Z,1,REGULAR,3pt,Jump Shot,[],1630256,79.05716162943496,91.17647058823529,1610612745,10,12,2022-01-29T01:21:47Z,550000,206.0,144.0,1,right,J. Tate 25' 3PT step back (6 PTS) (C. Wood 1 AST),"[1630256, 1626174]",1610612745.0,HOU,step back,,,Tate,J. Tate,,,,,25.15,Made,6.0,,,,,,,,,,,,,C. Wood,1626174.0,1.0,,,
57,PT06M15.00S,2022-01-29T01:21:55.7Z,1,REGULAR,3pt,Jump Shot,[],1626181,32.933639947437584,38.72549019607843,1610612757,10,12,2022-01-29T01:22:03Z,570000,56.0,257.0,1,left,MISS N. Powell 26' 3PT,[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,26.32,Missed,,,,,,,,,,,,,,,,,,,
58,PT06M14.00S,2022-01-29T01:21:56.7Z,1,REGULAR,rebound,defensive,[],1626174,,,1610612745,10,12,2022-01-29T01:22:03Z,580000,,,0,,C. Wood REBOUND (Off:0 Def:4),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,57.0,4.0,4.0,0.0,,,,,,,,,,,,,,
59,PT06M06.00S,2022-01-29T01:22:07.1Z,1,REGULAR,foul,personal,['2freethrow'],203496,,,1610612745,10,12,2022-01-29T01:22:16Z,590000,,,0,,R. Covington shooting personal FOUL (1 PF) (Wood 2 FT),"[203496, 1626174]",1610612757.0,POR,shooting,,,Covington,R. Covington,,,,,,,,,,,,,,,1628172.0,1.0,0.0,Wood,1626174.0,,,,,,
61,PT06M06.00S,2022-01-29T01:22:31.3Z,1,REGULAR,freethrow,1 of 2,[],1626174,,,1610612745,11,12,2022-01-29T01:22:31Z,610000,,,0,,C. Wood Free Throw 1 of 2 (3 PTS),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
62,PT06M06.00S,2022-01-29T01:22:32.3Z,1,REGULAR,substitution,out,[],203468,,,1610612745,11,12,2022-01-29T01:22:42Z,620000,,,0,,SUB out: C. McCollum,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M06.00S,2022-01-29T01:22:32.3Z,1,REGULAR,substitution,in,[],203463,,,1610612745,11,12,2022-01-29T01:22:42Z,630000,,,0,,SUB in: B. McLemore,[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M06.00S,2022-01-29T01:22:50.7Z,1,REGULAR,freethrow,2 of 2,[],1626174,,,1610612745,12,12,2022-01-29T01:22:50Z,640000,,,0,,C. Wood Free Throw 2 of 2 (4 PTS),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
65,PT05M58.00S,2022-01-29T01:23:02.3Z,1,REGULAR,foul,offensive,[],203994,,,1610612757,12,12,2022-01-29T01:23:18Z,650000,,,0,,J. Nurkic offensive FOUL (1 PF),"[203994, 1630224]",1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,202049.0,1.0,0.0,Green,1630224.0,,,,,,
67,PT05M58.00S,2022-01-29T01:23:02.3Z,1,REGULAR,turnover,offensive foul,[],203994,,,1610612757,12,12,2022-01-29T01:23:02Z,670000,,,0,,J. Nurkic offensive foul TURNOVER (1 TO),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,1.0,,,202049.0,,,,,,,,,,
68,PT05M49.00S,2022-01-29T01:23:24.7Z,1,REGULAR,turnover,lost ball,[],201569,,,1610612745,12,12,2022-01-29T01:23:31Z,680000,,,0,,E. Gordon lost ball TURNOVER (2 TO),"[201569, 1626181]",1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,,2.0,Powell,1626181.0,,,,,,,,,,,
69,PT05M49.00S,2022-01-29T01:23:24.7Z,1,REGULAR,steal,,[],1626181,,,1610612757,12,12,2022-01-29T01:23:26Z,690000,,,0,,N. Powell STEAL (1 STL),[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M47.00S,2022-01-29T01:23:34.0Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612757,12,12,2022-01-29T01:23:34Z,730000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M44.00S,2022-01-29T01:23:49.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626181,6.652431011826544,50.98039215686274,1610612757,12,14,2022-01-29T01:30:41Z,740000,-5.0,10.0,1,left,N. Powell cutting Layup (2 PTS) (A. Simons 1 AST),"[1626181, 1629014]",1610612757.0,POR,cutting,,,Powell,N. Powell,,,,,1.11,Made,2.0,,,,,,,,,,,,,A. Simons,1629014.0,1.0,,,
76,PT05M33.00S,2022-01-29T01:24:00.3Z,1,REGULAR,3pt,Jump Shot,[],1629726,70.25295663600527,81.86274509803921,1610612745,12,14,2022-01-29T01:24:08Z,760000,159.0,227.0,1,right,MISS G. Mathews 27' 3PT,[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,27.74,Missed,,,,,,,,,,,,,,,,,,,
77,PT05M32.00S,2022-01-29T01:24:01.3Z,1,REGULAR,rebound,defensive,[],203994,,,1610612757,12,14,2022-01-29T01:24:08Z,770000,,,0,,J. Nurkic REBOUND (Off:0 Def:6),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,76.0,6.0,6.0,0.0,,,,,,,,,,,,,,
78,PT05M24.00S,2022-01-29T01:24:09.8Z,1,REGULAR,3pt,Jump Shot,[],1629014,21.107095926412615,10.049019607843137,1610612757,12,17,2022-01-29T01:26:47Z,780000,200.0,146.0,1,left,A. Simons 24' 3PT pullup (10 PTS),[1629014],1610612757.0,POR,pullup,,,Simons,A. Simons,,,,,24.74,Made,10.0,,,,,,,,,,,,,,,,,,
79,PT05M13.00S,2022-01-29T01:24:23.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,92.85479632063075,49.01960784313725,1610612745,14,17,2022-01-29T01:24:32Z,790000,-5.0,15.0,1,right,J. Green driving finger roll Layup (2 PTS),[1630224],1610612745.0,HOU,driving finger roll,,,Green,J. Green,,,,,1.55,Made,2.0,,,,,,,,,,,,,,,,,,
80,PT05M13.00S,2022-01-29T01:24:26.1Z,1,REGULAR,foul,personal,['1freethrow'],1629014,,,1610612745,14,17,2022-01-29T01:24:45Z,800000,,,0,,A. Simons shooting personal FOUL (1 PF) (Green 1 FT),"[1629014, 1630224]",1610612757.0,POR,shooting,,,Simons,A. Simons,,,,,,,,,,,,,,,2005.0,1.0,0.0,Green,1630224.0,,,,,,
82,PT05M13.00S,2022-01-29T01:24:46.3Z,1,REGULAR,substitution,out,[],1629726,,,1610612745,14,17,2022-01-29T01:25:15Z,820000,,,0,,SUB out: G. Mathews,[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M13.00S,2022-01-29T01:24:46.3Z,1,REGULAR,substitution,in,[],1629717,,,1610612745,14,17,2022-01-29T01:25:15Z,830000,,,0,,SUB in: A. Brooks,[1629717],1610612745.0,HOU,,,,Brooks,A. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M13.00S,2022-01-29T01:24:52.5Z,1,REGULAR,freethrow,1 of 1,[],1630224,,,1610612745,15,17,2022-01-29T01:24:52Z,840000,,,0,,J. Green Free Throw 1 of 1 (3 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
85,PT04M58.00S,2022-01-29T01:25:08.3Z,1,REGULAR,foul,personal,[],1626174,,,1610612757,15,17,2022-01-29T01:25:15Z,850000,,,0,,C. Wood personal FOUL (1 PF),"[1626174, 203994]",1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,,,,,202049.0,1.0,0.0,Nurkic,203994.0,,,,,,
87,PT04M50.00S,2022-01-29T01:25:34.3Z,1,REGULAR,3pt,Jump Shot,[],1629014,25.706307490144546,86.76470588235294,1610612757,15,17,2022-01-29T01:25:41Z,870000,-184.0,189.0,1,left,MISS A. Simons 26' 3PT,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,26.37,Missed,,,,,,,,,,,,,,,,,,,
88,PT04M49.00S,2022-01-29T01:25:35.3Z,1,REGULAR,rebound,defensive,[],1626174,,,1610612745,15,17,2022-01-29T01:25:41Z,880000,,,0,,C. Wood REBOUND (Off:0 Def:5),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,87.0,5.0,5.0,0.0,,,,,,,,,,,,,,
89,PT04M38.00S,2022-01-29T01:25:46.0Z,1,REGULAR,turnover,bad pass,[],1630224,,,1610612745,15,17,2022-01-29T01:25:51Z,890000,,,0,,J. Green bad pass TURNOVER (2 TO),"[1630224, 203496]",1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,2.0,Covington,203496.0,,,,,,,,,,,
90,PT04M38.00S,2022-01-29T01:25:46.0Z,1,REGULAR,steal,,[],203496,,,1610612757,15,17,2022-01-29T01:25:47Z,900000,,,0,,R. Covington STEAL (1 STL),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M32.00S,2022-01-29T01:25:52.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203496,28.203022339027594,19.607843137254903,1610612757,15,17,2022-01-29T01:25:59Z,910000,152.0,213.0,1,left,MISS R. Covington 26' 3PT,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,26.13,Missed,,,,,,,,,,,,,,,,,,,
92,PT04M31.00S,2022-01-29T01:25:53.6Z,1,REGULAR,rebound,defensive,[],1630256,,,1610612745,15,17,2022-01-29T01:25:59Z,920000,,,0,,J. Tate REBOUND (Off:0 Def:1),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,91.0,1.0,1.0,0.0,,,,,,,,,,,,,,
