actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,value
48,PT08M04.00S,2022-02-07T00:16:12.2Z,1,REGULAR,rebound,defensive,[],1629645,,,1610612745,3,7,2022-02-07T00:19:56Z,480000,,,0,,K. Porter Jr. REBOUND (Off:0 Def:1),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,47.0,1.0,1.0,0.0,,,,,,,,,,,,,
49,PT07M56.00S,2022-02-07T00:16:19.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629645,7.178055190538765,48.529411764705884,1610612745,5,7,2022-02-07T00:16:25Z,490000,7.0,15.0,1,left,K. Porter Jr. driving Layup (2 PTS),[1629645],1610612745.0,HOU,driving,,,Porter Jr.,K. Porter Jr.,,,,,1.67,Made,,,,,,,,,,,,,,,2.0,,,,
50,PT07M39.00S,2022-02-07T00:16:37.3Z,1,REGULAR,3pt,Jump Shot,[],1628984,66.5735873850197,55.88235294117647,1610612740,5,7,2022-02-07T00:16:43Z,500000,29.0,262.0,1,right,MISS D. Graham 26' pullup 3PT,[1628984],1610612740.0,NOP,pullup,,,Graham,D. Graham,,,,,26.33,Missed,,,,,,,,,,,,,,,,,,,
51,PT07M39.00S,2022-02-07T00:16:37.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612745,5,7,2022-02-07T00:16:43Z,510000,,,0,,TEAM defensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,
52,PT07M37.00S,2022-02-07T00:16:42.2Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612745,5,7,2022-02-07T00:16:42Z,520000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT07M13.00S,2022-02-07T00:17:13.6Z,1,REGULAR,3pt,Jump Shot,[],1630578,34.11629434954008,42.64705882352941,1610612745,5,7,2022-02-07T00:17:29Z,530000,37.0,268.0,1,left,MISS A. Sengun 27' 3PT,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,27.07,Missed,,,,,,,,,,,,,,,,,,,
54,PT07M13.00S,2022-02-07T00:17:13.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612745,5,7,2022-02-07T00:17:29Z,540000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,53.0,,,,,,,,,,,,,,,,
55,PT07M13.00S,2022-02-07T00:17:17.4Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612745,5,7,2022-02-07T00:17:36Z,550000,,,0,,HOU shot clock Team TURNOVER,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT07M03.00S,2022-02-07T00:17:44.7Z,1,REGULAR,turnover,bad pass,[],1627742,,,1610612740,5,7,2022-02-07T00:17:48Z,560000,,,0,,B. Ingram bad pass TURNOVER (1 TO),"[1627742, 1630224]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,1.0,Green,1630224.0,,,,,,,,,,
57,PT07M03.00S,2022-02-07T00:17:44.7Z,1,REGULAR,steal,,[],1630224,,,1610612745,5,7,2022-02-07T00:17:46Z,570000,,,0,,J. Green STEAL (1 STL),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT06M53.00S,2022-02-07T00:17:54.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630224,10.463206307490145,48.03921568627451,1610612745,7,7,2022-02-07T00:17:59Z,580000,10.0,46.0,1,left,J. Green driving Layup (2 PTS),[1630224],1610612745.0,HOU,driving,,,Green,J. Green,,,,,4.69,Made,,,,,,,,,,,,,,,2.0,,,,
59,PT06M30.00S,2022-02-07T00:18:18.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627742,91.80354796320631,53.431372549019606,1610612740,7,7,2022-02-07T00:23:16Z,590000,17.0,25.0,1,right,MISS B. Ingram turnaround bank Shot,[1627742],1610612740.0,NOP,turnaround bank,,,Ingram,B. Ingram,,,,,2.99,Missed,,,,,,,,,,,,,,,,,,,
60,PT06M30.00S,2022-02-07T00:18:18.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612745,7,7,2022-02-07T00:18:33Z,600000,,,0,,TEAM defensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,59.0,,,,,,,,,,,,,,,,
61,PT06M30.00S,2022-02-07T00:18:34.4Z,1,REGULAR,foul,personal,[],202685,,,1610612745,7,7,2022-02-07T00:18:43Z,610000,,,0,,J. Valanciunas loose ball personal FOUL (1 PF),"[202685, 1630578]",1610612740.0,NOP,loose ball,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,101283.0,1.0,0.0,Sengun,1630578.0,,,,,
63,PT06M30.00S,2022-02-07T00:18:46.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,7,7,2022-02-07T00:18:46Z,630000,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M15.00S,2022-02-07T00:21:38.2Z,1,REGULAR,3pt,Jump Shot,[],1630256,8.886333771353483,3.9215686274509802,1610612745,7,7,2022-02-07T00:21:43Z,640000,230.0,31.0,1,left,MISS J. Tate 3PT,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,23.25,Missed,,,,,,,,,,,,,,,,,,,
65,PT06M14.00S,2022-02-07T00:21:39.2Z,1,REGULAR,rebound,offensive,[],1630578,,,1610612745,7,7,2022-02-07T00:21:43Z,650000,,,0,,A. Sengun REBOUND (Off:1 Def:0),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,64.0,1.0,0.0,1.0,,,,,,,,,,,,,
66,PT06M10.00S,2022-02-07T00:21:43.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626174,6.389618922470433,46.81372549019608,1610612745,7,7,2022-02-07T00:21:47Z,660000,16.0,8.0,1,left,MISS C. Wood reverse Layup,[1626174],1610612745.0,HOU,reverse,,,Wood,C. Wood,,,,,1.76,Missed,,,,,,,,,,,,,,,,,,,
67,PT06M09.00S,2022-02-07T00:21:44.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612745,7,7,2022-02-07T00:21:47Z,670000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,66.0,,,,,,,,,,,,,,,,
68,PT06M09.00S,2022-02-07T00:21:47.6Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612745,7,7,2022-02-07T00:21:47Z,680000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT05M57.00S,2022-02-07T00:22:08.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630256,6.389618922470433,52.20588235294118,1610612745,9,7,2022-02-07T00:22:14Z,690000,-11.0,8.0,1,left,J. Tate turnaround bank Jump Shot (2 PTS),[1630256],1610612745.0,HOU,turnaround bank,,,Tate,J. Tate,,,,,1.34,Made,,,,,,,,,,,,,,,2.0,,,,
70,PT05M42.00S,2022-02-07T00:22:25.9Z,1,REGULAR,foul,personal,['2freethrow'],1630578,,,1610612740,9,7,2022-02-07T00:22:37Z,700000,,,0,,A. Sengun shooting personal FOUL (1 PF) (Hayes 2 FT),"[1630578, 1629637]",1610612745.0,HOU,shooting,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,101283.0,1.0,0.0,Hayes,1629637.0,,,,,
72,PT05M42.00S,2022-02-07T00:22:58.3Z,1,REGULAR,freethrow,1 of 2,[],1629637,,,1610612740,9,8,2022-02-07T00:22:58Z,720000,,,0,,J. Hayes Free Throw 1 of 2 (1 PTS),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,Made,,,,,,,,,,,,,,,1.0,,,,
73,PT05M42.00S,2022-02-07T00:23:00.5Z,1,REGULAR,substitution,out,[],1626174,,,1610612740,9,8,2022-02-07T00:23:04Z,730000,,,0,,SUB out: C. Wood,[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M42.00S,2022-02-07T00:23:00.5Z,1,REGULAR,substitution,in,[],1629726,,,1610612740,9,8,2022-02-07T00:23:04Z,740000,,,0,,SUB in: G. Mathews,[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M42.00S,2022-02-07T00:23:21.6Z,1,REGULAR,freethrow,2 of 2,[],1629637,,,1610612740,9,9,2022-02-07T00:23:21Z,750000,,,0,,J. Hayes Free Throw 2 of 2 (2 PTS),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,Made,,,,,,,,,,,,,,,2.0,,,,
76,PT05M30.00S,2022-02-07T00:23:34.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,6.783837056504599,47.794117647058826,1610612745,11,9,2022-02-07T00:23:39Z,760000,11.0,11.0,1,left,J. Green driving Layup (4 PTS) (K. Porter Jr. 1 AST),"[1630224, 1629645]",1610612745.0,HOU,driving,,,Green,J. Green,,,,,1.58,Made,,,,,,,,,,,,,,,4.0,K. Porter Jr.,1629645.0,1.0,
78,PT05M14.00S,2022-02-07T00:23:52.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629637,92.46057818659659,54.65686274509803,1610612740,11,9,2022-02-07T00:24:02Z,780000,23.0,18.0,1,right,MISS J. Hayes Layup - blocked,"[1629637, 1629645]",1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,2.97,Missed,Porter Jr.,1629645.0,,,,,,,,,,,,,,,,,
79,PT05M14.00S,2022-02-07T00:23:52.3Z,1,REGULAR,block,,[],1629645,,,1610612740,11,9,2022-02-07T00:23:54Z,790000,,,0,,K. Porter Jr. BLOCK (1 BLK),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M14.00S,2022-02-07T00:23:52.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612740,11,9,2022-02-07T00:24:02Z,800000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,78.0,,,,,,,,,,,,,,,,
81,PT05M14.00S,2022-02-07T00:23:57.0Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612740,11,9,2022-02-07T00:23:57Z,810000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M14.00S,2022-02-07T00:23:57.6Z,1,REGULAR,substitution,out,[],1628984,,,1610612740,11,9,2022-02-07T00:24:04Z,820000,,,0,,SUB out: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M14.00S,2022-02-07T00:23:57.6Z,1,REGULAR,substitution,out,[],202685,,,1610612740,11,9,2022-02-07T00:24:04Z,830000,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M14.00S,2022-02-07T00:23:57.6Z,1,REGULAR,substitution,in,[],1629109,,,1610612740,11,9,2022-02-07T00:24:04Z,840000,,,0,,SUB in: G. Clark,[1629109],1610612740.0,NOP,,,,Clark,G. Clark,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M14.00S,2022-02-07T00:23:57.6Z,1,REGULAR,substitution,in,[],1630631,,,1610612740,11,9,2022-02-07T00:24:04Z,850000,,,0,,SUB in: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M12.00S,2022-02-07T00:24:13.1Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1627742,94.95729303547962,85.7843137254902,1610612740,11,9,2022-02-07T00:31:08Z,860000,179.0,-5.0,1,right,MISS B. Ingram 17' pullup Shot,[1627742],1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,17.9,Missed,,,,,,,,,,,,,,,,,,,
87,PT05M10.00S,2022-02-07T00:24:15.1Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,11,9,2022-02-07T00:24:18Z,870000,,,0,,A. Sengun REBOUND (Off:1 Def:1),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,86.0,2.0,1.0,1.0,,,,,,,,,,,,,
88,PT04M57.00S,2022-02-07T00:24:27.0Z,1,REGULAR,3pt,Jump Shot,[],1629645,31.61957950065703,29.901960784313726,1610612745,11,9,2022-02-07T00:24:33Z,880000,100.0,245.0,1,left,MISS K. Porter Jr. 26' pullup 3PT,[1629645],1610612745.0,HOU,pullup,,,Porter Jr.,K. Porter Jr.,,,,,26.45,Missed,,,,,,,,,,,,,,,,,,,
89,PT04M56.00S,2022-02-07T00:24:28.0Z,1,REGULAR,rebound,defensive,[],1628404,,,1610612740,11,9,2022-02-07T00:24:33Z,890000,,,0,,J. Hart REBOUND (Off:0 Def:2),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,88.0,2.0,2.0,0.0,,,,,,,,,,,,,
90,PT04M48.00S,2022-02-07T00:24:36.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627742,93.24901445466492,48.28431372549019,1610612740,11,11,2022-02-07T00:24:41Z,900000,-9.0,11.0,1,right,B. Ingram driving DUNK (6 PTS) (J. Alvarado 1 AST),"[1627742, 1630631]",1610612740.0,NOP,driving,,,Ingram,B. Ingram,,,,,1.4,Made,,,,,,,,,,,,,,,6.0,J. Alvarado,1630631.0,1.0,
