actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,officialId,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
184,PT11M26.00S,2021-11-13T01:42:18.4Z,2,REGULAR,foul,personal,[],203503,,,1610612745,27,32,2021-11-13T01:42:30Z,1820000,,,0,,T. Snell personal FOUL (1 PF),"[203503, 1626174]",1610612757.0,POR,2005.0,,,,Snell,T. Snell,,,,,,,,1.0,0.0,Wood,1626174.0,,,,,,,,,,,,,
186,PT11M10.00S,2021-11-13T01:42:47.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,93.64323258869908,49.01960784313725,1610612745,27,32,2021-11-13T01:43:02Z,1840000,-5.0,7.0,1,right,MISS A. Sengun driving Layup,[1630578],1610612745.0,HOU,,driving,,,Sengun,A. Sengun,,,,,,,,,,,,0.88,Missed,,,,,,,,,,,
187,PT11M10.00S,2021-11-13T01:42:47.5Z,2,REGULAR,rebound,defensive,[],203468,,,1610612757,27,32,2021-11-13T01:43:02Z,1850000,,,0,,C. McCollum REBOUND (Off:0 Def:3),[203468],1610612757.0,POR,,,,,McCollum,C. McCollum,,,,,,,,,,,,,,186.0,3.0,3.0,0.0,,,,,,,
188,PT10M59.00S,2021-11-13T01:42:58.7Z,2,REGULAR,2pt,Jump Shot,[],203468,23.866622864651774,33.33333333333333,1610612757,27,32,2021-11-13T01:43:05Z,1860000,83.0,172.0,1,left,MISS C. McCollum 19' pullup Shot,[203468],1610612757.0,POR,,pullup,,,McCollum,C. McCollum,,,,,,,,,,,,19.09,Missed,,,,,,,,,,,
189,PT10M56.00S,2021-11-13T01:43:01.7Z,2,REGULAR,rebound,defensive,[],1627863,,,1610612745,27,32,2021-11-13T01:43:05Z,1870000,,,0,,D. House Jr. REBOUND (Off:0 Def:2),[1627863],1610612745.0,HOU,,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,188.0,2.0,2.0,0.0,,,,,,,
190,PT10M51.00S,2021-11-13T01:43:13.0Z,2,REGULAR,foul,personal,[],203503,,,1610612745,27,32,2021-11-13T01:43:27Z,1880000,,,0,,T. Snell personal FOUL (2 PF),"[203503, 1626174]",1610612757.0,POR,1628954.0,,,,Snell,T. Snell,,,,,,,,2.0,0.0,Wood,1626174.0,,,,,,,,,,,,,
192,PT10M43.00S,2021-11-13T01:43:36.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201569,93.24901445466492,49.50980392156863,1610612745,27,32,2021-11-13T01:43:41Z,1900000,-2.0,11.0,1,right,MISS E. Gordon driving Layup,[201569],1610612745.0,HOU,,driving,,,Gordon,E. Gordon,,,,,,,,,,,,1.13,Missed,,,,,,,,,,,
193,PT10M39.00S,2021-11-13T01:43:40.3Z,2,REGULAR,rebound,offensive,[],1630578,,,1610612745,27,32,2021-11-13T01:43:41Z,1910000,,,0,,A. Sengun REBOUND (Off:1 Def:0),[1630578],1610612745.0,HOU,,,,,Sengun,A. Sengun,,,,,,,,,,,,,,192.0,1.0,0.0,1.0,,,,,,,
194,PT10M39.00S,2021-11-13T01:43:39.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630578,94.40999984741211,50.0,1610612745,29,32,2021-11-13T01:43:39Z,1920000,0.0,0.0,1,right,A. Sengun tip Layup (3 PTS),[1630578],1610612745.0,HOU,,tip,,,Sengun,A. Sengun,,,,,,,,,,,,0.0,Made,,,,,3.0,,,,,,
195,PT10M30.00S,2021-11-13T01:43:48.3Z,2,REGULAR,3pt,Jump Shot,[],1629014,32.802233902759525,54.41176470588235,1610612757,29,32,2021-11-13T01:43:55Z,1930000,-22.0,256.0,1,left,MISS A. Simons 25' 3PT,[1629014],1610612757.0,POR,,,,,Simons,A. Simons,,,,,,,,,,,,25.68,Missed,,,,,,,,,,,
196,PT10M29.00S,2021-11-13T01:43:49.3Z,2,REGULAR,rebound,defensive,[],1630578,,,1610612745,29,32,2021-11-13T01:43:55Z,1940000,,,0,,A. Sengun REBOUND (Off:1 Def:1),[1630578],1610612745.0,HOU,,,,,Sengun,A. Sengun,,,,,,,,,,,,,,195.0,2.0,1.0,1.0,,,,,,,
197,PT10M21.00S,2021-11-13T01:43:57.3Z,2,REGULAR,3pt,Jump Shot,[],1627863,66.5735873850197,47.549019607843135,1610612745,29,32,2021-11-13T01:44:05Z,1950000,-12.0,262.0,1,right,MISS D. House Jr. 26' 3PT,[1627863],1610612745.0,HOU,,,,,House Jr.,D. House Jr.,,,,,,,,,,,,26.2,Missed,,,,,,,,,,,
198,PT10M20.00S,2021-11-13T01:43:58.3Z,2,REGULAR,rebound,defensive,[],1629642,,,1610612757,29,32,2021-11-13T01:44:05Z,1960000,,,0,,N. Little REBOUND (Off:1 Def:2),[1629642],1610612757.0,POR,,,,,Little,N. Little,,,,,,,,,,,,,,197.0,3.0,2.0,1.0,,,,,,,
199,PT10M09.00S,2021-11-13T01:44:11.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,8.229303547963205,49.26470588235294,1610612757,29,34,2021-11-13T01:47:55Z,1970000,4.0,25.0,1,left,C. McCollum turnaround Jump Shot (9 PTS),[203468],1610612757.0,POR,,turnaround,,,McCollum,C. McCollum,,,,,,,,,,,,2.52,Made,,,,,9.0,,,,,,
200,PT10M09.00S,2021-11-13T01:44:13.7Z,2,REGULAR,foul,personal,['1freethrow'],1627863,,,1610612757,29,34,2021-11-13T01:44:22Z,1980000,,,0,,D. House Jr. shooting personal FOUL (1 PF) (McCollum 1 FT),"[1627863, 203468]",1610612745.0,HOU,1628954.0,shooting,,,House Jr.,D. House Jr.,,,,,,,,1.0,0.0,McCollum,203468.0,,,,,,,,,,,,,
202,PT10M09.00S,2021-11-13T01:44:23.6Z,2,REGULAR,substitution,out,[],201569,,,1610612757,29,34,2021-11-13T01:44:55Z,2000000,,,0,,SUB out: E. Gordon,[201569],1610612745.0,HOU,,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,
203,PT10M09.00S,2021-11-13T01:44:23.6Z,2,REGULAR,substitution,in,[],1630528,,,1610612757,29,34,2021-11-13T01:44:55Z,2010000,,,0,,SUB in: J. Christopher,[1630528],1610612745.0,HOU,,,,,Christopher,J. Christopher,,,,,,,,,,,,,,,,,,,,,,,,
204,PT10M09.00S,2021-11-13T01:44:39.0Z,2,REGULAR,freethrow,1 of 1,[],203468,,,1610612757,29,35,2021-11-13T01:44:39Z,2020000,,,0,,C. McCollum Free Throw 1 of 1 (10 PTS),[203468],1610612757.0,POR,,,,,McCollum,C. McCollum,,,,,,,,,,,,,Made,,,,,10.0,,,,,,
205,PT09M59.00S,2021-11-13T01:44:51.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630578,80.23981603153744,62.745098039215684,1610612745,29,35,2021-11-13T01:45:00Z,2030000,64.0,133.0,1,right,MISS A. Sengun 14' Jump Shot,[1630578],1610612745.0,HOU,,,,,Sengun,A. Sengun,,,,,,,,,,,,14.76,Missed,,,,,,,,,,,
206,PT09M58.00S,2021-11-13T01:44:52.5Z,2,REGULAR,rebound,defensive,[],203503,,,1610612757,29,35,2021-11-13T01:45:00Z,2040000,,,0,,T. Snell REBOUND (Off:1 Def:1),[203503],1610612757.0,POR,,,,,Snell,T. Snell,,,,,,,,,,,,,,205.0,2.0,1.0,1.0,,,,,,,
207,PT09M50.00S,2021-11-13T01:45:02.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203468,6.389618922470433,47.30392156862745,1610612757,29,35,2021-11-13T01:45:24Z,2050000,13.0,8.0,1,left,MISS C. McCollum reverse Layup - blocked,"[203468, 1630578]",1610612757.0,POR,,reverse,,,McCollum,C. McCollum,,,,,,,,,,,,1.55,Missed,,,,,,,,,Sengun,1630578.0,
208,PT09M50.00S,2021-11-13T01:45:02.8Z,2,REGULAR,block,,[],1630578,,,1610612757,29,35,2021-11-13T01:45:05Z,2060000,,,0,,A. Sengun BLOCK (1 BLK),[1630578],1610612745.0,HOU,,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,
209,PT09M49.00S,2021-11-13T01:45:03.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612757,29,35,2021-11-13T01:45:24Z,2070000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,207.0,,,,,,,,,,
210,PT09M49.00S,2021-11-13T01:45:07.5Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612757,29,35,2021-11-13T01:45:07Z,2080000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT09M48.00S,2021-11-13T01:45:27.0Z,2,REGULAR,turnover,out-of-bounds,[],1629014,,,1610612757,29,35,2021-11-13T01:45:33Z,2090000,,,0,,A. Simons bad pass out-of-bounds TURNOVER (1 TO),[1629014],1610612757.0,POR,1146.0,bad pass,,,Simons,A. Simons,,,,,1.0,,,,,,,,,,,,,,,,,,,
212,PT09M31.00S,2021-11-13T01:45:47.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627863,92.32917214191852,51.9607843137255,1610612745,29,35,2021-11-13T01:45:54Z,2100000,10.0,20.0,1,right,MISS D. House Jr. driving Layup,[1627863],1610612745.0,HOU,,driving,,,House Jr.,D. House Jr.,,,,,,,,,,,,2.19,Missed,,,,,,,,,,,
213,PT09M27.00S,2021-11-13T01:45:50.0Z,2,REGULAR,rebound,offensive,[],1626174,,,1610612745,29,35,2021-11-13T01:45:50Z,2110000,,,0,,C. Wood REBOUND (Off:1 Def:0),[1626174],1610612745.0,HOU,,,,,Wood,C. Wood,,,,,,,,,,,,,,212.0,1.0,0.0,1.0,,,,,,,
214,PT09M27.00S,2021-11-13T01:45:50.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1626174,94.40999984741211,50.0,1610612745,31,35,2021-11-13T01:45:50Z,2120000,0.0,0.0,1,right,C. Wood tip Layup (4 PTS),[1626174],1610612745.0,HOU,,tip,,,Wood,C. Wood,,,,,,,,,,,,0.0,Made,,,,,4.0,,,,,,
215,PT09M16.00S,2021-11-13T01:46:01.4Z,2,REGULAR,3pt,Jump Shot,[],1629014,29.25427069645204,23.284313725490197,1610612757,31,38,2021-11-13T01:46:06Z,2130000,134.0,222.0,1,left,A. Simons 25' 3PT  (5 PTS) (J. Nurkic 1 AST),"[1629014, 203994]",1610612757.0,POR,,,,,Simons,A. Simons,,,,,,,,,,,,25.95,Made,,,,,5.0,J. Nurkic,203994.0,1.0,,,
217,PT09M06.00S,2021-11-13T01:46:11.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627863,92.9862023653088,50.0,1610612745,31,38,2021-11-13T01:46:17Z,2150000,0.0,13.0,1,right,MISS D. House Jr. reverse Layup - blocked,"[1627863, 1629642]",1610612745.0,HOU,,reverse,,,House Jr.,D. House Jr.,,,,,,,,,,,,1.34,Missed,,,,,,,,,Little,1629642.0,
218,PT09M06.00S,2021-11-13T01:46:11.1Z,2,REGULAR,block,,[],1629642,,,1610612745,31,38,2021-11-13T01:46:13Z,2160000,,,0,,N. Little BLOCK (1 BLK),[1629642],1610612757.0,POR,,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,
219,PT09M04.00S,2021-11-13T01:46:13.1Z,2,REGULAR,rebound,defensive,[],1629642,,,1610612757,31,38,2021-11-13T01:46:17Z,2170000,,,0,,N. Little REBOUND (Off:1 Def:3),[1629642],1610612757.0,POR,,,,,Little,N. Little,,,,,,,,,,,,,,217.0,4.0,3.0,1.0,,,,,,,
220,PT08M58.00S,2021-11-13T01:46:19.6Z,2,REGULAR,turnover,bad pass,[],1629014,,,1610612757,31,38,2021-11-13T01:46:25Z,2180000,,,0,,A. Simons bad pass TURNOVER (2 TO),"[1629014, 1627863]",1610612757.0,POR,,,,,Simons,A. Simons,,,,,2.0,House Jr.,1627863.0,,,,,,,,,,,,,,,,,
221,PT08M58.00S,2021-11-13T01:46:19.6Z,2,REGULAR,steal,,[],1627863,,,1610612745,31,38,2021-11-13T01:46:21Z,2190000,,,0,,D. House Jr. STEAL (1 STL),[1627863],1610612745.0,HOU,,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,,,,,,,,,
222,PT08M52.00S,2021-11-13T01:46:28.1Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627863,90.09526938239159,34.80392156862745,1610612745,31,38,2021-11-13T01:46:43Z,2200000,-76.0,41.0,1,right,MISS D. House Jr. 8' driving floating Shot,[1627863],1610612745.0,HOU,,driving floating,,,House Jr.,D. House Jr.,,,,,,,,,,,,8.62,Missed,,,,,,,,,,,
224,PT08M52.00S,2021-11-13T01:46:28.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612745,31,38,2021-11-13T01:46:43Z,2220000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,222.0,,,,,,,,,,
225,PT08M52.00S,2021-11-13T01:46:32.2Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612745,31,38,2021-11-13T01:46:32Z,2230000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT08M47.00S,2021-11-13T01:46:44.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630224,93.64323258869908,51.71568627450981,1610612745,33,38,2021-11-13T01:46:50Z,2240000,9.0,7.0,1,right,J. Green driving Layup (2 PTS),[1630224],1610612745.0,HOU,,driving,,,Green,J. Green,,,,,,,,,,,,1.13,Made,,,,,2.0,,,,,,
227,PT08M32.00S,2021-11-13T01:46:58.7Z,2,REGULAR,3pt,Jump Shot,[],203503,12.828515111695138,3.9215686274509802,1610612757,33,38,2021-11-13T01:47:06Z,2250000,230.0,68.0,1,left,MISS T. Snell 24' 3PT,[203503],1610612757.0,POR,,,,,Snell,T. Snell,,,,,,,,,,,,24.03,Missed,,,,,,,,,,,
228,PT08M31.00S,2021-11-13T01:46:59.7Z,2,REGULAR,rebound,defensive,[],1630224,,,1610612745,33,38,2021-11-13T01:47:06Z,2260000,,,0,,J. Green REBOUND (Off:0 Def:3),[1630224],1610612745.0,HOU,,,,,Green,J. Green,,,,,,,,,,,,,,227.0,3.0,3.0,0.0,,,,,,,
229,PT08M09.00S,2021-11-13T01:47:23.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630224,87.72996057818659,51.470588235294116,1610612745,33,38,2021-11-13T01:47:28Z,2270000,7.0,63.0,1,right,MISS J. Green 6' driving floating Shot - blocked,"[1630224, 203994]",1610612745.0,HOU,,driving floating,,,Green,J. Green,,,,,,,,,,,,6.32,Missed,,,,,,,,,Nurkic,203994.0,
230,PT08M09.00S,2021-11-13T01:47:23.0Z,2,REGULAR,block,,[],203994,,,1610612745,33,38,2021-11-13T01:47:25Z,2280000,,,0,,J. Nurkic BLOCK (1 BLK),[203994],1610612757.0,POR,,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,
231,PT08M06.00S,2021-11-13T01:47:26.0Z,2,REGULAR,rebound,defensive,[],1629642,,,1610612757,33,38,2021-11-13T01:47:28Z,2290000,,,0,,N. Little REBOUND (Off:1 Def:4),[1629642],1610612757.0,POR,,,,,Little,N. Little,,,,,,,,,,,,,,229.0,5.0,4.0,1.0,,,,,,,
232,PT08M06.00S,2021-11-13T01:47:27.4Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629642,7.046649145860711,48.77450980392157,1610612757,33,40,2021-11-13T01:47:38Z,2300000,6.0,14.0,1,left,N. Little running DUNK (11 PTS),[1629642],1610612757.0,POR,,running,,,Little,N. Little,,,,,,,,,,,,1.5,Made,,,,,11.0,,,,,,
233,PT08M06.00S,2021-11-13T01:47:30.0Z,2,REGULAR,foul,personal,['1freethrow'],1630578,,,1610612757,33,40,2021-11-13T01:47:37Z,2310000,,,0,,A. Sengun shooting personal FOUL (1 PF) (Little 1 FT),"[1630578, 1629642]",1610612745.0,HOU,1146.0,shooting,,,Sengun,A. Sengun,,,,,,,,1.0,0.0,Little,1629642.0,,,,,,,,,,,,,
235,PT08M06.00S,2021-11-13T01:47:39.9Z,2,REGULAR,substitution,out,[],1627863,,,1610612757,33,40,2021-11-13T01:47:55Z,2330000,,,0,,SUB out: D. House Jr.,[1627863],1610612745.0,HOU,,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,,,,,,,,,
236,PT08M06.00S,2021-11-13T01:47:39.9Z,2,REGULAR,substitution,out,[],1629014,,,1610612757,33,40,2021-11-13T01:47:55Z,2340000,,,0,,SUB out: A. Simons,[1629014],1610612757.0,POR,,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,
237,PT08M06.00S,2021-11-13T01:47:39.9Z,2,REGULAR,substitution,out,[],203503,,,1610612757,33,40,2021-11-13T01:47:55Z,2350000,,,0,,SUB out: T. Snell,[203503],1610612757.0,POR,,,,,Snell,T. Snell,,,,,,,,,,,,,,,,,,,,,,,,
238,PT08M06.00S,2021-11-13T01:47:39.9Z,2,REGULAR,substitution,in,[],1630256,,,1610612757,33,40,2021-11-13T01:47:55Z,2360000,,,0,,SUB in: J. Tate,[1630256],1610612745.0,HOU,,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,
239,PT08M06.00S,2021-11-13T01:47:39.9Z,2,REGULAR,substitution,in,[],203081,,,1610612757,33,40,2021-11-13T01:47:55Z,2370000,,,0,,SUB in: D. Lillard,[203081],1610612757.0,POR,,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,
240,PT08M06.00S,2021-11-13T01:47:39.9Z,2,REGULAR,substitution,in,[],1626181,,,1610612757,33,40,2021-11-13T01:47:55Z,2380000,,,0,,SUB in: N. Powell,[1626181],1610612757.0,POR,,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,
241,PT08M06.00S,2021-11-13T01:48:01.7Z,2,REGULAR,freethrow,1 of 1,['fastbreak'],1629642,,,1610612757,33,40,2021-11-13T01:48:07Z,2390000,,,0,,MISS N. Little Free Throw 1 of 1,[1629642],1610612757.0,POR,,,,,Little,N. Little,,,,,,,,,,,,,Missed,,,,,,,,,,,
242,PT08M06.00S,2021-11-13T01:48:01.7Z,2,REGULAR,rebound,defensive,[],1630528,,,1610612745,33,40,2021-11-13T01:48:07Z,2400000,,,0,,J. Christopher REBOUND (Off:0 Def:1),[1630528],1610612745.0,HOU,,,,,Christopher,J. Christopher,,,,,,,,,,,,,,241.0,1.0,1.0,0.0,,,,,,,
243,PT07M52.00S,2021-11-13T01:48:14.5Z,2,REGULAR,3pt,Jump Shot,[],1630256,71.82982917214193,78.92156862745098,1610612745,33,40,2021-11-13T01:48:23Z,2410000,145.0,212.0,1,right,MISS J. Tate 25' 3PT,[1630256],1610612745.0,HOU,,,,,Tate,J. Tate,,,,,,,,,,,,25.69,Missed,,,,,,,,,,,
244,PT07M49.00S,2021-11-13T01:48:17.5Z,2,REGULAR,rebound,defensive,[],1629642,,,1610612757,33,40,2021-11-13T01:48:23Z,2420000,,,0,,N. Little REBOUND (Off:1 Def:5),[1629642],1610612757.0,POR,,,,,Little,N. Little,,,,,,,,,,,,,,243.0,6.0,5.0,1.0,,,,,,,
245,PT07M42.00S,2021-11-13T01:48:24.2Z,2,REGULAR,3pt,Jump Shot,[],203081,37.66425755584757,46.568627450980394,1610612757,33,43,2021-11-13T01:48:29Z,2430000,17.0,302.0,1,left,D. Lillard 30' 3PT  (7 PTS),[203081],1610612757.0,POR,,,,,Lillard,D. Lillard,,,,,,,,,,,,30.2,Made,,,,,7.0,,,,,,
246,PT07M40.00S,2021-11-13T01:48:31.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,33,43,2021-11-13T01:48:31Z,2440000,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT07M40.00S,2021-11-13T01:50:47.6Z,2,REGULAR,substitution,out,[],1630224,,,1610612745,33,43,2021-11-13T01:51:19Z,2450000,,,0,,SUB out: J. Green,[1630224],1610612745.0,HOU,,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
248,PT07M40.00S,2021-11-13T01:50:47.6Z,2,REGULAR,substitution,out,[],1630528,,,1610612745,33,43,2021-11-13T01:51:19Z,2460000,,,0,,SUB out: J. Christopher,[1630528],1610612745.0,HOU,,,,,Christopher,J. Christopher,,,,,,,,,,,,,,,,,,,,,,,,
249,PT07M40.00S,2021-11-13T01:50:47.6Z,2,REGULAR,substitution,out,[],1630578,,,1610612745,33,43,2021-11-13T01:51:19Z,2470000,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,
250,PT07M40.00S,2021-11-13T01:50:47.6Z,2,REGULAR,substitution,in,[],1629645,,,1610612745,33,43,2021-11-13T01:51:19Z,2480000,,,0,,SUB in: K. Porter Jr.,[1629645],1610612745.0,HOU,,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,
251,PT07M40.00S,2021-11-13T01:50:47.6Z,2,REGULAR,substitution,in,[],201569,,,1610612745,33,43,2021-11-13T01:51:19Z,2490000,,,0,,SUB in: E. Gordon,[201569],1610612745.0,HOU,,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,
252,PT07M40.00S,2021-11-13T01:50:47.6Z,2,REGULAR,substitution,in,[],1628464,,,1610612745,33,43,2021-11-13T01:51:19Z,2500000,,,0,,SUB in: D. Theis,[1628464],1610612745.0,HOU,,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,
253,PT07M21.00S,2021-11-13T01:51:46.3Z,2,REGULAR,turnover,bad pass,[],201569,,,1610612745,33,43,2021-11-13T01:51:53Z,2510000,,,0,,E. Gordon bad pass TURNOVER (1 TO),"[201569, 1629642]",1610612745.0,HOU,,,,,Gordon,E. Gordon,,,,,1.0,Little,1629642.0,,,,,,,,,,,,,,,,,
254,PT07M21.00S,2021-11-13T01:51:46.3Z,2,REGULAR,steal,,[],1629642,,,1610612757,33,43,2021-11-13T01:51:48Z,2520000,,,0,,N. Little STEAL (1 STL),[1629642],1610612757.0,POR,,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,
255,PT07M19.00S,2021-11-13T01:51:52.6Z,2,REGULAR,foul,personal,[],1629645,,,1610612757,33,43,2021-11-13T01:52:08Z,2530000,,,0,,K. Porter Jr. personal FOUL (1 PF),"[1629645, 1629642]",1610612745.0,HOU,1628954.0,,,,Porter Jr.,K. Porter Jr.,,,,,,,,1.0,0.0,Little,1629642.0,,,,,,,,,,,,,
257,PT07M12.00S,2021-11-13T01:52:25.3Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1626181,13.091327201051248,59.068627450980394,1610612757,33,43,2021-11-13T01:52:32Z,2550000,-45.0,71.0,1,left,MISS N. Powell 8' floating Shot,[1626181],1610612757.0,POR,,floating,,,Powell,N. Powell,,,,,,,,,,,,8.39,Missed,,,,,,,,,,,
258,PT07M11.00S,2021-11-13T01:52:26.3Z,2,REGULAR,rebound,defensive,[],1626174,,,1610612745,33,43,2021-11-13T01:52:32Z,2560000,,,0,,C. Wood REBOUND (Off:1 Def:1),[1626174],1610612745.0,HOU,,,,,Wood,C. Wood,,,,,,,,,,,,,,257.0,2.0,1.0,1.0,,,,,,,
259,PT07M05.00S,2021-11-13T01:52:32.6Z,2,REGULAR,3pt,Jump Shot,[],1628464,93.77463863337714,95.34313725490196,1610612745,33,43,2021-11-13T01:52:39Z,2570000,227.0,6.0,1,right,MISS D. Theis 3PT,[1628464],1610612745.0,HOU,,,,,Theis,D. Theis,,,,,,,,,,,,22.68,Missed,,,,,,,,,,,
260,PT07M04.00S,2021-11-13T01:52:33.6Z,2,REGULAR,rebound,defensive,[],203468,,,1610612757,33,43,2021-11-13T01:52:39Z,2580000,,,0,,C. McCollum REBOUND (Off:0 Def:4),[203468],1610612757.0,POR,,,,,McCollum,C. McCollum,,,,,,,,,,,,,,259.0,4.0,4.0,0.0,,,,,,,
261,PT06M56.00S,2021-11-13T01:52:41.6Z,2,REGULAR,3pt,Jump Shot,[],1629642,29.6484888304862,73.77450980392157,1610612757,33,43,2021-11-13T01:52:49Z,2590000,-119.0,226.0,1,left,MISS N. Little 25' 3PT,[1629642],1610612757.0,POR,,,,,Little,N. Little,,,,,,,,,,,,25.55,Missed,,,,,,,,,,,
262,PT06M54.00S,2021-11-13T01:52:43.6Z,2,REGULAR,rebound,defensive,[],201569,,,1610612745,33,43,2021-11-13T01:52:49Z,2600000,,,0,,E. Gordon REBOUND (Off:0 Def:1),[201569],1610612745.0,HOU,,,,,Gordon,E. Gordon,,,,,,,,,,,,,,261.0,1.0,1.0,0.0,,,,,,,
263,PT06M43.00S,2021-11-13T01:52:54.7Z,2,REGULAR,3pt,Jump Shot,[],201569,68.54467805519053,19.362745098039216,1610612745,33,43,2021-11-13T01:53:01Z,2610000,-153.0,243.0,1,right,MISS E. Gordon 28' 3PT,[201569],1610612745.0,HOU,,,,,Gordon,E. Gordon,,,,,,,,,,,,28.74,Missed,,,,,,,,,,,
264,PT06M42.00S,2021-11-13T01:52:55.7Z,2,REGULAR,rebound,defensive,[],203994,,,1610612757,33,43,2021-11-13T01:53:01Z,2620000,,,0,,J. Nurkic REBOUND (Off:0 Def:2),[203994],1610612757.0,POR,,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,263.0,2.0,2.0,0.0,,,,,,,
265,PT06M34.00S,2021-11-13T01:53:04.0Z,2,REGULAR,3pt,Jump Shot,[],203081,32.14520367936925,39.705882352941174,1610612757,33,43,2021-11-13T01:53:15Z,2630000,51.0,250.0,1,left,MISS D. Lillard 25' step back 3PT,[203081],1610612757.0,POR,,step back,,,Lillard,D. Lillard,,,,,,,,,,,,25.5,Missed,,,,,,,,,,,
266,PT06M33.00S,2021-11-13T01:53:05.0Z,2,REGULAR,rebound,defensive,[],1629645,,,1610612745,33,43,2021-11-13T01:53:10Z,2640000,,,0,,K. Porter Jr. REBOUND (Off:2 Def:3),[1629645],1610612745.0,HOU,,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,265.0,5.0,3.0,2.0,,,,,,,
267,PT06M21.00S,2021-11-13T01:53:20.3Z,2,REGULAR,foul,personal,['2freethrow'],1629642,,,1610612745,33,43,2021-11-13T01:53:31Z,2650000,,,0,,N. Little shooting personal FOUL (2 PF) (Porter Jr. 2 FT),"[1629642, 1629645]",1610612757.0,POR,1628954.0,shooting,,,Little,N. Little,,,,,,,,2.0,0.0,Porter Jr.,1629645.0,,,,,,,,,,,,,
