actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
23,PT09M19.00S,2021-10-29T00:14:05.5Z,1,REGULAR,3pt,Jump Shot,[],202711,71.56701708278581,77.94117647058823,1610612762,2,7,2021-10-29T00:14:11Z,230000,140.0,215.0,1,right,MISS B. Bogdanovic 25' 3PT,[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,25.62,Missed,,,,,,,,,,,,,,,
24,PT09M18.00S,2021-10-29T00:14:06.5Z,1,REGULAR,rebound,defensive,[],1626174,,,1610612745,2,7,2021-10-29T00:14:11Z,240000,,,0,,C. Wood REBOUND (Off:0 Def:1),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,,,,23.0,1.0,1.0,0.0,,,,,,,
25,PT09M09.00S,2021-10-29T00:14:15.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630256,12.171484888304862,49.26470588235294,1610612745,2,7,2021-10-29T00:14:26Z,250000,4.0,62.0,1,left,MISS J. Tate 6' Hook,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,6.2,Missed,,,,,,,,,,,,,,,
26,PT09M07.00S,2021-10-29T00:14:17.4Z,1,REGULAR,rebound,defensive,[],203497,,,1610612762,2,7,2021-10-29T00:14:26Z,260000,,,0,,R. Gobert REBOUND (Off:0 Def:2),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,25.0,2.0,2.0,0.0,,,,,,,
27,PT08M55.00S,2021-10-29T00:14:28.4Z,1,REGULAR,3pt,Jump Shot,[],1626220,69.33311432325887,75.98039215686273,1610612762,2,7,2021-10-29T00:14:35Z,270000,130.0,236.0,1,right,MISS R. O'Neale 26' 3PT,[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,26.92,Missed,,,,,,,,,,,,,,,
28,PT08M55.00S,2021-10-29T00:14:28.4Z,1,REGULAR,rebound,defensive,[],1628464,,,1610612745,2,7,2021-10-29T00:14:35Z,280000,,,0,,D. Theis REBOUND (Off:0 Def:1),[1628464],1610612745.0,HOU,,,,Theis,D. Theis,,,,,,,,,,,,,,27.0,1.0,1.0,0.0,,,,,,,
29,PT08M47.00S,2021-10-29T00:14:41.6Z,1,REGULAR,foul,personal,['2freethrow'],202711,,,1610612745,2,7,2021-10-29T00:14:48Z,290000,,,0,,B. Bogdanovic shooting personal FOUL (1 PF) (Green 2 FT),"[202711, 1630224]",1610612762.0,UTA,shooting,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,203591.0,1.0,0.0,Green,1630224.0,,
31,PT08M47.00S,2021-10-29T00:15:05.9Z,1,REGULAR,freethrow,1 of 2,[],1630224,,,1610612745,3,7,2021-10-29T00:15:05Z,310000,,,0,,J. Green Free Throw 1 of 2 (1 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
32,PT08M47.00S,2021-10-29T00:15:17.9Z,1,REGULAR,freethrow,2 of 2,[],1630224,,,1610612745,4,7,2021-10-29T00:15:17Z,320000,,,0,,J. Green Free Throw 2 of 2 (2 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,Made,2.0,,,,,,,,,,,,,,
33,PT08M36.00S,2021-10-29T00:15:32.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203497,92.72339027595268,54.90196078431373,1610612762,4,9,2021-10-29T00:15:37Z,330000,25.0,16.0,1,right,R. Gobert alley-oop DUNK (2 PTS) (R. O'Neale 1 AST),"[203497, 1626220]",1610612762.0,UTA,alley-oop,,,Gobert,R. Gobert,,,,,,,,2.92,Made,2.0,R. O'Neale,1626220.0,1.0,,,,,,,,,,,
35,PT08M19.00S,2021-10-29T00:15:48.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,6.521024967148489,53.92156862745098,1610612745,6,9,2021-10-29T00:15:53Z,350000,-20.0,9.0,1,left,J. Green driving Layup (4 PTS),[1630224],1610612745.0,HOU,driving,,,Green,J. Green,,,,,,,,2.15,Made,4.0,,,,,,,,,,,,,,
36,PT08M10.00S,2021-10-29T00:16:02.2Z,1,REGULAR,foul,offensive,[],1626220,,,1610612762,6,9,2021-10-29T00:16:14Z,360000,,,0,,R. O'Neale offensive FOUL (1 PF),"[1626220, 1629645]",1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,200832.0,1.0,0.0,Porter Jr.,1629645.0,,
38,PT08M10.00S,2021-10-29T00:16:02.2Z,1,REGULAR,turnover,offensive foul,[],1626220,,,1610612762,6,9,2021-10-29T00:16:02Z,380000,,,0,,R. O'Neale offensive foul TURNOVER (1 TO),[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,1.0,,,,,,,,,,,,,200832.0,,,,,,
39,PT07M54.00S,2021-10-29T00:16:31.3Z,1,REGULAR,turnover,lost ball,[],1626174,,,1610612745,6,9,2021-10-29T00:16:36Z,390000,,,0,,C. Wood lost ball TURNOVER (1 TO),"[1626174, 201144]",1610612745.0,HOU,,,,Wood,C. Wood,,,,,1.0,Conley,201144.0,,,,,,,,,,,,,,,,,
40,PT07M54.00S,2021-10-29T00:16:31.3Z,1,REGULAR,steal,,[],201144,,,1610612762,6,9,2021-10-29T00:16:33Z,400000,,,0,,M. Conley STEAL (1 STL),[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,
41,PT07M47.00S,2021-10-29T00:16:41.0Z,1,REGULAR,foul,personal,['2freethrow'],1628464,,,1610612762,6,9,2021-10-29T00:16:53Z,410000,,,0,,D. Theis shooting personal FOUL (1 PF) (Gobert 2 FT),"[1628464, 203497]",1610612745.0,HOU,shooting,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,203591.0,1.0,0.0,Gobert,203497.0,,
43,PT07M47.00S,2021-10-29T00:17:11.4Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],203497,,,1610612762,6,9,2021-10-29T00:17:11Z,430000,,,0,,MISS R. Gobert Free Throw 1 of 2,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,Missed,,,,,,,,,,,,,,,
44,PT07M47.00S,2021-10-29T00:17:11.4Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612762,6,9,2021-10-29T00:17:11Z,440000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,43.0,,,,,,,,,,
45,PT07M47.00S,2021-10-29T00:17:29.0Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],203497,,,1610612762,6,10,2021-10-29T00:17:29Z,450000,,,0,,R. Gobert Free Throw 2 of 2 (3 PTS),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,Made,3.0,,,,,,,,,,,,,,
46,PT07M24.00S,2021-10-29T00:17:58.4Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612745,6,10,2021-10-29T00:17:58Z,460000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,PT07M21.00S,2021-10-29T00:18:12.0Z,1,REGULAR,3pt,Jump Shot,[],1630256,19.136005256241788,4.901960784313726,1610612745,6,10,2021-10-29T00:18:20Z,470000,225.0,127.0,1,left,MISS J. Tate 25' 3PT,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,25.9,Missed,,,,,,,,,,,,,,,
48,PT07M19.00S,2021-10-29T00:18:14.0Z,1,REGULAR,rebound,defensive,[],1626220,,,1610612762,6,10,2021-10-29T00:18:20Z,480000,,,0,,R. O'Neale REBOUND (Off:0 Def:1),[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,47.0,1.0,1.0,0.0,,,,,,,
49,PT07M08.00S,2021-10-29T00:18:27.8Z,1,REGULAR,violation,kicked ball,[],1626174,,,1610612762,6,10,2021-10-29T00:18:40Z,490000,,,0,,C. Wood kicked ball VIOLATION,[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,201245.0,,,,,,
50,PT07M08.00S,2021-10-29T00:18:33.5Z,1,REGULAR,substitution,out,[],1630256,,,1610612762,6,10,2021-10-29T00:18:42Z,500000,,,0,,SUB out: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,
51,PT07M08.00S,2021-10-29T00:18:33.5Z,1,REGULAR,substitution,in,[],201569,,,1610612762,6,10,2021-10-29T00:18:42Z,510000,,,0,,SUB in: E. Gordon,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,
52,PT06M58.00S,2021-10-29T00:19:01.5Z,1,REGULAR,foul,offensive,[],202711,,,1610612762,6,10,2021-10-29T00:19:12Z,520000,,,0,,B. Bogdanovic offensive FOUL (2 PF),"[202711, 1626174]",1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,201245.0,2.0,0.0,Wood,1626174.0,,
54,PT06M58.00S,2021-10-29T00:19:01.5Z,1,REGULAR,turnover,offensive foul,[],202711,,,1610612762,6,10,2021-10-29T00:19:01Z,540000,,,0,,B. Bogdanovic offensive foul TURNOVER (1 TO),[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,1.0,,,,,,,,,,,,,201245.0,,,,,,
55,PT06M58.00S,2021-10-29T00:19:11.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,6,10,2021-10-29T00:19:11Z,550000,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT06M58.00S,2021-10-29T00:20:42.6Z,1,REGULAR,substitution,out,[],201144,,,1610612745,6,10,2021-10-29T00:22:01Z,560000,,,0,,SUB out: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,
57,PT06M58.00S,2021-10-29T00:20:42.6Z,1,REGULAR,substitution,out,[],203497,,,1610612745,6,10,2021-10-29T00:22:01Z,570000,,,0,,SUB out: R. Gobert,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,
58,PT06M58.00S,2021-10-29T00:20:42.6Z,1,REGULAR,substitution,in,[],204060,,,1610612745,6,10,2021-10-29T00:22:01Z,580000,,,0,,SUB in: J. Ingles,[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M58.00S,2021-10-29T00:20:42.6Z,1,REGULAR,substitution,in,[],202355,,,1610612745,6,10,2021-10-29T00:22:01Z,590000,,,0,,SUB in: H. Whiteside,[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M45.00S,2021-10-29T00:22:14.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626174,10.463206307490145,46.32352941176471,1610612745,6,10,2021-10-29T00:22:25Z,600000,18.0,46.0,1,left,MISS C. Wood driving Layup,[1626174],1610612745.0,HOU,driving,,,Wood,C. Wood,,,,,,,,4.95,Missed,,,,,,,,,,,,,,,
61,PT06M44.00S,2021-10-29T00:22:15.0Z,1,REGULAR,rebound,defensive,[],202355,,,1610612762,6,10,2021-10-29T00:22:25Z,610000,,,0,,H. Whiteside REBOUND (Off:0 Def:1),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,60.0,1.0,1.0,0.0,,,,,,,
62,PT06M38.00S,2021-10-29T00:22:21.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202711,79.84559789750328,92.8921568627451,1610612762,6,10,2021-10-29T00:22:30Z,620000,214.0,137.0,1,right,MISS B. Bogdanovic 25' 3PT,[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,25.45,Missed,,,,,,,,,,,,,,,
63,PT06M36.00S,2021-10-29T00:22:23.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612762,6,10,2021-10-29T00:22:30Z,630000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,62.0,,,,,,,,,,
64,PT06M36.00S,2021-10-29T00:22:26.4Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612762,6,10,2021-10-29T00:22:26Z,640000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M23.00S,2021-10-29T00:22:53.6Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1628378,72.61826544021025,65.44117647058823,1610612762,6,10,2021-10-29T00:23:46Z,650000,77.0,205.0,1,right,MISS D. Mitchell 21' step back Shot - blocked,"[1628378, 1630224]",1610612762.0,UTA,step back,,,Mitchell,D. Mitchell,,,,,,,,21.9,Missed,,,,,,,,,,,,,,Green,1630224.0
66,PT06M23.00S,2021-10-29T00:22:53.6Z,1,REGULAR,block,,[],1630224,,,1610612762,6,10,2021-10-29T00:22:56Z,660000,,,0,,J. Green BLOCK (1 BLK),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M20.00S,2021-10-29T00:22:56.6Z,1,REGULAR,rebound,defensive,[],1626174,,,1610612745,6,10,2021-10-29T00:23:00Z,670000,,,0,,C. Wood REBOUND (Off:0 Def:2),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,,,,65.0,2.0,2.0,0.0,,,,,,,
68,PT06M17.00S,2021-10-29T00:23:01.6Z,1,REGULAR,foul,personal,['2freethrow'],202355,,,1610612745,6,10,2021-10-29T00:23:14Z,680000,,,0,,H. Whiteside shooting personal FOUL (1 PF) (Porter Jr. 2 FT),"[202355, 1629645]",1610612762.0,UTA,shooting,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,203591.0,1.0,0.0,Porter Jr.,1629645.0,,
70,PT06M17.00S,2021-10-29T00:23:28.4Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1629645,,,1610612745,7,10,2021-10-29T00:23:28Z,700000,,,0,,K. Porter Jr. Free Throw 1 of 2 (1 PTS),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
71,PT06M17.00S,2021-10-29T00:23:29.1Z,1,REGULAR,substitution,out,[],1628464,,,1610612745,7,10,2021-10-29T00:23:33Z,710000,,,0,,SUB out: D. Theis,[1628464],1610612745.0,HOU,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M17.00S,2021-10-29T00:23:29.1Z,1,REGULAR,substitution,in,[],1630578,,,1610612745,7,10,2021-10-29T00:23:33Z,720000,,,0,,SUB in: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M17.00S,2021-10-29T00:23:45.0Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1629645,,,1610612745,8,10,2021-10-29T00:23:45Z,730000,,,0,,K. Porter Jr. Free Throw 2 of 2 (2 PTS),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,Made,2.0,,,,,,,,,,,,,,
74,PT06M02.00S,2021-10-29T00:24:03.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,92.85479632063075,51.9607843137255,1610612762,8,12,2021-10-29T00:24:08Z,740000,10.0,15.0,1,right,D. Mitchell driving Layup (2 PTS),[1628378],1610612762.0,UTA,driving,,,Mitchell,D. Mitchell,,,,,,,,1.77,Made,2.0,,,,,,,,,,,,,,
75,PT05M39.00S,2021-10-29T00:24:26.9Z,1,REGULAR,3pt,Jump Shot,[],201569,19.793035479632064,6.61764705882353,1610612745,8,12,2021-10-29T00:24:34Z,750000,217.0,134.0,1,left,MISS E. Gordon 25' 3PT,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,25.47,Missed,,,,,,,,,,,,,,,
76,PT05M37.00S,2021-10-29T00:24:28.9Z,1,REGULAR,rebound,offensive,[],1629645,,,1610612745,8,12,2021-10-29T00:24:34Z,760000,,,0,,K. Porter Jr. REBOUND (Off:1 Def:0),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,75.0,1.0,0.0,1.0,,,,,,,
77,PT05M30.00S,2021-10-29T00:24:36.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629645,6.1268068331143235,4.901960784313726,1610612745,11,12,2021-10-29T00:24:41Z,770000,225.0,5.0,1,left,K. Porter Jr. 3PT step back (5 PTS),[1629645],1610612745.0,HOU,step back,,,Porter Jr.,K. Porter Jr.,,,,,,,,22.56,Made,5.0,,,,,,,,,,,,,,
78,PT05M19.00S,2021-10-29T00:24:46.2Z,1,REGULAR,3pt,Jump Shot,[],1628378,76.82325886990802,9.068627450980392,1610612762,11,12,2021-10-29T00:24:54Z,780000,-205.0,165.0,1,right,MISS D. Mitchell 26' pullup 3PT,[1628378],1610612762.0,UTA,pullup,,,Mitchell,D. Mitchell,,,,,,,,26.32,Missed,,,,,,,,,,,,,,,
79,PT05M19.00S,2021-10-29T00:24:46.2Z,1,REGULAR,rebound,defensive,[],1629645,,,1610612745,11,12,2021-10-29T00:24:54Z,790000,,,0,,K. Porter Jr. REBOUND (Off:1 Def:1),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,78.0,2.0,1.0,1.0,,,,,,,
80,PT05M11.00S,2021-10-29T00:24:55.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626174,10.726018396846255,51.71568627450981,1610612745,11,12,2021-10-29T00:25:02Z,800000,-9.0,48.0,1,left,MISS C. Wood cutting Layup,[1626174],1610612745.0,HOU,cutting,,,Wood,C. Wood,,,,,,,,4.91,Missed,,,,,,,,,,,,,,,
81,PT05M09.00S,2021-10-29T00:24:57.1Z,1,REGULAR,rebound,offensive,[],1626174,,,1610612745,11,12,2021-10-29T00:24:57Z,810000,,,0,,C. Wood REBOUND (Off:1 Def:2),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,,,,80.0,3.0,2.0,1.0,,,,,,,
82,PT05M01.00S,2021-10-29T00:25:04.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626174,8.492115637319317,42.64705882352941,1610612745,13,12,2021-10-29T00:25:57Z,820000,37.0,27.0,1,left,C. Wood driving Layup (2 PTS),[1626174],1610612745.0,HOU,driving,,,Wood,C. Wood,,,,,,,,4.58,Made,2.0,,,,,,,,,,,,,,
83,PT04M48.00S,2021-10-29T00:25:17.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628378,82.21090670170827,44.85294117647059,1610612762,13,14,2021-10-29T00:25:26Z,830000,-26.0,115.0,1,right,D. Mitchell 11' driving floating Jump Shot (4 PTS),[1628378],1610612762.0,UTA,driving floating,,,Mitchell,D. Mitchell,,,,,,,,11.75,Made,4.0,,,,,,,,,,,,,,
85,PT04M32.00S,2021-10-29T00:25:34.1Z,1,REGULAR,turnover,bad pass,[],1630224,,,1610612745,13,14,2021-10-29T00:25:38Z,850000,,,0,,J. Green bad pass TURNOVER (2 TO),"[1630224, 1628378]",1610612745.0,HOU,,,,Green,J. Green,,,,,2.0,Mitchell,1628378.0,,,,,,,,,,,,,,,,,
86,PT04M32.00S,2021-10-29T00:25:34.1Z,1,REGULAR,steal,,[],1628378,,,1610612762,13,14,2021-10-29T00:25:35Z,860000,,,0,,D. Mitchell STEAL (1 STL),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,
87,PT04M28.00S,2021-10-29T00:25:37.8Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1626220,93.77463863337714,51.71568627450981,1610612762,13,16,2021-10-29T00:26:01Z,870000,9.0,6.0,1,right,R. O'Neale running Layup (4 PTS) (D. Mitchell 1 AST),"[1626220, 1628378]",1610612762.0,UTA,running,,,O'Neale,R. O'Neale,,,,,,,,1.05,Made,4.0,D. Mitchell,1628378.0,1.0,,,,,,,,,,,
89,PT04M28.00S,2021-10-29T00:25:42.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,13,16,2021-10-29T00:25:42Z,890000,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M28.00S,2021-10-29T00:28:01.3Z,1,REGULAR,substitution,out,[],1630224,,,1610612745,13,16,2021-10-29T00:28:29Z,900000,,,0,,SUB out: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M28.00S,2021-10-29T00:28:01.3Z,1,REGULAR,substitution,out,[],202711,,,1610612745,13,16,2021-10-29T00:28:29Z,910000,,,0,,SUB out: B. Bogdanovic,[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,
