actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
453,PT03M44.00S,2021-12-06T01:43:31.1Z,3,REGULAR,3pt,Jump Shot,[],1629717,70.51576872536137,75.73529411764706,1610612745,82,71,2021-12-06T01:43:37Z,4510000,129.0,225.0,1,right,MISS A. Brooks 25' 3PT,[1629717],1610612745.0,HOU,,,,Brooks,A. Brooks,,,,,25.89,Missed,,,,,,,,,,,,,,,,,,
454,PT03M43.00S,2021-12-06T01:43:32.1Z,3,REGULAR,rebound,defensive,[],1627742,,,1610612740,82,71,2021-12-06T01:43:37Z,4520000,,,0,,B. Ingram REBOUND (Off:1 Def:4),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,453.0,5.0,4.0,1.0,,,,,,,,,,,,,,
455,PT03M36.00S,2021-12-06T01:43:39.1Z,3,REGULAR,3pt,Jump Shot,[],1627742,30.831143232588698,68.13725490196079,1610612740,82,71,2021-12-06T01:49:02Z,4530000,-91.0,237.0,1,left,MISS B. Ingram 25' pullup 3PT,[1627742],1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,25.4,Missed,,,,,,,,,,,,,,,,,,
456,PT03M34.00S,2021-12-06T01:43:41.1Z,3,REGULAR,rebound,offensive,[],1630530,,,1610612740,82,71,2021-12-06T01:43:53Z,4540000,,,0,,T. Murphy III REBOUND (Off:2 Def:3),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,455.0,5.0,3.0,2.0,,,,,,,,,,,,,,
457,PT03M21.00S,2021-12-06T01:43:54.0Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1626195,11.251642575558476,47.549019607843135,1610612740,82,71,2021-12-06T01:44:14Z,4550000,12.0,53.0,1,left,MISS W. Hernangomez Jump Shot - blocked,"[1626195, 1626174]",1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,5.47,Missed,,,,,,,,,,,,,,,,,Wood,1626174.0
458,PT03M21.00S,2021-12-06T01:43:54.0Z,3,REGULAR,block,,[],1626174,,,1610612740,82,71,2021-12-06T01:43:56Z,4560000,,,0,,C. Wood BLOCK (1 BLK),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,
459,PT03M21.00S,2021-12-06T01:43:54.0Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612740,82,71,2021-12-06T01:44:14Z,4570000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,457.0,,,,,,,,,,,,,,,,,
460,PT03M21.00S,2021-12-06T01:44:01.0Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612740,82,71,2021-12-06T01:44:27Z,4580000,,,0,,NOP shot clock Team TURNOVER,[],1610612740.0,NOP,,,,,,,,,,,,,,,,2715.0,,,,,,,,,,,,,
461,PT03M07.00S,2021-12-06T01:44:29.7Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1627863,67.88764783180025,68.13725490196079,1610612745,82,71,2021-12-06T01:44:36Z,4590000,91.0,249.0,1,right,MISS D. House Jr. 26' 3PT,[1627863],1610612745.0,HOU,,,,House Jr.,D. House Jr.,,,,,26.54,Missed,,,,,,,,,,,,,,,,,,
462,PT03M05.00S,2021-12-06T01:44:31.7Z,3,REGULAR,rebound,defensive,[],1626195,,,1610612740,82,71,2021-12-06T01:44:36Z,4600000,,,0,,W. Hernangomez REBOUND (Off:8 Def:5),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,461.0,13.0,5.0,8.0,,,,,,,,,,,,,,
463,PT02M58.00S,2021-12-06T01:44:38.9Z,3,REGULAR,3pt,Jump Shot,[],1629638,4.28712220762155,96.07843137254902,1610612740,82,74,2021-12-06T01:44:44Z,4610000,-230.0,-12.0,1,left,N. Alexander-Walker 3PT  (9 PTS) (K. Lewis Jr. 2 AST),"[1629638, 1630184]",1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,23.07,Made,,,,,,,,,,,9.0,K. Lewis Jr.,1630184.0,2.0,,,,
465,PT02M40.00S,2021-12-06T01:44:56.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626174,82.7365308804205,51.71568627450981,1610612745,84,74,2021-12-06T01:45:02Z,4630000,9.0,110.0,1,right,C. Wood 11' floating Jump Shot (19 PTS) (E. Gordon 4 AST),"[1626174, 201569]",1610612745.0,HOU,floating,,,Wood,C. Wood,,,,,11.01,Made,,,,,,,,,,,19.0,E. Gordon,201569.0,4.0,,,,
467,PT02M16.00S,2021-12-06T01:45:20.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630184,18.347568988173457,39.21568627450981,1610612740,84,76,2021-12-06T01:45:25Z,4650000,54.0,120.0,1,left,K. Lewis Jr. 13' driving floating Jump Shot (2 PTS) (N. Alexander-Walker 3 AST),"[1630184, 1629638]",1610612740.0,NOP,driving floating,,,Lewis Jr.,K. Lewis Jr.,,,,,13.15,Made,,,,,,,,,,,2.0,N. Alexander-Walker,1629638.0,3.0,,,,
469,PT02M03.00S,2021-12-06T01:45:32.7Z,3,REGULAR,3pt,Jump Shot,[],1626174,71.69842312746385,80.88235294117648,1610612745,87,76,2021-12-06T01:45:37Z,4670000,154.0,214.0,1,right,C. Wood 26' 3PT  (22 PTS) (E. Gordon 5 AST),"[1626174, 201569]",1610612745.0,HOU,,,,Wood,C. Wood,,,,,26.35,Made,,,,,,,,,,,22.0,E. Gordon,201569.0,5.0,,,,
471,PT01M51.00S,2021-12-06T01:45:52.7Z,3,REGULAR,foul,personal,['2freethrow'],201569,,,1610612740,87,76,2021-12-06T01:46:08Z,4690000,,,0,,E. Gordon shooting personal FOUL (1 PF) (Lewis Jr. 2 FT),"[201569, 1630184]",1610612745.0,HOU,shooting,,,Gordon,E. Gordon,,,,,,,,,,,2715.0,,1.0,0.0,Lewis Jr.,1630184.0,,,,,,,,
473,PT01M51.00S,2021-12-06T01:46:12.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,87,76,2021-12-06T01:46:20Z,4710000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,PT01M51.00S,2021-12-06T01:48:20.3Z,3,REGULAR,substitution,out,[],201569,,,1610612740,87,76,2021-12-06T01:48:44Z,4720000,,,0,,SUB out: E. Gordon,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,
475,PT01M51.00S,2021-12-06T01:48:20.3Z,3,REGULAR,substitution,out,[],1626174,,,1610612740,87,76,2021-12-06T01:48:44Z,4730000,,,0,,SUB out: C. Wood,[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,
476,PT01M51.00S,2021-12-06T01:48:20.3Z,3,REGULAR,substitution,in,[],201571,,,1610612740,87,76,2021-12-06T01:48:44Z,4740000,,,0,,SUB in: D. Augustin,[201571],1610612745.0,HOU,,,,Augustin,D. Augustin,,,,,,,,,,,,,,,,,,,,,,,,
477,PT01M51.00S,2021-12-06T01:48:20.3Z,3,REGULAR,substitution,in,[],1630578,,,1610612740,87,76,2021-12-06T01:48:44Z,4750000,,,0,,SUB in: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,
478,PT01M51.00S,2021-12-06T01:49:11.4Z,3,REGULAR,freethrow,1 of 2,[],1630184,,,1610612740,87,77,2021-12-06T01:49:11Z,4760000,,,0,,K. Lewis Jr. Free Throw 1 of 2 (3 PTS),[1630184],1610612740.0,NOP,,,,Lewis Jr.,K. Lewis Jr.,,,,,,Made,,,,,,,,,,,3.0,,,,,,,
479,PT01M51.00S,2021-12-06T01:49:25.9Z,3,REGULAR,freethrow,2 of 2,[],1630184,,,1610612740,87,78,2021-12-06T01:49:25Z,4770000,,,0,,K. Lewis Jr. Free Throw 2 of 2 (4 PTS),[1630184],1610612740.0,NOP,,,,Lewis Jr.,K. Lewis Jr.,,,,,,Made,,,,,,,,,,,4.0,,,,,,,
480,PT01M26.00S,2021-12-06T01:49:51.9Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630530,,,1610612745,87,78,2021-12-06T01:51:40Z,4780000,,,0,,T. Murphy III personal FOUL (1 PF) (House Jr. 2 FT),"[1630530, 1627863]",1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,2715.0,,1.0,0.0,House Jr.,1627863.0,,,,,,,,
482,PT01M26.00S,2021-12-06T01:50:27.2Z,3,REGULAR,timeout,full,['team'],0,,,1610612745,87,78,2021-12-06T01:50:27Z,4800000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,PT01M26.00S,2021-12-06T01:50:35.2Z,3,REGULAR,instantreplay,challenge,[],0,,,1610612745,87,78,2021-12-06T01:51:21Z,4810000,,,0,,,[],1610612740.0,NOP,stands,,,,,,,,,,,,,,,2715.0,,,,,,,,,,,,,
484,PT01M26.00S,2021-12-06T01:52:11.7Z,3,REGULAR,freethrow,1 of 2,[],1627863,,,1610612745,88,78,2021-12-06T01:52:11Z,4820000,,,0,,D. House Jr. Free Throw 1 of 2 (3 PTS),[1627863],1610612745.0,HOU,,,,House Jr.,D. House Jr.,,,,,,Made,,,,,,,,,,,3.0,,,,,,,
485,PT01M26.00S,2021-12-06T01:52:23.7Z,3,REGULAR,freethrow,2 of 2,[],1627863,,,1610612745,89,78,2021-12-06T01:52:23Z,4830000,,,0,,D. House Jr. Free Throw 2 of 2 (4 PTS),[1627863],1610612745.0,HOU,,,,House Jr.,D. House Jr.,,,,,,Made,,,,,,,,,,,4.0,,,,,,,
486,PT01M15.00S,2021-12-06T01:52:36.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630184,11.514454664914586,43.13725490196079,1610612740,89,80,2021-12-06T01:52:42Z,4840000,34.0,56.0,1,left,K. Lewis Jr. 6' driving floating Jump Shot (6 PTS) (B. Ingram 3 AST),"[1630184, 1627742]",1610612740.0,NOP,driving floating,,,Lewis Jr.,K. Lewis Jr.,,,,,6.54,Made,,,,,,,,,,,6.0,B. Ingram,1627742.0,3.0,,,,
488,PT01M03.00S,2021-12-06T01:52:48.6Z,3,REGULAR,3pt,Jump Shot,[],1629717,66.83639947437582,59.068627450980394,1610612745,89,80,2021-12-06T01:53:43Z,4860000,45.0,259.0,1,right,MISS A. Brooks 26' pullup 3PT,[1629717],1610612745.0,HOU,pullup,,,Brooks,A. Brooks,,,,,26.31,Missed,,,,,,,,,,,,,,,,,,
489,PT01M02.00S,2021-12-06T01:52:49.6Z,3,REGULAR,rebound,offensive,[],1627863,,,1610612745,89,80,2021-12-06T01:52:55Z,4870000,,,0,,D. House Jr. REBOUND (Off:1 Def:0),[1627863],1610612745.0,HOU,,,,House Jr.,D. House Jr.,,,,,,,488.0,1.0,0.0,1.0,,,,,,,,,,,,,,
490,PT01M01.00S,2021-12-06T01:52:52.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630231,92.72339027595268,47.549019607843135,1610612745,91,80,2021-12-06T01:53:01Z,4880000,-12.0,16.0,1,right,K. Martin Jr. reverse Layup (2 PTS) (D. House Jr. 3 AST),"[1630231, 1627863]",1610612745.0,HOU,reverse,,,Martin Jr.,K. Martin Jr.,,,,,2.01,Made,,,,,,,,,,,2.0,D. House Jr.,1627863.0,3.0,,,,
492,PT01M01.00S,2021-12-06T01:53:00.6Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1626195,,,1610612745,91,80,2021-12-06T01:55:19Z,4900000,,,0,,W. Hernangomez personal FOUL (2 PF) (Martin Jr. 1 FT),"[1626195, 1630231]",1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,1628168.0,,2.0,0.0,Martin Jr.,1630231.0,,,,,,,,
494,PT01M01.00S,2021-12-06T01:53:22.3Z,3,REGULAR,freethrow,1 of 1,['2ndchance'],1630231,,,1610612745,92,80,2021-12-06T01:53:22Z,4920000,,,0,,K. Martin Jr. Free Throw 1 of 1 (3 PTS),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,Made,,,,,,,,,,,3.0,,,,,,,
495,PT00M50.50S,2021-12-06T01:53:32.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630184,6.783837056504599,53.67647058823529,1610612740,92,82,2021-12-06T01:54:51Z,4930000,-18.0,11.0,1,left,K. Lewis Jr. driving reverse Layup (8 PTS),[1630184],1610612740.0,NOP,driving reverse,,,Lewis Jr.,K. Lewis Jr.,,,,,2.16,Made,,,,,,,,,,,8.0,,,,,,,
496,PT00M36.20S,2021-12-06T01:53:52.0Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626195,,,1610612745,92,82,2021-12-06T01:54:00Z,4940000,,,0,,W. Hernangomez personal FOUL (3 PF) (Sengun 2 FT),"[1626195, 1630578]",1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,2002.0,,3.0,0.0,Sengun,1630578.0,,,,,,,,
498,PT00M36.20S,2021-12-06T01:54:18.5Z,3,REGULAR,freethrow,1 of 2,[],1630578,,,1610612745,93,82,2021-12-06T01:54:18Z,4960000,,,0,,A. Sengun Free Throw 1 of 2 (5 PTS),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,Made,,,,,,,,,,,5.0,,,,,,,
499,PT00M36.20S,2021-12-06T01:54:35.9Z,3,REGULAR,freethrow,2 of 2,[],1630578,,,1610612745,94,82,2021-12-06T01:54:35Z,4970000,,,0,,A. Sengun Free Throw 2 of 2 (6 PTS),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,Made,,,,,,,,,,,6.0,,,,,,,
500,PT00M30.30S,2021-12-06T01:54:45.7Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630578,,,1610612740,94,82,2021-12-06T01:54:56Z,4980000,,,0,,A. Sengun personal FOUL (4 PF) (Alexander-Walker 2 FT),"[1630578, 1629638]",1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,2715.0,,4.0,0.0,Alexander-Walker,1629638.0,,,,,,,,
502,PT00M30.30S,2021-12-06T01:55:09.8Z,3,REGULAR,freethrow,1 of 2,[],1629638,,,1610612740,94,83,2021-12-06T01:55:33Z,5000000,,,0,,N. Alexander-Walker Free Throw 1 of 2 (10 PTS),[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,Made,,,,,,,,,,,10.0,,,,,,,
503,PT00M30.30S,2021-12-06T01:55:09.8Z,3,REGULAR,freethrow,2 of 2,[],1629638,,,1610612740,94,83,2021-12-06T01:55:33Z,5010000,,,0,,MISS N. Alexander-Walker Free Throw 2 of 2,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,Missed,,,,,,,,,,,,,,,,,,
504,PT00M30.30S,2021-12-06T01:55:09.8Z,3,REGULAR,rebound,offensive,[],1626195,,,1610612740,94,83,2021-12-06T02:22:47Z,5020000,,,0,,W. Hernangomez REBOUND (Off:9 Def:5),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,503.0,14.0,5.0,9.0,,,,,,,,,,,,,,
505,PT00M17.60S,2021-12-06T01:55:37.4Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627863,,,1610612740,94,83,2021-12-06T01:56:06Z,5030000,,,0,,D. House Jr. shooting personal FOUL (1 PF) (Ingram 2 FT),"[1627863, 1627742]",1610612745.0,HOU,shooting,,,House Jr.,D. House Jr.,,,,,,,,,,,2715.0,,1.0,0.0,Ingram,1627742.0,,,,,,,,
507,PT00M17.60S,2021-12-06T01:56:09.9Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1627742,,,1610612740,94,84,2021-12-06T01:56:09Z,5050000,,,0,,B. Ingram Free Throw 1 of 2 (32 PTS),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,Made,,,,,,,,,,,32.0,,,,,,,
508,PT00M17.60S,2021-12-06T01:56:10.6Z,3,REGULAR,substitution,out,[],1630231,,,1610612740,94,84,2021-12-06T01:56:19Z,5060000,,,0,,SUB out: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,
509,PT00M17.60S,2021-12-06T01:56:10.6Z,3,REGULAR,substitution,out,[],1626195,,,1610612740,94,84,2021-12-06T01:56:19Z,5070000,,,0,,SUB out: W. Hernangomez,[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,
510,PT00M17.60S,2021-12-06T01:56:10.6Z,3,REGULAR,substitution,in,[],1629726,,,1610612740,94,84,2021-12-06T01:56:19Z,5080000,,,0,,SUB in: G. Mathews,[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,
511,PT00M17.60S,2021-12-06T01:56:10.6Z,3,REGULAR,substitution,in,[],203107,,,1610612740,94,84,2021-12-06T01:56:19Z,5090000,,,0,,SUB in: T. Satoransky,[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,,,,,,,,,
512,PT00M17.60S,2021-12-06T01:56:33.9Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1627742,,,1610612740,94,85,2021-12-06T01:56:33Z,5100000,,,0,,B. Ingram Free Throw 2 of 2 (33 PTS),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,Made,,,,,,,,,,,33.0,,,,,,,
513,PT00M00.00S,2021-12-06T01:56:55.9Z,3,REGULAR,3pt,Jump Shot,[],201571,71.17279894875165,77.45098039215686,1610612745,94,85,2021-12-06T01:57:01Z,5110000,137.0,218.0,1,right,MISS D. Augustin 25' pullup 3PT,[201571],1610612745.0,HOU,pullup,,,Augustin,D. Augustin,,,,,25.81,Missed,,,,,,,,,,,,,,,,,,
514,PT00M00.00S,2021-12-06T01:56:58.2Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612745,94,85,2021-12-06T01:56:58Z,5120000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,513.0,,,,,,,,,,,,,,,,,
515,PT00M00.00S,2021-12-06T01:57:36.3Z,3,REGULAR,period,end,[],0,,,1610612745,94,85,2021-12-06T01:57:36Z,5130000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,PT12M00.00S,2021-12-06T01:58:27.2Z,4,REGULAR,substitution,out,['startperiod'],1629726,,,1610612745,94,85,2021-12-06T01:59:24Z,5140000,,,0,,SUB out: G. Mathews,[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,
517,PT12M00.00S,2021-12-06T01:58:27.2Z,4,REGULAR,substitution,out,['startperiod'],1627742,,,1610612745,94,85,2021-12-06T01:59:24Z,5150000,,,0,,SUB out: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,
518,PT12M00.00S,2021-12-06T01:58:27.2Z,4,REGULAR,substitution,out,['startperiod'],203107,,,1610612745,94,85,2021-12-06T01:59:24Z,5160000,,,0,,SUB out: T. Satoransky,[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,,,,,,,,,
519,PT12M00.00S,2021-12-06T01:58:27.2Z,4,REGULAR,substitution,in,['startperiod'],1630231,,,1610612745,94,85,2021-12-06T01:59:24Z,5170000,,,0,,SUB in: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,
520,PT12M00.00S,2021-12-06T01:58:27.2Z,4,REGULAR,substitution,in,['startperiod'],1628984,,,1610612745,94,85,2021-12-06T01:59:24Z,5180000,,,0,,SUB in: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,
521,PT12M00.00S,2021-12-06T01:58:27.2Z,4,REGULAR,substitution,in,['startperiod'],202685,,,1610612745,94,85,2021-12-06T01:59:24Z,5190000,,,0,,SUB in: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,
522,PT12M00.00S,2021-12-06T01:59:32.4Z,4,REGULAR,period,start,[],0,,,1610612740,94,85,2021-12-06T01:59:32Z,5200000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,PT11M39.00S,2021-12-06T01:59:55.8Z,4,REGULAR,foul,personal,[],1630578,,,1610612740,94,85,2021-12-06T02:00:09Z,5210000,,,0,,A. Sengun personal FOUL (5 PF),"[1630578, 202685]",1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,2002.0,,5.0,0.0,Valanciunas,202685.0,,,,,,,,
525,PT11M30.00S,2021-12-06T02:00:16.5Z,4,REGULAR,3pt,Jump Shot,[],1628984,26.757555847568987,14.215686274509803,1610612740,94,85,2021-12-06T02:00:22Z,5230000,179.0,199.0,1,left,MISS D. Graham 26' 3PT,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,26.76,Missed,,,,,,,,,,,,,,,,,,
526,PT11M29.00S,2021-12-06T02:00:17.5Z,4,REGULAR,rebound,defensive,[],1630231,,,1610612745,94,85,2021-12-06T02:00:22Z,5240000,,,0,,K. Martin Jr. REBOUND (Off:0 Def:3),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,525.0,3.0,3.0,0.0,,,,,,,,,,,,,,
527,PT11M07.00S,2021-12-06T02:00:41.6Z,4,REGULAR,foul,personal,['2freethrow'],1629638,,,1610612745,94,85,2021-12-06T02:00:57Z,5250000,,,0,,N. Alexander-Walker shooting personal FOUL (2 PF) (Sengun 2 FT),"[1629638, 1630578]",1610612740.0,NOP,shooting,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,2715.0,,2.0,0.0,Sengun,1630578.0,,,,,,,,
529,PT11M07.00S,2021-12-06T02:01:08.3Z,4,REGULAR,freethrow,1 of 2,[],1630578,,,1610612745,95,85,2021-12-06T02:01:08Z,5270000,,,0,,A. Sengun Free Throw 1 of 2 (7 PTS),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,Made,,,,,,,,,,,7.0,,,,,,,
530,PT11M07.00S,2021-12-06T02:01:26.4Z,4,REGULAR,freethrow,2 of 2,[],1630578,,,1610612745,96,85,2021-12-06T02:01:26Z,5280000,,,0,,A. Sengun Free Throw 2 of 2 (8 PTS),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,Made,,,,,,,,,,,8.0,,,,,,,
531,PT10M51.00S,2021-12-06T02:01:43.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629638,8.09789750328515,53.92156862745098,1610612740,96,85,2021-12-06T02:01:50Z,5290000,-20.0,24.0,1,left,MISS N. Alexander-Walker driving Layup,[1629638],1610612740.0,NOP,driving,,,Alexander-Walker,N. Alexander-Walker,,,,,3.07,Missed,,,,,,,,,,,,,,,,,,
532,PT10M50.00S,2021-12-06T02:01:44.9Z,4,REGULAR,rebound,offensive,[],202685,,,1610612740,96,85,2021-12-06T02:02:09Z,5300000,,,0,,J. Valanciunas REBOUND (Off:2 Def:2),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,531.0,4.0,2.0,2.0,,,,,,,,,,,,,,
533,PT10M50.00S,2021-12-06T02:01:47.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202685,6.521024967148489,50.98039215686274,1610612740,96,87,2021-12-06T02:02:33Z,5310000,-5.0,9.0,1,left,J. Valanciunas tip Layup (8 PTS),[202685],1610612740.0,NOP,tip,,,Valanciunas,J. Valanciunas,,,,,1.01,Made,,,,,,,,,,,8.0,,,,,,,
534,PT10M36.00S,2021-12-06T02:01:59.0Z,4,REGULAR,3pt,Jump Shot,[],1630578,69.85873850197109,74.01960784313727,1610612745,96,87,2021-12-06T02:02:05Z,5320000,120.0,231.0,1,right,MISS A. Sengun 26' 3PT,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,26.02,Missed,,,,,,,,,,,,,,,,,,
535,PT10M35.00S,2021-12-06T02:02:00.0Z,4,REGULAR,rebound,defensive,[],202685,,,1610612740,96,87,2021-12-06T02:02:05Z,5330000,,,0,,J. Valanciunas REBOUND (Off:2 Def:3),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,534.0,5.0,3.0,2.0,,,,,,,,,,,,,,
536,PT10M18.00S,2021-12-06T02:02:17.1Z,4,REGULAR,3pt,Jump Shot,[],1629638,8.492115637319317,96.07843137254902,1610612740,96,87,2021-12-06T02:11:12Z,5340000,-230.0,27.0,1,left,MISS N. Alexander-Walker step back 3PT,[1629638],1610612740.0,NOP,step back,,,Alexander-Walker,N. Alexander-Walker,,,,,23.2,Missed,,,,,,,,,,,,,,,,,,
537,PT10M16.00S,2021-12-06T02:02:19.1Z,4,REGULAR,rebound,offensive,[],1630530,,,1610612740,96,87,2021-12-06T02:02:24Z,5350000,,,0,,T. Murphy III REBOUND (Off:3 Def:3),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,536.0,6.0,3.0,3.0,,,,,,,,,,,,,,
538,PT10M14.00S,2021-12-06T02:02:22.1Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1628984,31.225361366622867,27.450980392156865,1610612740,96,87,2021-12-06T02:02:28Z,5360000,113.0,241.0,1,left,MISS D. Graham 26' 3PT,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,26.6,Missed,,,,,,,,,,,,,,,,,,
539,PT10M14.00S,2021-12-06T02:02:22.1Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612745,96,87,2021-12-06T02:02:28Z,5370000,,,0,,TEAM defensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,538.0,,,,,,,,,,,,,,,,,
540,PT10M11.00S,2021-12-06T02:02:27.4Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612745,96,87,2021-12-06T02:02:27Z,5380000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,PT10M11.00S,2021-12-06T02:02:29.1Z,4,REGULAR,substitution,out,[],1630184,,,1610612745,96,87,2021-12-06T02:02:35Z,5390000,,,0,,SUB out: K. Lewis Jr.,[1630184],1610612740.0,NOP,,,,Lewis Jr.,K. Lewis Jr.,,,,,,,,,,,,,,,,,,,,,,,,
542,PT10M11.00S,2021-12-06T02:02:29.1Z,4,REGULAR,substitution,in,[],203107,,,1610612745,96,87,2021-12-06T02:02:35Z,5400000,,,0,,SUB in: T. Satoransky,[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,,,,,,,,,
